,Concept_ID,,cs
1006,versprechen::V,,slíbit
1007,wünschen::V,,přát
1008,loben::V,,chválit
1009,küssen::V,,líbat
1010,wiegen::V,,chovat
1011,wiegen::V,,kolébat
1012,zudecken::V,,přikrýt
1013,zudecken::V,,přiklopit
1014,wecken::V,,vzbudit
1015,zeigen::V,,ukázat
1016,führen::V,,vést
1017,lehren::V,,učit
1018,unterrichten::V,,vyučovat
1019,aufziehen::V,,vychovat
1020,leiten::V,,vodit
1021,antreiben::V,,nutit
1022,lassen::V,,dát
1023,einladen::V,,pozvat
1024,vereinigen::V,,spojit
1025,besuchen::V,,návštívit
1026,treffen::V,,potkat
1027,sich versammeln::V,,shromáždit se
1028,spielen::V,,hrát
1029,singen::V,,zpívat
1030,tanzen::V,,tančit
1031,sich trennen::V,,rozejít se
1032,verlassen::V,,opustit
1033,retten::V,,zachránit
1034,bewachen::V,,hlídat
1035,schützen::V,,chránit
1036,verteidigen::V,,obhájit
1037,sich schlagen::V,,bít se
1038,schießen::V,,střílet
1039,siegen::V,,zvítězit
1040,ärgern::V,,zlobit
1041,ärgern::V,,pohoršit
1042,schlagen::V,,udeřit
1043,schlagen::V,,praštit
1044,treten::V,,kopnout
1045,stechen::V,,bodnout
1046,stechen::V,,píchnout
1047,stoßen::V,,strčit
1048,stehlen::V,,ukrást
1049,stören::V,,vyrušit
1050,belästigen::V,,obtěžovat
1051,verbergen::V,,skrýt
1052,täuschen::V,,klamat
1053,betrügen::V,,podvést
1054,töten::V,,zabít
1055,wohnen::V,,bydlit
1056,arbeiten::V,,pracovat
1057,sammeln::V,,sebrat
1058,pflücken::V,,česat
1059,jagen::V,,uhonit
1060,fischen::V,,chytat ryby
1061,fassen::V,,ulovit
1062,hüten::V,,pást
1063,treiben::V,,hnát
1064,anbinden::V,,přivázat
1065,füttern::V,,krmit
1066,melken::V,,dojit
1067,hacken::V,,seknout
1068,gießen::V,,zalít
1069,reifen::V,,uzrát
1070,zubereiten::V,,připravit
1071,kochen::V,,vařit
1072,backen::V,,péct
1073,braten::V,,smažit
1074,umrühren::V,,zamíchat
1075,stricken::V,,plést
1076,nähen::V,,šít
1077,färben::V,,nabarvit
1078,reinigen::V,,očistit
1079,waschen::V,,mýt
1080,abwischen::V,,utřít
1081,spülen::V,,spláchnout
1082,fegen::V,,zamést
1083,kehren::V,,mést
1084,baden::V,,koupat se
1085,sich waschen::V,,mýt se
1086,ausziehen::V,,svléct
1087,anziehen::V,,obléct
1088,sich anziehen::V,,oblékat se
1089,kämmen::V,,učesat
1090,schmücken::V,,ozdobit
1091,sagen::V,,říct
1092,sprechen::V,,mluvit
1093,reden::V,,hovořit
1094,sich unterhalten::V,,povídat se
1095,fragen::V,,zeptat se
1096,bitten::V,,prosit
1097,erzählen::V,,povídat
1098,mitteilen::V,,sdělit
1099,mitteilen::V,,oznámit
1100,nennen::V,,nazvat
1101,rufen::V,,volat
1102,rufen::V,,zavolat
1103,prahlen::V,,chlubit se
1104,übersetzen::V,,přeložit
1105,denken::V,,myslit
1106,glauben::V,,věřit
1107,bemerken::V,,zpozorovat
1108,erkennen::V,,poznat
1109,begreifen::V,,pochopit
1110,verstehen::V,,porozumět
1111,lernen::V,,učit se
1112,wissen::V,,vědět
1113,sich erinnern an::V,,vzpomínat si na
1114,vergessen::V,,zapomínat
1115,messen::V,,měřit
1116,zählen::V,,spočítat
1117,rechnen::V,,počítat
1118,lesen::V,,číst
1119,malen::V,,malovat
1120,zeichnen::V,,rýsovat
1121,schreiben::V,,psát
1122,besitzen::V,,mít
1123,besitzen::V,,vlastnit
1124,kaufen::V,,koupit
1125,verkaufen::V,,prodat
1126,bezahlen::V,,zaplatit
1127,zahlen::V,,platit
1128,beherrschen::V,,ovládat
1129,ertragen::V,,snést
