,Concept_ID,hu,ab
131,Stamm::N,tő,ашьапы
132,Stamm::N,törzs,ашьапы
133,Rinde::N,kéreg,ацəа
134,Ast::N,ág,амахə
135,Ast::N,ág,амахəҭа
136,Zweig::N,gally,амахə
137,Zweig::N,gally,амахəҭа
138,Blatt::N,levél,абҕьы
139,Birke::N,nyír,аҵааҵла
140,Kiefer[Baum]::N,fenyő,амза
141,Weide[Baum]::N,fűz,аҧслыш
142,Tanne::N,fenyő,аҧсаӡ
143,Horn::N,szarv,атəыҩа
144,Feder::N,toll,ахӡы
145,Fell::N,szőr,ацəа
146,Fell::N,bunda,ацəа
147,Flügel::N,szárny,амҵəыжəа
148,Klaue::N,köröm,ашьапхыц
149,Kralle::N,karom,
150,Schwanz::N,farok,аҵыхəа
151,Ei::N,tojás,акəтаӷь
152,Nest::N,fészek,аҭра
153,Nest::N,fészek,аҵысҭра
154,Bau::N,odú,аҭыҩра
155,Tier::N,állat,аҧстəы
156,Tier::N,állat,агыгшəыг
157,Herde::N,nyáj,агəарҭа
158,Herde::N,csorda,агəарҭа
159,Kuh::N,tehén,ажə
160,Bulle::N,bika,ацə
161,Pferd::N,ló,аҽы
162,Schaf::N,juh,ауаса
163,Schaf::N,birka,ауаса
164,Schwein::N,sertés,аҳəа
165,Hund::N,eb,ала
166,Hund::N,kutya,ала
167,Katze::N,macska,ацгəы
168,Bär::N,medve,амшə
169,Eichhörnchen::N,mókus,аеш
170,Elch::N,jávorszarvas,аҽаҩа
171,Fuchs::N,róka,абгахəыҷы
172,Hase::N,nyúl,ажьа
173,Maus::N,egér,аҳəынаҧ
174,Wolf::N,farkas,абгаду
175,Vogel::N,madár,аҧсаатə
176,Schwarm::N,raj,
177,Huhn::N,tyúk,акəты
178,Hahn::N,kakas,арбаҕь
179,Gans::N,lúd,аҟыз
180,Gans::N,liba,аҟыз
181,Adler::N,sas,ауарба
182,Ente::N,kacsa,акəата
183,Eule::N,bagoly,аты
184,Kranich::N,daru,апҟа
185,Krähe::N,varjú,аҟəараан
186,Kuckuck::N,kakukk,акəыкəу
187,Schwan::N,hattyú,агьад
188,Fisch::N,hal,аҧсыӡ
189,Barsch::N,sügér,ацəыбла
190,Hecht::N,csuka,ахиаала
191,Schlange[Tier]::N,kígyó,амаҭ
192,Wurm::N,kukac,ахəа
193,Wurm::N,kukac,ахəац
194,Spinne::N,pók,абызкаҭаҳа
195,Ameise::N,hangya,ашышкамс
196,Laus::N,tetű,аҵа
197,Mücke::N,szúnyog,акəыбры
198,Fliege::N,légy,амҵ
199,Schmetterling::N,lepke,аҧарҧалыкь
200,Schmetterling::N,pillangó,аҧарҧалыкь
201,Beere::N,bogyó,аргуц
202,Apfel::N,alma,аҵəа
203,Pilz::N,gomba,акəкəбаа
204,Zwiebel::N,hagyma,аџьымшьы
205,Zwiebel::N,hagyma,аџьымшьхы
206,Saat::N,vetőmag,ажəла
207,Korn::N,mag,арыц
208,Korn::N,szem,арыц
209,Heu::N,széna,аҭəа
210,Schale::N,héj,ацəа
211,Grube::N,verem,ажра
212,Grube::N,verem,атыша
213,Falle::N,csapda,арыҧҟьа
214,Schlinge::N,tőr,аҟəараҟəантə
215,Spur::N,nyom,ашьҭа
216,Asche::N,hamu,ахəа
217,Dreck::N,sár,аҳəынҵəа
218,Dreck::N,sár,аҟьамсар
219,Dreck::N,piszok,аҳəынҵəа
220,Dreck::N,piszok,аҟьамсар
221,Eisen::N,vas,аиха
222,Gold::N,arany,ахьы
223,Silber::N,ezüst,аразны
224,Kohle::N,szén,арацəа
225,Glas::N,üveg,асаркьа
226,Lehm::N,agyag,анышəаҧшь
227,Lehm::N,vályog,анышəаҧшь
228,Sand::N,homok,аҧслымӡ
229,Mensch::N,ember,ауаҩы
230,Mann::N,úr,ахаҵа
231,Mann::N,férfi,ахаҵа
232,Frau::N,nő,аҧҳəыс
233,Frau::N,asszony,аҧҳəыс
234,Kind::N,gyerek,ахəыҷы
235,Kind::N,gyermek,ахəыҷы
236,Junge::N,fiú,аҷкəын
237,Junge::N,fiú,ахаҵарҧыс
238,Mädchen::N,lány,аӡӷаб
239,Familie::N,család,аҭаацəа
240,Großvater::N,nagyapa,абду
241,Großmutter::N,nagyanya,анду
242,Eltern::N,szülők,ани аби
243,Vater::N,apa,аб
244,Vater::N,atya,аб
245,Mutter::N,anya,ан
246,Sohn::N,fiú,аҧа
247,Tochter::N,lány,аҧҳа
248,Bruder::N,fivér,аиашьа
249,Bruder::N,testvér,аиашьа
250,Schwester::N,nővér,Аҳəшьа
251,Schwester::N,lánytestvér,Аҳəшьа
252,Onkel::N,nagybácsi,абиашьа
253,Onkel::N,nagybácsi,аншьа
254,Tante::N,nagynéni,абиаҳəшьа
255,Ehemann::N,férj,ахаҵа
256,Ehemann::N,férj,аҧшəма
257,Ehefrau::N,feleség,аҧҳəыс
258,Freude::N,öröm,агəырӷьара
259,Gelächter::N,nevetés,ачча
260,Gelächter::N,nevetés,аччара
261,Gelächter::N,hahotázás,ачча
262,Gelächter::N,hahotázás,аччара
263,Glück::N,boldogság,аразҟы
264,Kummer::N,bánat,агəырҩа
265,Wunsch::N,óhaj,агəхəтəы
266,Wunsch::N,óhaj,аҭахра
267,Lust::N,kedv,агəазыҳəара
268,Geist::N,elme,аҧсы
269,Geist::N,szellem,аҧсы
270,Gedanke::N,gondolat,ахəыцырҭа
271,Gedächtnis::N,emlékezet,агəынкылара
272,Verstand::N,ész,ахшыҩ
273,Verstand::N,értelem,ахшыҩ
274,Sinn::N,értelem,аҵакы
275,Grund::N,ok,амзыз
276,Grund::N,alap,амзыз
277,Wahrheit::N,igaz,аиаша
278,Wahrheit::N,igazság,аиаша
279,Gespräch::N,beszélgetés,аиҿцәажәара
280,Märchen::N,mese,алакə
281,Erzählung::N,elbeszélés,ажәабжь
282,Nachricht::N,hír,адырраҭара
283,Nachricht::N,híradás,адырраҭара
284,Neuigkeit::N,újság,ажәабжь ҿыц
285,Name::N,név,ахьӡ
286,Rätsel::N,rejtvény,ацуфара
287,Rede::N,beszéd,ажәа
288,Rede::N,szónoklat,ажәа
289,Sprache::N,nyelv,абызшəа
290,Stimme::N,hang,абжьы
291,Wort::N,szó,ажәа
292,Zeichen::N,jel,адырга
293,Ruf::N,kiáltás,аҿҭы
294,Lärm::N,zaj,ашьҭыбжь
295,Laut::N,hang,ашьҭыбжь
296,Ton::N,hang,атон
297,Lied::N,dal,ашəа
298,Lied::N,ének,ашəа
299,Ruhe::N,csend,аҭынчра
300,Ruhe::N,nyugalom,аҭынчра
301,Leute::N,emberek,ауаа
302,Volk::N,nép,ажəлар
303,Arbeit::N,dolog,аусура
304,Gast::N,vendég,асас
305,Geschenk::N,ajándék,аҳамҭа
306,Geschenk::N,ajándék,аҿанҵа
307,Spiel::N,játék,ахəмарра
308,Gesellschaft::N,társaság,агəыҧ
309,Hilfe::N,segítség,ацхыраара
310,Freund::N,barát,аҩыза
311,Kamerad::N,társ,Аҧхнагьла
312,Angelegenheit::N,ügy,аус
313,Anzahl::N,szám,ахыҧхьаӡара
314,Art::N,faj,ахкы
315,Art::N,fajta,ахкы
316,Stück::N,darab,аҽыҭ
317,Teil::N,rész,ахəҭа
318,Hälfte::N,fél,абжа
319,Kreis::N,kör,агьагьа
320,Kreuz::N,kereszt,аџьар
321,Linie::N,vonal,аицтәар
322,Strich::N,vonás,ацəаҳəа
323,Abstand::N,köz,абжьара
324,Entfernung::N,távolság,абжьара
325,Gegend::N,táj,аҭыҧ
326,Gegend::N,vidék,аҭыҧ
327,Platz::N,hely,аҭыҧ
328,Ort::N,hely,аҭыҧ
329,Seite::N,fél,аган
330,Seite::N,oldal,аган
331,Mitte::N,közép,агəҭа
332,Gegenstand::N,tárgy,амаҭəар
333,Sache::N,dolog,
334,Rand::N,szél,аҵкар
335,Rand::N,perem,аҵкар
336,Rand::N,szegély,аҵкар
337,Kante::N,él,авардым
338,Ecke::N,sarok,акəакь
339,Ecke::N,szöglet,акəакь
340,Spitze::N,csúcs,аҧынҵа
341,Ende::N,vég,анаӡара
342,Loch::N,lyuk,акылҵəара
343,Winkel::N,szög,агҿаҩра
344,Winkel::N,szög,акəындхə
345,Winkel::N,szög,акəакь
346,Muster::N,minta,аҟҟа
347,Größe::N,nagyság,изаҟароу
348,Länge::N,hossz,аура
349,Länge::N,hosszúság,аура
350,Höhe::N,magasság,агылара
351,Gewicht::N,súly,акапан
352,Menge::N,sokaság,
353,Menge::N,mennyiség,
354,Haufen::N,halom,ачаҟəа
355,Reihe::N,sor,ацəаҳəа
356,Boot::N,csónak,анышь
357,Ruder::N,evező,ажəҩа
358,Schlitten::N,szánkó,ашəаҩауардын
359,Ski::N,sí,ашəаҩа
360,Ski::N,sí,ашьахаха
361,Lagerfeuer::N,tábortűz,еиқуу амца
362,Last::N,teher,ахьанҭара
363,Gang::N,járás,аныҟəара
364,Schritt::N,lépés,ашьаҿа
365,Norden::N,észak,аҩада
366,Süden::N,dél,алада
367,Westen::N,nyugat,амраҭашəара
368,Osten::N,kelet,амрагылара
369,Holz::N,fa,амҿымаҭəахə
370,Brett::N,deszka,аӷəы
371,Platte::N,lap,ахаҳәцәы
372,Platte::N,lemez,ахаҳәцәы
373,Stütze::N,támasz,аҵаргəа
374,Stütze::N,támasz,агəышьаҟа
375,Stütze::N,támaszték,аҵаргəа
376,Stütze::N,támaszték,агəышьаҟа
377,Stange::N,rúd,акьат
378,Stange::N,pózna,акьат
379,Stock::N,pálca,алаба
380,Stab::N,bot,акьат
381,Rohr::N,cső,абыкь
382,Haus::N,ház,аҩны
383,Heim::N,otthon,аҭаацəа
384,Ofen::N,kályha,аҳақə
385,Ofen::N,kályha,ауаџьаҟ
386,Ofen::N,kályha,афрына
387,Fußboden::N,padló,адашьма
388,Tisch::N,asztal,аишәа
389,Stuhl::N,szék,аҟəардə
390,Wiege::N,bölcső,агара
391,Bett::N,ágy,акаруаҭ
392,Regal::N,polc,акыӷəра
393,Regal::N,állvány,акыӷəра
394,Kiste::N,láda,аидчаҧала
395,Fenster::N,ablak,аҧенџьыр
396,Tür::N,ajtó,ашə
397,Tor::N,kapu,агəашə
398,Zaun::N,kerítés,аанда
399,Dach::N,tető,ахыб
400,Leiter::N,létra,амардуан
401,Besen::N,seprű,аҧссага
402,Spaten::N,ásó,ажыга
403,Schaufel::N,lapát,аҭəарӷəы
404,Gabel::N,villa,ачқьыҧ
405,Löffel::N,kanál,амҳаҵə
406,Messer::N,kés,аҳəызба
407,Nagel::N,szeg,аҵəымӷ
408,Netz::N,háló,акаҭа
409,Haken::N,kampó,аҵəаҳə
410,Griff::N,nyél,амаа
411,Griff::N,fogantyú,амаа
412,Schloss::N,zár,асаҧаҭ
413,Bild::N,kép,асахьа
414,Figur::N,alak,афигура
415,Puppe::N,bábu,акьанџьа
416,Beutel::N,zacskó,асакь
417,Bündel::N,köteg,аҿаҳəара
418,Tasche::N,táska,арҭмаҟ
419,Eimer::N,vödör,аведра
420,Deckel::N,fedő,ахҩа
421,Deckel::N,fedél,ахҩа
422,Geschirr::N,edény,ачысмаҭəа
423,Sack::N,zsák,асакь
424,Tasse::N,csésze,аҵəца
425,Topf::N,fazék,акаструлиа
426,Kessel::N,üst,ачуан
427,Kessel::N,bogrács,ачуан
428,Essen::N,evés,
429,Essen::N,étkezés,
430,Nahrung::N,ennivaló,афатə
431,Speise::N,étel,афатə
432,Fleisch::N,hús,акəац
433,Getreide::N,gabona,ачакуа
434,Brei::N,pép,ақашь
435,Brei::N,kása,ақашь
436,Brot::N,kenyér,ача
437,Scheibe::N,szelet,аҽыҭ
438,Scheibe::N,szelet,аҿаҵа
439,Fett::N,háj,ашша
440,Fett::N,zsír,ашша
441,Butter::N,vaj,ахəша
442,Öl::N,olaj,азеҭ
443,Salz::N,só,аџьыка
444,Suppe::N,leves,асуҧ
445,Honig::N,méz,ацха
446,Milch::N,tej,ахш
447,Tee::N,tea,ачаи
448,Leder::N,bőr,ацəа
449,Wolle::N,gyapjú,аласа
450,Stoff::N,szövet,Аба
451,Nadel::N,tű,агəыр
452,Faden::N,fonál,арахəыц
453,Knopf::N,gomb,аҳəынҵəра
454,Knoten::N,csomó,аиқəҳəала
455,Farbe::N,szín,ашəыга
456,Farbe::N,festék,ашəыга
457,Kleidung::N,ruha,амаҭəа
458,Kleidung::N,ruházat,амаҭəа
459,Hemd::N,ing,акьаҿ
460,Kragen::N,gallér,ахəда
461,Ärmel::N,ujj,амаӷра
462,Hose::N,gatya,аиқəа
463,Hose::N,nadrág,аиқəа
464,Gürtel::N,öv,амаҟа
465,Mütze::N,sapka,ахылҧа
466,Schuh::N,cipő,аимаа
467,Stiefel::N,csizma,амагə
468,Ring::N,gyűrű,амацəаз
469,Band::N,szalag,алента
470,Kamm::N,fésű,ахҳəа
471,Spiegel::N,tükör,асаркьа
472,Riemen::N,szíj,аа
473,Schnur::N,zsinór,ашаха
474,Leine::N,póráz,аҕура
475,Decke::N,takaró,ахыза
476,Kissen::N,párna,ахчы
477,Tuch::N,kendő,акасы
478,Handtuch::N,törülköző,ампахьшьы
479,Kraft::N,erő,амч
480,Stärke::N,erő,амч
481,Stärke::N,erősség,амч
482,Gesundheit::N,egészség,агəабзиара
483,Krankheit::N,kór,ачымазара
484,Krankheit::N,betegség,ачымазара
485,Schmerz::N,fájdalom,ахьаа
486,Wunde::N,seb,ахəра
487,Fieber::N,láz,ашоура
488,Arznei::N,orvosság,ахəшə
489,Arznei::N,gyógyszer,ахəшə
490,Brücke::N,híd,ацҳа
491,Brunnen::N,kút,аҵыџь
492,Weide::N,legelő,аҳəырҭа
493,Pfad::N,ösvény,амхəасҭа
494,Weg::N,út,амҩа
495,Straße::N,út,амҩа
496,Dorf::N,falu,ақыҭа
497,Stadt::N,város,ақалақь
498,Brief::N,levél,ашəҟəы
499,Buch::N,könyv,ашəҟəы
500,Buchstabe::N,betű,анбан
501,Zeitung::N,újság,агазеҭ
502,Zeitung::N,hírlap,агазеҭ
503,Leben::N,élet,аҧсҭазаара
504,Tod::N,halál,аҧсра
505,Grab::N,sír,анышəынҭра
506,Kirche::N,templom,ауахəама
507,Sünde::N,bűn,агəнаҳа
508,Sünde::N,vétek,агəнаҳа
509,Gott::N,isten,анцəа
510,Arbeiter::N,munkás,аусуҩ
511,Chef::N,főnök,Аиҳабы
512,Meister::N,mester,аҟаза
513,Arzt::N,orvos,аҳақьым
514,Lehrer::N,tanár,арҵаҩы
515,Lehrer::N,tanító,арҵаҩы
516,Geld::N,pénz,аҧара
517,Geschäft::N,üzlet,
518,Laden::N,bolt,амагазин
519,Preis::N,ár,ахə
520,Ware::N,áru,атауар
521,Nutzen::N,haszon,ақьар
522,Reichtum::N,gazdagság,абеиара
523,Welt::N,világ,адунеи
524,Land::N,ország,атəыла
525,Staat::N,állam,аҳəынҭқарра
526,König::N,király,акрал
527,Macht::N,hatalom,амчра
528,Grenze::N,határ,аҳəаа
529,Krieg::N,háború,аибашьра
530,Feind::N,ellenség,Аҕа
531,Gewalt::N,erőszak,ақəымчра
532,Kampf::N,harc,ақəҧара
533,Bogen[Waffe]::N,íj,ахыц
534,Pfeil::N,nyíl,ахəымпал
535,Gewehr::N,puska,ашəақь
536,Gewehr::N,fegyver,ашəақь
537,Fehler::N,hiba,агха
538,Lüge::N,hazugság,амц
539,Schaden::N,kár,аҧырхага
540,Unglück::N,csapás,арыцҳара
541,Unglück::N,balszerencse,арыцҳара
542,Schuld::N,bűn,ахара
543,Alter::N,kor,ақəра
544,Schluss::N,vég,анҵəамҭа
545,Schluss::N,befejezés,анҵəамҭа
546,Zeit::N,idő,аамта
547,Tag::N,nap,амш
548,Morgen::N,reggel,ашара
549,Morgen::N,reggel,ашьыбжь
550,Mittag::N,dél,шьыбжьон
551,Abend::N,este,ахəылҧаз
552,Abend::N,este,ахəлбыҽха
553,Nacht::N,éj,аҵх
554,Nacht::N,éjszaka,аҵх
555,Woche::N,hét,амчыбжь
556,Monat::N,hó,
557,Monat::N,hónap,
558,Jahr::N,év,
559,Frühling::N,tavasz,ааҕын
560,Sommer::N,nyár,аҧхын
561,Herbst::N,ősz,ҭагалан
562,Herbst::N,ősz,хкаарачан
563,Winter::N,tél,аӡын
564,Januar::N,január,ианвар
565,Februar::N,február,февраль
566,März::N,március,март
567,April::N,április,апрель
568,Mai::N,május,маи
569,Juni::N,június,иуун
570,Juli::N,július,иууль
571,August::N,augusztus,август
572,September::N,szeptember,сентиабр
573,Oktober::N,október,октиабр
574,November::N,november,ноиабр
575,Dezember::N,december,декабр
576,Montag::N,hétfő,ашəахьа
577,Dienstag::N,kedd,аҩаша
578,Mittwoch::N,szerda,ахаша
579,Donnerstag::N,csütörtök,аҧшьаша
580,Freitag::N,péntek,ахəаша
581,Samstag::N,szombat,асабша
582,Sonntag::N,vasárnap,амҽыша
583,groß::A,nagy,аду
584,klein::A,pici,амаҷ
585,klein::A,kicsi,амаҷ
586,lang::A,hosszú,ахəхəа
587,kurz::A,rövid,акьаҿ
588,breit::A,széles,аиужь
589,breit::A,széles,аиҵых
590,schmal::A,keskeny,аҭшəа
591,dicht::A,sűrű,аилач
592,dick[Gegenstand]::A,vastag,ажəпа
593,dünn::A,vékony,
594,fein::A,vékony,апа
595,fein::A,vékony,аҵаӷа
596,fein::A,vékony,аӡа
597,fest::A,szilárd,аҟаца
598,fest::A,szilárd,аӷəӷəаҟаца
599,flach::A,sík,ақəаҟьа
600,flach::A,sík,аҧаҟьа
601,flach::A,lapos,ақəаҟьа
602,flach::A,lapos,аҧаҟьа
603,glatt::A,sima,аимаҩзы
604,hart::A,kemény,акьакьа
605,weich::A,puha,атата
606,rund::A,kerek,акəмпыл
607,spitz::A,hegyes,аҵар
608,scharf::A,éles,аҵар
609,stumpf::A,tompa,ацагə
610,stumpf::A,életlen,ацагə
611,schwer::A,nehéz,ахьанҭа
612,schwer::A,súlyos,ахьанҭа
613,schön::A,szép,аҧшӡа
614,heiß::A,forró,ашы
615,warm::A,meleg,аҧха
616,kalt::A,hideg,ахьшəашəа
617,kühl::A,hűs,ахьшəашəа
618,kühl::A,hűs,ицәыхьшәашәоу
619,kühl::A,hűvös,ахьшəашəа
620,kühl::A,hűvös,ицәыхьшәашәоу
621,frisch::A,üde,цқьа
622,frisch::A,friss,цқьа
623,feucht::A,nedves,ацəаак
624,nass::A,vizes,абааӡа
625,trocken::A,száraz,Аба
626,trocken::A,száraz,аҩа
627,voll::A,telt,азна
628,leer::A,üres,аҭацəы
629,offen::A,nyílt,аарта
630,offen::A,nyitott,аарта
631,geschlossen::A,zárt,ихҩоу
632,geschlossen::A,zárt,иаркыу
633,geschlossen::A,csukott,ихҩоу
634,geschlossen::A,csukott,иаркыу
635,sauber::A,tiszta,ацқьа
636,schmutzig::A,piszkos,аҟьашь
637,schmutzig::A,szennyes,аҟьашь
638,roh::A,nyers,
639,reif::A,érett,Арҭ
640,reif::A,érett,аҟала
641,reif::A,érett,иҟалахьоу
642,lecker::A,finom,ахаа
643,süß::A,édes,азла
644,bitter::A,keserű,аша
645,sauer::A,savanyú,аҵəҵəы
646,hell::A,világos,алаша
647,dunkel::A,sötét,алашьца
648,schwarz::A,fekete,аиқуаҵәа
649,weiß::A,fehér,ашкəакəа
650,rot::A,vörös,аҟаҧшь
651,gelb::A,sárga,аҩеижь
652,blau::A,kék,аҽҵәа
653,grün::A,zöld,ашьацҧшҭəала
654,grün::A,zöld,аеҵəа
655,grau::A,ősz,ацəыш
656,grau::A,szürke,ацəыш
657,bunt::A,tarka,Аилыҕраа
658,bunt::A,tarka,аҕраҷкəын
659,bunt::A,színes,Аилыҕраа
660,bunt::A,színes,аҕраҷкəын
661,billig::A,olcsó,амариа
662,teuer::A,drága,амҩан
663,wertvoll::A,értékes,кыр иаҕсоу
664,wertvoll::A,értékes,акыр иаҕсоу
665,blind::A,vak,алашə
666,taub::A,süket,адагəа
667,kräftig::A,erős,аӷəӷəа
668,stark::A,erős,абаҟа
669,schwach::A,gyenge,акəада
670,schwach::A,erőtlen,акəада
671,fett::A,hájas,аҧсыла
672,schlank::A,karcsú,акала
673,schlank::A,karcsú,акьалантар
674,schlank::A,karcsú,аиҿартə
675,hübsch::A,csinos,аҧшӡа
676,böse::A,rossz,абааҧсы
677,böse::A,gonosz,абааҧсы
678,dumm::A,buta,агаӡа
679,dumm::A,ostoba,агаӡа
680,faul::A,lusta,аашьа
681,fleißig::A,szorgalmas,иҟубҷоу
682,geizig::A,fukar,акы
683,geizig::A,fukar,акаҷбеи
684,geizig::A,fukar,аҟəџьыр
685,geizig::A,fösvény,акы
686,geizig::A,fösvény,акаҷбеи
687,geizig::A,fösvény,аҟəџьыр
688,klug::A,okos,аҟəыш
689,klug::A,okos,аҟəыӷа
690,klug::A,eszes,аҟəыш
691,klug::A,eszes,аҟəыӷа
692,geschickt::A,ügyes,напҟазала
693,lieb::A,drága,алашара
694,lieb::A,kedves,алашара
695,lustig::A,víg,алах-ҿых
696,lustig::A,víg,игурҕьаччо
697,lustig::A,víg,агурҕьа
698,lustig::A,víg,агурҿыхага
699,lustig::A,vidám,алах-ҿых
700,lustig::A,vidám,игурҕьаччо
701,lustig::A,vidám,агурҕьа
702,lustig::A,vidám,агурҿыхага
703,sanft::A,enyhe,атата
704,sanft::A,enyhe,аҟəымшəышə
705,sanft::A,enyhe,ақьыҧш
706,hungrig::A,éhes,амлашь
707,krank::A,beteg,ачымазаҩ
708,nackt::A,csupasz,аҟьантаз
709,nackt::A,meztelen,аҟьантаз
710,traurig::A,bús,алахьеиқəҵага
711,traurig::A,szomorú,алахьеиқəҵага
712,lebendig::A,élő,абза
713,gut::A,jó,абзиа
714,schlecht::A,rossz,-хəарҭам
715,richtig::A,helyes,иашоу
716,schlimm::A,rossz,абааҧсы
717,wahr::A,igaz,агəҭылса
718,wahr::A,igaz,абзиаҵəҟьа
719,alt::A,ó,Ажə
720,alt::A,régi,Ажə
721,neu::A,új,аҿыц
722,ehemalig::A,volt,анкьатәи
723,ehemalig::A,egykori,анкьатәи
724,alt[Lebewesen]::A,öreg,абырг
725,alt[Lebewesen]::A,öreg,ақабада
726,alt[Lebewesen]::A,öreg,Ажə
727,jung::A,fiatal,аҟата
728,arm::A,szegény,ананамга
729,reich::A,gazdag,абеиа
730,bekannt::A,ismert,адыр
731,bekannt::A,ismeretes,адыр
732,berühmt::A,híres,адыр
733,fremd::A,idegen,атəым
734,verschieden::A,különböző,Еиуа-еиҧшым
735,nah::A,közeli,ааигəа
736,fern::A,távoli,ахара
737,linker::A,bal,арма
738,rechter::A,jobb,арҕьа
739,anderer::A,más,даҽа
740,anderer::A,más,даҽакы
741,anderer::A,másik,даҽа
742,anderer::A,másik,даҽакы
743,erster::A,első,актәи
744,zweiter::A,második,аҩбатəи
745,dritter::A,harmadik,ахҕатәи
