,Concept_ID,ru,ml
184,Zwiebel::N,луковица,സവാള
185,Saat::N,семя,വിത്ത്
186,Korn::N,зерно,ധാന്യം
187,Heu::N,сено,വയ്ക്കോൽ
188,Schale::N,шелуха,തൊലി
189,Grube::N,яма,കുഴി
190,Falle::N,ловушка,കെണി
191,Schlinge::N,силок,കുടുക്ക്
192,Spur::N,след,ചുവട്
193,Asche::N,зола,ചാരം
194,Asche::N,пепел,ചാരം
195,Dreck::N,грязь,അഴുക്ക്
196,Eisen::N,железо,ഇരുമ്പ്
197,Gold::N,золото,സ്വർണ്ണം
198,Silber::N,серебро,വെള്ളി
199,Kohle::N,уголь,കൽക്കരി
200,Glas::N,стекло,ഗ്ലാസ്
201,Lehm::N,глина,കളിമണ്ണ്
202,Sand::N,песок,മണൽ
203,Mensch::N,человек,മനുഷ്യർ
204,Mann::N,мужчина,പുരുഷൻ
205,Frau::N,женщина,സ്ത്രീ
206,Kind::N,ребенок,കുഞ്ഞ്
207,Junge::N,мальчик,ആൺകുട്ടി
208,Mädchen::N,девочка,പെൺകുട്ടി
209,Familie::N,семья,കുടുംബം
210,Großvater::N,дедушка,അപ്പൂപ്പൻ
211,Großmutter::N,бабушка,അമ്മുമ്മ
212,Eltern::N,родители,മാതാപിതാക്കള്
213,Vater::N,отец,അച്ഛൻ
214,Mutter::N,мать,അമ്മ
215,Sohn::N,сын,മകൻ
216,Tochter::N,дочь,മകൾ
217,Bruder::N,брат,ചേട്ടൻ
218,Bruder::N,брат,അനിയൻ
219,Schwester::N,сестра,ചേച്ചി
220,Schwester::N,сестра,അനിയത്തി
221,Onkel::N,дядя,അമ്മാവൻ
222,Tante::N,тетя,മാമി
223,Ehemann::N,муж,ഭർത്താവ്
224,Ehefrau::N,жена,ഭാര്യ
225,Freude::N,радость,ആഹ്ലാദം
226,Gelächter::N,смех,ചിരിയുടെ ശബ്ദം
227,Glück::N,счастье,സന്തോഷം
228,Glück::N,счастье,സന്തുഷ്ടി
229,Kummer::N,горе,ശോകം
230,Wunsch::N,желание,ആഗ്രഹം
231,Lust::N,влечение,ആഗ്രഹം
232,Geist::N,дух,ചുറുചുറുക്ക്
233,Gedanke::N,мысль,ചിന്ത
234,Gedächtnis::N,память,ഓർമ്മശക്തി
235,Verstand::N,ум,മനസ്സ്
236,Sinn::N,смысл,അർത്ഥം
237,Grund::N,повод,കാരണം
238,Wahrheit::N,правда,സത്യം
239,Gespräch::N,беседа,സല്ലാപം
240,Märchen::N,сказка,യക്ഷിക്കഥ
241,Erzählung::N,рассказ,കഥ
242,Nachricht::N,сообщение,സന്ദേശം
243,Neuigkeit::N,новость,വാർത്ത
244,Name::N,имя,പേര്
245,Rätsel::N,загадка,പ്രഹേളിക
246,Rede::N,речь,സംസാരം
247,Sprache::N,язык,ഭാഷ
248,Stimme::N,голос,സ്വരം
249,Wort::N,слово,വാക്ക്
250,Zeichen::N,знак,സംജ്ഞ
251,Ruf::N,зов,വിളി
252,Lärm::N,шум,ആരവം
253,Laut::N,звук,ശബ്ദം
254,Ton::N,звучание,സ്വരഭേദം
255,Lied::N,песня,പാട്ട്
256,Ruhe::N,покой,നിശ്ചലത
257,Leute::N,люди,ജനങ്ങൾ
258,Volk::N,народ,രാഷ്ടം
259,Arbeit::N,работа,ജോലി
260,Gast::N,гость,അതിലി
261,Geschenk::N,подарок,സമ്മാനം
262,Spiel::N,игра,കളി
263,Gesellschaft::N,общество,കൂട്ടായ്മ
264,Hilfe::N,помощь,സഹായം
265,Freund::N,друг,സുഹൃത്ത്
266,Kamerad::N,приятель,കൂട്ടാളി
267,Angelegenheit::N,дело,കാര്യം
268,Anzahl::N,количество,എണ്ണം
269,Art::N,вид,തരം
270,Stück::N,кусок,കഷണം
271,Teil::N,часть,ഭാഗം
272,Hälfte::N,половина,പകുതി
273,Kreis::N,круг,വൃത്തം
274,Kreuz::N,крест,കുരിശടയാളം
275,Linie::N,линия,വര
276,Linie::N,линия,രേഖ
277,Strich::N,черта,പക്ഷാഘാതം
278,Abstand::N,промежуток,വിടവ്
279,Entfernung::N,расстояние,അകലം
280,Gegend::N,местность,പ്രദേശം
281,Platz::N,пространство,ഇടം
282,Ort::N,место,സ്ഥലം
283,Seite::N,сторона,വശം
284,Mitte::N,середина,മധ്യസ്ഥാനം
285,Gegenstand::N,предмет,സാധനം
286,Sache::N,вещь,വസ്തു
287,Rand::N,край,തൊങ്ങൽ
288,Kante::N,ребро,അറ്റം
289,Ecke::N,угол,മൂല
290,Spitze::N,кончик,അഗ്രം
291,Ende::N,конец,അവസാനം
292,Loch::N,дыра,ദ്വാരം
293,Winkel::N,угол,കോൺ
294,Muster::N,узор,ക്രമം
295,Größe::N,размер,വലുപ്പം
296,Länge::N,длина,നീളം
297,Höhe::N,высота,ഉയരം
298,Gewicht::N,вес,കട്ടി
299,Menge::N,количество,അളവ്
300,Haufen::N,куча,കൂമ്പാരം
301,Reihe::N,ряд,വരി
302,Boot::N,лодка,ബോട്ട്
303,Ruder::N,весло,പങ്കായം
304,Schlitten::N,сани,ഉരുളില്ലാവണ്ടി
305,Ski::N,лыжа,ഹിമപാദുകം
306,Lagerfeuer::N,костер,തീ
307,Last::N,тяжесть,ഭാരം
308,Gang::N,ход,നടത്തം
309,Schritt::N,шаг,ചുവട്
310,Norden::N,север,വടക്ക്
311,Süden::N,юг,തെക്ക്
312,Westen::N,запад,പടിഞ്ഞാറ്
313,Osten::N,восток,കിഴക്ക്
314,Holz::N,древесина,തടി
315,Brett::N,доска,ബോർഡ്
316,Platte::N,плита,തകിട്
317,Stütze::N,подпорка,താങ്ങ്
318,Stange::N,жердь,കമ്പ്
319,Stock::N,палка,വടി
320,Stab::N,шест,കുറുവടി
321,Rohr::N,труба,കുഴൽ
322,Haus::N,дом,വീട്
323,Heim::N,дом,വീട്
324,Ofen::N,печь,സ്റ്റൌ
325,Fußboden::N,пол,തറ
326,Tisch::N,стол,മേശ
327,Stuhl::N,стул,കസേര
328,Wiege::N,колыбель,തൊട്ടിൽ
329,Bett::N,постель,കിടക്ക
330,Regal::N,полка,ഷെൽഫ്
331,Kiste::N,ящик,പെട്ടി
332,Fenster::N,окно,ജനൽ
333,Tür::N,дверь,വാതിൽ
334,Tor::N,ворота,കവാടം
335,Zaun::N,забор,വേലി
336,Dach::N,крыша,മേൽക്കുര
337,Leiter::N,лестница,ഏണി
338,Besen::N,метла,ചൂല്
339,Spaten::N,лопата,തൂമ്പ
340,Schaufel::N,совок,തൂമ്പ
341,Gabel::N,вилка,മുൾക്കത്തി
342,Löffel::N,ложка,സ്പൂൺ
343,Messer::N,нож,കത്തി
344,Nagel::N,гвоздь,ആണി
345,Netz::N,сеть,വല
346,Haken::N,крюк,കൊളുത്ത്
347,Griff::N,ручка,കൈപ്പിടി
348,Schloss::N,замок,പൂട്ട്
349,Bild::N,картина,ചിത്രം
350,Figur::N,фигура,കണക്ക്
351,Puppe::N,кукла,പാവ
352,Beutel::N,мешок,ബാഗ്
353,Bündel::N,связка,കെട്ട്
354,Tasche::N,сумка,ബാഗ്
355,Eimer::N,ведро,ബക്കറ്റ്
356,Deckel::N,крышка,ഉറ
357,Geschirr::N,посуда,പിഞ്ഞാണം
358,Sack::N,мешок,ചാക്ക്
359,Tasse::N,чашка,കപ്പ്
360,Topf::N,кастрюля,പാത്രം
361,Kessel::N,котел,കെറ്റ്ല്
362,Essen::N,еда,ആഹാരസമയം
363,Nahrung::N,пища,ഭക്ഷണം
364,Speise::N,блюдо,ഡിഷ്
365,Speise::N,кушанье,ഡിഷ്
366,Fleisch::N,мясо,മാംസം
367,Getreide::N,хлеб,ചോളം
368,Brei::N,каша,കഞ്ഞി
369,Brot::N,хлеб,റോട്ടി
370,Scheibe::N,ломоть,തുണ്ട്
371,Fett::N,жир,കൊഴുപ്പ്
372,Butter::N,масло,വെണ്ണ
373,Öl::N,масло,എണ്ണ
374,Salz::N,соль,ഉപ്പ്
375,Suppe::N,суп,സൂപ്പ്
376,Honig::N,мед,തേൻ
377,Milch::N,молоко,പാൽ
378,Tee::N,чай,ചായ
379,Leder::N,кожа,തുകൽ
380,Wolle::N,шерсть,കമ്പിളി
381,Stoff::N,ткань,തുണി
382,Nadel::N,игла,സൂചി
383,Faden::N,нитка,നൂല്
384,Knopf::N,пуговица,ബട്ടൺ
385,Knoten::N,узел,കുരുക്ക്
386,Farbe::N,краска,പെയിൻറ്
387,Kleidung::N,одежда,വസ്ത്രങ്ങൾ
388,Hemd::N,рубашка,ഷർട്ട്
389,Kragen::N,воротник,കുപ്പായക്കഴുത്ത്
390,Ärmel::N,рукав,കുപ്പായക്കൈ
391,Hose::N,брюки,ട്രൌസർ
392,Gürtel::N,пояс,ബെൽറ്റ്
393,Mütze::N,шапка,തൊപ്പി
394,Schuh::N,ботинок,ഷൂ
395,Stiefel::N,сапог,ബൂട്ട്
396,Ring::N,кольцо,മോതിരം
397,Band::N,лента,റിബൺ
398,Kamm::N,расческа,ചീപ്പ്
399,Spiegel::N,зеркало,കണ്ണാടി
400,Riemen::N,ремень,സ്ട്രാപ്പ്
401,Schnur::N,веревка,ചരട്
402,Leine::N,поводок,കെട്ടാനുള്ള തോൽവാർ
403,Decke::N,одеяло,പുതപ്പ്
404,Kissen::N,подушка,തലയിണ
405,Tuch::N,платок,സ്കാർഫ്
406,Handtuch::N,полотенце,തോർത്ത്
407,Kraft::N,сила,ശക്തി
408,Stärke::N,крепость,ശക്തി
409,Gesundheit::N,здоровье,ആരോഗ്യം
410,Krankheit::N,болезнь,അസുഖം
411,Schmerz::N,боль,വേദന
412,Wunde::N,рана,മുറിവ്
413,Fieber::N,лихорадка,പനി
414,Fieber::N,температура,പനി
415,Arznei::N,лекарство,മരുന്ന്
416,Brücke::N,мост,പാലം
417,Brunnen::N,колодец,കിണർ
418,Weide::N,пастбище,മേച്ചൽ
419,Pfad::N,тропа,വഴി
420,Weg::N,путь,വഴി
421,Weg::N,дорога,വഴി
422,Straße::N,улица,റോഡ്
423,Straße::N,дорога,റോഡ്
424,Dorf::N,деревня,ഗ്രാമം
425,Stadt::N,город,നഗരം
426,Brief::N,письмо,കത്ത്
427,Buch::N,книга,പുസ്തകം
428,Buchstabe::N,буква,അക്ഷരം
429,Zeitung::N,газета,വർത്തമാനപത്രം
430,Leben::N,жизнь,ജീവൻ
431,Tod::N,смерть,മരണം
432,Grab::N,могила,ശവക്കുഴി
433,Kirche::N,церковь,പള്ളി
434,Sünde::N,грех,പാപം
435,Gott::N,бог,ദൈവം
436,Arbeiter::N,рабочий,ജോലിക്കാരൻ
437,Chef::N,начальник,മേധാവി
438,Meister::N,мастер,യജമാനൻ
439,Arzt::N,врач,ഡോക്ടർ
440,Lehrer::N,учитель,അധ്യാപകൻ
441,Geld::N,деньги,പണം
442,Geschäft::N,занятие,ബിസിനസ്
443,Laden::N,магазин,കട
444,Preis::N,цена,വില
445,Ware::N,товар,ചരക്ക്
446,Nutzen::N,выгода,ലാഭം
447,Reichtum::N,богатство,ധനം
448,Welt::N,мир,ലോകം
449,Land::N,страна,രാജ്യം
450,Staat::N,государство,രാജ്യം
451,König::N,король,രാജാവ്
452,Macht::N,власть,അധികാരം
453,Grenze::N,граница,അതിർത്തി
454,Krieg::N,война,യുദ്ധം
455,Feind::N,враг,ശത്രു
456,Gewalt::N,насилие,അക്രമം
457,Kampf::N,борьба,പോരാട്ടം
458,Bogen[Waffe]::N,лук,വില്ല്
459,Pfeil::N,стрела,അമ്പ്
460,Gewehr::N,ружье,തോക്ക്
461,Fehler::N,ошибка,പിശക്
462,Lüge::N,ложь,കള്ളം
463,Schaden::N,вред,കേടുപാട്
464,Unglück::N,беда,ദൌർഭാഗ്യം
465,Schuld::N,вина,തെറ്റ്
466,Alter::N,возраст,വയസ്സ്
467,Schluss::N,окончание,നിഗമനം
468,Zeit::N,время,സമയം
469,Tag::N,день,ദിവസം
470,Morgen::N,утро,പ്രഭാതം
471,Mittag::N,полдень,ഉച്ച
472,Abend::N,вечер,സായാഹ്നം
473,Nacht::N,ночь,രാത്രി
474,Woche::N,неделя,ആഴ്ച
475,Monat::N,месяц,മാസം
476,Jahr::N,год,വർഷം
477,Frühling::N,весна,വസന്തം
478,Sommer::N,лето,വേനൽ
479,Herbst::N,осень,ശരത്കാലം
480,Winter::N,зима,ശൈത്യം
481,Januar::N,январь,ജനുവരി
482,Februar::N,февраль,ഫെബ്രുവരി
483,März::N,март,മാർച്ച്
484,April::N,апрель,ഏപ്രിൾ മാസം
485,Mai::N,май,മെയ് മാസം
486,Juni::N,июнь,ജൂൺ
487,Juli::N,июль,ജൂലൈ
488,August::N,август,ആഗസ്റ്റ്
489,September::N,сентябрь,സെപ്തംബർ
490,Oktober::N,октябрь,ഒക്ടോബർ
491,November::N,ноябрь,നവംബർ
492,Dezember::N,декабрь,ഡിസംബർ
493,Montag::N,понедельник,തിങ്കളാഴ്ച
494,Dienstag::N,вторник,ചൊവ്വ
495,Mittwoch::N,среда,ബുധനാഴ്ച
496,Donnerstag::N,четверг,വ്യാഴാഴ്ച
497,Freitag::N,пятница,വെള്ളിയാഴ്ച
498,Samstag::N,суббота,ശനിയാഴ്ച
499,Sonntag::N,воскресенье,ഞായറാഴ്ച
500,groß::A,большой,വലിയ
501,klein::A,маленький,ചെറിയ
502,lang::A,длинный,നീണ്ട
503,kurz::A,короткий,ഹ്രസ്വമായ
504,breit::A,широкий,വിശാലമായ
505,schmal::A,узкий,ഇടുങ്ങിയ
506,dicht::A,густой,നിബിഡമായ
507,dick[Gegenstand]::A,толстый,തടിച്ച
508,dünn::A,тонкий,മെലിഞ്ഞ
509,fein::A,тонкий,നേർത്ത
510,fest::A,крепкий,ഉറപ്പുള്ള
511,flach::A,плоский,പരന്ന
512,glatt::A,гладкий,മിനുസമുള്ള
513,hart::A,твердый,കട്ടിയുള്ള
514,weich::A,мягкий,മൃദുവായ
515,rund::A,круглый,വട്ടത്തിലുള്ള
516,spitz::A,остроконечный,മുനയുള്ള
517,scharf::A,острый,മൂർച്ചയുള്ള
518,stumpf::A,тупой,തുറന്നടിക്കുന്ന
519,schwer::A,тяжелый,ഭാരമുള്ള
520,schön::A,красивый,മനോഹരമായ
521,heiß::A,жаркий,ചൂടുള്ള
522,warm::A,теплый,ചൂടുള്ള
523,kalt::A,холодный,തണുത്ത
524,kühl::A,прохладный,തണുപ്പുള്ള
525,frisch::A,свежий,ശുദ്ധമായ
526,feucht::A,влажный,ഈറനുള്ള
527,nass::A,мокрый,നനഞ്ഞ
528,trocken::A,сухой,വരണ്ട
529,voll::A,полный,നിറയെ
530,voll::A,наполненный,നിറയെ
531,leer::A,пустой,ഒഴിഞ്ഞ
532,offen::A,открытый,തുറന്ന
533,geschlossen::A,закрытый,അടച്ച
534,sauber::A,чистый,വൃത്തിയുള്ള
535,schmutzig::A,грязный,അഴുക്കുനിറഞ്ഞ
536,roh::A,сырой,അസംസ്കൃതമായ
537,reif::A,зрелый,പഴുത്ത
538,lecker::A,вкусный,രുചികരമായ
539,süß::A,сладкий,മധുരമുള്ള
540,bitter::A,горький,കടുത്ത
541,sauer::A,кислый,പുളിപ്പുള്ള
542,hell::A,светлый,ജ്വലിക്കുന്ന
543,dunkel::A,темный,ഇരുണ്ട
544,schwarz::A,черный,കറുത്ത
545,weiß::A,белый,വെളുത്ത
546,rot::A,красный,ചുവന്ന
547,gelb::A,желтый,മഞ്ഞനിറമായ
548,blau::A,синий,നീലനിറമുള്ള
549,grün::A,зеленый,പച്ചനിറമുള്ള
550,grau::A,серый,ചാരനിറത്തിലുള്ള
551,bunt::A,пестрый,വർണ്ണശബളമായ
552,billig::A,дешевый,വിലകുറഞ്ഞ
553,teuer::A,дорогой,ചെലവേറിയ
554,wertvoll::A,ценный,വിലപിടിപ്പുള്ള
555,blind::A,слепой,അന്ധനായ
556,taub::A,глухой,കേൾവിക്കുറവുള്ള
557,kräftig::A,могучий,ശക്തിയുള്ള
558,stark::A,сильный,ബലമുള്ള
559,schwach::A,слабый,ക്ഷീണിച്ച
560,fett::A,жирный,കൊഴുപ്പുള്ള
561,schlank::A,стройный,മെലിഞ്ഞ
562,hübsch::A,прелестный,മനോഹരമായ
563,böse::A,злой,പാപിയായ
564,dumm::A,глупый,വിവരംകെട്ട
565,faul::A,ленивый,അലസനായ
566,fleißig::A,прилежный,അദ്ധ്വാനശീലമുള്ള
567,geizig::A,жадный,പിശുക്കനായ
568,klug::A,умный,ബുദ്ധിസാമർഥ്യമുള്ള
569,geschickt::A,искусный,പ്രതിഭാശാലി
570,lieb::A,милый,പ്രിയപ്പെട്ട
571,lustig::A,веселый,ആനന്ദകരമായ
572,sanft::A,нежный,സൌമ്യമായ
573,hungrig::A,голодный,വിശപ്പുള്ള
574,krank::A,больной,അസുഖമുള്ള
575,nackt::A,голый,നഡമായ
576,traurig::A,грустный,വിഷമമുള്ള
577,lebendig::A,живой,ഉപജീവനം
578,gut::A,хороший,നല്ല
579,schlecht::A,плохой,മോശമായ
580,richtig::A,правильный,ശരിയായ
581,schlimm::A,отвратительный,വൃത്തികെട്ട
582,schlimm::A,мерзкий,വൃത്തികെട്ട
583,wahr::A,настоящий,ശരിയായ
584,alt::A,старый,പഴയ
585,neu::A,новый,പുതിയ
586,ehemalig::A,бывший,മുൻ
587,alt[Lebewesen]::A,пожилой,വയസ്സുള്ള
588,jung::A,молодой,കൌമാരമായ
589,arm::A,бедный,പാവപ്പെട്ട
590,reich::A,богатый,സമ്പന്നമായ
591,bekannt::A,знакомый,പരിചിതമായ
592,berühmt::A,знаменитый,പ്രശസ്തനായ
593,fremd::A,чужой,വൈദേശികമായ
594,verschieden::A,разный,വ്യത്യസ്തമായ
595,nah::A,близкий,അരികത്തുള്ള
596,fern::A,далекий,അകലെയുള്ള
597,linker::A,левый,അവശേഷിച്ച
598,rechter::A,правый,വലത്തേ
599,anderer::A,другой,മറ്റുള്ള
600,erster::A,первый,ആദ്യത്തെ
601,zweiter::A,второй,രണ്ടാം
602,dritter::A,третий,മൂന്നാമത്
603,letzter::A,последний,അവസാനത്തെ
604,allein::ADV,один,തനിച്ചുള്ള
605,auf einmal::ADV,сразу,ഉടന്
606,zusammen::ADV,вместе,ഒരുമിച്ച
607,lange::ADV,долго,നീണ്ട_കാലത്തേയ്ക്ക്
608,plötzlich::ADV,вдруг,പെട്ടെന്ന്
609,sofort::ADV,тотчас,തത്ക്ഷണം
610,später::ADV,позже,പിന്നീട്
611,jetzt::ADV,сейчас,ഇപ്പോൾ
612,heute::ADV,сегодня,ഇന്ന്
613,morgen::ADV,завтра,നാളെ
614,bald::ADV,скоро,ഉടനെ
615,dann::ADV,потом,അപ്പോൾ
616,gestern::ADV,вчера,ഇന്നലെ
617,einst::ADV,однажды,പണ്ടൊരിക്കല്
618,damals::ADV,тогда,അപ്പോൾ
619,danach::ADV,затем,പിന്നീട്
620,vorher::ADV,раньше,മുൻപ്
621,zuerst::ADV,сперва,ആദ്യം
622,einmal::ADV,раз,ഒരിക്കൽ
623,manchmal::ADV,иногда,ചിലപ്പോൾ
624,oft::ADV,часто,പലപ്പോഴും
625,immer::ADV,всегда,എപ്പോഴും
626,niemals::ADV,никогда,ഒരിക്കലും
627,hier::ADV,здесь,ഇവിടെ
628,hierhin::ADV,сюда,ഇവിടേക്ക്
629,von hier::ADV,отсюда,ഇവിടെനിന്ന്
630,dort::ADV,там,അവിടെ
631,dorthin::ADV,туда,അവിടേക്ക്
632,geradeaus::ADV,прямо,മുമ്പിൽ
633,geradeaus::ADV,прямо,മുമന്നോട്ട്
634,vorwärts::ADV,вперед,മുന്നോട്ട്
635,rückwärts::ADV,назад,തലതിരിച്ച്
636,zurück::ADV,обратно,പുറകിലേക്ക്
637,unten::ADV,внизу,താഴെ
638,hinab::ADV,вниз,താഴേക്ക്
639,oben::ADV,наверху,മുകളിൽ
640,hinauf::ADV,вверх,മുകളിൽ
641,überall::ADV,везде,എല്ലായിടത്തും
642,nicht::ADV,не,ഇല്ല
643,ein wenig::ADV,немного,കുറച്ച്
644,kaum::ADV,едва,കഷ്ടിച്ച്
645,sehr::ADV,очень,വളരെ
646,so::ADV,так,അങ്ങനെ
