,Concept_ID,udm,fi
158,Feder::N,тылы,sulka
159,Feder::N,тылы,höyhen
160,Fell::N,ку,talja
161,Flügel::N,бурд,siipi
162,Klaue::N,гижы,kynsi
163,Kralle::N,пыд,kynsi
164,Schwanz::N,быж,häntä
165,Schwanz::N,быж,pyrstö
166,Ei::N,пуз,muna
167,Ei::N,кукей,muna
168,Nest::N,кар,pesä
169,Nest::N,пузкар,pesä
170,Bau::N,кар,pesä
171,Bau::N,гу,pesä
172,Tier::N,пӧйшур,eläin
173,Herde::N,уллё,lauma
174,Kuh::N,скал,lehmä
175,Bulle::N,ош,sonni
176,Bulle::N,пороз,sonni
177,Pferd::N,вал,hevonen
178,Schaf::N,ыж,lammas
179,Schwein::N,парсь,sika
180,Hund::N,пуны,koira
181,Katze::N,коӵыш,kissa
182,Bär::N,гондыр,karhu
183,Eichhörnchen::N,коньы,orava
184,Elch::N,койык,hirvi
185,Fuchs::N,ӟичы,kettu
186,Hase::N,кеч,jänis
187,Maus::N,шыр,hiiri
188,Wolf::N,кион,susi
189,Vogel::N,тылобурдо,lintu
190,Schwarm::N,уллё,parvi
191,Huhn::N,курег,kana
192,Hahn::N,атас,kukko
193,Gans::N,ӟазег,hanhi
194,Adler::N,ӧрзи,kotka
195,Ente::N,ӵӧж,ankka
196,Eule::N,кучыран,pöllö
197,Kranich::N,тури,kurki
198,Krähe::N,куака,varis
199,Kuckuck::N,кикы,käki
200,Schwan::N,юсь,joutsen
201,Fisch::N,чорыг,kala
202,Barsch::N,юш,ahven
203,Hecht::N,чипей,hauki
204,Schlange[Tier]::N,кый,käärme
205,Wurm::N,нумыр,mato
206,Spinne::N,чонари,hämähäkki
207,Ameise::N,кузьыли,muurahainen
208,Laus::N,тэй,täi
209,Mücke::N,нымы,sääski
210,Mücke::N,нымы,hyttynen
211,Mücke::N,чибинь,sääski
212,Mücke::N,чибинь,hyttynen
213,Fliege::N,кут,kärpänen
214,Schmetterling::N,бубыли,perhonen
215,Beere::N,узы-боры,marja
216,Apfel::N,яблок,omena
217,Pilz::N,губи,sieni
218,Zwiebel::N,сугон,sipuli
219,Saat::N,кидыс,siemenet
220,Korn::N,тысь,jyvä
221,Korn::N,тысь,vilja
222,Heu::N,турын,heinä
223,Schale::N,кыд,kuori
224,Grube::N,гу,kuoppa
225,Grube::N,гоп,kuoppa
226,Falle::N,налик,loukku
227,Schlinge::N,гиӟ,ansa
228,Schlinge::N,герд,ansa
229,Spur::N,пытьы,jälki
230,Spur::N,бервыл,jälki
231,Asche::N,пень,tuhka
232,Dreck::N,дэри,lika
233,Eisen::N,корт,rauta
234,Gold::N,зарни,kulta
235,Silber::N,азвесь,hopea
236,Kohle::N,эгыр,hiili
237,Glas::N,стекло,lasi
238,Glas::N,пияла,lasi
239,Lehm::N,сюй,savi
240,Sand::N,луо,hiekka
241,Mensch::N,мурт,ihminen
242,Mensch::N,адями,ihminen
243,Mann::N,воргорон,mies
244,Frau::N,кышномурт,nainen
245,Kind::N,нуны,lapsi
246,Kind::N,пинал,lapsi
247,Junge::N,пи,poika
248,Mädchen::N,ныл,tyttö
249,Familie::N,семья,perhe
250,Großvater::N,песятай,isoisä
251,Großvater::N,пересь атай,isoisä
252,Großmutter::N,песянай,isoäiti
253,Großmutter::N,пересь анай,isoäiti
254,Eltern::N,атай-анай,vanhemmat
255,Eltern::N,бубы-мумы,vanhemmat
256,Vater::N,айы,isä
257,Vater::N,атай,isä
258,Mutter::N,мумы,äiti
259,Sohn::N,пи,poika
260,Tochter::N,ныл,tytär
261,Bruder::N,агай,veli
262,Schwester::N,апа,sisko
263,Schwester::N,сузэр,sisko
264,Onkel::N,агай,eno
265,Onkel::N,агай,setä
266,Tante::N,апа,täti
267,Tante::N,кенак,täti
268,Ehemann::N,карт,mies
269,Ehemann::N,карт,aviomies
270,Ehefrau::N,кышно,vaimo
271,Ehefrau::N,кышно,aviovaimo
272,Freude::N,шумпотон,ilo
273,Freude::N,шумпотон,riemu
274,Gelächter::N,горем,nauru
275,Glück::N,шуд,onni
276,Kummer::N,кайгу,suru
277,Kummer::N,кайгу,murhe
278,Kummer::N,куректон,suru
279,Kummer::N,куректон,murhe
280,Wunsch::N,мылпотон,toive
281,Wunsch::N,мылпотон,toivomus
282,Lust::N,потон,himo
283,Geist::N,лул,henki
284,Gedanke::N,малпан,aate
285,Gedanke::N,малпан,ajatus
286,Gedächtnis::N,йырсазь,muisti
287,Gedächtnis::N,тодэваён,muisti
288,Verstand::N,йырвизь,äly
289,Verstand::N,йырвизь,järki
290,Verstand::N,йырвизь,ymmärrys
291,Sinn::N,смысл,merkitys
292,Grund::N,муг,syy
293,Grund::N,муг,peruste
294,Grund::N,ньӧм,syy
295,Grund::N,ньӧм,peruste
296,Wahrheit::N,зэм,tosi
297,Wahrheit::N,зэм,totuus
298,Wahrheit::N,шонер,tosi
299,Wahrheit::N,шонер,totuus
300,Gespräch::N,вераськон,puhelu
301,Gespräch::N,вераськон,keskustelu
302,Märchen::N,выжыкыл,satu
303,Erzählung::N,верос,tarina
304,Erzählung::N,верос,kertomus
305,Nachricht::N,ивор,tieto
306,Nachricht::N,ивор,ilmoitus
307,Neuigkeit::N,выльивор,uutinen
308,Name::N,ним,nimi
309,Rätsel::N,мадькыл,arvoitus
310,Rede::N,верам,puhe
311,Sprache::N,кыл,kieli
312,Stimme::N,куара,ääni
313,Wort::N,кыл,sana
314,Zeichen::N,пус,merkki
315,Zeichen::N,тодмет,merkki
316,Ruf::N,ӧтён,kutsu
317,Ruf::N,чортон,kutsu
318,Lärm::N,ӵашетон,melu
319,Lärm::N,ӵашетон,hälinä
320,Laut::N,куара,ääni
321,Ton::N,куара,sävel
322,Lied::N,кырӟан,laulu
323,Ruhe::N,чалмыт улон,lepo
324,Ruhe::N,чалмыт улон,rauha
325,Leute::N,адямиос,väki
326,Leute::N,адямиос,ihmiset
327,Volk::N,калык,kansa
328,Arbeit::N,уж,työ
329,Gast::N,куно,vieras
330,Geschenk::N,салам,lahja
331,Geschenk::N,кузьым,lahja
332,Spiel::N,шудон,peli
333,Spiel::N,шудон,leikki
334,Gesellschaft::N,калык,seura
335,Hilfe::N,юрттон,apu
336,Freund::N,эш,ystävä
337,Freund::N,юлтош,ystävä
338,Kamerad::N,тодмо,toveri
339,Angelegenheit::N,уж,asia
340,Anzahl::N,лыд,lukumäärä
341,Art::N,тус,laji
342,Stück::N,юдэс,pala
343,Stück::N,юдэс,kappale
344,Teil::N,люкет,osa
345,Hälfte::N,ӝыны,puoli
346,Kreis::N,котырес,ympyrä
347,Kreuz::N,крест,risti
348,Linie::N,гож,viiva
349,Strich::N,гож,piirto
350,Abstand::N,вис,väli
351,Abstand::N,вис,väljyys
352,Abstand::N,кусып,väli
353,Abstand::N,кусып,väljyys
354,Entfernung::N,кусып,etäisyys
355,Gegend::N,инты,seutu
356,Platz::N,инты,tila
357,Ort::N,инты,kohta
358,Ort::N,инты,paikka
359,Ort::N,места,kohta
360,Ort::N,места,paikka
361,Seite::N,пал,sivu
362,Seite::N,пал,kylki
363,Mitte::N,шор,keskus
364,Mitte::N,шор,puoliväli
365,Gegenstand::N,арбери,kalu
366,Gegenstand::N,арбери,esine
367,Sache::N,котыр,asia
368,Rand::N,дур,ääri
369,Rand::N,дур,syrjä
370,Rand::N,шаер,ääri
371,Rand::N,шаер,syrjä
372,Kante::N,дур,särmä
373,Ecke::N,сэрег,nurkka
374,Spitze::N,йыл,terä
375,Spitze::N,йыл,kärki
376,Ende::N,пум,pää
377,Ende::N,пум,perä
378,Loch::N,пась,kolo
379,Loch::N,пась,reikä
380,Winkel::N,сэрег,kulma
381,Muster::N,пужы,kuvio
382,Größe::N,быдӟала,koko
383,Größe::N,быдӟала,suuruus
384,Länge::N,кузьдала,pituus
385,Höhe::N,ӝуждала,korkeus
386,Gewicht::N,сектала,paino
387,Gewicht::N,секытлык,paino
388,Menge::N,лыд,määrä
389,Menge::N,лыдпус,määrä
390,Haufen::N,люк,kasa
391,Reihe::N,чур,rivi
392,Boot::N,пыж,vene
393,Boot::N,лодка,vene
394,Ruder::N,полыс,airo
395,Schlitten::N,додьы,reki
396,Schlitten::N,додьы,kelkka
397,Ski::N,куас,suksi
398,Lagerfeuer::N,тылскем,nuotio
399,Last::N,секыт,kuorma
400,Gang::N,ветлон,kulku
401,Gang::N,ветлон,käynti
402,Schritt::N,вамыш,askel
403,Norden::N,уйпал,pohjoinen
404,Süden::N,лымшор,etelä
405,Westen::N,шунды пуксён,länsi
406,Osten::N,шунды ӝужан,itä
407,Holz::N,пу,puu
408,Brett::N,пул,lauta
409,Platte::N,плита,levy
410,Stütze::N,пыкет,noja
411,Stange::N,пуӵ,tanko
412,Stock::N,боды,keppi
413,Stab::N,пуӵ,sauva
414,Stab::N,пуӵ,seiväs
415,Stab::N,боды,sauva
416,Stab::N,боды,seiväs
417,Rohr::N,труба,putki
418,Haus::N,юрт,talo
419,Heim::N,корка,koti
420,Ofen::N,гур,uuni
421,Fußboden::N,выж,lattia
422,Tisch::N,ӝӧк,pöytä
423,Stuhl::N,пукон,tuoli
424,Wiege::N,кӧкы,kehto
425,Wiege::N,зыбка,kehto
426,Bett::N,валес,sänky
427,Regal::N,ӝажы,hylly
428,Kiste::N,ящик,arkku
429,Kiste::N,ящик,kirstu
430,Kiste::N,ящик,laatikko
431,Fenster::N,укно,ikkuna
432,Fenster::N,косяк,ikkuna
433,Tür::N,ӧс,ovi
434,Tor::N,ӟезьы,portti
435,Zaun::N,забор,aita
436,Dach::N,липет,katto
437,Leiter::N,падӟа,tikkaat
438,Leiter::N,падӟа,tikapuut
439,Besen::N,ӵужон,luuta
440,Besen::N,исьнер,luuta
441,Spaten::N,лопатка,lapio
442,Schaufel::N,ютырон,lapio
443,Gabel::N,тэчы,haarukka
444,Gabel::N,вилка,haarukka
445,Löffel::N,пуньы,lusikka
446,Messer::N,пурт,veitsi
447,Nagel::N,кортӵог,naula
448,Netz::N,сеть,verkko
449,Haken::N,курик,haka
450,Haken::N,курик,koukku
451,Griff::N,ныд,ripa
452,Griff::N,ныд,kahva
453,Schloss::N,тунгон,lukko
454,Bild::N,суред,kuva
455,Figur::N,фигура,kuvio
456,Puppe::N,мунё,nukke
457,Beutel::N,пуйы,pussi
458,Bündel::N,керттэт,nippu
459,Bündel::N,керттэт,kimppu
460,Tasche::N,пуйы,laukku
461,Tasche::N,сумка,laukku
462,Eimer::N,ведра,sanko
463,Eimer::N,ведра,ämpäri
464,Deckel::N,ӵоксэт,kansi
465,Geschirr::N,тусьты-пуньы,astia
466,Sack::N,пуйы,säkki
467,Tasse::N,ӵаша,kuppi
468,Topf::N,миска,pata
469,Kessel::N,пурты,kattila
470,Essen::N,сиськон,syönti
471,Nahrung::N,сион,ruoka
472,Nahrung::N,сион,ravinto
473,Speise::N,сиён,ruoka
474,Fleisch::N,сӥль,liha
475,Getreide::N,ю тысь,vilja
476,Brei::N,ӝук,puuro
477,Brot::N,нянь,leipä
478,Scheibe::N,шорем,viipale
479,Fett::N,кӧй,rasva
480,Butter::N,вӧй,voi
481,Öl::N,вӧй,öljy
482,Salz::N,сылал,suola
483,Suppe::N,шыд,keitto
484,Honig::N,чечы,hunaja
485,Milch::N,йӧл,maito
486,Tee::N,чай,tee
487,Leder::N,сурон,nahka
488,Wolle::N,гон,villa
489,Wolle::N,ыжгон,villa
490,Stoff::N,куэм,kangas
491,Nadel::N,вень,neula
492,Faden::N,сӥньыс,lanka
493,Knopf::N,бирды,nappi
494,Knoten::N,герд,solmu
495,Farbe::N,буёл,maali
496,Kleidung::N,дӥсь,vaatteet
497,Hemd::N,дэрем,paita
498,Kragen::N,сирес,kaulus
499,Ärmel::N,саес,hiha
500,Hose::N,брюки,housut
501,Hose::N,штань,housut
502,Gürtel::N,кускерттон,vyö
503,Mütze::N,ызьы,lakki
504,Schuh::N,ботинка,kenkä
505,Stiefel::N,сапег,saapas
506,Ring::N,зундэс,sormus
507,Band::N,лента,nauha
508,Kamm::N,сын,kampa
509,Spiegel::N,синучкон,peili
510,Riemen::N,е,hihna
511,Schnur::N,гозы,naru
512,Schnur::N,гозы,nuora
513,Leine::N,думет,talutushihna
514,Decke::N,шобрет,peite
515,Kissen::N,миндэр,tyyny
516,Kissen::N,миндэр,pielus
517,Tuch::N,кышет,huivi
518,Handtuch::N,ӵушкон,pyyheliina
519,Kraft::N,кать,väki
520,Kraft::N,кать,voima
521,Kraft::N,ӟигар,väki
522,Kraft::N,ӟигар,voima
523,Stärke::N,юнлык,vahvuus
524,Gesundheit::N,тазалык,terveys
525,Krankheit::N,висён,tauti
526,Krankheit::N,висён,sairaus
527,Schmerz::N,висён,kipu
528,Schmerz::N,висён,särky
529,Wunde::N,яра,haava
530,Fieber::N,кезег,kuume
531,Arznei::N,эмъюм,lääke
532,Brücke::N,выж,silta
533,Brunnen::N,колдэч,kaivo
534,Weide::N,возь,laidun
535,Pfad::N,сюрес,polku
536,Weg::N,сюрес,tie
537,Straße::N,сюрес,katu
538,Dorf::N,гурт,kylä
539,Stadt::N,кар,kaupunki
540,Stadt::N,город,kaupunki
541,Brief::N,гожтэт,kirje
542,Buch::N,книга,kirja
543,Buchstabe::N,буква,kirjain
544,Zeitung::N,газет,lehti
545,Zeitung::N,газет,sanomalehti
546,Leben::N,улон,elo
547,Leben::N,улон,elämä
548,Tod::N,кулон,kuolema
549,Grab::N,шайгу,hauta
550,Kirche::N,черк,kirkko
551,Sünde::N,сьӧлык,synti
552,Gott::N,ӥнмар,jumala
553,Arbeiter::N,рабочий,työläinen
554,Chef::N,начальник,päällikkö
555,Meister::N,кибашлы,mestari
556,Arzt::N,врач,lääkäri
557,Lehrer::N,дышетӥсь,opettaja
558,Geld::N,уксё,raha
559,Geld::N,коньдон,raha
560,Geschäft::N,уж,liike
561,Laden::N,магазин,puoti
562,Laden::N,магазин,kauppa
563,Preis::N,дун,hinta
564,Ware::N,вуз,tavara
565,Nutzen::N,пайда,hyöty
566,Reichtum::N,узырлык,rikkaus
567,Welt::N,дунне,maailma
568,Land::N,шаер,maa
569,Staat::N,кун,valtio
570,König::N,эксэй,kuningas
571,Macht::N,власть,mahti
572,Grenze::N,кунгож,raja
573,Krieg::N,ож,sota
574,Feind::N,тушмон,vihollinen
575,Gewalt::N,эриктэман,väkivalta
576,Kampf::N,нюръяськон,taistelu
577,Bogen[Waffe]::N,пукыӵ,jousi
578,Pfeil::N,пукыӵ вень,nuoli
579,Gewehr::N,пыӵал,kivääri
580,Fehler::N,янгыш,vika
581,Fehler::N,янгыш,virhe
582,Lüge::N,пӧян,valhe
583,Lüge::N,алдан,valhe
584,Lüge::N,ӧрекчан,valhe
585,Schaden::N,изъян,vaurio
586,Schaden::N,изъян,vahinko
587,Unglück::N,куректон,vahinko
588,Unglück::N,куректон,onnettomuus
589,Unglück::N,шудтэме усён,vahinko
590,Unglück::N,шудтэме усён,onnettomuus
591,Schuld::N,янгыш,syy
592,Alter::N,арлыд,ikä
593,Schluss::N,пум,loppu
594,Zeit::N,дыр,aika
595,Tag::N,нунал,päivä
596,Morgen::N,ӵукна,aamu
597,Morgen::N,ӵукна,huomen
598,Mittag::N,лымшор,keskipäivä
599,Abend::N,ӝыт,ilta
600,Abend::N,акшан,ilta
601,Nacht::N,уй,yö
602,Woche::N,арня,viikko
603,Monat::N,толэзь,kuukausi
604,Jahr::N,ар,vuosi
605,Frühling::N,тулыс,kevät
606,Sommer::N,гужем,kesä
607,Herbst::N,сӥзьыл,syksy
608,Winter::N,тол,talvi
609,Januar::N,выльартолэзь,tammikuu
610,Februar::N,тулыспал,helmikuu
611,März::N,южтолэзь,maaliskuu
612,April::N,оштолэзь,huhtikuu
613,Mai::N,куартолэзь,toukokuu
614,Juni::N,вожотолэзь,kesäkuu
615,Juli::N,пӧсьтолэзь,heinäkuu
616,August::N,гудырикошкон,elokuu
617,September::N,куарусён,syyskuu
618,Oktober::N,выльӝуктолэзь,lokakuu
619,November::N,шуркынмон,marraskuu
620,Dezember::N,толсур,joulukuu
621,Montag::N,вордӥськон,maanantai
622,Dienstag::N,вторник,tiistai
623,Mittwoch::N,вирнунал,keskiviikko
624,Donnerstag::N,покчиарня,torstai
625,Freitag::N,удмуртарня,perjantai
626,Samstag::N,кӧснунал,lauantai
627,Sonntag::N,арня,sunnuntai
628,groß::A,бадӟым,iso
629,groß::A,бадӟым,suuri
630,klein::A,пичи,pieni
631,lang::A,кузь,pitkä
632,kurz::A,вакчи,lyhyt
633,breit::A,паськыт,leveä
634,schmal::A,сюлэг,kapea
635,dicht::A,ӵем,taaja
636,dick[Gegenstand]::A,зӧк,paksu
637,dünn::A,векчи,ohut
638,fein::A,векчи,hieno
639,fest::A,юн,luja
640,fest::A,чурыт,luja
641,flach::A,ӵошкыт,litteä
642,flach::A,ӵошкыт,tasainen
643,glatt::A,гылыт,sileä
644,glatt::A,гылыт,siloinen
645,glatt::A,вольыт,sileä
646,glatt::A,вольыт,siloinen
647,hart::A,чурыт,kova
648,weich::A,небыт,pehmeä
649,rund::A,котырес,pyöreä
650,spitz::A,йылсо,terävä
651,scharf::A,лэчыт,terävä
652,stumpf::A,ныж,tylsä
653,schwer::A,секыт,raskas
654,schwer::A,секыт,painava
655,schön::A,чебер,kaunis
656,heiß::A,пӧсь,kuuma
657,warm::A,шуныт,lämmin
658,kalt::A,кезьыт,kylmä
659,kalt::A,кезьыт,viluinen
660,kühl::A,юзмыт,viileä
661,kühl::A,салкым,viileä
662,frisch::A,выль,tuore
663,feucht::A,мускыт,kostea
664,nass::A,котмем,märkä
665,trocken::A,кӧс,kuiva
666,voll::A,тыр,täysi
667,leer::A,буш,tyhjä
668,leer::A,тырттэм,tyhjä
669,offen::A,усьтэм,avonainen
670,geschlossen::A,ӵогам,suljettu
671,geschlossen::A,пунням,suljettu
672,sauber::A,ӝикыт,puhdas
673,sauber::A,чылкыт,puhdas
674,schmutzig::A,нӧд,likainen
675,roh::A,ыль,raaka
676,reif::A,вуэм,kypsä
677,lecker::A,ческыт,herkullinen
678,süß::A,ческыт,makea
679,bitter::A,курыт,karvas
680,bitter::A,курыт,kitkerä
681,sauer::A,чырс,hapan
682,hell::A,югыт,kirkas
683,hell::A,югыт,valoisa
684,dunkel::A,пеймыт,pimeä
685,schwarz::A,сьӧд,musta
686,weiß::A,тӧдьы,valkea
687,rot::A,горд,punainen
688,gelb::A,ӵуж,keltainen
689,blau::A,лыз,sininen
690,grün::A,вож,vihreä
691,grau::A,пурысь,harmaa
692,bunt::A,куӵо,kirjava
693,billig::A,дунтэм,halpa
694,billig::A,дунтэм,huokea
695,teuer::A,дуно,kallis
696,wertvoll::A,дуно,arvokas
697,blind::A,сукыр,sokea
698,blind::A,синтэм,sokea
699,taub::A,пельтэм,kuuro
700,kräftig::A,кужмо,väkevä
701,kräftig::A,кужмо,voimakas
702,stark::A,юн,vahva
703,stark::A,кужмо,vahva
704,schwach::A,ляб,heikko
705,schwach::A,начар,heikko
706,fett::A,кӧй,lihava
707,schlank::A,веськыт,hoikka
708,schlank::A,веськыт,solakka
709,schlank::A,веськрес,hoikka
710,schlank::A,веськрес,solakka
711,hübsch::A,чебер,soma
712,hübsch::A,чебер,sievä
713,hübsch::A,синмаськымон,soma
714,hübsch::A,синмаськымон,sievä
715,böse::A,лек,paha
716,böse::A,лек,häijy
717,dumm::A,шузи,tyhmä
718,dumm::A,шузи,typerä
719,dumm::A,визьтэм,tyhmä
720,dumm::A,визьтэм,typerä
721,faul::A,азьтэм,laiska
722,fleißig::A,сюлмо,ahkera
723,geizig::A,сук,saita
724,klug::A,визьмо,älykäs
725,geschickt::A,усто,taitava
726,geschickt::A,быгатӥсь,taitava
727,lieb::A,мусо,rakas
728,lustig::A,шулдыр,hauska
729,lustig::A,шулдыр,iloinen
730,sanft::A,мусо,lauha
731,sanft::A,мусо,lempeä
732,sanft::A,эрке,lauha
733,sanft::A,эрке,lempeä
734,hungrig::A,сютэм,nälkäinen
735,krank::A,висись,sairas
736,nackt::A,гольык,alaston
737,traurig::A,мӧзмыт,surullinen
738,traurig::A,мӧзмыт,murheellinen
739,lebendig::A,улэп,elävä
740,gut::A,ӟеч,hyvä
741,gut::A,умой,hyvä
742,schlecht::A,урод,paha
743,schlecht::A,урод,huono
744,schlecht::A,алама,paha
745,schlecht::A,алама,huono
746,richtig::A,шонер,oikea
747,schlimm::A,алама,paha
748,wahr::A,зэмос,tosi
749,alt::A,вуж,vanha
750,neu::A,выль,uusi
751,ehemalig::A,азьвылэз,entinen
752,ehemalig::A,азьвылэз,muinainen
753,alt[Lebewesen]::A,пересь,vanha
754,jung::A,егит,nuori
755,jung::A,пинал,nuori
756,arm::A,начар,köyhä
757,arm::A,куанер,köyhä
758,reich::A,узыр,rikas
759,bekannt::A,тодмо,tuttu
760,bekannt::A,тодмо,tunnettu
761,berühmt::A,дано,kuuluisa
762,fremd::A,ят,vieras
763,verschieden::A,пӧртэм,eri
764,verschieden::A,пӧртэм,erilainen
765,nah::A,матысь,läheinen
766,fern::A,кыдёкысь,etäinen
767,linker::A,паллян,vasen
768,rechter::A,бур,oikea
769,rechter::A,бурпал,oikea
770,anderer::A,мукет,muu
771,anderer::A,мукет,toinen
772,erster::A,нырысетӥез,ensimmäinen
773,zweiter::A,кыктэтӥез,toinen
774,dritter::A,кунньметӥез,kolmas
775,letzter::A,берло,viimeinen
776,letzter::A,берпум,viimeinen
777,allein::ADV,огназ,yksin
778,auf einmal::ADV,огдыре,yhdellä kertaa
779,zusammen::ADV,ӵош,yhdessä
780,zusammen::ADV,валче,yhdessä
781,lange::ADV,кема,kauan
782,lange::ADV,кема,pitkään
783,plötzlich::ADV,мапламтэ шорысь,äkkiä
784,sofort::ADV,али ик,heti
785,später::ADV,бергес,myöhemmin
786,später::ADV,берлогес,myöhemmin
787,jetzt::ADV,али,nyt
788,jetzt::ADV,табере,nyt
789,heute::ADV,туннэ,tänään
790,morgen::ADV,ӵуказе,huomenna
791,bald::ADV,ӝоген,pian
792,dann::ADV,берло,sitten
793,gestern::ADV,толон,eilen
794,einst::ADV,огпол,aikanaan
795,einst::ADV,одӥг пол,aikanaan
796,damals::ADV,соку,silloin
797,damals::ADV,соку,siihen aikaan
