,Concept_ID,la,os
76,Rauch::N,fumus,фӕздӕг
77,Funke::N,scintilla,цӕхӕр
78,Feuer::N,ignis,зынг
79,Licht::N,lux,рухс
80,Licht::N,lumen,рухс
81,Schatten::N,umbra,аууон
82,Wetter::N,caelum,боныхъӕд
83,Wetter::N,tempestas,боныхъӕд
84,Nebel::N,nebula,мигъ
85,Wolke::N,nubes,ӕврагъ
86,Regen::N,imber,уарын
87,Regen::N,pluvia,уарын
88,Schnee::N,nix,мит
89,Eis::N,glacies,их
90,Frost::N,gelu,ихæн
91,Kälte::N,frigus,уазал
92,Hitze::N,calor,ӕнтӕф
93,Hitze::N,aestus,ӕнтӕф
94,Raureif::N,pruina,халас
95,Regenbogen::N,arcus,арвырон
96,Regenbogen::N,arcus,арвырдын
97,Donner::N,tonitrus,æрвнæрын
98,Strömung::N,fluctus,цыд
99,Tropfen::N,gutta,æртах
100,Schaum::N,spuma,фынк
101,Schmutz::N,sordes,цъыф
102,Schmutz::N,squalor,цъыф
103,See::N,lacus,цад
104,Sumpf::N,palus,цъыфдзаст
105,Moor::N,palus,цъыфдзаст
106,Wiese::N,pratum,уыгӕрдӕн
107,Wald::N,silva,хъӕд
108,Hügel::N,collis,обау
109,Hügel::N,collis,къуыбыр
110,Anhöhe::N,specula,уæлвæз
111,Anhöhe::N,specula,уæлхох
112,Berg::N,mons,хох
113,Gipfel::N,vertex,цъупп
114,Höhle::N,caverna,лӕгӕт
115,Höhle::N,spelunca,лӕгӕт
116,Abhang::N,declivum,къул
117,Quelle::N,fons,суадон
118,Bach::N,rivus,мӕсчъыдон
119,Fluss::N,flumen,дон
120,Fluss::N,flumen,цӕугӕдон
121,Ufer::N,ripa,был
122,Küste::N,litus,донбыл
123,Festland::N,continens,сурзæхх
124,Meer::N,mare,денджыз
125,Bucht::N,sinus,донбакæлæн
126,Insel::N,insula,сакъадах
127,Blume::N,flos,дидинӕг
128,Gras::N,herba,кӕрдӕг
129,Gras::N,gramen,кӕрдӕг
130,Wurzel::N,radix,уидаг
131,Baum::N,arbor,бӕлас
132,Stamm::N,truncus,хӕтӕл
133,Rinde::N,cortex,цъар
134,Ast::N,ramus,арх
135,Zweig::N,ramus,къалиу
136,Blatt::N,folium,сыф
137,Birke::N,betulla,бæрз
138,Kiefer[Baum]::N,pinus,нӕзы
139,Weide[Baum]::N,salix,хӕрис
140,Tanne::N,abies,наз
141,Horn::N,cornu,сыкъа
142,Feder::N,penna,сис
143,Fell::N,pellis,царм
144,Flügel::N,ala,базыр
145,Klaue::N,unguis,ных
146,Kralle::N,unguis,дзӕмбы
147,Schwanz::N,cauda,къӕдзил
148,Ei::N,ovum,айк
149,Nest::N,nidus,ахстон
150,Bau::N,cavum,хуынкъ
151,Bau::N,latibulum,хуынкъ
152,Tier::N,bestia,сырд
153,Tier::N,bestia,цӕрӕгой
154,Herde::N,grex,дзуг
155,Herde::N,grex,рӕгъау
156,Kuh::N,vacca,хъуг
157,Bulle::N,taurus,гал
158,Pferd::N,equus,бӕх
159,Schaf::N,ovis,фыс
160,Schwein::N,sus,хуы
161,Schwein::N,porcus,хуы
162,Hund::N,canis,куыдз
163,Katze::N,felis,гӕды
164,Bär::N,ursus,арс
165,Eichhörnchen::N,sciurus,æхсæрæг
166,Elch::N,alces,цæгатаг саг
167,Fuchs::N,vulpes,рувас
168,Hase::N,lepus,тæрхъус
169,Maus::N,mus,мыст
170,Wolf::N,lupus,бирӕгъ
171,Vogel::N,avis,цъиу
172,Vogel::N,avis,маргъ
173,Schwarm::N,examen,бал
174,Huhn::N,gallina,карк
175,Hahn::N,gallus,уасӕг
176,Gans::N,anser,хъаз
177,Adler::N,aquila,цӕргӕс
178,Ente::N,anas,ацц
179,Eule::N,ulula, уыг
180,Eule::N,ulula,сидахъ
181,Eule::N,noctua, уыг
182,Eule::N,noctua,сидахъ
183,Kranich::N,grus,зырнæг
184,Kranich::N,grus,хърихъупп
185,Krähe::N,cornix,халон
186,Kuckuck::N,cuculus,гаккук
187,Schwan::N,olor,доныхъаз
188,Schwan::N,cycnus,доныхъаз
189,Fisch::N,piscis,кӕсаг
190,Barsch::N,perca,окунь
191,Hecht::N,esox,хихор кӕсаг
192,Schlange[Tier]::N,serpens,калм
193,Wurm::N,vermis,зулкъ
194,Wurm::N,vermis,къуыдыргалм
195,Spinne::N,aranea,хӕлуарӕг
196,Ameise::N,formica,мæлдзыг
197,Laus::N,pediculus,сыст
198,Mücke::N,culex,къогъо
199,Fliege::N,musca,бындз
200,Schmetterling::N,papilio,гæлæбу
201,Beere::N,baca,гагадыргъ
202,Apfel::N,malum,фӕткъуы
203,Pilz::N,fungus,зокъо
204,Pilz::N,fungus,къозо
205,Zwiebel::N,cepa,хъӕдындз
206,Saat::N,seges,тауинаг
207,Saat::N,seges,мыггаг
208,Korn::N,granum,мыггаг
209,Korn::N,granum,тауинаг
210,Heu::N,faenum,хос
211,Schale::N,putamen,цъар
212,Grube::N,fovea,урм
213,Grube::N,fovea,къахт
214,Grube::N,fovea,дзыхъхъ
215,Falle::N,pedica,цъысым
216,Falle::N,pedica,къӕппӕг
217,Schlinge::N,laqueus,цасм
218,Spur::N,vestigium,фæд
219,Asche::N,cinis,фӕнык
220,Asche::N,cinis,ӕртхутӕг
221,Dreck::N,lutum,цъыф
222,Eisen::N,ferrum,ӕфсӕйнаг
223,Gold::N,aurum,сыгъзӕрин
224,Silber::N,argentum,ӕвзист
225,Kohle::N,carbo,ӕвзалы
226,Glas::N,vitrum,авг
227,Lehm::N,lutum,ӕлыг
228,Sand::N,arena,змис
229,Mensch::N,homo,лӕг
230,Mensch::N,homo,адӕймаг
231,Mensch::N,homo,удгоймаг
232,Mann::N,vir,лӕг
233,Mann::N,vir,нӕлгоймаг
234,Frau::N,mulier,сылгоймаг
235,Kind::N,puer,сывӕллон
236,Kind::N,infans,сывӕллон
237,Junge::N,puer,лӕппу
238,Mädchen::N,puella,чызг
239,Familie::N,familia,бинонтæ
240,Großvater::N,avus,фыдыфыд
241,Großvater::N,avus,мадыфыд
242,Großmutter::N,avia,фыды мад
243,Großmutter::N,avia,мады мад
244,Eltern::N,parentes,ныййарджытæ
245,Vater::N,pater,фыд
246,Mutter::N,mater,мад
247,Sohn::N,filius,фырт
248,Tochter::N,filia,чызг
249,Bruder::N,frater,ӕфсымӕр
250,Schwester::N,soror,хо
251,Onkel::N,patruus,фыдыфсымӕр
252,Onkel::N,avunculus,фыдыфсымӕр
253,Tante::N,amita,мадыхо
254,Ehemann::N,maritus,мой
255,Ehefrau::N,uxor,ус
256,Freude::N,gaudium,цин
257,Freude::N,gaudium,циндзинад
258,Freude::N,laetitia,цин
259,Freude::N,laetitia,циндзинад
260,Gelächter::N,risus,худын
261,Gelächter::N,risus,худт
262,Gelächter::N,risus,худæг
263,Glück::N,felicitas,амонд
264,Kummer::N,aegritudo,хъыг
265,Wunsch::N,voluntas,бӕллиц
266,Wunsch::N,desiderium,бӕллиц
267,Lust::N,libido,монц
268,Lust::N,voluptas,монц
269,Geist::N,mens,уд
270,Geist::N,animus,уд
271,Gedanke::N,sententia,хъуыды
272,Gedächtnis::N,memoria,мысæн
273,Gedächtnis::N,memoria,мысын
274,Gedächtnis::N,memoria,зæрдылдарын
275,Verstand::N,ratio,зонд
276,Verstand::N,ingenium,зонд
277,Sinn::N,sensus,нысаниуæг
278,Grund::N,causa,ӕфсон
279,Wahrheit::N,veritas,æцæг
280,Gespräch::N,sermo,ныхас
281,Märchen::N,fabula,аргъау
282,Erzählung::N,fabula,радзырд
283,Erzählung::N,narratio,радзырд
284,Nachricht::N,nuntius,уац
285,Neuigkeit::N,novitas,хабар
286,Name::N,nomen,ном
287,Rätsel::N,aenigma,уыци-уыци
288,Rätsel::N,aenigma,базон-базон
289,Rede::N,oratio,раныхас
290,Sprache::N,lingua,ӕвзаг
291,Stimme::N,vox,хъӕлӕс
292,Wort::N,verbum,дзырд
293,Wort::N,vocabulum,дзырд
294,Zeichen::N,signum,нысан
295,Ruf::N,clamor,сидт
296,Lärm::N,strepitus,уынæр
297,Laut::N,sonus,зӕл
298,Laut::N,sonus,мыр
299,Ton::N,sonus,мыр
300,Lied::N,carmen,зарӕг
301,Ruhe::N,quies,æнцой
302,Leute::N,homines,адӕм
303,Volk::N,populus,адӕм
304,Arbeit::N,labor,фӕллой
305,Gast::N,hospes,уазӕг
306,Gast::N,conviva,уазӕг
307,Geschenk::N,munus,хуын
308,Spiel::N,ludus,хъазт
309,Gesellschaft::N,societas,дзыллæ
310,Gesellschaft::N,societas,æхсæнад
311,Hilfe::N,auxilium,æххуыс
312,Hilfe::N,auxilium,ахъаз
313,Hilfe::N,subsidium,æххуыс
314,Hilfe::N,subsidium,ахъаз
315,Freund::N,amicus,лымӕн
316,Kamerad::N,socius,ӕмбал
317,Angelegenheit::N,res,хъуыддаг
318,Anzahl::N,numerus,бӕрц
319,Art::N,genus,хуыз
320,Art::N,genus,хуызад
321,Stück::N,frustum,кæрдих
322,Stück::N,frustum,комдзаг
323,Stück::N,fragmentum,кæрдих
324,Stück::N,fragmentum,комдзаг
325,Teil::N,pars,хай
326,Hälfte::N,dimidium,æрдæг
327,Hälfte::N,dimidium,æмбис
328,Kreis::N,orbis,зиллакк
329,Kreis::N,circus,зиллакк
330,Kreuz::N,crux,дзуар
331,Linie::N,linea,хахх
332,Strich::N,lineamentum,хахх
333,Abstand::N,intervallum,æхсæнуат
334,Entfernung::N,spatium,дæрддзæг
335,Entfernung::N,spatium,дардцæг
336,Gegend::N,loca,ран
337,Gegend::N,regio,ран
338,Platz::N,locus,бууат
339,Ort::N,locus,ран
340,Ort::N,locus,бынат
341,Seite::N,latus,фахс
342,Mitte::N,medium,астӕу
343,Gegenstand::N,res,дзаума
344,Sache::N,res,дзаума
345,Rand::N,margo,кӕрон
346,Kante::N,angulus,фӕрск
347,Ecke::N,angulus,тигъ
348,Ecke::N,angulus,фисын
349,Spitze::N,cacumen,бырынкъ
350,Ende::N,caput,кӕрон
351,Loch::N,foramen,хуынкъ
352,Winkel::N,angulus,къуым
353,Muster::N,exemplum,нывæфтыд
354,Muster::N,exemplum,кæдзист
355,Größe::N,magnitudo,ас
356,Länge::N,longitudo,дӕргъ
357,Höhe::N,altitudo,бæрзонд
358,Höhe::N,altitudo,бæрзæнд
359,Höhe::N,altitudo,бæрзонддзинад
360,Gewicht::N,pondus,уӕз
361,Menge::N,copia,бӕрц
362,Haufen::N,acervus,кӕри
363,Reihe::N,ordo,рӕнхъ
364,Boot::N,navicula,чема
365,Ruder::N,remus,къохар
366,Schlitten::N,sclodia,дзоныгъ
367,Ski::N,narta,къахдзоныгътæ
368,Ski::N,narta,лыжæтæ
369,Lagerfeuer::N,ignis,арт
370,Last::N,onus,уаргъ
371,Gang::N,cursus,цыд
372,Schritt::N,gradus,санчъех
373,Schritt::N,gradus,къахдзӕф
374,Norden::N,septentriones,цæгат
375,Süden::N,meridies,хуссар
376,Westen::N,occidens,ныгуылæн
377,Osten::N,oriens,скæсæн
378,Holz::N,lignum,хъӕдӕрмӕг
379,Brett::N,tabula,фæйнæг
380,Platte::N,lamina,къӕй
381,Stütze::N,adminiculum,быцæу
382,Stange::N,pertica,хъил
383,Stock::N,baculum,лӕдзӕг
384,Stab::N,scipio,хъил
385,Rohr::N,tubus,хӕтӕл
386,Haus::N,aedes,хӕдзар
387,Heim::N,domicilium,къона
388,Ofen::N,fornax,пец
389,Fußboden::N,solum,астӕрд
390,Tisch::N,mensa,стъол
391,Stuhl::N,sella,бандон
392,Wiege::N,cunae,авдæн
393,Bett::N,lectus,сынтӕг
394,Regal::N,foruli,тӕрхӕг
395,Regal::N,foruli,уӕлвӕйнӕг
396,Kiste::N,cista,асыкк
397,Fenster::N,fenestra,рудзынг
398,Fenster::N,fenestra,фæрссаг
399,Tür::N,ianua,дуар
400,Tor::N,porta,кулдуар
401,Zaun::N,saepes,æмбонд
402,Zaun::N,saepes,быру
403,Zaun::N,saepes,гæрæн
404,Dach::N,tectum,уӕлхӕдзар
405,Leiter::N,scalae,асин
406,Besen::N,scopae,уисой
407,Spaten::N,pala,бел
408,Schaufel::N,pala,æвгæнæн
409,Schaufel::N,pala,кæфой
410,Gabel::N,fuscinula,вилкæ
411,Löffel::N,coclear,уидыг
412,Messer::N,culter,кард
413,Nagel::N,clavus,зӕгӕл
414,Netz::N,rete,хыз
415,Haken::N,hamus,хæдз
416,Haken::N,hamus,хæбырæгъ
417,Griff::N,manubrium,фистон
418,Schloss::N,claustra,гуыдыр
419,Bild::N,tabula,ныв
420,Bild::N,pictura,ныв
421,Figur::N,statunculum,кæрдгæныв
422,Puppe::N,pupa,чындз
423,Beutel::N,sacculus,дзӕкъул
424,Bündel::N,fascis,баст
425,Tasche::N,sacculus,хызын
426,Tasche::N,sacculus,дзæкъул
427,Eimer::N,situla,къæрта
428,Eimer::N,situla,чъыбыла
429,Eimer::N,situla,ведра
430,Deckel::N,operculum,сæр
431,Deckel::N,operculum,æмбæрзæн
432,Geschirr::N,vasa,мигæнæн
433,Geschirr::N,vasa,мигæнæнтæ
434,Sack::N,saccus,голлаг
435,Tasse::N,pocillum,пиала
436,Tasse::N,pocillum,къус
437,Topf::N,olla,аг
438,Topf::N,olla,чысыл аг
439,Kessel::N,aenum,аг
440,Essen::N,cena,хӕрд
441,Nahrung::N,cibus,хойраг
442,Nahrung::N,alimenta,хойраг
443,Speise::N,cibus,хӕринаг
444,Fleisch::N,caro,дзидза
445,Fleisch::N,caro,фыдызгъӕл
446,Getreide::N,frumentum,халсар
447,Brei::N,puls,кас
448,Brot::N,panis,дзул
449,Scheibe::N,frustum,къӕбӕр
450,Fett::N,pingue,сой
451,Butter::N,butȳrum,нӕлхӕ
452,Öl::N,oleum,зети
453,Salz::N,sal,цӕхх
454,Suppe::N,ius,бас
455,Honig::N,mel,мыд
456,Milch::N,lac,ӕхсыр
457,Tee::N,thea,цай
458,Leder::N,corium,мæскуы
459,Wolle::N,lana,фӕсмын
460,Stoff::N,textum,хъуымац
461,Nadel::N,acus,судзин
462,Faden::N,filum,ӕндах
463,Knopf::N,bulla,цӕппӕр
464,Knoten::N,nodus,ӕлхынцъ
465,Farbe::N,pigmentum,ахорæн
466,Kleidung::N,vestimenta,дарӕс
467,Hemd::N,tunica,хӕдон
468,Kragen::N,collare,æфцæггот
469,Ärmel::N,manica,дыс
470,Hose::N,bracae,хæлаф
471,Hose::N,bracae,æддаг хæлаф
472,Hose::N,bracae,салбар
473,Gürtel::N,cingulum,рон
474,Mütze::N,pilleus,худ
475,Schuh::N,calceus,басмахъ
476,Stiefel::N,pero,цырыхъхъ
477,Stiefel::N,caliga,цырыхъхъ
478,Ring::N,anulus,къухдарӕн
479,Band::N,redimiculum,лент
480,Kamm::N,pecten,сӕрвасӕн
481,Spiegel::N,speculum,айдæн
482,Spiegel::N,speculum,кæсæн
483,Riemen::N,lorum,гӕрз
484,Schnur::N,linum,бӕндӕн
485,Leine::N,retinaculum,
486,Decke::N,lodix,хъӕццул
487,Kissen::N,pulvinus,баз
488,Tuch::N,velum,кæлмæрзæн
489,Tuch::N,velum,кæрдæн
490,Handtuch::N,mantele,хисæрфæн
491,Kraft::N,vis,тых
492,Kraft::N,vis,хъомыс
493,Stärke::N,robur,тых
494,Stärke::N,robur,æхсар
495,Gesundheit::N,valetudo,æнæниздзинад
496,Krankheit::N,morbus,низ
497,Krankheit::N,morbus,рын
498,Schmerz::N,dolor,рис
499,Wunde::N,vulnus,цӕф
500,Fieber::N,febris,ризӕг
501,Fieber::N,febris,тӕфсӕг
502,Arznei::N,remedium,хос
503,Brücke::N,pons,хид
504,Brunnen::N,puteus,цъай
505,Weide::N,pascua,хизæн
506,Weide::N,pascua,хизæнуат
507,Weide::N,pascua,сæрвæт
508,Pfad::N,semita,къахвæндаг
509,Pfad::N,semita,къахвæд
510,Weg::N,iter,фӕндаг
511,Straße::N,via,фӕндаг
512,Dorf::N,vicus,хъӕу
513,Stadt::N,urbs,сахар
514,Stadt::N,oppidum,сахар
515,Brief::N,epistula,фыстӕг
516,Buch::N,liber,чиныг
517,Buchstabe::N,littera,дамгъӕ
518,Zeitung::N,diurnum,газет
519,Leben::N,vita,цард
520,Leben::N,vita,цӕрӕнбон
521,Tod::N,mors,мæлæт
522,Tod::N,mors,адзал
523,Grab::N,sepulcrum,ингӕн
524,Kirche::N,ecclesia,аргъуан
525,Sünde::N,peccatum,тæригъæд
526,Gott::N,deus,хуыцау
527,Arbeiter::N,operarius,кусæг
528,Chef::N,praefectus,ӕмцег
529,Meister::N,magister,мастер
530,Meister::N,magister,дæсны
531,Arzt::N,medicus,хосгæнæг
532,Arzt::N,medicus,дохтыр
533,Lehrer::N,magister,ахуыргæнæг
534,Geld::N,aes,ӕхца
535,Geld::N,pecunia,ӕхца
536,Geschäft::N,negotium,бизнес
537,Geschäft::N,negotium,хъуыддаг
538,Laden::N,taberna,дукани
539,Preis::N,pretium,аргъ
540,Ware::N,merx,базайраг
541,Nutzen::N,utilitas,пайда
542,Reichtum::N,opes,хъæздыгдзинад
543,Reichtum::N,opes,исбон
544,Reichtum::N,opes,мулк
545,Reichtum::N,divitiae,хъæздыгдзинад
546,Reichtum::N,divitiae,исбон
547,Reichtum::N,divitiae,мулк
548,Welt::N,mundus,дуне
549,Land::N,terra,бӕстӕ
550,Staat::N,res publica,паддзахад
551,König::N,rex,къарол
552,Macht::N,potestas,хицаудзинад
553,Grenze::N,limes,арӕн
554,Krieg::N,bellum,хӕст
555,Feind::N,inimicus,знаг
556,Feind::N,inimicus,фыдгул
557,Feind::N,inimicus,фыдзæрдæ
558,Feind::N,inimicus,сон
559,Gewalt::N,vis,тыхми
560,Gewalt::N,vis,тыхдзинад
561,Kampf::N,pugna,хæст
562,Kampf::N,pugna,хъæбысæйхæст
563,Kampf::N,pugna,тох
564,Bogen[Waffe]::N,arcus,ӕрдын
565,Pfeil::N,sagitta,фат
566,Gewehr::N,sclopetum,топп
567,Fehler::N,error,рӕдыд
568,Lüge::N,mendacium,мӕнг
569,Lüge::N,mendacium,гӕдыдзинад
570,Schaden::N,damnum,зиан
571,Schaden::N,detrimentum,зиан
572,Unglück::N,miseria,бæллæх
573,Unglück::N,calamitas,бæллæх
574,Schuld::N,culpa,азым
575,Alter::N,aetas,кар
576,Schluss::N,finis,кæрон
577,Zeit::N,tempus,рӕстӕг
578,Tag::N,dies,бон
579,Morgen::N,mane,райсом
580,Mittag::N,meridies,æмбисбон
581,Abend::N,vesper,изӕр
582,Nacht::N,nox,ӕхсӕв
583,Woche::N,septimana,къуыри
584,Monat::N,mensis,мӕй
585,Jahr::N,annus,аз
586,Jahr::N,annus,афӕдз
587,Frühling::N,ver,уалдзæг
588,Sommer::N,aestas,сӕрд
589,Herbst::N,autumnus,фæззæг
590,Winter::N,hiems,зымӕг
591,Januar::N,Ianuarius,январь
592,Februar::N,Februarius,февраль
593,März::N,Martius,мартъи
594,April::N,Aprilis,апрель
595,Mai::N,Maius,май
596,Juni::N,Iunius,июнь
597,Juli::N,Iulius,июль
598,August::N,Augustus,август
599,September::N,September,сентябрь
600,Oktober::N,Octobris,октябрь
601,November::N,Novembris,ноябрь
602,Dezember::N,December,декабрь
603,Montag::N,dies lunae,къуырисæр
604,Dienstag::N,dies Martis ,дыццæг
605,Mittwoch::N,dies Mercurii,æртыццæг
606,Donnerstag::N,dies Iovis,цыппæрæм
607,Freitag::N,dies Veneris,майрæмбон
608,Samstag::N,dies Saturni,сабат
609,Sonntag::N,dominicus,хуыцаубон
610,Sonntag::N,dies solis,хуыцаубон
611,groß::A,magnus,дынджыр
612,klein::A,parvus,гыццыл
613,lang::A,longus,даргъ
614,kurz::A,brevis,цыбыр
615,breit::A,latus,фӕтӕн
616,schmal::A,angustus,нарӕг
617,schmal::A,angustus,уынгӕг
618,dicht::A,densus,бæзджын
619,dicht::A,densus,тар
620,dick[Gegenstand]::A,crassus,сӕвджын
621,dünn::A,tenuis,тæнæг
622,fein::A,subtilis,лыстӕг
623,fest::A,solidus,фидар
624,fest::A,solidus,хъӕддых
625,fest::A,stabilis,фидар
626,fest::A,stabilis,хъӕддых
627,flach::A,planus,тъӕпӕн
628,glatt::A,levis,лӕгъз
629,hart::A,durus,хъӕбӕр
630,weich::A,mollis,фӕлмӕн
631,rund::A,rotundus,тымбыл
632,spitz::A,acutus,цыргъбырынкъ
633,spitz::A,acutus,цыргъфындз
634,scharf::A,acer,цыргъ
635,stumpf::A,hebes,къуымых
636,schwer::A,gravis,уӕззау
637,schön::A,pulcher,аив
638,schön::A,pulcher,рӕсугъд
639,schön::A,formosus,аив
640,schön::A,formosus,рӕсугъд
641,heiß::A,fervidus,тӕвд
642,warm::A,calidus,хъарм
643,kalt::A,frigidus,уазал
644,kühl::A,frigidus,сатæг
645,kühl::A,frigidus,уазалгомау
646,frisch::A,recens,сатæг
647,feucht::A,umidus,уымӕл
648,nass::A,madidus,хуылыдз
649,trocken::A,aridus,хус
650,voll::A,plenus,дзаг
651,voll::A,plenus,йедзаг 
652,leer::A,vacuus,афтид
653,offen::A,apertus,гом
654,geschlossen::A,clausus,æхгæд
655,sauber::A,lautus,сыгъдæг
656,schmutzig::A,sordidus,чъиллон
657,roh::A,crudus,хом
658,reif::A,maturus,рӕгъӕд
659,lecker::A,delicatus,хӕрзад
660,süß::A,dulcis,адджын
661,bitter::A,amarus,судзаг
662,bitter::A,acerbus,судзаг
663,sauer::A,acidus,туаг
664,hell::A,clarus,рухс
665,dunkel::A,obscurus,талынг
666,schwarz::A,niger,сау
667,weiß::A,albus,урс
668,rot::A,ruber,сырх
669,gelb::A,flavus,бур
670,blau::A,caeruleus,цъӕх
671,grün::A,viridis,цъӕх
672,grün::A,viridis,кӕрдӕгхуыз
673,grau::A,canus,цъӕх
674,grau::A,canus,фӕныкхуыз
675,bunt::A,varius,хъулон
676,bunt::A,varius,гæрæм
677,billig::A,vilis,аслам
678,teuer::A,carus,зынаргъ
679,wertvoll::A,pretiosus,зынаргъ
680,blind::A,caecus,куырм
681,taub::A,surdus,къуырма
682,kräftig::A,robustus,домбай
683,kräftig::A,robustus,тыхджын
684,stark::A,firmus,тыхджын
685,stark::A,validus,тыхджын
686,schwach::A,debilis,ӕнӕбон
687,schwach::A,infirmus,ӕнӕбон
688,fett::A,crassus,нард
689,schlank::A,procerus,гуырвидыц
690,schlank::A,procerus,хæрзконд
691,schlank::A,procerus,рæхснæг
692,schlank::A,procerus,сагамад
693,hübsch::A,pulcher,аив
694,hübsch::A,pulcher,рӕсугъд
695,böse::A,improbus,фыдзӕрдӕ
696,dumm::A,stultus,ӕдылы
697,dumm::A,stupidus,ӕдылы
698,faul::A,piger,зивӕг
699,faul::A,piger,зивӕггӕнаг
700,fleißig::A,sedulus,æнæзивæг
701,fleißig::A,sedulus,æнувыд
702,geizig::A,avarus,чъынды
703,geizig::A,avarus,æлгъин
704,geizig::A,avarus,мæрддзæст
705,klug::A,prudens,зондджын
706,geschickt::A,sollers,хӕрзарӕхст
707,lieb::A,carus,уарзон
708,lustig::A,iocosus,хъӕлдзӕг
709,sanft::A,clemens,мынчын
710,hungrig::A,impastus,ӕххормаг
711,krank::A,aeger,нӕфӕразгӕ
712,nackt::A,nudus,бӕгънӕг
713,traurig::A,maestus,ӕрхӕндӕг
714,lebendig::A,vivus,цардӕгас
715,gut::A,bonus,хорз
716,schlecht::A,malus,цауд
717,richtig::A,rectus,раст
718,schlimm::A,malus,ӕвзӕр
719,wahr::A,verus,ӕцӕг
720,alt::A,antiquus,зӕронд
721,neu::A,novus,ног
722,ehemalig::A,pristinus,раздӕры
723,alt[Lebewesen]::A,vetus,ацӕргӕ
724,jung::A,iuvenis,ӕрыгон
725,arm::A,pauper,мӕгуыр
726,reich::A,dives,хъӕздыг
727,bekannt::A,notus,зонгӕ
728,berühmt::A,celeber,номдзыд
729,berühmt::A,illustris,номдзыд
730,fremd::A,peregrinus,æцæгæлон
731,verschieden::A,varius,æндæр æмæ æндæр
732,verschieden::A,varius,алы
733,verschieden::A,varius,алыхуызон
734,nah::A,propinquus,хӕстӕг
735,fern::A,longinquus,дард
736,fern::A,longinquus,дӕрддаг
737,linker::A,sinister,галиу
738,rechter::A,dexter,рахиз
739,anderer::A,alius,иннӕ
740,anderer::A,alius,ӕндӕр
741,erster::A,primus,фыццаг
742,erster::A,primus,фыццӕгӕм
743,zweiter::A,secundus,дыккаг
744,zweiter::A,secundus,дыккæгæм
745,dritter::A,tertius,æртыккаг
746,dritter::A,tertius,æртыккæгæм
747,letzter::A,ultimus,фӕстаг
748,allein::ADV,solum,иунæг
749,auf einmal::ADV,simul,уайтагъд
750,auf einmal::ADV,simul,æвиппайды
751,auf einmal::ADV,simul,æваст
752,zusammen::ADV,una,иумӕ
753,lange::ADV,diu,бирæ рæстæг
754,plötzlich::ADV,subito,æвиппайды
755,plötzlich::ADV,subito,æваст
756,plötzlich::ADV,repente,æвиппайды
757,plötzlich::ADV,repente,æваст
758,sofort::ADV,statim,уыцы сахат
