,Concept_ID,cv,ab
172,Ente::N,кӑвакал,акəата
173,Eule::N,тӑмана,аты
174,Kranich::N,тӑрна,апҟа
175,Krähe::N,ула курак,аҟəараан
176,Kuckuck::N,куккук,акəыкəу
177,Schwan::N,акӑш,агьад
178,Fisch::N,пулӑ,аҧсыӡ
179,Barsch::N,уланкӑ,ацəыбла
180,Hecht::N,ҫӑрттан,ахиаала
181,Schlange[Tier]::N,ҫӗлен,амаҭ
182,Wurm::N,ӑман,ахəа
183,Wurm::N,ӑман,ахəац
184,Spinne::N,эрешмен,абызкаҭаҳа
185,Ameise::N,кӑткӑ,ашышкамс
186,Laus::N,пыйтӑ,аҵа
187,Mücke::N,вӑрӑм туна,акəыбры
188,Fliege::N,шӑна,амҵ
189,Schmetterling::N,лӗпӗш,аҧарҧалыкь
190,Beere::N,ҫырла,аргуц
191,Apfel::N,улма,аҵəа
192,Apfel::N,пан улми,аҵəа
193,Pilz::N,кӑмпа,акəкəбаа
194,Zwiebel::N,сухан,аџьымшьы
195,Zwiebel::N,сухан,аџьымшьхы
196,Saat::N,вӑрӑ,ажəла
197,Korn::N,тӗшӗ,арыц
198,Korn::N,пӗрчӗ,арыц
199,Heu::N,утӑ,аҭəа
200,Schale::N,хупӑ,ацəа
201,Grube::N,шӑтӑк,ажра
202,Grube::N,шӑтӑк,атыша
203,Falle::N,тапӑ,арыҧҟьа
204,Falle::N,капкӑн,арыҧҟьа
205,Schlinge::N,йӑлӑ,аҟəараҟəантə
206,Spur::N,йӗр,ашьҭа
207,Asche::N,кӗл,ахəа
208,Dreck::N,пылчӑк,аҳəынҵəа
209,Dreck::N,пылчӑк,аҟьамсар
210,Eisen::N,тимӗр,аиха
211,Gold::N,ылтӑн,ахьы
212,Silber::N,кӗмӗл,аразны
213,Kohle::N,кӑмрӑк,арацəа
214,Glas::N,кӗленче,асаркьа
215,Lehm::N,тӑм,анышəаҧшь
216,Sand::N,хӑйӑр,аҧслымӡ
217,Mensch::N,ҫын,ауаҩы
218,Mensch::N,этем,ауаҩы
219,Mann::N,ар,ахаҵа
220,Frau::N,хӗрарӑм,аҧҳəыс
221,Kind::N,ача,ахəыҷы
222,Junge::N,ача,аҷкəын
223,Junge::N,ача,ахаҵарҧыс
224,Junge::N,ар ҫын ача,аҷкəын
225,Junge::N,ар ҫын ача,ахаҵарҧыс
226,Mädchen::N,хӗр ача,аӡӷаб
227,Familie::N,ҫемье,аҭаацəа
228,Familie::N,кил-йыш,аҭаацəа
229,Großvater::N,кукаҫи,абду
230,Großmutter::N,кукамай,анду
231,Eltern::N,аҫа-ама,ани аби
232,Vater::N,атте,аб
233,Mutter::N,анне,ан
234,Sohn::N,ывӑл,аҧа
235,Tochter::N,хӗр,аҧҳа
236,Bruder::N,ар тӑван,аиашьа
237,Schwester::N,аппа,Аҳəшьа
238,Schwester::N,йӑмӑк,Аҳəшьа
239,Onkel::N,мучи,абиашьа
240,Onkel::N,мучи,аншьа
241,Onkel::N,пичче,абиашьа
242,Onkel::N,пичче,аншьа
243,Tante::N,аппа,абиаҳəшьа
244,Ehemann::N,упӑшка,ахаҵа
245,Ehemann::N,упӑшка,аҧшəма
246,Ehefrau::N,арӑм,аҧҳəыс
247,Freude::N,савӑнӑҫ,агəырӷьара
248,Freude::N,хаваслӑх,агəырӷьара
249,Gelächter::N,кулӑ,ачча
250,Gelächter::N,кулӑ,аччара
251,Glück::N,телей,аразҟы
252,Glück::N,ӑраскал,аразҟы
253,Kummer::N,хурлӑх,агəырҩа
254,Wunsch::N,ӗмӗт,агəхəтəы
255,Wunsch::N,ӗмӗт,аҭахра
256,Wunsch::N,кӑмӑл,агəхəтəы
257,Wunsch::N,кӑмӑл,аҭахра
258,Lust::N,кӑмӑл,агəазыҳəара
259,Geist::N,чун-чӗм,аҧсы
260,Geist::N,ыр-усал,аҧсы
261,Geist::N,чун хавалӗ,аҧсы
262,Gedanke::N,шухӑш,ахəыцырҭа
263,Gedächtnis::N,ас,агəынкылара
264,Verstand::N,ӑс,ахшыҩ
265,Verstand::N,ӑс-тӑн,ахшыҩ
266,Verstand::N,ӑс-хакӑл,ахшыҩ
267,Sinn::N,тупсӑм,аҵакы
268,Sinn::N,пӗлтерӗш,аҵакы
269,Grund::N,сӑлтав,амзыз
270,Wahrheit::N,чӑнлӑх,аиаша
271,Gespräch::N,калаҫу,аиҿцәажәара
272,Märchen::N,юмах,алакə
273,Erzählung::N,акалав,ажәабжь
274,Erzählung::N,каласа пани,ажәабжь
275,Nachricht::N,хыпар,адырраҭара
276,Neuigkeit::N,ҫӗнӗ хыпар,ажәабжь ҿыц
277,Name::N,ят,ахьӡ
278,Rätsel::N,сутмалли юмах,ацуфара
279,Rede::N,сӑмах,ажәа
280,Sprache::N,чӗлхе,абызшəа
281,Stimme::N,сасӑ,абжьы
282,Wort::N,сӑмах,ажәа
283,Zeichen::N,паллӑ,адырга
284,Ruf::N,йыхрав,аҿҭы
285,Ruf::N,чӗнӳ,аҿҭы
286,Lärm::N,шав,ашьҭыбжь
287,Laut::N,сасӑ,ашьҭыбжь
288,Ton::N,сасӑ,атон
289,Lied::N,юрӑ,ашəа
290,Ruhe::N,канӑҫлӑх,аҭынчра
291,Ruhe::N,лӑпкӑлӑх,аҭынчра
292,Leute::N,ҫамрӑксем,ауаа
293,Leute::N,ҫамрӑк ҫынсем,ауаа
294,Volk::N,халӑх,ажəлар
295,Arbeit::N,ӗҫхӗл,аусура
296,Arbeit::N,ӗҫлев,аусура
297,Gast::N,хӑна,асас
298,Geschenk::N,парне,аҳамҭа
299,Geschenk::N,парне,аҿанҵа
300,Geschenk::N,кучченеҫ,аҳамҭа
301,Geschenk::N,кучченеҫ,аҿанҵа
302,Spiel::N,вӑйӑ,ахəмарра
303,Gesellschaft::N,общество,агəыҧ
304,Hilfe::N,пулӑшу,ацхыраара
305,Freund::N,тус,аҩыза
306,Kamerad::N,юлташ,Аҧхнагьла
307,Kamerad::N,тус,Аҧхнагьла
308,Angelegenheit::N,ӗҫ,аус
309,Anzahl::N,йыш,ахыҧхьаӡара
310,Anzahl::N,хисеп,ахыҧхьаӡара
311,Art::N,тӗс,ахкы
312,Stück::N,татӑк,аҽыҭ
313,Teil::N,пай,ахəҭа
314,Hälfte::N,ҫурӑ,абжа
315,Kreis::N,ункӑ,агьагьа
316,Kreis::N,ҫавракӑш,агьагьа
317,Kreuz::N,хӗрес,аџьар
318,Linie::N,йӗр,аицтәар
319,Strich::N,йӗр,ацəаҳəа
320,Abstand::N,хушӑ,абжьара
321,Entfernung::N,хушӑ,абжьара
322,Gegend::N,вырӑн,аҭыҧ
323,Platz::N,хутлӑх,аҭыҧ
324,Ort::N,вырӑн,аҭыҧ
325,Seite::N,ен,аган
326,Seite::N,аяк,аган
327,Seite::N,айӑк,аган
328,Mitte::N,варӑ,агəҭа
329,Gegenstand::N,япала,амаҭəар
330,Sache::N,япала,
331,Rand::N,вӗҫ,аҵкар
332,Rand::N,хӗрӗ,аҵкар
333,Rand::N,хӗрри,аҵкар
334,Kante::N,хайкача,авардым
335,Kante::N,хысак,авардым
336,Ecke::N,кӗтес,акəакь
337,Spitze::N,вӗҫ,аҧынҵа
338,Ende::N,вӗҫ,анаӡара
339,Loch::N,шӑтӑк,акылҵəара
340,Winkel::N,кӗтес,агҿаҩра
341,Winkel::N,кӗтес,акəындхə
342,Winkel::N,кӗтес,акəакь
343,Muster::N,эреш,аҟҟа
344,Größe::N,пысӑкӑш,изаҟароу
345,Länge::N,вӑрӑмӑш,аура
346,Höhe::N,ҫӳллӗш,агылара
347,Gewicht::N,виҫе,акапан
348,Gewicht::N,йывӑрӑш,акапан
349,Menge::N,йыш,
350,Haufen::N,купа,ачаҟəа
351,Reihe::N,рет,ацəаҳəа
352,Boot::N,кимӗ,анышь
353,Ruder::N,кӗсмен,ажəҩа
354,Schlitten::N,ҫуна,ашəаҩауардын
355,Ski::N,йӗлтӗр,ашəаҩа
356,Ski::N,йӗлтӗр,ашьахаха
357,Lagerfeuer::N,вут,еиқуу амца
358,Lagerfeuer::N,кӑвайт,еиқуу амца
359,Last::N,сулмаклӑх,ахьанҭара
360,Last::N,йывӑр япала,ахьанҭара
361,Gang::N,куҫӑм,аныҟəара
362,Schritt::N,утӑм,ашьаҿа
363,Schritt::N,пусӑм,ашьаҿа
364,Norden::N,ҫурҫӗр,аҩада
365,Süden::N,кӑнтӑр,алада
366,Westen::N,анӑҫ,амраҭашəара
367,Westen::N,хӗвел анӑҫ,амраҭашəара
368,Osten::N,хӗвел тухӑҫ,амрагылара
369,Holz::N,йывӑҫ,амҿымаҭəахə
370,Brett::N,хӑма,аӷəы
371,Platte::N,плита,ахаҳәцәы
372,Stütze::N,ура,аҵаргəа
373,Stütze::N,ура,агəышьаҟа
374,Stange::N,шерте,акьат
375,Stock::N,патак,алаба
376,Stab::N,шӑчӑ,акьат
377,Rohr::N,пӑрӑх,абыкь
378,Haus::N,ҫурт,аҩны
379,Heim::N,кил,аҭаацəа
380,Ofen::N,кӑмака,аҳақə
381,Ofen::N,кӑмака,ауаџьаҟ
382,Ofen::N,кӑмака,афрына
383,Fußboden::N,урай,адашьма
384,Tisch::N,сӗтел,аишәа
385,Stuhl::N,пукан,аҟəардə
386,Wiege::N,сӑпка,агара
387,Bett::N,кравать,акаруаҭ
388,Regal::N,ҫӳлӗк,акыӷəра
389,Regal::N,сентре,акыӷəра
390,Kiste::N,ещӗк,аидчаҧала
391,Kiste::N,сунтӑх,аидчаҧала
392,Fenster::N,чӳрече,аҧенџьыр
393,Tür::N,алӑк,ашə
394,Tor::N,хапха,агəашə
395,Zaun::N,хӳме,аанда
396,Dach::N,тӑрӑ,ахыб
397,Leiter::N,пусма,амардуан
398,Besen::N,шӑпӑр,аҧссага
399,Spaten::N,кӗреҫе,ажыга
400,Schaufel::N,кӗреҫе,аҭəарӷəы
401,Gabel::N,вилка,ачқьыҧ
402,Löffel::N,кашӑк,амҳаҵə
403,Messer::N,ҫӗҫӗ,аҳəызба
404,Nagel::N,пӑта,аҵəымӷ
405,Netz::N,тетел,акаҭа
406,Haken::N,йӑрхах,аҵəаҳə
407,Haken::N,ҫекӗл,аҵəаҳə
408,Griff::N,хӑлӑп,амаа
409,Schloss::N,ҫӑра,асаҧаҭ
410,Bild::N,сӑн,асахьа
411,Bild::N,сӑнлӑх,асахьа
412,Bild::N,картина,асахьа
413,Figur::N,кӗлетке,афигура
414,Puppe::N,пукане,акьанџьа
415,Beutel::N,михӗ,асакь
416,Bündel::N,ҫыхӑ,аҿаҳəара
417,Bündel::N,тӗрке,аҿаҳəара
418,Tasche::N,сумка,арҭмаҟ
419,Eimer::N,витре,аведра
420,Deckel::N,хупӑ,ахҩа
421,Geschirr::N,савӑт-сапа,ачысмаҭəа
422,Sack::N,михӗ,асакь
423,Tasse::N,курка,аҵəца
424,Topf::N,кастрюль,акаструлиа
425,Kessel::N,хуран,ачуан
426,Essen::N,апат,
427,Nahrung::N,апат-ҫимӗс,афатə
428,Speise::N,апат,афатə
429,Speise::N,ҫимӗҫ,афатə
430,Fleisch::N,аш,акəац
431,Fleisch::N,какай,акəац
432,Getreide::N,тырӑ,ачакуа
433,Brei::N,пӑтӑ,ақашь
434,Brot::N,ҫӑкӑр,ача
435,Scheibe::N,чӗлӗ,аҽыҭ
436,Scheibe::N,чӗлӗ,аҿаҵа
437,Scheibe::N,касӑк,аҽыҭ
438,Scheibe::N,касӑк,аҿаҵа
439,Fett::N,ҫу,ашша
440,Butter::N,ҫу,ахəша
441,Öl::N,ҫу,азеҭ
442,Salz::N,тӑвар,аџьыка
443,Suppe::N,яшка,асуҧ
444,Honig::N,пыл,ацха
445,Milch::N,сӗт,ахш
446,Tee::N,чей,ачаи
447,Leder::N,сӑран,ацəа
448,Wolle::N,ҫӑм,аласа
449,Stoff::N,тӗртӗм,Аба
450,Nadel::N,йӗп,агəыр
451,Faden::N,ҫип,арахəыц
452,Knopf::N,тӳме,аҳəынҵəра
453,Knoten::N,йӑлӑ,аиқəҳəала
454,Farbe::N,сӑрӑ,ашəыга
455,Kleidung::N,тум,амаҭəа
456,Kleidung::N,ҫипуҫ,амаҭəа
457,Kleidung::N,тум-тир,амаҭəа
458,Hemd::N,кӗпе,акьаҿ
459,Kragen::N,ҫуха,ахəда
460,Ärmel::N,ҫанӑ,амаӷра
461,Hose::N,шӑлавар,аиқəа
462,Gürtel::N,пиҫиххи,амаҟа
463,Mütze::N,ҫӗлӗк,ахылҧа
464,Schuh::N,пушмак,аимаа
465,Schuh::N,ботинок,аимаа
466,Stiefel::N,атӑ,амагə
467,Ring::N,ҫӗрӗ,амацəаз
468,Band::N,хаю,алента
469,Band::N,йӗсме,алента
470,Kamm::N,тура,ахҳəа
471,Spiegel::N,тӗкӗр,асаркьа
472,Spiegel::N,куҫ кӗски,асаркьа
473,Riemen::N,чӗн,аа
474,Schnur::N,кантра,ашаха
475,Leine::N,касмӑк,аҕура
476,Decke::N,утиял,ахыза
477,Kissen::N,ҫытар,ахчы
478,Kissen::N,минтер,ахчы
479,Tuch::N,тутӑр,акасы
480,Handtuch::N,ал шӑлли,ампахьшьы
481,Kraft::N,вӑй,амч
482,Kraft::N,хӑват,амч
483,Stärke::N,хал,амч
484,Stärke::N,хӑват,амч
485,Gesundheit::N,хал,агəабзиара
486,Gesundheit::N,сывлӑх,агəабзиара
487,Krankheit::N,чир,ачымазара
488,Schmerz::N,ырату,ахьаа
489,Wunde::N,суран,ахəра
490,Fieber::N,сив чир,ашоура
491,Arznei::N,эмел,ахəшə
492,Brücke::N,кӗпер,ацҳа
493,Brunnen::N,ҫӑл,аҵыџь
494,Brunnen::N,пусӑ,аҵыџь
495,Weide::N,ҫаран,аҳəырҭа
496,Pfad::N,йӗр,амхəасҭа
497,Pfad::N,сукмак,амхəасҭа
498,Weg::N,ҫул,амҩа
499,Weg::N,ҫул-йӗр,амҩа
500,Straße::N,ҫӳрев,амҩа
501,Straße::N,ҫул ҫӳрени,амҩа
502,Dorf::N,ял,ақыҭа
503,Stadt::N,хула,ақалақь
504,Brief::N,ҫыру,ашəҟəы
505,Buch::N,кӗнеке,ашəҟəы
506,Buchstabe::N,сас палли,анбан
507,Zeitung::N,хаҫат,агазеҭ
508,Leben::N,пурнӑҫ,аҧсҭазаара
509,Tod::N,вилӗм,аҧсра
510,Grab::N,масар шӑтӑкӗ,анышəынҭра
511,Kirche::N,чиркӳ,ауахəама
512,Sünde::N,ҫылӑх,агəнаҳа
513,Gott::N,турӑ,анцəа
514,Arbeiter::N,рабочи,аусуҩ
515,Chef::N,пуҫлӑх,Аиҳабы
516,Meister::N,ӑста,аҟаза
517,Meister::N,мастер,аҟаза
518,Arzt::N,врач,аҳақьым
519,Arzt::N,тухтӑр,аҳақьым
520,Lehrer::N,учитель,арҵаҩы
521,Lehrer::N,вӗрентекен,арҵаҩы
522,Geld::N,укҫа,аҧара
523,Geschäft::N,бизнес,
524,Laden::N,магазин,амагазин
525,Preis::N,хак,ахə
526,Ware::N,тавар,атауар
527,Nutzen::N,пайта,ақьар
528,Reichtum::N,мул,абеиара
529,Welt::N,тӗнче,адунеи
530,Land::N,ҫӗр-шыв,атəыла
531,Staat::N,патшàлӑх,аҳəынҭқарра
532,König::N,король,акрал
533,Macht::N,власть,амчра
534,Grenze::N,чикӗ,аҳəаа
535,Krieg::N,вӑрҫӑ,аибашьра
536,Feind::N,тӑшман,Аҕа
537,Gewalt::N,ирӗксӗрлӳ,ақəымчра
538,Kampf::N,кӗрешӳ,ақəҧара
539,Bogen[Waffe]::N,ухӑ,ахыц
540,Pfeil::N,ҫӗмрен,ахəымпал
541,Pfeil::N,ухӑ йӗппи,ахəымпал
542,Gewehr::N,пӑшал,ашəақь
543,Fehler::N,йӑнӑш,агха
544,Lüge::N,суя,амц
545,Lüge::N,ултав,амц
546,Schaden::N,сиен,аҧырхага
547,Unglück::N,шар,арыцҳара
548,Unglück::N,инкек,арыцҳара
549,Schuld::N,айӑп,ахара
550,Alter::N,ҫул шучӗ,ақəра
551,Schluss::N,пӗтни,анҵəамҭа
552,Schluss::N,пӗтмӗш,анҵəамҭа
553,Zeit::N,вӑхӑт,аамта
554,Tag::N,кун,амш
555,Morgen::N,ир,ашара
556,Morgen::N,ир,ашьыбжь
557,Mittag::N,кӑнтӑрла,шьыбжьон
558,Abend::N,каҫ,ахəылҧаз
559,Abend::N,каҫ,ахəлбыҽха
560,Nacht::N,каҫ,аҵх
561,Woche::N,эрне,амчыбжь
562,Monat::N,уйӑх,
563,Jahr::N,ҫулталӑк,
564,Frühling::N,ҫур,ааҕын
565,Frühling::N,ҫуркунне,ааҕын
566,Sommer::N,ҫу,аҧхын
567,Sommer::N,ҫулла,аҧхын
568,Herbst::N,кӗр,ҭагалан
569,Herbst::N,кӗр,хкаарачан
570,Herbst::N,кӗркунне,ҭагалан
571,Herbst::N,кӗркунне,хкаарачан
572,Winter::N,хӗл,аӡын
573,Winter::N,хӗлле,аӡын
574,Januar::N,январь,ианвар
575,Februar::N,февраль,февраль
576,Februar::N,кӗҫӗн кӑрлач,февраль
577,März::N,март,март
578,März::N,пуш уйӑхӗ,март
579,April::N,апрель,апрель
580,Mai::N,май,маи
581,Juni::N,июнь,иуун
582,Juli::N,июль,иууль
583,August::N,август,август
584,September::N,сентябрь,сентиабр
585,September::N,авӑн уйӑхӗ,сентиабр
586,Oktober::N,октябрь,октиабр
587,November::N,ноябрь,ноиабр
588,Dezember::N,раштав,декабр
589,Dezember::N,декабрь,декабр
590,Montag::N,тунти кун,ашəахьа
591,Dienstag::N,ытлари кун,аҩаша
592,Mittwoch::N,юн кун,ахаша
593,Donnerstag::N,кӗҫнерни кун,аҧшьаша
594,Freitag::N,эрне кун,ахəаша
595,Samstag::N,шӑмат кун,асабша
596,Sonntag::N,вырсарни кун,амҽыша
597,groß::A,пысӑк,аду
598,klein::A,пӗчӗк,амаҷ
599,lang::A,вӑрӑм,ахəхəа
600,kurz::A,кӗске,акьаҿ
601,breit::A,сарлака,аиужь
602,breit::A,сарлака,аиҵых
603,schmal::A,ансӑр,аҭшəа
604,dicht::A,йӑвӑ,аилач
605,dick[Gegenstand]::A,хулӑн,ажəпа
606,dünn::A,ҫинҫе,
607,dünn::A,ҫӳхе,
608,fein::A,тарай,апа
609,fein::A,тарай,аҵаӷа
610,fein::A,тарай,аӡа
611,fein::A,вӗлтӗрти,апа
612,fein::A,вӗлтӗрти,аҵаӷа
613,fein::A,вӗлтӗрти,аӡа
614,fest::A,тӗреклӗ,аҟаца
615,fest::A,тӗреклӗ,аӷəӷəаҟаца
616,flach::A,лаптак,ақəаҟьа
617,flach::A,лаптак,аҧаҟьа
618,glatt::A,такӑр,аимаҩзы
619,hart::A,хытӑ,акьакьа
620,weich::A,ҫемҫе,атата
621,rund::A,ҫавра,акəмпыл
622,spitz::A,шӗвӗр,аҵар
623,scharf::A,ҫивӗч,аҵар
624,stumpf::A,мӑка,ацагə
625,stumpf::A,пуклак,ацагə
626,stumpf::A,тӗрӗнчӗк,ацагə
627,stumpf::A,ӑнкарусӑр,ацагə
628,schwer::A,йывӑр,ахьанҭа
629,schön::A,илемлӗ,аҧшӡа
630,heiß::A,вӗри,ашы
631,warm::A,ӑшӑ,аҧха
632,kalt::A,сивӗ,ахьшəашəа
633,kühl::A,уҫӑ,ахьшəашəа
634,kühl::A,уҫӑ,ицәыхьшәашәоу
635,frisch::A,уҫӑ,цқьа
636,feucht::A,йӗпе,ацəаак
637,nass::A,нӳрӗ,абааӡа
638,trocken::A,типӗ,Аба
639,trocken::A,типӗ,аҩа
640,voll::A,тулли,азна
641,leer::A,пушӑ,аҭацəы
642,offen::A,уҫӑ,аарта
643,geschlossen::A,хупӑ,ихҩоу
644,geschlossen::A,хупӑ,иаркыу
645,sauber::A,таса,ацқьа
646,schmutzig::A,пылчӑклӑ,аҟьашь
647,schmutzig::A,вараланчӑк,аҟьашь
648,roh::A,чӗрӗ,
649,reif::A,пулнӑ,Арҭ
650,reif::A,пулнӑ,аҟала
651,reif::A,пулнӑ,иҟалахьоу
652,reif::A,пиҫӗхнӗ,Арҭ
653,reif::A,пиҫӗхнӗ,аҟала
654,reif::A,пиҫӗхнӗ,иҟалахьоу
655,reif::A,аталаннӑ,Арҭ
656,reif::A,аталаннӑ,аҟала
657,reif::A,аталаннӑ,иҟалахьоу
658,reif::A,пиҫсе ҫитнӗ,Арҭ
659,reif::A,пиҫсе ҫитнӗ,аҟала
