,Concept_ID,cv,ab
1317,braten::V,ӑшала,аӡра
1318,umrühren::V,хутӑштар,аилрыхра
1319,stricken::V,ҫых,аҧара
1320,nähen::V,ҫӗле,аӡахра
1321,färben::V,пӗвет,ашəра
1322,reinigen::V,тасат,арыцқьара
1323,waschen::V,ҫу,аӡәӡәара
1324,abwischen::V,шӑл,арбара
1325,spülen::V,чӳхе,аҭыршара
1326,fegen::V,шӑл,аҧссара
1327,kehren::V,шӑл,
1328,baden::V,шыва кӗр,аҽыкəабара
1329,sich waschen::V,ҫӑвӑн,аҽыӡəӡəара
1330,ausziehen::V,салан,ашəыхра
1331,anziehen::V,тӑхӑн,ашəҵара
1332,sich anziehen::V,тӑхӑн,аҽеилаҳəара
1333,kämmen::V,тура,аҳəара
1334,schmücken::V,илемлет,арҧшӡара
1335,sagen::V,те,аҳəара
1336,sprechen::V,кала,ацəажəара
1337,reden::V,сӑмахла,ацəажəара
1338,reden::V,сӑмахла,аицәажәара
1339,reden::V,калаҫ,ацəажəара
1340,reden::V,калаҫ,аицәажәара
1341,sich unterhalten::V,пупле,аицәажәара
1342,fragen::V,ыйт,азҵаара
1343,bitten::V,ыйт,аҳəара
1344,erzählen::V,каласа пар,аҳəара
1345,mitteilen::V,пӗлтер,азыцҳара
1346,mitteilen::V,хыпарла,азыцҳара
1347,nennen::V,те,ахьӡҵара
1348,nennen::V,чӗн,ахьӡҵара
1349,rufen::V,чӗн,азҿыҭра
1350,prahlen::V,мухтан,аҽхəара
1351,prahlen::V,вӗҫкӗнлен,аҽхəара
1352,übersetzen::V,куҫар,аиҭагара
1353,denken::V,шухӑшла,азхəыцра
1354,glauben::V,ӗнен,ахаҵара
1355,bemerken::V,асӑрха,агəаҭара
1356,erkennen::V,палла,адырра
1357,begreifen::V,ӑнлан,аилкаара
1358,verstehen::V,пӗл,аҳара
1359,lernen::V,вӗрен,аҵара
1360,wissen::V,пӗл,адырра
1361,wissen::V,ӑнкар,адырра
1362,sich erinnern an::V,аса ил,агəаларшəара
1363,vergessen::V,ман,ахашҭра
1364,vergessen::V,манса кай,ахашҭра
1365,messen::V,виҫ,ашəара
1366,zählen::V,шутла,аҧхьаӡара
1367,rechnen::V,шутла,аҳасабра
1368,lesen::V,вула,аҧхьара
1369,malen::V,ӳкер,
1370,zeichnen::V,ӳкер,
1371,schreiben::V,ҫыр,
1372,besitzen::V,тыт,амазаара
1373,kaufen::V,ил,Аахəара
1374,kaufen::V,туян,Аахəара
1375,verkaufen::V,сут,аҭира
1376,bezahlen::V,тӳле,ахҭынҵара
1377,bezahlen::V,тӳле,ашəара
1378,zahlen::V,тӳле,ашəара
1379,beherrschen::V,тыт,
1380,ertragen::V,тӳс,ачҳара
1381,Bauch::N,,амгəа
