,Concept_ID,eu,it
1557,bitten::V,eskatu,pregare
1558,bitten::V,galdegin,pregare
1559,erzählen::V,edestu,narrare
1560,erzählen::V,edestu,raccontare
1561,erzählen::V,kontatu,narrare
1562,erzählen::V,kontatu,raccontare
1563,mitteilen::V,jakinarazi,comunicare
1564,nennen::V,izena eman,nominare
1565,rufen::V,dei egin,chiamare
1566,prahlen::V,harrokerian ibili,vantarsi
1567,prahlen::V,ahoberokeriak esan,vantarsi
1568,übersetzen::V,itzuli,tradurre
1569,denken::V,pentsatu,pensare
1570,denken::V,gogoeta egin,pensare
1571,glauben::V,sinetsi,credere
1572,bemerken::V,ohartu,notare
1573,bemerken::V,ohartu,osservare
1574,bemerken::V,konturatu,notare
1575,bemerken::V,konturatu,osservare
1576,erkennen::V,ezagutu,riconoscere
1577,erkennen::V,antzeman,riconoscere
1578,begreifen::V,ulertu,capire
1579,begreifen::V,ulertu,comprèndere
1580,verstehen::V,aditu,intèndere
1581,verstehen::V,aditu,comprèndere
1582,lernen::V,ikasi,imparare
1583,lernen::V,ikasi,apprèndere
1584,wissen::V,jakin,sapere
1585,sich erinnern an::V,gogoratu,ricordare
1586,sich erinnern an::V,gogoratu,ricordarsi di
1587,sich erinnern an::V,gogoan izan,ricordare
1588,sich erinnern an::V,gogoan izan,ricordarsi di
1589,vergessen::V,ahaztu,dimenticare
1590,vergessen::V,ahantzi,dimenticare
1591,messen::V,neurtu,misurare
1592,zählen::V,zenbatu,contare
1593,zählen::V,kopuratu,contare
1594,rechnen::V,kalkulatu,contare
1595,rechnen::V,kalkulatu,calcolare
1596,lesen::V,irakurri,lèggere
1597,malen::V,margotu,dipìngere
1598,zeichnen::V,marraztu,disegnare
1599,schreiben::V,idatzi,scrìvere
1600,besitzen::V,ukan,possedere
1601,besitzen::V,eduki,possedere
1602,kaufen::V,erosi,comprare
1603,kaufen::V,erosi,acquistare
1604,verkaufen::V,saldu,vendere
1605,bezahlen::V,ordaindu,pagare
1606,zahlen::V,ordaindu,pagare
1607,beherrschen::V,menpean izan,dominare
1608,ertragen::V,jasan,sopportare
1609,ertragen::V,pairatu,sopportare
