,Concept_ID,eu,it
284,Mutter::N,ama,madre
285,Sohn::N,seme,figlio
286,Tochter::N,alaba,figlia
287,Bruder::N,neba,fratello
288,Bruder::N,anaia,fratello
289,Schwester::N,ahizpa,sorella
290,Onkel::N,osaba,zio
291,Tante::N,izeba,zia
292,Ehemann::N,senar,marito
293,Ehefrau::N,emazte,moglie
294,Freude::N,poz,gioia
295,Freude::N,poz,piacere
296,Freude::N,pozkari,gioia
297,Freude::N,pozkari,piacere
298,Gelächter::N,barre,risata
299,Gelächter::N,karkara,risata
300,Glück::N,zori,felicità
301,Kummer::N,xangrin,afflizione
302,Kummer::N,atsekabe,afflizione
303,Wunsch::N,nahi,desiderio
304,Wunsch::N,nahikunde,desiderio
305,Lust::N,gogo,voglia
306,Geist::N,gogo,mente
307,Geist::N,gogo,spìrito
308,Gedanke::N,gogoeta,idea
309,Gedanke::N,gogoeta,pensiero
310,Gedächtnis::N,oroimen,memoria
311,Gedächtnis::N,gogoramen,memoria
312,Verstand::N,adimen,intelletto
313,Verstand::N,ulermen,intelletto
314,Sinn::N,zentzu,senso
315,Sinn::N,zentzu,significato
316,Grund::N,zergati,causa
317,Grund::N,zergati,motivo
318,Grund::N,zergati,ragione
319,Wahrheit::N,egia,verità
320,Gespräch::N,hizketa,discorso
321,Gespräch::N,hizketa,conversazione
322,Gespräch::N,elkarrizketa,discorso
323,Gespräch::N,elkarrizketa,conversazione
324,Märchen::N,ipuin,fiaba
325,Märchen::N,ipuin,fàvola
326,Erzählung::N,edesti,racconto
327,Erzählung::N,edesti,narrazione
328,Erzählung::N,kontakizun,racconto
329,Erzählung::N,kontakizun,narrazione
330,Nachricht::N,albiste,messaggio
331,Neuigkeit::N,berri,notizia
332,Name::N,izen,nome
333,Rätsel::N,asmakizun,indovinello
334,Rede::N,hitzaldi,discorso
335,Rede::N,mintzaldi,discorso
336,Sprache::N,hizkuntza,lingua
337,Sprache::N,hizkuntza,linguaggio
338,Stimme::N,ahots,voce
339,Wort::N,hitz,parola
340,Zeichen::N,agerbide,segno
341,Zeichen::N,agerbide,segnale
342,Zeichen::N,agergarri,segno
343,Zeichen::N,agergarri,segnale
344,Ruf::N,dei,chiamata
345,Lärm::N,zarata,chiasso
346,Lärm::N,zarata,strèpito
347,Lärm::N,harrabots,chiasso
348,Lärm::N,harrabots,strèpito
349,Laut::N,hots,suono
350,Ton::N,tonu,tono
351,Ton::N,soinu,tono
352,Lied::N,abesti,canto
353,Lied::N,abesti,canzone
354,Ruhe::N,nasaitasun,calma
355,Ruhe::N,nasaitasun,tranquillità
356,Leute::N,jende,gente
357,Volk::N,herri,pòpolo
358,Volk::N,populu,pòpolo
359,Arbeit::N,lan,lavoro
360,Gast::N,arrotz,òspite
361,Gast::N,arrotz,invitato
362,Gast::N,apopilo,òspite
363,Gast::N,apopilo,invitato
364,Geschenk::N,opari,regalo
365,Spiel::N,jolas,gioco
366,Gesellschaft::N,gizarte,compagnìa
367,Hilfe::N,helpide,aiuto
368,Hilfe::N,helpide,soccorso
369,Hilfe::N,laguntza,aiuto
370,Hilfe::N,laguntza,soccorso
371,Freund::N,lagun,amico
372,Kamerad::N,adiskide,camerata
373,Kamerad::N,lagunkide,camerata
374,Angelegenheit::N,afera,affare
375,Angelegenheit::N,afera,faccenda
376,Anzahl::N,kopuru,nùmero
377,Anzahl::N,kopuru,quantità
378,Art::N,mota,tipo
379,Art::N,mota,specie
380,Stück::N,puska,pezzo
381,Teil::N,atal,parte
382,Hälfte::N,erdi,metà
383,Kreis::N,biribilki,cìrcolo
384,Kreuz::N,gurutze,croce
385,Linie::N,linea,lìnea
386,Strich::N,marra,tratto
387,Abstand::N,tarte,distanza
388,Entfernung::N,urrunera,distanza
389,Entfernung::N,urrunera,lontananza
390,Gegend::N,alderdi,regione
391,Gegend::N,eskualde,regione
392,Platz::N,leku,posto
393,Platz::N,leku,spazio
394,Ort::N,toki,luogo
395,Ort::N,toki,località
396,Seite::N,albo,lato
397,Seite::N,albo,parte
398,Mitte::N,erdi,mezzo
399,Mitte::N,erdi,centro
400,Gegenstand::N,gauzaki,oggetto
401,Sache::N,gauza,cosa
402,Rand::N,ertz,orlo
403,Rand::N,ertz,bordo
404,Kante::N,ertz,spìgolo
405,Ecke::N,kantoi,canto
406,Spitze::N,punta,punta
407,Ende::N,buru,capo
408,Ende::N,buru,estremità
409,Ende::N,mutur,capo
410,Ende::N,mutur,estremità
411,Loch::N,zulo,buco
412,Winkel::N,zoko,àngolo
413,Winkel::N,bazter,àngolo
414,Muster::N,eredu,disegno
415,Muster::N,marrazki,disegno
416,Größe::N,kaizu,taglia
417,Größe::N,kaizu,grandezza
418,Größe::N,tamaina,taglia
419,Größe::N,tamaina,grandezza
420,Länge::N,luzera,lunghezza
421,Höhe::N,goiera,altezza
422,Höhe::N,garaiera,altezza
423,Gewicht::N,hazta,peso
424,Menge::N,kopuru,quantità
425,Haufen::N,pila,cùmulo
426,Haufen::N,pila,mucchio
427,Haufen::N,mendoi,cùmulo
428,Haufen::N,mendoi,mucchio
429,Reihe::N,ilara,fila
430,Reihe::N,errenkada,fila
431,Boot::N,potin,barca
432,Boot::N,potin,battello
433,Boot::N,txalupa,barca
434,Boot::N,txalupa,battello
435,Ruder::N,arraun,remo
436,Schlitten::N,lera,slitta
437,Schlitten::N,narra,slitta
438,Ski::N,eski,sci
439,Lagerfeuer::N,su,falò
440,Lagerfeuer::N,su,fuoco di bivacco
441,Last::N,zama,càrico
442,Last::N,karga,càrico
443,Gang::N,ibilera,andata
444,Schritt::N,pauso,passo
445,Schritt::N,urrats,passo
446,Norden::N,ipar,nord
447,Norden::N,ipar,settentrione
448,Norden::N,iparralde,nord
449,Norden::N,iparralde,settentrione
450,Süden::N,hego,sud
451,Süden::N,hego,meridione
452,Süden::N,hegoalde,sud
453,Süden::N,hegoalde,meridione
454,Westen::N,sartalde,òvest
455,Westen::N,sartalde,occidente
456,Westen::N,mendebalde,òvest
457,Westen::N,mendebalde,occidente
458,Osten::N,ekialde,est
459,Osten::N,ekialde,oriente
460,Osten::N,sortalde,est
461,Osten::N,sortalde,oriente
462,Holz::N,zur,legno
463,Brett::N,ohol,asse
464,Brett::N,ohol,tàvola
465,Platte::N,lauza,lastra
466,Platte::N,lauza,piastra
467,Stütze::N,irozgarri,supporto
468,Stütze::N,bermagailu,supporto
469,Stange::N,haga,sbarra
470,Stange::N,haga,pèrtica
471,Stock::N,makila,verga
472,Stock::N,makila,bastone
473,Stock::N,makila,bacchetta
474,Stab::N,makila,asta
475,Rohr::N,hodi,tubo
476,Haus::N,etxe,casa
477,Heim::N,etxe,casa
478,Heim::N,etxaleku,casa
479,Ofen::N,berogailu,stufa
480,Fußboden::N,zoru,pavimento
481,Tisch::N,mahai,tàvolo
482,Stuhl::N,aulki,sedia
483,Wiege::N,kuma,culla
484,Wiege::N,sehaska,culla
485,Bett::N,ohe,letto
486,Bett::N,ohatze,letto
487,Regal::N,apalategi,scaffale
488,Kiste::N,kutxa,cassa
489,Fenster::N,leiho,finestra
490,Tür::N,ate,porta
491,Tor::N,atari,portone
492,Zaun::N,hesi,recinto
493,Dach::N,teilatu,tetto
494,Leiter::N,zurubi,scala
495,Leiter::N,zurubi,scala a pioli
496,Besen::N,erratz,scopa
497,Spaten::N,burdinpala,vanga
498,Schaufel::N,pala,pala
499,Gabel::N,sardexka,forchetta
500,Löffel::N,koilara,cucchiaio
501,Messer::N,aizto,coltello
502,Nagel::N,iltze,chiodo
503,Netz::N,sare,rete
504,Haken::N,mako,uncino
505,Griff::N,eskutoki,mànico
506,Griff::N,eskutoki,maniglia
507,Schloss::N,sarraila,serratura
508,Bild::N,irudi,quadro
509,Bild::N,irudi,immàgine
510,Figur::N,figura,figura
511,Puppe::N,panpina,bàmbola
512,Puppe::N,andrakila,bàmbola
513,Beutel::N,zorro,borsa
514,Beutel::N,zorro,sacchetto
515,Bündel::N,azao,fascio
516,Bündel::N,azao,fagotto
517,Bündel::N,espal,fascio
518,Bündel::N,espal,fagotto
519,Tasche::N,poltsa,borsa
520,Eimer::N,treska,secchio
521,Deckel::N,tapa,coperchio
522,Deckel::N,estalki,coperchio
523,Geschirr::N,baxera,stoviglie
524,Geschirr::N,ontziteria,stoviglie
525,Sack::N,zaku,sacco
526,Tasse::N,kikara,tazza
527,Topf::N,ontzi,pèntola
528,Topf::N,lapiko,pèntola
529,Kessel::N,pazia,paiolo
530,Kessel::N,pazia,calderone
531,Essen::N,janaldi,pasto
532,Essen::N,janaldi,mangiare
533,Nahrung::N,jan,cibo
534,Nahrung::N,jan,alimento
535,Speise::N,jaki,piatto
536,Fleisch::N,okela,carne
537,Fleisch::N,haragi,carne
538,Getreide::N,labore,cereali
539,Brei::N,ahi,purè
540,Brei::N,ahi,pappa
541,Brei::N,pure,purè
542,Brei::N,pure,pappa
543,Brot::N,ogi,pane
544,Scheibe::N,xerra,fetta
545,Scheibe::N,xerra,trancia
546,Scheibe::N,pirripita,fetta
547,Scheibe::N,pirripita,trancia
548,Fett::N,urin,grasso
549,Fett::N,koipe,grasso
550,Butter::N,gurin,burro
551,Öl::N,olio,olio
552,Salz::N,gatz,sale
553,Suppe::N,zopa,zuppa
554,Suppe::N,zopa,minestra
555,Suppe::N,salda,zuppa
556,Suppe::N,salda,minestra
557,Honig::N,ezti,miele
558,Milch::N,esne,latte
559,Tee::N,te,tè
560,Leder::N,larru,pelle
561,Wolle::N,artile,lana
562,Stoff::N,ehun,panno
563,Stoff::N,ehun,tessuto
564,Nadel::N,orratz,ago
565,Nadel::N,jostorratz,ago
566,Faden::N,hari,filo
567,Knopf::N,botoi,bottone
568,Knoten::N,korapilo,nodo
569,Farbe::N,pintura,pittura
570,Kleidung::N,arropa,vestiti
571,Kleidung::N,arropa,vestiario
572,Kleidung::N,jantziak,vestiti
573,Kleidung::N,jantziak,vestiario
574,Hemd::N,atorra,camicia
575,Hemd::N,alkandora,camicia
576,Kragen::N,idun,bàvero
577,Kragen::N,idun,colletto
578,Ärmel::N,mahuka,mànica
579,Hose::N,prakak,calzoni
580,Hose::N,galtzak,calzoni
581,Gürtel::N,gerriko,cintura
582,Mütze::N,txano,berretto
583,Mütze::N,txapel,berretto
584,Schuh::N,oski,scarpa
585,Schuh::N,oinetako,scarpa
586,Stiefel::N,bota,stivale
587,Ring::N,uztai,anello
588,Band::N,zinta,nastro
589,Band::N,zinta,fettuccia
590,Band::N,xingola,nastro
591,Band::N,xingola,fettuccia
592,Kamm::N,orrazi,pèttine
593,Spiegel::N,mirail,specchio
594,Riemen::N,uhal,cinghia
595,Schnur::N,lokailu,corda
596,Leine::N,lotura,guinzaglio
597,Decke::N,burusi,coperta
598,Kissen::N,kuxin,cuscino
599,Kissen::N,kuxin,guanciale
600,Tuch::N,zapi,fazzoletto
601,Tuch::N,oihal,fazzoletto
602,Handtuch::N,eskuzapi,asciugamano
603,Handtuch::N,eskuoihal,asciugamano
604,Kraft::N,indar,forza
605,Stärke::N,indar,forza
606,Stärke::N,indar,vigore
607,Stärke::N,indar,fortezza
608,Gesundheit::N,osasun,salute
609,Krankheit::N,eritasun,malattìa
610,Krankheit::N,gaixotasun,malattìa
611,Schmerz::N,min,dolore
612,Wunde::N,zauri,piaga
613,Wunde::N,zauri,ferita
614,Fieber::N,sukar,febbre
615,Arznei::N,osagai,fàrmaco
616,Arznei::N,osagai,medicina
617,Arznei::N,sendagai,fàrmaco
618,Arznei::N,sendagai,medicina
619,Brücke::N,zubi,ponte
620,Brunnen::N,putzu,pozzo
621,Weide::N,alha,pàscolo
622,Weide::N,bazkaleku,pàscolo
623,Pfad::N,zidor,sentiero
624,Pfad::N,bidexka,sentiero
625,Weg::N,bide,via
626,Weg::N,bide,cammino
627,Straße::N,errepide,strada
628,Dorf::N,herri,paese
629,Dorf::N,herri,villaggio
630,Stadt::N,hiri,città
631,Brief::N,gutun,lèttera
632,Brief::N,eskutitz,lèttera
633,Buch::N,liburu,libro
634,Buchstabe::N,hizki,lèttera
635,Zeitung::N,egunkari,giornale
636,Leben::N,bizi,vita
637,Leben::N,bizitza,vita
638,Tod::N,herio,morte
639,Tod::N,heriotza,morte
640,Grab::N,hobi,tomba
641,Grab::N,hobi,sepolcro
642,Grab::N,hilobi,tomba
643,Grab::N,hilobi,sepolcro
644,Kirche::N,eliza,chiesa
645,Sünde::N,hoben,peccato
646,Sünde::N,bekatu,peccato
647,Gott::N,jainko,dio
648,Arbeiter::N,langile,operaio
649,Arbeiter::N,langile,lavoratore
650,Arbeiter::N,behargin,operaio
651,Arbeiter::N,behargin,lavoratore
652,Chef::N,nagusi,capo
653,Chef::N,nagusi,padrone
654,Meister::N,maisu,mastro
655,Meister::N,maisu,maestro
656,Arzt::N,osagile,mèdico
657,Arzt::N,osagile,dottore
658,Arzt::N,sendagile,mèdico
659,Arzt::N,sendagile,dottore
660,Lehrer::N,irakasle,professore
661,Geld::N,diru,soldi
662,Geld::N,diru,denaro
663,Geschäft::N,negozio,affare
664,Geschäft::N,negozio,negozio
665,Laden::N,denda,negozio
666,Laden::N,saltegi,negozio
667,Preis::N,prezio,prezzo
668,Preis::N,salneurri,prezzo
669,Ware::N,salgai,merce
670,Nutzen::N,onura,ùtile
671,Nutzen::N,onura,profitto
672,Nutzen::N,probetxu,ùtile
673,Nutzen::N,probetxu,profitto
674,Reichtum::N,aberastasun,ricchezza
675,Welt::N,ludi,mondo
676,Welt::N,mundu,mondo
677,Land::N,herrialde,paese
678,Staat::N,estatu,Stato
679,König::N,errege,re
680,Macht::N,botere,potere
681,Grenze::N,muga,confine
682,Grenze::N,muga,frontiera
683,Krieg::N,guda,guerra
684,Feind::N,etsai,nemico
685,Feind::N,arerio,nemico
686,Gewalt::N,bortxa,violenza
687,Gewalt::N,bortizkeria,violenza
688,Kampf::N,gudu,lotta
689,Kampf::N,auska,lotta
690,Bogen[Waffe]::N,arku,arco
691,Pfeil::N,gezi,freccia
692,Gewehr::N,fusil,fucile
693,Fehler::N,huts,errore
694,Fehler::N,huts,sbaglio
695,Fehler::N,hutsegin,errore
696,Fehler::N,hutsegin,sbaglio
697,Lüge::N,gezur,bugìa
698,Lüge::N,gezur,menzogna
699,Schaden::N,kalte,danno
700,Unglück::N,zoritxar,sfortuna
701,Unglück::N,zorigaitz,sfortuna
702,Schuld::N,erru,colpa
703,Alter::N,adin,età
704,Schluss::N,bukaera,fine
705,Zeit::N,aldi,tempo
706,Zeit::N,denbora,tempo
707,Tag::N,egun,giorno
708,Tag::N,egun,giornata
709,Morgen::N,goiz,mattina
710,Mittag::N,eguerdi,mezzogiorno
711,Abend::N,arrats,sera
712,Abend::N,arrats,serata
713,Nacht::N,gau,notte
714,Woche::N,aste,settimana
715,Monat::N,hil,mese
716,Jahr::N,urte,anno
717,Frühling::N,udalehen,primavera
718,Sommer::N,uda,estate
719,Herbst::N,udazken,autunno
720,Herbst::N,neguantz,autunno
721,Winter::N,negu,inverno
722,Januar::N,urtarril,gennaio
723,Februar::N,otsail,febbraio
724,März::N,martxo,marzo
725,April::N,apiril,aprile
726,Mai::N,maiatz,maggio
727,Juni::N,ekain,giugno
728,Juli::N,uztail,luglio
729,August::N,abuztu,agosto
730,September::N,irail,settembre
731,Oktober::N,urri,ottobre
732,November::N,azaro,novembre
733,Dezember::N,abendu,dicembre
734,Montag::N,astelehen,lunedì
735,Dienstag::N,astearte,martedì
736,Mittwoch::N,asteazken,mercoledì
737,Donnerstag::N,ostegun,giovedì
738,Freitag::N,ostiral,venerdì
739,Samstag::N,larunbat,sàbato
740,Sonntag::N,igande,domenica
741,groß::A,handi,grande
742,klein::A,txiki,pìccolo
743,lang::A,luze,lungo
744,kurz::A,labur,corto
745,breit::A,zabal,largo
746,schmal::A,mehar,stretto
747,dicht::A,sarri,denso
748,dicht::A,trinko,denso
749,dick[Gegenstand]::A,lodi,spesso
750,dünn::A,mehe,sottile
751,fein::A,fin,fine
752,fein::A,fin,delicato
753,fest::A,tinko,sodo
754,fest::A,tinko,fisso
755,flach::A,lau,piano
756,flach::A,lau,piatto
757,flach::A,ordoki,piano
758,flach::A,ordoki,piatto
759,glatt::A,leun,liscio
760,hart::A,gogor,duro
761,weich::A,bigun,molle
762,weich::A,beratz,molle
763,rund::A,biribil,rotondo
764,spitz::A,puntadun,aguzzo
765,spitz::A,puntadun,appuntito
766,scharf::A,zorrotz,affilato
767,scharf::A,zorrotz,tagliente
768,stumpf::A,kamuts,smussato
769,schwer::A,astun,pesante
770,schwer::A,pisutsu,pesante
771,schön::A,eder,bello
772,heiß::A,bero,caldo
773,heiß::A,bero,bollente
774,heiß::A,oso bero,caldo
775,heiß::A,oso bero,bollente
776,warm::A,bero,caldo
777,kalt::A,hotz,freddo
778,kühl::A,hotzil,fresco
779,frisch::A,fresko,fresco
780,frisch::A,hozkirri,fresco
781,feucht::A,heze,ùmido
782,nass::A,busti,bagnato
783,trocken::A,siku,secco
784,trocken::A,lehor,secco
785,voll::A,bete,pieno
786,leer::A,huts,vuoto
787,offen::A,ireki,aperto
788,geschlossen::A,itxita,chiuso
789,sauber::A,xahu,netto
790,sauber::A,xahu,pulito
791,sauber::A,garbi,netto
792,sauber::A,garbi,pulito
793,schmutzig::A,lohi,sporco
794,schmutzig::A,lohi,sùdicio
795,schmutzig::A,zikin,sporco
796,schmutzig::A,zikin,sùdicio
797,roh::A,gordin,crudo
798,reif::A,umo,maturo
799,reif::A,heldu,maturo
800,lecker::A,goxo,ghiotto
801,lecker::A,goxo,squisito
802,süß::A,goxo,dolce
803,bitter::A,karmin,amaro
804,bitter::A,garratz,amaro
805,sauer::A,mingots,aspro
806,sauer::A,mingots,acerbo
807,hell::A,argi,chiaro
808,dunkel::A,ilun,buio
809,dunkel::A,ilun,oscuro
810,schwarz::A,beltz,nero
811,weiß::A,zuri,bianco
812,rot::A,gorri,rosso
813,gelb::A,hori,giallo
814,blau::A,urdin,blu
815,blau::A,urdin,azzurro
816,grün::A,berde,verde
817,grün::A,musker,verde
818,grau::A,urdin,grigio
819,grau::A,urdinabar,grigio
820,bunt::A,koloretsu,variopinto
821,billig::A,merke,a buon prezzo
822,billig::A,merke,a buon mercato
823,teuer::A,garesti,caro
824,wertvoll::A,baliotsu,prezioso
