,Concept_ID,mn,lt
79,Welle::N,давалгаа,vilnis
80,Wasser::N,ус,vanduo
81,Stein::N,чулуу,akmuo
82,Boden::N,хөрс,žemė
83,Boden::N,хөрс,dugnas
84,Erde::N,газар,žemė
85,Erde::N,шороо,žemė
86,Staub::N,тоос,dulkės
87,Rauch::N,утаа,dūmai
88,Funke::N,оч,kibirkštis
89,Feuer::N,гал,ugnis
90,Licht::N,гэрэл,šviesa
91,Licht::N,гэгээ,šviesa
92,Schatten::N,сүүдэр,paūksmė
93,Wetter::N,тэнгэр,oras
94,Wetter::N,цаг уур,oras
95,Nebel::N,будан,migla
96,Nebel::N,будан,rūkas
97,Wolke::N,үүл,debesis
98,Regen::N,бороо,lietus
99,Schnee::N,цас,sniegas
100,Eis::N,мөс,ledas
101,Frost::N,хүйт,šalna
102,Kälte::N,хүйт,šaltis
103,Hitze::N,халуун,karštis
104,Raureif::N,цан,šerkšnas
105,Raureif::N,хяруу,šerkšnas
106,Regenbogen::N,солонго,vaivorykštė
107,Donner::N,тэнгэрийн дуу,perkūnas
108,Donner::N,тэнгэрийн дуу,griaustinis
109,Strömung::N,урсгал,tėkmė
110,Tropfen::N,дусал,lašas
111,Schaum::N,хөөс,putos
112,Schmutz::N,хир,purvas
113,Schmutz::N,шавхай,purvas
114,See::N,нуур,ežeras
115,Sumpf::N,намаг,klampynė
116,Sumpf::N,намаг,liūnas
117,Sumpf::N,балчиг,klampynė
118,Sumpf::N,балчиг,liūnas
119,Moor::N,хүлрийн намаг,pelkė
120,Wiese::N,нуга,pieva
121,Wald::N,ой,miškas
122,Hügel::N,болдог,kalva
123,Anhöhe::N,гүвээ,kauburys
124,Berg::N,уул,kalnas
125,Gipfel::N,орой,viršūnė
126,Gipfel::N,оргил,viršūnė
127,Höhle::N,агуй,ola
128,Abhang::N,хүр,šlaitas
129,Abhang::N,хүр,nuokalnė
130,Quelle::N,булаг,versmė
131,Quelle::N,булаг,šaltinis
132,Bach::N,горхи,upelis
133,Fluss::N,гол,upė
134,Fluss::N,мөрөн,upė
135,Ufer::N,эрэг,krantas
136,Küste::N,эрэг,pajūris
137,Festland::N,хуурай газар,sausuma
138,Meer::N,далай,jūra
139,Meer::N,тэнгис,jūra
140,Bucht::N,булан,įlanka
141,Bucht::N,булан,užutekis
142,Bucht::N,далайн тохой,įlanka
143,Bucht::N,далайн тохой,užutekis
144,Insel::N,арал,sala
145,Blume::N,цэцэг,gėlė
146,Gras::N,өвс,žolė
147,Gras::N,ногоо,žolė
148,Wurzel::N,үндэс,šaknis
149,Baum::N,мод,medis
150,Stamm::N,иш,kamienas
151,Stamm::N,гуалин,kamienas
152,Rinde::N,холтос,žievė
153,Ast::N,гишүү,šaka
154,Zweig::N,салаа,šakelė
155,Blatt::N,навч,lapas
156,Birke::N,хус,beržas
157,Kiefer[Baum]::N,нарс,pušis
158,Weide[Baum]::N,уд,karklas
159,Weide[Baum]::N,бургас,karklas
160,Tanne::N,гачуур,eglė
161,Tanne::N,гачуур,kėnis
162,Horn::N,эвэр,ragas
163,Feder::N,өд,plunksna
164,Fell::N,арьс,kailis
165,Flügel::N,жигүүр,sparnas
166,Flügel::N,далавч,sparnas
167,Klaue::N,савар,kanopa
168,Klaue::N,хумс,kanopa
169,Kralle::N,савар,nagas
170,Schwanz::N,сүүл,uodega
171,Ei::N,өндөг,kiaušinis
172,Nest::N,үүр,gūžta
173,Nest::N,үүр,lizdas
174,Bau::N,нүх,ola
175,Bau::N,элүү,ola
176,Tier::N,амьтан,gyvūnas
177,Tier::N,адгуус,gyvūnas
178,Herde::N,сүрэг,banda
179,Herde::N,сүрэг,kaimenė
180,Kuh::N,үнээ,karvė
181,Bulle::N,бух,bulius
182,Pferd::N,морь,arklys
183,Pferd::N,адуу,arklys
184,Schaf::N,хонь,avis
185,Schwein::N,гахай,kiaulė
186,Hund::N,нохой,šuo
187,Katze::N,муур,katė
188,Katze::N,мигуй,katė
189,Bär::N,баавгай,lokys
190,Eichhörnchen::N,хэрэм,voveraitė
191,Elch::N,хандгай,briedis
192,Fuchs::N,үнэг,lapė
193,Hase::N,туулай,kiškas
194,Maus::N,хулгана,pelė
195,Wolf::N,чоно,vilkas
196,Vogel::N,шувуу,paukštis
197,Schwarm::N,сүрэг,spiečius
198,Huhn::N,тахиа,višta
199,Hahn::N,эр тахиа,gaidys
200,Gans::N,галуу,žąsis
201,Adler::N,бүргэд,erelis
202,Ente::N,нугас,antis
203,Eule::N,ууль,pelėda
204,Kranich::N,тогоруу,gervė
205,Krähe::N,хэрээ,varna
206,Kuckuck::N,хөхөө,gegužė
207,Schwan::N,хун,gulbė
208,Fisch::N,загас,žuvis
209,Barsch::N,алгана,ešerys
210,Hecht::N,цурхай,lydeka
211,Schlange[Tier]::N,могой,gyvatė
212,Wurm::N,өт,kirmėlė
213,Wurm::N,хорхой,kirmėlė
214,Spinne::N,аалз,voras
215,Ameise::N,шоргоолж,skruzdė
216,Laus::N,бөөс,utėlė
217,Mücke::N,шумуул,uodas
218,Fliege::N,ялаа,musė
219,Schmetterling::N,эрвээхэй,drugys
220,Schmetterling::N,эрвээхэй,peteliškė
221,Beere::N,жимсгэнэ,uoga
222,Apfel::N,алим,obuolys
223,Pilz::N,мөөг,grybas
224,Zwiebel::N,сонгино,svogūnas
225,Saat::N,тариа,sėkla
226,Korn::N,үр,grūdai
227,Korn::N,мөхлөг,grūdai
228,Heu::N,өвс,šienas
229,Schale::N,хальс,žievelė
230,Grube::N,алам,duobė
231,Grube::N,нүх,duobė
232,Falle::N,хавх,pinklės
233,Falle::N,хавх,žabangai
234,Falle::N,занга,pinklės
235,Falle::N,занга,žabangai
236,Schlinge::N,урхи,kilpa
237,Spur::N,мөр,vėžė
238,Spur::N,мөр,pėdos
239,Spur::N,мөр,pėdsakas
240,Asche::N,үнс,pelenai
241,Dreck::N,хир,purvas
242,Eisen::N,төмөр,geležis
243,Gold::N,алт,auksas
244,Silber::N,мөнгө,sidabras
245,Kohle::N,нүүрс,anglis
246,Glas::N,шил,stiklas
247,Lehm::N,шавар,molis
248,Sand::N,элс,smėlis
249,Mensch::N,хүн,žmogus
250,Mann::N,эр,vyras
251,Mann::N,эр,vyriškis
252,Mann::N,эрэгтэй,vyras
253,Mann::N,эрэгтэй,vyriškis
254,Frau::N,эмэгтэй,moteris
255,Frau::N,хатагтай,moteris
256,Kind::N,хүүхэд,vaikas
257,Junge::N,хүү,vaikinas
258,Junge::N,хүү,berniukas
259,Mädchen::N,охин,mergytė
260,Mädchen::N,охин,mergaitė
261,Mädchen::N,бүсгүй,mergytė
262,Mädchen::N,бүсгүй,mergaitė
263,Familie::N,айл,šeima
264,Großvater::N,өвгөн аав,senelis
265,Großmutter::N,эмэг эх,senelė
266,Großmutter::N,эмгээ,senelė
267,Eltern::N,эцэг эх,tėvai
268,Vater::N,аав,tėvas
269,Vater::N,эцэг,tėvas
270,Mutter::N,эх,motina
271,Mutter::N,ээж,motina
272,Sohn::N,хүү,sūnus
273,Tochter::N,охин,duktė
274,Bruder::N,ах,brolis
275,Bruder::N,дүү,brolis
276,Schwester::N,эгч,sesuo
277,Schwester::N,охин дүү,sesuo
278,Onkel::N,авга ах,dėdė
279,Onkel::N,нагац ах,dėdė
280,Tante::N,авга эгч,teta
281,Tante::N,нагац эгч,teta
282,Ehemann::N,нөхөр,vyras
283,Ehefrau::N,эхнэр,žmona
284,Ehefrau::N,гэргий,žmona
285,Freude::N,баяр,džiaugsmas
286,Freude::N,баясгалан,džiaugsmas
287,Gelächter::N,инээдэм,juokas
288,Glück::N,жаргалан,laimė
289,Kummer::N,гаслан,vargas
290,Kummer::N,гаслан,rūpestis
291,Wunsch::N,ерөөл,troškimas
292,Wunsch::N,ерөөл,pageidavimas
293,Lust::N,дур,noras
294,Lust::N,дур,geidulys
295,Lust::N,хүсэл,noras
296,Lust::N,хүсэл,geidulys
297,Geist::N,оюун,dvasia
298,Gedanke::N,сэтгэл,mintis
299,Gedächtnis::N,ой,atmintis
300,Gedächtnis::N,цээж,atmintis
301,Verstand::N,ухаан,protas
302,Sinn::N,утга,prasmė
303,Grund::N,учир,priežastis
304,Wahrheit::N,үнэн,tiesa
305,Wahrheit::N,үнэн,teisybė
306,Gespräch::N,яриа,pokalbis
307,Märchen::N,явган үлгэр,pasaka
308,Erzählung::N,тууж,apsakymas
309,Erzählung::N,тууж,pasakojimas
310,Nachricht::N,мэдээ,žinia
311,Neuigkeit::N,сонин,naujiena
312,Name::N,нэр,vardas
313,Rätsel::N,оньсого,mįslė
314,Rede::N,хэлсэн үг,kalba
315,Sprache::N,хэл,kalba
316,Stimme::N,дуу,balsas
317,Wort::N,үг,žodis
318,Zeichen::N,тамга,žymė
319,Zeichen::N,тамга,ženklas
320,Zeichen::N,тэмдэг,žymė
321,Zeichen::N,тэмдэг,ženklas
322,Ruf::N,дуудлага,šauksmas
323,Lärm::N,шуугиан,triukšmas
324,Lärm::N,чимээ,triukšmas
325,Laut::N,анир,garsas
326,Laut::N,дуу,garsas
327,Ton::N,авиа,tonas
328,Ton::N,авиа,garsas
329,Ton::N,аялгуу,tonas
330,Ton::N,аялгуу,garsas
331,Lied::N,дуу,daina
332,Lied::N,дуу,giesmė
333,Ruhe::N,энх,ramybė
334,Ruhe::N,энх,ramumas
335,Ruhe::N,тайван,ramybė
336,Ruhe::N,тайван,ramumas
337,Leute::N,хүмүүс,žmonės
338,Volk::N,улс,tauta
339,Arbeit::N,ажил,darbas
340,Arbeit::N,ажил,triūsas
341,Arbeit::N,хөдөлмөр,darbas
342,Arbeit::N,хөдөлмөр,triūsas
343,Gast::N,зочин,svečias
344,Gast::N,айлчин,svečias
345,Geschenk::N,бэлэг,dovana
346,Spiel::N,наадам,žaismas
347,Spiel::N,наадам,žaidimas
348,Spiel::N,тоглоом,žaismas
349,Spiel::N,тоглоом,žaidimas
350,Gesellschaft::N,хамт байх,draugija
351,Gesellschaft::N,хамт байх,kompanija
352,Hilfe::N,тусламж,pagalba
353,Freund::N,найз,draugas
354,Freund::N,найз,bičiulis
355,Freund::N,нөхөр,draugas
356,Freund::N,нөхөр,bičiulis
357,Kamerad::N,хань,draugas
358,Kamerad::N,нөхөр,draugas
359,Angelegenheit::N,хэрэг,dalykas
360,Angelegenheit::N,хэрэг,reikalas
361,Anzahl::N,тоо,kiekis
362,Anzahl::N,тоо,skaičius
363,Art::N,төрөл,rūšis
364,Art::N,янз,rūšis
365,Stück::N,хэсэг,gabalas
366,Teil::N,хувь,dalis
367,Teil::N,хэсэг,dalis
368,Hälfte::N,хагас,pusė
369,Kreis::N,тойрог,ratas
370,Kreis::N,тойрог,apskritis
371,Kreis::N,тойрог,apskritimas
372,Kreis::N,хүрээ,ratas
373,Kreis::N,хүрээ,apskritis
374,Kreis::N,хүрээ,apskritimas
375,Kreuz::N,загалмай,kryžius
376,Linie::N,шугам,linija
377,Strich::N,зураас,brėžis
378,Strich::N,зураас,brūkšnys
379,Abstand::N,зай,atstumas
380,Entfernung::N,зай,atstumas
381,Entfernung::N,хол ойр,atstumas
382,Gegend::N,хавь,vietovė
383,Gegend::N,газар,vietovė
384,Platz::N,зай,vieta
385,Platz::N,завсар,vieta
386,Ort::N,газар,vieta
387,Ort::N,газар,vietovė
388,Ort::N,байр,vieta
389,Ort::N,байр,vietovė
390,Seite::N,тал,pusė
391,Seite::N,тал,šonas
392,Seite::N,этгээд,pusė
393,Seite::N,этгээд,šonas
394,Mitte::N,төв,vidurys
395,Mitte::N,дунд,vidurys
396,Gegenstand::N,юм,dalykas
397,Sache::N,үйл,daiktas
398,Sache::N,хэрэг,daiktas
399,Rand::N,зах,kraštas
400,Rand::N,зах,pakraštys
401,Rand::N,хөвөө,kraštas
402,Rand::N,хөвөө,pakraštys
403,Kante::N,ирмэг,kraštas
404,Ecke::N,өнцөг,kertė
405,Ecke::N,өнцөг,kampas
406,Spitze::N,үзүүр,priekis
407,Spitze::N,үзүүр,priešakys
408,Ende::N,зах,galas
409,Ende::N,үзүүр,galas
410,Loch::N,цоорхой,skylė
411,Loch::N,онгорхой,skylė
412,Winkel::N,өнцөг,kampas
413,Winkel::N,өнцөг,kampelis
414,Muster::N,хээ,raštas
415,Muster::N,угалз,raštas
416,Größe::N,хэмжээ,dydis
417,Größe::N,хэмжээ,didumas
418,Länge::N,урт,ilgis
419,Länge::N,урт,ilgumas
420,Höhe::N,өндөр,aukštis
421,Höhe::N,өндөр,aukštuma
422,Gewicht::N,жин,svoris
423,Gewicht::N,жин,svarstis
424,Menge::N,тоо,kiekis
425,Menge::N,тоо,daugybė
426,Haufen::N,бөөн,krūva
427,Haufen::N,бөөн,šūsnis
428,Reihe::N,эгнээ,greta
429,Boot::N,завь,valtis
430,Boot::N,завь,laivelis
431,Ruder::N,сэлүүр,irklas
432,Schlitten::N,чарга,rogės
433,Schlitten::N,чарга,rogutės
434,Ski::N,цана,slidė
435,Lagerfeuer::N,түүдэг,laužas
436,Last::N,ачаа,našta
437,Last::N,ачаа,nešulys
438,Gang::N,явдал,eisena
439,Schritt::N,алхам,žingsnis
440,Norden::N,умар,šiaurė
441,Norden::N,умар,žiemiai
442,Süden::N,урд,pietūs
443,Süden::N,өмнө,pietūs
444,Westen::N,өрнө,vakarai
445,Westen::N,баруун,vakarai
446,Osten::N,зүүн,rytai
447,Osten::N,дорно,rytai
448,Holz::N,мод,mediena
449,Brett::N,банз,lenta
450,Platte::N,хавтан,plokštė
451,Stütze::N,тулгуур,atrama
452,Stütze::N,тулгуур,atspara
453,Stütze::N,тулга,atrama
454,Stütze::N,тулга,atspara
455,Stange::N,сургааг,lazda
456,Stange::N,сургааг,kartis
457,Stock::N,саваа,lazda
458,Stab::N,таяг,kartis
459,Rohr::N,хоолой,vamzdis
460,Haus::N,гэр,namas
461,Haus::N,байшин,namas
462,Heim::N,гэр,namai
463,Ofen::N,зуух,krosnis
464,Ofen::N,пийшин,krosnis
465,Fußboden::N,шал,grindys
466,Tisch::N,ширээ,stalas
467,Stuhl::N,сандал,kėdė
468,Wiege::N,өлгий,lopšys
469,Bett::N,ор,lova
470,Bett::N,ор,patalai
471,Regal::N,тавиур,lentyna
472,Kiste::N,авдар,dėžė
473,Kiste::N,хайрцаг,dėžė
474,Fenster::N,гэгээвч,langas
475,Tür::N,үүд,durys
476,Tür::N,хаалга,durys
477,Tor::N,хаалга,vartai
478,Zaun::N,хашаа,tvora
479,Dach::N,дээвэр,stogas
480,Leiter::N,шат,kopėčios
481,Besen::N,хамуур,šluota
482,Besen::N,туужуу,šluota
483,Spaten::N,хүрз,lopeta
484,Spaten::N,хүрз,kastuvas
485,Schaufel::N,хүрз,semtuvas
486,Gabel::N,сэрээ,šakutė
487,Löffel::N,халбага,šaukštas
488,Messer::N,хутга,peilis
489,Nagel::N,хадаас,vinis
490,Netz::N,өөш,tinklas
491,Netz::N,тор,tinklas
492,Haken::N,гох,vagis
493,Haken::N,гох,kablys
494,Griff::N,иш,kotas
495,Griff::N,иш,rankena
496,Griff::N,сэнж,kotas
497,Griff::N,сэнж,rankena
498,Schloss::N,цуурга,spyna
499,Schloss::N,цуурга,užraktas
500,Schloss::N,цоож,spyna
501,Schloss::N,цоож,užraktas
502,Bild::N,зураг,paveikslas
503,Figur::N,баримал,figūra
504,Puppe::N,хүүхэлдэй,lėlė
505,Beutel::N,агсаа,krepšys
506,Beutel::N,агсаа,maišelis
507,Beutel::N,уут,krepšys
508,Beutel::N,уут,maišelis
509,Bündel::N,боодол,ryšulys
510,Tasche::N,цүнх,krepšelis
511,Eimer::N,хөнөг,kibiras
512,Eimer::N,хувин,kibiras
513,Deckel::N,таг,dangtis
514,Deckel::N,хавхаг,dangtis
515,Geschirr::N,сав суулга,indai
516,Sack::N,шуудай,maišas
517,Tasse::N,аяга,puodukas
518,Topf::N,тогоо,puodas
519,Kessel::N,тогоо,katilas
520,Essen::N,идээ,valgis
521,Nahrung::N,хүнс,penas
522,Nahrung::N,хүнс,maistas
523,Speise::N,идээ,patiekalas
524,Fleisch::N,мах,mėsa
525,Getreide::N,будаа,javai
526,Brei::N,богшмол,košė
527,Brei::N,будаа,košė
528,Brot::N,талх,duona
529,Scheibe::N,зүсэм,riekė
530,Scheibe::N,хэрчим,riekė
531,Fett::N,өөх,taukai
532,Fett::N,өөх,riebalai
533,Butter::N,тос,sviestas
534,Öl::N,тос,aliejus
535,Salz::N,давс,druska
536,Suppe::N,шөл,sriuba
537,Honig::N,бал,medus
538,Milch::N,сүү,pienas
539,Tee::N,цай,arbata
540,Leder::N,арьс,oda
541,Leder::N,савхи,oda
542,Wolle::N,ноос,vilna
543,Wolle::N,унгас,vilna
544,Stoff::N,бөс,audeklas
545,Nadel::N,зүү,adata
546,Faden::N,боолт,gija
547,Faden::N,боолт,siūlas
548,Faden::N,утас,gija
549,Faden::N,утас,siūlas
550,Knopf::N,товч,saga
551,Knoten::N,зангилаа,mazgas
552,Farbe::N,будаг,dažai
553,Kleidung::N,хувцас,rūbai
554,Kleidung::N,хувцас,drabužiai
555,Hemd::N,цамц,marškiniai
556,Kragen::N,зах заам,apykaklė
557,Ärmel::N,ханцуй,rankovė
558,Hose::N,өмд,kelnės
559,Gürtel::N,бүс,juosta
560,Gürtel::N,бүс,diržas
561,Mütze::N,малгай,kepurė
562,Mütze::N,бүрх,kepurė
563,Schuh::N,туфли,batas
564,Stiefel::N,гутал,auliniai batai
565,Ring::N,бөгж,žiedas
566,Band::N,тууз,kaspinas
567,Kamm::N,сам,šukos
568,Spiegel::N,толь,veidrodis
569,Riemen::N,тасам,diržas
570,Riemen::N,сур,diržas
571,Schnur::N,татлага,virvė
572,Leine::N,оосор,pavadėlis
573,Decke::N,хөнжил,antklodė
574,Decke::N,хучлага,antklodė
575,Kissen::N,дэр,pagalvė
576,Kissen::N,дэр,priegalvis
577,Tuch::N,алчуур,skarelė
578,Tuch::N,даавуу,skarelė
579,Handtuch::N,алчуур,rankšluostis
580,Kraft::N,чадал,jėga
581,Kraft::N,хүч,jėga
582,Stärke::N,эрч,stiprumas
583,Stärke::N,тэнхээ,stiprumas
584,Gesundheit::N,бие,sveikata
585,Gesundheit::N,эрүүл мэнд,sveikata
586,Krankheit::N,эмгэг,liga
587,Schmerz::N,өвчин,skausmas
588,Wunde::N,шарх,žaizda
589,Fieber::N,халуун,karštis
590,Arznei::N,эм,vaistas
591,Brücke::N,гүүр,tiltas
592,Brunnen::N,худаг,šulinys
593,Weide::N,бэлчээр,ganykla
594,Weide::N,бэлчээр,gluosnis
595,Pfad::N,жим,takas
596,Pfad::N,зөрөг,takas
597,Weg::N,зам,kelias
598,Weg::N,харгуй,kelias
599,Straße::N,зам,gatvė
600,Straße::N,харгуй,gatvė
601,Dorf::N,тосгон,kaimas
602,Dorf::N,тосгон,sodžius
603,Dorf::N,гацаа,kaimas
604,Dorf::N,гацаа,sodžius
605,Stadt::N,хот,miestas
606,Brief::N,захидал,laiškas
607,Brief::N,захиа,laiškas
608,Buch::N,ном,knyga
609,Buch::N,бичиг,knyga
610,Buchstabe::N,үсэг,raidė
611,Zeitung::N,сонин,laikraštis
612,Leben::N,амь,gyvybė
613,Leben::N,амь,gyvenimas
614,Leben::N,амьдрал,gyvybė
615,Leben::N,амьдрал,gyvenimas
616,Tod::N,үхэл,mirtis
617,Grab::N,булш,kapas
618,Kirche::N,сүм,bažnyčia
619,Sünde::N,нүгэл,nuodėmė
620,Sünde::N,нүгэл,nusidėjimas
621,Sünde::N,хилэнц,nuodėmė
622,Sünde::N,хилэнц,nusidėjimas
623,Gott::N,бурхан,dievas
624,Arbeiter::N,ажилчин,darbininkas
625,Arbeiter::N,хөдөлмөрчин,darbininkas
626,Chef::N,дарга,šefas
627,Chef::N,дарга,vadovas
628,Chef::N,дарга,viršininkas
629,Meister::N,дархан,meistras
630,Arzt::N,эмч,gydytojas
631,Lehrer::N,багш,mokytojas
632,Geld::N,цаас,pinigai
633,Geld::N,мөнгө,pinigai
634,Geschäft::N,наймаа,biznis
635,Laden::N,дэлгүүр,krautuvė
636,Laden::N,дэлгүүр,parduotuvė
637,Preis::N,үнэ,kaina
638,Ware::N,таваар,prekė
639,Ware::N,бараа,prekė
640,Nutzen::N,ашиг,nauda
641,Nutzen::N,ашиг,pelnas
642,Reichtum::N,баялаг,turtas
643,Welt::N,дэлхий,pasaulis
644,Welt::N,орчлон,pasaulis
645,Land::N,улс,žemė
646,Land::N,улс,šalis
647,Land::N,орон,žemė
648,Land::N,орон,šalis
649,Staat::N,төр,valstija
650,Staat::N,гүрэн,valstija
651,König::N,ван,karalius
652,Macht::N,засаг,galia
653,Macht::N,засаг,valdžia
654,Grenze::N,хил,riba
655,Grenze::N,хил,siena
656,Krieg::N,дайн,karas
657,Feind::N,дайсан,priešas
658,Gewalt::N,хүчирхэх,jėga
659,Gewalt::N,хүчирхэх,smurtas
660,Gewalt::N,хүчирхэх,prievarta
661,Kampf::N,тэмцэл,kova
662,Kampf::N,байлдаан,kova
663,Bogen[Waffe]::N,нум,lankas
664,Pfeil::N,годил,strėlė
665,Pfeil::N,сум,strėlė
666,Gewehr::N,буу,šautuvas
667,Fehler::N,эндэл,klaida
668,Fehler::N,алдаа,klaida
669,Lüge::N,худал,melas
670,Schaden::N,хор,nuostolis
671,Schaden::N,хор,apgadinimas
672,Schaden::N,хөнөөл,nuostolis
673,Schaden::N,хөнөөл,apgadinimas
674,Unglück::N,гай,nelaimė
675,Unglück::N,гамшиг,nelaimė
676,Schuld::N,гэм,kaltė
677,Schuld::N,буруу,kaltė
678,Alter::N,нас,amžius
679,Schluss::N,эцэс,pabaiga
680,Schluss::N,төгсгөл,pabaiga
681,Zeit::N,цаг,laikas
682,Tag::N,өдөр,diena
683,Morgen::N,өглөө,rytas
684,Mittag::N,үд,vidurdienis
685,Abend::N,үдэш,vakaras
686,Nacht::N,шөнө,naktis
687,Woche::N,долоо хоног,savaitė
688,Monat::N,сар,mėnuo
689,Jahr::N,жил,metai
690,Frühling::N,хавар,pavasaris
691,Sommer::N,зун,vasara
692,Herbst::N,намар,ruduo
693,Winter::N,өвөл,žiema
694,Januar::N,нэгдүгээр сар,sausis
695,Februar::N,хоёрдугаар сар,vasaris
696,März::N,гуравдугаар сар,kovas
697,April::N,дөрөвдүгээр сар,balandis
698,Mai::N,тавдугаар сар,gegužė
699,Juni::N,зургаадугаар сар,birželis
700,Juli::N,долдугаар сар,liepa
701,August::N,наймдугаар сар,rugpjūtis
702,September::N,есдүгээр сар,rugsėjis
703,Oktober::N,аравдугаар сар,spalis
704,November::N,арван нэгдүгээр сар,lapkritis
705,Dezember::N,арван хоёрдугаар сар,gruodis
706,Montag::N,даваа,pirmadienis
707,Dienstag::N,мягмар,antradienis
708,Mittwoch::N,лхагва,trečiadienis
709,Donnerstag::N,пүрэв,ketvirtadienis
710,Freitag::N,баасан,penktadienis
711,Samstag::N,бямба,šeštadienis
712,Sonntag::N,ням,sekmadienis
713,groß::A,их,didis
714,groß::A,их,didelis
715,groß::A,том,didis
716,groß::A,том,didelis
717,klein::A,бага,mažas
718,klein::A,жаахан,mažas
719,lang::A,урт,ilgas
720,kurz::A,охор,trumpas
721,kurz::A,богино,trumpas
722,breit::A,өргөн,platus
723,schmal::A,уйтан,smulkus
724,schmal::A,нарийн,smulkus
725,dicht::A,нягт,tankus
726,dicht::A,чигжүү,tankus
727,dick[Gegenstand]::A,зузаан,storas
728,dünn::A,нимгэн,plonas
729,fein::A,нарийн,smulkus
730,fest::A,бөх,kietas
731,fest::A,бөх,tvirtas
732,fest::A,хатуу,kietas
733,fest::A,хатуу,tvirtas
734,flach::A,хавтгай,lėkštas
735,flach::A,хавтгай,plokščias
736,glatt::A,цагаан,slidus
737,hart::A,хатуу,kietas
738,weich::A,зөөлөн,minkštas
739,rund::A,дугуй,apvalus
740,rund::A,дугуй,apskritas
741,rund::A,дугариг,apvalus
742,rund::A,дугариг,apskritas
743,spitz::A,шовх,aštrus
744,spitz::A,шовх,smailus
745,spitz::A,шовгор,aštrus
746,spitz::A,шовгор,smailus
747,scharf::A,хурц,aštrus
748,scharf::A,иртэй,aštrus
749,stumpf::A,мохоо,bukas
750,stumpf::A,мохоо,atšipęs
751,schwer::A,хүнд,sunkus
752,schön::A,гуа,gražus
753,schön::A,сайхан,gražus
754,heiß::A,халуун,karštas
755,warm::A,дулаан,šiltas
756,kalt::A,хүйтэн,šaltas
757,kühl::A,сэрүүн,vėsus
758,kühl::A,сэрүүн,bejausmis
759,frisch::A,эрүүл,šviežias
760,frisch::A,жихүүн,šviežias
761,feucht::A,чийгтэй,drėgnas
762,nass::A,нойтон,šlapias
763,trocken::A,хатсан,sausas
764,voll::A,дүүрэн,pilnas
765,leer::A,хоосон,tuščias
766,offen::A,онгорхой,atviras
767,geschlossen::A,битүү,uždaras
768,geschlossen::A,битүү,uždarytas
769,geschlossen::A,хаалтай,uždaras
