,Concept_ID,ca,br
440,Gürtel::N,cinturó,gouriz
441,Mütze::N,gorra,boned
442,Schuh::N,sabata,botez
443,Stiefel::N,bota,botez
444,Ring::N,anell,gwalenn
445,Band::N,veta,bagad
446,Band::N,cinta,bagad
447,Kamm::N,pinta,krib
448,Spiegel::N,mirāll,melezour
449,Riemen::N,corretja,lerenn
450,Schnur::N,corda,kordenn
451,Leine::N,corretja,roll
452,Decke::N,manta,golo
453,Decke::N,flassada,golo
454,Kissen::N,coixí,goubenner
455,Tuch::N,mocador,mezher
456,Handtuch::N,tovallola,toailhon
457,Kraft::N,força,nerzh
458,Stärke::N,vigor,nerzhder
459,Gesundheit::N,salut,yec'hed
460,Krankheit::N,malaltia,klañved
461,Schmerz::N,dolor,poan
462,Schmerz::N,dolor,droug
463,Wunde::N,ferida,gloazadenn
464,Fieber::N,febre,terzhienn
465,Arznei::N,medicament,louzoù
466,Brücke::N,pont,pont
467,Brunnen::N,pou,puñs
468,Weide::N,pastura,prad
469,Pfad::N,senda,gwenodenn
470,Pfad::N,sender,gwenodenn
471,Weg::N,camí,hent
472,Straße::N,carretera,ru
473,Straße::N,carretera,hent
474,Dorf::N,poble,kêr
475,Dorf::N,poble,kêriadenn
476,Stadt::N,ciutāt,kêr
477,Brief::N,carta,lizher
478,Buch::N,llibre,levr
479,Buchstabe::N,lletra,lizherenn
480,Zeitung::N,diāri,kazetenn
481,Leben::N,vida,buhez
482,Tod::N,mort,marv
483,Grab::N,tomba,bez
484,Kirche::N,església,iliz
485,Sünde::N,pecat,pec'hed
486,Gott::N,déu,doue
487,Arbeiter::N,obrer,labourer
488,Arbeiter::N,obrer,micherour
489,Chef::N,cap,penn
490,Meister::N,mestre,mestr
491,Arzt::N,metge,mezeg
492,Arzt::N,metge,medisin
493,Lehrer::N,mestre,skolaer
494,Lehrer::N,mestre,kelenner
495,Geld::N,dinērs,arc'hant
496,Geschäft::N,negoci,stal
497,Laden::N,tenda,stal
498,Laden::N,botiga,stal
499,Preis::N,preu,priz
500,Ware::N,mercaderia,marc'hadourezh
501,Nutzen::N,profit,gounidegezh
502,Nutzen::N,profit,lañs
503,Nutzen::N,profit,profit
504,Nutzen::N,profit,spleit
505,Reichtum::N,riquesa,pinvidigezh
506,Welt::N,món,douar
507,Land::N,país,bro
508,Staat::N,estat,stad
509,König::N,rei,roue
510,Macht::N,poder,galloud
511,Macht::N,potència,galloud
512,Grenze::N,frontera,harzoù
513,Krieg::N,guerra,brezel
514,Feind::N,enemic,eneber
515,Gewalt::N,violència,tâerder
516,Kampf::N,lluita,kann
517,Bogen[Waffe]::N,arc,gwareg
518,Pfeil::N,fletxa,saezh
519,Gewehr::N,fusell,fuzuilh
520,Gewehr::N,escopeta,fuzuilh
521,Fehler::N,falta,fazi
522,Lüge::N,mentida,gaou
523,Schaden::N,dany,gwall
524,Unglück::N,desgràcia,gwalleur
525,Schuld::N,culpa,kablusted
526,Schuld::N,culpa,pec'hedigezh
527,Alter::N,edat,oad
528,Schluss::N,fi,diwezh
529,Schluss::N,final,diwezh
530,Zeit::N,temps,amzer
531,Tag::N,dia,deizh
532,Morgen::N,matí,beure
533,Morgen::N,matí,mintin
534,Mittag::N,migdia,kreisteiz
535,Abend::N,vespre,abardaez
536,Nacht::N,nit,noz
537,Woche::N,setmana,sizhun
538,Monat::N,mes,miz
539,Jahr::N,any,bloaz
540,Frühling::N,primavera,nevezamzer
541,Sommer::N,estīu,hañv
542,Herbst::N,tardor,diskaramzer
543,Winter::N,hivērn,goañv
544,Januar::N,gener,Genver
545,Februar::N,febrer,C'hwevrer
546,März::N,març,Meurzh
547,April::N,abril,Ebrel
548,Mai::N,maig,Mae
549,Juni::N,juny,Mezheven
550,Juli::N,juliol,Gouhere
551,August::N,agost,Eost
552,September::N,setembre,Gwengolo
553,Oktober::N,octubre,Here
554,November::N,novembre,Du
555,Dezember::N,desembre,Kerzu
556,Montag::N,dilluns,Lun
557,Dienstag::N,dimarts,Meurzh
558,Mittwoch::N,dimecres,Merc'her
559,Donnerstag::N,dijous,Yaou
560,Freitag::N,divendres,Gwener
561,Samstag::N,dissabte,Sadorn
562,Sonntag::N,diumenge,Sul
563,groß::A,gros,bras
564,klein::A,petīt,bihan
565,lang::A,llarg,hir
566,kurz::A,curt,berr
567,breit::A,ample,ledan
568,schmal::A,estret,strizh
569,dicht::A,dens,stank
570,dick[Gegenstand]::A,gruixūt,tev
571,dünn::A,prim,moan
572,fein::A,fi,munut
573,fest::A,ferm,start
574,fest::A,sòlid,start
575,flach::A,pla,plaen
576,glatt::A,llis,lintr
577,glatt::A,llis,levn
578,hart::A,dur,kalet
579,weich::A,tou,blot
580,rund::A,rodó,ront
581,spitz::A,punxegut,poentet
582,scharf::A,agut,dremm
583,stumpf::A,rom,talsoc'h
584,stumpf::A,esmussat,talsoc'h
585,schwer::A,pesāt,pounner
586,schön::A,bonīc,kaer
587,heiß::A,calēnt,tomm
588,warm::A,càlid,tomm
589,kalt::A,fred,yen
590,kühl::A,fresc,yen
591,frisch::A,fresc,fresk
592,feucht::A,humit,gleb
593,nass::A,mullat,gleb
594,trocken::A,sec,sec'h
595,voll::A,ple,leun
596,leer::A,buit,goullo
597,offen::A,obert,digor
598,geschlossen::A,tancat,serr
599,sauber::A,net,naet
600,schmutzig::A,brut,lous
601,roh::A,cru,kriz
602,reif::A,madur,darev
603,lecker::A,deliciós,lipous
604,lecker::A,deliciós,saourus
605,süß::A,dolç,dous
606,bitter::A,amarg,c'hwerv
607,sauer::A,agre,trenk
608,hell::A,clar,sklaer
609,dunkel::A,fosc,teñval
610,schwarz::A,negre,du
611,weiß::A,blanc,gwenn
612,rot::A,vermēll,ruz
613,gelb::A,groc,melen
614,blau::A,blau,glas
615,grün::A,verd,gwer
616,grau::A,gris,louet
617,bunt::A,multicolor,liesliv
618,billig::A,barat,marc'had-mat
619,teuer::A,car,ker
620,wertvoll::A,preciós,prizius
621,blind::A,cec,dall
622,taub::A,sord,bouzar
623,kräftig::A,fort,start
624,kräftig::A,vigorós,start
625,stark::A,fort,kreñv
626,schwach::A,feble,gwan
627,fett::A,gras,lard
628,schlank::A,esvelt,sinkl
629,hübsch::A,maco,koant
630,böse::A,dolent,gwall
631,dumm::A,ximple,glep
632,dumm::A,estúpid,glep
633,faul::A,gandūl,lezirek
634,faul::A,mandrós,lezirek
635,fleißig::A,diligēnt,studius
636,geizig::A,avar,tost
637,klug::A,intel·ligent,speredek
638,geschickt::A,hàbil,dornet
639,lieb::A,amat,koant
640,lieb::A,estimat,koant
641,lustig::A,alegre,laouen
642,sanft::A,suau,flour
643,hungrig::A,afamat,marnaon
644,krank::A,malālt,klañv
645,nackt::A,nu,noazh
646,traurig::A,trist,trist
647,lebendig::A,viu,bev
648,gut::A,bo,mad
649,schlecht::A,dolēnt,fall
650,schlecht::A,dolēnt,gwall
651,richtig::A,just,reizh
652,richtig::A,correcte,reizh
653,schlimm::A,greu,gwall
654,wahr::A,vertader,gwir
655,wahr::A,veritable,gwir
656,alt::A,vell,kozh
657,neu::A,nou,nevez
658,ehemalig::A,antic,kozh
659,alt[Lebewesen]::A,vell,kozh
660,jung::A,jove,yaouank
661,arm::A,pobre,paour
662,reich::A,ric,pinvidik
663,bekannt::A,conegut,anavezet
664,berühmt::A,famós,brudet
665,fremd::A,estrany,dizanav
666,verschieden::A,diferent,disheñel
667,nah::A,pròxim,nes
668,fern::A,llunyà,diabell
669,fern::A,distant,diabell
670,linker::A,esquerre,kleiz
671,rechter::A,dret,dehoù
672,anderer::A,altre,all
673,erster::A,primer,kentañ
674,zweiter::A,segon,eil
675,dritter::A,tercer,trede
676,letzter::A,últim,diwezhañ
677,allein::ADV,sol,e-unan
678,auf einmal::ADV,d'una vegada,ar un dro
679,zusammen::ADV,junt,asambles
680,lange::ADV,molt de temps,pell
681,plötzlich::ADV,de cop,en un taol
682,plötzlich::ADV,de sobte,en un taol
683,sofort::ADV,de seguida,diouzhtu
684,später::ADV,més tard,diwezhatoc'h
685,jetzt::ADV,ara,bremañ
686,heute::ADV,avūi,hiziv
687,morgen::ADV,demà,arc'hoazh
688,bald::ADV,aviāt,hepdale
689,dann::ADV,després,a-c'houde
690,gestern::ADV,ahir,dec'h
691,einst::ADV,anteriorment,gwechall
692,damals::ADV,llavōrs,neuze
693,damals::ADV,aleshores,neuze
694,danach::ADV,després,goude
695,vorher::ADV,abāns,diagent
696,zuerst::ADV,primer,da gentañ
697,einmal::ADV,una vegada,ur wech
698,manchmal::ADV,de vegades,a-wechoù
699,oft::ADV,sovint,alies
700,immer::ADV,sempre,atav
701,immer::ADV,sempre,bepred
702,niemals::ADV,no ... mai,gwech ebet
703,hier::ADV,aquí,amañ
704,hierhin::ADV,per aquí,dre amañ
705,von hier::ADV,des d'aquí,alemañ
706,dort::ADV,allí,aze
707,dort::ADV,allí,ahont
708,dorthin::ADV,hi,di
709,dorthin::ADV,hi,aze
710,dorthin::ADV,hi,ahont
711,geradeaus::ADV,tot dret,war-eeun
712,vorwärts::ADV,endavānt,war-raok
713,rückwärts::ADV,endarrera,war-lerc'h
714,zurück::ADV,darrere,war-dreñv
715,unten::ADV,a baix,en traoñ
716,hinab::ADV,cap avall,a-izel
717,oben::ADV,dalt,en nec'h
718,hinauf::ADV,cap amunt,e-krec'h
719,überall::ADV,pertot,dre-holl
720,überall::ADV,per tot arreu,dre-holl
721,nicht::ADV,no,ne ... ket
722,ein wenig::ADV,una mica,un tammig
723,kaum::ADV,a penes,a-boan
724,sehr::ADV,molt,-tre
725,sehr::ADV,molt,-kenañ
726,so::ADV,així,evel-se
727,noch::ADV,encara,c'hoazh
728,nur::ADV,només,hepken
729,schon::ADV,ja,dija
730,wieder::ADV,de nou,adarre
731,vergebens::ADV,en va,
732,vor::PRP,davānt,dirak
733,vor::PRP,enfront de,dirak
734,hinter::PRP,darrera,a-drek
735,hinter::PRP,darrera,a-dreñv
736,unter::PRP,sota,dindan
737,durch::PRP,per,dre
738,neben::PRP,al costāt de,e-kichen
739,zwischen::PRP,entre,etre
740,wegen::PRP,a causa de,abalamour da
741,dies::PRN,aquest,hemañ
742,das::PRN,això,se
743,das::PRN,això,hennezh
744,alles::PRN,tot,pep tra
745,ich::PRN,jo,me
746,du::PRN,tu,te
747,er::PRN,ell,eñ
748,wir::PRN,nosaltres,ni
749,ihr::PRN,vosaltres,c'hwi
750,sie::PRN,ells,int
751,sie::PRN,elles,int
752,was::FPRN,què,petra
753,wer::FPRN,qui,piv
754,wo::FADV,on,pelec'h
755,wohin::FADV,cap a on,da belec'h
756,wie::FADV,com,penaos
757,warum::FADV,per què,perak
758,wieviel::FNUM,quant,pet
759,eins::NUM,u,unan
760,zwei::NUM,dos,daou
761,drei::NUM,tres,tri
762,vier::NUM,quatre,pevar
763,fünf::NUM,cinc,pemp
764,sechs::NUM,sis,c'hwec'h
765,sieben::NUM,set,seizh
766,acht::NUM,vuit,eizh
767,neun::NUM,nou,nav
768,zehn::NUM,deu,dek
769,elf::NUM,onze,unnek
770,zwölf::NUM,dotze,daouzek
771,zwanzig::NUM,vint,ugent
772,dreißig::NUM,trenta,tregont
773,vierzig::NUM,quaranta,daou-ugent
774,fünfzig::NUM,cinquanta,hanter-kant
775,sechzig::NUM,seixanta,tri-ugent
776,siebzig::NUM,setanta,dek ha tri-ugent
777,achtzig::NUM,vuitanta,pevar-ugent
778,neunzig::NUM,noranta,dek ha pevar-ugent
779,hundert::NUM,cent,kant
780,tausend::NUM,mil,mil
781,und::CNJ,i,ha
782,oder::CNJ,o,pe
783,stehen::V,estar de peu,bezañ a-sav
784,sitzen::V,seure,azezañ
785,sitzen::V,seure,bezañ en e goazez
786,liegen::V,jeure,bezañ en e c'hourvez
787,hängen::V,penjar,krougañ
788,werden::V,fer-se,dazonet
789,werden::V,posar-se,dazonet
790,passieren::V,succeir,c'hoarvezout
791,beginnen::V,iniciar-se,stagañ
792,enden::V,acabar-se,achuiñ
793,enden::V,terminar-se,achuiñ
794,wechseln::V,canviar,cheñch
795,aufgehen[Sonne]::V,sortir,dirouzañ
796,untergehen[Sonne]::V,posar-se,
797,scheinen[Sonne]::V,brillar,lugernañ
798,donnern::V,tronar,taranal
799,wehen::V,bufar,c'hwezhañ
800,strömen::V,afluir,deredek
801,fließen::V,fluir,redek
802,sich drehen::V,girar,troiñ
803,schwanken::V,vacil·lar,trantellat
804,schwingen::V,oscil·lar,froumal
805,fallen::V,caure,kouezhañ
806,fallen::V,tombar,kouezhañ
807,brennen::V,cremar,deviñ
808,rauchen::V,fumejar,divogedañ
809,regnen::V,ploure,glavañ
810,gefrieren::V,gelar-se,reviñ
811,tauen::V,fondre's,diskornañ
812,schmelzen::V,fondre's,teuziñ
813,trocknen::V,assecar-se,sec'hañ
814,sieden::V,bullir,berviñ
815,faulen::V,podrir-se,breinañ
816,verfaulen::V,podrir-se,breinañ
817,reißen::V,trencar-se,darnaouiñ
818,versinken::V,enfonsar-se,sodellañ
819,vergehen::V,passar,tremen
820,erscheinen::V,aparèixer,donet war-wel
821,verschwinden::V,desaparèixer,monet diwar wel
822,sinken::V,baixar,en em izelat
823,sinken::V,descendir,en em izelat
824,abnehmen::V,decréixer,nebeutaat
825,zunehmen::V,augmentar,kreskiñ
826,steigen::V,pujar,sevel
827,wachsen::V,créixer,kreskiñ
