,Concept_ID,da,ga
279,Sinn::N,betydning,brí
280,Sinn::N,betydning,ciall
281,Grund::N,grund,fáth
282,Wahrheit::N,sandhed,fírinne
283,Gespräch::N,samtale,comhrá
284,Märchen::N,eventyr,scéal
285,Erzählung::N,fortælling,scéal
286,Nachricht::N,efterretning,teachtaireacht
287,Neuigkeit::N,nyhed,scéala
288,Name::N,navn,ainm
289,Rätsel::N,gåde,tomhas
290,Rede::N,tale,óráid
291,Rede::N,tale,aitheasc
292,Sprache::N,sprog,teanga
293,Stimme::N,stemme,guth
294,Wort::N,ord,focal
295,Zeichen::N,tegn,comhartha
296,Ruf::N,råb,glaoch
297,Lärm::N,larm,torann
298,Laut::N,lyd,fuaim
299,Ton::N,tone,ton
300,Lied::N,sang,amhrán
301,Ruhe::N,ro,suaimhneas
302,Ruhe::N,hvile,suaimhneas
303,Leute::N,folk,muintir
304,Leute::N,mennesker,muintir
305,Volk::N,folk,pobal
306,Arbeit::N,arbejde,obair
307,Gast::N,gæst,aoi
308,Geschenk::N,gave,féirín
309,Geschenk::N,gave,bronntanas
310,Spiel::N,leg,cluiche
311,Gesellschaft::N,selskab,comhluadar
312,Hilfe::N,hjælp,cúnamh
313,Hilfe::N,hjælp,cabhair
314,Freund::N,ven,cara
315,Kamerad::N,kammerat,comrádaí
316,Angelegenheit::N,sag,ábhar
317,Angelegenheit::N,anliggende,ábhar
318,Anzahl::N,antal,líon
319,Art::N,art,sórt
320,Art::N,art,saghas
321,Stück::N,stykke,píosa
322,Teil::N,del,cuid
323,Teil::N,del,páirt
324,Hälfte::N,halvdel,leath
325,Kreis::N,cirkel,ciorcal
326,Kreuz::N,kors,cros
327,Kreuz::N,kryds,cros
328,Linie::N,linie,líne
329,Strich::N,streg,stríoc
330,Abstand::N,afstand,achar
331,Entfernung::N,afstand,fad
332,Gegend::N,egn,ceantar
333,Platz::N,plads,áit
334,Platz::N,plads,spás
335,Ort::N,sted,áit
336,Seite::N,side,taobh
337,Mitte::N,midte,lár
338,Gegenstand::N,genstand,ball
339,Gegenstand::N,genstand,ábhar
340,Sache::N,sag,ní
341,Sache::N,sag,rud
342,Rand::N,rand,imeall
343,Rand::N,rand,ciumhais
344,Kante::N,kant,corr
345,Kante::N,kant,colbha
346,Ecke::N,hjørne,coirnéal
347,Spitze::N,spids,gob
348,Spitze::N,spids,barr
349,Ende::N,ende,ceann
350,Ende::N,ende,foirceann
351,Loch::N,hul,poll
352,Winkel::N,vinkel,cúinne
353,Winkel::N,vinkel,uillinn
354,Muster::N,mønster,patrún
355,Größe::N,størrelse,méid
356,Größe::N,størrelse,toise
357,Länge::N,længde,fad
358,Höhe::N,højde,airde
359,Gewicht::N,vægt,meáchan
360,Menge::N,mængde,méid
361,Haufen::N,bunke,cnap
362,Reihe::N,række,líne
363,Reihe::N,række,sraith
364,Boot::N,båd,bád
365,Ruder::N,åre,rámh
366,Ruder::N,åre,maide rámha
367,Schlitten::N,kælk,carr sleamhnáin
368,Schlitten::N,slæde,carr sleamhnáin
369,Ski::N,ski,scí
370,Lagerfeuer::N,lejrbål,tine champa
371,Last::N,last,ualach
372,Last::N,byrde,ualach
373,Gang::N,gang,siúlóid
374,Schritt::N,skridt,céim
375,Schritt::N,skridt,coiscéim
376,Norden::N,nord,tuaisceart
377,Süden::N,syd,deisceart
378,Westen::N,vest,iarthar
379,Osten::N,øst,oirthear
380,Holz::N,træ,adhmad
381,Brett::N,bræt,clár
382,Platte::N,plade,leac
383,Stütze::N,støtte,taca
384,Stange::N,stang,polla
385,Stange::N,stang,cuaille
386,Stock::N,stok,bata
387,Stock::N,stok,maide
388,Stab::N,stav,maide
389,Stab::N,stav,bachall
390,Rohr::N,rør,píopa
391,Haus::N,hus,teach
392,Heim::N,hjem,baile
393,Ofen::N,ovn,sornóg
394,Fußboden::N,gulv,urlár
395,Tisch::N,bord,bord
396,Tisch::N,bord,tábla
397,Stuhl::N,stol,cathaoir
398,Wiege::N,vugge,cliabhán
399,Bett::N,seng,leaba
400,Regal::N,reol,seilf
401,Kiste::N,kasse,bosca
402,Fenster::N,vindue,fuinneoig
403,Tür::N,dør,doras
404,Tor::N,port,geata
405,Zaun::N,stakit,fál
406,Zaun::N,stakit,claí
407,Dach::N,tag,díon
408,Leiter::N,stige,dréimire
409,Besen::N,kost,scuab
410,Spaten::N,spade,spád
411,Spaten::N,spade,rámhainn
412,Schaufel::N,skovl,sluasaid
413,Gabel::N,gaffel,forc
414,Gabel::N,gaffel,gabhlóg
415,Löffel::N,ske,spúnóg
416,Messer::N,kniv,scian
417,Nagel::N,søm,tairne
418,Netz::N,net,líon
419,Netz::N,net,eangach
420,Haken::N,krog,croch
421,Griff::N,tag,cos
422,Griff::N,tag,hanla
423,Griff::N,håndtag,cos
424,Griff::N,håndtag,hanla
425,Schloss::N,lås,glas
426,Bild::N,billede,pictiúr
427,Figur::N,figur,fíor
428,Puppe::N,dukke,bábóg
429,Beutel::N,pose,mála
430,Beutel::N,pose,mealbhóg
431,Bündel::N,bylt,beart
432,Bündel::N,bundt,beart
433,Tasche::N,taske,mála
434,Eimer::N,spand,buicéad
435,Deckel::N,låg,clár
436,Deckel::N,låg,claibín
437,Geschirr::N,husgeråd,soithí
438,Geschirr::N,husgeråd,gréithe
439,Sack::N,sæk,sac
440,Sack::N,sæk,mála
441,Tasse::N,kop,cupán
442,Topf::N,gryde,pota
443,Kessel::N,kedel,citeal
444,Essen::N,måltid,béile
445,Nahrung::N,mad,bia
446,Nahrung::N,næring,bia
447,Speise::N,ret,mias
448,Fleisch::N,kød,feoil
449,Getreide::N,korn,grán
450,Getreide::N,korn,arbhar
451,Brei::N,grød,brúitín
452,Brot::N,brød,arán
453,Scheibe::N,skive,píosa
454,Scheibe::N,skive,slisne
455,Fett::N,fedt,saill
456,Fett::N,fedt,méathras
457,Butter::N,smør,im
458,Öl::N,olie,ola
459,Salz::N,salt,salann
460,Suppe::N,suppe,sú
461,Suppe::N,suppe,anraith
462,Honig::N,honning,mil
463,Milch::N,mælk,bainne
464,Tee::N,te,tae
465,Leder::N,skind,leathar
466,Wolle::N,uld,olann
467,Stoff::N,stof,éadach
468,Nadel::N,nål,snáthaid
469,Faden::N,tråd,snáth
470,Knopf::N,knap,cnaipe
471,Knoten::N,knude,snaidhm
472,Farbe::N,farve,péint
473,Kleidung::N,påklædning,éadaí
474,Hemd::N,skjorte,léine
475,Kragen::N,krave,bóna
476,Ärmel::N,ærme,muinchille
477,Hose::N,bukser,bríste
478,Hose::N,bukser,treabhsar
479,Gürtel::N,bælte,crios
480,Mütze::N,hue,caipín
481,Schuh::N,sko,bróg
482,Stiefel::N,støvle,buatais
483,Ring::N,ring,fáinne
484,Band::N,bånd,ribín
485,Kamm::N,kam,cíor
486,Spiegel::N,spejl,scáthán
487,Riemen::N,rem,iall
488,Riemen::N,rem,strapa
489,Schnur::N,snor,téad
490,Schnur::N,snor,sreangán
491,Leine::N,snor,iall
492,Decke::N,tæppe,pluid
493,Decke::N,tæppe,blaincéad
494,Kissen::N,pude,piliúr
495,Kissen::N,pude,adhartán
496,Tuch::N,sjaltørklæde,scaif
497,Handtuch::N,håndklæde,tuáille
498,Kraft::N,kraft,fórsa
499,Stärke::N,styrke,neart
500,Gesundheit::N,sundhed,sláinte
501,Krankheit::N,sygdom,tinneas
502,Krankheit::N,sygdom,breoiteacht
503,Schmerz::N,smerte,pian
504,Wunde::N,sår,goin
505,Fieber::N,feber,fiabhras
506,Arznei::N,medicin,cógas
507,Arznei::N,lægemiddel,cógas
508,Brücke::N,bro,droichead
509,Brunnen::N,brønd,tobar
510,Weide::N,græsgang,féarach
511,Pfad::N,sti,cosán
512,Pfad::N,sti,conair
513,Weg::N,vej,slí
514,Weg::N,vej,bealach
515,Straße::N,gade,bóthar
516,Dorf::N,landsby,sráidbhaile
517,Stadt::N,by,baile
518,Stadt::N,by,cathair
519,Brief::N,brev,litir
520,Buch::N,bog,cín
521,Buch::N,bog,leabhar
522,Buchstabe::N,bogstav,litir
523,Zeitung::N,avis,nuachtán
524,Leben::N,liv,saol
525,Leben::N,liv,beatha
526,Tod::N,død,bás
527,Grab::N,grav,uaigh
528,Kirche::N,kirke,eaglais
529,Sünde::N,synd,peaca
530,Gott::N,gud,dia
531,Arbeiter::N,arbejder,oibrí
532,Chef::N,chef,saoiste
533,Chef::N,chef,ceannasaí
534,Meister::N,mester,máistir
535,Arzt::N,læge,lia
536,Arzt::N,læge,dochtúir
537,Lehrer::N,lærer,oide
538,Lehrer::N,lærer,múinteoir
539,Geld::N,penge,airgead
540,Geschäft::N,forretning,gnó
541,Laden::N,butik,siopa
542,Laden::N,forretning,siopa
543,Preis::N,pris,praghas
544,Ware::N,vare,earra
545,Nutzen::N,nytte,tairbhe
546,Reichtum::N,rigdom,rachmas
547,Reichtum::N,rigdom,saibhreas
548,Welt::N,verden,domhan
549,Land::N,land,tír
550,Staat::N,stat,stát
551,König::N,konge,rí
552,Macht::N,magt,cumhacht
553,Grenze::N,grænse,críoch
554,Grenze::N,grænse,teorainn
555,Krieg::N,krig,cogadh
556,Feind::N,fjende,namhaid
557,Gewalt::N,vold,foréigean
558,Kampf::N,kamp,troid
559,Bogen[Waffe]::N,bue,bogha
560,Pfeil::N,pil,saighead
561,Gewehr::N,gevær,gunna
562,Fehler::N,fejl,botún
563,Fehler::N,fejl,meancóg
564,Lüge::N,løgn,bréag
565,Lüge::N,løgn,éitheach
566,Schaden::N,skade,dochar
567,Schaden::N,skade,damáiste
568,Unglück::N,uheld,drochrath
569,Unglück::N,ulykke,drochrath
570,Schuld::N,skyld,locht
571,Schuld::N,skyld,milleán
572,Alter::N,alder,aois
573,Schluss::N,slut,deireadh
574,Schluss::N,slutning,deireadh
575,Zeit::N,tid,am
576,Zeit::N,tid,aimsir
577,Tag::N,dag,lá
578,Morgen::N,morgen,maidin
579,Mittag::N,middag,nóin
580,Abend::N,aften,tráthnóna
581,Nacht::N,nat,oíche
582,Woche::N,uge,seachtain
583,Monat::N,måned,mí
584,Jahr::N,år,bliain
585,Frühling::N,forår,earrach
586,Sommer::N,sommer,samhradh
587,Herbst::N,efterår,fómhar
588,Winter::N,vinter,geimhreadh
589,Januar::N,januar,Eanáir
590,Februar::N,februar,Feabhra
591,März::N,marts,Márta
592,April::N,april,Aibreán
593,Mai::N,maj,Bealtaine
594,Juni::N,juni,Meitheamh
595,Juli::N,juli,Iúil
596,August::N,august,Lúnasa
597,September::N,september,Meán Fómhair
598,Oktober::N,oktober,Deireadh Fómhair
599,November::N,november,Samhain
600,November::N,november,Mí na Samhna
601,Dezember::N,december,Mí na Nollag
602,Montag::N,mandag,Luan
603,Montag::N,mandag,Dé Luain
604,Dienstag::N,tirsdag,Máirt
605,Dienstag::N,tirsdag,Dé Máirt
606,Mittwoch::N,onsdag,Céadaoin
607,Mittwoch::N,onsdag,Dé Céadaoin
608,Donnerstag::N,torsdag,Déardaoin
609,Freitag::N,fredag,Aoine
610,Freitag::N,fredag,Dé hAoine
611,Samstag::N,lørdag,Satharn
612,Samstag::N,lørdag,Dé Sathairn
613,Sonntag::N,søndag,Domhnach
614,Sonntag::N,søndag,Dé Domhnaigh
615,groß::A,stor,mór
616,klein::A,lille,beag
617,lang::A,lang,fada
618,kurz::A,kort,gearr
619,kurz::A,kort,gairid
620,breit::A,bred,leathan
621,breit::A,bred,fairsing
622,schmal::A,smal,cúng
623,dicht::A,tæt,dlúth
624,dick[Gegenstand]::A,tyk,tiubh
625,dünn::A,tynd,caol
626,dünn::A,tynd,tanaí
627,fein::A,fin,scáinte
628,fein::A,fin,fíneálta
629,fest::A,fast,daingean
630,flach::A,flad,cothrom
631,glatt::A,glat,mín
632,glatt::A,glat,sleamhain
633,hart::A,hård,crua
634,weich::A,blød,bog
635,rund::A,rund,cruinn
636,spitz::A,spids,gobach
637,spitz::A,spids,biorach
638,scharf::A,skarp,géar
639,scharf::A,skarp,faobhrach
640,stumpf::A,sløv,maol
641,stumpf::A,stump,maol
642,schwer::A,tung,trom
643,schön::A,skøn,álainn
644,heiß::A,hed,te
645,warm::A,varm,te
646,kalt::A,kold,fuar
647,kühl::A,kølig,fionnuar
648,frisch::A,frisk,úr
649,frisch::A,frisk,friseáilte
650,feucht::A,fugtig,tais
651,nass::A,våd,fliuch
652,trocken::A,tør,tirim
653,voll::A,fuld,lán
654,leer::A,tom,folamh
655,offen::A,åben,oscailte
656,geschlossen::A,lukket,dúnta
657,geschlossen::A,lukket,druidte
658,sauber::A,ren,glan
659,schmutzig::A,snavset,salach
660,roh::A,rå,amh
661,reif::A,moden,aibí
662,lecker::A,lækker,blasta
663,süß::A,sød,milis
664,bitter::A,bitter,searbh
665,sauer::A,sur,géar
666,sauer::A,sur,searbh
667,hell::A,lys,geal
668,hell::A,lys,soilseach
669,dunkel::A,mørk,dorcha
670,schwarz::A,sort,dubh
671,weiß::A,hvid,bán
672,rot::A,rød,dearg
673,gelb::A,gul,buí
674,blau::A,blå,gorm
675,grün::A,grøn,glas
676,grün::A,grøn,uaine
677,grau::A,grå,liath
678,bunt::A,broget,ildathach
679,bunt::A,broget,dathannach
680,billig::A,billig,saor
681,teuer::A,dyr,daor
682,teuer::A,dyr,costasach
683,wertvoll::A,værdifuld,luachmhar
684,blind::A,blind,dall
685,blind::A,blind,caoch
686,taub::A,døv,bodhar
687,kräftig::A,kraftig,cumhachtach
688,stark::A,stærk,tréan
689,stark::A,stærk,láidir
690,schwach::A,svag,lag
691,schwach::A,svag,fann
692,fett::A,fed,ramhar
693,schlank::A,slank,caol
694,schlank::A,slank,seang
695,hübsch::A,køn,álainn
696,hübsch::A,køn,dathúil
697,böse::A,ond,olc
698,böse::A,slem,olc
699,dumm::A,dum,dúr
700,dumm::A,dum,amaideach
701,faul::A,doven,falsa
702,faul::A,doven,leisciúil
703,fleißig::A,flittig,dícheallach
704,geizig::A,gerrig,barainneach
705,geizig::A,gerrig,sprionlaithe
706,klug::A,klog,cliste
707,geschickt::A,dygtig,oilte
708,geschickt::A,dygtig,ealaíonta
709,geschickt::A,behændig,oilte
710,geschickt::A,behændig,ealaíonta
711,lieb::A,rar,dil
712,lieb::A,rar,dílis
713,lustig::A,lystig,aerach
714,lustig::A,lystig,meidhreach
715,sanft::A,blid,bog
716,sanft::A,blid,séimh
717,hungrig::A,sulten,ocrach
718,krank::A,syg,tinn
719,krank::A,syg,breoite
720,nackt::A,nøgen,nocht
721,traurig::A,bedrøvet,brónach
722,lebendig::A,levende,beo
723,gut::A,god,maith
724,schlecht::A,dårlig,dona
725,schlecht::A,dårlig,droch-
726,richtig::A,rigtig,ceart
727,schlimm::A,slem,gránna
728,schlimm::A,slem,tubaisteach
729,wahr::A,sand,fíor
730,alt::A,gammel,sean
731,neu::A,ny,úr
732,neu::A,ny,nua
733,ehemalig::A,forhenværende,iar-
734,ehemalig::A,forhenværende,sean-
735,alt[Lebewesen]::A,gammel,sean
736,alt[Lebewesen]::A,gammel,aosta
737,jung::A,ung,óg
738,arm::A,fattig,bocht
739,reich::A,rig,saibhir
740,reich::A,rig,rachmasach
741,bekannt::A,kendt,atá eolas air
742,berühmt::A,berømt,cailiúil
743,berühmt::A,berømt,clúiteach
744,fremd::A,fremmed,coimhthíoch
745,verschieden::A,forskellig,éagsúil
746,verschieden::A,forskellig,difriúil
747,nah::A,nær,gar
748,nah::A,nær,deas
749,fern::A,fjern,i bhfad uainn
750,fern::A,fjern,i bhfad i gcéin
751,linker::A,venstre,clé
752,rechter::A,højre,deas
753,anderer::A,anden,eile
754,erster::A,første,céad
755,zweiter::A,anden,dóú
756,zweiter::A,anden,dara
757,dritter::A,tredje,tríú
758,dritter::A,tredje,treas
759,letzter::A,sidste,déanach
760,letzter::A,sidste,deireanach
761,allein::ADV,alene,i d'aonar
762,auf einmal::ADV,på én gang,ag an am céanna
763,zusammen::ADV,sammen,le chéile
764,zusammen::ADV,sammen,in eineacht
765,lange::ADV,længe,fada
766,plötzlich::ADV,pludselig,go tobann
767,plötzlich::ADV,pludselig,i dtobainne
768,sofort::ADV,straks,ar an toirt
769,sofort::ADV,straks,ar an bpointe
770,später::ADV,senere,níos déanaí
771,jetzt::ADV,nu,anois
772,heute::ADV,i dag,inniu
773,morgen::ADV,i morgen,amárach
774,bald::ADV,snart,go luath
775,bald::ADV,snart,gan mhoill
776,dann::ADV,så,ansin
777,gestern::ADV,i går,inné
778,einst::ADV,engang,tráth
779,einst::ADV,engang,uair amháin
780,damals::ADV,dengang,ag an am
781,damals::ADV,dengang,an t-am sin
782,danach::ADV,derefter,ina dhiaidh sin
783,vorher::ADV,før,cheana
784,vorher::ADV,før,roimhe sin
785,vorher::ADV,forud,cheana
786,vorher::ADV,forud,roimhe sin
787,zuerst::ADV,først,ar dtús
788,einmal::ADV,en gang,uair amháin
789,manchmal::ADV,sommetider,uaireanta
790,oft::ADV,ofte,minic
791,immer::ADV,altid,i gcónaí
792,niemals::ADV,aldrig,riamh
793,hier::ADV,her,anseo
794,hierhin::ADV,hid,anseo
795,hierhin::ADV,herhen,anseo
796,von hier::ADV,herfra,an áit seo
797,dort::ADV,der,ann
798,dort::ADV,der,ansin
799,dorthin::ADV,derhen,ann
800,dorthin::ADV,derhen,ansin
801,geradeaus::ADV,lige ud,ar aghaidh
802,vorwärts::ADV,fremad,
803,rückwärts::ADV,baglæns,siar
804,zurück::ADV,tilbage,ar ais
805,unten::ADV,nede,thíos
806,unten::ADV,forneden,thíos
807,hinab::ADV,ned,síos
808,hinab::ADV,nedad,síos
809,oben::ADV,oppe,thuas
810,oben::ADV,ovenpå,thuas
811,hinauf::ADV,op,suas
812,hinauf::ADV,opad,suas
813,überall::ADV,overalt,i ngach áit
814,überall::ADV,overalt,ar fud na háite
815,nicht::ADV,ikke,ní
816,nicht::ADV,ikke,cha
817,ein wenig::ADV,lidt,beagán
818,kaum::ADV,knap,ar éigean
819,kaum::ADV,næppe,ar éigean
820,sehr::ADV,meget,an-
821,so::ADV,så,chomh
822,so::ADV,så,mar sin
823,noch::ADV,endnu,fós
824,noch::ADV,endnu,go fóill
825,nur::ADV,kun,amháin
826,nur::ADV,kun,níl ach
827,nur::ADV,bare,amháin
828,nur::ADV,bare,níl ach
829,schon::ADV,alt,cheana
830,schon::ADV,alt,cheana féin
831,schon::ADV,allerede,cheana
832,schon::ADV,allerede,cheana féin
833,wieder::ADV,igen,arís
834,wieder::ADV,igen,athuair
835,vergebens::ADV,forgæves,amú
836,vergebens::ADV,forgæves,in aisce
837,vor::PRP,foran,ar thosach
838,vor::PRP,uden for,ar thosach
839,hinter::PRP,bag,laistiar de
