,Concept_ID,kl,lt
119,Abhang::N,sivingajaaq,šlaitas
120,Abhang::N,sivingajaaq,nuokalnė
121,Abhang::N,kussangajaaq,šlaitas
122,Abhang::N,kussangajaaq,nuokalnė
123,Bach::N,kuunnguaq,upelis
124,Fluss::N,kuuk,upė
125,Ufer::N,sissap sinaa,krantas
126,Küste::N,sineriak,pajūris
127,Meer::N,imaq,jūra
128,Bucht::N,ikeq,įlanka
129,Bucht::N,ikeq,užutekis
130,Bucht::N,kangerluk,įlanka
131,Bucht::N,kangerluk,užutekis
132,Bucht::N,kangerliumaneq,įlanka
133,Bucht::N,kangerliumaneq,užutekis
134,Insel::N,qeqertaq,sala
135,Blume::N,naasoq,gėlė
136,Gras::N,ivigaq,žolė
137,Wurzel::N,niulutaq,šaknis
138,Baum::N,orpik,medis
139,Stamm::N,kanaartaq,kamienas
140,Rinde::N,ameraq,žievė
141,Ast::N,avalequt,šaka
142,Zweig::N,avalequt,šakelė
143,Blatt::N,pilutaq,lapas
144,Birke::N,patitsit,beržas
145,Weide[Baum]::N,palleq,karklas
146,Tanne::N,orsuerneq,eglė
147,Tanne::N,orsuerneq,kėnis
148,Horn::N,nassuk,ragas
149,Feder::N,suluk,plunksna
150,Fell::N,ameq,kailis
151,Flügel::N,suluk,sparnas
152,Flügel::N,isaroq,sparnas
153,Klaue::N,kukik,kanopa
154,Kralle::N,kukik,nagas
155,Schwanz::N,pamioq,uodega
156,Schwanz::N,paperuusaq,uodega
157,Ei::N,mannik,kiaušinis
158,Nest::N,ullut,gūžta
159,Nest::N,ullut,lizdas
160,Bau::N,ini,ola
161,Tier::N,uumasoq,gyvūnas
162,Herde::N,unguukkat,banda
163,Herde::N,unguukkat,kaimenė
164,Kuh::N,ussik,karvė
165,Bulle::N,angukulak,bulius
166,Bulle::N,anguteralak,bulius
167,Bulle::N,angutikulooq,bulius
168,Schaf::N,sava,avis
169,Schwein::N,puuluki,kiaulė
170,Hund::N,qimmeq,šuo
171,Katze::N,puisaaq,katė
172,Bär::N,allaq,lokys
173,Eichhörnchen::N,sissinnguaq,voveraitė
174,Fuchs::N,terianniaq,lapė
175,Hase::N,ukaleq,kiškas
176,Maus::N,teriannguaq,pelė
177,Wolf::N,amaroq,vilkas
178,Vogel::N,timmiaq,paukštis
179,Huhn::N,kukkukooq,višta
180,Huhn::N,marloraaqaaq,višta
181,Hahn::N,kiasiusaq,gaidys
182,Gans::N,nerleq,žąsis
183,Adler::N,nattoralik,erelis
184,Eule::N,uppik,pelėda
185,Kranich::N,qorlorfik,gervė
186,Krähe::N,tuluatsiaq,varna
187,Kuckuck::N,kukkooq,gegužė
188,Schwan::N,qussuk,gulbė
189,Fisch::N,aalisagaq,žuvis
190,Schlange[Tier]::N,pulateriarsuk,gyvatė
191,Schlange[Tier]::N,pulateriaarsuk,gyvatė
192,Spinne::N,aasiaq,voras
193,Spinne::N,nissavaarsuk,voras
194,Ameise::N,uniaaluk,skruzdė
195,Laus::N,kumak,utėlė
196,Mücke::N,ippernaq,uodas
197,Fliege::N,ippernaq,musė
198,Schmetterling::N,paluaq,drugys
199,Schmetterling::N,paluaq,peteliškė
200,Schmetterling::N,pakkaluaq,drugys
201,Schmetterling::N,pakkaluaq,peteliškė
202,Schmetterling::N,utsuppaluaq,drugys
203,Schmetterling::N,utsuppaluaq,peteliškė
204,Schmetterling::N,taqaleqisaaq,drugys
205,Schmetterling::N,taqaleqisaaq,peteliškė
206,Beere::N,paarmaq,uoga
207,Beere::N,paarngaq,uoga
208,Apfel::N,iipili,obuolys
209,Pilz::N,anngiusaq,grybas
210,Zwiebel::N,uanitsoq,svogūnas
211,Saat::N,naatsiiassaq,sėkla
212,Korn::N,maannineq,grūdai
213,Schale::N,niutsivik,žievelė
214,Schale::N,ilulissaq qaartussaq,žievelė
215,Grube::N,itersaq,duobė
216,Falle::N,pualavoq,pinklės
217,Falle::N,pualavoq,žabangai
218,Schlinge::N,orseq,kilpa
219,Schlinge::N,norloq,kilpa
220,Spur::N,tumaa,vėžė
221,Spur::N,tumaa,pėdos
222,Spur::N,tumaa,pėdsakas
223,Asche::N,arsat,pelenai
224,Dreck::N,minguk,purvas
225,Eisen::N,savimineq,geležis
226,Eisen::N,saffiugassaq,geležis
227,Gold::N,kuulti,auksas
228,Silber::N,siilviuvoq,sidabras
229,Kohle::N,aamarsuit aamaruutissat,anglis
230,Glas::N,igalaaq,stiklas
231,Glas::N,imertarfik,stiklas
232,Glas::N,igalaamineq,stiklas
233,Lehm::N,marraq,molis
234,Sand::N,sioqqat,smėlis
235,Mensch::N,inuk,žmogus
236,Mensch::N,silamiu,žmogus
237,Mann::N,angut,vyras
238,Mann::N,angut,vyriškis
239,Frau::N,arnaq,moteris
240,Kind::N,meeraq,vaikas
241,Junge::N,nukappiaraq,vaikinas
242,Junge::N,nukappiaraq,berniukas
243,Mädchen::N,arnannguaq,mergytė
244,Mädchen::N,arnannguaq,mergaitė
245,Familie::N,ilaqutakka,šeima
246,Familie::N,ilaqutariit,šeima
247,Großvater::N,aatak,senelis
248,Großmutter::N,aanaq,senelė
249,Eltern::N,angajoqqaat,tėvai
250,Vater::N,ataata,tėvas
251,Vater::N,ataataq,tėvas
252,Mutter::N,anaana,motina
253,Sohn::N,erneq,sūnus
254,Tochter::N,panik,duktė
255,Bruder::N,ani,brolis
256,Bruder::N,aqqaluk,brolis
257,Bruder::N,qatanngut,brolis
258,Schwester::N,naja,sesuo
259,Schwester::N,aleqa,sesuo
260,Schwester::N,qatanngut,sesuo
261,Onkel::N,akkak,dėdė
262,Tante::N,aja,teta
263,Tante::N,ajak,teta
264,Tante::N,atsak,teta
265,Ehemann::N,ui,vyras
266,Ehefrau::N,nuliaq,žmona
267,Freude::N,tipaatsussuseq,džiaugsmas
268,Gelächter::N,illaq,juokas
269,Glück::N,usornaat,laimė
270,Glück::N,usornarsuseq,laimė
271,Wunsch::N,kissaat,troškimas
272,Wunsch::N,kissaat,pageidavimas
273,Lust::N,illigussuseq,noras
274,Lust::N,illigussuseq,geidulys
275,Lust::N,piummaseq,noras
276,Lust::N,piummaseq,geidulys
277,Geist::N,anerneq,dvasia
278,Geist::N,toornaq,dvasia
279,Gedanke::N,isumassaq,mintis
280,Gedächtnis::N,eqqaamannissuseq,atmintis
281,Verstand::N,isuma,protas
282,Verstand::N,sianissut,protas
283,Verstand::N,misigissut,protas
284,Verstand::N,sianissuseq,protas
285,Verstand::N,silaqassuseq,protas
286,Sinn::N,isuma,prasmė
287,Grund::N,patsit,priežastis
288,Wahrheit::N,sallusuissut,tiesa
289,Wahrheit::N,sallusuissut,teisybė
290,Märchen::N,oqalualaarut,pasaka
291,Märchen::N,oqaluasaaq,pasaka
292,Erzählung::N,oqaluttuaq,apsakymas
293,Erzählung::N,oqaluttuaq,pasakojimas
294,Nachricht::N,oqaassut,žinia
295,Nachricht::N,oqqersuut,žinia
296,Neuigkeit::N,tusarnartaq,naujiena
297,Name::N,ateq,vardas
298,Rätsel::N,nalorsitsaarut,mįslė
299,Rede::N,oqaluuseq,kalba
300,Sprache::N,oqaatsit,kalba
301,Stimme::N,erinaq,balsas
302,Stimme::N,qarluuseq,balsas
303,Wort::N,oqaasii,žodis
304,Zeichen::N,nalunaaqqut,žymė
305,Zeichen::N,nalunaaqqut,ženklas
306,Ruf::N,qaaqqussut,šauksmas
307,Lärm::N,perpaluk,triukšmas
308,Laut::N,torsukattak,garsas
309,Ton::N,erinaq,tonas
310,Ton::N,erinaq,garsas
311,Lied::N,taalliaq,daina
312,Lied::N,taalliaq,giesmė
313,Lied::N,erinarsuut,daina
314,Lied::N,erinarsuut,giesmė
315,Ruhe::N,qatsunganeq,ramybė
316,Ruhe::N,qatsunganeq,ramumas
317,Leute::N,inuiak,žmonės
318,Leute::N,inuiaqatigiit,žmonės
319,Volk::N,inuiaat,tauta
320,Arbeit::N,suliaq,darbas
321,Arbeit::N,suliaq,triūsas
322,Gast::N,qaaqqusaq,svečias
323,Geschenk::N,pajugut,dovana
324,Hilfe::N,annertoqqut,pagalba
325,Freund::N,tiliaq,draugas
326,Freund::N,tiliaq,bičiulis
327,Freund::N,ikinngut,draugas
328,Freund::N,ikinngut,bičiulis
329,Kamerad::N,tiliaq,draugas
330,Kamerad::N,ikinngut,draugas
331,Art::N,ileqquuseq,rūšis
332,Stück::N,nakkaalaniku,gabalas
333,Teil::N,tassiaasat,dalis
334,Hälfte::N,affaq,pusė
335,Kreis::N,kaajaluinneq or kaajaluitsoq,ratas
336,Kreis::N,kaajaluinneq or kaajaluitsoq,apskritis
337,Kreis::N,kaajaluinneq or kaajaluitsoq,apskritimas
338,Kreuz::N,sanningasulik,kryžius
339,Linie::N,tittaq,linija
340,Linie::N,titarneq,linija
341,Abstand::N,aku,atstumas
342,Abstand::N,ikiaq,atstumas
343,Entfernung::N,asi,atstumas
344,Gegend::N,nuna,vietovė
345,Platz::N,ini,vieta
346,Platz::N,inissaq,vieta
347,Ort::N,sumiiffik,vieta
348,Ort::N,sumiiffik,vietovė
349,Seite::N,saneraq,pusė
350,Seite::N,saneraq,šonas
351,Mitte::N,qiteq,vidurys
352,Sache::N,pigisaq,daiktas
353,Rand::N,sini,kraštas
354,Rand::N,sini,pakraštys
355,Rand::N,akerfineq,kraštas
356,Rand::N,akerfineq,pakraštys
357,Kante::N,akerfineq,kraštas
358,Ecke::N,teqeqqoq,kertė
359,Ecke::N,teqeqqoq,kampas
360,Ecke::N,tikeqqoq,kertė
361,Ecke::N,tikeqqoq,kampas
362,Spitze::N,inngik,priekis
363,Spitze::N,inngik,priešakys
364,Ende::N,isu,galas
365,Loch::N,putu,skylė
366,Winkel::N,teqeqqorissaat,kampas
367,Winkel::N,teqeqqorissaat,kampelis
368,Muster::N,ilisserut,raštas
369,Größe::N,angissuseq,dydis
370,Größe::N,angissuseq,didumas
371,Länge::N,takissuseq,ilgis
372,Länge::N,takissuseq,ilgumas
373,Gewicht::N,oqimaalutaq,svoris
374,Gewicht::N,oqimaalutaq,svarstis
375,Menge::N,amerlassuseq,kiekis
376,Menge::N,amerlassuseq,daugybė
377,Haufen::N,eqimattat,krūva
378,Haufen::N,eqimattat,šūsnis
379,Reihe::N,allunaasaq,greta
380,Boot::N,qajaq,valtis
381,Boot::N,qajaq,laivelis
382,Boot::N,angallat,valtis
383,Boot::N,angallat,laivelis
384,Boot::N,umiatsiaq,valtis
385,Boot::N,umiatsiaq,laivelis
386,Ruder::N,iput,irklas
387,Schlitten::N,qamutit,rogės
388,Schlitten::N,qamutit,rogutės
389,Schlitten::N,qimusseq,rogės
390,Schlitten::N,qimusseq,rogutės
391,Ski::N,ataarut,slidė
392,Last::N,nammagaq,našta
393,Last::N,nammagaq,nešulys
394,Schritt::N,allorneq,žingsnis
395,Norden::N,avannaq,šiaurė
396,Norden::N,avannaq,žiemiai
397,Süden::N,qava,pietūs
398,Süden::N,kujat,pietūs
399,Süden::N,kujataa,pietūs
400,Westen::N,kitaa,vakarai
401,Osten::N,kangi,rytai
402,Holz::N,qisuk,mediena
403,Brett::N,salliligaq,lenta
404,Platte::N,qaateq,plokštė
405,Stütze::N,ajagutaq,atrama
406,Stütze::N,ajagutaq,atspara
407,Stütze::N,ajaagutaq,atrama
408,Stütze::N,ajaagutaq,atspara
409,Stange::N,kaaviffik,lazda
410,Stange::N,kaaviffik,kartis
411,Stock::N,ajaappissat,lazda
412,Stab::N,ajaappissat,kartis
413,Rohr::N,sullulik,vamzdis
414,Haus::N,illu,namas
415,Ofen::N,kissarsuut,krosnis
416,Fußboden::N,nateq,grindys
417,Tisch::N,allattarfik,stalas
418,Stuhl::N,issiavik,kėdė
419,Stuhl::N,issiaffik,kėdė
420,Wiege::N,uaasoq,lopšys
421,Bett::N,nallavik,lova
422,Bett::N,nallavik,patalai
423,Regal::N,ilisivik,lentyna
424,Kiste::N,sakissat,dėžė
425,Kiste::N,illerfiusaq,dėžė
426,Fenster::N,aki,langas
427,Fenster::N,igalaaq,langas
428,Tür::N,matu,durys
429,Tor::N,isaaffik,vartai
430,Zaun::N,saputit,tvora
431,Dach::N,qaliaq,stogas
432,Leiter::N,tummeqqat,kopėčios
433,Leiter::N,majuartarfiit,kopėčios
434,Besen::N,saligutit,šluota
435,Spaten::N,nivaataq,lopeta
436,Spaten::N,nivaataq,kastuvas
437,Schaufel::N,nivaataq,semtuvas
438,Gabel::N,qilluaq,šakutė
439,Gabel::N,ajassaatit,šakutė
440,Löffel::N,alussaat,šaukštas
441,Messer::N,savik,peilis
442,Nagel::N,kukik,vinis
443,Netz::N,anguffaseq,tinklas
444,Haken::N,nissik,vagis
445,Haken::N,nissik,kablys
446,Haken::N,qarsorsaq,vagis
447,Haken::N,qarsorsaq,kablys
448,Haken::N,qarsorsartoq,vagis
449,Haken::N,qarsorsartoq,kablys
450,Griff::N,ipi,kotas
451,Griff::N,ipi,rankena
452,Schloss::N,illussaarsuaq,spyna
453,Schloss::N,illussaarsuaq,užraktas
454,Bild::N,assiliaq,paveikslas
455,Figur::N,kisitsit,figūra
456,Puppe::N,inuusaq,lėlė
457,Bündel::N,qilertaq,ryšulys
458,Tasche::N,pooqattaq,krepšelis
459,Deckel::N,matu,dangtis
460,Geschirr::N,anut,indai
461,Tasse::N,tiitorfik,puodukas
462,Tasse::N,tiitorfiup ilorlia,puodukas
463,Topf::N,qoqqoq,puodas
464,Kessel::N,uunnaavik,katilas
465,Essen::N,igaaq,valgis
466,Nahrung::N,neqissaq,penas
467,Nahrung::N,neqissaq,maistas
468,Speise::N,nerisassat,patiekalas
469,Fleisch::N,neqi,mėsa
470,Getreide::N,maannineq,javai
471,Brot::N,iffit,duona
472,Brot::N,iffiaq,duona
473,Scheibe::N,igalaassiaq,riekė
474,Fett::N,tarnutissaq,taukai
475,Fett::N,tarnutissaq,riebalai
476,Fett::N,tarnutissiaq,taukai
477,Fett::N,tarnutissiaq,riebalai
478,Butter::N,punneq,sviestas
479,Öl::N,uulia,aliejus
480,Salz::N,taratsut,druska
481,Suppe::N,qajoq,sriuba
482,Honig::N,tungusunnitsuut,medus
483,Milch::N,immuk,pienas
484,Tee::N,tii,arbata
485,Tee::N,teeq,arbata
486,Wolle::N,nuersagassiaq,vilna
487,Stoff::N,milliaq,audeklas
488,Stoff::N,qarlissiaq,audeklas
489,Nadel::N,meqqut,adata
490,Faden::N,ujalussiaq,gija
491,Faden::N,ujalussiaq,siūlas
492,Knopf::N,attat,saga
493,Knoten::N,akeroq,mazgas
494,Knoten::N,qilerneq,mazgas
495,Farbe::N,qalipaat,dažai
496,Kleidung::N,atisat,rūbai
497,Kleidung::N,atisat,drabužiai
498,Kleidung::N,annoraaq,rūbai
499,Kleidung::N,annoraaq,drabužiai
500,Hemd::N,ilupaaq,marškiniai
501,Kragen::N,qungasiinnaq,apykaklė
502,Ärmel::N,aaq,rankovė
503,Hose::N,qarliit,kelnės
504,Gürtel::N,qiterut,juosta
505,Gürtel::N,qiterut,diržas
506,Gürtel::N,unngersaq,juosta
507,Gürtel::N,unngersaq,diržas
508,Mütze::N,nasaq,kepurė
509,Schuh::N,skuu,batas
510,Schuh::N,ikernuk,batas
511,Schuh::N,ateraasaq,batas
512,Stiefel::N,kamik,auliniai batai
513,Ring::N,assammiu,žiedas
514,Band::N,qilerutissiaq,kaspinas
515,Kamm::N,illaagutit,šukos
516,Kamm::N,illaajaatit pl.,šukos
517,Spiegel::N,tarrarsuut,veidrodis
518,Riemen::N,allunaaq,diržas
519,Schnur::N,kujaaq,virvė
520,Schnur::N,allunaasaq,virvė
521,Leine::N,aleq,pavadėlis
522,Decke::N,qipik,antklodė
523,Kissen::N,akit,pagalvė
524,Kissen::N,akit,priegalvis
525,Tuch::N,qarlissiaq,skarelė
526,Handtuch::N,allarut,rankšluostis
527,Handtuch::N,allarterut,rankšluostis
528,Kraft::N,pissak,jėga
529,Stärke::N,qerattarsaat,stiprumas
530,Gesundheit::N,peqqisusseq,sveikata
531,Krankheit::N,nappaat,liga
532,Schmerz::N,anniaat,skausmas
533,Wunde::N,iki,žaizda
534,Fieber::N,nappaat qanimanartoq,karštis
535,Arznei::N,imigassaq,vaistas
536,Brücke::N,ikaartarfik,tiltas
537,Brunnen::N,tissaluttuliaq,šulinys
538,Weide::N,masarsuk,ganykla
539,Weide::N,masarsuk,gluosnis
540,Pfad::N,aqqut,takas
541,Weg::N,aggerfik,kelias
542,Straße::N,aqqusineq,gatvė
543,Dorf::N,nunaqarfik,kaimas
544,Dorf::N,nunaqarfik,sodžius
545,Stadt::N,illorpaat,miestas
546,Stadt::N,illorpalik,miestas
547,Brief::N,allagarsiaq,laiškas
548,Buch::N,atuakkat,knyga
549,Buch::N,mappersagaq,knyga
550,Buchstabe::N,naqinneq,raidė
551,Zeitung::N,aviisi,laikraštis
552,Leben::N,inuussuseq,gyvybė
553,Leben::N,inuussuseq,gyvenimas
554,Tod::N,toqu,mirtis
555,Tod::N,toquneq,mirtis
556,Grab::N,iliveq,kapas
557,Grab::N,illissat,kapas
558,Kirche::N,oqaluffik,bažnyčia
559,Sünde::N,ajorti,nuodėmė
560,Sünde::N,ajorti,nusidėjimas
561,Arbeiter::N,sulisoq,darbininkas
562,Chef::N,ittoqut,šefas
563,Chef::N,ittoqut,vadovas
564,Chef::N,ittoqut,viršininkas
565,Meister::N,naalagaq,meistras
566,Arzt::N,katsorsaasoq,gydytojas
567,Lehrer::N,ilinniartitsisoq,mokytojas
568,Geld::N,aningaasat,pinigai
569,Geschäft::N,niuertarfik,biznis
570,Laden::N,niuertarfik,krautuvė
571,Laden::N,niuertarfik,parduotuvė
572,Preis::N,aki,kaina
573,Ware::N,qaliata pii,prekė
574,Ware::N,nioqqutissaq,prekė
575,Nutzen::N,iluaqut,nauda
576,Nutzen::N,iluaqut,pelnas
577,Welt::N,nunarsuaq,pasaulis
578,Land::N,nuna,žemė
579,Land::N,nuna,šalis
580,König::N,kunngi,karalius
581,Macht::N,pissaassuseq,galia
582,Macht::N,pissaassuseq,valdžia
583,Grenze::N,killik,riba
584,Grenze::N,killik,siena
585,Krieg::N,sorsunneq,karas
586,Feind::N,akeraq,priešas
587,Feind::N,akerartorti,priešas
588,Feind::N,qinngarsuisoq,priešas
589,Kampf::N,sorsunneq,kova
590,Pfeil::N,qalugiusaq,strėlė
591,Gewehr::N,aallaat,šautuvas
592,Fehler::N,kukkuneq,klaida
593,Fehler::N,paarlaappaa,klaida
594,Unglück::N,perluut,nelaimė
595,Schuld::N,akiitsugaq,kaltė
596,Schuld::N,akiligassaq,kaltė
597,Alter::N,utoqqaq,amžius
598,Schluss::N,isu,pabaiga
599,Zeit::N,ulloq,laikas
600,Zeit::N,akuttoqatigiinneq,laikas
601,Tag::N,ulloq,diena
602,Morgen::N,ullaaq,rytas
603,Mittag::N,ulloqeqqa,vidurdienis
604,Abend::N,unnuk,vakaras
605,Nacht::N,unnuaq,naktis
606,Woche::N,sapaatip akunnera,savaitė
607,Monat::N,qaammat,mėnuo
608,Jahr::N,ukioq,metai
609,Frühling::N,upernaaq,pavasaris
610,Sommer::N,aasaq,vasara
611,Herbst::N,ukiaq,ruduo
612,Winter::N,ukioq,žiema
613,Januar::N,siulleeq,sausis
614,Januar::N,qaammaliaq,sausis
615,Februar::N,aarlaat,vasaris
616,März::N,marsi,kovas
617,März::N,martsi,kovas
618,Mai::N,maaji,gegužė
619,Juni::N,juuni,birželis
620,Juli::N,juuli,liepa
621,August::N,aggusti,rugpjūtis
622,September::N,septembari,rugsėjis
623,Oktober::N,oktobari,spalis
624,November::N,novembari,lapkritis
625,Dezember::N,detsembari,gruodis
626,Montag::N,ataasinngortoq,pirmadienis
627,Dienstag::N,marlunngorneq,antradienis
628,Mittwoch::N,pingasunngorneq,trečiadienis
629,Donnerstag::N,sisamanngorneq,ketvirtadienis
630,Freitag::N,tallimanngorneq,penktadienis
631,Samstag::N,arfininngorneq,šeštadienis
632,Sonntag::N,sapaat,sekmadienis
633,Sonntag::N,sapaati,sekmadienis
634,groß::A,angivoq,didis
635,groß::A,angivoq,didelis
636,klein::A,mikivoq,mažas
637,lang::A,takisooq,ilgas
638,kurz::A,naatsoq,trumpas
639,breit::A,silippoq,platus
640,schmal::A,amitsoq,smulkus
641,dicht::A,torsusooq,tankus
642,dick[Gegenstand]::A,issuvoq,storas
643,dick[Gegenstand]::A,issusooq,storas
644,dünn::A,amitsoq,plonas
645,fein::A,mamarpoq,smulkus
646,fest::A,tangeqarpoq,kietas
647,fest::A,tangeqarpoq,tvirtas
648,flach::A,nalimmappoq,lėkštas
649,flach::A,nalimmappoq,plokščias
650,glatt::A,quasak,slidus
651,hart::A,mattusooq,kietas
652,hart::A,manngerpoq,kietas
653,hart::A,titeqquluppoq,kietas
654,weich::A,nerumaarpoq,minkštas
655,rund::A,ammallorippoq,apvalus
656,rund::A,ammallorippoq,apskritas
657,spitz::A,qummukujooq,aštrus
658,spitz::A,qummukujooq,smailus
659,scharf::A,ipippoq,aštrus
660,stumpf::A,anngerpoq,bukas
661,stumpf::A,anngerpoq,atšipęs
662,schwer::A,oqimaappoq,sunkus
663,schön::A,kusanarpoq,gražus
664,heiß::A,kiappoq,karštas
665,warm::A,oqorpoq,šiltas
666,kalt::A,issippoq,šaltas
667,kühl::A,pueqqortippoq,vėsus
668,kühl::A,pueqqortippoq,bejausmis
669,feucht::A,isugutavoq,drėgnas
670,feucht::A,qaasernarpoq,drėgnas
671,nass::A,imerorpoq,šlapias
672,trocken::A,panerpoq,sausas
673,voll::A,ulikkaarpoq,pilnas
674,leer::A,imaattuarpoq,tuščias
675,offen::A,ammavoq,atviras
676,geschlossen::A,matuvoq,uždaras
677,geschlossen::A,matuvoq,uždarytas
678,sauber::A,eqqippoq,švarus
679,sauber::A,sukuluippoq,švarus
680,sauber::A,ipeqanngilaq,švarus
681,schmutzig::A,tapappoq,nešvarus
682,schmutzig::A,tapappoq,purvinas
683,schmutzig::A,minguppoq,nešvarus
684,schmutzig::A,minguppoq,purvinas
685,roh::A,aapavoq,žalias
686,reif::A,qaarulerpoq,prinokęs
687,reif::A,qaarulerpoq,pribrendęs
688,süß::A,tungusunnippoq,saldus
689,bitter::A,qasilippoq,kartus
690,hell::A,qaamavoq,šviesus
691,hell::A,qaamavoq,skaistus
692,dunkel::A,qernerpoq,tamsus
693,schwarz::A,qernerpoq,juodas
694,weiß::A,qaqorpoq,baltas
695,rot::A,aappaluppoq,raudonas
696,gelb::A,sungaarpoq,geltonas
697,blau::A,tungujorpoq,mėlynas
698,grün::A,qorsooqqippoq,žalias
699,grau::A,qaserpoq,pilkas
700,billig::A,akikippoq,pigus
701,wertvoll::A,erlinnarpoq,vertingas
702,blind::A,tappiippoq,aklas
703,blind::A,isigisaqanngilaq,aklas
704,taub::A,tusilarpoq,kurčias
705,kräftig::A,pissaq,stiprus
706,kräftig::A,pissarsuaq,stiprus
707,stark::A,sanngivoq,stiprus
708,schwach::A,nakuippoq,silpnas
709,fett::A,pualavoq,riebus
710,schlank::A,tuappoq,laibas
711,schlank::A,tuappoq,lieknas
712,hübsch::A,aatsialaq,gražus
713,böse::A,ajorpoq,blogas
714,dumm::A,taqajak,paikas
715,dumm::A,taqajak,kvailas
716,dumm::A,sikkilluppoq,paikas
717,dumm::A,sikkilluppoq,kvailas
