,Concept_ID,ta,lez
272,Gesellschaft::N,சமுதாயம்,общество
273,Hilfe::N,உதவி,куьмек
274,Freund::N,நண்பன்,дуст
275,Kamerad::N,உடனிருப்பவன்,яр-дуст
276,Angelegenheit::N,செய்தி,кар
277,Anzahl::N,எண்ணிக்கை,сан
278,Anzahl::N,எண்ணிக்கை,кьадар
279,Art::N,வகை,жуьре
280,Stück::N,துண்டம்,кӏус
281,Teil::N,பகுதி,пай
282,Hälfte::N,பாதி,зур
283,Hälfte::N,பாதி,зур пай
284,Kreis::N,வட்டம்,круг
285,Kreis::N,வட்டம்,чкаяр
286,Kreis::N,வட்டம்,элкъвей цӏар
287,Kreuz::N,சிலுவை,хаш
288,Linie::N,கோடு,цӏар
289,Strich::N,வாத நோய்,цӏар
290,Abstand::N,இடைவெளி,ара
291,Entfernung::N,தூரம்,мензил
292,Gegend::N,வட்டாரம்,чка
293,Platz::N,வெற்றிடம்,ара
294,Ort::N,இடம்,чка
295,Seite::N,பக்கம்,пад
296,Mitte::N,இடைப்பகுதி,юкь
297,Gegenstand::N,உருப்படி,затӏ
298,Sache::N,பொருள்,шей
299,Sache::N,பொருள்,затӏ
300,Rand::N,தொங்கு,къерех
301,Kante::N,விளிம்பு,син
302,Ecke::N,மூலை,пӏипӏ
303,Spitze::N,முனை,кӏвенкӏв
304,Ende::N,முடிவு,кьил
305,Loch::N,துளை,тӏеквен
306,Winkel::N,கோணம்,пӏипӏ
307,Muster::N,பாங்கு,гишир
308,Größe::N,அளவு,кьадар
309,Länge::N,நீளம்,яргъивал
310,Höhe::N,உயரம்,кьакьанвал
311,Gewicht::N,எடை,заланвал
312,Menge::N,தொகை,кьадар
313,Haufen::N,குவியல்,хара
314,Reihe::N,வரிசை,жерге
315,Boot::N,படகு,луьткве
316,Ruder::N,துடுப்பு,кьусу
317,Schlitten::N,சகடையிலா வண்டி,гъелерар
318,Ski::N,பனிச் சறுக்கல்,
319,Lagerfeuer::N,மூட்டம்,цӏай
320,Last::N,பாரம்,заланвал
321,Gang::N,நடை,ериш
322,Schritt::N,காலடி,къадам
323,Norden::N,வடக்கு,кефер
324,Norden::N,வடக்கு,кефер пад
325,Süden::N,தெற்கு,кьибле
326,Westen::N,மேற்கு திசை,рагъакӏидай пад
327,Osten::N,கிழக்கு,рагъэкъечӏдай пад
328,Holz::N,மரக்கட்டை,кӏарас
329,Brett::N,பலகை,кьул
330,Brett::N,பலகை,тахта
331,Platte::N,பலகம்,
332,Stütze::N,அடைப்புகன்,даях
333,Stange::N,கம்பம்,юрк
334,Stock::N,குச்சி,лаш
335,Stab::N,கம்பு,юрк
336,Rohr::N,குழாய்,турба
337,Haus::N,வீடு,ужагъ
338,Heim::N,வீடு,кӏвал
339,Ofen::N,அடுப்பு,пич
340,Fußboden::N,தரை,кӏвалин ччил
341,Tisch::N,மேசை,стол
342,Stuhl::N,நாற்காலி,стул
343,Wiege::N,தொட்டில்,кьеб
344,Bett::N,படுக்கை,тахт
345,Regal::N,அலமாரி,кьацӏ
346,Kiste::N,பெட்டி,ящик
347,Fenster::N,சாளரம்,дакӏар
348,Tür::N,கதவு,рак
349,Tor::N,வாசற்கதவு,варар
350,Zaun::N,வேலி,пару
351,Dach::N,கூரை,къав
352,Leiter::N,ஏணி,гурар
353,Besen::N,விளக்குமாறு,таран кул
354,Spaten::N,மண்வெட்டி,ппер
355,Schaufel::N,அடிதண்டா,хекендаз
356,Gabel::N,முட்கரண்டி,шиш
357,Löffel::N,கரண்டி,тӏур
358,Messer::N,கத்தி,чукӏул
359,Nagel::N,ஆணி,мих
360,Netz::N,வலை,чил
361,Haken::N,கொக்கி,къармах
362,Griff::N,கைப்பிடி,ттум
363,Schloss::N,பூட்டு,куьлег
364,Bild::N,படம்,шикил
365,Bild::N,படம்,суьрет
366,Figur::N,எண்ணிக்கை,фигура
367,Puppe::N,பொம்மை,нини
368,Beutel::N,பை,тагъар
369,Bündel::N,பொதி,галгам
370,Tasche::N,பை,чанта
371,Eimer::N,வாளி,ведре
372,Deckel::N,உறை,кьил
373,Deckel::N,உறை,къалпагъ
374,Geschirr::N,பாத்திரம்,къаб-къажах
375,Sack::N,பை,чувал
376,Tasse::N,கிண்ணம்,сукӏра
377,Topf::N,பானை,къажгъан
378,Kessel::N,கெண்டி,къажгъан
379,Essen::N,உணவருந்துதல்,тӏуьн
380,Nahrung::N,உணவு,тӏуьн
381,Speise::N,உணவு வகை,хуьрек
382,Fleisch::N,இறைச்சி,як
383,Getreide::N,மக்காச்சோளம்,техил
384,Brei::N,கஞ்சி,хапӏа
385,Brei::N,கஞ்சி,хешил
386,Brot::N,ரொட்டி,фу
387,Scheibe::N,துண்டு,чӏук
388,Fett::N,கொழுப்பு,ягълу
389,Butter::N,வெண்ணெய்,гъери
390,Öl::N,எண்ணெய்,ягълу
391,Salz::N,உப்பு,кьел
392,Suppe::N,ரசம்,суп
393,Suppe::N,ரசம்,шурпа
394,Honig::N,தேன்,вирт
395,Milch::N,பால்,нек
396,Tee::N,தெனீர்,чай
397,Leder::N,பதம் செய்யப்பட்ட தோல்,тумаж
398,Wolle::N,கம்பளி,йис
399,Stoff::N,துணி,парча
400,Nadel::N,ஊசி,раб
401,Faden::N,நூல்,гъал
402,Knopf::N,பொத்தான்,дуьгме
403,Knoten::N,முடிச்சு,тӏвал
404,Farbe::N,வண்ணக் குழம்பு,ранг
405,Kleidung::N,ஆடைகள்,партал
406,Hemd::N,சட்டை,перем
407,Kragen::N,கழுத்துப் பட்டை,хев
408,Ärmel::N,சட்டைக்கை,хел
409,Hose::N,கால்சட்டை,шалвар
410,Gürtel::N,பெல்ட்,чӏул
411,Mütze::N,தொப்பி,бармак
412,Mütze::N,தொப்பி,бапӏах
413,Schuh::N,காலணி,ботинка
414,Stiefel::N,காலணி,чекме
415,Ring::N,மோதிரம்,тупӏал
416,Band::N,நாடா,тасма
417,Kamm::N,கீப்பு,регъ
418,Spiegel::N,ஆடி,гуьзгуь
419,Spiegel::N,கண்ணாடி,гуьзгуь
420,Riemen::N,வார்,къайиш
421,Schnur::N,கயிறு,еб
422,Leine::N,தோல்வார்,
423,Decke::N,போர்வை,яргъан
424,Kissen::N,தலையணை,хъуьцуьган
425,Tuch::N,துணி,шал
426,Handtuch::N,தண்டு,дасмал
427,Kraft::N,நிர்பந்தம்,гуж
428,Stärke::N,பலம்,къуват
429,Gesundheit::N,ஆரோக்கியம்,сагъвал
430,Krankheit::N,நோய்,тӏал
431,Schmerz::N,வலி,тӏал
432,Schmerz::N,வலி,тӏарвал
433,Wunde::N,காயம்,хер
434,Fieber::N,காய்ச்சல்,ифин
435,Arznei::N,மருந்து,дарман
436,Brücke::N,பாலம்,муьгъ
437,Brunnen::N,கேணி,къуй
438,Weide::N,மேய்ச்சல் நிலம்,уьруьш
439,Pfad::N,நடை வழி,рехъ
440,Weg::N,வழி,рехъ
441,Straße::N,சாலை,рехъ
442,Dorf::N,கிராமம்,хуьр
443,Stadt::N,நகரம்,шегьер
444,Brief::N,கடிதம்,кагъаз
445,Buch::N,புத்தகம்,улуб
446,Buchstabe::N,எழத்து,гьарф
447,Zeitung::N,செய்தித்தாள்,газета
448,Leben::N,வாழ்க்கை,уьмуьр
449,Tod::N,மரணம்,кьиникь
450,Grab::N,சமாதி,сур
451,Kirche::N,தேவாலயம்,килиса
452,Sünde::N,பாவம்,гунагь
453,Gott::N,கடவுள்,аллагь
454,Arbeiter::N,தொழிலாளி,фяле
455,Chef::N,மேலாளர்,гьаким
456,Meister::N,தலைவன்,устӏар
457,Arzt::N,மருத்துவர்,доктор
458,Lehrer::N,ஆசிரியர்,муаллим
459,Geld::N,பணம்,пул
460,Geschäft::N,வாணிபம்,
461,Laden::N,கடை,магазин
462,Preis::N,விலை,къимет
463,Ware::N,சாமன்கள்,мал
464,Ware::N,சாமன்கள்,товар
465,Nutzen::N,இலாபம்,хийир
466,Nutzen::N,இலாபம்,менфят
467,Reichtum::N,சொத்து,девлет
468,Welt::N,உலகம்,дуьнья
469,Land::N,நாடு,уьлкве
470,Staat::N,நாடு,пачагьлугъ
471,Staat::N,நாடு,государство
472,König::N,அரசன்,пачагь
473,Macht::N,அதிகாரம்,власть
474,Grenze::N,எல்லை,сергьят
475,Krieg::N,போர்,дяве
476,Feind::N,எதிரி,душман
477,Gewalt::N,வன்முறை,гуж
478,Kampf::N,போராட்டம்,женг
479,Bogen[Waffe]::N,வில்,чӏемерук
480,Pfeil::N,அம்பு,хьел
481,Gewehr::N,துப்பாக்கி,тфенг
482,Fehler::N,தவறு,гъалатӏ
483,Lüge::N,பொய்,ттаб
484,Schaden::N,சேதாரம்,зиян
485,Schaden::N,சேதாரம்,зарар
486,Unglück::N,இடையூறு,бала
487,Unglück::N,இடையூறு,бедбахтвал
488,Schuld::N,குற்றம்,тахсир
489,Alter::N,வயது,яш
490,Schluss::N,முடிவு,эхир
491,Zeit::N,காலம்,вяде
492,Tag::N,நாள்,югъ
493,Morgen::N,காலை நேரம்,пакама
494,Mittag::N,மதியம்,нисин
495,Abend::N,மாலைப் பொழுது,няни
496,Nacht::N,இரவு,йиф
497,Woche::N,வாரம்,гьафте
498,Monat::N,மாதம்,варз
499,Jahr::N,வருடம்,йис
500,Frühling::N,வசந்தம்,гатфар
501,Sommer::N,கோடை,гад
502,Herbst::N,இலையுதிர் காலம்,зул
503,Winter::N,குளிர்காலம்,кьуьд
504,Januar::N,ஜனவரி,январь
505,Februar::N,பிபரவரி மாதம்,февраль
506,März::N,மார்ச் மாதம்,март
507,April::N,ஏப்ரல் மாதம்,апрель
508,Mai::N,மே மாதம்,май
509,Juni::N,ஜூன் மாதம்,июнь
510,Juli::N,ஜூலை மாதம்,июль
511,August::N,ஆகஸ்ட் மாதம்,август
512,September::N,செப்டம்பர் மாதம்,сентябрь
513,Oktober::N,அக்டோபர் மாதம்,октябрь
514,November::N,நவம்பர் மாதம்,ноябрь
515,Dezember::N,டிசம்பர்,декабрь
516,Montag::N,திங்கட் கிழமை,ислен
517,Dienstag::N,செவ்வாய்க்கிழமை,саласа
518,Mittwoch::N,புதன் கிழமை,арбе
519,Donnerstag::N,வியாழக் கிழமை,хемис югъ
520,Freitag::N,வெள்ளிக்கிழமை,жуьмя
521,Freitag::N,வெள்ளிக்கிழமை,жуьмя югъ
522,Samstag::N,சனிக்கிழமை,киш
523,Sonntag::N,ஞாயிறுக் கிழமை,гьяд
524,groß::A,பெரிய,еке
525,groß::A,பெரிய,чӏехи
526,klein::A,சிறிய,гъвечӏи
527,lang::A,நீண்ட,яргъи
528,kurz::A,குட்டையான,куьруь
529,breit::A,அகலமான,гьяркьуь
530,schmal::A,குறுகலான,гуьтӏуь
531,dicht::A,அடர்த்தியான,къалин
532,dick[Gegenstand]::A,தடித்த,
533,dünn::A,சன்னமான,кьелечӏ
534,fein::A,மெல்லிய,шуькӏуь
535,fest::A,உறுதியாள,кӏеви
536,flach::A,தட்டையான,кьулу
537,glatt::A,வழுவழுப்பான,цӏалцӏам
538,hart::A,கடினமான,кӏеви
539,weich::A,மென்மையான,хъуьтуьл
540,rund::A,உருண்டையான,элкъвей
541,spitz::A,திகந்தமாக,хци
542,scharf::A,கூரான,хци
543,stumpf::A,உளம் திறந்த,къуьруь
544,schwer::A,கனமான,залан
545,schön::A,அழகான,иер
546,heiß::A,சூடான,кудай
547,warm::A,இதமான,чими
548,kalt::A,குளிர்ச்சியான,мекьи
549,kühl::A,குளிர்ச்சியான,къайи
550,frisch::A,சுத்தமான,таза
551,frisch::A,சுத்தமான,михьи
552,feucht::A,ஈரமான,ламу
553,nass::A,ஈரமான,кьежей
554,trocken::A,உலர்ந்த,кьуру
555,voll::A,நிரம்பிய,ацӏай
556,leer::A,காலியான,буш
557,leer::A,காலியான,ичӏи
558,offen::A,திறந்த,ахъа
559,geschlossen::A,மூடப்பட்ட,кӏеви
560,sauber::A,சுத்தமான,михьи
561,schmutzig::A,அழக்கான,чиркин
562,schmutzig::A,அழக்கான,кьацӏай
563,roh::A,கச்சா,чиг
564,roh::A,கச்சா,ицӏи
565,reif::A,பழுத்த,дигмиш хьайи
566,lecker::A,சுவைமிக்க,дадлу
567,süß::A,இனிப்பான,ширин
568,bitter::A,கசப்பான,туькьуьл
569,sauer::A,புளிப்பாக,цуру
570,hell::A,பளபளப்பான,экуь
571,dunkel::A,கருமையான,мичӏи
572,schwarz::A,கருப்பு வண்ண,чӏулав
573,weiß::A,வெண்மையன,лацу
574,rot::A,சிவப்பு,яру
575,gelb::A,மஞ்சள் வண்ணம்,хъипи
576,blau::A,நீல வண்ண,вили
577,grün::A,பச்சை வண்ண,къацу
578,grau::A,சாம்பல் நிற,рехи
579,bunt::A,வண்ண மயமான,цӏару
580,bunt::A,வண்ண மயமான,яру-цӏару
581,billig::A,மலிவான,ужуз
582,teuer::A,விலை அதிகமான,багьа
583,wertvoll::A,மதிப்புள்ள,масан
584,blind::A,பார்வையற்ற,буьркьуь
585,taub::A,செவிடான,биши
586,kräftig::A,வலிமையான,гужлу
587,stark::A,பலமான,къуватлу
588,schwach::A,பலவீனமான,такьатсуз
589,fett::A,பருமனாக,куьк
590,schlank::A,ஒல்லியான,шумал
591,hübsch::A,அழகிய,гуьрчег
592,böse::A,கேடு விளைவிக்கும்,пис
593,dumm::A,முட்டாள்தனமான,ахмакь
594,faul::A,சோம்பலான,тенпел
595,fleißig::A,ஊக்கந்தளராத,сяй ийидай
596,fleißig::A,ஊக்கந்தளராத,сяйи ийидай
597,geizig::A,கஞேசத்தனமான,мискьи
598,klug::A,சாதுரியமான,акьуллу
599,geschickt::A,திறமையள்ள,магьир
600,lieb::A,அன்புக்குரிய,играми
601,lustig::A,களிப்புமிக்க,шад
602,sanft::A,சாதுவான,назик
603,sanft::A,சாதுவான,милайим
604,hungrig::A,பசியுடன்,гишин
605,krank::A,நோயுற்று,кефсуз
606,nackt::A,ஆடையற்ற,кьецӏил
607,traurig::A,சோகமான,пашман
608,lebendig::A,பிழைப்பு,ччан алай
609,gut::A,நல்ல,хъсан
610,gut::A,நல்ல,вижевай
611,schlecht::A,கெட்ட,пис
612,richtig::A,சரியான,дуьз
613,schlimm::A,அருவருப்பான,нифретлу
614,wahr::A,உண்மையான,гьакъикъи
615,alt::A,பழைய,эски
616,alt::A,பழைய,куьгьне
617,neu::A,புதிய,цӏийи
618,ehemalig::A,முன்நாள்,виликан
619,alt[Lebewesen]::A,வயதான,кьуьзуь
620,jung::A,இளமையான,жегьил
621,arm::A,ஏழ்மையான,кесиб
622,reich::A,செல்வம் படைத்த,девлетлу
623,bekannt::A,பழக்கப்பட்ட,чидай
624,berühmt::A,புகழ்பெற்ற,машгьур
625,fremd::A,அயல் நாட்டு,ччара
626,verschieden::A,வித்தியாசமான,жуьреба-жуьре
627,nah::A,பக்கத்தில் உள்ள,мукьвал
628,fern::A,தொலை தூரத்தில்,яргъал
629,linker::A,மீந்திருக்கும்,чапла
630,rechter::A,வலதுபக்கம்,эрчӏи
631,anderer::A,மற்ற,маса
632,anderer::A,மற்ற,муькуь
633,erster::A,முதனமையான,сад лагьай
634,zweiter::A,இரண்டாவது,кьвед лагьай
635,dritter::A,மூன்றாவது,пуд лагьай
636,letzter::A,கடைசி,эхиримжи
637,allein::ADV,தனியாக,кьилди
638,auf einmal::ADV,தடீரென்று,
639,zusammen::ADV,சேர்ந்து,санал
640,lange::ADV,அதிக நோம்,яргъалди
641,plötzlich::ADV,தடீரென்று,садлагьана
642,sofort::ADV,உடனடியாக,гьасятда
643,später::ADV,பிறகு,гуьгъуьнлай
644,jetzt::ADV,இப்பொழது,гила
645,heute::ADV,இன்று,къе
646,morgen::ADV,நாளைக்கு,пака
647,bald::ADV,சீக்கிரம்,мукьва
648,bald::ADV,சீக்கிரம்,мукьвара
649,dann::ADV,அப்பொழுது,ахпа
650,gestern::ADV,நேற்று,накь
651,einst::ADV,ஒரே முறை,садра
652,damals::ADV,அப்பொழுது,а чӏавуз
653,danach::ADV,பிற்பாடு,ахпа
654,vorher::ADV,முன்பாக,вилик
655,zuerst::ADV,முதலில்,сифте
656,einmal::ADV,ஒரே முறை,садра
657,manchmal::ADV,சில நேரங்களில்,гагь-гагь
658,oft::ADV,அடிக்கடி,гзаф вахтара
659,immer::ADV,எப்பொழுதும்,гьамиша
660,niemals::ADV,ஒருபோதும் இல்லை,са чӏавузни
661,niemals::ADV,ஒருபோதும் இல்லை,са вахтундани
662,hier::ADV,இங்கே,ина
663,hierhin::ADV,இவ்விடத்திற்கு,иниз
664,von hier::ADV,இனி,инай
665,dort::ADV,அங்கே,ана
666,dorthin::ADV,அவ்விடத்திற்கு,аниз
667,geradeaus::ADV,முன்னாலிருக்கும்,дуьз
668,vorwärts::ADV,முன்புறமாக,вилик
669,vorwärts::ADV,முன்புறமாக,виликди
