,Concept_ID,mhr,cy
58,Träne::N,шинчавӱ́д,deigryn
59,Geschmack::N,там,cyflas
60,Geruch::N,пуш,aroglau
61,Schlaf::N,о́мо,cwsg
62,Traum::N,йӱдо́мо,breuddwyd
63,Himmel::N,кава́,awyr
64,Sonne::N,ке́че,haul
65,Mond::N,ты́лзе,lleuad
66,Stern::N,шӱ́дыр,seren
67,Luft::N,юж,awyr
68,Wind::N,марде́ж,gwynt
69,Welle::N,то́лкын,ton
70,Wasser::N,вӱд,dŵr
71,Stein::N,кӱ,carreg
72,Boden::N,рок,llawr
73,Erde::N,мла́нде,pridd
74,Staub::N,пура́к,llwch
75,Rauch::N,шикш,mwg
76,Funke::N,сеске́м,gwreichioni
77,Funke::N,тулйы́п,gwreichioni
78,Feuer::N,тул,tân
79,Licht::N,со́то,golau
80,Schatten::N,ӱ́мыл,cysgod
81,Wetter::N,иге́че,tywydd
82,Nebel::N,тӱтыра́,niwl
83,Wolke::N,пыл,cwmwl
84,Regen::N,йӱр,glaw
85,Schnee::N,лум,ôd
86,Schnee::N,лум,eira
87,Eis::N,ий,iâ
88,Frost::N,чатлама́,rhew
89,Kälte::N,йӱ́штӧ,oerni
90,Kälte::N,йӱ́штӧ,annwyd
91,Hitze::N,шо́кшо,gwres
92,Raureif::N,пӧрш,barrug
93,Raureif::N,по́кшым,barrug
94,Regenbogen::N,шонанпы́л,enfys
95,Donner::N,кӱ́дырчӧ,tyrfau
96,Strömung::N,йо́гын,cerrynt
97,Tropfen::N,чӱча́лтыш,dafn
98,Tropfen::N,чӱча́лтыш,diferyn
99,Schaum::N,шоҥ,ewyn
100,Schmutz::N,лавыра́,baw
101,Schmutz::N,лавыра́,budreddi
102,See::N,ер,llyn
103,Sumpf::N,лӱ́кӧ,cors
104,Moor::N,куп,rhos
105,Wiese::N,о́лык,dôl
106,Wald::N,чодыра́,coedwig
107,Hügel::N,арка́,bryn
108,Anhöhe::N,тӧва́,bryn
109,Anhöhe::N,кӱкшака́,bryn
110,Berg::N,ку́рык,mynydd
111,Gipfel::N,чаҥга́,copa
112,Gipfel::N,курыкву́й,copa
113,Höhle::N,пеще́р,ogof
114,Höhle::N,курыкпо́мыш,ogof
115,Abhang::N,та́йыл,llethr
116,Quelle::N,важ,tarddiad
117,Quelle::N,важ,ffynhonnell
118,Quelle::N,вӱдшинча́,tarddiad
119,Quelle::N,вӱдшинча́,ffynhonnell
120,Bach::N,изэҥе́р,nant
121,Bach::N,изэҥе́р,afonig
122,Bach::N,изэҥе́р,cornant
123,Fluss::N,эҥе́р,afon
124,Ufer::N,сер,glan
125,Küste::N,вӱдтӱ́р,traeth
126,Küste::N,вӱдтӱ́р,arfordir
127,Festland::N,мла́нде,tir
128,Meer::N,те́ҥыз,môr
129,Bucht::N,икса́,bae
130,Insel::N,отро́,ynys
131,Blume::N,пеле́дыш,blodyn
132,Gras::N,шу́до,glaswellt
133,Wurzel::N,вож,gwreiddyn
134,Baum::N,пуше́ҥге,coeden
135,Stamm::N,йы́тыр,colfen
136,Stamm::N,йы́тыр,boncyff
137,Rinde::N,шӱм,rhisgl
138,Ast::N,укш,cangen
139,Zweig::N,торма́к,cainc
140,Zweig::N,торма́к,cangen
141,Blatt::N,лышта́ш,deilen
142,Birke::N,куэ́,bedwen
143,Kiefer[Baum]::N,пӱ́нчӧ,pinwydden
144,Weide[Baum]::N,уа́,helygen
145,Tanne::N,кож,ffynidwydden
146,Horn::N,шур,corn
147,Feder::N,пы́стыл,plufyn
148,Fell::N,кова́ште,ffwr
149,Flügel::N,шу́лдыр,adain
150,Klaue::N,кӱч,crafanc
151,Kralle::N,ла́па,ewin
152,Kralle::N,копа́,ewin
153,Schwanz::N,поч,cwt
154,Schwanz::N,поч,cynffon
155,Ei::N,му́но,wy
156,Nest::N,пыжа́ш,nyth
157,Bau::N,пыжа́ш,ffau
158,Tier::N,я́нлык,anifail
159,Tier::N,живо́тный,anifail
160,Herde::N,кӱ́тӱ,praidd
161,Herde::N,кӱ́тӱ,diadell
162,Herde::N,тӱшка́,praidd
163,Herde::N,тӱшка́,diadell
164,Kuh::N,ушка́л,buwch
165,Bulle::N,ӱ́шкыж,tarw
166,Pferd::N,и́мне,ceffyl
167,Schaf::N,шо́рык,dafad
168,Schwein::N,сӧсна́,mochyn
169,Hund::N,пий,ci
170,Katze::N,пы́рыс,cath
171,Bär::N,маска́,arth
172,Eichhörnchen::N,ур,gwiwer
173,Elch::N,шо́рдо,elc
174,Fuchs::N,ры́выж,cadno
175,Hase::N,мера́ҥ,ysgyfarnog
176,Maus::N,коля́,llygoden
177,Wolf::N,пи́ре,blaidd
178,Vogel::N,ка́йык,aderyn
179,Schwarm::N,каша́к,haid
180,Huhn::N,чы́ве,cyw
181,Hahn::N,агыта́н,ceiliog
182,Gans::N,ко́мбо,gŵydd
183,Adler::N,карагу́ш,eryr
184,Ente::N,лу́до,hwyad
185,Eule::N,тумна́,tylluan
186,Kranich::N,турня́,garan
187,Kranich::N,турня́,crychydd
188,Krähe::N,кора́к,brân
189,Kuckuck::N,куку́,cog
190,Kuckuck::N,куку́,cwcw
191,Schwan::N,йӱ́ксӧ,alarch
192,Fisch::N,кол,pysgod
193,Barsch::N,ола́ҥге,draenog
194,Hecht::N,нуж,penhwyad
195,Hecht::N,чорта́н,penhwyad
196,Schlange[Tier]::N,ки́шке,neidr
197,Wurm::N,шукш,abwydyn
198,Wurm::N,шукш,pryf genwair
199,Spinne::N,эҥыре́мыш,cor
200,Spinne::N,эҥыре́мыш,pryf copyn
201,Ameise::N,ку́тко,morgrugyn
202,Laus::N,тий,lleuen
203,Mücke::N,шыҥа́,gwybedyn
204,Fliege::N,ка́рме,cleren
205,Schmetterling::N,лы́ве,glöyn byw
206,Schmetterling::N,лы́ве,iâr fach yr haf
207,Beere::N,мӧр,aeronen
208,Apfel::N,олма́,afal
209,Pilz::N,по́ҥго,madarch
210,Zwiebel::N,шога́н,nionyn
211,Zwiebel::N,шога́н,winwnsyn
212,Saat::N,нӧ́шмӧ,had
213,Saat::N,туш,had
214,Korn::N,шу́рно,grawn
215,Heu::N,шу́до,gwair
216,Schale::N,шӱм,croen
217,Schale::N,шӱм,plisgyn
218,Grube::N,выне́м,pwll
219,Grube::N,выне́м,pydew
220,Falle::N,лӧ́дӧ,magl
221,Schlinge::N,о́птыш,cwlwm rhedeg
222,Schlinge::N,шӧрга́лтыш,cwlwm rhedeg
223,Spur::N,кыша́,ôl
224,Asche::N,ло́мыж,lludw
225,Dreck::N,лавыра́,baw
226,Dreck::N,лавыра́,budreddi
227,Eisen::N,кӱ́ртньӧ,haearn
228,Gold::N,шӧ́ртньӧ,aur
229,Silber::N,ший,arian
230,Kohle::N,мландышӱ́й,glo
231,Glas::N,янда́,gwydr
232,Lehm::N,шун,clai
233,Sand::N,ошма́,tywod
234,Mensch::N,еҥ,dyn
235,Mensch::N,айде́ме,dyn
236,Mann::N,пӧръе́ҥ,dyn
237,Frau::N,ӱдырама́ш,merch
238,Frau::N,ӱдырама́ш,gwraig
239,Kind::N,аза́,plentyn
240,Junge::N,рве́зе,hogyn
241,Junge::N,рве́зе,bachgen
242,Mädchen::N,ӱдыра́ш,merch
243,Mädchen::N,ӱдыра́ш,geneth
244,Familie::N,еш,teulu
245,Familie::N,еш,tylwyth
246,Großvater::N,коча́,taid
247,Großvater::N,коча́,tad-cu
248,Großmutter::N,кова́,nain
249,Großmutter::N,кова́,mam-gu
250,Eltern::N,ача́-ава́,rhieni
251,Vater::N,ача́,tad
252,Mutter::N,ава́,mam
253,Sohn::N,э́рге,mab
254,Tochter::N,ӱ́дыр,merch
255,Bruder::N,иза́,brawd
256,Bruder::N,шо́льо,brawd
257,Schwester::N,ака́,chwaer
258,Onkel::N,иза́,ewythr
259,Tante::N,кока́,modryb
260,Ehemann::N,мари́й,gŵr
261,Ehefrau::N,ва́те,gwraig
262,Freude::N,куа́н,gorfoledd
263,Freude::N,куаныма́ш,gorfoledd
264,Gelächter::N,во́штылтыш,chwerthin
265,Glück::N,пиа́л,hapusrwydd
266,Kummer::N,о́йго,galar
267,Wunsch::N,ку́мыл,dymuniad
268,Lust::N,ку́мыл,chwant
269,Geist::N,ӧрт,ysbryd
270,Geist::N,чон,ysbryd
271,Gedanke::N,ой,meddwl
272,Gedanke::N,шоныма́ш,meddwl
273,Gedächtnis::N,шарныма́ш,cof
274,Verstand::N,уш,meddwl
275,Sinn::N,смысл,ystyr
276,Grund::N,ама́л,achos
277,Grund::N,ама́л,rheswm
278,Wahrheit::N,чын,gwir
279,Wahrheit::N,чын,gwirionedd
280,Gespräch::N,мутланыма́ш,sgwrs
281,Märchen::N,йома́к,chwedl werin
282,Erzählung::N,ойлыма́ш,stori
283,Nachricht::N,увертарыма́ш,neges
284,Neuigkeit::N,уве́р,newydd
285,Name::N,лӱм,enw
286,Rätsel::N,ту́што,pos
287,Rede::N,ойлыма́ш,araith
288,Sprache::N,йы́лме,iaith
289,Stimme::N,йӱк,llais
290,Wort::N,ой,gair
291,Wort::N,мут,gair
292,Zeichen::N,ти́ште,arwydd
293,Zeichen::N,знак,arwydd
294,Ruf::N,ӱжма́ш,galwad
295,Lärm::N,лӱшкыма́ш,trwst
296,Lärm::N,йӱк-йӱа́н,trwst
297,Laut::N,йӱк,sain
298,Ton::N,йӱксе́м,tôn
299,Lied::N,му́ро,cân
300,Ruhe::N,ты́мык,tawelwch
301,Leute::N,еҥ-влак,pobl
302,Volk::N,ка́лык,pobl
303,Arbeit::N,паша́,gwaith
304,Gast::N,уна́,gwestai
305,Geschenk::N,пӧле́к,rhodd
306,Geschenk::N,пӧле́к,anrheg
307,Spiel::N,мо́дыш,chwarae
308,Spiel::N,модма́ш,chwarae
309,Gesellschaft::N,тӱшка́,cwmni
310,Hilfe::N,по́лыш,cymorth
311,Freund::N,таҥ,cyfaill
312,Freund::N,йолта́ш,cyfaill
313,Kamerad::N,таҥ,cydymaith
314,Angelegenheit::N,паша́,pwnc
315,Anzahl::N,чот,cyfrif
316,Art::N,вид,bath
317,Stück::N,ка́тыш,darn
318,Stück::N,ла́стык,darn
319,Teil::N,ужа́ш,rhan
320,Hälfte::N,пел,hanner
321,Hälfte::N,пе́ле,hanner
322,Kreis::N,ты́ртыш,cylch
323,Kreuz::N,ыре́с,croes
324,Linie::N,ли́ний,llinell
325,Strich::N,коре́ш,strôc
326,Strich::N,коре́ш,trawiad
327,Abstand::N,кокла́,bwlch
328,Abstand::N,кокла́,pellter
329,Entfernung::N,тора́,pellter
330,Entfernung::N,ку́жыт,pellter
331,Gegend::N,кунде́м,cylch
332,Platz::N,ку́мдык,lle
333,Ort::N,вер,lle
334,Ort::N,о́лмо,lle
335,Seite::N,ӧ́рдыж,ochr
336,Mitte::N,покше́л,canol
337,Gegenstand::N,наста́,eitem
338,Sache::N,наста́,peth
339,Rand::N,тӱр,cwr
340,Rand::N,тӱр,ymyl
341,Kante::N,тӱр,min
342,Kante::N,тӱр,ymyl
343,Ecke::N,лук,cornel
344,Spitze::N,вуй,blaen
345,Ende::N,муча́ш,pen
346,Loch::N,рож,twll
347,Winkel::N,лук,congl
348,Muster::N,пеза́к,patrwm
349,Muster::N,узо́р,patrwm
350,Muster::N,ӱ́лгӧ,patrwm
351,Größe::N,кӱ́кшыт,maint
352,Größe::N,кӱ́кшыт,maintioli
353,Länge::N,ку́тыш,hyd
354,Höhe::N,кӱ́кшыт,uchder
355,Gewicht::N,не́лыт,pwysau
356,Menge::N,чот,swm
357,Menge::N,чот,maint
358,Haufen::N,кы́шыл,pentwr
359,Reihe::N,рада́м,rhes
360,Boot::N,пуш,cwch
361,Ruder::N,эшка́к,rhwyf
362,Schlitten::N,тер,sled
363,Schlitten::N,тер,car llusg
364,Schlitten::N,изде́р,sled
365,Schlitten::N,изде́р,car llusg
366,Ski::N,е́че,sgi
367,Lagerfeuer::N,туло́то,coelcerth
368,Last::N,нӧ́лтыш,llwyth
369,Gang::N,ошкылма́ш,tro
370,Schritt::N,о́шкыл,cam
371,Norden::N,йӱдйыма́л,gogledd
372,Süden::N,кечывалве́л,de
373,Westen::N,касве́л,gorllewin
374,Osten::N,эрве́л,dwyrain
375,Holz::N,пу,pren
376,Brett::N,оҥа́,bwrdd
377,Brett::N,оҥа́,astell
378,Platte::N,аста́р,llech
379,Stütze::N,чара́к,ateg
380,Stütze::N,чара́к,cynhalydd
381,Stange::N,лома́ш,polyn
382,Stock::N,тоя́,ffon
383,Stock::N,тоя́,brigyn
384,Stab::N,вара́,ffon
385,Stab::N,кашта́,ffon
386,Rohr::N,пуч,pibell
387,Haus::N,пӧрт,tŷ
388,Heim::N,мӧ́ҥгӧ,cartref
389,Ofen::N,комака́,stof
390,Fußboden::N,кӱва́р,llawr
391,Tisch::N,ӱсте́л,bwrdd
392,Stuhl::N,пӱке́н,cadair
393,Wiege::N,шепка́,crud
394,Bett::N,ва́кшыш,gwely
395,Regal::N,шӧ́рлык,silff
396,Kiste::N,шо́ндык,bocs
397,Kiste::N,шо́ндык,blwch
398,Kiste::N,я́шлык,bocs
399,Kiste::N,я́шлык,blwch
400,Fenster::N,окна́,ffenestr
401,Tür::N,омса́,drws
402,Tor::N,капка́,porth
403,Zaun::N,сава́р,ffens
404,Dach::N,леве́дыш,to
405,Leiter::N,тошка́лтыш,ysgol
406,Besen::N,ӱштерво́штыр,ysgub
407,Spaten::N,ко́льмо,rhaw
408,Schaufel::N,сово́к,rhaw
409,Schaufel::N,су́ско,rhaw
410,Gabel::N,ви́лке,fforc
411,Löffel::N,па́не,llwy
412,Löffel::N,совла́,llwy
413,Messer::N,кӱ́зӧ,cyllell
414,Nagel::N,пуда́,hoel
415,Netz::N,вапш,gwe
416,Netz::N,вапш,rhwyd
417,Haken::N,са́гыле,bach
418,Griff::N,кыл,carn
419,Schloss::N,кӧгӧ́н,clo
420,Bild::N,сӱре́т,llun
421,Bild::N,сӱре́т,pictiwr
422,Figur::N,фигу́р,ffigur
423,Puppe::N,курча́к,dol
424,Beutel::N,меша́к,cwd
425,Bündel::N,арша́ш,bwndel
426,Bündel::N,арша́ш,coflaid
427,Tasche::N,сумка́,cod
428,Eimer::N,ведра́,bwced
429,Eimer::N,ведра́,cunnog
430,Deckel::N,ко́мдыш,caead
431,Geschirr::N,а́те,llestri
432,Sack::N,куль,sach
433,Sack::N,меша́к,sach
434,Tasse::N,чу́кыр,cwpan
435,Tasse::N,чашка́,cwpan
436,Topf::N,ми́ске,pot
437,Topf::N,ми́ске,crochan
438,Kessel::N,под,tegell
439,Essen::N,ко́чкыш,pryd o fwyd
440,Nahrung::N,ку́рго,bwyd
441,Speise::N,ко́чкыш,saig
442,Fleisch::N,шыл,cig
443,Getreide::N,шу́рно,ŷd
444,Getreide::N,шу́рно,llafur
445,Brei::N,пу́чымыш,uwd
446,Brot::N,ки́нде,bara
447,Scheibe::N,ка́тыш,tafell
448,Fett::N,коя́,saim
449,Fett::N,коя́,braster
450,Butter::N,ӱй,ymenyn
451,Öl::N,ӱй,olew
452,Salz::N,шинча́л,halen
453,Suppe::N,шӱр,cawl
454,Honig::N,мӱй,mêl
455,Milch::N,шӧр,llaeth
456,Milch::N,шӧр,llefrith
457,Tee::N,чай,te
458,Leder::N,сура́н,lledr
459,Leder::N,шӱ́штӧ,lledr
460,Wolle::N,пун,gwlân
461,Stoff::N,куэ́м,lliain
462,Stoff::N,куэ́м,brethyn
463,Stoff::N,посто́,lliain
464,Stoff::N,посто́,brethyn
465,Nadel::N,и́ме,nodwydd
466,Faden::N,шӱ́ртӧ,edau
467,Faden::N,шӱ́ртӧ,edefyn
468,Knopf::N,по́лдыш,botwm
469,Knoten::N,пышке́м,cwlwm
470,Farbe::N,чия́,paent
471,Kleidung::N,чие́м,dillad
472,Kleidung::N,чие́м,gwisgoedd
473,Kleidung::N,вурге́м,dillad
474,Kleidung::N,вурге́м,gwisgoedd
475,Hemd::N,ту́выр,crys
476,Kragen::N,сога́,coler
477,Ärmel::N,шокш,llawes
478,Hose::N,йола́ш,trowsus
479,Gürtel::N,ӱ́штӧ,gwregys
480,Mütze::N,упш,cap
481,Schuh::N,боти́нке,esgid
482,Stiefel::N,кем,botasen
483,Ring::N,шерга́ш,modrwy
484,Band::N,тасма́,rhuban
485,Band::N,ле́нте,rhuban
486,Kamm::N,шерге́,crib
487,Spiegel::N,вошто́нчыш,drych
488,Riemen::N,кӱзанӱ́штӧ,strap
489,Schnur::N,кере́м,llinyn
490,Schnur::N,кандыра́,llinyn
491,Leine::N,вӱра́ҥ,tennyn
492,Decke::N,леве́дыш,blanced
493,Decke::N,леве́дыш,gwrthban
494,Decke::N,одея́л,blanced
495,Decke::N,одея́л,gwrthban
496,Kissen::N,кӱ́пчык,clustog
497,Kissen::N,кӱ́пчык,gobennydd
498,Tuch::N,шо́выч,sgarff
499,Handtuch::N,со́лык,tywel
500,Handtuch::N,со́лык,lliain sychu
501,Kraft::N,вий,grym
502,Kraft::N,куа́т,grym
503,Stärke::N,куа́т,nerth
504,Stärke::N,куа́т,cryfder
505,Stärke::N,карма́н,nerth
506,Stärke::N,карма́н,cryfder
507,Gesundheit::N,таза́лык,iechyd
508,Krankheit::N,чер,afiechyd
509,Krankheit::N,чер,anhwylder
510,Schmerz::N,ко́рштыш,poen
511,Schmerz::N,ко́рштыш,gwayw
512,Wunde::N,су́сыр,clwyf
513,Fieber::N,йӱштыму́ж,twymyn
514,Fieber::N,лихора́дке,twymyn
515,Arznei::N,эм,meddyginiaeth
516,Brücke::N,кӱва́р,pont
517,Brunnen::N,вӱдвыне́м,ffynnon
518,Weide::N,нурше́р,porfa
519,Pfad::N,йолго́рно,llwybr
520,Pfad::N,сокма́к,llwybr
521,Weg::N,ко́рно,ffordd
522,Straße::N,ко́рно,heol
523,Straße::N,ко́рно,ffordd
524,Dorf::N,ял,pentref
525,Stadt::N,ола́,tref
526,Brief::N,се́рыш,llythyr
527,Buch::N,книга́,llyfr
528,Buchstabe::N,буква́,llythyren
529,Zeitung::N,газе́т,papur newydd
530,Leben::N,и́лыш,bywyd
531,Tod::N,колыма́ш,marwolaeth
532,Grab::N,шӱга́р,bedd
533,Kirche::N,че́рке,eglwys
534,Sünde::N,су́лык,pechod
535,Gott::N,ю́мо,duw
536,Arbeiter::N,паша́зе,gweithiwr
537,Chef::N,тӧра́,pennaeth
538,Meister::N,маста́р,meistr
539,Arzt::N,врач,meddyg
540,Lehrer::N,ту́ныктышо,athro
541,Geld::N,окса́,pres
542,Geld::N,окса́,arian
543,Geschäft::N,сатулыма́ш,busnes
544,Laden::N,ке́выт,siop
545,Preis::N,ак,pris
546,Ware::N,сату́,nwydd
547,Nutzen::N,пайда́,elw
548,Nutzen::N,пайда́,budd
549,Reichtum::N,поя́нлык,cyfoeth
550,Welt::N,тӱня́,byd
551,Land::N,эл,gwlad
552,Staat::N,кугыжа́ныш,gwladwriaeth
553,König::N,кугыжа́,brenin
554,Macht::N,власть,grym
555,Macht::N,власть,awdurdod
556,Grenze::N,грани́ца,ffin
557,Grenze::N,грани́ца,goror
558,Krieg::N,сар,rhyfel
559,Feind::N,тушма́н,gelyn
560,Gewalt::N,виешлыма́ш,ffyrnigrwydd
561,Kampf::N,кредалма́ш,brwydr
562,Bogen[Waffe]::N,юҥе́ж,bwa
563,Pfeil::N,пикш,saeth
564,Gewehr::N,пыча́л,dryll
565,Fehler::N,йо́ҥылыш,gwall
566,Fehler::N,йо́ҥылыш,camgymeriad
567,Lüge::N,шоя́к,celwydd
568,Lüge::N,шоя́к,anwiredd
569,Schaden::N,зия́н,niwed
570,Schaden::N,зия́н,difrod
571,Unglück::N,эҥге́к,anffawd
572,Schuld::N,тита́к,bai
573,Schuld::N,йола́,bai
574,Alter::N,ийго́т,oed
575,Schluss::N,муча́ш,diwedd
576,Zeit::N,жап,amser
577,Zeit::N,па́гыт,amser
578,Tag::N,ке́че,dydd
579,Tag::N,ке́че,diwrnod
580,Morgen::N,эр,bore
581,Mittag::N,кечыва́л,nawn
582,Abend::N,кас,noswaith
583,Nacht::N,йӱд,nos
584,Woche::N,арня́,wythnos
585,Monat::N,ты́лзе,mis
586,Jahr::N,ий,blwyddyn
587,Frühling::N,шо́шо,gwanwyn
588,Sommer::N,кеҥе́ж,haf
589,Herbst::N,шы́же,hydref
590,Winter::N,те́ле,gaeaf
591,Januar::N,шоркыйол,Ionawr
592,Januar::N,идалыкву́й,Ionawr
593,Januar::N,янва́рь,Ionawr
594,Februar::N,пургыж,Chwefror
595,Februar::N,февра́ль,Chwefror
596,März::N,ӱярня,Mawrth
597,März::N,март,Mawrth
598,April::N,апре́ль,Ebrill
599,Mai::N,ага,Mai
600,Mai::N,май,Mai
601,Juni::N,пеледыш,Mehefin
602,Juni::N,ию́нь,Mehefin
603,Juli::N,сӱрем,Gorffennaf
604,Juli::N,ию́ль,Gorffennaf
605,August::N,сорла,Awst
606,August::N,агарма́н,Awst
607,August::N,а́вгуст,Awst
608,September::N,идым,Medi
609,September::N,сентя́брь,Medi
610,Oktober::N,шыжа,Hydref
611,Oktober::N,октя́брь,Hydref
612,November::N,кылме тылзе,Tachwedd
613,November::N,ноя́брь,Tachwedd
614,Dezember::N,дека́брь,Rhagfyr
615,Montag::N,шо́чмо,dydd Llun
616,Dienstag::N,ку́шкыжмо,dydd Mawrth
617,Mittwoch::N,вӱрге́че,dydd Mercher
618,Donnerstag::N,изарня́,dydd Iau
619,Freitag::N,кугарня́,dydd Gwener
620,Samstag::N,шуматке́че,dydd Sadwrn
621,Sonntag::N,рушарня́,dydd Sul
622,groß::A,кугу́,mawr
623,klein::A,изи́,bach
624,lang::A,кужу́,hir
625,kurz::A,кӱ́чык,byr
626,kurz::A,кӱ́чык,cwta
627,breit::A,кумда́,llydan
628,schmal::A,а́ҥысыр,cul
629,dicht::A,ну́гыдо,dwys
630,dick[Gegenstand]::A,кӱ́жгӧ,trwchus
631,dünn::A,ви́чкыж,tenau
632,fein::A,ты́гыде,main
633,fest::A,чо́ткыдо,cadarn
634,flach::A,лапка́,gwastad
635,glatt::A,яклака́,llyfn
636,hart::A,пе́ҥгыде,caled
637,weich::A,пу́шкыдо,meddal
638,rund::A,йырге́шке,crwn
639,spitz::A,коша́р,pigfain
640,scharf::A,пӱ́сӧ,miniog
641,stumpf::A,токма́к,pŵl
642,schwer::A,не́ле,trwm
643,schön::A,сы́лне,teg
644,schön::A,сы́лне,hardd
645,schön::A,сы́лне,prydferth
646,heiß::A,шо́кшо,poeth
647,warm::A,ле́ве,twym
648,warm::A,ле́ве,cynnes
649,kalt::A,йӱ́штӧ,oer
650,kühl::A,юа́лге,oeraidd
651,kühl::A,южгата́,oeraidd
652,frisch::A,свежа́,iach
653,feucht::A,вӱ́дыжгӧ,llaith
654,nass::A,нӧ́рӧ,gwlyb
655,trocken::A,ку́кшо,sych
656,voll::A,тич,llawn
657,leer::A,яра́,gwag
658,offen::A,виш,agored
659,geschlossen::A,пе́тырыме,caead
660,geschlossen::A,пе́тырыме,caeëdig
661,geschlossen::A,тӱ́чмӧ,caead
662,geschlossen::A,тӱ́чмӧ,caeëdig
663,sauber::A,ару́,glân
664,sauber::A,янда́р,glân
665,schmutzig::A,лавыра́н,budr
666,schmutzig::A,лавыра́н,brwnt
667,schmutzig::A,ла́выргыше,budr
668,schmutzig::A,ла́выргыше,brwnt
669,roh::A,кӱ́чымӧ,amrwd
670,reif::A,лӧза́,aeddfed
671,lecker::A,ту́тло,blasus
672,lecker::A,ту́тло,danteithiol
673,süß::A,ше́ре,melys
674,bitter::A,ко́чо,chwerw
675,sauer::A,шо́по,sur
676,hell::A,во́лгыдо,disglair
677,dunkel::A,пычке́мыш,tywyll
678,schwarz::A,шола́,du
679,weiß::A,ош,gwyn
680,rot::A,йошка́р,coch
681,gelb::A,сар,melyn
682,blau::A,ка́нде,glas
683,grün::A,ужа́р,gwyrdd
684,grau::A,сур,llwyd
685,bunt::A,олача́,lliwgar
686,billig::A,шу́лдо,rhad
687,teuer::A,ше́рге,drud
688,wertvoll::A,шергака́н,gwerthfawr
689,blind::A,со́кыр,dall
690,taub::A,соҥгыра́,byddar
691,kräftig::A,куа́тле,nerthol
692,kräftig::A,куа́тле,grymus
693,stark::A,вия́н,cryf
694,stark::A,вия́н,cadarn
695,schwach::A,а́лдыме,gwan
696,fett::A,коя́,tew
697,schlank::A,йоштката́,main
698,schlank::A,яжу́,main
699,hübsch::A,чеве́р,tlws
700,böse::A,шы́де,drwg
701,dumm::A,аҥыра́,twp
702,faul::A,його,diog
703,fleißig::A,ты́ршыше,dyfal
704,geizig::A,чаҥга́,crintach
705,geizig::A,чаҥга́,cybyddlyd
706,klug::A,уша́н,deallus
707,geschickt::A,уста́,medrus
708,geschickt::A,уста́,deheuig
709,lieb::A,ала́л,hoff
710,lieb::A,ала́л,annwyl
711,lustig::A,весела́,llon
712,sanft::A,ны́жылге,mwyn
713,hungrig::A,шу́жышо,newynog
714,krank::A,че́рле,sâl
715,krank::A,че́рле,gwael
716,nackt::A,чарама́т,noeth
717,traurig::A,ойга́н,trist
718,lebendig::A,и́лыше,yn fyw
719,gut::A,сай,da
720,schlecht::A,уда́,drwg
721,schlecht::A,уда́,gwael
722,schlecht::A,шӱ́кшӧ,drwg
723,schlecht::A,шӱ́кшӧ,gwael
724,richtig::A,чы́нле,cywir
725,schlimm::A,аля́к,enbyd
726,schlimm::A,тыра́н,enbyd
727,wahr::A,чы́нле,gwir
728,wahr::A,настоя́щий,gwir
729,alt::A,то́што,hen
