,Concept_ID,en,ml
118,Blume::N,flower,പൂവ്
119,Gras::N,grass,പുല്ല്
120,Wurzel::N,root,വേര്
121,Baum::N,tree,മരം
122,Stamm::N,trunk,തായ്ത്തടി
123,Rinde::N,bark,പട്ട
124,Ast::N,limb,ശാഖ
125,Zweig::N,branch,ശാഖ
126,Blatt::N,leaf,ഇല
127,Birke::N,birch,പൂവരശ്
128,Kiefer[Baum]::N,pine,പൈൻമരം
129,Weide[Baum]::N,willow,വില്ലോ
130,Tanne::N,fir,ദേവദാരു
131,Horn::N,horn,മൃഗത്തിൻറെ കൊമ്പ്
132,Feder::N,feather,തൂവൽ
133,Fell::N,fur,മൃദുരോമം
134,Flügel::N,wing,ചിറക്
135,Klaue::N,claw,നഖം
136,Kralle::N,claw,നഖം
137,Schwanz::N,tail,വാൽ
138,Ei::N,egg,മുട്ട
139,Nest::N,nest,കൂട്
140,Bau::N,lair,മാളം
141,Tier::N,animal,മൃഗം
142,Herde::N,flock,കൂട്ടം
143,Kuh::N,cow,പശു
144,Bulle::N,bull,കാള
145,Pferd::N,horse,കുതിര
146,Schaf::N,sheep,ആട്
147,Schwein::N,pig,പന്നി
148,Hund::N,dog,നായ്
149,Katze::N,cat,പൂച്ച
150,Bär::N,bear,കരടി
151,Eichhörnchen::N,squirrel,അണ്ണാൻ
152,Elch::N,elk,കടമാന്
153,Fuchs::N,fox,കുറുക്കൻ
154,Hase::N,hare,മുയൽ
155,Maus::N,mouse,ചുണ്ടലി
156,Wolf::N,wolf,ചെന്നായ
157,Vogel::N,bird,പക്ഷി
158,Schwarm::N,swarm,കൂട്ടം
159,Huhn::N,chicken,കോഴി
160,Hahn::N,cock,പൂവൻകോഴി
161,Gans::N,goose,അരയന്നം
162,Adler::N,eagle,കഴുകൻ
163,Ente::N,duck,താറാവ്
164,Eule::N,owl,മൂങ്ങ
165,Kranich::N,crane,കൊക്ക്
166,Krähe::N,crow,കാക്ക
167,Kuckuck::N,cuckoo,കുയിൽ
168,Schwan::N,swan,അരയന്നം
169,Fisch::N,fish,മത്സ്യം
170,Barsch::N,perch,ഒരിനം മത്സ്യം
171,Hecht::N,pike,ഒരു മത്സ്യം
172,Schlange[Tier]::N,snake,പാമ്പ്
173,Wurm::N,worm,വിര
174,Spinne::N,spider,ചിലന്തി
175,Ameise::N,ant,ഉറുമ്പ്
176,Laus::N,louse,പേന്
177,Mücke::N,midge,മശകം
178,Fliege::N,fly,ഈച്ച
179,Schmetterling::N,butterfly,ചിത്രശലഭം
180,Beere::N,berry,ബെറി
181,Apfel::N,apple,ആപ്പിൾ
182,Pilz::N,mushroom,കൂൺ
183,Zwiebel::N,onion,സവാള
184,Saat::N,seed,വിത്ത്
185,Korn::N,grain,ധാന്യം
186,Heu::N,hay,വയ്ക്കോൽ
187,Schale::N,husk,തൊലി
188,Grube::N,pit,കുഴി
189,Falle::N,trap,കെണി
190,Schlinge::N,noose,കുടുക്ക്
191,Spur::N,track,ചുവട്
192,Asche::N,ashes,ചാരം
193,Dreck::N,filth,അഴുക്ക്
194,Eisen::N,iron,ഇരുമ്പ്
195,Gold::N,gold,സ്വർണ്ണം
196,Silber::N,silver,വെള്ളി
197,Kohle::N,coal,കൽക്കരി
198,Glas::N,glass,ഗ്ലാസ്
199,Lehm::N,clay,കളിമണ്ണ്
200,Sand::N,sand,മണൽ
201,Mensch::N,human,മനുഷ്യർ
202,Mann::N,man,പുരുഷൻ
203,Frau::N,woman,സ്ത്രീ
204,Kind::N,child,കുഞ്ഞ്
205,Junge::N,boy,ആൺകുട്ടി
206,Mädchen::N,girl,പെൺകുട്ടി
207,Familie::N,family,കുടുംബം
208,Großvater::N,grandfather,അപ്പൂപ്പൻ
209,Großmutter::N,grandmother,അമ്മുമ്മ
210,Eltern::N,parents,മാതാപിതാക്കള്
211,Vater::N,father,അച്ഛൻ
212,Mutter::N,mother,അമ്മ
213,Sohn::N,son,മകൻ
214,Tochter::N,daughter,മകൾ
215,Bruder::N,brother,ചേട്ടൻ
216,Bruder::N,brother,അനിയൻ
217,Schwester::N,sister,ചേച്ചി
218,Schwester::N,sister,അനിയത്തി
219,Onkel::N,uncle,അമ്മാവൻ
220,Tante::N,aunt,മാമി
221,Ehemann::N,husband,ഭർത്താവ്
222,Ehefrau::N,wife,ഭാര്യ
223,Freude::N,joy,ആഹ്ലാദം
224,Gelächter::N,laughter,ചിരിയുടെ ശബ്ദം
225,Glück::N,happiness,സന്തോഷം
226,Glück::N,happiness,സന്തുഷ്ടി
227,Kummer::N,grief,ശോകം
228,Wunsch::N,wish,ആഗ്രഹം
229,Lust::N,desire,ആഗ്രഹം
230,Geist::N,spirit,ചുറുചുറുക്ക്
231,Gedanke::N,thought,ചിന്ത
232,Gedächtnis::N,memory,ഓർമ്മശക്തി
233,Verstand::N,mind,മനസ്സ്
234,Sinn::N,meaning,അർത്ഥം
235,Grund::N,reason,കാരണം
236,Wahrheit::N,truth,സത്യം
237,Gespräch::N,talk,സല്ലാപം
238,Märchen::N,fairy tale,യക്ഷിക്കഥ
239,Erzählung::N,story,കഥ
240,Nachricht::N,message,സന്ദേശം
241,Neuigkeit::N,news,വാർത്ത
242,Name::N,name,പേര്
243,Rätsel::N,puzzle,പ്രഹേളിക
244,Rede::N,speech,സംസാരം
245,Sprache::N,language,ഭാഷ
246,Stimme::N,voice,സ്വരം
247,Wort::N,word,വാക്ക്
248,Zeichen::N,sign,സംജ്ഞ
249,Ruf::N,call,വിളി
250,Lärm::N,noise,ആരവം
251,Laut::N,sound,ശബ്ദം
252,Ton::N,tone,സ്വരഭേദം
253,Lied::N,song,പാട്ട്
254,Ruhe::N,calm,നിശ്ചലത
255,Leute::N,people,ജനങ്ങൾ
256,Volk::N,nation,രാഷ്ടം
257,Arbeit::N,work,ജോലി
258,Gast::N,guest,അതിലി
259,Geschenk::N,gift,സമ്മാനം
260,Spiel::N,game,കളി
261,Gesellschaft::N,company,കൂട്ടായ്മ
262,Hilfe::N,help,സഹായം
263,Freund::N,friend,സുഹൃത്ത്
264,Kamerad::N,companion,കൂട്ടാളി
265,Angelegenheit::N,matter,കാര്യം
266,Anzahl::N,count,എണ്ണം
267,Art::N,sort,തരം
268,Stück::N,piece,കഷണം
269,Teil::N,part,ഭാഗം
270,Hälfte::N,half,പകുതി
271,Kreis::N,circle,വൃത്തം
272,Kreuz::N,cross,കുരിശടയാളം
273,Linie::N,line,വര
274,Linie::N,line,രേഖ
275,Strich::N,stroke,പക്ഷാഘാതം
276,Abstand::N,gap,വിടവ്
277,Entfernung::N,distance,അകലം
278,Gegend::N,area,പ്രദേശം
279,Platz::N,space,ഇടം
280,Ort::N,place,സ്ഥലം
281,Seite::N,side,വശം
282,Mitte::N,middle,മധ്യസ്ഥാനം
283,Gegenstand::N,item,സാധനം
284,Sache::N,thing,വസ്തു
285,Rand::N,fringe,തൊങ്ങൽ
286,Kante::N,edge,അറ്റം
287,Ecke::N,corner,മൂല
288,Spitze::N,tip,അഗ്രം
289,Ende::N,end,അവസാനം
290,Loch::N,hole,ദ്വാരം
291,Winkel::N,angle,കോൺ
292,Muster::N,pattern,ക്രമം
293,Größe::N,size,വലുപ്പം
294,Länge::N,length,നീളം
295,Höhe::N,height,ഉയരം
296,Gewicht::N,weight,കട്ടി
297,Menge::N,amount,അളവ്
298,Haufen::N,heap,കൂമ്പാരം
299,Reihe::N,row,വരി
300,Boot::N,boat,ബോട്ട്
301,Ruder::N,oar,പങ്കായം
302,Schlitten::N,sleigh,ഉരുളില്ലാവണ്ടി
303,Ski::N,ski,ഹിമപാദുകം
304,Lagerfeuer::N,campfire,തീ
305,Last::N,load,ഭാരം
306,Gang::N,walk,നടത്തം
307,Schritt::N,step,ചുവട്
308,Norden::N,north,വടക്ക്
309,Süden::N,south,തെക്ക്
310,Westen::N,west,പടിഞ്ഞാറ്
311,Osten::N,east,കിഴക്ക്
312,Holz::N,wood,തടി
313,Brett::N,board,ബോർഡ്
314,Platte::N,slab,തകിട്
315,Stütze::N,bracket,താങ്ങ്
316,Stange::N,pole,കമ്പ്
317,Stock::N,stick,വടി
318,Stab::N,staff,കുറുവടി
319,Rohr::N,pipe,കുഴൽ
320,Haus::N,house,വീട്
321,Heim::N,home,വീട്
322,Ofen::N,stove,സ്റ്റൌ
323,Fußboden::N,floor,തറ
324,Tisch::N,table,മേശ
325,Stuhl::N,chair,കസേര
326,Wiege::N,cradle,തൊട്ടിൽ
327,Bett::N,bed,കിടക്ക
328,Regal::N,shelf,ഷെൽഫ്
329,Kiste::N,box,പെട്ടി
330,Fenster::N,window,ജനൽ
331,Tür::N,door,വാതിൽ
332,Tor::N,gate,കവാടം
333,Zaun::N,fence,വേലി
334,Dach::N,roof,മേൽക്കുര
335,Leiter::N,ladder,ഏണി
336,Besen::N,broom,ചൂല്
337,Spaten::N,spade,തൂമ്പ
338,Schaufel::N,shovel,തൂമ്പ
339,Gabel::N,fork,മുൾക്കത്തി
340,Löffel::N,spoon,സ്പൂൺ
341,Messer::N,knife,കത്തി
342,Nagel::N,nail,ആണി
343,Netz::N,net,വല
344,Haken::N,hook,കൊളുത്ത്
345,Griff::N,handle,കൈപ്പിടി
346,Schloss::N,lock,പൂട്ട്
347,Bild::N,picture,ചിത്രം
348,Figur::N,figure,കണക്ക്
349,Puppe::N,doll,പാവ
350,Beutel::N,pouch,ബാഗ്
351,Bündel::N,bundle,കെട്ട്
352,Tasche::N,bag,ബാഗ്
353,Eimer::N,bucket,ബക്കറ്റ്
354,Deckel::N,cover,ഉറ
355,Geschirr::N,dishes,പിഞ്ഞാണം
356,Sack::N,sack,ചാക്ക്
357,Tasse::N,cup,കപ്പ്
358,Topf::N,pot,പാത്രം
359,Kessel::N,kettle,കെറ്റ്ല്
360,Essen::N,meal,ആഹാരസമയം
361,Nahrung::N,food,ഭക്ഷണം
362,Speise::N,dish,ഡിഷ്
363,Fleisch::N,meat,മാംസം
364,Getreide::N,corn,ചോളം
365,Brei::N,mush,കഞ്ഞി
366,Brot::N,bread,റോട്ടി
367,Scheibe::N,slice,തുണ്ട്
368,Fett::N,fat,കൊഴുപ്പ്
369,Butter::N,butter,വെണ്ണ
370,Öl::N,oil,എണ്ണ
371,Salz::N,salt,ഉപ്പ്
372,Suppe::N,soup,സൂപ്പ്
373,Honig::N,honey,തേൻ
374,Milch::N,milk,പാൽ
375,Tee::N,tea,ചായ
376,Leder::N,leather,തുകൽ
377,Wolle::N,wool,കമ്പിളി
378,Stoff::N,cloth,തുണി
379,Nadel::N,needle,സൂചി
380,Faden::N,thread,നൂല്
381,Knopf::N,button,ബട്ടൺ
382,Knoten::N,knot,കുരുക്ക്
383,Farbe::N,paint,പെയിൻറ്
384,Kleidung::N,clothes,വസ്ത്രങ്ങൾ
385,Hemd::N,shirt,ഷർട്ട്
386,Kragen::N,collar,കുപ്പായക്കഴുത്ത്
387,Ärmel::N,sleeve,കുപ്പായക്കൈ
388,Hose::N,trousers,ട്രൌസർ
389,Gürtel::N,belt,ബെൽറ്റ്
390,Mütze::N,cap,തൊപ്പി
391,Schuh::N,shoe,ഷൂ
392,Stiefel::N,boot,ബൂട്ട്
393,Ring::N,ring,മോതിരം
394,Band::N,ribbon,റിബൺ
395,Kamm::N,comb,ചീപ്പ്
396,Spiegel::N,mirror,കണ്ണാടി
397,Riemen::N,strap,സ്ട്രാപ്പ്
398,Schnur::N,string,ചരട്
399,Leine::N,leash,കെട്ടാനുള്ള തോൽവാർ
400,Decke::N,blanket,പുതപ്പ്
401,Kissen::N,pillow,തലയിണ
402,Tuch::N,scarf,സ്കാർഫ്
403,Handtuch::N,towel,തോർത്ത്
404,Kraft::N,force,ശക്തി
405,Stärke::N,strength,ശക്തി
406,Gesundheit::N,health,ആരോഗ്യം
407,Krankheit::N,illness,അസുഖം
408,Schmerz::N,pain,വേദന
409,Wunde::N,wound,മുറിവ്
410,Fieber::N,fever,പനി
411,Arznei::N,medicine,മരുന്ന്
412,Brücke::N,bridge,പാലം
413,Brunnen::N,well,കിണർ
414,Weide::N,pasture,മേച്ചൽ
415,Pfad::N,path,വഴി
416,Weg::N,way,വഴി
417,Straße::N,road,റോഡ്
418,Dorf::N,village,ഗ്രാമം
419,Stadt::N,town,നഗരം
420,Brief::N,letter,കത്ത്
421,Buch::N,book,പുസ്തകം
422,Buchstabe::N,character,അക്ഷരം
423,Zeitung::N,newspaper,വർത്തമാനപത്രം
424,Leben::N,life,ജീവൻ
425,Tod::N,death,മരണം
426,Grab::N,grave,ശവക്കുഴി
427,Kirche::N,church,പള്ളി
428,Sünde::N,sin,പാപം
429,Gott::N,god,ദൈവം
430,Arbeiter::N,worker,ജോലിക്കാരൻ
431,Chef::N,boss,മേധാവി
432,Meister::N,master,യജമാനൻ
433,Arzt::N,doctor,ഡോക്ടർ
434,Lehrer::N,teacher,അധ്യാപകൻ
435,Geld::N,money,പണം
436,Geschäft::N,business,ബിസിനസ്
437,Laden::N,shop,കട
438,Preis::N,price,വില
439,Ware::N,ware,ചരക്ക്
440,Nutzen::N,profit,ലാഭം
441,Reichtum::N,wealth,ധനം
442,Welt::N,world,ലോകം
443,Land::N,country,രാജ്യം
444,Staat::N,state,രാജ്യം
445,König::N,king,രാജാവ്
446,Macht::N,power,അധികാരം
447,Grenze::N,border,അതിർത്തി
448,Krieg::N,war,യുദ്ധം
449,Feind::N,enemy,ശത്രു
450,Gewalt::N,violence,അക്രമം
451,Kampf::N,fight,പോരാട്ടം
452,Bogen[Waffe]::N,bow,വില്ല്
453,Pfeil::N,arrow,അമ്പ്
454,Gewehr::N,gun,തോക്ക്
455,Fehler::N,mistake,പിശക്
456,Lüge::N,lie,കള്ളം
457,Schaden::N,damage,കേടുപാട്
458,Unglück::N,misfortune,ദൌർഭാഗ്യം
459,Schuld::N,fault,തെറ്റ്
460,Alter::N,age,വയസ്സ്
461,Schluss::N,conclusion,നിഗമനം
462,Zeit::N,time,സമയം
463,Tag::N,day,ദിവസം
464,Morgen::N,morning,പ്രഭാതം
465,Mittag::N,noon,ഉച്ച
466,Abend::N,evening,സായാഹ്നം
467,Nacht::N,night,രാത്രി
468,Woche::N,week,ആഴ്ച
469,Monat::N,month,മാസം
470,Jahr::N,year,വർഷം
471,Frühling::N,spring,വസന്തം
472,Sommer::N,summer,വേനൽ
473,Herbst::N,autumn,ശരത്കാലം
474,Winter::N,winter,ശൈത്യം
475,Januar::N,January,ജനുവരി
476,Februar::N,February,ഫെബ്രുവരി
477,März::N,March,മാർച്ച്
478,April::N,April,ഏപ്രിൾ മാസം
479,Mai::N,May,മെയ് മാസം
480,Juni::N,June,ജൂൺ
481,Juli::N,July,ജൂലൈ
482,August::N,August,ആഗസ്റ്റ്
483,September::N,September,സെപ്തംബർ
484,Oktober::N,October,ഒക്ടോബർ
485,November::N,November,നവംബർ
486,Dezember::N,December,ഡിസംബർ
487,Montag::N,Monday,തിങ്കളാഴ്ച
488,Dienstag::N,Tuesday,ചൊവ്വ
489,Mittwoch::N,Wednesday,ബുധനാഴ്ച
490,Donnerstag::N,Thursday,വ്യാഴാഴ്ച
491,Freitag::N,Friday,വെള്ളിയാഴ്ച
492,Samstag::N,Saturday,ശനിയാഴ്ച
493,Sonntag::N,Sunday,ഞായറാഴ്ച
494,groß::A,big,വലിയ
495,klein::A,little,ചെറിയ
496,lang::A,long,നീണ്ട
497,kurz::A,short,ഹ്രസ്വമായ
498,breit::A,wide,വിശാലമായ
499,schmal::A,narrow,ഇടുങ്ങിയ
500,dicht::A,dense,നിബിഡമായ
501,dick[Gegenstand]::A,thick,തടിച്ച
502,dünn::A,thin,മെലിഞ്ഞ
503,fein::A,delicate,നേർത്ത
504,fest::A,firm,ഉറപ്പുള്ള
505,flach::A,flat,പരന്ന
506,glatt::A,smooth,മിനുസമുള്ള
507,hart::A,hard,കട്ടിയുള്ള
508,weich::A,soft,മൃദുവായ
509,rund::A,round,വട്ടത്തിലുള്ള
510,spitz::A,pointed,മുനയുള്ള
511,scharf::A,sharp,മൂർച്ചയുള്ള
512,stumpf::A,blunt,തുറന്നടിക്കുന്ന
513,schwer::A,heavy,ഭാരമുള്ള
514,schön::A,beautiful,മനോഹരമായ
515,heiß::A,hot,ചൂടുള്ള
516,warm::A,warm,ചൂടുള്ള
517,kalt::A,cold,തണുത്ത
518,kühl::A,cool,തണുപ്പുള്ള
519,frisch::A,fresh,ശുദ്ധമായ
520,feucht::A,damp,ഈറനുള്ള
521,nass::A,wet,നനഞ്ഞ
522,trocken::A,dry,വരണ്ട
523,voll::A,full,നിറയെ
524,leer::A,empty,ഒഴിഞ്ഞ
525,offen::A,open,തുറന്ന
526,geschlossen::A,closed,അടച്ച
527,sauber::A,clean,വൃത്തിയുള്ള
528,schmutzig::A,dirty,അഴുക്കുനിറഞ്ഞ
529,roh::A,raw,അസംസ്കൃതമായ
530,reif::A,ripe,പഴുത്ത
531,lecker::A,delicious,രുചികരമായ
532,süß::A,sweet,മധുരമുള്ള
533,bitter::A,bitter,കടുത്ത
534,sauer::A,sour,പുളിപ്പുള്ള
535,hell::A,bright,ജ്വലിക്കുന്ന
536,dunkel::A,dark,ഇരുണ്ട
537,schwarz::A,black,കറുത്ത
538,weiß::A,white,വെളുത്ത
539,rot::A,red,ചുവന്ന
540,gelb::A,yellow,മഞ്ഞനിറമായ
541,blau::A,blue,നീലനിറമുള്ള
542,grün::A,green,പച്ചനിറമുള്ള
543,grau::A,grey,ചാരനിറത്തിലുള്ള
544,bunt::A,colourful,വർണ്ണശബളമായ
545,bunt::A,colorful,വർണ്ണശബളമായ
546,billig::A,cheap,വിലകുറഞ്ഞ
547,teuer::A,dear,ചെലവേറിയ
548,wertvoll::A,precious,വിലപിടിപ്പുള്ള
549,blind::A,blind,അന്ധനായ
550,taub::A,deaf,കേൾവിക്കുറവുള്ള
551,kräftig::A,powerful,ശക്തിയുള്ള
552,stark::A,strong,ബലമുള്ള
553,schwach::A,weak,ക്ഷീണിച്ച
554,fett::A,fat,കൊഴുപ്പുള്ള
555,schlank::A,slim,മെലിഞ്ഞ
556,hübsch::A,pretty,മനോഹരമായ
557,böse::A,evil,പാപിയായ
558,dumm::A,stupid,വിവരംകെട്ട
559,faul::A,lazy,അലസനായ
560,fleißig::A,diligent,അദ്ധ്വാനശീലമുള്ള
561,geizig::A,stingy,പിശുക്കനായ
562,klug::A,clever,ബുദ്ധിസാമർഥ്യമുള്ള
563,geschickt::A,skilful,പ്രതിഭാശാലി
564,geschickt::A,skillful,പ്രതിഭാശാലി
565,lieb::A,dear,പ്രിയപ്പെട്ട
566,lustig::A,merry,ആനന്ദകരമായ
567,sanft::A,gentle,സൌമ്യമായ
568,hungrig::A,hungry,വിശപ്പുള്ള
569,krank::A,sick,അസുഖമുള്ള
570,nackt::A,naked,നഡമായ
571,traurig::A,sad,വിഷമമുള്ള
572,lebendig::A,living,ഉപജീവനം
573,gut::A,good,നല്ല
574,schlecht::A,bad,മോശമായ
575,richtig::A,correct,ശരിയായ
576,schlimm::A,nasty,വൃത്തികെട്ട
577,wahr::A,true,ശരിയായ
578,alt::A,old,പഴയ
579,neu::A,new,പുതിയ
580,ehemalig::A,former,മുൻ
581,alt[Lebewesen]::A,aged,വയസ്സുള്ള
582,jung::A,young,കൌമാരമായ
583,arm::A,poor,പാവപ്പെട്ട
584,reich::A,rich,സമ്പന്നമായ
585,bekannt::A,familiar,പരിചിതമായ
586,berühmt::A,famous,പ്രശസ്തനായ
587,fremd::A,foreign,വൈദേശികമായ
588,verschieden::A,different,വ്യത്യസ്തമായ
589,nah::A,near,അരികത്തുള്ള
590,fern::A,far,അകലെയുള്ള
591,linker::A,left,അവശേഷിച്ച
592,rechter::A,right,വലത്തേ
593,anderer::A,other,മറ്റുള്ള
594,erster::A,first,ആദ്യത്തെ
595,zweiter::A,second,രണ്ടാം
596,dritter::A,third,മൂന്നാമത്
597,letzter::A,last,അവസാനത്തെ
598,allein::ADV,alone,തനിച്ചുള്ള
599,auf einmal::ADV,at once,ഉടന്
600,zusammen::ADV,together,ഒരുമിച്ച
601,lange::ADV,long,നീണ്ട_കാലത്തേയ്ക്ക്
602,plötzlich::ADV,suddenly,പെട്ടെന്ന്
603,sofort::ADV,instantly,തത്ക്ഷണം
604,später::ADV,later,പിന്നീട്
605,jetzt::ADV,now,ഇപ്പോൾ
606,heute::ADV,today,ഇന്ന്
607,morgen::ADV,tomorrow,നാളെ
608,bald::ADV,soon,ഉടനെ
609,dann::ADV,then,അപ്പോൾ
610,gestern::ADV,yesterday,ഇന്നലെ
611,einst::ADV,once,പണ്ടൊരിക്കല്
612,damals::ADV,at that time,അപ്പോൾ
613,danach::ADV,afterwards,പിന്നീട്
614,vorher::ADV,before,മുൻപ്
615,zuerst::ADV,at first,ആദ്യം
616,einmal::ADV,once,ഒരിക്കൽ
617,manchmal::ADV,sometimes,ചിലപ്പോൾ
618,oft::ADV,often,പലപ്പോഴും
619,immer::ADV,always,എപ്പോഴും
620,niemals::ADV,never,ഒരിക്കലും
621,hier::ADV,here,ഇവിടെ
622,hierhin::ADV,hither,ഇവിടേക്ക്
623,hierhin::ADV,to here,ഇവിടേക്ക്
624,hierhin::ADV,here,ഇവിടേക്ക്
625,von hier::ADV,hence,ഇവിടെനിന്ന്
626,dort::ADV,there,അവിടെ
627,dorthin::ADV,thither,അവിടേക്ക്
628,dorthin::ADV,there,അവിടേക്ക്
629,dorthin::ADV,to there,അവിടേക്ക്
630,geradeaus::ADV,ahead,മുമ്പിൽ
631,geradeaus::ADV,ahead,മുമന്നോട്ട്
632,vorwärts::ADV,forward,മുന്നോട്ട്
633,rückwärts::ADV,backward,തലതിരിച്ച്
634,zurück::ADV,back,പുറകിലേക്ക്
635,unten::ADV,below,താഴെ
636,hinab::ADV,down,താഴേക്ക്
637,oben::ADV,above,മുകളിൽ
638,hinauf::ADV,up,മുകളിൽ
639,überall::ADV,everywhere,എല്ലായിടത്തും
640,nicht::ADV,not,ഇല്ല
641,ein wenig::ADV,a little,കുറച്ച്
642,kaum::ADV,hardly,കഷ്ടിച്ച്
643,sehr::ADV,very,വളരെ
644,so::ADV,so,അങ്ങനെ
645,noch::ADV,still,ഇപ്പോഴും
646,nur::ADV,only,മാത്രം
647,schon::ADV,already,നേരത്തേ തന്നെ
648,wieder::ADV,again,വീണ്ടും
649,vergebens::ADV,in vain,വിഫല
650,vor::PRP,in front of,മുമ്പിൽ
651,hinter::PRP,behind,പുറകിൽ
652,unter::PRP,under,കീഴിൽ
653,durch::PRP,through,ഉള്ളിലൂടെ
654,neben::PRP,next to,അടുത്ത്
655,zwischen::PRP,between,ഇടയ്ക്ക്
656,wegen::PRP,because of,നിമിത്തം
657,dies::PRN,this,ഇത്
658,das::PRN,that,അത്
659,alles::PRN,everything,എല്ലാം
660,ich::PRN,I,ഞാൻ
661,du::PRN,you,നിങ്ങൾ
662,du::PRN,thou,നിങ്ങൾ
663,er::PRN,he,അദ്ദേഹം
664,er::PRN,he,അയാൾ
665,er::PRN,he,അവൻ
