,Concept_ID,ro,mrj
110,Moor::N,bărăgan,куп
111,Wiese::N,fânaț,алык
112,Wiese::N,livadă,алык
113,Wald::N,codru,шӹргӹ
114,Wald::N,pădure,шӹргӹ
115,Hügel::N,deal,пӱгӹрикӓ
116,Hügel::N,movilă,пӱгӹрикӓ
117,Anhöhe::N,deal,кӱкшикӓ
118,Anhöhe::N,ridicătură,кӱкшикӓ
119,Berg::N,munte,кырык
120,Gipfel::N,pisc,неркӓ
121,Höhle::N,peșteră,ы́раж
122,Abhang::N,pantă,полом
123,Abhang::N,versant,полом
124,Quelle::N,izvor,вӹдсӹнзӓ
125,Bach::N,gârlă,ӓнгӹр
126,Fluss::N,râu,вӹд
127,Fluss::N,fluviu,вӹд
128,Ufer::N,mal,сир
129,Ufer::N,țărm,сир
130,Küste::N,coastă,сир
131,Festland::N,uscat,мӱлӓндӹ
132,Meer::N,mare,тангыж
133,Bucht::N,golf,вӹдъял
134,Insel::N,insulă,острок
135,Blume::N,floare,пеледӹш
136,Gras::N,iarbă,шуды
137,Wurzel::N,rădăcină,важ
138,Baum::N,copac,пушӓнгӹ
139,Baum::N,arbore,пушӓнгӹ
140,Stamm::N,tulpină,пушӓнгӹ тӹнг
141,Rinde::N,scoarță,каргыж
142,Ast::N,cracă,укш
143,Ast::N,creangă,укш
144,Zweig::N,ramură,укш
145,Zweig::N,creangă,укш
146,Blatt::N,frunză,листӹ
147,Birke::N,mesteacăn,куги
148,Kiefer[Baum]::N,pin,йӓктӹ
149,Weide[Baum]::N,salcie,уа
150,Weide[Baum]::N,răchită,уа
151,Tanne::N,brad,кож
152,Horn::N,corn,шур
153,Feder::N,pană,пын
154,Fell::N,piele,кавашты
155,Flügel::N,aripă,шылдыр
156,Klaue::N,gheară,кӹч
157,Kralle::N,labă,лапа
158,Kralle::N,gheară,лапа
159,Schwanz::N,coadă,пач
160,Ei::N,ou,мыны
161,Nest::N,cuib,пӹжӓш
162,Bau::N,bârlog,ыраж
163,Bau::N,vizuină,ыраж
164,Tier::N,animal,во́льык
165,Herde::N,turmă,кӹтö
166,Herde::N,cireadă,кӹтö
167,Kuh::N,vacă,ышкал
168,Bulle::N,taur,ӱшкӱж
169,Pferd::N,cal,имни
170,Schaf::N,oaie,шарык
171,Schwein::N,porc,сасна
172,Hund::N,câine,пи
173,Katze::N,pisică,коти
174,Bär::N,urs,мöскӓ
175,Eichhörnchen::N,veveriță,ур
176,Elch::N,elan,шарды
177,Fuchs::N,vulpe,рӹвӹж
178,Hase::N,iepure,морен
179,Maus::N,șoarece,каля
180,Wolf::N,lup,пирӹ
181,Vogel::N,pasăre,кек
182,Schwarm::N,cârd,цуца
183,Huhn::N,găină,цӹвӹ
184,Hahn::N,cocoș,ӓптӓн
185,Gans::N,gâscă,комбы
186,Adler::N,vultur,кучкыж
187,Ente::N,rață,лыды
188,Eule::N,bufniță,тымана
189,Kranich::N,cocor,тырня
190,Kranich::N,cocor,тыртня
191,Krähe::N,cioară,лудыгарак
192,Kuckuck::N,cuc,куку
193,Schwan::N,lebădă,йӱксӹ
194,Fisch::N,pește,кол
195,Barsch::N,biban,алангы
196,Hecht::N,știucă,нуж
197,Hecht::N,știucă,нужгол
198,Schlange[Tier]::N,șarpe,кӹшкы
199,Wurm::N,vierme,шукш
200,Spinne::N,păianjen,ӓнгӹремшӹ
201,Ameise::N,furnică,кыткы
202,Laus::N,păduche,ти
203,Mücke::N,țânțar,кужнер
204,Mücke::N,țânțar,кужынер
205,Fliege::N,muscă,шӹнгӓ
206,Schmetterling::N,fluture,лӹпӹ
207,Beere::N,boabă,мöр
208,Apfel::N,măr,олма
209,Pilz::N,burete,понгы
210,Pilz::N,ciupercă,понгы
211,Zwiebel::N,ceapă,охыра
212,Saat::N,semănătură,нӱшмӹ
213,Saat::N,semănătură,нӱшмӱ
214,Korn::N,grâu,пӹрцӹ
215,Heu::N,fân,шуды
216,Schale::N,coajă,аваха
217,Schale::N,coajă,карлангы
218,Grube::N,groapă,йӓм
219,Falle::N,cursă,лӱдӹ
220,Falle::N,cursă,лӱдӹш
221,Falle::N,capcană,лӱдӹ
222,Falle::N,capcană,лӱдӹш
223,Schlinge::N,laț,онгы
224,Spur::N,dâră,кишӓ
225,Asche::N,cenușă,ломых
226,Asche::N,cenușă,ломпыж
227,Dreck::N,noroi,лявӹрӓ
228,Dreck::N,murdărie,лявӹрӓ
229,Eisen::N,fier,кӹртни
230,Gold::N,aur,шöртни
231,Gold::N,aur,шöртньӹ
232,Silber::N,argint,ши
233,Kohle::N,cărbune,шӱ
234,Glas::N,sticlă,охоница
235,Lehm::N,lut,шун
236,Lehm::N,humă,шун
237,Sand::N,nisip,ошма
238,Mensch::N,om,эдем
239,Mensch::N,persoană,эдем
240,Mann::N,om,пӱэргӹ
241,Mann::N,bărbat,пӱэргӹ
242,Frau::N,femeie,ӹдӹрӓмӓш
243,Kind::N,copil,ӓзӓ
244,Kind::N,copil,шачшы
245,Junge::N,băiat,рвезӹ
246,Junge::N,băiat,ӹрвезӹ
247,Junge::N,flăcău,рвезӹ
248,Junge::N,flăcău,ӹрвезӹ
249,Mädchen::N,fată,ӹдӹрӓш
250,Familie::N,familie,йиш
251,Familie::N,familie,семня
252,Großvater::N,bunic,тьоти
253,Großvater::N,tată mare,тьоти
254,Großmutter::N,bunică,папа
255,Großmutter::N,mamă mare,папа
256,Eltern::N,părinți,ӓтя-ӓвӓ
257,Vater::N,tată,ӓтя
258,Vater::N,părinte,ӓтя
259,Mutter::N,mamă,ӓвӓ
260,Sohn::N,fiu,эргӹ
261,Sohn::N,fecior,эргӹ
262,Tochter::N,fiică,ӹдӹр
263,Bruder::N,frate,ӹза
264,Schwester::N,soră,ӓкӓ
265,Onkel::N,unchi,кугуза
266,Tante::N,mătușă,куака
267,Ehemann::N,soț,мары
268,Ehemann::N,bărbat,мары
269,Ehefrau::N,soție,вӓтӹ
270,Freude::N,bucurie,ӹвӹртӹмӓш
271,Gelächter::N,râset,ваштылмаш
272,Glück::N,fericire,пиӓл
273,Kummer::N,mâhnire,ясы
274,Wunsch::N,dorință,охата
275,Wunsch::N,dorință,шанымаш
276,Wunsch::N,deziderat,охата
277,Wunsch::N,deziderat,шанымаш
278,Lust::N,poftă,шӓр
279,Lust::N,poftă,охата
280,Lust::N,poftă,шанымаш
281,Lust::N,înclinare,шӓр
282,Lust::N,înclinare,охата
283,Lust::N,înclinare,шанымаш
284,Geist::N,duh,тух
285,Geist::N,minte,тух
286,Geist::N,suflet,тух
287,Gedanke::N,gând,шанымаш
288,Gedanke::N,cuget,шанымаш
289,Gedächtnis::N,memorie,ӓш
290,Verstand::N,minte,ыш
291,Verstand::N,intelect,ыш
292,Sinn::N,sens,кын
293,Sinn::N,înțeles,кын
294,Grund::N,cauză,вир
295,Grund::N,pricină,вир
296,Wahrheit::N,adevăr,тöр
297,Gespräch::N,convorbire,хытырымаш
298,Gespräch::N,conversație,хытырымаш
299,Märchen::N,basm,ямак
300,Märchen::N,poveste,ямак
301,Erzählung::N,poveste,шайыштмаш
302,Nachricht::N,veste,увертӓрӹмӓш
303,Neuigkeit::N,noutate,увер
304,Neuigkeit::N,actualitate,увер
305,Name::N,nume,лӹм
306,Rätsel::N,ghicitoare,тышты
307,Rede::N,discurs,шая
308,Rede::N,discurs,шамак
309,Sprache::N,limbă,йӹлмӹ
310,Sprache::N,limbaj,йӹлмӹ
311,Stimme::N,glas,юк
312,Wort::N,cuvânt,шамак
313,Zeichen::N,semn,палӹ
314,Zeichen::N,semnal,палӹ
315,Ruf::N,chemare,сӹгӹрӹмӓш
316,Lärm::N,zgomot,юкланымащ
317,Lärm::N,tărăboi,юкланымащ
318,Laut::N,sunet,юк
319,Ton::N,ton,юк
320,Lied::N,cântec,мыры
321,Ruhe::N,odihnă,тыр
322,Ruhe::N,liniște,тыр
323,Leute::N,lume,эдемвлӓ
324,Leute::N,oameni,эдемвлӓ
325,Volk::N,popor,халык
326,Volk::N,națiune,халык
327,Arbeit::N,lucru,пӓшӓ
328,Gast::N,musafir,хына
329,Geschenk::N,dar,подарка
330,Geschenk::N,cadou,подарка
331,Spiel::N,joc,мадыш
332,Gesellschaft::N,societate,йӓл
333,Gesellschaft::N,societate,йӓлвлӓ
334,Hilfe::N,ajutor,палшык
335,Freund::N,amic,тӓнг
336,Freund::N,prieten,тӓнг
337,Kamerad::N,tovarăș,тос
338,Angelegenheit::N,afacere,дела
339,Angelegenheit::N,afacere,йела
340,Angelegenheit::N,afacere,йыла
341,Angelegenheit::N,afacere,пӓшӓ
342,Anzahl::N,număr,шот
343,Anzahl::N,cantitate,шот
344,Art::N,fel,цӹре
345,Art::N,specie,цӹре
346,Stück::N,bucată,лаштык
347,Teil::N,parte,пай
348,Teil::N,parte,часть
349,Teil::N,porție,пай
350,Teil::N,porție,часть
351,Hälfte::N,jumătate,пел
352,Kreis::N,cerc,тӹртӹш
353,Kreuz::N,cruce,крестӹ
354,Linie::N,linie,
355,Strich::N,linie,
356,Strich::N,trăsătură,
357,Abstand::N,distanță,ло
358,Abstand::N,depărtare,ло
359,Entfernung::N,distanță,ло
360,Entfernung::N,depărtare,ло
361,Gegend::N,regiune,вӓр
362,Platz::N,loc,вӓр
363,Ort::N,loc,вӓр
364,Seite::N,latură,öрдӹж
365,Mitte::N,centru,ло
366,Gegenstand::N,obiect,хӓдӹр
367,Sache::N,lucru,хӓдӹр
368,Sache::N,chestie,хӓдӹр
369,Rand::N,bordură,шöр
370,Kante::N,muchie,шöр
371,Kante::N,bordură,шöр
372,Ecke::N,colț,лык
373,Spitze::N,vârf,вуй
374,Spitze::N,creștet,вуй
375,Ende::N,capăt,вуй
376,Ende::N,capăt,мычаш
377,Loch::N,gaură,ыраж
378,Winkel::N,colț,лык
379,Muster::N,desen,тӹрлец
380,Größe::N,mărime,кӱкшӹц
381,Länge::N,lungime,кыт
382,Höhe::N,înălțime,кӱкшӹц
383,Gewicht::N,greutate,нелӹц
384,Menge::N,cantitate,шот
385,Haufen::N,grămadă,ара
386,Reihe::N,șir,ряд
387,Reihe::N,rând,ряд
388,Boot::N,barcă,пыш
389,Boot::N,luntre,пыш
390,Ruder::N,vâslă,вешлӓ
391,Ruder::N,lopată,вешлӓ
392,Schlitten::N,sanie,тир
393,Ski::N,schi,ечӹ
394,Lagerfeuer::N,foc de tabără,тыл
395,Last::N,povară,нелӹц
396,Last::N,sarcină,нелӹц
397,Gang::N,mers,ход
398,Gang::N,umblet,ход
399,Schritt::N,pas,ашкыл
400,Norden::N,nord,йыдпелвел
401,Norden::N,miazănoapte,йыдпелвел
402,Süden::N,sud,кечӹвӓлвел
403,Süden::N,miazăzi,кечӹвӓлвел
404,Westen::N,apus,кечӹ шӹцмӹ
405,Osten::N,est,ирвел
406,Osten::N,est,кечӹ лӱлтмӹ
407,Osten::N,răsărit,ирвел
408,Osten::N,răsărit,кечӹ лӱлтмӹ
409,Holz::N,lemn,пушӓнгӹ
410,Brett::N,scândură,ханга
411,Platte::N,placă,плитӓ
412,Stütze::N,proptea,цӓрӓк
413,Stange::N,bară,равы
414,Stange::N,bară,намаш
415,Stange::N,prăjină,равы
416,Stange::N,prăjină,намаш
417,Stock::N,băț,панды
418,Stock::N,baston,панды
419,Stab::N,baston,равы
420,Stab::N,prăjină,равы
421,Rohr::N,tub,пыч
422,Rohr::N,țeavă,пыч
423,Haus::N,casă,пöрт
424,Heim::N,casă,пöрт
425,Heim::N,cămin,пöрт
426,Ofen::N,sobă,камака
427,Fußboden::N,podea,седӹрӓ
428,Fußboden::N,dușumea,седӹрӓ
429,Tisch::N,masă,стöл
430,Stuhl::N,scaun,пöкен
431,Wiege::N,leagăn,шипкӓ
432,Bett::N,pat,койка
433,Bett::N,pat,кравать
434,Regal::N,rafturi,полицӓ
435,Kiste::N,ladă,шӱ́ндӹк
436,Kiste::N,cutie,шӱ́ндӹк
437,Fenster::N,fereastră,окня
438,Tür::N,ușă,амаса
439,Tor::N,poartă,хапка
440,Zaun::N,gard,забор
441,Dach::N,acoperiș,левӓш
442,Leiter::N,scară,ташкалтыш
443,Besen::N,mătură,сало
444,Besen::N,mătură,салко
445,Spaten::N,cazma,кольмы
446,Spaten::N,hârleț,кольмы
447,Schaufel::N,lopată,лоток
448,Gabel::N,furculiță,ви́лка
449,Löffel::N,lingură,савала
450,Messer::N,cuțit,кӹзӹ
451,Nagel::N,cui,пыда
452,Netz::N,plasă,вӓпш
453,Haken::N,cârlig,крӱк
454,Haken::N,cârlig,кагак
455,Griff::N,mâner,кычем
456,Schloss::N,lacăt,замок
457,Schloss::N,lacăt,сыравач
458,Bild::N,tablou,картин
459,Bild::N,imagine,картин
460,Figur::N,chip,кӓн
461,Figur::N,figură,кӓн
462,Puppe::N,păpușă,поханя
463,Beutel::N,pungă,мешӓк
464,Beutel::N,săculeț,мешӓк
465,Bündel::N,mănunchi,топ
466,Bündel::N,mănunchi,пидӹш
467,Bündel::N,mănunchi,кӹлдӹш
468,Tasche::N,geantă,сумкы
469,Eimer::N,găleată,ведӹрӓ
470,Deckel::N,capac,комдыш
471,Geschirr::N,vase,ӓтӹ
472,Geschirr::N,tacâmuri,ӓтӹ
473,Sack::N,sac,мешӓк
474,Tasse::N,ceașcă,цӓшкӓ
475,Topf::N,oală,ми́ска
476,Kessel::N,cazan,пад
477,Kessel::N,căldare,пад
478,Essen::N,mâncare,качкыш
479,Essen::N,mâncare,качкыш-йӱш
480,Nahrung::N,hrană,качкыш
481,Nahrung::N,hrană,качкыш-йӱш
482,Nahrung::N,aliment,качкыш
483,Nahrung::N,aliment,качкыш-йӱш
484,Speise::N,bucate,няня
485,Speise::N,fel de bucate,няня
486,Fleisch::N,carne,пай
487,Getreide::N,cereale,киндӹ
488,Brei::N,pireu,шӹрӓш
489,Brot::N,pâine,сыкыр
490,Scheibe::N,felie,ламыт
491,Scheibe::N,felie,лаштык
492,Scheibe::N,bucată,ламыт
493,Scheibe::N,bucată,лаштык
494,Fett::N,untură,кая
495,Fett::N,grăsime,кая
496,Butter::N,unt,ӱ
497,Öl::N,ulei,ӱ
498,Salz::N,sare,санзал
499,Suppe::N,supă,лем
500,Suppe::N,ciorbă,лем
501,Honig::N,miere,мӱ
502,Milch::N,lapte,шӹшер
503,Tee::N,ceai,чӓй
504,Leder::N,piele,шарга
505,Leder::N,piele,кавашты
506,Wolle::N,lână,миж
507,Stoff::N,stofă,матер
508,Stoff::N,stofă,матери
509,Nadel::N,ac,им
510,Faden::N,ață,шӹртӹ
511,Knopf::N,buton,полдыш
512,Knoten::N,nod,пӱкшем
513,Farbe::N,vopsea,чиӓ
514,Farbe::N,vopsea,крӓскӓ
515,Kleidung::N,haine,выргем
516,Kleidung::N,îmbrăcăminte,выргем
517,Hemd::N,cămașă,тыгыр
518,Kragen::N,guler,шӱ
519,Ärmel::N,mânecă,шокш
520,Hose::N,pantaloni,ялаш
521,Gürtel::N,cordon,ӹштӹ
522,Mütze::N,șapcă,упш
523,Schuh::N,gheată,ту́фльы
524,Stiefel::N,cizmă,кем
525,Ring::N,inel,шӓргӓш
526,Ring::N,verigă,шӓргӓш
527,Band::N,panglică,лемтӓ
528,Band::N,șiret,лемтӓ
529,Kamm::N,pieptene,шерге
530,Spiegel::N,oglindă,тӹгӹр
531,Riemen::N,curea,прӓжӓ
532,Schnur::N,funie,кӓндӹра
533,Schnur::N,sfoară,кӓндӹра
534,Leine::N,lesă,керем
535,Leine::N,curea,керем
536,Decke::N,pătură,одеял
537,Kissen::N,pernă,кӹпцӹк
538,Tuch::N,batic,савыц
539,Handtuch::N,prosop,шӹргӹсавыц
540,Handtuch::N,prosop,шӹргӹмсавыц
541,Handtuch::N,ștergar,шӹргӹсавыц
542,Handtuch::N,ștergar,шӹргӹмсавыц
543,Kraft::N,forță,ви
544,Kraft::N,putere,ви
545,Stärke::N,tărie,ви
546,Stärke::N,vigoare,ви
547,Gesundheit::N,sănătate,шу
548,Gesundheit::N,sănătate,шулык
549,Krankheit::N,boală,мыж
550,Krankheit::N,maladie,мыж
551,Schmerz::N,durere,карштыш
552,Wunde::N,rană,шушыр
553,Fieber::N,febră,ӱштӹмыж
554,Arznei::N,leac,лекӓрцӹ
555,Arznei::N,medicament,лекӓрцӹ
556,Brücke::N,pod,кӹвер
557,Brücke::N,punte,кӹвер
558,Brunnen::N,puț,вӹдсӹнзӓ
559,Weide::N,izlaz,ныр
560,Weide::N,pășune,ныр
561,Pfad::N,cărare,ялгорны
562,Weg::N,drum,корны
563,Straße::N,cale,корны
564,Straße::N,stradă,корны
565,Dorf::N,sat,сола
566,Stadt::N,oraș,города
567,Brief::N,scrisoare,сирмӓш
568,Buch::N,carte,книгӓ
569,Buchstabe::N,literă,буква́
570,Buchstabe::N,caracter,буква́
571,Zeitung::N,ziar,газет
572,Zeitung::N,ziar,кайзет
573,Zeitung::N,gazetă,газет
574,Zeitung::N,gazetă,кайзет
575,Leben::N,viață,житя
576,Tod::N,moarte,смöрт
577,Grab::N,groapă,шӹгер
578,Grab::N,groapă,мыгилӓ
579,Grab::N,groapă,шӹгерлӓ
580,Grab::N,mormânt,шӹгер
581,Grab::N,mormânt,мыгилӓ
582,Grab::N,mormânt,шӹгерлӓ
583,Kirche::N,biserică,церкӹ
584,Sünde::N,păcat,сулык
585,Gott::N,zeu,йымы
586,Arbeiter::N,muncitor,пӓшӓзӹ
587,Chef::N,șef,вуй
588,Meister::N,meșter,мастар
589,Meister::N,maestru,мастар
590,Arzt::N,medic,доктор
591,Arzt::N,doctor,доктор
592,Lehrer::N,profesor,тымдышы
593,Lehrer::N,învățător,тымдышы
594,Geld::N,bani,окса
595,Geld::N,parale,окса
596,Geschäft::N,treabă,торге́йӹмӓш
597,Geschäft::N,afacere,торге́йӹмӓш
598,Laden::N,magazin,лапка
599,Laden::N,magazin,магазин
600,Laden::N,prăvălie,лапка
601,Laden::N,prăvălie,магазин
602,Preis::N,preț,ӓк
603,Ware::N,marfă,товар
604,Nutzen::N,folos,пайда
605,Nutzen::N,profit,пайда
606,Reichtum::N,avuție,перке
607,Reichtum::N,bogăție,перке
608,Welt::N,lume,сӓндӓлӹк
609,Welt::N,lume,свет
610,Land::N,țară,сӓндӓлӹк
611,Staat::N,stat,кугижӓншӹ
612,König::N,rege,король
613,Macht::N,putere,власть
614,Macht::N,putință,власть
615,Grenze::N,hotar,пӹсмӓн
616,Grenze::N,graniță,пӹсмӓн
617,Grenze::N,frontieră,пӹсмӓн
618,Krieg::N,război,вырсы
619,Feind::N,dușman,тышман
620,Gewalt::N,violență,ви
621,Kampf::N,luptă,кредӓлмӓш
622,Bogen[Waffe]::N,arc,янгеж
623,Pfeil::N,săgeată,пикш
624,Gewehr::N,armă,пичӓл
625,Gewehr::N,pușcă,пичӓл
626,Fehler::N,eroare,самынь
627,Fehler::N,greșeală,самынь
628,Lüge::N,minciună,шая
629,Schaden::N,daună,вре́дӓ
630,Schaden::N,pagubă,вре́дӓ
631,Unglück::N,nenorocire,пёда
632,Unglück::N,nenorocire,тымаша
633,Schuld::N,vină,вуйнамат
634,Alter::N,etate,иӓш
635,Alter::N,etate,игечӹ
636,Alter::N,vârstă,иӓш
637,Alter::N,vârstă,игечӹ
638,Schluss::N,sfârșit,пӹтӓртӹш
639,Zeit::N,timp,веремӓ
640,Zeit::N,vreme,веремӓ
641,Tag::N,zi,кечӹ
642,Morgen::N,dimineață,ир
643,Morgen::N,dimineață,ирок
644,Mittag::N,prânz,кечӹвӓл
645,Mittag::N,amiază,кечӹвӓл
646,Abend::N,seară,вады
647,Nacht::N,noapte,йыд
648,Woche::N,săptămână,ӓрня
649,Monat::N,lună,тӹ́лзӹ
650,Jahr::N,an,год
651,Frühling::N,primăvară,шошым
652,Sommer::N,vară,кӓнгӹж
653,Herbst::N,toamnă,шӹжӹ
654,Winter::N,iarnă,тел
655,Winter::N,iarnă,телӹ
656,Januar::N,ianuarie,январ
657,Januar::N,ianuarie,январь
658,Februar::N,februarie,февраль
659,März::N,martie,март
660,April::N,aprilie,апрель
661,Mai::N,mai,май
662,Juni::N,iunie,июнь
663,Juli::N,iulie,июль
664,August::N,august,август
665,September::N,septembrie,сентябрь
666,Oktober::N,octombrie,октябрь
667,November::N,noiembrie,ноябрь
668,Dezember::N,decembrie,декавыр
669,Montag::N,luni,шачмы
670,Dienstag::N,marți,кышкыжмы
671,Mittwoch::N,miercuri,вӹрчегӹ
672,Donnerstag::N,joi,изӓрня
673,Freitag::N,vineri,когарня
674,Samstag::N,sâmbătă,кукшыгечӹ
675,Sonntag::N,duminică,рушӓрня
676,groß::A,mare,кого
677,klein::A,mic,изи
678,lang::A,lung,кужы
679,kurz::A,scurt,кӹтӹк
680,breit::A,lat,кымда
681,breit::A,larg,кымда
682,schmal::A,strâmt,ӓнгӹсӹр
683,dicht::A,des,шӹре
684,dick[Gegenstand]::A,gros,кӹжгӹ
685,dünn::A,subțire,вӹцкӹж
686,fein::A,fin,пыльга
687,fein::A,subțire,пыльга
688,fest::A,tare,цаткыды
689,fest::A,solid,цаткыды
690,flach::A,șes,тӓлякӓ
691,flach::A,plan,тӓлякӓ
692,glatt::A,lins,ягылгы
693,hart::A,dur,пингӹдӹ
694,weich::A,moale,пышкыды
695,rund::A,rotund,тӹртӹш
696,rund::A,circular,тӹртӹш
697,spitz::A,ascuțit,кашар
698,scharf::A,tăios,кашар
699,scharf::A,ascuțit,кашар
700,stumpf::A,tocit,нӹшкӹ
701,schwer::A,greu,нелӹ
702,schön::A,frumos,цевер
703,schön::A,frumos,олмыдшы
704,heiß::A,cald,шокшы
705,heiß::A,fierbinte,шокшы
706,warm::A,cald,шокшы
707,warm::A,fierbinte,шокшы
708,kalt::A,rece,ӱштӹ
709,kühl::A,rece,юалгы
710,kühl::A,rece,йонгата
711,kühl::A,răcoros,юалгы
712,kühl::A,răcoros,йонгата
713,frisch::A,răcoros,йонгата
714,frisch::A,proaspăt,йонгата
715,feucht::A,umed,ӹлӹкшӹ
716,feucht::A,umed,вӹдӹжгӹ
717,feucht::A,jilav,ӹлӹкшӹ
718,feucht::A,jilav,вӹдӹжгӹ
719,nass::A,ud,начкы
720,trocken::A,sec,кукшы
721,trocken::A,uscat,кукшы
722,voll::A,plin,темшӹ
723,voll::A,plin,темыман
724,leer::A,gol,йӓрӓ
725,offen::A,deschis,виш
726,geschlossen::A,închis,чӱчмӹ
727,geschlossen::A,închis,тӹкӹлӓлтшӹ
728,sauber::A,curat,ире
729,schmutzig::A,murdar,шоран
730,schmutzig::A,murdar,лявӹрӓн
731,schmutzig::A,murdar,шорангшы
732,roh::A,crud,пеле кӱшӹ
733,reif::A,copt,кӱшӹ
734,lecker::A,gustos,тотан
735,süß::A,dulce,мӱӓн
736,bitter::A,amar,качы
737,sauer::A,acru,шапы
738,hell::A,clar,соты
739,hell::A,clar,валгыды
740,hell::A,luminos,соты
741,hell::A,luminos,валгыды
742,dunkel::A,obscur,пӹц
743,dunkel::A,obscur,пӹцкемӹш
744,dunkel::A,întunecos,пӹц
745,dunkel::A,întunecos,пӹцкемӹш
746,schwarz::A,negru,шим
747,weiß::A,alb,ош
748,weiß::A,alb,ошы
749,rot::A,roșu,якшаргы
750,gelb::A,galben,сар
751,gelb::A,galben,сары
752,blau::A,albastru,симсӹ
753,grün::A,verde,ыжар
754,grau::A,gri,луды
755,grau::A,cenușiu,луды
756,bunt::A,colorat,ала
757,billig::A,ieftin,шулдаш
758,teuer::A,scump,шергӹ
759,teuer::A,scump,шергӓкӓн
760,wertvoll::A,prețios,ӓкӓн
761,blind::A,orb,слöпöй
762,blind::A,orb,сльöпöй
763,taub::A,surd,тӱтӱк
764,kräftig::A,tare,виӓн
765,kräftig::A,forte,виӓн
766,kräftig::A,robust,виӓн
