,Concept_ID,cv,ga
1421,stören::V,кансӗрле,cuir isteach ar
1422,belästigen::V,аптӑрат,cuir as do
1423,belästigen::V,хупла,cuir as do
1424,verbergen::V,пытар,ceil
1425,täuschen::V,суй,cuir dallamullóg ar
1426,betrügen::V,ултала,déan calaois ar
1427,töten::V,вӗлер,maraigh
1428,wohnen::V,чуна пар,cuir faoi
1429,wohnen::V,чуна пар,tá ina chónaí
1430,wohnen::V,парӑнса тӑр,cuir faoi
1431,wohnen::V,парӑнса тӑр,tá ina chónaí
1432,arbeiten::V,ӗҫле,oibrigh
1433,sammeln::V,пух,bailigh
1434,sammeln::V,пух,cruinnigh
1435,pflücken::V,тат,pioc
1436,jagen::V,сунара ҫӳре,seilg
1437,fischen::V,пулӑ тыт,iasc
1438,fassen::V,тыт,beir ar
1439,hüten::V,кӗт,aoirigh
1440,treiben::V,хӑвала,seol
1441,treiben::V,хӑвала,tiomáin
1442,anbinden::V,кӑкар,ceangail
1443,füttern::V,ҫитер,cothaigh
1444,füttern::V,ҫитер,beathaigh
1445,melken::V,су,bligh
1446,melken::V,су,crúigh
1447,hacken::V,вакла,gearr
1448,gießen::V,шӑвар,uiscigh
1449,reifen::V,пиҫ,aibigh
1450,zubereiten::V,пӗҫер,cócaráil
1451,kochen::V,пӗҫер,bruith
1452,kochen::V,пӗҫер,beirigh
1453,backen::V,пӗҫер,bácáil
1454,braten::V,ӑшала,róst
1455,braten::V,ӑшала,frioch
1456,umrühren::V,хутӑштар,measc
1457,stricken::V,ҫых,cniotáil
1458,nähen::V,ҫӗле,fuaigh
1459,färben::V,пӗвет,dathaigh
1460,reinigen::V,тасат,glan
1461,waschen::V,ҫу,nigh
1462,abwischen::V,шӑл,glan
1463,spülen::V,чӳхе,sruthlaigh
1464,fegen::V,шӑл,scuab
1465,kehren::V,шӑл,scuab
1466,baden::V,шыва кӗр,folc
1467,sich waschen::V,ҫӑвӑн,nigh é féin
1468,ausziehen::V,салан,bain de
1469,anziehen::V,тӑхӑн,cuir ar
1470,sich anziehen::V,тӑхӑн,gléas é féin
1471,kämmen::V,тура,cíor
1472,schmücken::V,илемлет,maisigh
1473,sagen::V,те,abair
1474,sprechen::V,кала,labhair
1475,reden::V,сӑмахла,caintigh
1476,reden::V,калаҫ,caintigh
1477,sich unterhalten::V,пупле,caintigh
1478,sich unterhalten::V,пупле,tá ag comhrá
1479,fragen::V,ыйт,fiafraigh
1480,fragen::V,ыйт,cuir ceist
1481,bitten::V,ыйт,iarr
1482,erzählen::V,каласа пар,inis
1483,erzählen::V,каласа пар,eachtraigh
1484,mitteilen::V,пӗлтер,aithris
1485,mitteilen::V,пӗлтер,cuir in iúl
1486,mitteilen::V,хыпарла,aithris
1487,mitteilen::V,хыпарла,cuir in iúl
1488,nennen::V,те,ainmnigh
1489,nennen::V,чӗн,ainmnigh
1490,rufen::V,чӗн,glaoigh
1491,prahlen::V,мухтан,maígh
1492,prahlen::V,вӗҫкӗнлен,maígh
1493,übersetzen::V,куҫар,aistrigh
1494,denken::V,шухӑшла,síl
1495,denken::V,шухӑшла,ceap
1496,glauben::V,ӗнен,creid
1497,bemerken::V,асӑрха,tabhair faoi deara
1498,erkennen::V,палла,aithin
1499,begreifen::V,ӑнлан,tuig
1500,verstehen::V,пӗл,tuig
1501,lernen::V,вӗрен,foghlaim
1502,wissen::V,пӗл,tá a fhios ag
1503,wissen::V,ӑнкар,tá a fhios ag
1504,sich erinnern an::V,аса ил,cuimhnigh ar
1505,sich erinnern an::V,аса ил,is cuimhne ar
1506,vergessen::V,ман,dearmad
1507,vergessen::V,манса кай,dearmad
1508,messen::V,виҫ,tomhais
1509,zählen::V,шутла,cuntais
1510,rechnen::V,шутла,ríomh
1511,rechnen::V,шутла,áirigh
1512,lesen::V,вула,léigh
1513,malen::V,ӳкер,péinteáil
1514,zeichnen::V,ӳкер,línigh
1515,zeichnen::V,ӳкер,tarraing
1516,schreiben::V,ҫыр,scríobh
1517,besitzen::V,тыт,is le
1518,kaufen::V,ил,ceannaigh
1519,kaufen::V,туян,ceannaigh
1520,verkaufen::V,сут,díol
1521,bezahlen::V,тӳле,íoc as
1522,zahlen::V,тӳле,íoc
1523,beherrschen::V,тыт,rialaigh
1524,ertragen::V,тӳс,seas
1525,ertragen::V,тӳс,fulaing
1526,ertragen::V,тӳс,foighnigh
1527,Bauch::N,,bolg
