,Concept_ID,be,eu
132,Bach::N,ручай,erreka
133,Fluss::N,рака,ibai
134,Fluss::N,рака,uhaitz
135,Ufer::N,бераг,bazter
136,Küste::N,узбярэжжа,itsasalde
137,Festland::N,суша,lehor
138,Meer::N,мора,itsaso
139,Bucht::N,бухта,golko
140,Insel::N,востраў,irla
141,Insel::N,востраў,uharte
142,Blume::N,кветка,lili
143,Gras::N,трава,belar
144,Wurzel::N,корань,zuztar
145,Wurzel::N,корань,sustrai
146,Baum::N,дрэва,zuhaitz
147,Stamm::N,ствол,enbor
148,Rinde::N,кара,azal
149,Ast::N,сук,adar
150,Zweig::N,галіна,abar
151,Blatt::N,ліст,hosto
152,Birke::N,бяроза,urki
153,Kiefer[Baum]::N,хвоя,ler
154,Kiefer[Baum]::N,сасна,ler
155,Weide[Baum]::N,вярба,zume
156,Weide[Baum]::N,вярба,sahats
157,Tanne::N,яліна,izei
158,Horn::N,рог,adar
159,Feder::N,пяро,luma
160,Feder::N,пяро,hegaki
161,Fell::N,шкура,ile
162,Fell::N,шкура,larru
163,Flügel::N,крыло,hego
164,Klaue::N,кіпцюр,atzapar
165,Kralle::N,лапа,erpe
166,Kralle::N,лапа,atzapar
167,Schwanz::N,хвост,isats
168,Schwanz::N,хвост,buztan
169,Ei::N,яйка,arrautza
170,Nest::N,гняздо,habia
171,Bau::N,нара,ohantze
172,Tier::N,жывёла,abere
173,Tier::N,жывёла,piztia
174,Herde::N,статак,saldo
175,Herde::N,статак,abere talde
176,Kuh::N,карова,behi
177,Bulle::N,бык,zezen
178,Pferd::N,конь,zaldi
179,Schaf::N,авечка,ardi
180,Schwein::N,свіння,urde
181,Schwein::N,свіння,txerri
182,Hund::N,сабака,txakur
183,Katze::N,кошка,katu
184,Bär::N,мядзведзь,hartz
185,Eichhörnchen::N,вавёрка,urtxintxa
186,Elch::N,лось,altze
187,Fuchs::N,ліса,azeri
188,Hase::N,заяц,erbi
189,Maus::N,мыш,sagu
190,Wolf::N,воўк,otso
191,Vogel::N,птах,txori
192,Vogel::N,птах,hegazti
193,Vogel::N,птушка,txori
194,Vogel::N,птушка,hegazti
195,Schwarm::N,чарада,aldra
196,Huhn::N,курыца,oilo
197,Hahn::N,певень,oilar
198,Gans::N,гусь,antzara
199,Adler::N,арол,arrano
200,Ente::N,качка,ahate
201,Eule::N,сава,hontza
202,Kranich::N,жораў,kurrilo
203,Kranich::N,журавель,kurrilo
204,Krähe::N,варона,bele
205,Kuckuck::N,зязюля,kuku
206,Schwan::N,лебедзь,beltxarga
207,Fisch::N,рыба,arrain
208,Barsch::N,акунь,perka
209,Hecht::N,шчупак,lutxo
210,Schlange[Tier]::N,змяя,suge
211,Wurm::N,чарвяк,har
212,Spinne::N,павук,armiarma
213,Ameise::N,мурашка,inurri
214,Laus::N,вош,zorri
215,Mücke::N,камар,eltxo
216,Fliege::N,муха,euli
217,Schmetterling::N,матыль,pinpirin
218,Schmetterling::N,матыль,tximeleta
219,Beere::N,ягада,baia
220,Apfel::N,яблык,sagar
221,Pilz::N,грыб,onddo
222,Pilz::N,грыб,perretxiko
223,Zwiebel::N,цыбуля,tipula
224,Saat::N,семя,haziak
225,Korn::N,зерне,ale
226,Korn::N,зерне,pikor
227,Heu::N,сена,belar ondu
228,Schale::N,шалупінне,azal
229,Grube::N,яма,hobi
230,Falle::N,пастка,harrapagailu
231,Schlinge::N,сіло,bilur
232,Schlinge::N,сіло,xedera
233,Spur::N,след,lorratz
234,Asche::N,попел,errauts
235,Dreck::N,бруд,satsukeria
236,Eisen::N,жалеза,burdina
237,Gold::N,золата,urre
238,Gold::N,золата,urregorri
239,Silber::N,сребра,zilar
240,Silber::N,сребра,urrezuri
241,Kohle::N,вугаль,ikatz
242,Glas::N,шкло,beira
243,Lehm::N,гліна,buztin
244,Sand::N,пясок,harea
245,Sand::N,пясок,hondar
246,Mensch::N,чалавек,gizaki
247,Mann::N,мужчына,gizon
248,Frau::N,жанчына,andere
249,Frau::N,жанчына,emakume
250,Kind::N,дзіця,haur
251,Junge::N,хлопчык,mutil
252,Mädchen::N,дзяўчынка,neska
253,Familie::N,сямʼя,sendi
254,Familie::N,сямʼя,familia
255,Großvater::N,дзядуля,aitona
256,Großvater::N,дзядуля,aitatxi
257,Großmutter::N,бабуля,amona
258,Großmutter::N,бабуля,amatxi
259,Eltern::N,бацькі,gurasoak
260,Vater::N,бацька,aita
261,Mutter::N,маці,ama
262,Sohn::N,сын,seme
263,Tochter::N,дачка,alaba
264,Bruder::N,брат,neba
265,Bruder::N,брат,anaia
266,Schwester::N,сястра,ahizpa
267,Onkel::N,дзядзька,osaba
268,Tante::N,цётка,izeba
269,Ehemann::N,муж,senar
270,Ehefrau::N,жонка,emazte
271,Freude::N,радасць,poz
272,Freude::N,радасць,pozkari
273,Gelächter::N,смех,barre
274,Gelächter::N,смех,karkara
275,Glück::N,шчасце,zori
276,Kummer::N,гора,xangrin
277,Kummer::N,гора,atsekabe
278,Wunsch::N,жаданне,nahi
279,Wunsch::N,жаданне,nahikunde
280,Lust::N,цяга,gogo
281,Geist::N,дух,gogo
282,Gedanke::N,думка,gogoeta
283,Gedächtnis::N,памяць,oroimen
284,Gedächtnis::N,памяць,gogoramen
285,Verstand::N,розум,adimen
286,Verstand::N,розум,ulermen
287,Sinn::N,сэнс,zentzu
288,Grund::N,зачэпка,zergati
289,Wahrheit::N,праўда,egia
290,Gespräch::N,размова,hizketa
291,Gespräch::N,размова,elkarrizketa
292,Märchen::N,казка,ipuin
293,Erzählung::N,расказ,edesti
294,Erzählung::N,расказ,kontakizun
295,Erzählung::N,апавяданне,edesti
296,Erzählung::N,апавяданне,kontakizun
297,Nachricht::N,вестка,albiste
298,Nachricht::N,паведамленне,albiste
299,Neuigkeit::N,навіна,berri
300,Name::N,імя,izen
301,Rätsel::N,загадка,asmakizun
302,Rede::N,прамова,hitzaldi
303,Rede::N,прамова,mintzaldi
304,Sprache::N,мова,hizkuntza
305,Stimme::N,голас,ahots
306,Wort::N,слова,hitz
307,Zeichen::N,знак,agerbide
308,Zeichen::N,знак,agergarri
309,Ruf::N,кліч,dei
310,Lärm::N,шум,zarata
311,Lärm::N,шум,harrabots
312,Laut::N,гук,hots
313,Ton::N,гучанне,tonu
314,Ton::N,гучанне,soinu
315,Lied::N,песня,abesti
316,Ruhe::N,спакой,nasaitasun
317,Leute::N,людзі,jende
318,Volk::N,народ,herri
319,Volk::N,народ,populu
320,Arbeit::N,праца,lan
321,Arbeit::N,работа,lan
322,Gast::N,госць,arrotz
323,Gast::N,госць,apopilo
324,Geschenk::N,падарунак,opari
325,Spiel::N,гульня,jolas
326,Gesellschaft::N,таварыства,gizarte
327,Hilfe::N,дапамога,helpide
328,Hilfe::N,дапамога,laguntza
329,Freund::N,друг,lagun
330,Freund::N,сябар,lagun
331,Kamerad::N,прыяцель,adiskide
332,Kamerad::N,прыяцель,lagunkide
333,Angelegenheit::N,справа,afera
334,Anzahl::N,колькасць,kopuru
335,Art::N,від,mota
336,Stück::N,кусок,puska
337,Stück::N,кавалак,puska
338,Teil::N,частка,atal
339,Hälfte::N,палова,erdi
340,Hälfte::N,палавіна,erdi
341,Kreis::N,круг,biribilki
342,Kreuz::N,крыж,gurutze
343,Linie::N,лінія,linea
344,Strich::N,рыса,marra
345,Abstand::N,прамежак,tarte
346,Entfernung::N,адлегласць,urrunera
347,Gegend::N,мясцовасць,alderdi
348,Gegend::N,мясцовасць,eskualde
349,Platz::N,месца,leku
350,Ort::N,месца,toki
351,Seite::N,бок,albo
352,Mitte::N,сярэдзіна,erdi
353,Gegenstand::N,прадмет,gauzaki
354,Sache::N,рэч,gauza
355,Rand::N,край,ertz
356,Kante::N,руб,ertz
357,Kante::N,кант,ertz
358,Ecke::N,вугал,kantoi
359,Spitze::N,кончык,punta
360,Ende::N,канец,buru
361,Ende::N,канец,mutur
362,Loch::N,дзірка,zulo
363,Winkel::N,вугал,zoko
364,Winkel::N,вугал,bazter
365,Muster::N,узор,eredu
366,Muster::N,узор,marrazki
367,Größe::N,памер,kaizu
368,Größe::N,памер,tamaina
369,Länge::N,даўжыня,luzera
370,Höhe::N,вышыня,goiera
371,Höhe::N,вышыня,garaiera
372,Gewicht::N,вага,hazta
373,Menge::N,колькасць,kopuru
374,Haufen::N,куча,pila
375,Haufen::N,куча,mendoi
376,Reihe::N,рад,ilara
377,Reihe::N,рад,errenkada
378,Boot::N,лодка,potin
379,Boot::N,лодка,txalupa
380,Ruder::N,вясло,arraun
381,Schlitten::N,сані,lera
382,Schlitten::N,сані,narra
383,Ski::N,лыжа,eski
384,Lagerfeuer::N,вогнішча,su
385,Last::N,цяжар,zama
386,Last::N,цяжар,karga
387,Gang::N,ход,ibilera
388,Schritt::N,шаг,pauso
389,Schritt::N,шаг,urrats
390,Schritt::N,крок,pauso
391,Schritt::N,крок,urrats
392,Norden::N,поўнач,ipar
393,Norden::N,поўнач,iparralde
394,Süden::N,поўдзень,hego
395,Süden::N,поўдзень,hegoalde
396,Westen::N,захад,sartalde
397,Westen::N,захад,mendebalde
398,Osten::N,усход,ekialde
399,Osten::N,усход,sortalde
400,Holz::N,дрэва,zur
401,Holz::N,драўніна,zur
402,Brett::N,дошка,ohol
403,Platte::N,пліта,lauza
404,Stütze::N,падпорка,irozgarri
405,Stütze::N,падпорка,bermagailu
406,Stange::N,жэрдка,haga
407,Stock::N,палка,makila
408,Stab::N,шост,makila
409,Rohr::N,труба,hodi
410,Haus::N,дом,etxe
411,Heim::N,дом,etxe
412,Heim::N,дом,etxaleku
413,Heim::N,хата,etxe
414,Heim::N,хата,etxaleku
415,Ofen::N,печ,berogailu
416,Fußboden::N,падлога,zoru
417,Tisch::N,стол,mahai
418,Stuhl::N,стул,aulki
419,Stuhl::N,крэсла,aulki
420,Wiege::N,калыска,kuma
421,Wiege::N,калыска,sehaska
422,Bett::N,ложак,ohe
423,Bett::N,ложак,ohatze
424,Bett::N,пасцель,ohe
425,Bett::N,пасцель,ohatze
426,Regal::N,паліца,apalategi
427,Kiste::N,скрынка,kutxa
428,Fenster::N,акно,leiho
429,Tür::N,дзверы,ate
430,Tor::N,вароты,atari
431,Zaun::N,агароджа,hesi
432,Dach::N,дах,teilatu
433,Leiter::N,лесвіца,zurubi
434,Besen::N,мятла,erratz
435,Spaten::N,лапата,burdinpala
436,Spaten::N,жалязняк,burdinpala
437,Schaufel::N,шуфлік,pala
438,Schaufel::N,лапатка,pala
439,Gabel::N,відэлец,sardexka
440,Löffel::N,лыжка,koilara
441,Messer::N,нож,aizto
442,Nagel::N,цвік,iltze
443,Netz::N,сетка,sare
444,Haken::N,крук,mako
445,Griff::N,ручка,eskutoki
446,Schloss::N,замок,sarraila
447,Bild::N,карціна,irudi
448,Figur::N,фігура,figura
449,Puppe::N,лялька,panpina
450,Puppe::N,лялька,andrakila
451,Beutel::N,мяшок,zorro
452,Bündel::N,вязка,azao
453,Bündel::N,вязка,espal
454,Tasche::N,торба,poltsa
455,Eimer::N,вядро,treska
456,Deckel::N,накрыўка,tapa
457,Deckel::N,накрыўка,estalki
458,Geschirr::N,пасуда,baxera
459,Geschirr::N,пасуда,ontziteria
460,Sack::N,мех,zaku
461,Tasse::N,кубак,kikara
462,Topf::N,каструля,ontzi
463,Topf::N,каструля,lapiko
464,Kessel::N,кацёл,pazia
465,Essen::N,ежа,janaldi
466,Nahrung::N,харч,jan
467,Speise::N,страва,jaki
468,Fleisch::N,мяса,okela
469,Fleisch::N,мяса,haragi
470,Getreide::N,збожжа,labore
471,Brei::N,каша,ahi
472,Brei::N,каша,pure
473,Brot::N,хлеб,ogi
474,Scheibe::N,луста,xerra
475,Scheibe::N,луста,pirripita
476,Scheibe::N,скібка,xerra
477,Scheibe::N,скібка,pirripita
478,Fett::N,тлушч,urin
479,Fett::N,тлушч,koipe
480,Butter::N,масла,gurin
481,Öl::N,алей,olio
482,Salz::N,соль,gatz
483,Suppe::N,суп,zopa
484,Suppe::N,суп,salda
485,Honig::N,мёд,ezti
486,Milch::N,малако,esne
487,Tee::N,чай,te
488,Tee::N,гарбата,te
489,Leder::N,скура,larru
490,Wolle::N,воўна,artile
491,Stoff::N,тканіна,ehun
492,Nadel::N,іголка,orratz
493,Nadel::N,іголка,jostorratz
494,Faden::N,нітка,hari
495,Knopf::N,гузік,botoi
496,Knoten::N,вузел,korapilo
497,Farbe::N,фарба,pintura
498,Kleidung::N,адзенне,arropa
499,Kleidung::N,адзенне,jantziak
500,Hemd::N,кашуля,atorra
501,Hemd::N,кашуля,alkandora
502,Kragen::N,каўнер,idun
503,Ärmel::N,рукаў,mahuka
504,Hose::N,штаны,prakak
505,Hose::N,штаны,galtzak
506,Gürtel::N,пояс,gerriko
507,Mütze::N,шапка,txano
508,Mütze::N,шапка,txapel
509,Schuh::N,чаравік,oski
510,Schuh::N,чаравік,oinetako
511,Stiefel::N,бот,bota
512,Ring::N,кольца,uztai
513,Band::N,стужка,zinta
514,Band::N,стужка,xingola
515,Kamm::N,расчоска,orrazi
516,Spiegel::N,люстра,mirail
517,Riemen::N,рэмень,uhal
518,Schnur::N,вяроўка,lokailu
519,Leine::N,павадок,lotura
520,Decke::N,коўдра,burusi
521,Kissen::N,падушка,kuxin
522,Tuch::N,хустка,zapi
523,Tuch::N,хустка,oihal
524,Handtuch::N,ручнік,eskuzapi
525,Handtuch::N,ручнік,eskuoihal
526,Kraft::N,сіла,indar
527,Stärke::N,моц,indar
528,Gesundheit::N,здароўе,osasun
529,Krankheit::N,хвароба,eritasun
530,Krankheit::N,хвароба,gaixotasun
531,Schmerz::N,боль,min
532,Wunde::N,рана,zauri
533,Fieber::N,гарачка,sukar
534,Fieber::N,ліхаманка,sukar
535,Arznei::N,лекі,osagai
536,Arznei::N,лекі,sendagai
537,Brücke::N,мост,zubi
538,Brunnen::N,калодзеж,putzu
539,Weide::N,паша,alha
540,Weide::N,паша,bazkaleku
541,Pfad::N,сцежка,zidor
542,Pfad::N,сцежка,bidexka
543,Weg::N,шлях,bide
544,Weg::N,дарога,bide
545,Straße::N,вуліца,errepide
546,Dorf::N,вёска,herri
547,Stadt::N,горад,hiri
548,Brief::N,ліст,gutun
549,Brief::N,ліст,eskutitz
550,Brief::N,пісьмо,gutun
551,Brief::N,пісьмо,eskutitz
552,Buch::N,кніга,liburu
553,Buchstabe::N,літара,hizki
554,Zeitung::N,газета,egunkari
555,Leben::N,жыццё,bizi
556,Leben::N,жыццё,bizitza
557,Tod::N,смерць,herio
558,Tod::N,смерць,heriotza
559,Grab::N,магіла,hobi
560,Grab::N,магіла,hilobi
561,Kirche::N,касцёл,eliza
562,Kirche::N,царква,eliza
563,Sünde::N,грэх,hoben
564,Sünde::N,грэх,bekatu
565,Gott::N,бог,jainko
566,Arbeiter::N,рабочы,langile
567,Arbeiter::N,рабочы,behargin
568,Chef::N,начальнік,nagusi
569,Meister::N,майстар,maisu
570,Arzt::N,урач,osagile
571,Arzt::N,урач,sendagile
572,Lehrer::N,настаўнік,irakasle
573,Geld::N,грошы,diru
574,Geschäft::N,заняцце,negozio
575,Laden::N,крама,denda
576,Laden::N,крама,saltegi
577,Laden::N,магазін,denda
578,Laden::N,магазін,saltegi
579,Preis::N,цана,prezio
580,Preis::N,цана,salneurri
581,Ware::N,тавар,salgai
582,Nutzen::N,выгада,onura
583,Nutzen::N,выгада,probetxu
584,Reichtum::N,багацце,aberastasun
585,Welt::N,свет,ludi
586,Welt::N,свет,mundu
587,Land::N,краіна,herrialde
588,Staat::N,дзяржава,estatu
589,König::N,кароль,errege
590,Macht::N,улада,botere
591,Grenze::N,граніца,muga
592,Krieg::N,вайна,guda
593,Feind::N,вораг,etsai
594,Feind::N,вораг,arerio
595,Gewalt::N,насілле,bortxa
596,Gewalt::N,насілле,bortizkeria
597,Kampf::N,барацьба,gudu
598,Kampf::N,барацьба,auska
599,Bogen[Waffe]::N,лук,arku
600,Pfeil::N,страла,gezi
601,Gewehr::N,ружжо,fusil
602,Fehler::N,памылка,huts
603,Fehler::N,памылка,hutsegin
604,Lüge::N,хлусня,gezur
605,Schaden::N,шкода,kalte
606,Unglück::N,ліха,zoritxar
607,Unglück::N,ліха,zorigaitz
608,Unglück::N,бядота,zoritxar
609,Unglück::N,бядота,zorigaitz
610,Schuld::N,віна,erru
611,Alter::N,узрост,adin
612,Schluss::N,канец,bukaera
613,Zeit::N,час,aldi
614,Zeit::N,час,denbora
615,Tag::N,дзень,egun
616,Morgen::N,ранак,goiz
617,Morgen::N,раніца,goiz
618,Mittag::N,паўдня,eguerdi
619,Mittag::N,поўдзень,eguerdi
620,Abend::N,вечар,arrats
621,Nacht::N,ноч,gau
622,Woche::N,тыдзень,aste
623,Monat::N,месяц,hil
624,Jahr::N,год,urte
625,Frühling::N,вясна,udalehen
626,Sommer::N,лета,uda
627,Herbst::N,восень,udazken
628,Herbst::N,восень,neguantz
629,Winter::N,зіма,negu
630,Januar::N,студзень,urtarril
631,Februar::N,люты,otsail
632,März::N,сакавік,martxo
633,April::N,красавік,apiril
634,Mai::N,май,maiatz
635,Mai::N,травень,maiatz
636,Juni::N,чэрвень,ekain
637,Juli::N,ліпень,uztail
638,August::N,жнівень,abuztu
639,September::N,верасень,irail
640,Oktober::N,кастрычнік,urri
641,November::N,лістапад,azaro
642,Dezember::N,снежань,abendu
643,Montag::N,панядзелак,astelehen
644,Dienstag::N,аўторак,astearte
645,Mittwoch::N,серада,asteazken
646,Donnerstag::N,чацвер,ostegun
647,Freitag::N,пятніца,ostiral
648,Samstag::N,субота,larunbat
649,Sonntag::N,нядзеля,igande
650,groß::A,вялікі,handi
651,klein::A,маленькі,txiki
652,lang::A,доўгі,luze
653,kurz::A,кароткі,labur
654,breit::A,шырокі,zabal
655,schmal::A,вузкі,mehar
656,dicht::A,густы,sarri
657,dicht::A,густы,trinko
658,dick[Gegenstand]::A,тоўсты,lodi
659,dünn::A,тонкі,mehe
660,fein::A,тонкі,fin
661,fest::A,моцны,tinko
662,flach::A,плоскі,lau
663,flach::A,плоскі,ordoki
664,glatt::A,гладкі,leun
665,hart::A,цвёрды,gogor
666,weich::A,мяккі,bigun
667,weich::A,мяккі,beratz
668,rund::A,круглы,biribil
669,spitz::A,спічасты,puntadun
670,spitz::A,востраканцовы,puntadun
671,scharf::A,востры,zorrotz
672,stumpf::A,тупы,kamuts
673,schwer::A,цяжкі,astun
674,schwer::A,цяжкі,pisutsu
675,schön::A,прыгожы,eder
676,heiß::A,гарачы,bero
677,heiß::A,гарачы,oso bero
678,warm::A,цёплы,bero
679,kalt::A,холадны,hotz
680,kühl::A,халаднаваты,hotzil
681,frisch::A,свежы,fresko
682,frisch::A,свежы,hozkirri
683,feucht::A,вільготны,heze
684,nass::A,мокры,busti
685,trocken::A,сухі,siku
686,trocken::A,сухі,lehor
687,voll::A,поўны,bete
688,leer::A,пусты,huts
689,offen::A,адкрыты,ireki
690,offen::A,адчынены,ireki
691,geschlossen::A,закрыты,itxita
692,geschlossen::A,зачынены,itxita
693,sauber::A,чысты,xahu
694,sauber::A,чысты,garbi
695,schmutzig::A,брудны,lohi
696,schmutzig::A,брудны,zikin
697,roh::A,сыры,gordin
698,reif::A,спелы,umo
699,reif::A,спелы,heldu
700,lecker::A,смачны,goxo
701,süß::A,салодкі,goxo
702,bitter::A,горкі,karmin
703,bitter::A,горкі,garratz
704,sauer::A,кіслы,mingots
705,hell::A,светлы,argi
706,dunkel::A,цёмны,ilun
707,schwarz::A,чорны,beltz
708,weiß::A,белы,zuri
709,rot::A,чырвоны,gorri
710,gelb::A,жоўты,hori
711,blau::A,сіні,urdin
712,grün::A,зялёны,berde
713,grün::A,зялёны,musker
714,grau::A,шэры,urdin
715,grau::A,шэры,urdinabar
716,bunt::A,пяресты,koloretsu
717,billig::A,танны,merke
718,teuer::A,дарагі,garesti
719,wertvoll::A,цэнны,baliotsu
720,wertvoll::A,каштоўны,baliotsu
721,blind::A,сляпы,itsu
722,taub::A,глухі,gor
723,kräftig::A,магутны,kementsu
724,stark::A,сільны,bizkor
725,stark::A,сільны,indartsu
726,schwach::A,слабы,ahul
727,schwach::A,слабы,indargabe
728,fett::A,тлусты,gizen
729,schlank::A,стройны,lerden
730,hübsch::A,чароўны,polit
731,böse::A,злы,tzar
732,böse::A,злы,gaizto
733,dumm::A,дурны,lelo
734,dumm::A,дурны,pello
735,faul::A,лянівы,nagi
736,faul::A,лянівы,alfer
737,fleißig::A,руплівы,maratz
738,fleißig::A,руплівы,lanzale
739,geizig::A,прагны,zeken
740,geizig::A,прагны,zikoitz
741,klug::A,разумны,zuhur
742,geschickt::A,умелы,trebe
743,geschickt::A,умелы,antzetsu
744,lieb::A,мілы,maite
745,lieb::A,мілы,laztan
746,lustig::A,вясёлы,alaitsu
747,sanft::A,ласкавы,eme
748,sanft::A,ласкавы,ezti
749,hungrig::A,галодны,gose
750,krank::A,хворы,eri
751,krank::A,хворы,gaixo
752,nackt::A,голы,biluzi
753,traurig::A,сумны,itun
754,traurig::A,сумны,betilun
755,lebendig::A,жывы,bizirik
756,gut::A,добры,on
757,schlecht::A,кепскі,txar
758,richtig::A,правільны,zuzen
759,schlimm::A,агідны,larri
760,wahr::A,сапраўдны,egiazko
761,alt::A,стары,zahar
762,neu::A,новы,berri
763,ehemalig::A,былы,lehengo
764,alt[Lebewesen]::A,стары,adindun
765,jung::A,малады,gazte
766,arm::A,бедны,txiro
767,arm::A,бедны,behartsu
768,reich::A,багаты,dirudun
769,bekannt::A,знаёмы,ezagun
770,berühmt::A,славуты,entzun
771,berühmt::A,славуты,ospetsu
772,fremd::A,чужы,arrotz
773,verschieden::A,розны,ezberdin
774,verschieden::A,розны,desberdin
775,nah::A,блізкі,hurre
776,nah::A,блізкі,hurbil
777,fern::A,далёкі,urrun
778,linker::A,левы,ezker
779,rechter::A,правы,eskuin
780,anderer::A,іншы,beste
781,anderer::A,другі,beste
782,erster::A,першы,lehen
783,erster::A,першы,aurren
784,zweiter::A,другі,bigarren
785,dritter::A,трэці,hirugarren
786,letzter::A,апошні,azken
787,letzter::A,апошні,hondar
788,allein::ADV,сам,bakarrik
789,allein::ADV,адзін,bakarrik
790,auf einmal::ADV,адразу,batera
791,zusammen::ADV,разам,elkarrekin
792,lange::ADV,доўга,luzaro
793,plötzlich::ADV,раптам,bat-batean
794,sofort::ADV,зараз,berehala
795,später::ADV,пазней,gero
796,jetzt::ADV,цяпер,orain
797,heute::ADV,сёння,gaur
798,morgen::ADV,заўтра,bihar
799,bald::ADV,хутка,aurki
800,bald::ADV,хутка,laster
801,bald::ADV,неўзабаве,aurki
802,bald::ADV,неўзабаве,laster
803,dann::ADV,потым,ondoren
804,gestern::ADV,учора,atzo
805,einst::ADV,аднойчы,antzina
806,damals::ADV,тады,orduan
807,danach::ADV,затым,gerora
808,danach::ADV,затым,ondoren
809,vorher::ADV,раней,lehenago
810,zuerst::ADV,спярша,aurrena
811,zuerst::ADV,спярша,lehenbizi
812,zuerst::ADV,спачатку,aurrena
813,zuerst::ADV,спачатку,lehenbizi
814,einmal::ADV,адзін раз,behin
815,einmal::ADV,адзін раз,aldi bat
816,manchmal::ADV,часам,batzuetan
817,manchmal::ADV,часам,zenbaitetan
818,oft::ADV,часта,maiz
819,oft::ADV,часта,askotan
820,immer::ADV,заўсёды,beti
