,Concept_ID,sq,mdf
184,Wolf::N,ujk,върьгаз
185,Vogel::N,zog,нармонь
186,Vogel::N,shpend,нармонь
187,Schwarm::N,luzmë,ко́вол
188,Schwarm::N,luzmë,ме́швеле
189,Huhn::N,pulë,сараз
190,Hahn::N,gjel,а́тякш
191,Hahn::N,këndes,а́тякш
192,Gans::N,patë,маци
193,Adler::N,shqiponjë,куцькан
194,Ente::N,rosë,яксярга
195,Eule::N,buf,ко́рож
196,Kranich::N,lejlek,ка́рга
197,Kranich::N,kurrillë,ка́рга
198,Krähe::N,sorrë,ва́рси
199,Kuckuck::N,qyqe,ку́ку
200,Schwan::N,mjellmë,ло́ксти
201,Fisch::N,peshk,кал
202,Barsch::N,purtekë,о́кунь
203,Hecht::N,mlysh,щу́ка
204,Schlange[Tier]::N,gjarpër,куй
205,Wurm::N,krimb,сукс
206,Spinne::N,marimangë,унжа́
207,Ameise::N,thnegël,панжам
208,Ameise::N,milingonë,панжам
209,Laus::N,morr,си
210,Mücke::N,kunup,ся́ське
211,Mücke::N,mushkonjë,ся́ське
212,Fliege::N,mizë,кару
213,Schmetterling::N,flutur,ме́лав
214,Beere::N,frutë,и́мож
215,Beere::N,manaferrë,и́мож
216,Apfel::N,mollë,марь
217,Pilz::N,kërpudhë,панга
218,Zwiebel::N,qepë,шурьхкя́
219,Saat::N,farë,видьмот
220,Korn::N,grurë,сёра
221,Korn::N,kokërr,сёра
222,Heu::N,sanë,тише
223,Schale::N,lëkurë,кедь
224,Grube::N,gropë,лотка
225,Falle::N,kurth,туфкс
226,Falle::N,kurth,кунда́ма
227,Falle::N,grackë,туфкс
228,Falle::N,grackë,кунда́ма
229,Schlinge::N,nyjë,килькш
230,Spur::N,gjurmë,пильгоки́
231,Asche::N,hi,кулу
232,Dreck::N,baltë,ърда́з
233,Eisen::N,hekur,кшни
234,Gold::N,ar,ока
235,Gold::N,ar,золота
236,Gold::N,flori,ока
237,Gold::N,flori,золота
238,Silber::N,argjend,сия́
239,Kohle::N,qymyr,седь
240,Kohle::N,qymyr,седьвальмя
241,Glas::N,qelq,кля́нцек
242,Lehm::N,argjilë,сёвонь
243,Sand::N,rërë,шува́р
244,Mensch::N,njeri,ломань
245,Mann::N,burrë,аля
246,Mann::N,burrë,цёраломань
247,Mann::N,mashkull,аля
248,Mann::N,mashkull,цёраломань
249,Frau::N,grua,ава
250,Frau::N,femër,ава
251,Kind::N,kalama,идь
252,Kind::N,kalama,шаба
253,Junge::N,djalë,цёраня
254,Mädchen::N,gocë,стирня́
255,Mädchen::N,vajzë,стирня́
256,Familie::N,familje,тнал
257,Familie::N,familje,семья
258,Großvater::N,gjysh,атя
259,Großvater::N,gjysh,щя́тя
260,Großmutter::N,gjyshe,баба
261,Eltern::N,prindër,тя́дят-а́лят
262,Vater::N,atë,аля
263,Mutter::N,nënë,ава
264,Mutter::N,nënë,тядя
265,Sohn::N,bir,цёра
266,Tochter::N,bijë,стирь
267,Bruder::N,vëlla,дуган
268,Bruder::N,vëlla,пяльне
269,Schwester::N,motër,ака
270,Schwester::N,motër,сазор
271,Onkel::N,dajë,оця
272,Onkel::N,dajë,патя
273,Onkel::N,dajë,щеня́
274,Onkel::N,xhaxha,оця
275,Onkel::N,xhaxha,патя
276,Onkel::N,xhaxha,щеня́
277,Tante::N,teze,ака
278,Tante::N,teze,щака
279,Tante::N,hallë,ака
280,Tante::N,hallë,щака
281,Ehemann::N,burrë,мирде
282,Ehemann::N,bashkëshort,мирде
283,Ehefrau::N,grua,ърьвя́
284,Ehefrau::N,bashkëshorte,ърьвя́
285,Freude::N,gaz,ке́нярдема
286,Freude::N,gëzim,ке́нярдема
287,Gelächter::N,qeshje,рахсема
288,Glück::N,lumturi,паваз
289,Kummer::N,brengë,ризф
290,Kummer::N,brengë,пичефкс
291,Kummer::N,pikëllim,ризф
292,Kummer::N,pikëllim,пичефкс
293,Wunsch::N,dëshirë,мяль
294,Wunsch::N,dëshirë,таколдома
295,Lust::N,epsh,таколдома
296,Lust::N,dashuri,таколдома
297,Geist::N,frymë,вайме
298,Geist::N,shpirt,вайме
299,Gedanke::N,ide,мяль
300,Gedanke::N,mendim,мяль
301,Gedächtnis::N,kujtesë,прявий
302,Verstand::N,mend,прявий
303,Sinn::N,kuptim,ён
304,Grund::N,arsye,туфта́л
305,Wahrheit::N,vërtetë,ви́де
306,Wahrheit::N,vërtetë,видеши́
307,Gespräch::N,bisedim,корхтама
308,Märchen::N,përrallë,ёфкс
309,Erzählung::N,tregim,азкс
310,Nachricht::N,lajm,куля́
311,Neuigkeit::N,risi,куля́
312,Name::N,emër,лем
313,Rätsel::N,gjëzë,со́дама ёфкс
314,Rätsel::N,gjëegjëzë,со́дама ёфкс
315,Rede::N,fjalim,вал
316,Rede::N,fjalim,корхтама
317,Sprache::N,gjuhë,кяль
318,Stimme::N,zë,вайгяль
319,Wort::N,fjalë,вал
320,Zeichen::N,shenjë,тя́ште
321,Zeichen::N,shenjë,тя́штькс
322,Ruf::N,thirrmë,тердема
323,Lärm::N,zhurmë,гайф
324,Lärm::N,zhurmë,жалакодома
325,Laut::N,tingull,вайгяль
326,Ton::N,ton,вайгяль
327,Lied::N,këngë,мора
328,Ruhe::N,qetësi,сетьме
329,Leute::N,botë,ломатть
330,Leute::N,njerëz,ломатть
331,Volk::N,popull,наро́д
332,Arbeit::N,punë,тев
333,Gast::N,mik,и́нжи
334,Gast::N,mik,ко́нак
335,Gast::N,mysafir,и́нжи
336,Gast::N,mysafir,ко́нак
337,Geschenk::N,dhuratë,казне
338,Geschenk::N,peshqesh,казне
339,Spiel::N,lojë,налхкома
340,Spiel::N,lojë,налхксема
341,Gesellschaft::N,shoqëri,кружок
342,Hilfe::N,ndihmë,лездома
343,Freund::N,mik,я́лга
344,Kamerad::N,shok,я́лга
345,Angelegenheit::N,punë,тев
346,Anzahl::N,sasi,лувкс
347,Art::N,lloj,вид
348,Stück::N,copë,пакш
349,Teil::N,pjesë,часть
350,Teil::N,pjesë,пялькс
351,Hälfte::N,gjysmë,пяле
352,Kreis::N,qark,шаркс
353,Kreis::N,rreth,шаркс
354,Kreuz::N,kryq,крёз
355,Linie::N,vijë,межа
356,Linie::N,vijë,китькс
357,Strich::N,vizë,межа
358,Abstand::N,distancë,ётка
359,Entfernung::N,largim,ётка
360,Gegend::N,vise,ва́ста
361,Gegend::N,vise,перьфпя́ль
362,Gegend::N,krahinë,ва́ста
363,Gegend::N,krahinë,перьфпя́ль
364,Platz::N,shesh,ва́ста
365,Ort::N,vend,ва́ста
366,Seite::N,anë,пяле
367,Mitte::N,mes,кучка́
368,Gegenstand::N,send,веща
369,Sache::N,gjë,тев
370,Sache::N,gjë,веща
371,Sache::N,send,тев
372,Sache::N,send,веща
373,Rand::N,qoshe,пе
374,Kante::N,teh,и́рдез
375,Ecke::N,qoshe,ужа
376,Spitze::N,majë,пря
377,Ende::N,skaj,пе
378,Ende::N,bisht,пе
379,Loch::N,vrimë,варя
380,Winkel::N,kënd,ужа
381,Muster::N,mostër,сёрма
382,Größe::N,madhësi,серь
383,Länge::N,gjatësi,кува́лма
384,Höhe::N,lartësi,серь
385,Gewicht::N,peshë,сталма
386,Menge::N,sasi,лувкс
387,Haufen::N,grumbull,мар
388,Reihe::N,radhë,ряд
389,Reihe::N,rresht,ряд
390,Boot::N,barkë,венеж
391,Boot::N,lundër,венеж
392,Ruder::N,rrem,миле
393,Schlitten::N,sajë,ну́рда
394,Ski::N,ski,сокс
395,Lagerfeuer::N,flakadan,то́лмар
396,Lagerfeuer::N,zjarr i madh,то́лмар
397,Last::N,barrë,канкс
398,Last::N,barrë,сталма
399,Gang::N,ecje,молема
400,Schritt::N,hap,аськолкс
401,Norden::N,veri,якшама шире
402,Süden::N,jug,ля́мбе ши́ре
403,Westen::N,perëndim,ши валгома шире
404,Osten::N,lindje,шинь стяма шире
405,Holz::N,dru,вирь
406,Holz::N,dru,шуфта
407,Brett::N,dërrasë,лавця
408,Platte::N,pllakë,плита́
409,Stütze::N,shtyllë,неже
410,Stütze::N,mbështetesë,неже
411,Stange::N,shufër,олга
412,Stock::N,dajak,байдек
413,Stab::N,shkop,олгоня
414,Rohr::N,tub,турама
415,Haus::N,shtëpi,куд
416,Heim::N,konak,куд
417,Heim::N,shtëpi,куд
418,Ofen::N,sobë,пянакуд
419,Ofen::N,stufë,пянакуд
420,Fußboden::N,dysheme,кия́кс
421,Tisch::N,tryezë,шра
422,Tisch::N,tryezë,моркш
423,Stuhl::N,karrige,стул
424,Wiege::N,djep,нюря́м
425,Bett::N,shtrat,ацам
426,Regal::N,raft,лавцяланга
427,Kiste::N,kuti,парга
428,Fenster::N,dritare,валмья
429,Tür::N,derë,кенкш
430,Tor::N,portë,ортат
431,Zaun::N,gardh,перяфкс
432,Dach::N,çati,кудпря
433,Leiter::N,shkallë,куцема
434,Besen::N,fshesë,тяльме
435,Spaten::N,lopatë,ка́йме
436,Schaufel::N,qyrek,ко́поня
437,Schaufel::N,qyrek,ця́рдом
438,Gabel::N,pirun,ця́нгоня
439,Löffel::N,lugë,куцю
440,Messer::N,thikë,пеель
441,Nagel::N,gozhdë,эска
442,Netz::N,rrjetë,
443,Haken::N,grep,кя́чказ
444,Haken::N,grremç,кя́чказ
445,Griff::N,dorak,недь
446,Griff::N,dorak,кунда́мка
447,Griff::N,dorezë,недь
448,Griff::N,dorezë,кунда́мка
449,Schloss::N,bravë,замо́к
450,Bild::N,tablo,карти́на
451,Bild::N,pikturë,карти́на
452,Figur::N,figurë,ронга-понда
453,Puppe::N,kukull,ня́ка
454,Beutel::N,qese,кяскав
455,Beutel::N,trastë,кяскав
456,Bündel::N,deng,кярьме
457,Tasche::N,çantë,кошяльня
458,Eimer::N,kovë,ве́дарка
459,Deckel::N,kapak,тавадкс
460,Deckel::N,kapak,вельхкс
461,Deckel::N,mbulesë,тавадкс
462,Deckel::N,mbulesë,вельхкс
463,Geschirr::N,enë,кядьге
464,Sack::N,thes,кяскав
465,Sack::N,torbë,кяскав
466,Tasse::N,filxhan,ша́ваня
467,Topf::N,kusi,кавозь
468,Topf::N,tenxhere,кавозь
469,Kessel::N,kazan,сргавозь
470,Essen::N,ngrënie,ярхцама
471,Nahrung::N,ushqim,ярхцампяль
472,Speise::N,gatesë,ярхцама
473,Fleisch::N,mish,пал
474,Fleisch::N,mish,сиволь
475,Getreide::N,drithë,сёра
476,Brei::N,qull,ям
477,Brot::N,bukë,кши
478,Scheibe::N,fetë,кочам
479,Fett::N,lyrë,куя́
480,Fett::N,yndyrë,куя́
481,Butter::N,gjalpë,вай
482,Öl::N,vaj,вай
483,Salz::N,kripë,сал
484,Suppe::N,supë,шонгарям
485,Suppe::N,supë,коршампяль
486,Suppe::N,çorbë,шонгарям
487,Suppe::N,çorbë,коршампяль
488,Honig::N,mjaltë,медь
489,Milch::N,qumësht,лофца
490,Tee::N,çaj,чай
491,Leder::N,lëkurë,кедь
492,Wolle::N,lesh,пона
493,Stoff::N,pëlhurë,котф
494,Nadel::N,gjilpërë,салмокс
495,Faden::N,pe,сюре
496,Faden::N,fije,сюре
497,Knopf::N,kopsë,пуня
498,Knoten::N,komb,сюлма
499,Farbe::N,bojë,архтомбяль
500,Kleidung::N,veshje,щам
501,Hemd::N,këmishë,па́нар
502,Kragen::N,jakë,сиве
503,Ärmel::N,mëngë,ожа
504,Hose::N,brekë,понкст
505,Gürtel::N,rrip,каркс
506,Mütze::N,kësulë,вазь
507,Schuh::N,këpucë,башма́к
508,Stiefel::N,çizme,кя́ме
509,Ring::N,unazë,суркс
510,Band::N,shirit,керькс
511,Band::N,shirit,лента
512,Kamm::N,krehër,сюрьхцем
513,Spiegel::N,pasqyrë,ванома
514,Riemen::N,rrip,шнань каркс
515,Schnur::N,litar,пикс
516,Schnur::N,litar,карькскя
517,Schnur::N,cikomë,пикс
518,Schnur::N,cikomë,карькскя
519,Leine::N,rrip,вядьме
520,Decke::N,batanije,вельхкс
521,Kissen::N,jastëk,тоду
522,Tuch::N,shami,руця́
523,Handtuch::N,peshqir,на́рдама
524,Kraft::N,forcë,вий
525,Stärke::N,koll,вииши
526,Gesundheit::N,shëndet,шумбраши́
527,Krankheit::N,sëmundje,урма́
528,Krankheit::N,sëmundje,сярядема
529,Schmerz::N,dhimbje,маряма
530,Wunde::N,plagë,керф
531,Fieber::N,ethe,маштыкс
532,Arznei::N,ilaç,надо́бья
533,Arznei::N,ilaç,пъчка́фтома
534,Brücke::N,urë,седь
535,Brunnen::N,pus,эши
536,Weide::N,kullotë,ванома васта
537,Pfad::N,ravë,ян
538,Pfad::N,ravë,киня́
539,Pfad::N,shteg,ян
540,Pfad::N,shteg,киня́
541,Weg::N,udhë,ки
542,Weg::N,shteg,ки
543,Straße::N,rrugë,ки
544,Dorf::N,fshat,веле
545,Dorf::N,katund,веле
546,Stadt::N,qytet,ош
547,Brief::N,letër,сёрма
548,Buch::N,libër,книга
549,Buchstabe::N,shkronjë,бу́ква
550,Zeitung::N,gazetë,газе́та
551,Leben::N,jetë,эряф
552,Leben::N,jetë,эряма
553,Tod::N,mortje,кулома́
554,Grab::N,varr,калма
555,Kirche::N,kishë,це́рькав
556,Sünde::N,mëkat,пежеть
557,Sünde::N,mëkat,муворкс
558,Sünde::N,gjynah,пежеть
559,Sünde::N,gjynah,муворкс
560,Gott::N,hy,шкай
561,Gott::N,zot,шкай
562,Arbeiter::N,punëtor,трудендай
563,Arbeiter::N,punëtor,работник
564,Chef::N,shef,азор
565,Chef::N,shef,оцюня
566,Chef::N,drejtues,азор
567,Chef::N,drejtues,оцюня
568,Meister::N,mjeshtër,мастяр
569,Arzt::N,mjek,врач
570,Arzt::N,mjek,доктор
571,Arzt::N,doktor,врач
572,Arzt::N,doktor,доктор
573,Lehrer::N,mësues,учи́тель
574,Lehrer::N,arsimtar,учи́тель
575,Geld::N,para,ярмакт
576,Geld::N,holla,ярмакт
577,Geschäft::N,ujdi,ладяфкс
578,Geschäft::N,ujdi,ладяф тев
579,Geschäft::N,biznes,ладяфкс
580,Geschäft::N,biznes,ладяф тев
581,Laden::N,dyqan,ла́вка
582,Preis::N,çmim,питне
583,Ware::N,mall,миф
584,Ware::N,mall,ра́маф
585,Nutzen::N,dobi,пара
586,Nutzen::N,dobi,лезкс
587,Nutzen::N,leverdi,пара
588,Nutzen::N,leverdi,лезкс
589,Reichtum::N,kamje,ко́зяши
590,Reichtum::N,pasuri,ко́зяши
591,Welt::N,botë,свет
592,Land::N,vend,мастор
593,Staat::N,shtet,государства
594,König::N,mbret,король
595,Macht::N,fuqi,азорондама
596,Macht::N,fuqi,азорксши
597,Macht::N,pushtet,азорондама
598,Macht::N,pushtet,азорксши
599,Grenze::N,kufi,ёткаян
600,Krieg::N,luftë,война́
601,Feind::N,armik,душман
602,Feind::N,armik,каршек тюри
603,Gewalt::N,dhunë,наругама
604,Kampf::N,luftim,тюрема́
605,Bogen[Waffe]::N,hark,нал
606,Pfeil::N,shigjetë,нал
607,Gewehr::N,pushkë,винто́вка
608,Fehler::N,gafë,эльбядькс
609,Fehler::N,gabim,эльбядькс
610,Lüge::N,gënjeshtër,васькафнема
611,Schaden::N,dëm,зия́н
612,Schaden::N,zarar,зия́н
613,Unglück::N,fatkeqësi,зия́н
614,Schuld::N,faj,муворши
615,Alter::N,moshë,эряф кизот
616,Alter::N,moshë,эряфонь пинге
617,Schluss::N,fund,пе
618,Zeit::N,kohë,пинге
619,Tag::N,ditë,ши
620,Morgen::N,mëngjes,шобдава
621,Mittag::N,mesditë,шикучка
622,Abend::N,mbrëmje,иля́дь
623,Nacht::N,natë,ве
624,Woche::N,javë,недя́ля
625,Monat::N,muaj,ков
626,Jahr::N,vit,киза
627,Frühling::N,pranverë,тунда́
628,Sommer::N,verë,киза
629,Herbst::N,vjeshtë,сёксе
630,Winter::N,dimër,тяла
631,Januar::N,janar,кельмеков
632,Februar::N,shkurt,уфайков
633,März::N,mars,марайков
634,April::N,prill,шудиков
635,Mai::N,maj,панжиков
636,Juni::N,qershor,лямбеков
637,Juli::N,korrik,псиков
638,August::N,gusht,сёроньков
639,September::N,shtator,тюжягов
640,Oktober::N,tetor,кельмазаков
641,November::N,nëntor,эйндамков
642,Dezember::N,dhjetor,кучкаков
643,Montag::N,hënë,одговши
644,Dienstag::N,martë,ша́вши
645,Mittwoch::N,mërkurë,вержи
646,Donnerstag::N,enjte,шува́ланя
647,Freitag::N,premte,пя́денця
648,Samstag::N,shtunë,ёткши
649,Sonntag::N,diel,таргоши
650,groß::A,madh,оцю
651,klein::A,vogël,ёмла
652,lang::A,gjatë,кува́ка
653,kurz::A,shkurtër,нюрьхкя́ня
654,breit::A,gjerë,кели
655,schmal::A,ngushtë,тяйня
656,dicht::A,dendur,сиде
657,dicht::A,dendur,туста
658,dick[Gegenstand]::A,trashë,эчке
659,dünn::A,hollë,шува́ня
660,fein::A,imët,шува́ня
661,fest::A,fortë,кеме
662,flach::A,sheshtë,лапш
663,glatt::A,rrafshët,вадяв
664,glatt::A,rrafshët,такор
665,hart::A,fortë,калгода
666,weich::A,butë,ляпе
667,rund::A,rrumbullakët,кру́глай
668,spitz::A,majëmprehtë,ботаз
669,spitz::A,majëmprehtë,оржа
670,scharf::A,mprehtë,оржа
671,stumpf::A,topitur,ношка
672,schwer::A,rëndë,стака
673,schön::A,bukur,мазы
674,heiß::A,nxehtë,пси
675,warm::A,ngrohtë,лямбе
676,kalt::A,ftohtë,кельме
677,kühl::A,freskët,эше
678,frisch::A,pastër,свежай
679,feucht::A,lagësht,летьке
680,nass::A,lagur,начка
681,trocken::A,thatë,коське
682,voll::A,plotë,пяшксе
683,leer::A,bosh,шава
684,leer::A,zbrazët,шава
685,offen::A,hapur,панжада
686,offen::A,hapur,виде
687,geschlossen::A,mbyllur,пякстаф
688,geschlossen::A,mbyllur,сёлгф
689,sauber::A,dëlirë,ару
690,schmutzig::A,ndyrë,рда́зу
691,schmutzig::A,ndyrë,пя́ндра
692,roh::A,gjallë,верок
693,reif::A,arrirë,ке́нерьф
694,lecker::A,shijshëm,танцти
695,süß::A,ëmbël,ламбама
696,bitter::A,hidhur,сяпи
697,sauer::A,thartë,шапама
698,hell::A,me dritë,валда
699,dunkel::A,errët,шобда
700,schwarz::A,i zi,равжа
701,weiß::A,bardhë,акша
702,rot::A,kuq,якстерь
703,gelb::A,verdhë,тюжя́
704,blau::A,blu,сенем
705,blau::A,kaltër,сенем
706,grün::A,blertë,пиже
707,grün::A,blertë,сянгяря
708,grün::A,gjelbër,пиже
709,grün::A,gjelbër,сянгяря
710,grau::A,hirtë,уле
711,grau::A,bojë hiri,уле
712,bunt::A,shumëngjyrëshëm,сёрмав
713,billig::A,lirë,у́цез
714,billig::A,lirë,аф пи́тни
715,teuer::A,shtrenjtë,пи́тни
716,wertvoll::A,çmuar,питни
717,wertvoll::A,vlershëm,питни
718,blind::A,qorr,сокор
719,blind::A,verbër,сокор
720,taub::A,shurdhër,пярав
721,kräftig::A,fuqishëm,пяк вии
722,stark::A,fortë,вии
723,schwach::A,dobët,лафча
724,fett::A,dhjamur,куя́
725,schlank::A,hollë,виде ронга
726,hübsch::A,bukur,мазы
727,hübsch::A,hijshëm,мазы
728,böse::A,keq,кяжи
729,dumm::A,teveqel,аф ёню
730,dumm::A,teveqel,шава пря
731,faul::A,dembel,нола
732,fleißig::A,zellshëm,ку́лхцонды
733,geizig::A,kurnac,кирьжя
734,geizig::A,kurnac,жаднай
735,geizig::A,dorështrënguar,кирьжя
736,geizig::A,dorështrënguar,жаднай
737,klug::A,mençur,ёню
738,klug::A,mençur,пря́ви
739,geschickt::A,aftë,маштозь тиф
740,lieb::A,dashur,цебярь
741,lustig::A,gëzuar,ра́хси
742,sanft::A,butë,сетьме
743,hungrig::A,uritur,вача
744,hungrig::A,uritur,вачеда
745,krank::A,sëmurë,сяряди
746,nackt::A,lakuriq,штада
747,nackt::A,lakuriq,кърхтапа
748,nackt::A,zhveshur,штада
749,nackt::A,zhveshur,кърхтапа
750,traurig::A,trishtuar,ла́жнай
751,lebendig::A,gjallë,эряй
752,gut::A,mirë,пара
753,gut::A,mirë,цебярь
754,schlecht::A,keq,кальдяв
755,richtig::A,drejtë,виде
756,schlimm::A,keq,кальдяв
757,wahr::A,vërtetë,афкуксонь
758,alt::A,vjetër,ташта
759,neu::A,i ri,од
760,ehemalig::A,dikurshëm,и́нгольдень
761,alt[Lebewesen]::A,plak,сире
762,jung::A,i ri,од
763,arm::A,varfër,а́шу
764,arm::A,vobektë,а́шу
765,reich::A,pasur,козя
766,bekannt::A,njohur,содаф
767,berühmt::A,famshëm,содавикс
768,fremd::A,huaj,лия
769,fremd::A,huaj,аф содаф
770,verschieden::A,ndryshëm,аф фкя ла́цонь
771,nah::A,afërt,мала
772,nah::A,afërt,аф ичкоздень
773,fern::A,largët,и́чкоздень
774,fern::A,largët,куна́рдонь
775,linker::A,majtë,кержи
776,rechter::A,djathtë,види
777,anderer::A,tjetër,лия
778,erster::A,parë,васенце
779,zweiter::A,dytë,омбоце
780,dritter::A,i tretë,колмоце
781,letzter::A,fundit,ме́кольце
782,allein::ADV,vetëm,ськамонза
783,auf einmal::ADV,njëkohësisht,вихцок
784,zusammen::ADV,bashkë,марс
785,zusammen::ADV,bashkë,ма́рса
786,zusammen::ADV,së bashku,марс
787,zusammen::ADV,së bashku,ма́рса
