,Concept_ID,ba,fr
211,Schlinge::N,тоҙак,lacs
212,Spur::N,әҫер,trace
213,Asche::N,көл,cendre
214,Dreck::N,батҡаҡ,crotte
215,Eisen::N,тимер,fer
216,Gold::N,алтын,or
217,Silber::N,көмөш,argent
218,Kohle::N,күмер,charbon
219,Glas::N,быяла,verre
220,Lehm::N,балсыҡ,glaise
221,Sand::N,ҡом,sable
222,Mensch::N,кеше,homme
223,Mann::N,ир,homme
224,Frau::N,ҡатын,femme
225,Kind::N,бала,enfant
226,Junge::N,малай,garçon
227,Mädchen::N,ҡыҙ,fille
228,Mädchen::N,ҡыҙ,jeune fille
229,Mädchen::N,ҡыҙыҡай,fille
230,Mädchen::N,ҡыҙыҡай,jeune fille
231,Familie::N,ғаилә,famille
232,Großvater::N,олатай,grand-père
233,Großmutter::N,әбәй,grand-mère
234,Eltern::N,ата-әсә,parents
235,Vater::N,атай,père
236,Mutter::N,әсә,mère
237,Sohn::N,ул,fils
238,Tochter::N,ҡыҙ,fille
239,Bruder::N,агай,frère
240,Schwester::N,алай,sœur
241,Schwester::N,һеңле,sœur
242,Onkel::N,ағай,oncle
243,Tante::N,апай,tante
244,Ehemann::N,ир,mari
245,Ehemann::N,ир,époux
246,Ehefrau::N,ҡатын,femme
247,Ehefrau::N,ҡатын,épouse
248,Freude::N,шатлыҡ,joie
249,Freude::N,шатлыҡ,plaisir
250,Freude::N,ҡыуаныс,joie
251,Freude::N,ҡыуаныс,plaisir
252,Gelächter::N,көлөү,rires
253,Glück::N,бәхет,bonheur
254,Kummer::N,ҡайғы,peine
255,Kummer::N,ҡайғы,chagrin
256,Wunsch::N,теләк,désir
257,Lust::N,әүәҫлек,envie
258,Geist::N,аң,esprit
259,Geist::N,рух,esprit
260,Gedanke::N,уй,idée
261,Gedanke::N,уй,pensée
262,Gedanke::N,фекер,idée
263,Gedanke::N,фекер,pensée
264,Gedächtnis::N,хәтер,mémoire
265,Verstand::N,аҡыл,raison
266,Sinn::N,мәғәня,sens
267,Grund::N,сәбәп,cause
268,Grund::N,сәбәп,raison
269,Wahrheit::N,дөрөҫлөк,vérité
270,Gespräch::N,әңгәмә,conversation
271,Märchen::N,әкиәт,conte
272,Märchen::N,әкиәт,conte de fées
273,Erzählung::N,хикәйә,conte
274,Erzählung::N,хикәйә,narration
275,Nachricht::N,хәбәр,message
276,Neuigkeit::N,яңылыҡ,nouvelle
277,Name::N,исем,nom
278,Rätsel::N,йомаҡ,énigme
279,Rätsel::N,йомаҡ,devinette
280,Rede::N,телмәр,parole
281,Rede::N,телмәр,discours
282,Sprache::N,тел,langue
283,Sprache::N,тел,langage
284,Sprache::N,телмәр,langue
285,Sprache::N,телмәр,langage
286,Stimme::N,тауыш,voix
287,Wort::N,һүҙ,mot
288,Zeichen::N,билдә,signe
289,Ruf::N,саҡырыу,cri
290,Ruf::N,саҡырыу,appel
291,Lärm::N,шаулау,bruit
292,Laut::N,тауыш,son
293,Ton::N,яңғырау,ton
294,Lied::N,йыр,chant
295,Lied::N,йыр,chanson
296,Ruhe::N,ял,calme
297,Ruhe::N,ял,tranquillité
298,Ruhe::N,тыныслыҡ,calme
299,Ruhe::N,тыныслыҡ,tranquillité
300,Leute::N,кешеләр,gens
301,Volk::N,халҡ,peuple
302,Arbeit::N,эш,travail
303,Gast::N,ҡунаҡ,hôte
304,Gast::N,ҡунаҡ,invité
305,Geschenk::N,бүләк,cadeau
306,Geschenk::N,бүләк,présent
307,Spiel::N,уйын,jeu
308,Gesellschaft::N,йәмғиәт,compagnie
309,Hilfe::N,ярҙам,aide
310,Hilfe::N,ярҙам,secours
311,Freund::N,дуҫ,ami
312,Kamerad::N,иптәш,copain
313,Kamerad::N,иптәш,camarade
314,Angelegenheit::N,әш,affaire
315,Anzahl::N,һан,nombre
316,Art::N,төр,sorte
317,Art::N,төр,espèce
318,Stück::N,киҫәк,morceau
319,Teil::N,өлөш,part
320,Teil::N,өлөш,partie
321,Hälfte::N,ярты,moitié
322,Kreis::N,түңәрәк,cercle
323,Kreuz::N,тәре,croix
324,Linie::N,һыҙыҡ,ligne
325,Strich::N,һыҙат,trait
326,Abstand::N,ара,écart
327,Entfernung::N,алыҫлыҡ,distance
328,Gegend::N,урын,région
329,Gegend::N,урын,contrée
330,Platz::N,арауыҡ,place
331,Ort::N,ерҙәр,lieu
332,Ort::N,ерҙәр,endroit
333,Ort::N,урындар,lieu
334,Ort::N,урындар,endroit
335,Ort::N,эш урыны,lieu
336,Ort::N,эш урыны,endroit
337,Seite::N,яҡ,côté
338,Mitte::N,урталыҡ,milieu
339,Gegenstand::N,нәмә,objet
340,Sache::N,нәмә,chose
341,Sache::N,әйбер,chose
342,Rand::N,сит,bord
343,Kante::N,ҡабырға,arête
344,Kante::N,ян,arête
345,Ecke::N,мөйөш,coin
346,Ecke::N,мөйөш,tournant
347,Spitze::N,ос,cime
348,Spitze::N,ос,pointe
349,Ende::N,аҙаҡ,bout
350,Loch::N,тишек,trou
351,Winkel::N,мөйөш,coin
352,Winkel::N,мөйөш,réduit
353,Muster::N,биҙәк,dessin
354,Größe::N,ҙурлыҡ,grandeur
355,Länge::N,оҙонлоҡ,longueur
356,Höhe::N,бейеклек,hauteur
357,Höhe::N,бейеклек,altitude
358,Gewicht::N,үлсәү,poids
359,Menge::N,һан,quantité
360,Haufen::N,өйөм,tas
361,Reihe::N,рәт,file
362,Reihe::N,рәт,rangée
363,Boot::N,кәмә,canot
364,Boot::N,кәмә,bateau
365,Ruder::N,ишкәк,rame
366,Ruder::N,ишкәк,aviron
367,Schlitten::N,сана,traîneau
368,Ski::N,саңгы,ski
369,Lagerfeuer::N,костер,feu de camp
370,Last::N,ауырлыҡ,charge
371,Last::N,ауырлыҡ,fardeau
372,Gang::N,барыу,tour
373,Gang::N,барыу,marche
374,Schritt::N,аҙым,pas
375,Norden::N,төньяҡ,nord
376,Süden::N,көньяҡ,sud
377,Westen::N,көнбайыш,ouest
378,Westen::N,көнбайыш,occident
379,Osten::N,көнсығыш,est
380,Osten::N,көнсығыш,orient
381,Holz::N,үағас,bois
382,Brett::N,таҡта,planche
383,Platte::N,плита,plaque
384,Stütze::N,терәк,appui
385,Stütze::N,терәк,soutien
386,Stange::N,кәртә,barre
387,Stange::N,кәртә,perche
388,Stock::N,таяҡ,canne
389,Stab::N,ҡолға,bâton
390,Rohr::N,торба,tube
391,Rohr::N,торба,tuyau
392,Haus::N,өй,maison
393,Haus::N,йорт,maison
394,Heim::N,өй,maison
395,Ofen::N,мейес,poêle
396,Fußboden::N,енес,plancher
397,Tisch::N,өҫтәл,table
398,Stuhl::N,ултырғыс,chaise
399,Wiege::N,бишек,berceau
400,Bett::N,карауат,lit
401,Regal::N,кәштә,étagère
402,Kiste::N,йәшинк,caisse
403,Fenster::N,тәҙрә,fenêtre
404,Tür::N,ишек,porte
405,Tor::N,ҡапҡа,porte
406,Tor::N,ҡапҡа,portail
407,Zaun::N,ҡойма,clôture
408,Dach::N,түбә,toit
409,Dach::N,ҡыйыҡ,toit
410,Leiter::N,баҫҡыс,échelle
411,Besen::N,һепертке,balai
412,Spaten::N,көрәк,bêche
413,Schaufel::N,көрәк,pelle
414,Gabel::N,сәнске,fourchette
415,Löffel::N,ҡалаҡ,cuiller
416,Messer::N,бысаҡ,couteau
417,Nagel::N,сөй,clou
418,Netz::N,ау,filet
419,Haken::N,ыргаҡ,croc
420,Haken::N,ыргаҡ,crochet
421,Griff::N,тотҡа,prise
422,Griff::N,тотҡа,manche
423,Schloss::N,йоҙаҡ,serrure
424,Bild::N,картина,image
425,Bild::N,картина,tableau
426,Figur::N,һын,figure
427,Puppe::N,ҡурсаҡ,poupée
428,Beutel::N,тоҡ,sac
429,Beutel::N,тоҡ,petit sac
430,Bündel::N,төргәк,paquet
431,Bündel::N,төргәк,faisceau
432,Tasche::N,сумка,sac
433,Eimer::N,биҙрә,seau
434,Deckel::N,ҡапҡас,couvercle
435,Geschirr::N,һауыт-һаба,vaisselle
436,Sack::N,тоҡ,sac
437,Tasse::N,сынаяҡ,tasse
438,Topf::N,кәстрүл,pot
439,Topf::N,кәстрүл,marmite
440,Kessel::N,ҡаҙан,chaudron
441,Essen::N,ашау,repas
442,Essen::N,ашау,manger
443,Nahrung::N,аҙыҡ,nourriture
444,Speise::N,аш,plat
445,Fleisch::N,ит,viande
446,Getreide::N,иген,blé
447,Getreide::N,иген,céréales
448,Getreide::N,ашлыҡ,blé
449,Getreide::N,ашлыҡ,céréales
450,Brei::N,бутҡа,purée
451,Brei::N,бутҡа,bouillie
452,Brot::N,икмәк,pain
453,Scheibe::N,телем,tranche
454,Fett::N,май,graisse
455,Butter::N,май,beurre
456,Öl::N,май буяуы,huile
457,Salz::N,тоҙ,sel
458,Suppe::N,һурпа,soupe
459,Suppe::N,һурпа,potage
460,Honig::N,бал,miel
461,Milch::N,һөт,lait
462,Tee::N,сәй,thé
463,Leder::N,күн,cuir
464,Wolle::N,йөн,laine
465,Stoff::N,туҡыма,tissu
466,Stoff::N,туҡыма,étoffe
467,Nadel::N,энә,aiguille
468,Faden::N,еп,fil
469,Knopf::N,төймә,bouton
470,Knoten::N,төйөн,nœud
471,Farbe::N,буяу,peinture
472,Kleidung::N,кейем,vêtements
473,Kleidung::N,кейем,habillement
474,Hemd::N,күлдәк,chemise
475,Kragen::N,яға,col
476,Ärmel::N,ең,manche
477,Hose::N,салбар,pantalon
478,Gürtel::N,ҡайыш,ceinture
479,Mütze::N,бүрк,bonnet
480,Mütze::N,бүрк,casquette
481,Schuh::N,туфли,soulier
482,Schuh::N,туфли,chaussure
483,Stiefel::N,итек,botte
484,Ring::N,йөҙөк,bague
485,Ring::N,балдаҡ,bague
486,Band::N,таҫма,ruban
487,Kamm::N,тараҡ,peigne
488,Spiegel::N,көзгө,glace
489,Spiegel::N,көзгө,miroir
490,Riemen::N,ҡайыш,lanière
491,Riemen::N,ҡайыш,courroie
492,Schnur::N,бау,corde
493,Schnur::N,бау,ficelle
494,Leine::N,бау,laisse
495,Decke::N,одеяд,couverture
496,Kissen::N,мендәр,oreiller
497,Tuch::N,яулыҡ,drap
498,Tuch::N,яулыҡ,fichu
499,Handtuch::N,таҫтамал,serviette
500,Handtuch::N,таҫтамал,essuie-mains
501,Kraft::N,көс,force
502,Stärke::N,көс,vigueur
503,Gesundheit::N,һаулыҡ,santé
504,Krankheit::N,сир,maladie
505,Krankheit::N,ауырыу,maladie
506,Schmerz::N,һыҙлау,douleur
507,Schmerz::N,әрнеү,douleur
508,Wunde::N,йәрәхәт,plaie
509,Wunde::N,йәрәхәт,blessure
510,Fieber::N,тапма,fièvre
511,Fieber::N,биҙгәк,fièvre
512,Arznei::N,дарыу,remède
513,Arznei::N,дарыу,médecine
514,Brücke::N,күпер,pont
515,Brunnen::N,ҡоҙоҡ,puits
516,Weide::N,көтөүлек,pâturage
517,Pfad::N,һуҡмаҡ,sentier
518,Weg::N,юл,voie
519,Weg::N,юл,chemin
520,Straße::N,урам,route
521,Dorf::N,ауыл,village
522,Stadt::N,ҡала,cité
523,Stadt::N,ҡала,ville
524,Brief::N,хат,lettre
525,Buch::N,китап,livre
526,Buch::N,кенәгә,livre
527,Buchstabe::N,хәреф,lettre
528,Buchstabe::N,хәреф,caractère
529,Zeitung::N,гәзит,journal
530,Leben::N,йәшәү,vie
531,Tod::N,үлем,mort
532,Grab::N,ҡәбер,tombe
533,Kirche::N,сиркәү,église
534,Sünde::N,гөнаһ,péché
535,Gott::N,алла,dieu
536,Gott::N,хоҙай,dieu
537,Arbeiter::N,эшсе,ouvrier
538,Arbeiter::N,эшсе,travailleur
539,Chef::N,башлыҡ,chef
540,Chef::N,башлыҡ,patron
541,Meister::N,оҫта,maître
542,Arzt::N,врач,médecin
543,Lehrer::N,уҡытыусы,professeur
544,Lehrer::N,уҡытыусы,instituteur
545,Geld::N,аҡса,argent
546,Geschäft::N,эш,affaire
547,Geschäft::N,эш,commerce
548,Laden::N,магазин,magasin
549,Laden::N,магазин,boutique
550,Preis::N,хаҡ,prix
551,Ware::N,тауар,marchandise
552,Nutzen::N,файҙа,profit
553,Reichtum::N,байлыҡ,richesse
554,Welt::N,донъя,monde
555,Land::N,ил,pays
556,Staat::N,дәүләт,État
557,König::N,король,roi
558,Macht::N,власть,pouvoir
559,Macht::N,власть,puissance
560,Grenze::N,сик,frontière
561,Krieg::N,һуғыш,guerre
562,Feind::N,йылан,ennemi
563,Gewalt::N,көслөк,violence
564,Kampf::N,көрәш,lutte
565,Kampf::N,көрәш,combat
566,Bogen[Waffe]::N,йәйә,arc
567,Pfeil::N,уҡ,flèche
568,Gewehr::N,мылтыҡ,fusil
569,Fehler::N,хата,faute
570,Fehler::N,хата,erreur
571,Lüge::N,ялған,mensonge
572,Schaden::N,зыян,dégât
573,Schaden::N,зыян,dommage
574,Schaden::N,зарар,dégât
575,Schaden::N,зарар,dommage
576,Unglück::N,ҡаза,malheur
577,Schuld::N,ғәйеп,faute
578,Schuld::N,ғәйеп,culpabilité
579,Alter::N,йәш,âge
580,Schluss::N,һуң,fin
581,Schluss::N,аҙаҡ,fin
582,Zeit::N,мәл,temps
583,Zeit::N,заман,temps
584,Tag::N,көн,jour
585,Tag::N,көн,journée
586,Morgen::N,иртә,matin
587,Morgen::N,иртә,matinée
588,Morgen::N,иртәнсәк,matin
589,Morgen::N,иртәнсәк,matinée
590,Mittag::N,төш,midi
591,Abend::N,кис,soir
592,Abend::N,кис,soirée
593,Nacht::N,төн,nuit
594,Woche::N,аҙна,semaine
595,Monat::N,ай,mois
596,Jahr::N,йыл,an
597,Jahr::N,йыл,année
598,Frühling::N,яҙ,printemps
599,Sommer::N,йәй,été
600,Herbst::N,көз,automne
601,Winter::N,ҡыш,hiver
602,Januar::N,ғинуар,janvier
603,Februar::N,февраль,février
604,März::N,март,mars
605,April::N,апрель,avril
606,Mai::N,май,mai
607,Juni::N,июнь,juin
608,Juli::N,июль,juillet
609,August::N,август,août
610,September::N,сентябрь,septembre
611,Oktober::N,октябрь,octobre
612,November::N,ноябрь,novembre
613,Dezember::N,декабрь,décembre
614,Montag::N,дүшәмбе,lundi
615,Dienstag::N,шишәмбе,mardi
616,Mittwoch::N,шаршамбы,mercredi
617,Donnerstag::N,кесаҙна,jeudi
618,Freitag::N,йома,vendredi
619,Samstag::N,шәмбе,samedi
620,Sonntag::N,йәкшәмбе,dimanche
621,groß::A,ҙур,grand
622,klein::A,бәләкәс,petit
623,lang::A,оҙон,long
624,kurz::A,ҡыҫҡа,court
625,breit::A,киң,large
626,schmal::A,тар,étroit
627,dicht::A,йыш,dense
628,dicht::A,ҡуйы,dense
629,dick[Gegenstand]::A,ҡалын,épais
630,dünn::A,йоҡа,mince
631,dünn::A,нәҙек,mince
632,fein::A,нескә,fin
633,fein::A,нескә,menu
634,fest::A,ныҡ,ferme
635,fest::A,ныҡ,solide
636,flach::A,яҫы,plat
637,flach::A,ялпаҡ,plat
638,glatt::A,шыма,poli
639,glatt::A,шыма,lisse
640,hart::A,ҡаты,dur
641,weich::A,йомшаҡ,mou
642,rund::A,түңәрәк,rond
643,spitz::A,осло түбәле,aigu
644,spitz::A,осло түбәле,pointu
645,scharf::A,үткер,tranchant
646,stumpf::A,утмәҫ,mousse
647,stumpf::A,утмәҫ,émoussé
648,schwer::A,ауыр,lourd
649,schwer::A,ауыр,pesant
650,schön::A,матур,beau
651,heiß::A,эҫе,chaud
652,heiß::A,эҫе,très chaud
653,warm::A,йылы,chaud
654,kalt::A,һыуыҡ,froid
655,kühl::A,һалҡынса,frais
656,frisch::A,һалҡынса,frais
657,feucht::A,еүеш,humide
658,feucht::A,дымлы,humide
659,nass::A,еүеш,mouillé
660,trocken::A,кипкән,sec
661,voll::A,тулы,plein
662,voll::A,тулы,rempli
663,leer::A,буш,vide
664,offen::A,асыҡ,ouvert
665,geschlossen::A,ябыҡ,clos
666,geschlossen::A,ябыҡ,fermé
667,sauber::A,таҙа,net
668,sauber::A,таҙа,propre
669,schmutzig::A,бысраҡ,sale
670,schmutzig::A,бысраҡ,crasseux
671,roh::A,сей,cru
672,roh::A,сей,brut
673,reif::A,өлгөрғән,mûr
674,lecker::A,тәмле,délicieux
675,lecker::A,тәмле,appétissant
676,süß::A,тямле,doux
677,süß::A,тәм-том,doux
678,bitter::A,әсе,amer
679,sauer::A,әсе,aigre
680,hell::A,яҡты,clair
681,dunkel::A,ҡараңғы,sombre
682,schwarz::A,ҡара,noir
683,weiß::A,аҡ,blanc
684,rot::A,матур,rouge
685,rot::A,һылыу,rouge
686,rot::A,сибәр,rouge
687,gelb::A,һары,jaune
688,blau::A,күк,bleu
689,grün::A,йәшел,vert
690,grau::A,буҙ,gris
691,bunt::A,сыбар,multicolore
692,bunt::A,ала-ҡола,multicolore
693,billig::A,арзан,bon marché
694,teuer::A,ҡыйбатлы,cher
695,wertvoll::A,ҡиммәтле,précieux
696,blind::A,һуҡыр,aveugle
697,taub::A,һаңғырау,sourd
698,kräftig::A,көслө,fort
699,kräftig::A,көслө,vigoureux
700,kräftig::A,ҡеүәтле,fort
701,kräftig::A,ҡеүәтле,vigoureux
702,stark::A,көслө,fort
703,stark::A,көслө,puissant
704,stark::A,ҡеүәтле,fort
705,stark::A,ҡеүәтле,puissant
706,schwach::A,көсһөҙ,faible
707,fett::A,һимеҙ,gras
708,schlank::A,зифа,svelte
709,hübsch::A,матур,joli
710,böse::A,асыулы,mauvais
711,dumm::A,иҫәр,sot
712,dumm::A,иҫәр,bête
713,faul::A,иренсәк,fainéant
714,faul::A,иренсәк,paresseux
715,fleißig::A,тырыш,appliqué
716,geizig::A,һаран,avare
717,klug::A,аҡыллы,intelligent
718,geschickt::A,оҫта,habile
719,lieb::A,яғымлы,cher
720,lieb::A,яғымлы,gentil
721,lustig::A,күңелле,gai
722,lustig::A,күңелле,joyeux
723,sanft::A,йыуаш,doux
724,hungrig::A,ас,affamé
725,krank::A,сирле,malade
726,krank::A,ауырыу,malade
727,nackt::A,яланғас,nu
728,traurig::A,яманһыу,triste
729,lebendig::A,тере,vivant
730,lebendig::A,йәнле,vivant
731,gut::A,яҡшы,bon
732,schlecht::A,хөрт,mauvais
733,schlecht::A,алама,mauvais
734,richtig::A,дөрөҫ,juste
735,richtig::A,дөрөҫ,correct
736,schlimm::A,хөрт,grave
737,schlimm::A,хөрт,mauvais
738,schlimm::A,алама,grave
739,schlimm::A,алама,mauvais
740,wahr::A,дөрөҫ,vrai
741,wahr::A,дөрөҫ,véritable
742,alt::A,иҫке,vieux
743,alt::A,боронғо,vieux
744,neu::A,яңы,neuf
745,neu::A,яңы,nouveau
746,ehemalig::A,элекке,ancien
747,alt[Lebewesen]::A,ҡарт,âgé
748,alt[Lebewesen]::A,ҡарт,vieux
749,jung::A,йәш,jeune
750,arm::A,фәҡир,pauvre
751,reich::A,бай,riche
752,bekannt::A,таныш,connu
753,berühmt::A,атаҡлы,fameux
754,berühmt::A,атаҡлы,célèbre
755,berühmt::A,данлыҡлы,fameux
756,berühmt::A,данлыҡлы,célèbre
757,fremd::A,ят,étranger
758,fremd::A,сит,étranger
759,verschieden::A,төрлө,différent
760,nah::A,яҡын,lié
761,nah::A,яҡын,proche
762,fern::A,алыҫ,éloigné
763,fern::A,алыҫ,lointain
764,fern::A,йыраҡ,éloigné
765,fern::A,йыраҡ,lointain
766,linker::A,һул,gauche
767,rechter::A,уң,droit
768,anderer::A,бутән,autre
769,erster::A,тәүге,premier
770,zweiter::A,икенсе,second
771,zweiter::A,икенсе,deuxième
772,dritter::A,өсөнсө,troisième
773,letzter::A,һуңғы,dernier
774,allein::ADV,бер үҙе,seul
775,allein::ADV,яңғыҙ,seul
776,auf einmal::ADV,бер юлы,à la fois
777,zusammen::ADV,бергә,ensemble
778,lange::ADV,оҙаҡ,longtemps
779,plötzlich::ADV,ҡапыл,tout à coup
780,sofort::ADV,шунда уҡ,immédiatement
781,später::ADV,һуңыраҡ,plus tard
782,jetzt::ADV,хәҙер,maintenant
783,heute::ADV,бөгөн,aujourd'hui
784,morgen::ADV,иртәгә,demain
785,bald::ADV,тиҙҙән,bientôt
786,dann::ADV,һуңынан,puis
787,dann::ADV,һуңынан,ensuite
