,Concept_ID,ce,tt
789,rauchen::V,оза,төтәү
790,rauchen::V,оза,төтенләү
791,regnen::V,догlа догlу,яву
792,gefrieren::V,гӏоро,кату
793,tauen::V,даша,эрү
794,tauen::V,даша,эретү
795,schmelzen::V,лала,эрү
796,schmelzen::V,лала,эретү
797,trocknen::V,дакъо,кибү
798,sieden::V,кхехка,ургылу
799,faulen::V,дахкадала,черү
800,verfaulen::V,дахкадала,черү
801,reißen::V,хеда,өзелү
802,versinken::V,хичудаха,бату
803,vergehen::V,дlаэха,авышу
804,erscheinen::V,схьадала,пәйда булу
805,erscheinen::V,ӏоттадала,пәйда булу
806,verschwinden::V,къайладала,югалу
807,verschwinden::V,къайладала,юк булу
808,sinken::V,лахдала,кимү
809,sinken::V,лахдала,кайту
810,zunehmen::V,лакхадала,арту
811,zunehmen::V,лакхадала,күбәю
812,zunehmen::V,лакхадала,ишәю
813,steigen::V,хьаладала,үсү
814,wachsen::V,кхиа,үсү
815,glänzen::V,лепа,ялкылдау
816,funkeln::V,къега,ялтырау
817,lärmen::V,гӏовгӏаян,шаулау
818,läuten::V,детта,шалтырату
819,klingeln::V,дека,шалтырату
820,klirren::V,дека,чылтырау
821,brausen::V,хьаьдда даха,давыллау
822,brausen::V,хьаьдда даха,дулау
823,rauschen::V,леста,кыштырдау
824,klingen::V,дека,ишетелү
825,bellen::V,лета,өрү
826,heulen::V,угӏа,улау
827,blasen::V,хӏуп баха,өрү
828,pfeifen::V,шок етта,сызгырту
829,schreien::V,мохь бетта,кычкыру
830,stöhnen::V,узарш дан,ыңгырашу
831,zittern::V,дега,калтырау
832,zittern::V,дега,калтырану
833,leben::V,даха,яшәү
834,leben::V,даха,гомер итү
835,geboren werden::V,хила,туу
836,atmen::V,садеӏа,сулау
837,trinken::V,мала,эчү
838,essen::V,кхалла,ашау
839,schlucken::V,къурдбан,йоту
840,müde werden::V,кӏаддала,ялыгу
841,müde werden::V,кӏаддала,йөгенү
842,einschlafen::V,наб кхета,йокыга китү
843,schlafen::V,вижа,йоклау
844,schlafen::V,наб ян,йоклау
845,schlafen::V,дижина хила,йоклау
846,aufwachen::V,самадала,уяну
847,aufstehen::V,гӏатта,тору
848,sich erholen::V,садаӏа,ял алу
849,sich erholen::V,садаӏа,истирахәт итү
850,krank werden::V,цомгуш хила,чирләү
851,krank sein::V,цомгуш хила,чирләү
852,schmerzen::V,лаза,авырту
853,schmerzen::V,ӏийжа,авырту
854,husten::V,йовхарш етта,ютәлләү
855,genesen::V,тадала,савыгу
856,genesen::V,тадала,сәламәтләнү
857,sterben::V,дала,үлү
858,sterben::V,дала,дөнья кую
859,sterben::V,дала,вафат булу
860,umkommen::V,хӏаллакхила,үлү
861,sich bewegen::V,лела,йөрү
862,sich rühren::V,меттахъхьен,кыймылдау
863,sich erheben::V,хьалагlатта,басу
864,sich setzen::V,хаа,утыру
865,hinfallen::V,дожа,егылу
866,hinfallen::V,охьакхета,егылу
867,laufen::V,вада,җәяүләү
868,laufen::V,хьада,җәяүләү
869,schreiten::V,болар дан,атлау
870,schreiten::V,ког баккха,атлау
871,spazierengehen::V,доладала,йөрү
872,spazierengehen::V,доладала,йөргенү
873,eilen::V,сихдала,ашыгу
874,sich beeilen::V,сихдала,ашыгу
875,sich beeilen::V,сихдала,кызулау
876,rennen::V,дада,йөгерү
877,springen::V,ирхкхийсадала,сикерү
878,klettern::V,тӏедийла,үрмәләү
879,schaukeln::V,техко,атыну
880,kriechen::V,такха,шуышу
881,kriechen::V,такха,үрмәләү
882,schwimmen::V,некадан,йөзү
883,tauchen::V,чулелха,чуму
884,rudern::V,дига лело,ишү
885,rudern::V,кема лело,ишү
886,fahren::V,хахка,бару
887,fliegen::V,тӏемадала,очу
888,gehen::V,лeла,йөрү
889,weggehen::V,дӏадаха,китү
890,abfahren::V,дӏадаха,кузгалу
891,anhalten::V,саца,тукталу
892,hineingehen::V,чудала,инү
893,eintreten::V,чудала,инү
894,kommen::V,кхача,килү
895,kommen::V,дӏакхача,килү
896,kommen::V,схьакхача,килү
897,ankommen::V,кхача,бару
898,ankommen::V,схьакхача,бару
899,zurückkommen::V,юхада,кире кайту
900,bleiben::V,диса,калу
901,warten::V,хьежа,көтү
902,warten::V,cобар дан,көтү
903,erwarten::V,хьоьжуш ӏан,көтү
904,suchen::V,леха,эзләү
905,finden::V,каро,табу
906,versuchen::V,дан хьажа,маташу
907,vorbereiten::V,кечъян,хәзерләү
908,lieben::V,деза,сөю
909,lieben::V,деза,ярату
910,mögen::V,безамхила,өнәү
911,lachen::V,дела,көлү
912,rühren::V,хьедан,дулкынландыру
913,weinen::V,делха,елау
914,schimpfen::V,чехо,сүгү
915,schimpfen::V,чехо,сүгенү
916,sich ärgern::V,оьгӏазъэха,ачулану
917,sich fürchten::V,кхера,курку
918,fürchten::V,кхера,калтырау
919,fürchten::V,кхера,калтырану
920,fliehen::V,дӏадада,арка бирү
921,flüchten::V,дӏадада,качу
922,sehen::V,ган,күрү
923,anschauen::V,хьажа,карау
924,anschauen::V,хьежа,карау
925,ansehen::V,хьовса,карау
926,ansehen::V,хьовса,күзәтү
927,hören::V,хаза,ишетү
928,zuhören::V,ладогӏа,тыңлау
929,probieren::V,хьажа,тату
930,riechen::V,хьожа яха,иснәү
931,fühlen::V,хаадала,тою
932,fühlen::V,хаадала,сизү
933,scheinen::V,мотта,күренү
934,zu sehen sein::V,гуш хила,күренү
935,vernehmen::V,бартхатта,ишетү
936,frieren::V,гӏоро,өшү
937,frieren::V,гӏоро,күшегү
938,tun::V,дан,итү
939,können::V,дадала,алу
940,wollen::V,тӏергӏа,теләү
941,anfangen::V,доло,керешү
942,beenden::V,довла,бетерү
943,beenden::V,довла,тәмамлау
944,aufhören::V,саца,бетү
945,gelingen::V,кадала,уңу
946,geraten::V,хила,сабышу
947,öffnen::V,дӏаделла,ачу
948,öffnen::V,схьаделла,ачу
949,schließen::V,къовла,ябу
950,schließen::V,дӏачӏагӏа,ябу
951,stellen::V,хlотто,кую
952,setzen::V,дийгӏа,утырту
953,legen::V,охьадилла,яткыру
954,berühren::V,хьедан,тию
955,verbinden::V,вовшахтаса,ялгау
956,bedecken::V,тилла,өрту
957,bedecken::V,тилла,каплау
958,bedecken::V,тилла,томалау
959,bedecken::V,тӏетаса,өрту
960,bedecken::V,тӏетаса,каплау
961,bedecken::V,тӏетаса,томалау
962,aufhängen::V,хьалаолла,асу
963,anzünden::V,лато,кабызу
964,aufheben::V,айа,күтәрү
965,zurücklassen::V,дита,калдыру
966,verlieren::V,дайа,югалту
967,fallen lassen::V,охьадожо,төшерү
968,machen::V,дан,ясау
969,machen::V,дан,эшләү
970,herstellen::V,дан,ясау
971,bauen::V,гӏишлоян,кору
972,reparieren::V,тадан,төзәтү
973,verbessern::V,нисдан,яхшырту
974,ändern::V,хийца,үзгәртү
975,graben::V,ахка,казу
976,beugen::V,сатто,ию
977,biegen::V,сатто,бөгү
978,drehen::V,хьовзо,бору
979,drehen::V,хьовзо,бөтерү
980,umdrehen::V,хьовзo,түнтәрү
981,heben::V,айа,күтәрү
982,heben::V,хьалаайа,күтәрү
983,hochheben::V,хьалаайа,күтәрү
984,ergreifen::V,дӏалаца,эләктерү
985,halten::V,латто,тоту
986,drücken::V,тӏетаӏо,кысу
987,schieben::V,татта,кузгату
988,kratzen::V,мӏараш тийса,тырнау
989,lecken::V,мотт хьекха,ялау
990,beißen::V,катoха,тешләү
991,abreißen::V,схьадаккха,өзү
992,abschneiden::V,кхада,кыю
993,abschneiden::V,кхада,кисү
994,binden::V,дӏадехка,бәйләү
995,binden::V,вовшахтаса,бәйләү
996,stecken::V,чудахийта,төртү
997,stecken::V,чудахийта,тыгу
998,brechen::V,кагдан,сындыру
999,klopfen::V,детта,шаку
1000,klopfen::V,детта,шакылдау
1001,hauen::V,етта,кыйнау
1002,kleben::V,тӏелато,ябыштыру
1003,reiben::V,хьекхо,ышку
1004,streichen::V,тlехьакха,ягу
1005,schleifen::V,ирдан,кайрау
1006,schneiden::V,ларга,кисү
1007,rütteln::V,лесто,селкетү
1008,schütteln::V,лесто,селкетү
1009,schwenken::V,лесто,болгау
1010,schütten::V,дотта,кою
1011,füllen::V,дуза,тутыру
1012,einwickeln::V,хьарчо,төрү
1013,tragen::V,дахьа,ташу
1014,schleppen::V,ийзо,сөйрәү
1015,schleppen::V,ийзо,өстерәү
1016,ziehen::V,озо,тарту
1017,aufbewahren::V,ӏалашдан,саклау
1018,werfen::V,кхосса,ыргыту
1019,fangen::V,леца,тоту
1020,packen::V,леца,эләктерү
1021,verstecken::V,къайладаккха,яшерү
1022,teilen::V,декъа,бүлү
1023,schicken::V,дӏадахьийта,җибәрү
1024,bringen::V,дан,китерү
1025,hinzufügen::V,тӏетоха,өстәү
1026,bekommen::V,даккха,алу
1027,erhalten::V,даккха,алу
1028,nehmen::V,схьаэца,алу
1029,wählen::V,харжа,сайлау
1030,auswählen::V,харжа,сайлау
1031,bewahren::V,lалашдан,саклау
1032,behindern::V,новкъарло ян,комачаулау
1033,verderben::V,талхо,бозу
1034,beschädigen::V,дохо,бозу
1035,zerbrechen::V,дохо,вату
1036,zerbrechen::V,кагдан,вату
1037,zerreißen::V,хадо,өзү
1038,zerreißen::V,хадо,ерту
1039,zerstören::V,дохо,җимерү
1040,zerstören::V,кагдан,җимерү
1041,verbrennen::V,даго,яндыру
1042,verbrennen::V,даго,көйдерү
1043,geben::V,яла,бирү
1044,reichen::V,дӏадала,тапшыру
1045,reichen::V,дӏакховдо,тапшыру
1046,schenken::V,совгӏат дан,бүләкләү
1047,versprechen::V,ваӏда дан,вәгъдә бирү
1048,wünschen::V,лаа,котлау
1049,loben::V,хасто,мактау
1050,küssen::V,оба яккха,үбү
1051,wiegen::V,тахка,тирбәтү
1052,zudecken::V,тӏетаса,ябу
1053,zudecken::V,тӏетаса,бөркәү
1054,wecken::V,самадаккха,уяту
1055,zeigen::V,гайта,күрсәтү
1056,führen::V,дига,йөртү
1057,lehren::V,ӏамо,өйрәтү
1058,unterrichten::V,хьеха,укыту
1059,aufziehen::V,кхио,асрау
1060,leiten::V,урхалла дан,җитәкләү
1061,antreiben::V,сихдан,куалау
1062,antreiben::V,сихдан,әйдәләү
1063,antreiben::V,сихдан,ашыктыру
1064,lassen::V,-йта,мәҗбүр итү
1065,einladen::V,кхайкха,чакыру
1066,vereinigen::V,цхьаьнатоха,берләштерү
1067,besuchen::V,хьажахIотта,керешү
1068,treffen::V,дуьхьалкхета,очрату
1069,sich versammeln::V,гулдан,җыелышу
1070,spielen::V,ловза,уйнау
1071,singen::V,лакха,җырлау
1072,tanzen::V,хелхадала,бию
1073,sich trennen::V,къаста,аерылу
1074,sich trennen::V,къаста,ташлашу
1075,verlassen::V,дита,ташлау
1076,verlassen::V,дита,калдыру
1077,retten::V,кӏелхьардаккха,коткару
1078,bewachen::V,ха дан,каравыллау
1079,schützen::V,лардан,ышыклау
1080,verteidigen::V,лардан,яклау
1081,verteidigen::V,лардан,саклау
1082,sich schlagen::V,етта,сугышу
1083,schießen::V,детта,ату
1084,siegen::V,тола,җиңү
1085,ärgern::V,оьгӏаздахийта,ачуландыру
1086,schlagen::V,тоха,ору
1087,schlagen::V,тоха,бәрү
1088,schlagen::V,тоха,тукмау
1089,treten::V,мийра тоха,тибү
1090,stechen::V,ӏотта,кадау
1091,stechen::V,къовзо,кадау
1092,stoßen::V,татта,этү
1093,stehlen::V,лачкъо,урлау
1094,stören::V,новкъарло ян,комачаулау
1095,belästigen::V,сагатдан,борчу
1096,belästigen::V,сагатдан,билмазалау
1097,verbergen::V,къайладаккха,яшерү
1098,täuschen::V,ӏexo,алдату
1099,betrügen::V,ледан,хәрәмләшү
1100,töten::V,ден,үтерү
1101,wohnen::V,даха,яшәү
1102,arbeiten::V,къахьега,эшләү
1103,sammeln::V,гулдан,туплау
1104,pflücken::V,даха,өзү
1105,jagen::V,талла,аулау
1106,fischen::V,чӏерий леца,балык тоту
1107,fassen::V,лаца,тоту
1108,fassen::V,схьалаца,тоту
1109,hüten::V,лардан,көтү
1110,treiben::V,лахка,куалау
1111,anbinden::V,дӏадехка,бәйләү
1112,füttern::V,хӏума яла,туйдыру
1113,melken::V,оза,саву
1114,gießen::V,хи тоха,сугару
1115,reifen::V,хьекъа,җитешү
1116,zubereiten::V,кечъян,пешеренү
1117,zubereiten::V,кхача бан,пешеренү
1118,kochen::V,кхача бан,пешерү
1119,kochen::V,кхача бан,кайнату
1120,backen::V,датта,пешерү
1121,braten::V,кхарза,куыру
1122,braten::V,кхарза,кыздыру
1123,umrühren::V,кего,бутау
1124,umrühren::V,кего,болгату
1125,nähen::V,тега,тегү
1126,färben::V,басардан,ману
1127,reinigen::V,цӏандан,чистарту
1128,waschen::V,йила,юу
1129,waschen::V,йитта,юу
1130,waschen::V,дӏадайа,юу
1131,abwischen::V,дӏадайа,сөртү
1132,spülen::V,хи кхарза,чайкау
1133,fegen::V,нуй хьакха,себерү
1134,kehren::V,нуй хьакха,себерү
1135,baden::V,лийча,коену
1136,sich waschen::V,юьхь йила,юыну
1137,ausziehen::V,духар дӏадаккха,чишенү
1138,sich anziehen::V,духа,киенү
1139,kämmen::V,ехк хьакха,тарау
1140,schmücken::V,хаздан,бизәү
1141,schmücken::V,хаздан,бизәкләү
1142,sagen::V,ала,дию
1143,sagen::V,ала,әйтү
1144,sprechen::V,баха,сөйләү
1145,sprechen::V,баха,сөйләшү
1146,sprechen::V,мотт бийца,сөйләү
1147,sprechen::V,мотт бийца,сөйләшү
1148,reden::V,къамел дан,сөйләү
1149,sich unterhalten::V,къамел дан,сөйләшү
1150,fragen::V,хатта,сорау
1151,fragen::V,хатта,сорашу
1152,bitten::V,деха,үтенү
1153,erzählen::V,дийца,сөйләү
1154,mitteilen::V,хаам бан,белдерү
1155,nennen::V,цӏе яккха,дию
1156,rufen::V,кхайкха,дәшү
1157,prahlen::V,куралла ян,мактану
1158,prahlen::V,куралла ян,шапырыну
1159,prahlen::V,дозалла дан,мактану
1160,prahlen::V,дозалла дан,шапырыну
1161,übersetzen::V,гоч дан,күчерү
1162,denken::V,ойла ян,уйлау
1163,glauben::V,теша,инану
1164,bemerken::V,ган,искәрү
1165,erkennen::V,довза,тану
1166,begreifen::V,кхета,аңлау
1167,begreifen::V,кхета,төшенү
1168,verstehen::V,кхета,аңлау
1169,verstehen::V,кхета,төшенү
1170,lernen::V,деша,уку
1171,lernen::V,деша,өйрәнү
1172,wissen::V,хаа,белү
1173,sich erinnern an::V,дагадан,хәтерләү
1174,vergessen::V,дицдала,оныту
1175,messen::V,дуста,үлчәү
1176,zählen::V,дагардан,санау
1177,rechnen::V,лара,исәпләү
1178,lesen::V,еша,уку
1179,malen::V,сурт дилла,рәсем ясау
1180,malen::V,сурт дилла,сурәт ясау
1181,malen::V,сурт дилла,сурәтләү
1182,zeichnen::V,сурт дилла,язу-сызу
1183,zeichnen::V,сурт дилла,сурәт ясау
1184,schreiben::V,яздан,язу
1185,besitzen::V,доладан,биләү
1186,kaufen::V,эца,алу
1187,verkaufen::V,дохка,сату
1188,bezahlen::V,мах бала,түләү
1189,zahlen::V,мах бала,түләү
1190,beherrschen::V,собаре хила,ия булу
1191,ertragen::V,лан,чыдау
1192,ertragen::V,сатоха,чыдау
1193,ertragen::V,садетта,чыдау
1194,Schwarm::N,,көтү
1195,Schlinge::N,,элмәк
1196,Art::N,,төр
1197,Entfernung::N,,ераклык
1198,Griff::N,,тотка
1199,Figur::N,,сын
1200,Figur::N,,фигура
1201,Bogen[Waffe]::N,,җәя
1202,so::ADV,,алай
1203,abnehmen::V,,азаю
1204,sausen::V,,җилдерү
1205,wenden::V,,бору
1206,hacken::V,,чабу
1207,stricken::V,,бәйләү
1208,anziehen::V,,кию
