,Concept_ID,xal,be
185,Mücke::N,бөкүн,камар
186,Fliege::N,батхн,муха
187,Schmetterling::N,эрвәкә,матыль
188,Beere::N,бөөлҗрһн,ягада
189,Apfel::N,альмн,яблык
190,Pilz::N,теңгрин ки,грыб
191,Zwiebel::N,мәңгрснә толһа,цыбуля
192,Saat::N,буудян экн,семя
193,Korn::N,экн,зерне
194,Heu::N,өвсн,сена
195,Schale::N,хальсн,шалупінне
196,Grube::N,нүкн,яма
197,Falle::N,урх,пастка
198,Falle::N,хавх,пастка
199,Schlinge::N,бүтү,сіло
200,Spur::N,мөр,след
201,Asche::N,үмсн,попел
202,Dreck::N,бальчг,бруд
203,Eisen::N,төмр,жалеза
204,Gold::N,алтн,золата
205,Silber::N,мөңгн,сребра
206,Silber::N,цаһан мөңгн,сребра
207,Kohle::N,нүүрсн,вугаль
208,Glas::N,шил,шкло
209,Lehm::N,шавр,гліна
210,Sand::N,элсн,пясок
211,Mensch::N,күн,чалавек
212,Mensch::N,күмн,чалавек
213,Mann::N,эр,мужчына
214,Frau::N,күүкд күн,жанчына
215,Kind::N,үрн,дзіця
216,Junge::N,көвүн,хлопчык
217,Mädchen::N,бичкн күүкн,дзяўчынка
218,Familie::N,бүл,сямʼя
219,Großvater::N,өвк эцк,дзядуля
220,Großvater::N,наһц эцк,дзядуля
221,Großmutter::N,эмг эк,бабуля
222,Großmutter::N,наһц эк,бабуля
223,Eltern::N,эк эцк хойр,бацькі
224,Vater::N,эцк,бацька
225,Mutter::N,эк,маці
226,Sohn::N,көвүн,сын
227,Tochter::N,күүкн,дачка
228,Bruder::N,дү көвүн,брат
229,Schwester::N,эгч,сястра
230,Schwester::N,дү күүкн,сястра
231,Onkel::N,авһ,дзядзька
232,Onkel::N,наһцх,дзядзька
233,Tante::N,наһц эгч,цётка
234,Ehemann::N,залу,муж
235,Ehefrau::N,гергн,жонка
236,Freude::N,байр,радасць
237,Gelächter::N,инәдн,смех
238,Glück::N,җирһл,шчасце
239,Glück::N,сәәхн җирһл,шчасце
240,Kummer::N,зовлң,гора
241,Wunsch::N,дурн,жаданне
242,Lust::N,җилвтлһн,цяга
243,Geist::N,зөрг,дух
244,Gedanke::N,ухан,думка
245,Gedächtnis::N,чееҗин тодлвр,памяць
246,Verstand::N,ухан,розум
247,Sinn::N,учр-утх,сэнс
248,Grund::N,учр,зачэпка
249,Grund::N,шалтан,зачэпка
250,Wahrheit::N,үнн,праўда
251,Gespräch::N,күүндвүр,размова
252,Märchen::N,тууль,казка
253,Erzählung::N,келвр,расказ
254,Erzählung::N,келвр,апавяданне
255,Nachricht::N,медүллһн,вестка
256,Nachricht::N,медүллһн,паведамленне
257,Neuigkeit::N,зәңг,навіна
258,Name::N,нерн,імя
259,Rätsel::N,тәәлвртә тууль,загадка
260,Rede::N,келлһн,прамова
261,Sprache::N,келн,мова
262,Stimme::N,дун,голас
263,Wort::N,үг,слова
264,Zeichen::N,темдг,знак
265,Ruf::N,дуудлһн,кліч
266,Lärm::N,шууган,шум
267,Laut::N,ә,гук
268,Ton::N,дун,гучанне
269,Lied::N,дун,песня
270,Ruhe::N,амулң,спакой
271,Leute::N,әмтн,людзі
272,Volk::N,улс,народ
273,Arbeit::N,көдлмш,праца
274,Arbeit::N,көдлмш,работа
275,Gast::N,гиич,госць
276,Geschenk::N,белг,падарунак
277,Spiel::N,наадн,гульня
278,Gesellschaft::N,олн,таварыства
279,Hilfe::N,нөкд,дапамога
280,Freund::N,иньг,друг
281,Freund::N,иньг,сябар
282,Kamerad::N,үр,прыяцель
283,Angelegenheit::N,керг,справа
284,Anzahl::N,то,колькасць
285,Art::N,зүүл,від
286,Stück::N,хусг,кусок
287,Stück::N,хусг,кавалак
288,Teil::N,хүв,частка
289,Hälfte::N,өрәл,палова
290,Hälfte::N,өрәл,палавіна
291,Kreis::N,төгрг,круг
292,Kreuz::N,кирс,крыж
293,Linie::N,зурасн,лінія
294,Strich::N,татасн,рыса
295,Abstand::N,зә,прамежак
296,Entfernung::N,һазр,адлегласць
297,Gegend::N,һазр,мясцовасць
298,Platz::N,зә,месца
299,Ort::N,бәәрн,месца
300,Seite::N,тал,бок
301,Seite::N,хаҗу,бок
302,Seite::N,хәврһ,бок
303,Mitte::N,дунд,сярэдзіна
304,Gegenstand::N,юмн,прадмет
305,Sache::N,юмн,рэч
306,Rand::N,зах,край
307,Kante::N,ирмәг,руб
308,Kante::N,ирмәг,кант
309,Ecke::N,өнцг,вугал
310,Spitze::N,үзүр,кончык
311,Ende::N,үзүр,канец
312,Loch::N,хаһрха,дзірка
313,Winkel::N,булң,вугал
314,Muster::N,намч,узор
315,Größe::N,кемҗән,памер
316,Länge::N,ут,даўжыня
317,Höhe::N,өндр,вышыня
318,Gewicht::N,күнд,вага
319,Gewicht::N,чиңнүр,вага
320,Menge::N,ик,колькасць
321,Haufen::N,ова,куча
322,Reihe::N,зерг,рад
323,Reihe::N,зерглән,рад
324,Boot::N,оңһц,лодка
325,Ruder::N,хәәв,вясло
326,Schlitten::N,цан,сані
327,Ski::N,лыҗ,лыжа
328,Lagerfeuer::N,костёр,вогнішча
329,Last::N,күнд,цяжар
330,Gang::N,йовлһн,ход
331,Schritt::N,ишкм,шаг
332,Schritt::N,ишкм,крок
333,Norden::N,ар үзг,поўнач
334,Süden::N,өмн,поўдзень
335,Süden::N,өмн үзг,поўдзень
336,Westen::N,барун,захад
337,Westen::N,барун үзг,захад
338,Osten::N,зүн,усход
339,Osten::N,зүн үзг,усход
340,Holz::N,модн,дрэва
341,Holz::N,модн,драўніна
342,Brett::N,харһа,дошка
343,Platte::N,хавтха чолун,пліта
344,Stütze::N,тулг,падпорка
345,Stange::N,уньн,жэрдка
346,Stock::N,модн,палка
347,Stab::N,шуург,шост
348,Rohr::N,турва,труба
349,Haus::N,гер,дом
350,Heim::N,гер-бул,дом
351,Heim::N,гер-бул,хата
352,Ofen::N,беш,печ
353,Fußboden::N,девскр,падлога
354,Tisch::N,ширә,стол
355,Stuhl::N,стул,стул
356,Stuhl::N,стул,крэсла
357,Wiege::N,өлгә,калыска
358,Wiege::N,дүүҗң,калыска
359,Bett::N,орн,ложак
360,Bett::N,орн,пасцель
361,Bett::N,орндг,ложак
362,Bett::N,орндг,пасцель
363,Regal::N,таг,паліца
364,Regal::N,тәвц,паліца
365,Kiste::N,яршг,скрынка
366,Fenster::N,терз,акно
367,Tür::N,үүдн,дзверы
368,Tor::N,үүдн,вароты
369,Tor::N,өргн үүдн,вароты
370,Tor::N,хашан үүдн,вароты
371,Zaun::N,хаша,агароджа
372,Dach::N,деевр,дах
373,Leiter::N,шат,лесвіца
374,Leiter::N,давшур,лесвіца
375,Besen::N,сәвүр,мятла
376,Spaten::N,күрз,лапата
377,Spaten::N,күрз,жалязняк
378,Schaufel::N,совг,шуфлік
379,Schaufel::N,совг,лапатка
380,Gabel::N,серә,відэлец
381,Löffel::N,ухр,лыжка
382,Messer::N,утх,нож
383,Nagel::N,хадасн,цвік
384,Netz::N,гөлм,сетка
385,Haken::N,дегә,крук
386,Griff::N,иш,ручка
387,Griff::N,бәрүл,ручка
388,Schloss::N,оньс,замок
389,Bild::N,зург,карціна
390,Figur::N,фигур,фігура
391,Puppe::N,наадһа,лялька
392,Beutel::N,мишг,мяшок
393,Bündel::N,багла,вязка
394,Bündel::N,боодһа,вязка
395,Tasche::N,сумк,торба
396,Eimer::N,суулһ,вядро
397,Deckel::N,бүркәсн,накрыўка
398,Geschirr::N,сав,пасуда
399,Geschirr::N,сав-сарх,пасуда
400,Sack::N,мишг,мех
401,Tasse::N,ааһ,кубак
402,Topf::N,кастрюль,каструля
403,Kessel::N,хәәсн,кацёл
404,Essen::N,зоогллһн,ежа
405,Nahrung::N,теҗәл,харч
406,Speise::N,хот,страва
407,Fleisch::N,махн,мяса
408,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,збожжа
409,Brei::N,хаш,каша
410,Brot::N,өдмг,хлеб
411,Scheibe::N,зүсм,луста
412,Scheibe::N,зүсм,скібка
413,Fett::N,өөкн,тлушч
414,Butter::N,тосн,масла
415,Öl::N,тосн,алей
416,Salz::N,давсн,соль
417,Suppe::N,шөлн,суп
418,Honig::N,бал,мёд
419,Milch::N,үсн,малако
420,Tee::N,цә,чай
421,Tee::N,цә,гарбата
422,Leder::N,арсн,скура
423,Wolle::N,утцн,воўна
424,Wolle::N,эд,воўна
425,Stoff::N,эд,тканіна
426,Nadel::N,зүн,іголка
427,Faden::N,утцн,нітка
428,Knopf::N,товч,гузік
429,Knoten::N,зәңгдә,вузел
430,Farbe::N,будг,фарба
431,Kleidung::N,хувцн,адзенне
432,Kleidung::N,хувц-хунр,адзенне
433,Hemd::N,киилг,кашуля
434,Kragen::N,зах,каўнер
435,Ärmel::N,ханцн,рукаў
436,Hose::N,шалвур,штаны
437,Gürtel::N,бүс,пояс
438,Mütze::N,махла,шапка
439,Schuh::N,башмгуд,чаравік
440,Stiefel::N,һосн,бот
441,Ring::N,билцг,кольца
442,Band::N,лент,стужка
443,Kamm::N,сам,расчоска
444,Spiegel::N,толь,люстра
445,Riemen::N,бүс,рэмень
446,Schnur::N,деесн,вяроўка
447,Leine::N,бурнтг,павадок
448,Leine::N,нохан көтлвр,павадок
449,Decke::N,көнҗл,коўдра
450,Kissen::N,дер,падушка
451,Tuch::N,альчур,хустка
452,Handtuch::N,полотенц,ручнік
453,Handtuch::N,һар-нүүрин альчур,ручнік
454,Kraft::N,күчн,сіла
455,Stärke::N,чидл,моц
456,Gesundheit::N,эрүл-менд,здароўе
457,Krankheit::N,өвчн,хвароба
458,Schmerz::N,өвдлһн,боль
459,Wunde::N,шав,рана
460,Fieber::N,безг,гарачка
461,Fieber::N,безг,ліхаманка
462,Arznei::N,эм,лекі
463,Brücke::N,тагт,мост
464,Brunnen::N,худг,калодзеж
465,Weide::N,малын идг,паша
466,Pfad::N,цувг,сцежка
467,Weg::N,хаалһ,шлях
468,Weg::N,хаалһ,дарога
469,Straße::N,зам,вуліца
470,Dorf::N,хотн,вёска
471,Stadt::N,балһсн,горад
472,Brief::N,бичг,ліст
473,Brief::N,бичг,пісьмо
474,Buch::N,дегтр,кніга
475,Buchstabe::N,үзг,літара
476,Zeitung::N,газет,газета
477,Leben::N,җирһл,жыццё
478,Tod::N,үкл,смерць
479,Tod::N,өңгрлһн,смерць
480,Grab::N,оршалһна нүкн,магіла
481,Kirche::N,чонҗ,касцёл
482,Kirche::N,чонҗ,царква
483,Sünde::N,нүл,грэх
484,Sünde::N,килнц,грэх
485,Gott::N,бурхн,бог
486,Arbeiter::N,көдлмшч,рабочы
487,Chef::N,толһач,начальнік
488,Meister::N,урн,майстар
489,Arzt::N,эмч,урач
490,Lehrer::N,багш,настаўнік
491,Geld::N,мөңгн,грошы
492,Geschäft::N,көдлмш,заняцце
493,Laden::N,лавк,крама
494,Laden::N,лавк,магазін
495,Preis::N,үн,цана
496,Ware::N,эд-тавр,тавар
497,Nutzen::N,олз,выгада
498,Reichtum::N,зөөр,багацце
499,Welt::N,орчлң,свет
500,Welt::N,делкә,свет
501,Land::N,орн-нутг,краіна
502,Staat::N,государств,дзяржава
503,König::N,хан,кароль
504,Macht::N,йосн,улада
505,Grenze::N,меҗә,граніца
506,Krieg::N,дән,вайна
507,Feind::N,дәәсн,вораг
508,Gewalt::N,күч һарһлһн,насілле
509,Kampf::N,ноолдан,барацьба
510,Kampf::N,бәрлдлһн,барацьба
511,Bogen[Waffe]::N,саадг,лук
512,Pfeil::N,сумн,страла
513,Gewehr::N,бу,ружжо
514,Fehler::N,алдг,памылка
515,Lüge::N,худл,хлусня
516,Schaden::N,хорлт,шкода
517,Unglück::N,гүрм,ліха
518,Unglück::N,гүрм,бядота
519,Schuld::N,гем,віна
520,Schuld::N,буру,віна
521,Alter::N,насн,узрост
522,Schluss::N,чилгч,канец
523,Zeit::N,цаг,час
524,Tag::N,өдр,дзень
525,Morgen::N,өрүн,ранак
526,Morgen::N,өрүн,раніца
527,Mittag::N,үд,паўдня
528,Mittag::N,үд,поўдзень
529,Abend::N,асхн,вечар
530,Nacht::N,сө,ноч
531,Woche::N,долан хонг,тыдзень
532,Monat::N,сар,месяц
533,Jahr::N,җил,год
534,Frühling::N,хавр,вясна
535,Sommer::N,зун,лета
536,Herbst::N,намр,восень
537,Winter::N,үвл,зіма
538,Januar::N,январь,студзень
539,Februar::N,февраль,люты
540,März::N,март,сакавік
541,März::N,моһа сар,сакавік
542,April::N,апрель,красавік
543,Mai::N,май,май
544,Mai::N,май,травень
545,Juni::N,июнь,чэрвень
546,Juni::N,мөчн сар,чэрвень
547,Juli::N,июль,ліпень
548,August::N,август,жнівень
549,September::N,һаха сар,верасень
550,Oktober::N,октябрь,кастрычнік
551,November::N,ноябрь,лістапад
552,November::N,үкр сар,лістапад
553,Dezember::N,бар сар,снежань
554,Montag::N,понедельник,панядзелак
555,Dienstag::N,вторник,аўторак
556,Mittwoch::N,среда,серада
557,Mittwoch::N,үлмҗ өдр,серада
558,Donnerstag::N,четверг,чацвер
559,Donnerstag::N,пүрвә өдр,чацвер
560,Freitag::N,пятниц,пятніца
561,Samstag::N,суббот,субота
562,Sonntag::N,нарн өдр,нядзеля
563,Sonntag::N,воскресень,нядзеля
564,groß::A,ик,вялікі
565,klein::A,бичкн,маленькі
566,lang::A,ут,доўгі
567,kurz::A,оһтр,кароткі
568,breit::A,өргн,шырокі
569,schmal::A,уутьхн,вузкі
570,dicht::A,нигт,густы
571,dick[Gegenstand]::A,зузан,тоўсты
572,dünn::A,нимгн,тонкі
573,fein::A,нәрхн,тонкі
574,fest::A,бат,моцны
575,flach::A,хавтха,плоскі
576,glatt::A,тегш,гладкі
577,glatt::A,тиньгр,гладкі
578,hart::A,хату,цвёрды
579,weich::A,җөөлн,мяккі
580,weich::A,җөөлкн,мяккі
581,rund::A,төгрг,круглы
582,spitz::A,шовһр,спічасты
583,spitz::A,шовһр,востраканцовы
584,scharf::A,хурц,востры
585,stumpf::A,мука,тупы
586,schwer::A,күнд,цяжкі
587,schön::A,сәәхн,прыгожы
588,heiß::A,халун,гарачы
589,warm::A,дулан,цёплы
590,kalt::A,киитн,холадны
591,kühl::A,серүн,халаднаваты
592,frisch::A,серүн,свежы
593,feucht::A,чиигтә,вільготны
594,nass::A,чиигтә,мокры
595,trocken::A,хагсу,сухі
596,voll::A,дүүрң,поўны
597,leer::A,сул,пусты
598,leer::A,хоосн,пусты
599,offen::A,секәтә,адкрыты
600,offen::A,секәтә,адчынены
601,geschlossen::A,хаалһата,закрыты
602,geschlossen::A,хаалһата,зачынены
603,sauber::A,цевр,чысты
604,schmutzig::A,киртә,брудны
605,roh::A,түүкә,сыры
606,reif::A,болсн,спелы
607,lecker::A,әмтәхн,смачны
608,süß::A,әмтәхн,салодкі
609,bitter::A,һашун,горкі
610,bitter::A,һашута,горкі
611,sauer::A,ишклң,кіслы
612,hell::A,герлтә,светлы
613,dunkel::A,харңһу,цёмны
614,schwarz::A,хар,чорны
615,weiß::A,цаһан,белы
616,rot::A,улан,чырвоны
617,gelb::A,шар,жоўты
618,blau::A,көк,сіні
619,grün::A,көк,зялёны
620,grau::A,бор,шэры
621,bunt::A,алг,пяресты
622,bunt::A,эрәтә,пяресты
623,billig::A,кимд,танны
624,teuer::A,үнтә,дарагі
625,wertvoll::A,үнтә,цэнны
626,wertvoll::A,үнтә,каштоўны
627,wertvoll::A,эрднь,цэнны
628,wertvoll::A,эрднь,каштоўны
629,blind::A,сохр,сляпы
630,taub::A,дүлә,глухі
631,kräftig::A,күчтә,магутны
632,stark::A,чаңһ,сільны
633,schwach::A,күчн тату,слабы
634,fett::A,тарһн,тлусты
635,schlank::A,эццн,стройны
636,hübsch::A,көркхн,чароўны
637,böse::A,уурта,злы
638,dumm::A,тенг,дурны
639,faul::A,залху,лянівы
640,fleißig::A,кинән,руплівы
641,fleißig::A,кинмһә,руплівы
642,geizig::A,ховдг,прагны
643,klug::A,ухата,разумны
644,geschickt::A,чадмг,умелы
645,lieb::A,эңкр,мілы
646,lustig::A,сергмҗтә,вясёлы
647,lustig::A,җирһлтә,вясёлы
648,sanft::A,номһн,ласкавы
649,hungrig::A,өлн,галодны
650,hungrig::A,харһнсн,галодны
651,krank::A,өвчтә,хворы
652,krank::A,шалтгта,хворы
653,nackt::A,нүцкн,голы
654,traurig::A,һундлта,сумны
655,lebendig::A,әмд,жывы
656,gut::A,сән,добры
657,schlecht::A,му,кепскі
658,richtig::A,зөвтә,правільны
659,schlimm::A,җигшүртә,агідны
660,wahr::A,үнн,сапраўдны
661,wahr::A,мөн,сапраўдны
662,alt::A,хуучн,стары
663,neu::A,шин,новы
664,ehemalig::A,хуучн,былы
665,alt[Lebewesen]::A,көгшн,стары
666,jung::A,баһ,малады
667,arm::A,угатя,бедны
668,reich::A,байн,багаты
669,bekannt::A,таньл,знаёмы
670,bekannt::A,таньдг,знаёмы
671,berühmt::A,туурсн,славуты
672,fremd::A,күүнә,чужы
673,verschieden::A,әдл биш,розны
674,verschieden::A,йилһәтә,розны
675,nah::A,өөрхн,блізкі
676,fern::A,хол,далёкі
677,linker::A,зүн,левы
678,rechter::A,барун,правы
679,anderer::A,талдан,іншы
680,anderer::A,талдан,другі
681,erster::A,негдгч,першы
682,zweiter::A,хойрдгч,другі
683,dritter::A,һурвдгч,трэці
684,letzter::A,отхн,апошні
685,allein::ADV,һанцарн,сам
686,allein::ADV,һанцарн,адзін
687,auf einmal::ADV,нег дәкҗ,адразу
688,zusammen::ADV,хамдан,разам
689,lange::ADV,удан,доўга
690,plötzlich::ADV,генткн,раптам
691,sofort::ADV,дарунь,зараз
692,später::ADV,сүүлд,пазней
693,jetzt::ADV,ода,цяпер
694,heute::ADV,эндр,сёння
695,morgen::ADV,маңһдур,заўтра
696,bald::ADV,дарунь,хутка
697,bald::ADV,дарунь,неўзабаве
698,dann::ADV,дәкәд,потым
699,gestern::ADV,өцклдүр,учора
700,einst::ADV,нег саамд,аднойчы
701,damals::ADV,тиигхд,тады
702,danach::ADV,тегәд,затым
703,vorher::ADV,урд,раней
704,zuerst::ADV,түрүләд,спярша
705,zuerst::ADV,түрүләд,спачатку
706,einmal::ADV,нег дәкҗ,адзін раз
707,manchmal::ADV,зәрмдән,часам
708,oft::ADV,хара биш,часта
709,oft::ADV,хатяр биш,часта
710,oft::ADV,дару-дарунь,часта
711,immer::ADV,оньдинд,заўсёды
712,niemals::ADV,кезә чмгн биш,ніколі
713,hier::ADV,энд,тут
714,hier::ADV,энүнд,тут
715,hierhin::ADV,нааран,сюды
716,von hier::ADV,эндәс,адсюль
717,von hier::ADV,эндәс,адгэтуль
718,dort::ADV,тенд,там
719,dorthin::ADV,тиигән,туды
720,geradeaus::ADV,шуд,прама
721,vorwärts::ADV,уралан,наперад
722,rückwärts::ADV,гедргән,назад
723,zurück::ADV,хәрү,назад
724,unten::ADV,дор,унізе
725,hinab::ADV,дор,уніз
726,hinab::ADV,доракшан,уніз
727,oben::ADV,деер,угары
728,oben::ADV,деер,наверсе
729,hinauf::ADV,өөдән,угару
730,hinauf::ADV,деер,угару
731,überall::ADV,альд болв чигн,усюды
732,nicht::ADV,эс,не
733,nicht::ADV,биш,не
734,nicht::ADV,бичә,не
735,ein wenig::ADV,баахн,трошкі
736,ein wenig::ADV,баахнар,трошкі
737,kaum::ADV,әрә,ледзьве
738,sehr::ADV,йир,вельмі
739,so::ADV,иигҗ,так
740,noch::ADV,ода чигн,яшчэ
741,nur::ADV,һанцхн,толькі
742,schon::ADV,одх,ужо
743,wieder::ADV,бас,зноў
744,vergebens::ADV,киидән,дарма
745,vergebens::ADV,киидән,дарэмна
746,vor::PRP,урд,перад
747,hinter::PRP,ца,за
748,hinter::PRP,ца,ззаду
749,unter::PRP,дор,пад
750,durch::PRP,ивт,праз
751,durch::PRP,дундаһур,праз
752,neben::PRP,хаҗуд,каля
753,zwischen::PRP,хоорнд,між
754,zwischen::PRP,хоорнд,паміж
755,wegen::PRP,көлтә,з-за
756,wegen::PRP,деерәс,з-за
757,dies::PRN,эн,гэта
758,das::PRN,тер,тое
759,alles::PRN,цуһар,усё
760,ich::PRN,би,я
761,du::PRN,чи,ты
762,er::PRN,тер,ён
763,wir::PRN,мадн,мы
764,ihr::PRN,та,вы
765,sie::PRN,тедн,яны
766,was::FPRN,юн,што
767,wer::FPRN,кен,хто
768,wo::FADV,хама,дзе
769,wohin::FADV,хамаран,куды
770,wie::FADV,яһҗ,як
771,wie::FADV,яһад,як
772,warum::FADV,юңгад,чаму
773,wieviel::FNUM,кедү,колькі
774,eins::NUM,негн,адзін
775,zwei::NUM,хойр,два
776,drei::NUM,һурвн,тры
777,vier::NUM,дөрвн,чатыры
778,fünf::NUM,тавн,пяць
779,sechs::NUM,зурһан,шесць
780,sieben::NUM,долан,сем
781,acht::NUM,нәәмн,восем
782,neun::NUM,йисн,дзевяць
783,zehn::NUM,арвн,дзесяць
784,elf::NUM,арвн негн,адзінаццаць
785,zwölf::NUM,арвн хойр,дванаццаць
786,zwanzig::NUM,хөрн,дваццаць
787,dreißig::NUM,һучн,трыццаць
788,vierzig::NUM,дөчн,сорак
789,fünfzig::NUM,тәвн,пядзесят
790,sechzig::NUM,җирн,шесдзесят
791,siebzig::NUM,далн,семдзесят
