,Concept_ID,cv,os
96,Tropfen::N,тумлам,æртах
97,Schaum::N,кӑпӑк,фынк
98,Schmutz::N,пылчӑк,цъыф
99,See::N,кӳлӗ,цад
100,Sumpf::N,шур,цъыфдзаст
101,Sumpf::N,шурлӑх,цъыфдзаст
102,Moor::N,торфлӑ шурлӑх,цъыфдзаст
103,Wiese::N,улӑх,уыгӕрдӕн
104,Wiese::N,ҫаран,уыгӕрдӕн
105,Wald::N,вӑрман,хъӕд
106,Hügel::N,сӑрт,обау
107,Hügel::N,сӑрт,къуыбыр
108,Hügel::N,тӗмеске,обау
109,Hügel::N,тӗмеске,къуыбыр
110,Anhöhe::N,сӑрт,уæлвæз
111,Anhöhe::N,сӑрт,уæлхох
112,Berg::N,ту,хох
113,Gipfel::N,тӳпе,цъупп
114,Höhle::N,ҫӗр хӑвӑлӗ,лӕгӕт
115,Abhang::N,тӑвайкки,къул
116,Quelle::N,ҫӑл куҫ,суадон
117,Bach::N,пӗчӗк шыв,мӕсчъыдон
118,Fluss::N,юхан шыв,дон
119,Fluss::N,юхан шыв,цӕугӕдон
120,Ufer::N,ҫыран,был
121,Küste::N,тинӗс ҫыранӗ,донбыл
122,Festland::N,тип ҫӗр,сурзæхх
123,Meer::N,тинӗс,денджыз
124,Bucht::N,тинӗс кукӑрӗ,донбакæлæн
125,Insel::N,утрав,сакъадах
126,Blume::N,чечек,дидинӕг
127,Gras::N,курӑк,кӕрдӕг
128,Wurzel::N,тымар,уидаг
129,Baum::N,йывӑҫ,бӕлас
130,Stamm::N,вулӑ,хӕтӕл
131,Rinde::N,хуйӑр,цъар
132,Ast::N,турат,арх
133,Zweig::N,турат,къалиу
134,Blatt::N,ҫулҫӑ,сыф
135,Birke::N,хурӑн,бæрз
136,Kiefer[Baum]::N,хыр,нӕзы
137,Weide[Baum]::N,хӑва,хӕрис
138,Tanne::N,чӑрӑш,наз
139,Horn::N,мӑйрака,сыкъа
140,Feder::N,тӗк,сис
141,Fell::N,ҫӑм,царм
142,Flügel::N,ҫунат,базыр
143,Klaue::N,чӗрне,ных
144,Kralle::N,ура,дзӕмбы
145,Schwanz::N,хӳре,къӕдзил
146,Ei::N,ҫӑмарта,айк
147,Nest::N,йӑва,ахстон
148,Bau::N,йӗнӗ,хуынкъ
149,Tier::N,выльӑх,сырд
150,Tier::N,выльӑх,цӕрӕгой
151,Herde::N,кӗтӳ,дзуг
152,Herde::N,кӗтӳ,рӕгъау
153,Kuh::N,ӗне,хъуг
154,Bulle::N,вӑкӑр,гал
155,Pferd::N,лаша,бӕх
156,Schaf::N,сурӑх,фыс
157,Schwein::N,сысна,хуы
158,Hund::N,йытӑ,куыдз
159,Katze::N,кушак,гӕды
160,Bär::N,упа,арс
161,Eichhörnchen::N,пакша,æхсæрæг
162,Elch::N,пӑши,цæгатаг саг
163,Fuchs::N,тилӗ,рувас
164,Hase::N,куян,тæрхъус
165,Hase::N,мулкач,тæрхъус
166,Maus::N,шӑши,мыст
167,Wolf::N,кашкӑр,бирӕгъ
168,Vogel::N,кайӑк,цъиу
169,Vogel::N,кайӑк,маргъ
170,Vogel::N,вӗҫен кайӑк,цъиу
171,Vogel::N,вӗҫен кайӑк,маргъ
172,Schwarm::N,ушкӑн,бал
173,Huhn::N,чӑх,карк
174,Huhn::N,чӑхӑ,карк
175,Hahn::N,автан,уасӕг
176,Gans::N,хур,хъаз
177,Adler::N,ӑмӑрт кайӑк,цӕргӕс
178,Ente::N,кӑвакал,ацц
179,Eule::N,тӑмана, уыг
180,Eule::N,тӑмана,сидахъ
181,Kranich::N,тӑрна,зырнæг
182,Kranich::N,тӑрна,хърихъупп
183,Krähe::N,ула курак,халон
184,Kuckuck::N,куккук,гаккук
185,Schwan::N,акӑш,доныхъаз
186,Fisch::N,пулӑ,кӕсаг
187,Barsch::N,уланкӑ,окунь
188,Hecht::N,ҫӑрттан,хихор кӕсаг
189,Schlange[Tier]::N,ҫӗлен,калм
190,Wurm::N,ӑман,зулкъ
191,Wurm::N,ӑман,къуыдыргалм
192,Spinne::N,эрешмен,хӕлуарӕг
193,Ameise::N,кӑткӑ,мæлдзыг
194,Laus::N,пыйтӑ,сыст
195,Mücke::N,вӑрӑм туна,къогъо
196,Fliege::N,шӑна,бындз
197,Schmetterling::N,лӗпӗш,гæлæбу
198,Beere::N,ҫырла,гагадыргъ
199,Apfel::N,улма,фӕткъуы
200,Apfel::N,пан улми,фӕткъуы
201,Pilz::N,кӑмпа,зокъо
202,Pilz::N,кӑмпа,къозо
203,Zwiebel::N,сухан,хъӕдындз
204,Saat::N,вӑрӑ,тауинаг
205,Saat::N,вӑрӑ,мыггаг
206,Korn::N,тӗшӗ,мыггаг
207,Korn::N,тӗшӗ,тауинаг
208,Korn::N,пӗрчӗ,мыггаг
209,Korn::N,пӗрчӗ,тауинаг
210,Heu::N,утӑ,хос
211,Schale::N,хупӑ,цъар
212,Grube::N,шӑтӑк,урм
213,Grube::N,шӑтӑк,къахт
214,Grube::N,шӑтӑк,дзыхъхъ
215,Falle::N,тапӑ,цъысым
216,Falle::N,тапӑ,къӕппӕг
217,Falle::N,капкӑн,цъысым
218,Falle::N,капкӑн,къӕппӕг
219,Schlinge::N,йӑлӑ,цасм
220,Spur::N,йӗр,фæд
221,Asche::N,кӗл,фӕнык
222,Asche::N,кӗл,ӕртхутӕг
223,Dreck::N,пылчӑк,цъыф
224,Eisen::N,тимӗр,ӕфсӕйнаг
225,Gold::N,ылтӑн,сыгъзӕрин
226,Silber::N,кӗмӗл,ӕвзист
227,Kohle::N,кӑмрӑк,ӕвзалы
228,Glas::N,кӗленче,авг
229,Lehm::N,тӑм,ӕлыг
230,Sand::N,хӑйӑр,змис
231,Mensch::N,ҫын,лӕг
232,Mensch::N,ҫын,адӕймаг
233,Mensch::N,ҫын,удгоймаг
234,Mensch::N,этем,лӕг
235,Mensch::N,этем,адӕймаг
236,Mensch::N,этем,удгоймаг
237,Mann::N,ар,лӕг
238,Mann::N,ар,нӕлгоймаг
239,Frau::N,хӗрарӑм,сылгоймаг
240,Kind::N,ача,сывӕллон
241,Junge::N,ача,лӕппу
242,Junge::N,ар ҫын ача,лӕппу
243,Mädchen::N,хӗр ача,чызг
244,Familie::N,ҫемье,бинонтæ
245,Familie::N,кил-йыш,бинонтæ
246,Großvater::N,кукаҫи,фыдыфыд
247,Großvater::N,кукаҫи,мадыфыд
248,Großmutter::N,кукамай,фыды мад
249,Großmutter::N,кукамай,мады мад
250,Eltern::N,аҫа-ама,ныййарджытæ
251,Vater::N,атте,фыд
252,Mutter::N,анне,мад
253,Sohn::N,ывӑл,фырт
254,Tochter::N,хӗр,чызг
255,Bruder::N,ар тӑван,ӕфсымӕр
256,Schwester::N,аппа,хо
257,Schwester::N,йӑмӑк,хо
258,Onkel::N,мучи,фыдыфсымӕр
259,Onkel::N,пичче,фыдыфсымӕр
260,Tante::N,аппа,мадыхо
261,Ehemann::N,упӑшка,мой
262,Ehefrau::N,арӑм,ус
263,Freude::N,савӑнӑҫ,цин
264,Freude::N,савӑнӑҫ,циндзинад
265,Freude::N,хаваслӑх,цин
266,Freude::N,хаваслӑх,циндзинад
267,Gelächter::N,кулӑ,худын
268,Gelächter::N,кулӑ,худт
269,Gelächter::N,кулӑ,худæг
270,Glück::N,телей,амонд
271,Glück::N,ӑраскал,амонд
272,Kummer::N,хурлӑх,хъыг
273,Wunsch::N,ӗмӗт,бӕллиц
274,Wunsch::N,кӑмӑл,бӕллиц
275,Lust::N,кӑмӑл,монц
276,Geist::N,чун-чӗм,уд
277,Geist::N,ыр-усал,уд
278,Geist::N,чун хавалӗ,уд
279,Gedanke::N,шухӑш,хъуыды
280,Gedächtnis::N,ас,мысæн
281,Gedächtnis::N,ас,мысын
282,Gedächtnis::N,ас,зæрдылдарын
283,Verstand::N,ӑс,зонд
284,Verstand::N,ӑс-тӑн,зонд
285,Verstand::N,ӑс-хакӑл,зонд
286,Sinn::N,тупсӑм,нысаниуæг
287,Sinn::N,пӗлтерӗш,нысаниуæг
288,Grund::N,сӑлтав,ӕфсон
289,Wahrheit::N,чӑнлӑх,æцæг
290,Gespräch::N,калаҫу,ныхас
291,Märchen::N,юмах,аргъау
292,Erzählung::N,акалав,радзырд
293,Erzählung::N,каласа пани,радзырд
294,Nachricht::N,хыпар,уац
295,Neuigkeit::N,ҫӗнӗ хыпар,хабар
296,Name::N,ят,ном
297,Rätsel::N,сутмалли юмах,уыци-уыци
298,Rätsel::N,сутмалли юмах,базон-базон
299,Rede::N,сӑмах,раныхас
300,Sprache::N,чӗлхе,ӕвзаг
301,Stimme::N,сасӑ,хъӕлӕс
302,Wort::N,сӑмах,дзырд
303,Zeichen::N,паллӑ,нысан
304,Ruf::N,йыхрав,сидт
305,Ruf::N,чӗнӳ,сидт
306,Lärm::N,шав,уынæр
307,Laut::N,сасӑ,зӕл
308,Laut::N,сасӑ,мыр
309,Ton::N,сасӑ,мыр
310,Lied::N,юрӑ,зарӕг
311,Ruhe::N,канӑҫлӑх,æнцой
312,Ruhe::N,лӑпкӑлӑх,æнцой
313,Leute::N,ҫамрӑксем,адӕм
314,Leute::N,ҫамрӑк ҫынсем,адӕм
315,Volk::N,халӑх,адӕм
316,Arbeit::N,ӗҫхӗл,фӕллой
317,Arbeit::N,ӗҫлев,фӕллой
318,Gast::N,хӑна,уазӕг
319,Geschenk::N,парне,хуын
320,Geschenk::N,кучченеҫ,хуын
321,Spiel::N,вӑйӑ,хъазт
322,Gesellschaft::N,общество,дзыллæ
323,Gesellschaft::N,общество,æхсæнад
324,Hilfe::N,пулӑшу,æххуыс
325,Hilfe::N,пулӑшу,ахъаз
326,Freund::N,тус,лымӕн
327,Kamerad::N,юлташ,ӕмбал
328,Kamerad::N,тус,ӕмбал
329,Angelegenheit::N,ӗҫ,хъуыддаг
330,Anzahl::N,йыш,бӕрц
331,Anzahl::N,хисеп,бӕрц
332,Art::N,тӗс,хуыз
333,Art::N,тӗс,хуызад
334,Stück::N,татӑк,кæрдих
335,Stück::N,татӑк,комдзаг
336,Teil::N,пай,хай
337,Hälfte::N,ҫурӑ,æрдæг
338,Hälfte::N,ҫурӑ,æмбис
339,Kreis::N,ункӑ,зиллакк
340,Kreis::N,ҫавракӑш,зиллакк
341,Kreuz::N,хӗрес,дзуар
342,Linie::N,йӗр,хахх
343,Strich::N,йӗр,хахх
344,Abstand::N,хушӑ,æхсæнуат
345,Entfernung::N,хушӑ,дæрддзæг
346,Entfernung::N,хушӑ,дардцæг
347,Gegend::N,вырӑн,ран
348,Platz::N,хутлӑх,бууат
349,Ort::N,вырӑн,ран
350,Ort::N,вырӑн,бынат
351,Seite::N,ен,фахс
352,Seite::N,аяк,фахс
353,Seite::N,айӑк,фахс
354,Mitte::N,варӑ,астӕу
355,Gegenstand::N,япала,дзаума
356,Sache::N,япала,дзаума
357,Rand::N,вӗҫ,кӕрон
358,Rand::N,хӗрӗ,кӕрон
359,Rand::N,хӗрри,кӕрон
360,Kante::N,хайкача,фӕрск
361,Kante::N,хысак,фӕрск
362,Ecke::N,кӗтес,тигъ
363,Ecke::N,кӗтес,фисын
364,Spitze::N,вӗҫ,бырынкъ
365,Ende::N,вӗҫ,кӕрон
366,Loch::N,шӑтӑк,хуынкъ
367,Winkel::N,кӗтес,къуым
368,Muster::N,эреш,нывæфтыд
369,Muster::N,эреш,кæдзист
370,Größe::N,пысӑкӑш,ас
371,Länge::N,вӑрӑмӑш,дӕргъ
372,Höhe::N,ҫӳллӗш,бæрзонд
373,Höhe::N,ҫӳллӗш,бæрзæнд
374,Höhe::N,ҫӳллӗш,бæрзонддзинад
375,Gewicht::N,виҫе,уӕз
376,Gewicht::N,йывӑрӑш,уӕз
377,Menge::N,йыш,бӕрц
378,Haufen::N,купа,кӕри
379,Reihe::N,рет,рӕнхъ
380,Boot::N,кимӗ,чема
381,Ruder::N,кӗсмен,къохар
382,Schlitten::N,ҫуна,дзоныгъ
383,Ski::N,йӗлтӗр,къахдзоныгътæ
384,Ski::N,йӗлтӗр,лыжæтæ
385,Lagerfeuer::N,вут,арт
386,Lagerfeuer::N,кӑвайт,арт
387,Last::N,сулмаклӑх,уаргъ
388,Last::N,йывӑр япала,уаргъ
389,Gang::N,куҫӑм,цыд
390,Schritt::N,утӑм,санчъех
391,Schritt::N,утӑм,къахдзӕф
392,Schritt::N,пусӑм,санчъех
393,Schritt::N,пусӑм,къахдзӕф
394,Norden::N,ҫурҫӗр,цæгат
395,Süden::N,кӑнтӑр,хуссар
396,Westen::N,анӑҫ,ныгуылæн
397,Westen::N,хӗвел анӑҫ,ныгуылæн
398,Osten::N,хӗвел тухӑҫ,скæсæн
399,Holz::N,йывӑҫ,хъӕдӕрмӕг
400,Brett::N,хӑма,фæйнæг
401,Platte::N,плита,къӕй
402,Stütze::N,ура,быцæу
403,Stange::N,шерте,хъил
404,Stock::N,патак,лӕдзӕг
405,Stab::N,шӑчӑ,хъил
406,Rohr::N,пӑрӑх,хӕтӕл
407,Haus::N,ҫурт,хӕдзар
408,Heim::N,кил,къона
409,Ofen::N,кӑмака,пец
410,Fußboden::N,урай,астӕрд
411,Tisch::N,сӗтел,стъол
412,Stuhl::N,пукан,бандон
413,Wiege::N,сӑпка,авдæн
414,Bett::N,кравать,сынтӕг
415,Regal::N,ҫӳлӗк,тӕрхӕг
416,Regal::N,ҫӳлӗк,уӕлвӕйнӕг
417,Regal::N,сентре,тӕрхӕг
418,Regal::N,сентре,уӕлвӕйнӕг
419,Kiste::N,ещӗк,асыкк
420,Kiste::N,сунтӑх,асыкк
421,Fenster::N,чӳрече,рудзынг
422,Fenster::N,чӳрече,фæрссаг
423,Tür::N,алӑк,дуар
424,Tor::N,хапха,кулдуар
425,Zaun::N,хӳме,æмбонд
426,Zaun::N,хӳме,быру
427,Zaun::N,хӳме,гæрæн
428,Dach::N,тӑрӑ,уӕлхӕдзар
429,Leiter::N,пусма,асин
430,Besen::N,шӑпӑр,уисой
431,Spaten::N,кӗреҫе,бел
432,Schaufel::N,кӗреҫе,æвгæнæн
433,Schaufel::N,кӗреҫе,кæфой
434,Gabel::N,вилка,вилкæ
435,Löffel::N,кашӑк,уидыг
436,Messer::N,ҫӗҫӗ,кард
437,Nagel::N,пӑта,зӕгӕл
438,Netz::N,тетел,хыз
439,Haken::N,йӑрхах,хæдз
440,Haken::N,йӑрхах,хæбырæгъ
441,Haken::N,ҫекӗл,хæдз
442,Haken::N,ҫекӗл,хæбырæгъ
443,Griff::N,хӑлӑп,фистон
444,Schloss::N,ҫӑра,гуыдыр
445,Bild::N,сӑн,ныв
446,Bild::N,сӑнлӑх,ныв
447,Bild::N,картина,ныв
448,Figur::N,кӗлетке,кæрдгæныв
449,Puppe::N,пукане,чындз
450,Beutel::N,михӗ,дзӕкъул
451,Bündel::N,ҫыхӑ,баст
452,Bündel::N,тӗрке,баст
453,Tasche::N,сумка,хызын
454,Tasche::N,сумка,дзæкъул
455,Eimer::N,витре,къæрта
456,Eimer::N,витре,чъыбыла
457,Eimer::N,витре,ведра
458,Deckel::N,хупӑ,сæр
459,Deckel::N,хупӑ,æмбæрзæн
460,Geschirr::N,савӑт-сапа,мигæнæн
461,Geschirr::N,савӑт-сапа,мигæнæнтæ
462,Sack::N,михӗ,голлаг
463,Tasse::N,курка,пиала
464,Tasse::N,курка,къус
465,Topf::N,кастрюль,аг
466,Topf::N,кастрюль,чысыл аг
467,Kessel::N,хуран,аг
468,Essen::N,апат,хӕрд
469,Nahrung::N,апат-ҫимӗс,хойраг
470,Speise::N,апат,хӕринаг
471,Speise::N,ҫимӗҫ,хӕринаг
472,Fleisch::N,аш,дзидза
473,Fleisch::N,аш,фыдызгъӕл
474,Fleisch::N,какай,дзидза
475,Fleisch::N,какай,фыдызгъӕл
476,Getreide::N,тырӑ,халсар
477,Brei::N,пӑтӑ,кас
478,Brot::N,ҫӑкӑр,дзул
479,Scheibe::N,чӗлӗ,къӕбӕр
480,Scheibe::N,касӑк,къӕбӕр
481,Fett::N,ҫу,сой
482,Butter::N,ҫу,нӕлхӕ
483,Öl::N,ҫу,зети
484,Salz::N,тӑвар,цӕхх
485,Suppe::N,яшка,бас
486,Honig::N,пыл,мыд
487,Milch::N,сӗт,ӕхсыр
488,Tee::N,чей,цай
489,Leder::N,сӑран,мæскуы
490,Wolle::N,ҫӑм,фӕсмын
491,Stoff::N,тӗртӗм,хъуымац
492,Nadel::N,йӗп,судзин
493,Faden::N,ҫип,ӕндах
494,Knopf::N,тӳме,цӕппӕр
495,Knoten::N,йӑлӑ,ӕлхынцъ
496,Farbe::N,сӑрӑ,ахорæн
497,Kleidung::N,тум,дарӕс
498,Kleidung::N,ҫипуҫ,дарӕс
499,Kleidung::N,тум-тир,дарӕс
500,Hemd::N,кӗпе,хӕдон
501,Kragen::N,ҫуха,æфцæггот
502,Ärmel::N,ҫанӑ,дыс
503,Hose::N,шӑлавар,хæлаф
504,Hose::N,шӑлавар,æддаг хæлаф
505,Hose::N,шӑлавар,салбар
506,Gürtel::N,пиҫиххи,рон
507,Mütze::N,ҫӗлӗк,худ
508,Schuh::N,пушмак,басмахъ
509,Schuh::N,ботинок,басмахъ
510,Stiefel::N,атӑ,цырыхъхъ
511,Ring::N,ҫӗрӗ,къухдарӕн
512,Band::N,хаю,лент
513,Band::N,йӗсме,лент
514,Kamm::N,тура,сӕрвасӕн
515,Spiegel::N,тӗкӗр,айдæн
516,Spiegel::N,тӗкӗр,кæсæн
517,Spiegel::N,куҫ кӗски,айдæн
518,Spiegel::N,куҫ кӗски,кæсæн
519,Riemen::N,чӗн,гӕрз
520,Schnur::N,кантра,бӕндӕн
521,Leine::N,касмӑк,
522,Decke::N,утиял,хъӕццул
523,Kissen::N,ҫытар,баз
524,Kissen::N,минтер,баз
525,Tuch::N,тутӑр,кæлмæрзæн
526,Tuch::N,тутӑр,кæрдæн
527,Handtuch::N,ал шӑлли,хисæрфæн
528,Kraft::N,вӑй,тых
529,Kraft::N,вӑй,хъомыс
530,Kraft::N,хӑват,тых
531,Kraft::N,хӑват,хъомыс
532,Stärke::N,хал,тых
533,Stärke::N,хал,æхсар
534,Stärke::N,хӑват,тых
535,Stärke::N,хӑват,æхсар
536,Gesundheit::N,хал,æнæниздзинад
537,Gesundheit::N,сывлӑх,æнæниздзинад
538,Krankheit::N,чир,низ
539,Krankheit::N,чир,рын
540,Schmerz::N,ырату,рис
541,Wunde::N,суран,цӕф
542,Fieber::N,сив чир,ризӕг
543,Fieber::N,сив чир,тӕфсӕг
544,Arznei::N,эмел,хос
545,Brücke::N,кӗпер,хид
546,Brunnen::N,ҫӑл,цъай
547,Brunnen::N,пусӑ,цъай
548,Weide::N,ҫаран,хизæн
549,Weide::N,ҫаран,хизæнуат
550,Weide::N,ҫаран,сæрвæт
551,Pfad::N,йӗр,къахвæндаг
552,Pfad::N,йӗр,къахвæд
553,Pfad::N,сукмак,къахвæндаг
554,Pfad::N,сукмак,къахвæд
555,Weg::N,ҫул,фӕндаг
556,Weg::N,ҫул-йӗр,фӕндаг
557,Straße::N,ҫӳрев,фӕндаг
558,Straße::N,ҫул ҫӳрени,фӕндаг
559,Dorf::N,ял,хъӕу
560,Stadt::N,хула,сахар
561,Brief::N,ҫыру,фыстӕг
562,Buch::N,кӗнеке,чиныг
563,Buchstabe::N,сас палли,дамгъӕ
564,Zeitung::N,хаҫат,газет
565,Leben::N,пурнӑҫ,цард
566,Leben::N,пурнӑҫ,цӕрӕнбон
567,Tod::N,вилӗм,мæлæт
568,Tod::N,вилӗм,адзал
569,Grab::N,масар шӑтӑкӗ,ингӕн
570,Kirche::N,чиркӳ,аргъуан
571,Sünde::N,ҫылӑх,тæригъæд
572,Gott::N,турӑ,хуыцау
573,Arbeiter::N,рабочи,кусæг
574,Chef::N,пуҫлӑх,ӕмцег
575,Meister::N,ӑста,мастер
576,Meister::N,ӑста,дæсны
577,Meister::N,мастер,мастер
578,Meister::N,мастер,дæсны
579,Arzt::N,врач,хосгæнæг
580,Arzt::N,врач,дохтыр
581,Arzt::N,тухтӑр,хосгæнæг
582,Arzt::N,тухтӑр,дохтыр
583,Lehrer::N,учитель,ахуыргæнæг
584,Lehrer::N,вӗрентекен,ахуыргæнæг
585,Geld::N,укҫа,ӕхца
586,Geschäft::N,бизнес,бизнес
587,Geschäft::N,бизнес,хъуыддаг
588,Laden::N,магазин,дукани
589,Preis::N,хак,аргъ
590,Ware::N,тавар,базайраг
591,Nutzen::N,пайта,пайда
592,Reichtum::N,мул,хъæздыгдзинад
593,Reichtum::N,мул,исбон
594,Reichtum::N,мул,мулк
595,Welt::N,тӗнче,дуне
596,Land::N,ҫӗр-шыв,бӕстӕ
597,Staat::N,патшàлӑх,паддзахад
598,König::N,король,къарол
599,Macht::N,власть,хицаудзинад
600,Grenze::N,чикӗ,арӕн
601,Krieg::N,вӑрҫӑ,хӕст
602,Feind::N,тӑшман,знаг
603,Feind::N,тӑшман,фыдгул
604,Feind::N,тӑшман,фыдзæрдæ
605,Feind::N,тӑшман,сон
606,Gewalt::N,ирӗксӗрлӳ,тыхми
607,Gewalt::N,ирӗксӗрлӳ,тыхдзинад
608,Kampf::N,кӗрешӳ,хæст
609,Kampf::N,кӗрешӳ,хъæбысæйхæст
610,Kampf::N,кӗрешӳ,тох
611,Bogen[Waffe]::N,ухӑ,ӕрдын
612,Pfeil::N,ҫӗмрен,фат
613,Pfeil::N,ухӑ йӗппи,фат
614,Gewehr::N,пӑшал,топп
615,Fehler::N,йӑнӑш,рӕдыд
616,Lüge::N,суя,мӕнг
617,Lüge::N,суя,гӕдыдзинад
618,Lüge::N,ултав,мӕнг
619,Lüge::N,ултав,гӕдыдзинад
620,Schaden::N,сиен,зиан
621,Unglück::N,шар,бæллæх
622,Unglück::N,инкек,бæллæх
623,Schuld::N,айӑп,азым
624,Alter::N,ҫул шучӗ,кар
625,Schluss::N,пӗтни,кæрон
626,Schluss::N,пӗтмӗш,кæрон
627,Zeit::N,вӑхӑт,рӕстӕг
628,Tag::N,кун,бон
629,Morgen::N,ир,райсом
630,Mittag::N,кӑнтӑрла,æмбисбон
631,Abend::N,каҫ,изӕр
632,Nacht::N,каҫ,ӕхсӕв
633,Woche::N,эрне,къуыри
634,Monat::N,уйӑх,мӕй
635,Jahr::N,ҫулталӑк,аз
636,Jahr::N,ҫулталӑк,афӕдз
637,Frühling::N,ҫур,уалдзæг
638,Frühling::N,ҫуркунне,уалдзæг
639,Sommer::N,ҫу,сӕрд
640,Sommer::N,ҫулла,сӕрд
641,Herbst::N,кӗр,фæззæг
642,Herbst::N,кӗркунне,фæззæг
643,Winter::N,хӗл,зымӕг
644,Winter::N,хӗлле,зымӕг
645,Januar::N,январь,январь
646,Februar::N,февраль,февраль
647,Februar::N,кӗҫӗн кӑрлач,февраль
648,März::N,март,мартъи
649,März::N,пуш уйӑхӗ,мартъи
650,April::N,апрель,апрель
651,Mai::N,май,май
652,Juni::N,июнь,июнь
653,Juli::N,июль,июль
654,August::N,август,август
655,September::N,сентябрь,сентябрь
656,September::N,авӑн уйӑхӗ,сентябрь
657,Oktober::N,октябрь,октябрь
658,November::N,ноябрь,ноябрь
659,Dezember::N,раштав,декабрь
660,Dezember::N,декабрь,декабрь
661,Montag::N,тунти кун,къуырисæр
662,Dienstag::N,ытлари кун,дыццæг
663,Mittwoch::N,юн кун,æртыццæг
664,Donnerstag::N,кӗҫнерни кун,цыппæрæм
665,Freitag::N,эрне кун,майрæмбон
666,Samstag::N,шӑмат кун,сабат
667,Sonntag::N,вырсарни кун,хуыцаубон
668,groß::A,пысӑк,дынджыр
669,klein::A,пӗчӗк,гыццыл
670,lang::A,вӑрӑм,даргъ
671,kurz::A,кӗске,цыбыр
672,breit::A,сарлака,фӕтӕн
673,schmal::A,ансӑр,нарӕг
