,Concept_ID,ku,hu
207,Heu::N,sap,széna
208,Schale::N,qaşik,héj
209,Grube::N,çahl,verem
210,Falle::N,dafik,csapda
211,Schlinge::N,dahf,tőr
212,Spur::N,rêç,nyom
213,Asche::N,xweli,hamu
214,Dreck::N,gemarî,sár
215,Dreck::N,gemarî,piszok
216,Eisen::N,hesing,vas
217,Gold::N,zêr,arany
218,Silber::N,zîv,ezüst
219,Kohle::N,komir,szén
220,Glas::N,qedeh,üveg
221,Lehm::N,kelpîç,agyag
222,Lehm::N,kelpîç,vályog
223,Sand::N,qûm,homok
224,Mensch::N,mirov,ember
225,Mann::N,mêr,úr
226,Mann::N,mêr,férfi
227,Frau::N,jin,nő
228,Frau::N,jin,asszony
229,Kind::N,zarok,gyerek
230,Kind::N,zarok,gyermek
231,Junge::N,kur,fiú
232,Mädchen::N,keç,lány
233,Mädchen::N,keçik,lány
234,Familie::N,malbat,család
235,Großvater::N,bapîr,nagyapa
236,Großmutter::N,pîrik,nagyanya
237,Eltern::N,bavudê,szülők
238,Vater::N,bav,apa
239,Vater::N,bav,atya
240,Mutter::N,dê,anya
241,Mutter::N,dayik,anya
242,Sohn::N,kur,fiú
243,Tochter::N,keç,lány
244,Bruder::N,bira,fivér
245,Bruder::N,bira,testvér
246,Schwester::N,xweh,nővér
247,Schwester::N,xweh,lánytestvér
248,Onkel::N,am,nagybácsi
249,Onkel::N,xal,nagybácsi
250,Tante::N,metik,nagynéni
251,Tante::N,xaltîk,nagynéni
252,Ehemann::N,mêr,férj
253,Ehefrau::N,kulfet,feleség
254,Freude::N,kêfxweşî,öröm
255,Gelächter::N,pîrqînî,nevetés
256,Gelächter::N,pîrqînî,hahotázás
257,Glück::N,bext,boldogság
258,Kummer::N,derd,bánat
259,Wunsch::N,daxwaz,óhaj
260,Wunsch::N,xwestek,óhaj
261,Lust::N,şewq,kedv
262,Geist::N,aqil,elme
263,Geist::N,aqil,szellem
264,Gedanke::N,fikir,gondolat
265,Gedächtnis::N,aqil,emlékezet
266,Verstand::N,fêm,ész
267,Verstand::N,fêm,értelem
268,Sinn::N,aqil,értelem
269,Grund::N,asas,ok
270,Grund::N,asas,alap
271,Wahrheit::N,rastî,igaz
272,Wahrheit::N,rastî,igazság
273,Gespräch::N,guftûgo,beszélgetés
274,Märchen::N,çirok,mese
275,Erzählung::N,çirok,elbeszélés
276,Erzählung::N,vegotin,elbeszélés
277,Nachricht::N,nûçe,hír
278,Nachricht::N,nûçe,híradás
279,Neuigkeit::N,hewal,újság
280,Name::N,nav,név
281,Name::N,paşnav,név
282,Rätsel::N,tiştonek,rejtvény
283,Rede::N,gotar,beszéd
284,Rede::N,gotar,szónoklat
285,Rede::N,axavtin,beszéd
286,Rede::N,axavtin,szónoklat
287,Sprache::N,ziman,nyelv
288,Stimme::N,pejn,hang
289,Wort::N,gotin,szó
290,Zeichen::N,şanek,jel
291,Ruf::N,hawar,kiáltás
292,Lärm::N,xarbalix,zaj
293,Laut::N,deng,hang
294,Laut::N,hês,hang
295,Ton::N,awaz,hang
296,Lied::N,sitran,dal
297,Lied::N,sitran,ének
298,Ruhe::N,rihetî,csend
299,Ruhe::N,rihetî,nyugalom
300,Leute::N,xelk,emberek
301,Volk::N,xelk,nép
302,Arbeit::N,xebat,dolog
303,Gast::N,mêvan,vendég
304,Geschenk::N,diyarî,ajándék
305,Spiel::N,lîstik,játék
306,Gesellschaft::N,komal,társaság
307,Hilfe::N,alîkarî,segítség
308,Freund::N,heval,barát
309,Kamerad::N,heval,társ
310,Angelegenheit::N,pirsgirêk,ügy
311,Anzahl::N,çend,szám
312,Art::N,çeh,faj
313,Art::N,çeh,fajta
314,Stück::N,lib,darab
315,Stück::N,parçe,darab
316,Teil::N,parçe,rész
317,Hälfte::N,nîvî,fél
318,Kreis::N,çemil,kör
319,Kreuz::N,xaç,kereszt
320,Linie::N,xezik,vonal
321,Strich::N,xezik,vonás
322,Abstand::N,dûrahî,köz
323,Entfernung::N,dûrahî,távolság
324,Gegend::N,dever,táj
325,Gegend::N,dever,vidék
326,Platz::N,çih,hely
327,Ort::N,dever,hely
328,Seite::N,rûpel,fél
329,Seite::N,rûpel,oldal
330,Mitte::N,nav,közép
331,Mitte::N,nabênê,közép
332,Gegenstand::N,tişt,tárgy
333,Sache::N,tişt,dolog
334,Rand::N,kevî,szél
335,Rand::N,kevî,perem
336,Rand::N,kevî,szegély
337,Kante::N,kevî,él
338,Ecke::N,qunç,sarok
339,Ecke::N,qunç,szöglet
340,Spitze::N,derzî,csúcs
341,Ende::N,talî,vég
342,Loch::N,qul,lyuk
343,Winkel::N,kurnîşk,szög
344,Muster::N,desen,minta
345,Größe::N,mezinî,nagyság
346,Länge::N,dirêjahî,hossz
347,Länge::N,dirêjahî,hosszúság
348,Höhe::N,bilindayî,magasság
349,Gewicht::N,giranî,súly
350,Menge::N,qas,sokaság
351,Menge::N,qas,mennyiség
352,Haufen::N,lod,halom
353,Reihe::N,rêz,sor
354,Boot::N,kelek,csónak
355,Ruder::N,bêrik,evező
356,Schlitten::N,xîjik,szánkó
357,Ski::N,lakan,sí
358,Lagerfeuer::N,agir,tábortűz
359,Last::N,bar,teher
360,Gang::N,fîtêz,járás
361,Schritt::N,gav,lépés
362,Norden::N,bakur,észak
363,Süden::N,başur,dél
364,Westen::N,rojava,nyugat
365,Osten::N,rojhilat,kelet
366,Holz::N,dep,fa
367,Brett::N,dep,deszka
368,Platte::N,dep,lap
369,Platte::N,dep,lemez
370,Stütze::N,destek,támasz
371,Stütze::N,destek,támaszték
372,Stange::N,sing,rúd
373,Stange::N,sing,pózna
374,Stock::N,çam,pálca
375,Stab::N,qat,bot
376,Rohr::N,borî,cső
377,Haus::N,mal,ház
378,Haus::N,xanî,ház
379,Heim::N,mal,otthon
380,Ofen::N,sobe,kályha
381,Fußboden::N,binpê,padló
382,Tisch::N,mase,asztal
383,Stuhl::N,kursî,szék
384,Wiege::N,derguş,bölcső
385,Bett::N,qerewêle,ágy
386,Regal::N,rêbaz,polc
387,Regal::N,rêbaz,állvány
388,Kiste::N,sindoq,láda
389,Fenster::N,çam,ablak
390,Fenster::N,şibeke,ablak
391,Tür::N,derî,ajtó
392,Tor::N,derge,kapu
393,Zaun::N,hejik,kerítés
394,Dach::N,sere xanî,tető
395,Leiter::N,pêling,létra
396,Besen::N,melkes,seprű
397,Spaten::N,mer,ásó
398,Schaufel::N,bêr,lapát
399,Gabel::N,çetel,villa
400,Löffel::N,kevçî,kanál
401,Messer::N,kêr,kés
402,Nagel::N,bizmar,szeg
403,Netz::N,tor,háló
404,Haken::N,çenqel,kampó
405,Griff::N,destî,nyél
406,Griff::N,destî,fogantyú
407,Schloss::N,qonax,zár
408,Bild::N,dimen,kép
409,Figur::N,figûr,alak
410,Puppe::N,bûk,bábu
411,Beutel::N,kîsik,zacskó
412,Bündel::N,pêçek,köteg
413,Tasche::N,bêrîk,táska
414,Eimer::N,dewl,vödör
415,Deckel::N,devik,fedő
416,Deckel::N,devik,fedél
417,Geschirr::N,ferax,edény
418,Sack::N,tûr,zsák
419,Tasse::N,kada,csésze
420,Topf::N,beroş,fazék
421,Kessel::N,şîril,üst
422,Kessel::N,şîril,bogrács
423,Essen::N,xwarin,evés
424,Essen::N,xwarin,étkezés
425,Nahrung::N,xwarin,ennivaló
426,Speise::N,xwarin,étel
427,Fleisch::N,goşt,hús
428,Getreide::N,zad,gabona
429,Brei::N,hewdêl,pép
430,Brei::N,hewdêl,kása
431,Brot::N,,kenyér
432,Scheibe::N,parçe,szelet
433,Fett::N,rûn,háj
434,Fett::N,rûn,zsír
435,Butter::N,rûn,vaj
436,Öl::N,rûn,olaj
437,Salz::N,xwe,só
438,Suppe::N,şorbe,leves
439,Honig::N,hingiv,méz
440,Milch::N,şîr,tej
441,Tee::N,çay,tea
442,Leder::N,çerm,bőr
443,Wolle::N,herî,gyapjú
444,Stoff::N,paç,szövet
445,Nadel::N,derzî,tű
446,Faden::N,ta,fonál
447,Knopf::N,bişkok,gomb
448,Knoten::N,girêk,csomó
449,Farbe::N,boyax,szín
450,Farbe::N,boyax,festék
451,Kleidung::N,çil,ruha
452,Kleidung::N,çil,ruházat
453,Hemd::N,qutik,ing
454,Hemd::N,miltan,ing
455,Kragen::N,stûvang,gallér
456,Ärmel::N,hûçik,ujj
457,Hose::N,şewel,gatya
458,Hose::N,şewel,nadrág
459,Gürtel::N,qayiş,öv
460,Mütze::N,fîno,sapka
461,Schuh::N,şêkal,cipő
462,Stiefel::N,gizme,csizma
463,Stiefel::N,çizme,csizma
464,Ring::N,xelek,gyűrű
465,Band::N,band,szalag
466,Kamm::N,şeh,fésű
467,Spiegel::N,eynik,tükör
468,Riemen::N,qayiş,szíj
469,Schnur::N,doxin,zsinór
470,Leine::N,şirît,póráz
471,Decke::N,bataniye,takaró
472,Kissen::N,balgî,párna
473,Tuch::N,şar,kendő
474,Handtuch::N,dezmal,törülköző
475,Kraft::N,hêz,erő
476,Kraft::N,qewet,erő
477,Stärke::N,xurtî,erő
478,Stärke::N,xurtî,erősség
479,Gesundheit::N,nojdarî,egészség
480,Krankheit::N,nexweşî,kór
481,Krankheit::N,nexweşî,betegség
482,Schmerz::N,êş,fájdalom
483,Wunde::N,kul,seb
484,Fieber::N,ta,láz
485,Arznei::N,derman,orvosság
486,Arznei::N,derman,gyógyszer
487,Brücke::N,kopî,híd
488,Brunnen::N,çal,kút
489,Brunnen::N,kani,kút
490,Weide::N,beyar,legelő
491,Pfad::N,xaçirek,ösvény
492,Weg::N,rê,út
493,Straße::N,rê,út
494,Dorf::N,gund,falu
495,Stadt::N,baçar,város
496,Brief::N,name,levél
497,Buch::N,kitêb,könyv
498,Buch::N,pirtûk,könyv
499,Buchstabe::N,herf,betű
500,Zeitung::N,rojname,újság
501,Zeitung::N,rojname,hírlap
502,Leben::N,jiyan,élet
503,Tod::N,mirin,halál
504,Grab::N,mezel,sír
505,Kirche::N,gilyas,templom
506,Sünde::N,guneh,bűn
507,Sünde::N,guneh,vétek
508,Gott::N,xwedê,isten
509,Arbeiter::N,hîşçî,munkás
510,Chef::N,bêg,főnök
511,Meister::N,hoste,mester
512,Arzt::N,doktor,orvos
513,Lehrer::N,mamoste,tanár
514,Lehrer::N,mamoste,tanító
515,Geld::N,pere,pénz
516,Geschäft::N,firoşgeh,üzlet
517,Laden::N,dikan,bolt
518,Preis::N,buha,ár
519,Ware::N,tişt,áru
520,Nutzen::N,fêde,haszon
521,Reichtum::N,serwet,gazdagság
522,Welt::N,dinya,világ
523,Land::N,welat,ország
524,Staat::N,dewlet,állam
525,König::N,şah,király
526,König::N,qral,király
527,Macht::N,qewet,hatalom
528,Macht::N,destihilat,hatalom
529,Grenze::N,kevî,határ
530,Krieg::N,çeng,háború
531,Krieg::N,sêwaş,háború
532,Feind::N,dijmin,ellenség
533,Gewalt::N,zor,erőszak
534,Kampf::N,şer,harc
535,Bogen[Waffe]::N,kêvan,íj
536,Pfeil::N,çîrik,nyíl
537,Gewehr::N,tifing,puska
538,Gewehr::N,tifing,fegyver
539,Fehler::N,şaşî,hiba
540,Lüge::N,derew,hazugság
541,Schaden::N,xisar,kár
542,Unglück::N,bêbextî,csapás
543,Unglück::N,bêbextî,balszerencse
544,Schuld::N,suç,bűn
545,Alter::N,temen,kor
546,Schluss::N,girtin,vég
547,Schluss::N,girtin,befejezés
548,Zeit::N,çax,idő
549,Tag::N,roj,nap
550,Morgen::N,sibeh,reggel
551,Mittag::N,nîro,dél
552,Abend::N,êvar,este
553,Nacht::N,şev,éj
554,Nacht::N,şev,éjszaka
555,Woche::N,heftî,hét
556,Monat::N,meh,hó
557,Monat::N,meh,hónap
558,Jahr::N,sal,év
559,Frühling::N,bihar,tavasz
560,Sommer::N,havîn,nyár
561,Herbst::N,payîz,ősz
562,Winter::N,zistan,tél
563,Januar::N,çile,január
564,Februar::N,sibat,február
565,März::N,adar,március
566,April::N,nîsan,április
567,Mai::N,gûlan,május
568,Juni::N,hezîran,június
569,Juli::N,tîmeh,július
570,August::N,tebax,augusztus
571,September::N,îlon,szeptember
572,Oktober::N,çotmeh,október
573,November::N,mijdar,november
574,Dezember::N,kanûn,december
575,Montag::N,duşemb,hétfő
576,Dienstag::N,sêşem,kedd
577,Mittwoch::N,çarşemb,szerda
578,Donnerstag::N,pêşemb,csütörtök
579,Freitag::N,în,péntek
580,Samstag::N,şemî,szombat
581,Sonntag::N,yekşemb,vasárnap
582,groß::A,mezin,nagy
583,klein::A,çûçik,pici
584,klein::A,çûçik,kicsi
585,lang::A,dirêj,hosszú
586,kurz::A,kin,rövid
587,breit::A,fireh,széles
588,schmal::A,tenik,keskeny
589,dicht::A,gir,sűrű
590,dick[Gegenstand]::A,şîşman,vastag
591,dünn::A,zirav,vékony
592,fein::A,tenik,vékony
593,fest::A,saxlem,szilárd
594,flach::A,pahn,sík
595,flach::A,pahn,lapos
596,glatt::A,dûz,sima
597,glatt::A,şayîk,sima
598,hart::A,hişk,kemény
599,weich::A,nerm,puha
600,rund::A,gilover,kerek
601,spitz::A,pîj,hegyes
602,scharf::A,tûj,éles
603,stumpf::A,ne tûj,tompa
604,stumpf::A,ne tûj,életlen
605,schwer::A,giran,nehéz
606,schwer::A,giran,súlyos
607,schön::A,xweş,szép
608,schön::A,xweşik,szép
609,heiß::A,kelandî,forró
610,warm::A,germ,meleg
611,kalt::A,sar,hideg
612,kühl::A,jemîrî,hűs
613,kühl::A,jemîrî,hűvös
614,frisch::A,ter,üde
615,frisch::A,ter,friss
616,feucht::A,şil,nedves
617,nass::A,şilek,vizes
618,trocken::A,zuwa,száraz
619,voll::A,tijî,telt
620,leer::A,vala,üres
621,offen::A,vekirî,nyílt
622,offen::A,vekirî,nyitott
623,geschlossen::A,asê,zárt
624,geschlossen::A,asê,csukott
625,sauber::A,pakij,tiszta
626,schmutzig::A,lewitî,piszkos
627,schmutzig::A,lewitî,szennyes
628,roh::A,xav,nyers
629,reif::A,gihaştî,érett
630,lecker::A,xweş,finom
631,süß::A,şîrîn,édes
632,bitter::A,tahl,keserű
633,sauer::A,tirş,savanyú
634,hell::A,ronî,világos
635,dunkel::A,tarî,sötét
636,schwarz::A,reş,fekete
637,weiß::A,sipî,fehér
638,rot::A,sor,vörös
639,gelb::A,zer,sárga
640,blau::A,şîn,kék
641,grün::A,şîn,zöld
642,grau::A,gewr,ősz
643,grau::A,gewr,szürke
644,bunt::A,rengîn,tarka
645,bunt::A,rengîn,színes
646,billig::A,erzan,olcsó
647,teuer::A,biha,drága
648,wertvoll::A,hêja,értékes
649,wertvoll::A,giranbiha,értékes
650,blind::A,kor,vak
651,taub::A,kerr,süket
652,kräftig::A,gir,erős
653,kräftig::A,xurt,erős
654,stark::A,xurt,erős
655,schwach::A,kesad,gyenge
656,schwach::A,kesad,erőtlen
657,fett::A,qelew,hájas
658,schlank::A,zirav,karcsú
659,hübsch::A,xweşik,csinos
660,böse::A,xerab,rossz
661,böse::A,xerab,gonosz
662,böse::A,aciz,rossz
663,böse::A,aciz,gonosz
664,dumm::A,gêj,buta
665,dumm::A,gêj,ostoba
666,faul::A,têmbêl,lusta
667,fleißig::A,jêhatî,szorgalmas
668,geizig::A,destgirtî,fukar
669,geizig::A,destgirtî,fösvény
670,klug::A,baqil,okos
671,klug::A,baqil,eszes
672,geschickt::A,zîrek,ügyes
673,geschickt::A,ziring,ügyes
674,lieb::A,delal,drága
675,lieb::A,delal,kedves
676,lustig::A,kêfxweş,víg
677,lustig::A,kêfxweş,vidám
678,sanft::A,nazenîn,enyhe
679,hungrig::A,birçî,éhes
680,krank::A,nexweş,beteg
681,nackt::A,rût,csupasz
682,nackt::A,rût,meztelen
683,nackt::A,tazî,csupasz
684,nackt::A,tazî,meztelen
685,traurig::A,xemgîn,bús
686,traurig::A,xemgîn,szomorú
687,lebendig::A,bisaxî,élő
688,gut::A,baş,jó
689,schlecht::A,xerab,rossz
690,richtig::A,rast,helyes
691,richtig::A,saxlem,helyes
692,schlimm::A,nebaş,rossz
693,wahr::A,rast,igaz
694,alt::A,pîr,ó
695,alt::A,pîr,régi
696,alt::A,kevn,ó
697,alt::A,kevn,régi
698,neu::A,nû,új
699,ehemalig::A,kevnar,volt
700,ehemalig::A,kevnar,egykori
701,ehemalig::A,peşidar,volt
702,ehemalig::A,peşidar,egykori
703,alt[Lebewesen]::A,pîr,öreg
704,jung::A,xort,fiatal
705,arm::A,feqîr,szegény
706,arm::A,desteng,szegény
707,reich::A,dewlemend,gazdag
708,bekannt::A,naskirî,ismert
709,bekannt::A,naskirî,ismeretes
710,berühmt::A,navdar,híres
711,fremd::A,xerîb,idegen
712,verschieden::A,çîhê,különböző
713,nah::A,nêzîk,közeli
714,fern::A,dûr,távoli
715,linker::A,çepê,bal
716,rechter::A,rastê,jobb
717,anderer::A,yê din,más
718,anderer::A,yê din,másik
719,erster::A,yekemîn,első
720,zweiter::A,duda,második
721,dritter::A,sisêya,harmadik
722,letzter::A,paşîn,utolsó
723,allein::ADV,tenê,egyedül
724,auf einmal::ADV,jar kê,egyszerre
725,zusammen::ADV,tev,együtt
726,zusammen::ADV,tev,összesen
727,zusammen::ADV,bi hev re,együtt
728,zusammen::ADV,bi hev re,összesen
729,lange::ADV,dirêj,sokáig
730,lange::ADV,dirêj,hosszan
731,plötzlich::ADV,ji nişkave,hirtelen
732,plötzlich::ADV,ji nişkave,egyszerre
733,sofort::ADV,yekser,rögtön
734,sofort::ADV,yekser,tüstént
735,später::ADV,paşiyê,későn
736,jetzt::ADV,nuha,most
737,heute::ADV,îro,ma
738,morgen::ADV,sibeh,holnap
739,bald::ADV,nêzîk,majd
740,bald::ADV,nêzîk,nemsokára
741,dann::ADV,paşê,akkor
742,gestern::ADV,do,tegnap
743,einst::ADV,jar ke,hajdan
744,damals::ADV,hîngî,akkor
745,damals::ADV,hîngî,akkoriban
746,danach::ADV,piştra,azután
747,vorher::ADV,pîşî,előbb
748,zuerst::ADV,bere,először
749,einmal::ADV,çarik,egyszer
750,manchmal::ADV,çarna,néha
751,manchmal::ADV,çarna,olykor
752,oft::ADV,gelek çaran,sokszor
753,immer::ADV,daîm,mindig
754,niemals::ADV,tu çar,sohasem
755,hier::ADV,li vir,itt
756,hierhin::ADV,vir,erre
757,von hier::ADV,ji vir,innen
758,dort::ADV,li wê derê,ott
759,dorthin::ADV,wêda,oda
760,geradeaus::ADV,rastê rast,egyenesen
761,vorwärts::ADV,ber bi pêş,előre
762,rückwärts::ADV,paşpê,hátrafelé
763,zurück::ADV,paşdo,hátra
764,zurück::ADV,paşdo,vissza
765,zurück::ADV,paşvê,hátra
766,zurück::ADV,paşvê,vissza
767,unten::ADV,jêrî,alul
768,hinab::ADV,berjêr,le
769,hinab::ADV,berjêr,lefelé
770,oben::ADV,banî,fenn
771,oben::ADV,banî,felül
772,hinauf::ADV,banî,fel
773,hinauf::ADV,banî,felfelé
774,überall::ADV,li her derê,mindenütt
775,nicht::ADV,ne,nem
776,nicht::ADV,nîn,nem
777,nicht::ADV,tine,nem
778,ein wenig::ADV,hebkî,egy kicsit
779,kaum::ADV,tema,alig
780,kaum::ADV,himangi,alig
781,sehr::ADV,gelek,nagyon
782,so::ADV,weha,úgy
783,noch::ADV,hêj,még
784,noch::ADV,dîsa,még
785,nur::ADV,tenê,csak
786,nur::ADV,tenê,csupán
787,nur::ADV,bes,csak
788,nur::ADV,bes,csupán
789,schon::ADV,hew,már
790,wieder::ADV,jar din,ismét
791,wieder::ADV,jar din,megint
792,wieder::ADV,dîsa,ismét
793,wieder::ADV,dîsa,megint
794,vergebens::ADV,deya çun,hiába
795,vergebens::ADV,îfleh bûn,hiába
796,vor::PRP,li ber,előtt
797,hinter::PRP,li pişt,mögött
798,unter::PRP,li bin,alatt
799,durch::PRP,kura,át
800,durch::PRP,kura,keresztül
801,neben::PRP,li ba,mellett
802,zwischen::PRP,nabeyne,között
803,zwischen::PRP,di nav...da,között
804,wegen::PRP,ji bo,miatt
805,wegen::PRP,ji bo,végett
806,wegen::PRP,ji ber,miatt
807,wegen::PRP,ji ber,végett
808,dies::PRN,ev,ez
809,das::PRN,ev,az
810,alles::PRN,hemû,minden
811,ich::PRN,ez,én
812,du::PRN,tu,te
813,er::PRN,wî,ő
814,wir::PRN,êm,mi
815,ihr::PRN,hûn,ti
816,sie::PRN,we,ők
817,was::FPRN,çi,mi
818,wer::FPRN,ki,ki
819,wo::FADV,li ku dere,hol
820,wohin::FADV,li ku dere,hova
821,wie::FADV,çawa,hogy
822,wie::FADV,çawa,hogyan
823,warum::FADV,çima,miért
824,wieviel::FNUM,çend,hány
825,wieviel::FNUM,çend,mennyi
826,eins::NUM,yek,egy
827,zwei::NUM,didu,kettő
828,drei::NUM,sisê,három
829,vier::NUM,çar,négy
830,fünf::NUM,penç,öt
831,sechs::NUM,şeş,hat
832,sieben::NUM,heft,hét
