,Concept_ID,cv,en
220,Großvater::N,кукаҫи,grandfather
221,Großmutter::N,кукамай,grandmother
222,Eltern::N,аҫа-ама,parents
223,Vater::N,атте,father
224,Mutter::N,анне,mother
225,Sohn::N,ывӑл,son
226,Tochter::N,хӗр,daughter
227,Bruder::N,ар тӑван,brother
228,Schwester::N,аппа,sister
229,Schwester::N,йӑмӑк,sister
230,Onkel::N,мучи,uncle
231,Onkel::N,пичче,uncle
232,Tante::N,аппа,aunt
233,Ehemann::N,упӑшка,husband
234,Ehefrau::N,арӑм,wife
235,Freude::N,савӑнӑҫ,joy
236,Freude::N,хаваслӑх,joy
237,Gelächter::N,кулӑ,laughter
238,Glück::N,телей,happiness
239,Glück::N,ӑраскал,happiness
240,Kummer::N,хурлӑх,grief
241,Wunsch::N,ӗмӗт,wish
242,Wunsch::N,кӑмӑл,wish
243,Lust::N,кӑмӑл,desire
244,Geist::N,чун-чӗм,spirit
245,Geist::N,ыр-усал,spirit
246,Geist::N,чун хавалӗ,spirit
247,Gedanke::N,шухӑш,thought
248,Gedächtnis::N,ас,memory
249,Verstand::N,ӑс,mind
250,Verstand::N,ӑс-тӑн,mind
251,Verstand::N,ӑс-хакӑл,mind
252,Sinn::N,тупсӑм,meaning
253,Sinn::N,пӗлтерӗш,meaning
254,Grund::N,сӑлтав,reason
255,Wahrheit::N,чӑнлӑх,truth
256,Gespräch::N,калаҫу,talk
257,Märchen::N,юмах,fairy tale
258,Erzählung::N,акалав,story
259,Erzählung::N,каласа пани,story
260,Nachricht::N,хыпар,message
261,Neuigkeit::N,ҫӗнӗ хыпар,news
262,Name::N,ят,name
263,Rätsel::N,сутмалли юмах,puzzle
264,Rede::N,сӑмах,speech
265,Sprache::N,чӗлхе,language
266,Stimme::N,сасӑ,voice
267,Wort::N,сӑмах,word
268,Zeichen::N,паллӑ,sign
269,Ruf::N,йыхрав,call
270,Ruf::N,чӗнӳ,call
271,Lärm::N,шав,noise
272,Laut::N,сасӑ,sound
273,Ton::N,сасӑ,tone
274,Lied::N,юрӑ,song
275,Ruhe::N,канӑҫлӑх,calm
276,Ruhe::N,лӑпкӑлӑх,calm
277,Leute::N,ҫамрӑксем,people
278,Leute::N,ҫамрӑк ҫынсем,people
279,Volk::N,халӑх,nation
280,Arbeit::N,ӗҫхӗл,work
281,Arbeit::N,ӗҫлев,work
282,Gast::N,хӑна,guest
283,Geschenk::N,парне,gift
284,Geschenk::N,кучченеҫ,gift
285,Spiel::N,вӑйӑ,game
286,Gesellschaft::N,общество,company
287,Hilfe::N,пулӑшу,help
288,Freund::N,тус,friend
289,Kamerad::N,юлташ,companion
290,Kamerad::N,тус,companion
291,Angelegenheit::N,ӗҫ,matter
292,Anzahl::N,йыш,count
293,Anzahl::N,хисеп,count
294,Art::N,тӗс,sort
295,Stück::N,татӑк,piece
296,Teil::N,пай,part
297,Hälfte::N,ҫурӑ,half
298,Kreis::N,ункӑ,circle
299,Kreis::N,ҫавракӑш,circle
300,Kreuz::N,хӗрес,cross
301,Linie::N,йӗр,line
302,Strich::N,йӗр,stroke
303,Abstand::N,хушӑ,gap
304,Entfernung::N,хушӑ,distance
305,Gegend::N,вырӑн,area
306,Platz::N,хутлӑх,space
307,Ort::N,вырӑн,place
308,Seite::N,ен,side
309,Seite::N,аяк,side
310,Seite::N,айӑк,side
311,Mitte::N,варӑ,middle
312,Gegenstand::N,япала,item
313,Sache::N,япала,thing
314,Rand::N,вӗҫ,fringe
315,Rand::N,хӗрӗ,fringe
316,Rand::N,хӗрри,fringe
317,Kante::N,хайкача,edge
318,Kante::N,хысак,edge
319,Ecke::N,кӗтес,corner
320,Spitze::N,вӗҫ,tip
321,Ende::N,вӗҫ,end
322,Loch::N,шӑтӑк,hole
323,Winkel::N,кӗтес,angle
324,Muster::N,эреш,pattern
325,Größe::N,пысӑкӑш,size
326,Länge::N,вӑрӑмӑш,length
327,Höhe::N,ҫӳллӗш,height
328,Gewicht::N,виҫе,weight
329,Gewicht::N,йывӑрӑш,weight
330,Menge::N,йыш,amount
331,Haufen::N,купа,heap
332,Reihe::N,рет,row
333,Boot::N,кимӗ,boat
334,Ruder::N,кӗсмен,oar
335,Schlitten::N,ҫуна,sleigh
336,Ski::N,йӗлтӗр,ski
337,Lagerfeuer::N,вут,campfire
338,Lagerfeuer::N,кӑвайт,campfire
339,Last::N,сулмаклӑх,load
340,Last::N,йывӑр япала,load
341,Gang::N,куҫӑм,walk
342,Schritt::N,утӑм,step
343,Schritt::N,пусӑм,step
344,Norden::N,ҫурҫӗр,north
345,Süden::N,кӑнтӑр,south
346,Westen::N,анӑҫ,west
347,Westen::N,хӗвел анӑҫ,west
348,Osten::N,хӗвел тухӑҫ,east
349,Holz::N,йывӑҫ,wood
350,Brett::N,хӑма,board
351,Platte::N,плита,slab
352,Stütze::N,ура,bracket
353,Stange::N,шерте,pole
354,Stock::N,патак,stick
355,Stab::N,шӑчӑ,staff
356,Rohr::N,пӑрӑх,pipe
357,Haus::N,ҫурт,house
358,Heim::N,кил,home
359,Ofen::N,кӑмака,stove
360,Fußboden::N,урай,floor
361,Tisch::N,сӗтел,table
362,Stuhl::N,пукан,chair
363,Wiege::N,сӑпка,cradle
364,Bett::N,кравать,bed
365,Regal::N,ҫӳлӗк,shelf
366,Regal::N,сентре,shelf
367,Kiste::N,ещӗк,box
368,Kiste::N,сунтӑх,box
369,Fenster::N,чӳрече,window
370,Tür::N,алӑк,door
371,Tor::N,хапха,gate
372,Zaun::N,хӳме,fence
373,Dach::N,тӑрӑ,roof
374,Leiter::N,пусма,ladder
375,Besen::N,шӑпӑр,broom
376,Spaten::N,кӗреҫе,spade
377,Schaufel::N,кӗреҫе,shovel
378,Gabel::N,вилка,fork
379,Löffel::N,кашӑк,spoon
380,Messer::N,ҫӗҫӗ,knife
381,Nagel::N,пӑта,nail
382,Netz::N,тетел,net
383,Haken::N,йӑрхах,hook
384,Haken::N,ҫекӗл,hook
385,Griff::N,хӑлӑп,handle
386,Schloss::N,ҫӑра,lock
387,Bild::N,сӑн,picture
388,Bild::N,сӑнлӑх,picture
389,Bild::N,картина,picture
390,Figur::N,кӗлетке,figure
391,Puppe::N,пукане,doll
392,Beutel::N,михӗ,pouch
393,Bündel::N,ҫыхӑ,bundle
394,Bündel::N,тӗрке,bundle
395,Tasche::N,сумка,bag
396,Eimer::N,витре,bucket
397,Deckel::N,хупӑ,cover
398,Geschirr::N,савӑт-сапа,dishes
399,Sack::N,михӗ,sack
400,Tasse::N,курка,cup
401,Topf::N,кастрюль,pot
402,Kessel::N,хуран,kettle
403,Essen::N,апат,meal
404,Nahrung::N,апат-ҫимӗс,food
405,Speise::N,апат,dish
406,Speise::N,ҫимӗҫ,dish
407,Fleisch::N,аш,meat
408,Fleisch::N,какай,meat
409,Getreide::N,тырӑ,corn
410,Brei::N,пӑтӑ,mush
411,Brot::N,ҫӑкӑр,bread
412,Scheibe::N,чӗлӗ,slice
413,Scheibe::N,касӑк,slice
414,Fett::N,ҫу,fat
415,Butter::N,ҫу,butter
416,Öl::N,ҫу,oil
417,Salz::N,тӑвар,salt
418,Suppe::N,яшка,soup
419,Honig::N,пыл,honey
420,Milch::N,сӗт,milk
421,Tee::N,чей,tea
422,Leder::N,сӑран,leather
423,Wolle::N,ҫӑм,wool
424,Stoff::N,тӗртӗм,cloth
425,Nadel::N,йӗп,needle
426,Faden::N,ҫип,thread
427,Knopf::N,тӳме,button
428,Knoten::N,йӑлӑ,knot
429,Farbe::N,сӑрӑ,paint
430,Kleidung::N,тум,clothes
431,Kleidung::N,ҫипуҫ,clothes
432,Kleidung::N,тум-тир,clothes
433,Hemd::N,кӗпе,shirt
434,Kragen::N,ҫуха,collar
435,Ärmel::N,ҫанӑ,sleeve
436,Hose::N,шӑлавар,trousers
437,Gürtel::N,пиҫиххи,belt
438,Mütze::N,ҫӗлӗк,cap
439,Schuh::N,пушмак,shoe
440,Schuh::N,ботинок,shoe
441,Stiefel::N,атӑ,boot
442,Ring::N,ҫӗрӗ,ring
443,Band::N,хаю,ribbon
444,Band::N,йӗсме,ribbon
445,Kamm::N,тура,comb
446,Spiegel::N,тӗкӗр,mirror
447,Spiegel::N,куҫ кӗски,mirror
448,Riemen::N,чӗн,strap
449,Schnur::N,кантра,string
450,Leine::N,касмӑк,leash
451,Decke::N,утиял,blanket
452,Kissen::N,ҫытар,pillow
453,Kissen::N,минтер,pillow
454,Tuch::N,тутӑр,scarf
455,Handtuch::N,ал шӑлли,towel
456,Kraft::N,вӑй,force
457,Kraft::N,хӑват,force
458,Stärke::N,хал,strength
459,Stärke::N,хӑват,strength
460,Gesundheit::N,хал,health
461,Gesundheit::N,сывлӑх,health
462,Krankheit::N,чир,illness
463,Schmerz::N,ырату,pain
464,Wunde::N,суран,wound
465,Fieber::N,сив чир,fever
466,Arznei::N,эмел,medicine
467,Brücke::N,кӗпер,bridge
468,Brunnen::N,ҫӑл,well
469,Brunnen::N,пусӑ,well
470,Weide::N,ҫаран,pasture
471,Pfad::N,йӗр,path
472,Pfad::N,сукмак,path
473,Weg::N,ҫул,way
474,Weg::N,ҫул-йӗр,way
475,Straße::N,ҫӳрев,road
476,Straße::N,ҫул ҫӳрени,road
477,Dorf::N,ял,village
478,Stadt::N,хула,town
479,Brief::N,ҫыру,letter
480,Buch::N,кӗнеке,book
481,Buchstabe::N,сас палли,character
482,Zeitung::N,хаҫат,newspaper
483,Leben::N,пурнӑҫ,life
484,Tod::N,вилӗм,death
485,Grab::N,масар шӑтӑкӗ,grave
486,Kirche::N,чиркӳ,church
487,Sünde::N,ҫылӑх,sin
488,Gott::N,турӑ,god
489,Arbeiter::N,рабочи,worker
490,Chef::N,пуҫлӑх,boss
491,Meister::N,ӑста,master
492,Meister::N,мастер,master
493,Arzt::N,врач,doctor
494,Arzt::N,тухтӑр,doctor
495,Lehrer::N,учитель,teacher
496,Lehrer::N,вӗрентекен,teacher
497,Geld::N,укҫа,money
498,Geschäft::N,бизнес,business
499,Laden::N,магазин,shop
500,Preis::N,хак,price
501,Ware::N,тавар,ware
502,Nutzen::N,пайта,profit
503,Reichtum::N,мул,wealth
504,Welt::N,тӗнче,world
505,Land::N,ҫӗр-шыв,country
506,Staat::N,патшàлӑх,state
507,König::N,король,king
508,Macht::N,власть,power
509,Grenze::N,чикӗ,border
510,Krieg::N,вӑрҫӑ,war
511,Feind::N,тӑшман,enemy
512,Gewalt::N,ирӗксӗрлӳ,violence
513,Kampf::N,кӗрешӳ,fight
514,Bogen[Waffe]::N,ухӑ,bow
515,Pfeil::N,ҫӗмрен,arrow
516,Pfeil::N,ухӑ йӗппи,arrow
517,Gewehr::N,пӑшал,gun
518,Fehler::N,йӑнӑш,mistake
519,Lüge::N,суя,lie
520,Lüge::N,ултав,lie
521,Schaden::N,сиен,damage
522,Unglück::N,шар,misfortune
523,Unglück::N,инкек,misfortune
524,Schuld::N,айӑп,fault
525,Alter::N,ҫул шучӗ,age
526,Schluss::N,пӗтни,conclusion
527,Schluss::N,пӗтмӗш,conclusion
528,Zeit::N,вӑхӑт,time
529,Tag::N,кун,day
530,Morgen::N,ир,morning
531,Mittag::N,кӑнтӑрла,noon
532,Abend::N,каҫ,evening
533,Nacht::N,каҫ,night
534,Woche::N,эрне,week
535,Monat::N,уйӑх,month
536,Jahr::N,ҫулталӑк,year
537,Frühling::N,ҫур,spring
538,Frühling::N,ҫуркунне,spring
539,Sommer::N,ҫу,summer
540,Sommer::N,ҫулла,summer
541,Herbst::N,кӗр,autumn
542,Herbst::N,кӗркунне,autumn
543,Winter::N,хӗл,winter
544,Winter::N,хӗлле,winter
545,Januar::N,январь,January
546,Februar::N,февраль,February
547,Februar::N,кӗҫӗн кӑрлач,February
548,März::N,март,March
549,März::N,пуш уйӑхӗ,March
550,April::N,апрель,April
551,Mai::N,май,May
552,Juni::N,июнь,June
553,Juli::N,июль,July
554,August::N,август,August
555,September::N,сентябрь,September
556,September::N,авӑн уйӑхӗ,September
557,Oktober::N,октябрь,October
558,November::N,ноябрь,November
559,Dezember::N,раштав,December
560,Dezember::N,декабрь,December
561,Montag::N,тунти кун,Monday
562,Dienstag::N,ытлари кун,Tuesday
563,Mittwoch::N,юн кун,Wednesday
564,Donnerstag::N,кӗҫнерни кун,Thursday
565,Freitag::N,эрне кун,Friday
566,Samstag::N,шӑмат кун,Saturday
567,Sonntag::N,вырсарни кун,Sunday
568,groß::A,пысӑк,big
569,klein::A,пӗчӗк,little
570,lang::A,вӑрӑм,long
571,kurz::A,кӗске,short
572,breit::A,сарлака,wide
573,schmal::A,ансӑр,narrow
574,dicht::A,йӑвӑ,dense
575,dick[Gegenstand]::A,хулӑн,thick
576,dünn::A,ҫинҫе,thin
577,dünn::A,ҫӳхе,thin
578,fein::A,тарай,delicate
579,fein::A,вӗлтӗрти,delicate
580,fest::A,тӗреклӗ,firm
581,flach::A,лаптак,flat
582,glatt::A,такӑр,smooth
583,hart::A,хытӑ,hard
584,weich::A,ҫемҫе,soft
585,rund::A,ҫавра,round
586,spitz::A,шӗвӗр,pointed
587,scharf::A,ҫивӗч,sharp
588,stumpf::A,мӑка,blunt
589,stumpf::A,пуклак,blunt
590,stumpf::A,тӗрӗнчӗк,blunt
591,stumpf::A,ӑнкарусӑр,blunt
592,schwer::A,йывӑр,heavy
593,schön::A,илемлӗ,beautiful
594,heiß::A,вӗри,hot
595,warm::A,ӑшӑ,warm
596,kalt::A,сивӗ,cold
597,kühl::A,уҫӑ,cool
598,frisch::A,уҫӑ,fresh
599,feucht::A,йӗпе,damp
600,nass::A,нӳрӗ,wet
601,trocken::A,типӗ,dry
602,voll::A,тулли,full
603,leer::A,пушӑ,empty
604,offen::A,уҫӑ,open
605,geschlossen::A,хупӑ,closed
606,sauber::A,таса,clean
607,schmutzig::A,пылчӑклӑ,dirty
608,schmutzig::A,вараланчӑк,dirty
609,roh::A,чӗрӗ,raw
610,reif::A,пулнӑ,ripe
611,reif::A,пиҫӗхнӗ,ripe
612,reif::A,аталаннӑ,ripe
613,reif::A,пиҫсе ҫитнӗ,ripe
614,lecker::A,тутлӑ,delicious
615,lecker::A,техӗмлӗ,delicious
616,süß::A,пылак,sweet
617,bitter::A,йӳҫӗ,bitter
618,sauer::A,йӳҫӗ,sour
619,sauer::A,йӳҫек,sour
620,sauer::A,кӑвасак,sour
621,hell::A,ҫутӑ,bright
622,dunkel::A,тӗттӗм,dark
623,schwarz::A,хура,black
624,weiß::A,шурӑ,white
625,rot::A,хӗрлӗ,red
626,gelb::A,сарӑ,yellow
627,blau::A,кӑвак,blue
628,grün::A,симӗс,green
629,grün::A,пиҫмен,green
630,grün::A,ӑс пухман,green
631,grau::A,кӑвак,grey
632,bunt::A,чӑпар,colourful
633,bunt::A,чӑпар,colorful
634,billig::A,йӳнӗ,cheap
635,teuer::A,хаклӑ,dear
636,wertvoll::A,паха,precious
637,blind::A,суккӑр,blind
638,taub::A,хӑлхасӑр,deaf
639,kräftig::A,хӑватлӑ,powerful
640,stark::A,вирлӗ,strong
641,schwach::A,халсӑр,weak
642,fett::A,самӑр,fat
643,fett::A,мӑнтӑр,fat
644,schlank::A,йӑрӑс,slim
645,schlank::A,яштака,slim
646,hübsch::A,хитре,pretty
647,böse::A,усал,evil
648,dumm::A,ухмах,stupid
649,faul::A,наян,lazy
650,faul::A,юлхав,lazy
651,faul::A,ӳркенчӗк,lazy
652,fleißig::A,хастар,diligent
653,geizig::A,хытӑ,stingy
654,klug::A,ӑслӑ,clever
655,geschickt::A,ӑста,skilful
656,geschickt::A,ӑста,skillful
657,lieb::A,савнӑ,dear
658,lustig::A,хаваслӑ,merry
659,sanft::A,ачаш,gentle
660,hungrig::A,выҫӑ,hungry
661,krank::A,чирлӗ,sick
662,nackt::A,ҫара,naked
663,traurig::A,салхуллӑ,sad
664,lebendig::A,чӗрӗ,living
665,gut::A,аван,good
666,gut::A,лайӑх,good
667,schlecht::A,япӑх,bad
668,schlecht::A,начар,bad
669,richtig::A,тӗрӗс,correct
670,schlimm::A,йӗрӗнчӗк,nasty
671,wahr::A,чӑн,true
672,alt::A,кивӗ,old
673,neu::A,ҫӗнӗ,new
674,ehemalig::A,пулнӑ,former
675,alt[Lebewesen]::A,ватӑ,aged
676,jung::A,яш,young
677,jung::A,ҫамрӑк,young
678,arm::A,чухӑн,poor
679,reich::A,пуян,rich
680,bekannt::A,пӗлӗш,familiar
681,berühmt::A,чаплӑ,famous
682,fremd::A,ют,foreign
683,verschieden::A,расна,different
684,nah::A,ҫывӑх,near
685,nah::A,ҫывӑхри,near
686,fern::A,инҫе,far
687,fern::A,аякри,far
688,linker::A,сулахай,left
689,rechter::A,сылтӑм,right
690,anderer::A,урӑх,other
691,erster::A,пӗрремӗш,first
692,zweiter::A,иккӗмӗш,second
693,dritter::A,виҫҫӗмӗш,third
694,letzter::A,юлашки,last
695,allein::ADV,пӗччен,alone
696,auf einmal::ADV,кӗмӗрккен,at once
697,zusammen::ADV,пӗрле,together
698,lange::ADV,вӑрах,long
699,plötzlich::ADV,сасартӑк,suddenly
700,sofort::ADV,тӳрех,instantly
701,später::ADV,кайран,later
702,jetzt::ADV,халь,now
703,jetzt::ADV,халӗ,now
704,heute::ADV,паян,today
705,morgen::ADV,ыран,tomorrow
706,bald::ADV,халех,soon
707,bald::ADV,кӗҫех,soon
708,dann::ADV,унтан,then
709,gestern::ADV,ӗнер,yesterday
710,einst::ADV,пӗррехинче,once
711,damals::ADV,ун чухне,at that time
712,damals::ADV,апла пулсан,at that time
713,danach::ADV,унтан,afterwards
714,vorher::ADV,малтан,before
715,zuerst::ADV,пирвай,at first
716,einmal::ADV,пӗррехинче,once
717,manchmal::ADV,хӑш чухне,sometimes
718,oft::ADV,тӑтӑш,often
719,immer::ADV,ялан,always
720,niemals::ADV,нихӑҫан та,never
721,hier::ADV,кунта,here
722,hierhin::ADV,кунта,hither
723,hierhin::ADV,кунта,to here
724,hierhin::ADV,кунта,here
725,von hier::ADV,кунтан,hence
726,dort::ADV,унта,there
727,dort::ADV,ҫавӑнта,there
728,dorthin::ADV,унта,thither
729,dorthin::ADV,унта,there
730,dorthin::ADV,унта,to there
731,dorthin::ADV,ҫавӑнта,thither
732,dorthin::ADV,ҫавӑнта,there
733,dorthin::ADV,ҫавӑнта,to there
734,geradeaus::ADV,тикӗс,ahead
735,vorwärts::ADV,малалла,forward
736,rückwärts::ADV,хыҫала,backward
737,zurück::ADV,каялла,back
738,unten::ADV,аялта,below
739,hinab::ADV,аялта,down
740,oben::ADV,ҫӳлте,above
741,hinauf::ADV,ҫӳле,up
742,überall::ADV,таҫта та,everywhere
743,überall::ADV,пур ҫӗрте те,everywhere
744,überall::ADV,кирек ӑҫта та,everywhere
745,nicht::ADV,мар,not
746,ein wenig::ADV,пӑртак,a little
747,kaum::ADV,аран,hardly
748,sehr::ADV,питӗ,very
749,so::ADV,апла,so
750,noch::ADV,татах,still
751,nur::ADV,ҫех,only
752,schon::ADV,ӗнтӗ,already
753,wieder::ADV,каллех,again
754,vergebens::ADV,харам,in vain
755,vor::PRP,умӗнче,in front of
756,hinter::PRP,кайра,behind
757,unter::PRP,айне,under
758,unter::PRP,айӗпе,under
759,unter::PRP,айӗнче,under
760,unter::PRP,ҫитеспе,under
761,durch::PRP,витӗр,through
762,neben::PRP,патӗнче,next to
763,zwischen::PRP,хушшинче,between
764,wegen::PRP,пула,because of
765,wegen::PRP,пирки,because of
766,dies::PRN,ку,this
767,dies::PRN,ҫак,this
768,das::PRN,ҫав,that
769,alles::PRN,пурте,everything
770,alles::PRN,йӑлт,everything
771,ich::PRN,эп,I
772,du::PRN,эс,you
773,du::PRN,эс,thou
774,er::PRN,вӑл,he
