,Concept_ID,hr,be
103,Regenbogen::N,duga,вясёлка
104,Donner::N,grom,гром
105,Donner::N,grmljavina,гром
106,Strömung::N,struja,цячэнне
107,Strömung::N,strujanje,цячэнне
108,Tropfen::N,kap,кропля
109,Tropfen::N,kaplja,кропля
110,Schaum::N,pjena,пена
111,Schmutz::N,nečistoća,гразь
112,Schmutz::N,prljavština,гразь
113,See::N,jezero,возера
114,Sumpf::N,bara,багна
115,Moor::N,močvara,балота
116,Wiese::N,livada,луг
117,Wald::N,šuma,лес
118,Hügel::N,brijeg,узгорак
119,Hügel::N,brežuljak,узгорак
120,Anhöhe::N,uzvišica,узвышша
121,Berg::N,brdo,гара
122,Gipfel::N,vrh,вяршыня
123,Höhle::N,pećina,пячора
124,Höhle::N,spilja,пячора
125,Abhang::N,obronak,схіл
126,Abhang::N,nizbrdica,схіл
127,Quelle::N,izvor,крыніца
128,Quelle::N,vrelo,крыніца
129,Bach::N,potok,ручай
130,Fluss::N,rijeka,рака
131,Ufer::N,obala,бераг
132,Küste::N,obala,узбярэжжа
133,Küste::N,morska obala,узбярэжжа
134,Festland::N,kopno,суша
135,Meer::N,more,мора
136,Bucht::N,zaliv,бухта
137,Insel::N,ada,востраў
138,Insel::N,otok,востраў
139,Blume::N,cvijet,кветка
140,Gras::N,trava,трава
141,Wurzel::N,korijen,корань
142,Baum::N,drvo,дрэва
143,Baum::N,stablo,дрэва
144,Stamm::N,deblo,ствол
145,Stamm::N,stablo,ствол
146,Rinde::N,kora,кара
147,Ast::N,grana,сук
148,Zweig::N,grana,галіна
149,Blatt::N,list,ліст
150,Birke::N,breza,бяроза
151,Kiefer[Baum]::N,bor,хвоя
152,Kiefer[Baum]::N,bor,сасна
153,Weide[Baum]::N,iva,вярба
154,Weide[Baum]::N,vŕba,вярба
155,Tanne::N,jela,яліна
156,Horn::N,rog,рог
157,Feder::N,pero,пяро
158,Fell::N,koža,шкура
159,Flügel::N,krilo,крыло
160,Klaue::N,papak,кіпцюр
161,Kralle::N,pandža,лапа
162,Schwanz::N,rep,хвост
163,Ei::N,jaje,яйка
164,Nest::N,gnijezdo,гняздо
165,Bau::N,jazbina,нара
166,Tier::N,životinja,жывёла
167,Herde::N,krdo,статак
168,Herde::N,stado,статак
169,Kuh::N,krava,карова
170,Bulle::N,bik,бык
171,Pferd::N,konj,конь
172,Schaf::N,ovca,авечка
173,Schwein::N,svinja,свіння
174,Hund::N,pas,сабака
175,Hund::N,pseto,сабака
176,Katze::N,mačka,кошка
177,Bär::N,medvjed,мядзведзь
178,Eichhörnchen::N,vjeverica,вавёрка
179,Elch::N,los,лось
180,Fuchs::N,lisica,ліса
181,Hase::N,zec,заяц
182,Maus::N,miš,мыш
183,Wolf::N,vuk,воўк
184,Wolf::N,kurjak,воўк
185,Vogel::N,ptica,птах
186,Vogel::N,ptica,птушка
187,Schwarm::N,roj,чарада
188,Schwarm::N,jato,чарада
189,Huhn::N,kokoš,курыца
190,Hahn::N,kokot,певень
191,Hahn::N,pijevac,певень
192,Gans::N,guska,гусь
193,Adler::N,orao,арол
194,Ente::N,patka,качка
195,Eule::N,sova,сава
196,Kranich::N,ždral,жораў
197,Kranich::N,ždral,журавель
198,Krähe::N,vrana,варона
199,Kuckuck::N,kukavica,зязюля
200,Schwan::N,labud,лебедзь
201,Fisch::N,riba,рыба
202,Barsch::N,grgeč,акунь
203,Hecht::N,štuka,шчупак
204,Schlange[Tier]::N,guja,змяя
205,Schlange[Tier]::N,zmija,змяя
206,Wurm::N,crv,чарвяк
207,Spinne::N,pauk,павук
208,Ameise::N,mrav,мурашка
209,Laus::N,uš,вош
210,Mücke::N,komarac,камар
211,Fliege::N,muha,муха
212,Schmetterling::N,leptir,матыль
213,Beere::N,boba,ягада
214,Beere::N,bobica,ягада
215,Apfel::N,jabuka,яблык
216,Pilz::N,pečurka,грыб
217,Zwiebel::N,luk,цыбуля
218,Zwiebel::N,kapula,цыбуля
219,Saat::N,sjemenje,семя
220,Korn::N,zrno,зерне
221,Heu::N,sijeno,сена
222,Schale::N,kora,шалупінне
223,Schale::N,ljuska,шалупінне
224,Grube::N,jama,яма
225,Falle::N,zamka,пастка
226,Falle::N,klopka,пастка
227,Schlinge::N,uzao,сіло
228,Schlinge::N,petlja,сіло
229,Spur::N,trag,след
230,Spur::N,slijed,след
231,Asche::N,pepeo,попел
232,Dreck::N,blato,бруд
233,Eisen::N,željezo,жалеза
234,Gold::N,zlato,золата
235,Silber::N,srebro,сребра
236,Kohle::N,ugalj,вугаль
237,Kohle::N,ugljen,вугаль
238,Glas::N,staklo,шкло
239,Lehm::N,glina,гліна
240,Lehm::N,ilovača,гліна
241,Sand::N,pijesak,пясок
242,Mensch::N,čovjek,чалавек
243,Mann::N,muškarac,мужчына
244,Frau::N,žena,жанчына
245,Kind::N,čedo,дзіця
246,Kind::N,dijete,дзіця
247,Junge::N,momče,хлопчык
248,Junge::N,dječak,хлопчык
249,Mädchen::N,djevojka,дзяўчынка
250,Mädchen::N,djevojčica,дзяўчынка
251,Familie::N,obitelj,сямʼя
252,Familie::N,porodica,сямʼя
253,Großvater::N,djed,дзядуля
254,Großmutter::N,baka,бабуля
255,Eltern::N,roditelji,бацькі
256,Vater::N,otac,бацька
257,Mutter::N,majka,маці
258,Sohn::N,sin,сын
259,Tochter::N,kći,дачка
260,Tochter::N,kćerka,дачка
261,Bruder::N,brat,брат
262,Schwester::N,sestra,сястра
263,Onkel::N,čika,дзядзька
264,Onkel::N,ujak,дзядзька
265,Tante::N,ujna,цётка
266,Tante::N,tetka,цётка
267,Ehemann::N,muž,муж
268,Ehemann::N,suprug,муж
269,Ehefrau::N,žena,жонка
270,Ehefrau::N,supruga,жонка
271,Freude::N,radost,радасць
272,Gelächter::N,grohot,смех
273,Glück::N,sreća,шчасце
274,Kummer::N,jad,гора
275,Kummer::N,briga,гора
276,Wunsch::N,želja,жаданне
277,Lust::N,volja,цяга
278,Geist::N,duh,дух
279,Gedanke::N,misao,думка
280,Gedächtnis::N,pamćenje,памяць
281,Verstand::N,um,розум
282,Verstand::N,razum,розум
283,Sinn::N,smisao,сэнс
284,Sinn::N,značenje,сэнс
285,Grund::N,razlog,зачэпка
286,Wahrheit::N,istina,праўда
287,Gespräch::N,razgovor,размова
288,Märchen::N,bajka,казка
289,Erzählung::N,priča,расказ
290,Erzählung::N,priča,апавяданне
291,Erzählung::N,pripovijest,расказ
292,Erzählung::N,pripovijest,апавяданне
293,Nachricht::N,vijest,вестка
294,Nachricht::N,vijest,паведамленне
295,Neuigkeit::N,novost,навіна
296,Name::N,ime,імя
297,Rätsel::N,zagonetka,загадка
298,Rede::N,govor,прамова
299,Rede::N,besjeda,прамова
300,Sprache::N,jezik,мова
301,Stimme::N,glas,голас
302,Wort::N,riječ,слова
303,Zeichen::N,znak,знак
304,Ruf::N,povik,кліч
305,Ruf::N,poklik,кліч
306,Lärm::N,buka,шум
307,Lärm::N,galama,шум
308,Laut::N,zvuk,гук
309,Ton::N,ton,гучанне
310,Lied::N,pjesma,песня
311,Ruhe::N,tišina,спакой
312,Ruhe::N,počinak,спакой
313,Leute::N,ljudi,людзі
314,Volk::N,puk,народ
315,Volk::N,narod,народ
316,Arbeit::N,rad,праца
317,Arbeit::N,rad,работа
318,Arbeit::N,posao,праца
319,Arbeit::N,posao,работа
320,Gast::N,gost,госць
321,Geschenk::N,dar,падарунак
322,Geschenk::N,poklon,падарунак
323,Spiel::N,igra,гульня
324,Gesellschaft::N,društvo,таварыства
325,Gesellschaft::N,kompanija,таварыства
326,Hilfe::N,pomoć,дапамога
327,Freund::N,prijatelj,друг
328,Freund::N,prijatelj,сябар
329,Kamerad::N,drug,прыяцель
330,Kamerad::N,drugar,прыяцель
331,Angelegenheit::N,posao,справа
332,Anzahl::N,broj,колькасць
333,Anzahl::N,brojnost,колькасць
334,Art::N,vid,від
335,Art::N,vrst,від
336,Stück::N,komad,кусок
337,Stück::N,komad,кавалак
338,Teil::N,dio,частка
339,Hälfte::N,polovina,палова
340,Hälfte::N,polovina,палавіна
341,Kreis::N,krug,круг
342,Kreuz::N,križ,крыж
343,Linie::N,crta,лінія
344,Strich::N,crta,рыса
345,Abstand::N,razmak,прамежак
346,Abstand::N,odstojanje,прамежак
347,Entfernung::N,udaljenost,адлегласць
348,Gegend::N,kraj,мясцовасць
349,Gegend::N,predeo,мясцовасць
350,Platz::N,mjesto,месца
351,Ort::N,mjesto,месца
352,Seite::N,bok,бок
353,Seite::N,strana,бок
354,Mitte::N,sredina,сярэдзіна
355,Gegenstand::N,predmet,прадмет
356,Sache::N,posao,рэч
357,Rand::N,rub,край
358,Rand::N,kraj,край
359,Kante::N,brid,руб
360,Kante::N,brid,кант
361,Kante::N,ivica,руб
362,Kante::N,ivica,кант
363,Ecke::N,ugao,вугал
364,Spitze::N,vrh,кончык
365,Spitze::N,šiljak,кончык
366,Ende::N,konac,канец
367,Loch::N,rupa,дзірка
368,Winkel::N,kut,вугал
369,Winkel::N,ugao,вугал
370,Muster::N,uzor,узор
371,Größe::N,veličina,памер
372,Länge::N,duljina,даўжыня
373,Höhe::N,visina,вышыня
374,Gewicht::N,težina,вага
375,Menge::N,mnoštvo,колькасць
376,Menge::N,količina,колькасць
377,Haufen::N,hrpa,куча
378,Haufen::N,gomila,куча
379,Reihe::N,red,рад
380,Boot::N,čun,лодка
381,Boot::N,čamac,лодка
382,Ruder::N,veslo,вясло
383,Schlitten::N,saone,сані
384,Ski::N,ski,лыжа
385,Ski::N,smučka,лыжа
386,Lagerfeuer::N,logorska vatra,вогнішча
387,Last::N,tovar,цяжар
388,Gang::N,hod,ход
389,Schritt::N,korak,шаг
390,Schritt::N,korak,крок
391,Norden::N,sjever,поўнач
392,Süden::N,jug,поўдзень
393,Westen::N,zapad,захад
394,Osten::N,istok,усход
395,Holz::N,drvo,дрэва
396,Holz::N,drvo,драўніна
397,Brett::N,daska,дошка
398,Platte::N,ploča,пліта
399,Stütze::N,potpora,падпорка
400,Stange::N,motka,жэрдка
401,Stock::N,štap,палка
402,Stock::N,palica,палка
403,Stab::N,štap,шост
404,Stab::N,šipka,шост
405,Rohr::N,cijev,труба
406,Haus::N,kuća,дом
407,Heim::N,dom,дом
408,Heim::N,dom,хата
409,Ofen::N,peć,печ
410,Fußboden::N,pod,падлога
411,Tisch::N,stol,стол
412,Tisch::N,trpeza,стол
413,Stuhl::N,stolac,стул
414,Stuhl::N,stolac,крэсла
415,Stuhl::N,stolica,стул
416,Stuhl::N,stolica,крэсла
417,Wiege::N,kolijevka,калыска
418,Bett::N,krevet,ложак
419,Bett::N,krevet,пасцель
420,Bett::N,postelja,ложак
421,Bett::N,postelja,пасцель
422,Regal::N,polica,паліца
423,Kiste::N,sanduk,скрынка
424,Fenster::N,prozor,акно
425,Tür::N,vrata,дзверы
426,Tor::N,vrata,вароты
427,Tor::N,kapija,вароты
428,Zaun::N,plot,агароджа
429,Zaun::N,ograda,агароджа
430,Dach::N,krov,дах
431,Leiter::N,ljestve,лесвіца
432,Leiter::N,ljestvice,лесвіца
433,Besen::N,metla,мятла
434,Spaten::N,ašov,лапата
435,Spaten::N,ašov,жалязняк
436,Schaufel::N,lopata,шуфлік
437,Schaufel::N,lopata,лапатка
438,Gabel::N,viljuška,відэлец
439,Löffel::N,žlica,лыжка
440,Messer::N,nož,нож
441,Nagel::N,čavao,цвік
442,Netz::N,mreža,сетка
443,Haken::N,kuka,крук
444,Griff::N,držak,ручка
445,Griff::N,ručica,ручка
446,Schloss::N,brava,замок
447,Bild::N,slika,карціна
448,Figur::N,figura,фігура
449,Puppe::N,lutka,лялька
450,Beutel::N,kesa,мяшок
451,Bündel::N,snop,вязка
452,Bündel::N,svežanj,вязка
453,Tasche::N,torba,торба
454,Tasche::N,taška,торба
455,Eimer::N,kabao,вядро
456,Deckel::N,poklopac,накрыўка
457,Geschirr::N,suđe,пасуда
458,Geschirr::N,posuđe,пасуда
459,Sack::N,džak,мех
460,Sack::N,vreća,мех
461,Tasse::N,šalica,кубак
462,Topf::N,lonac,каструля
463,Kessel::N,kazan,кацёл
464,Essen::N,obrok,ежа
465,Nahrung::N,hrana,харч
466,Speise::N,jelo,страва
467,Fleisch::N,meso,мяса
468,Getreide::N,žito,збожжа
469,Getreide::N,žitarice,збожжа
470,Brei::N,kaša,каша
471,Brot::N,kruh,хлеб
472,Scheibe::N,kriška,луста
473,Scheibe::N,kriška,скібка
474,Fett::N,mast,тлушч
475,Fett::N,salo,тлушч
476,Butter::N,buter,масла
477,Butter::N,maslac,масла
478,Öl::N,ulje,алей
479,Salz::N,sol,соль
480,Suppe::N,supa,суп
481,Honig::N,med,мёд
482,Milch::N,mlijeko,малако
483,Tee::N,čaj,чай
484,Tee::N,čaj,гарбата
485,Leder::N,koža,скура
486,Wolle::N,vuna,воўна
487,Stoff::N,štof,тканіна
488,Stoff::N,tkanina,тканіна
489,Nadel::N,igla,іголка
490,Faden::N,nit,нітка
491,Faden::N,konac,нітка
492,Knopf::N,dugme,гузік
493,Knoten::N,čvor,вузел
494,Knoten::N,uzao,вузел
495,Farbe::N,farba,фарба
496,Kleidung::N,odjeća,адзенне
497,Hemd::N,košulja,кашуля
498,Kragen::N,ovratnik,каўнер
499,Ärmel::N,rukav,рукаў
500,Hose::N,hlače,штаны
501,Gürtel::N,pas,пояс
502,Gürtel::N,pojas,пояс
503,Mütze::N,kapa,шапка
504,Schuh::N,cipela,чаравік
505,Stiefel::N,čizma,бот
506,Ring::N,prsten,кольца
507,Band::N,vrpca,стужка
508,Kamm::N,češalj,расчоска
509,Spiegel::N,zrcalo,люстра
510,Spiegel::N,ogledalo,люстра
511,Riemen::N,kaiš,рэмень
512,Riemen::N,remen,рэмень
513,Schnur::N,vrpca,вяроўка
514,Leine::N,uzica,павадок
515,Decke::N,ćebe,коўдра
516,Decke::N,pokrivač,коўдра
517,Kissen::N,jastuk,падушка
518,Tuch::N,rubac,хустка
519,Tuch::N,marama,хустка
520,Handtuch::N,ručnik,ручнік
521,Kraft::N,snaga,сіла
522,Stärke::N,jakost,моц
523,Gesundheit::N,zdravlje,здароўе
524,Krankheit::N,bolest,хвароба
525,Schmerz::N,bol,боль
526,Wunde::N,rana,рана
527,Fieber::N,groznica,гарачка
528,Fieber::N,groznica,ліхаманка
529,Arznei::N,lijek,лекі
530,Brücke::N,most,мост
531,Brücke::N,ćuprija,мост
532,Brunnen::N,bunar,калодзеж
533,Brunnen::N,zdenac,калодзеж
534,Weide::N,paša,паша
535,Weide::N,pašnjak,паша
536,Pfad::N,staza,сцежка
537,Weg::N,put,шлях
538,Weg::N,put,дарога
539,Straße::N,drum,вуліца
540,Straße::N,cesta,вуліца
541,Dorf::N,selo,вёска
542,Stadt::N,grad,горад
543,Stadt::N,varoš,горад
544,Brief::N,list,ліст
545,Brief::N,list,пісьмо
546,Brief::N,pismo,ліст
547,Brief::N,pismo,пісьмо
548,Buch::N,knjiga,кніга
549,Buchstabe::N,slovo,літара
550,Zeitung::N,novine,газета
551,Leben::N,život,жыццё
552,Tod::N,smrt,смерць
553,Grab::N,raka,магіла
554,Kirche::N,crkva,касцёл
555,Kirche::N,crkva,царква
556,Sünde::N,grijeh,грэх
557,Gott::N,bog,бог
558,Arbeiter::N,radnik,рабочы
559,Chef::N,šef,начальнік
560,Meister::N,majstor,майстар
561,Arzt::N,liječnik,урач
562,Lehrer::N,učitelj,настаўнік
563,Geld::N,novac,грошы
564,Geschäft::N,posao,заняцце
565,Geschäft::N,trgovina,заняцце
566,Laden::N,dućan,крама
567,Laden::N,dućan,магазін
568,Preis::N,cijena,цана
569,Ware::N,roba,тавар
570,Nutzen::N,korist,выгада
571,Reichtum::N,bogatstvo,багацце
572,Welt::N,svijet,свет
573,Land::N,zemlja,краіна
574,Staat::N,država,дзяржава
575,König::N,kralj,кароль
576,Macht::N,moć,улада
577,Macht::N,vlast,улада
578,Grenze::N,granica,граніца
579,Krieg::N,rat,вайна
580,Feind::N,neprijatelj,вораг
581,Gewalt::N,sila,насілле
582,Gewalt::N,nasilje,насілле
583,Kampf::N,boj,барацьба
584,Kampf::N,borba,барацьба
585,Bogen[Waffe]::N,luk,лук
586,Pfeil::N,strijela,страла
587,Gewehr::N,puška,ружжо
588,Fehler::N,pogreška,памылка
589,Fehler::N,griješka,памылка
590,Lüge::N,laž,хлусня
591,Schaden::N,šteta,шкода
592,Unglück::N,nesreća,ліха
593,Unglück::N,nesreća,бядота
594,Schuld::N,krivnja,віна
595,Alter::N,dob,узрост
596,Schluss::N,kraj,канец
597,Schluss::N,konac,канец
598,Zeit::N,doba,час
599,Zeit::N,vrijeme,час
600,Tag::N,dan,дзень
601,Morgen::N,jutro,ранак
602,Morgen::N,jutro,раніца
603,Mittag::N,podne,паўдня
604,Mittag::N,podne,поўдзень
605,Abend::N,veče,вечар
606,Abend::N,večer,вечар
607,Nacht::N,noć,ноч
608,Woche::N,sedmica,тыдзень
609,Monat::N,mjesec,месяц
610,Jahr::N,godina,год
611,Frühling::N,proljeće,вясна
612,Sommer::N,ljeto,лета
613,Herbst::N,jesen,восень
614,Winter::N,zima,зіма
615,Januar::N,januar,студзень
616,Januar::N,siječanj,студзень
617,Februar::N,veljača,люты
618,Februar::N,februar,люты
619,März::N,mart,сакавік
620,März::N,ožujak,сакавік
621,April::N,april,красавік
622,April::N,travanj,красавік
623,Mai::N,maj,май
624,Mai::N,maj,травень
625,Mai::N,svibanj,май
626,Mai::N,svibanj,травень
627,Juni::N,juni,чэрвень
628,Juni::N,lipanj,чэрвень
629,Juli::N,juli,ліпень
630,Juli::N,srpanj,ліпень
631,August::N,august,жнівень
632,August::N,kolovoz,жнівень
633,September::N,rujan,верасень
634,September::N,septembar,верасень
635,Oktober::N,oktobar,кастрычнік
636,Oktober::N,listopad,кастрычнік
637,November::N,studeni,лістапад
638,November::N,novembar,лістапад
639,Dezember::N,prosinac,снежань
640,Montag::N,ponedjeljak,панядзелак
641,Montag::N,ponedjeljnik,панядзелак
642,Dienstag::N,utorak,аўторак
643,Dienstag::N,utornik,аўторак
644,Mittwoch::N,srijeda,серада
645,Donnerstag::N,četvrtak,чацвер
646,Freitag::N,petak,пятніца
647,Samstag::N,subota,субота
648,Sonntag::N,nedjelja,нядзеля
649,groß::A,velik,вялікі
650,klein::A,mali,маленькі
651,klein::A,malen,маленькі
652,lang::A,dug,доўгі
653,lang::A,dugačak,доўгі
654,kurz::A,kratak,кароткі
655,breit::A,širok,шырокі
656,schmal::A,uski,вузкі
657,schmal::A,uzak,вузкі
658,dicht::A,gust,густы
659,dick[Gegenstand]::A,debeo,тоўсты
660,dünn::A,tanak,тонкі
661,fein::A,fin,тонкі
662,fein::A,tanak,тонкі
663,fest::A,čvrst,моцны
664,flach::A,ravan,плоскі
665,flach::A,plosnat,плоскі
666,glatt::A,gladak,гладкі
667,hart::A,tvrd,цвёрды
668,weich::A,mek,мяккі
669,weich::A,mekan,мяккі
670,rund::A,okrugao,круглы
671,spitz::A,oštar,спічасты
672,spitz::A,oštar,востраканцовы
673,spitz::A,šiljast,спічасты
674,spitz::A,šiljast,востраканцовы
675,scharf::A,oštar,востры
676,scharf::A,bridak,востры
677,stumpf::A,tup,тупы
678,schwer::A,težak,цяжкі
679,schön::A,krasan,прыгожы
680,heiß::A,vruć,гарачы
681,warm::A,topao,цёплы
682,kalt::A,hladan,холадны
683,kühl::A,hladan,халаднаваты
684,frisch::A,svjež,свежы
685,feucht::A,vlažan,вільготны
686,nass::A,mokar,мокры
687,trocken::A,suh,сухі
688,voll::A,pun,поўны
689,leer::A,prazan,пусты
690,offen::A,otvoren,адкрыты
691,offen::A,otvoren,адчынены
692,geschlossen::A,zatvoren,закрыты
693,geschlossen::A,zatvoren,зачынены
694,sauber::A,čist,чысты
695,schmutzig::A,nečist,брудны
696,schmutzig::A,blatan,брудны
697,roh::A,sirov,сыры
698,reif::A,zreo,спелы
699,lecker::A,tečan,смачны
700,lecker::A,ukusan,смачны
701,süß::A,sladak,салодкі
702,bitter::A,gorak,горкі
703,sauer::A,kiseo,кіслы
704,hell::A,vedar,светлы
705,hell::A,svijetao,светлы
706,dunkel::A,taman,цёмны
707,schwarz::A,crn,чорны
708,weiß::A,bio,белы
709,weiß::A,bijel,белы
710,rot::A,crven,чырвоны
711,gelb::A,žut,жоўты
712,blau::A,plav,сіні
713,blau::A,modar,сіні
714,grün::A,zelen,зялёны
715,grau::A,siv,шэры
716,bunt::A,šaren,пяресты
717,billig::A,jeftin,танны
718,teuer::A,skup,дарагі
719,wertvoll::A,vrijedan,цэнны
720,wertvoll::A,vrijedan,каштоўны
721,wertvoll::A,dragocjen,цэнны
722,wertvoll::A,dragocjen,каштоўны
723,blind::A,slijep,сляпы
724,taub::A,gluh,глухі
725,kräftig::A,snažan,магутны
726,stark::A,jak,сільны
727,stark::A,snažan,сільны
728,schwach::A,slab,слабы
729,fett::A,pretio,тлусты
730,schlank::A,vitak,стройны
731,hübsch::A,zgodan,чароўны
732,böse::A,zao,злы
733,böse::A,opak,злы
734,dumm::A,glup,дурны
735,faul::A,lijen,лянівы
736,fleißig::A,radin,руплівы
737,fleißig::A,marljiv,руплівы
738,geizig::A,škrt,прагны
739,klug::A,razborit,разумны
740,geschickt::A,vješt,умелы
741,lieb::A,drag,мілы
742,lustig::A,veseo,вясёлы
743,sanft::A,blag,ласкавы
744,hungrig::A,gladan,галодны
745,krank::A,bolestan,хворы
746,nackt::A,nag,голы
747,traurig::A,tužan,сумны
748,traurig::A,žalostan,сумны
749,lebendig::A,živ,жывы
750,gut::A,dobar,добры
751,schlecht::A,loš,кепскі
752,schlecht::A,rđav,кепскі
753,richtig::A,tačan,правільны
754,richtig::A,ispravan,правільны
755,schlimm::A,zao,агідны
756,schlimm::A,zločest,агідны
757,wahr::A,istinit,сапраўдны
758,alt::A,star,стары
759,neu::A,nov,новы
760,ehemalig::A,bivši,былы
761,alt[Lebewesen]::A,star,стары
762,jung::A,mlad,малады
763,arm::A,ubog,бедны
764,arm::A,siromašan,бедны
765,reich::A,bogat,багаты
766,bekannt::A,poznat,знаёмы
767,berühmt::A,čuven,славуты
768,berühmt::A,slavan,славуты
769,fremd::A,tuđ,чужы
770,fremd::A,stran,чужы
771,verschieden::A,razan,розны
772,verschieden::A,različan,розны
773,nah::A,blizak,блізкі
774,fern::A,dalek,далёкі
775,fern::A,daljnji,далёкі
776,linker::A,lijevi,левы
777,rechter::A,desni,правы
778,anderer::A,drugi,іншы
779,anderer::A,drugi,другі
780,anderer::A,drugačiji,іншы
781,anderer::A,drugačiji,другі
782,erster::A,prvi,першы
783,zweiter::A,drugi,другі
784,dritter::A,treći,трэці
785,letzter::A,zadnji,апошні
786,allein::ADV,sam,сам
787,allein::ADV,sam,адзін
788,auf einmal::ADV,istodobno,адразу
789,zusammen::ADV,skupa,разам
790,zusammen::ADV,zajedno,разам
791,lange::ADV,dugo,доўга
792,plötzlich::ADV,naglo,раптам
793,plötzlich::ADV,iznenada,раптам
794,sofort::ADV,odmah,зараз
795,später::ADV,kasnije,пазней
796,jetzt::ADV,sad,цяпер
797,jetzt::ADV,sada,цяпер
798,heute::ADV,danas,сёння
799,morgen::ADV,sutra,заўтра
800,bald::ADV,skoro,хутка
801,bald::ADV,skoro,неўзабаве
802,bald::ADV,doskora,хутка
803,bald::ADV,doskora,неўзабаве
804,dann::ADV,zatim,потым
805,gestern::ADV,juče,учора
806,gestern::ADV,jučer,учора
807,einst::ADV,negda,аднойчы
808,einst::ADV,nekada,аднойчы
809,damals::ADV,tada,тады
810,damals::ADV,onda,тады
811,danach::ADV,poslije,затым
812,danach::ADV,nakon toga,затым
813,vorher::ADV,prije,раней
814,vorher::ADV,prije toga,раней
815,zuerst::ADV,prvo,спярша
816,zuerst::ADV,prvo,спачатку
817,zuerst::ADV,najprije,спярша
818,zuerst::ADV,najprije,спачатку
819,einmal::ADV,jednom,адзін раз
820,einmal::ADV,jedanput,адзін раз
821,manchmal::ADV,katkad,часам
822,manchmal::ADV,katkada,часам
823,oft::ADV,često,часта
824,immer::ADV,vazda,заўсёды
825,immer::ADV,uvijek,заўсёды
826,niemals::ADV,nikad,ніколі
827,niemals::ADV,nikada,ніколі
828,hier::ADV,tu,тут
829,hier::ADV,ovdje,тут
830,hierhin::ADV,amo,сюды
831,hierhin::ADV,ovamo,сюды
