,Concept_ID,be,xal
182,Spinne::N,павук,аралҗн
183,Ameise::N,мурашка,шорһлҗн
184,Laus::N,вош,бөөсн
185,Mücke::N,камар,бөкүн
186,Fliege::N,муха,батхн
187,Schmetterling::N,матыль,эрвәкә
188,Beere::N,ягада,бөөлҗрһн
189,Apfel::N,яблык,альмн
190,Pilz::N,грыб,теңгрин ки
191,Zwiebel::N,цыбуля,мәңгрснә толһа
192,Saat::N,семя,буудян экн
193,Korn::N,зерне,экн
194,Heu::N,сена,өвсн
195,Schale::N,шалупінне,хальсн
196,Grube::N,яма,нүкн
197,Falle::N,пастка,урх
198,Falle::N,пастка,хавх
199,Schlinge::N,сіло,бүтү
200,Spur::N,след,мөр
201,Asche::N,попел,үмсн
202,Dreck::N,бруд,бальчг
203,Eisen::N,жалеза,төмр
204,Gold::N,золата,алтн
205,Silber::N,сребра,мөңгн
206,Silber::N,сребра,цаһан мөңгн
207,Kohle::N,вугаль,нүүрсн
208,Glas::N,шкло,шил
209,Lehm::N,гліна,шавр
210,Sand::N,пясок,элсн
211,Mensch::N,чалавек,күн
212,Mensch::N,чалавек,күмн
213,Mann::N,мужчына,эр
214,Frau::N,жанчына,күүкд күн
215,Kind::N,дзіця,үрн
216,Junge::N,хлопчык,көвүн
217,Mädchen::N,дзяўчынка,бичкн күүкн
218,Familie::N,сямʼя,бүл
219,Großvater::N,дзядуля,өвк эцк
220,Großvater::N,дзядуля,наһц эцк
221,Großmutter::N,бабуля,эмг эк
222,Großmutter::N,бабуля,наһц эк
223,Eltern::N,бацькі,эк эцк хойр
224,Vater::N,бацька,эцк
225,Mutter::N,маці,эк
226,Sohn::N,сын,көвүн
227,Tochter::N,дачка,күүкн
228,Bruder::N,брат,дү көвүн
229,Schwester::N,сястра,эгч
230,Schwester::N,сястра,дү күүкн
231,Onkel::N,дзядзька,авһ
232,Onkel::N,дзядзька,наһцх
233,Tante::N,цётка,наһц эгч
234,Ehemann::N,муж,залу
235,Ehefrau::N,жонка,гергн
236,Freude::N,радасць,байр
237,Gelächter::N,смех,инәдн
238,Glück::N,шчасце,җирһл
239,Glück::N,шчасце,сәәхн җирһл
240,Kummer::N,гора,зовлң
241,Wunsch::N,жаданне,дурн
242,Lust::N,цяга,җилвтлһн
243,Geist::N,дух,зөрг
244,Gedanke::N,думка,ухан
245,Gedächtnis::N,памяць,чееҗин тодлвр
246,Verstand::N,розум,ухан
247,Sinn::N,сэнс,учр-утх
248,Grund::N,зачэпка,учр
249,Grund::N,зачэпка,шалтан
250,Wahrheit::N,праўда,үнн
251,Gespräch::N,размова,күүндвүр
252,Märchen::N,казка,тууль
253,Erzählung::N,расказ,келвр
254,Erzählung::N,апавяданне,келвр
255,Nachricht::N,вестка,медүллһн
256,Nachricht::N,паведамленне,медүллһн
257,Neuigkeit::N,навіна,зәңг
258,Name::N,імя,нерн
259,Rätsel::N,загадка,тәәлвртә тууль
260,Rede::N,прамова,келлһн
261,Sprache::N,мова,келн
262,Stimme::N,голас,дун
263,Wort::N,слова,үг
264,Zeichen::N,знак,темдг
265,Ruf::N,кліч,дуудлһн
266,Lärm::N,шум,шууган
267,Laut::N,гук,ә
268,Ton::N,гучанне,дун
269,Lied::N,песня,дун
270,Ruhe::N,спакой,амулң
271,Leute::N,людзі,әмтн
272,Volk::N,народ,улс
273,Arbeit::N,праца,көдлмш
274,Arbeit::N,работа,көдлмш
275,Gast::N,госць,гиич
276,Geschenk::N,падарунак,белг
277,Spiel::N,гульня,наадн
278,Gesellschaft::N,таварыства,олн
279,Hilfe::N,дапамога,нөкд
280,Freund::N,друг,иньг
281,Freund::N,сябар,иньг
282,Kamerad::N,прыяцель,үр
283,Angelegenheit::N,справа,керг
284,Anzahl::N,колькасць,то
285,Art::N,від,зүүл
286,Stück::N,кусок,хусг
287,Stück::N,кавалак,хусг
288,Teil::N,частка,хүв
289,Hälfte::N,палова,өрәл
290,Hälfte::N,палавіна,өрәл
291,Kreis::N,круг,төгрг
292,Kreuz::N,крыж,кирс
293,Linie::N,лінія,зурасн
294,Strich::N,рыса,татасн
295,Abstand::N,прамежак,зә
296,Entfernung::N,адлегласць,һазр
297,Gegend::N,мясцовасць,һазр
298,Platz::N,месца,зә
299,Ort::N,месца,бәәрн
300,Seite::N,бок,тал
301,Seite::N,бок,хаҗу
302,Seite::N,бок,хәврһ
303,Mitte::N,сярэдзіна,дунд
304,Gegenstand::N,прадмет,юмн
305,Sache::N,рэч,юмн
306,Rand::N,край,зах
307,Kante::N,руб,ирмәг
308,Kante::N,кант,ирмәг
309,Ecke::N,вугал,өнцг
310,Spitze::N,кончык,үзүр
311,Ende::N,канец,үзүр
312,Loch::N,дзірка,хаһрха
313,Winkel::N,вугал,булң
314,Muster::N,узор,намч
315,Größe::N,памер,кемҗән
316,Länge::N,даўжыня,ут
317,Höhe::N,вышыня,өндр
318,Gewicht::N,вага,күнд
319,Gewicht::N,вага,чиңнүр
320,Menge::N,колькасць,ик
321,Haufen::N,куча,ова
322,Reihe::N,рад,зерг
323,Reihe::N,рад,зерглән
324,Boot::N,лодка,оңһц
325,Ruder::N,вясло,хәәв
326,Schlitten::N,сані,цан
327,Ski::N,лыжа,лыҗ
328,Lagerfeuer::N,вогнішча,костёр
329,Last::N,цяжар,күнд
330,Gang::N,ход,йовлһн
331,Schritt::N,шаг,ишкм
332,Schritt::N,крок,ишкм
333,Norden::N,поўнач,ар үзг
334,Süden::N,поўдзень,өмн
335,Süden::N,поўдзень,өмн үзг
336,Westen::N,захад,барун
337,Westen::N,захад,барун үзг
338,Osten::N,усход,зүн
339,Osten::N,усход,зүн үзг
340,Holz::N,дрэва,модн
341,Holz::N,драўніна,модн
342,Brett::N,дошка,харһа
343,Platte::N,пліта,хавтха чолун
344,Stütze::N,падпорка,тулг
345,Stange::N,жэрдка,уньн
346,Stock::N,палка,модн
347,Stab::N,шост,шуург
348,Rohr::N,труба,турва
349,Haus::N,дом,гер
350,Heim::N,дом,гер-бул
351,Heim::N,хата,гер-бул
352,Ofen::N,печ,беш
353,Fußboden::N,падлога,девскр
354,Tisch::N,стол,ширә
355,Stuhl::N,стул,стул
356,Stuhl::N,крэсла,стул
357,Wiege::N,калыска,өлгә
358,Wiege::N,калыска,дүүҗң
359,Bett::N,ложак,орн
360,Bett::N,ложак,орндг
361,Bett::N,пасцель,орн
362,Bett::N,пасцель,орндг
363,Regal::N,паліца,таг
364,Regal::N,паліца,тәвц
365,Kiste::N,скрынка,яршг
366,Fenster::N,акно,терз
367,Tür::N,дзверы,үүдн
368,Tor::N,вароты,үүдн
369,Tor::N,вароты,өргн үүдн
370,Tor::N,вароты,хашан үүдн
371,Zaun::N,агароджа,хаша
372,Dach::N,дах,деевр
373,Leiter::N,лесвіца,шат
374,Leiter::N,лесвіца,давшур
375,Besen::N,мятла,сәвүр
376,Spaten::N,лапата,күрз
377,Spaten::N,жалязняк,күрз
378,Schaufel::N,шуфлік,совг
379,Schaufel::N,лапатка,совг
380,Gabel::N,відэлец,серә
381,Löffel::N,лыжка,ухр
382,Messer::N,нож,утх
383,Nagel::N,цвік,хадасн
384,Netz::N,сетка,гөлм
385,Haken::N,крук,дегә
386,Griff::N,ручка,иш
387,Griff::N,ручка,бәрүл
388,Schloss::N,замок,оньс
389,Bild::N,карціна,зург
390,Figur::N,фігура,фигур
391,Puppe::N,лялька,наадһа
392,Beutel::N,мяшок,мишг
393,Bündel::N,вязка,багла
394,Bündel::N,вязка,боодһа
395,Tasche::N,торба,сумк
396,Eimer::N,вядро,суулһ
397,Deckel::N,накрыўка,бүркәсн
398,Geschirr::N,пасуда,сав
399,Geschirr::N,пасуда,сав-сарх
400,Sack::N,мех,мишг
401,Tasse::N,кубак,ааһ
402,Topf::N,каструля,кастрюль
403,Kessel::N,кацёл,хәәсн
404,Essen::N,ежа,зоогллһн
405,Nahrung::N,харч,теҗәл
406,Speise::N,страва,хот
407,Fleisch::N,мяса,махн
408,Getreide::N,збожжа,хот болҗ эдлгддг цецгүдтә урһмл
409,Brei::N,каша,хаш
410,Brot::N,хлеб,өдмг
411,Scheibe::N,луста,зүсм
412,Scheibe::N,скібка,зүсм
413,Fett::N,тлушч,өөкн
414,Butter::N,масла,тосн
415,Öl::N,алей,тосн
416,Salz::N,соль,давсн
417,Suppe::N,суп,шөлн
418,Honig::N,мёд,бал
419,Milch::N,малако,үсн
420,Tee::N,чай,цә
421,Tee::N,гарбата,цә
422,Leder::N,скура,арсн
423,Wolle::N,воўна,утцн
424,Wolle::N,воўна,эд
425,Stoff::N,тканіна,эд
426,Nadel::N,іголка,зүн
427,Faden::N,нітка,утцн
428,Knopf::N,гузік,товч
429,Knoten::N,вузел,зәңгдә
430,Farbe::N,фарба,будг
431,Kleidung::N,адзенне,хувцн
432,Kleidung::N,адзенне,хувц-хунр
433,Hemd::N,кашуля,киилг
434,Kragen::N,каўнер,зах
435,Ärmel::N,рукаў,ханцн
436,Hose::N,штаны,шалвур
437,Gürtel::N,пояс,бүс
438,Mütze::N,шапка,махла
439,Schuh::N,чаравік,башмгуд
440,Stiefel::N,бот,һосн
441,Ring::N,кольца,билцг
442,Band::N,стужка,лент
443,Kamm::N,расчоска,сам
444,Spiegel::N,люстра,толь
445,Riemen::N,рэмень,бүс
446,Schnur::N,вяроўка,деесн
447,Leine::N,павадок,бурнтг
448,Leine::N,павадок,нохан көтлвр
449,Decke::N,коўдра,көнҗл
450,Kissen::N,падушка,дер
451,Tuch::N,хустка,альчур
452,Handtuch::N,ручнік,полотенц
453,Handtuch::N,ручнік,һар-нүүрин альчур
454,Kraft::N,сіла,күчн
455,Stärke::N,моц,чидл
456,Gesundheit::N,здароўе,эрүл-менд
457,Krankheit::N,хвароба,өвчн
458,Schmerz::N,боль,өвдлһн
459,Wunde::N,рана,шав
460,Fieber::N,гарачка,безг
461,Fieber::N,ліхаманка,безг
462,Arznei::N,лекі,эм
463,Brücke::N,мост,тагт
464,Brunnen::N,калодзеж,худг
465,Weide::N,паша,малын идг
466,Pfad::N,сцежка,цувг
467,Weg::N,шлях,хаалһ
468,Weg::N,дарога,хаалһ
469,Straße::N,вуліца,зам
470,Dorf::N,вёска,хотн
471,Stadt::N,горад,балһсн
472,Brief::N,ліст,бичг
473,Brief::N,пісьмо,бичг
474,Buch::N,кніга,дегтр
475,Buchstabe::N,літара,үзг
476,Zeitung::N,газета,газет
477,Leben::N,жыццё,җирһл
478,Tod::N,смерць,үкл
479,Tod::N,смерць,өңгрлһн
480,Grab::N,магіла,оршалһна нүкн
481,Kirche::N,касцёл,чонҗ
482,Kirche::N,царква,чонҗ
483,Sünde::N,грэх,нүл
484,Sünde::N,грэх,килнц
485,Gott::N,бог,бурхн
486,Arbeiter::N,рабочы,көдлмшч
487,Chef::N,начальнік,толһач
488,Meister::N,майстар,урн
489,Arzt::N,урач,эмч
490,Lehrer::N,настаўнік,багш
491,Geld::N,грошы,мөңгн
492,Geschäft::N,заняцце,көдлмш
493,Laden::N,крама,лавк
494,Laden::N,магазін,лавк
495,Preis::N,цана,үн
496,Ware::N,тавар,эд-тавр
497,Nutzen::N,выгада,олз
498,Reichtum::N,багацце,зөөр
499,Welt::N,свет,орчлң
500,Welt::N,свет,делкә
501,Land::N,краіна,орн-нутг
502,Staat::N,дзяржава,государств
503,König::N,кароль,хан
504,Macht::N,улада,йосн
505,Grenze::N,граніца,меҗә
506,Krieg::N,вайна,дән
507,Feind::N,вораг,дәәсн
508,Gewalt::N,насілле,күч һарһлһн
509,Kampf::N,барацьба,ноолдан
510,Kampf::N,барацьба,бәрлдлһн
511,Bogen[Waffe]::N,лук,саадг
512,Pfeil::N,страла,сумн
513,Gewehr::N,ружжо,бу
514,Fehler::N,памылка,алдг
515,Lüge::N,хлусня,худл
516,Schaden::N,шкода,хорлт
517,Unglück::N,ліха,гүрм
518,Unglück::N,бядота,гүрм
519,Schuld::N,віна,гем
520,Schuld::N,віна,буру
521,Alter::N,узрост,насн
522,Schluss::N,канец,чилгч
523,Zeit::N,час,цаг
524,Tag::N,дзень,өдр
525,Morgen::N,ранак,өрүн
526,Morgen::N,раніца,өрүн
527,Mittag::N,паўдня,үд
528,Mittag::N,поўдзень,үд
529,Abend::N,вечар,асхн
530,Nacht::N,ноч,сө
531,Woche::N,тыдзень,долан хонг
532,Monat::N,месяц,сар
533,Jahr::N,год,җил
534,Frühling::N,вясна,хавр
535,Sommer::N,лета,зун
536,Herbst::N,восень,намр
537,Winter::N,зіма,үвл
538,Januar::N,студзень,январь
539,Februar::N,люты,февраль
540,März::N,сакавік,март
541,März::N,сакавік,моһа сар
542,April::N,красавік,апрель
543,Mai::N,май,май
544,Mai::N,травень,май
545,Juni::N,чэрвень,июнь
546,Juni::N,чэрвень,мөчн сар
547,Juli::N,ліпень,июль
548,August::N,жнівень,август
549,September::N,верасень,һаха сар
550,Oktober::N,кастрычнік,октябрь
551,November::N,лістапад,ноябрь
552,November::N,лістапад,үкр сар
553,Dezember::N,снежань,бар сар
554,Montag::N,панядзелак,понедельник
555,Dienstag::N,аўторак,вторник
556,Mittwoch::N,серада,среда
557,Mittwoch::N,серада,үлмҗ өдр
558,Donnerstag::N,чацвер,четверг
559,Donnerstag::N,чацвер,пүрвә өдр
560,Freitag::N,пятніца,пятниц
561,Samstag::N,субота,суббот
562,Sonntag::N,нядзеля,нарн өдр
563,Sonntag::N,нядзеля,воскресень
564,groß::A,вялікі,ик
565,klein::A,маленькі,бичкн
566,lang::A,доўгі,ут
567,kurz::A,кароткі,оһтр
568,breit::A,шырокі,өргн
569,schmal::A,вузкі,уутьхн
570,dicht::A,густы,нигт
571,dick[Gegenstand]::A,тоўсты,зузан
572,dünn::A,тонкі,нимгн
573,fein::A,тонкі,нәрхн
574,fest::A,моцны,бат
575,flach::A,плоскі,хавтха
576,glatt::A,гладкі,тегш
577,glatt::A,гладкі,тиньгр
578,hart::A,цвёрды,хату
579,weich::A,мяккі,җөөлн
580,weich::A,мяккі,җөөлкн
581,rund::A,круглы,төгрг
582,spitz::A,спічасты,шовһр
583,spitz::A,востраканцовы,шовһр
584,scharf::A,востры,хурц
585,stumpf::A,тупы,мука
586,schwer::A,цяжкі,күнд
587,schön::A,прыгожы,сәәхн
588,heiß::A,гарачы,халун
589,warm::A,цёплы,дулан
590,kalt::A,холадны,киитн
591,kühl::A,халаднаваты,серүн
592,frisch::A,свежы,серүн
593,feucht::A,вільготны,чиигтә
594,nass::A,мокры,чиигтә
595,trocken::A,сухі,хагсу
596,voll::A,поўны,дүүрң
597,leer::A,пусты,сул
598,leer::A,пусты,хоосн
599,offen::A,адкрыты,секәтә
600,offen::A,адчынены,секәтә
601,geschlossen::A,закрыты,хаалһата
602,geschlossen::A,зачынены,хаалһата
603,sauber::A,чысты,цевр
604,schmutzig::A,брудны,киртә
605,roh::A,сыры,түүкә
606,reif::A,спелы,болсн
607,lecker::A,смачны,әмтәхн
608,süß::A,салодкі,әмтәхн
609,bitter::A,горкі,һашун
610,bitter::A,горкі,һашута
611,sauer::A,кіслы,ишклң
612,hell::A,светлы,герлтә
613,dunkel::A,цёмны,харңһу
614,schwarz::A,чорны,хар
615,weiß::A,белы,цаһан
616,rot::A,чырвоны,улан
617,gelb::A,жоўты,шар
618,blau::A,сіні,көк
619,grün::A,зялёны,көк
620,grau::A,шэры,бор
621,bunt::A,пяресты,алг
622,bunt::A,пяресты,эрәтә
623,billig::A,танны,кимд
624,teuer::A,дарагі,үнтә
625,wertvoll::A,цэнны,үнтә
626,wertvoll::A,цэнны,эрднь
627,wertvoll::A,каштоўны,үнтә
628,wertvoll::A,каштоўны,эрднь
629,blind::A,сляпы,сохр
630,taub::A,глухі,дүлә
631,kräftig::A,магутны,күчтә
632,stark::A,сільны,чаңһ
633,schwach::A,слабы,күчн тату
634,fett::A,тлусты,тарһн
635,schlank::A,стройны,эццн
636,hübsch::A,чароўны,көркхн
637,böse::A,злы,уурта
638,dumm::A,дурны,тенг
639,faul::A,лянівы,залху
640,fleißig::A,руплівы,кинән
641,fleißig::A,руплівы,кинмһә
642,geizig::A,прагны,ховдг
643,klug::A,разумны,ухата
644,geschickt::A,умелы,чадмг
645,lieb::A,мілы,эңкр
646,lustig::A,вясёлы,сергмҗтә
647,lustig::A,вясёлы,җирһлтә
648,sanft::A,ласкавы,номһн
649,hungrig::A,галодны,өлн
650,hungrig::A,галодны,харһнсн
651,krank::A,хворы,өвчтә
652,krank::A,хворы,шалтгта
653,nackt::A,голы,нүцкн
654,traurig::A,сумны,һундлта
655,lebendig::A,жывы,әмд
656,gut::A,добры,сән
657,schlecht::A,кепскі,му
658,richtig::A,правільны,зөвтә
659,schlimm::A,агідны,җигшүртә
660,wahr::A,сапраўдны,үнн
661,wahr::A,сапраўдны,мөн
662,alt::A,стары,хуучн
663,neu::A,новы,шин
664,ehemalig::A,былы,хуучн
665,alt[Lebewesen]::A,стары,көгшн
666,jung::A,малады,баһ
667,arm::A,бедны,угатя
668,reich::A,багаты,байн
669,bekannt::A,знаёмы,таньл
670,bekannt::A,знаёмы,таньдг
671,berühmt::A,славуты,туурсн
672,fremd::A,чужы,күүнә
673,verschieden::A,розны,әдл биш
674,verschieden::A,розны,йилһәтә
675,nah::A,блізкі,өөрхн
676,fern::A,далёкі,хол
677,linker::A,левы,зүн
678,rechter::A,правы,барун
679,anderer::A,іншы,талдан
680,anderer::A,другі,талдан
681,erster::A,першы,негдгч
682,zweiter::A,другі,хойрдгч
683,dritter::A,трэці,һурвдгч
684,letzter::A,апошні,отхн
685,allein::ADV,сам,һанцарн
686,allein::ADV,адзін,һанцарн
687,auf einmal::ADV,адразу,нег дәкҗ
688,zusammen::ADV,разам,хамдан
689,lange::ADV,доўга,удан
690,plötzlich::ADV,раптам,генткн
691,sofort::ADV,зараз,дарунь
692,später::ADV,пазней,сүүлд
693,jetzt::ADV,цяпер,ода
694,heute::ADV,сёння,эндр
695,morgen::ADV,заўтра,маңһдур
696,bald::ADV,хутка,дарунь
697,bald::ADV,неўзабаве,дарунь
698,dann::ADV,потым,дәкәд
699,gestern::ADV,учора,өцклдүр
700,einst::ADV,аднойчы,нег саамд
701,damals::ADV,тады,тиигхд
702,danach::ADV,затым,тегәд
703,vorher::ADV,раней,урд
704,zuerst::ADV,спярша,түрүләд
705,zuerst::ADV,спачатку,түрүләд
706,einmal::ADV,адзін раз,нег дәкҗ
707,manchmal::ADV,часам,зәрмдән
708,oft::ADV,часта,хара биш
709,oft::ADV,часта,хатяр биш
710,oft::ADV,часта,дару-дарунь
711,immer::ADV,заўсёды,оньдинд
712,niemals::ADV,ніколі,кезә чмгн биш
713,hier::ADV,тут,энд
714,hier::ADV,тут,энүнд
715,hierhin::ADV,сюды,нааран
716,von hier::ADV,адсюль,эндәс
717,von hier::ADV,адгэтуль,эндәс
718,dort::ADV,там,тенд
719,dorthin::ADV,туды,тиигән
720,geradeaus::ADV,прама,шуд
721,vorwärts::ADV,наперад,уралан
722,rückwärts::ADV,назад,гедргән
723,zurück::ADV,назад,хәрү
724,unten::ADV,унізе,дор
725,hinab::ADV,уніз,дор
726,hinab::ADV,уніз,доракшан
727,oben::ADV,угары,деер
728,oben::ADV,наверсе,деер
729,hinauf::ADV,угару,өөдән
730,hinauf::ADV,угару,деер
731,überall::ADV,усюды,альд болв чигн
732,nicht::ADV,не,эс
733,nicht::ADV,не,биш
734,nicht::ADV,не,бичә
735,ein wenig::ADV,трошкі,баахн
736,ein wenig::ADV,трошкі,баахнар
737,kaum::ADV,ледзьве,әрә
738,sehr::ADV,вельмі,йир
739,so::ADV,так,иигҗ
740,noch::ADV,яшчэ,ода чигн
741,nur::ADV,толькі,һанцхн
742,schon::ADV,ужо,одх
743,wieder::ADV,зноў,бас
744,vergebens::ADV,дарма,киидән
745,vergebens::ADV,дарэмна,киидән
746,vor::PRP,перад,урд
747,hinter::PRP,за,ца
748,hinter::PRP,ззаду,ца
749,unter::PRP,пад,дор
750,durch::PRP,праз,ивт
751,durch::PRP,праз,дундаһур
752,neben::PRP,каля,хаҗуд
753,zwischen::PRP,між,хоорнд
754,zwischen::PRP,паміж,хоорнд
755,wegen::PRP,з-за,көлтә
756,wegen::PRP,з-за,деерәс
757,dies::PRN,гэта,эн
758,das::PRN,тое,тер
759,alles::PRN,усё,цуһар
760,ich::PRN,я,би
761,du::PRN,ты,чи
762,er::PRN,ён,тер
763,wir::PRN,мы,мадн
764,ihr::PRN,вы,та
765,sie::PRN,яны,тедн
766,was::FPRN,што,юн
767,wer::FPRN,хто,кен
768,wo::FADV,дзе,хама
769,wohin::FADV,куды,хамаран
770,wie::FADV,як,яһҗ
771,wie::FADV,як,яһад
772,warum::FADV,чаму,юңгад
773,wieviel::FNUM,колькі,кедү
774,eins::NUM,адзін,негн
775,zwei::NUM,два,хойр
776,drei::NUM,тры,һурвн
777,vier::NUM,чатыры,дөрвн
778,fünf::NUM,пяць,тавн
779,sechs::NUM,шесць,зурһан
780,sieben::NUM,сем,долан
781,acht::NUM,восем,нәәмн
782,neun::NUM,дзевяць,йисн
783,zehn::NUM,дзесяць,арвн
784,elf::NUM,адзінаццаць,арвн негн
785,zwölf::NUM,дванаццаць,арвн хойр
786,zwanzig::NUM,дваццаць,хөрн
787,dreißig::NUM,трыццаць,һучн
788,vierzig::NUM,сорак,дөчн
789,fünfzig::NUM,пядзесят,тәвн
790,sechzig::NUM,шесдзесят,җирн
791,siebzig::NUM,семдзесят,далн
