,Concept_ID,ja,ja
138,Nest::N,巣,巣
139,Bau::N,穴,穴
140,Tier::N,動物,動物
141,Herde::N,群れ,群れ
142,Kuh::N,牛,牛
143,Bulle::N,雄牛,雄牛
144,Pferd::N,馬,馬
145,Schaf::N,羊,羊
146,Schwein::N,豚,豚
147,Hund::N,犬,犬
148,Katze::N,猫,猫
149,Bär::N,熊,熊
150,Eichhörnchen::N,栗鼠,栗鼠
151,Elch::N,ヘラジカ,ヘラジカ
152,Fuchs::N,狐,狐
153,Hase::N,兎,兎
154,Maus::N,鼠,鼠
155,Wolf::N,狼,狼
156,Vogel::N,鳥,鳥
157,Schwarm::N,群れ,群れ
158,Huhn::N,鶏,鶏
159,Hahn::N,雄鶏,雄鶏
160,Gans::N,ガチョウ,ガチョウ
161,Adler::N,鷲,鷲
162,Ente::N,鴨,鴨
163,Eule::N,フクロウ,フクロウ
164,Kranich::N,鶴,鶴
165,Krähe::N,烏,烏
166,Kuckuck::N,郭公,郭公
167,Schwan::N,白鳥,白鳥
168,Fisch::N,魚,魚
169,Barsch::N,鱸,鱸
170,Hecht::N,川魳,川魳
171,Schlange[Tier]::N,蛇,蛇
172,Wurm::N,虫,虫
173,Spinne::N,蜘蛛,蜘蛛
174,Ameise::N,蟻,蟻
175,Laus::N,虱,虱
176,Mücke::N,蚊,蚊
177,Fliege::N,蝿,蝿
178,Schmetterling::N,蝶,蝶
179,Beere::N,漿果,漿果
180,Apfel::N,林檎,林檎
181,Pilz::N,茸,茸
182,Zwiebel::N,玉葱,玉葱
183,Saat::N,種,種
184,Korn::N,粒,粒
185,Heu::N,干し草,干し草
186,Schale::N,皮,皮
187,Grube::N,穴,穴
188,Falle::N,わな,わな
189,Schlinge::N,輪,輪
190,Spur::N,跡,跡
191,Asche::N,灰,灰
192,Dreck::N,泥,泥
193,Eisen::N,鉄,鉄
194,Gold::N,金,金
195,Silber::N,銀,銀
196,Kohle::N,炭,炭
197,Glas::N,ガラス,ガラス
198,Lehm::N,ローム,ローム
199,Sand::N,砂,砂
200,Mensch::N,人,人
201,Mann::N,男,男
202,Mann::N,男,男性
203,Mann::N,男性,男
204,Mann::N,男性,男性
205,Frau::N,女,女
206,Frau::N,女,女性
207,Frau::N,女性,女
208,Frau::N,女性,女性
209,Kind::N,子,子
210,Kind::N,子,子供
211,Kind::N,子供,子
212,Kind::N,子供,子供
213,Junge::N,男の子,男の子
214,Mädchen::N,女の子,女の子
215,Familie::N,家族,家族
216,Großvater::N,祖父,祖父
217,Großvater::N,祖父,おじいさん
218,Großvater::N,おじいさん,祖父
219,Großvater::N,おじいさん,おじいさん
220,Großmutter::N,祖母,祖母
221,Großmutter::N,祖母,おばあさん
222,Großmutter::N,おばあさん,祖母
223,Großmutter::N,おばあさん,おばあさん
224,Eltern::N,親,親
225,Eltern::N,親,両親
226,Eltern::N,両親,親
227,Eltern::N,両親,両親
228,Vater::N,父,父
229,Vater::N,父,お父さん
230,Vater::N,お父さん,父
231,Vater::N,お父さん,お父さん
232,Mutter::N,母,母
233,Mutter::N,母,お母さん
234,Mutter::N,お母さん,母
235,Mutter::N,お母さん,お母さん
236,Sohn::N,息子,息子
237,Sohn::N,息子,息子さん
238,Sohn::N,息子さん,息子
239,Sohn::N,息子さん,息子さん
240,Tochter::N,娘,娘
241,Tochter::N,娘,お嬢さん
242,Tochter::N,お嬢さん,娘
243,Tochter::N,お嬢さん,お嬢さん
244,Bruder::N,弟,弟
245,Schwester::N,妹,妹
246,Onkel::N,伯父,伯父
247,Onkel::N,伯父,伯父さん
248,Onkel::N,伯父さん,伯父
249,Onkel::N,伯父さん,伯父さん
250,Tante::N,叔母,叔母
251,Tante::N,叔母,叔母さん
252,Tante::N,叔母さん,叔母
253,Tante::N,叔母さん,叔母さん
254,Ehemann::N,夫,夫
255,Ehemann::N,夫,主人
256,Ehemann::N,主人,夫
257,Ehemann::N,主人,主人
258,Ehefrau::N,妻,妻
259,Ehefrau::N,妻,奥さん
260,Ehefrau::N,奥さん,妻
261,Ehefrau::N,奥さん,奥さん
262,Freude::N,喜び,喜び
263,Gelächter::N,笑い,笑い
264,Glück::N,幸せ,幸せ
265,Kummer::N,悩み,悩み
266,Wunsch::N,希望,希望
267,Lust::N,気,気
268,Geist::N,精神,精神
269,Gedanke::N,考え,考え
270,Gedächtnis::N,記憶,記憶
271,Verstand::N,理解力,理解力
272,Sinn::N,意味,意味
273,Grund::N,理由,理由
274,Wahrheit::N,真実,真実
275,Gespräch::N,会話,会話
276,Märchen::N,童話,童話
277,Erzählung::N,物語,物語
278,Nachricht::N,報告,報告
279,Neuigkeit::N,ニュース,ニュース
280,Name::N,名前,名前
281,Rätsel::N,謎,謎
282,Rede::N,演説,演説
283,Sprache::N,言語,言語
284,Stimme::N,声,声
285,Wort::N,言葉,言葉
286,Zeichen::N,記号,記号
287,Ruf::N,呼び声,呼び声
288,Lärm::N,騒音,騒音
289,Laut::N,音,音
290,Ton::N,音,音
291,Lied::N,歌,歌
292,Ruhe::N,静けさ,静けさ
293,Leute::N,人々,人々
294,Volk::N,民族,民族
295,Arbeit::N,仕事,仕事
296,Gast::N,客,客
297,Geschenk::N,贈り物,贈り物
298,Spiel::N,遊び,遊び
299,Gesellschaft::N,社会,社会
300,Hilfe::N,援助,援助
301,Freund::N,友達,友達
302,Kamerad::N,同志,同志
303,Angelegenheit::N,件,件
304,Anzahl::N,数,数
305,Art::N,種類,種類
306,Stück::N,部分,部分
307,Teil::N,部分,部分
308,Hälfte::N,半分,半分
309,Kreis::N,円,円
310,Kreuz::N,十字,十字
311,Linie::N,線,線
312,Strich::N,線,線
313,Abstand::N,距離,距離
314,Entfernung::N,距離,距離
315,Gegend::N,辺,辺
316,Gegend::N,辺,地域
317,Gegend::N,地域,辺
318,Gegend::N,地域,地域
319,Platz::N,ゆとり,ゆとり
320,Ort::N,所,所
321,Ort::N,所,場所
322,Ort::N,場所,所
323,Ort::N,場所,場所
324,Seite::N,横,横
325,Mitte::N,真ん中,真ん中
326,Gegenstand::N,物件,物件
327,Sache::N,物,物
328,Rand::N,端,端
329,Kante::N,縁,縁
330,Ecke::N,角,角
331,Spitze::N,先頭,先頭
332,Ende::N,端,端
333,Loch::N,穴,穴
334,Winkel::N,片隅,片隅
335,Muster::N,模様,模様
336,Größe::N,大きさ,大きさ
337,Länge::N,長さ,長さ
338,Höhe::N,高さ,高さ
339,Gewicht::N,重さ,重さ
340,Menge::N,量,量
341,Haufen::N,堆積,堆積
342,Reihe::N,並び,並び
343,Boot::N,ボート,ボート
344,Ruder::N,オール,オール
345,Schlitten::N,そり,そり
346,Ski::N,スキー,スキー
347,Lagerfeuer::N,篝火,篝火
348,Last::N,荷物,荷物
349,Gang::N,歩み,歩み
350,Schritt::N,歩,歩
351,Norden::N,北,北
352,Süden::N,南,南
353,Westen::N,西,西
354,Osten::N,東,東
355,Holz::N,木,木
356,Holz::N,木,木材
357,Holz::N,木材,木
358,Holz::N,木材,木材
359,Brett::N,板,板
360,Platte::N,盤,盤
361,Stütze::N,支柱,支柱
362,Stange::N,棒,棒
363,Stock::N,杖,杖
364,Stab::N,棒,棒
365,Rohr::N,管,管
366,Haus::N,家,家
367,Heim::N,家,家
368,Ofen::N,ストーブ,ストーブ
369,Fußboden::N,床,床
370,Tisch::N,机,机
371,Stuhl::N,椅子,椅子
372,Wiege::N,揺籃,揺籃
373,Bett::N,ベッド,ベッド
374,Regal::N,棚,棚
375,Kiste::N,箱,箱
376,Fenster::N,窓,窓
377,Tür::N,戸,戸
378,Tür::N,戸,ドア
379,Tür::N,ドア,戸
380,Tür::N,ドア,ドア
381,Tor::N,門,門
382,Zaun::N,垣根,垣根
383,Dach::N,屋根,屋根
384,Leiter::N,梯子,梯子
385,Besen::N,ほうき,ほうき
386,Spaten::N,スコップ,スコップ
387,Schaufel::N,シャベル,シャベル
388,Gabel::N,フォーク,フォーク
389,Löffel::N,スプーン,スプーン
390,Messer::N,ナイフ,ナイフ
391,Nagel::N,釘,釘
392,Netz::N,網,網
393,Haken::N,鉤,鉤
394,Haken::N,鉤,フック
395,Haken::N,フック,鉤
396,Haken::N,フック,フック
397,Griff::N,取っ手,取っ手
398,Schloss::N,錠,錠
399,Bild::N,絵,絵
400,Figur::N,像,像
401,Puppe::N,人形,人形
402,Beutel::N,袋,袋
403,Bündel::N,束,束
404,Bündel::N,束,包み
405,Bündel::N,包み,束
406,Bündel::N,包み,包み
407,Tasche::N,かばん,かばん
408,Eimer::N,バケツ,バケツ
409,Deckel::N,蓋,蓋
410,Geschirr::N,食器,食器
411,Sack::N,袋,袋
412,Tasse::N,カップ,カップ
413,Topf::N,鍋,鍋
414,Kessel::N,釜,釜
415,Essen::N,食事,食事
416,Nahrung::N,食物,食物
417,Speise::N,料理,料理
418,Fleisch::N,肉,肉
419,Getreide::N,麦,麦
420,Getreide::N,麦,穀物
421,Getreide::N,穀物,麦
422,Getreide::N,穀物,穀物
423,Brei::N,粥,粥
424,Brot::N,パン,パン
425,Scheibe::N,枚,枚
426,Scheibe::N,枚,切れ
427,Scheibe::N,切れ,枚
428,Scheibe::N,切れ,切れ
429,Fett::N,脂肪,脂肪
430,Butter::N,バター,バター
431,Öl::N,油,油
432,Salz::N,塩,塩
433,Suppe::N,スープ,スープ
434,Honig::N,蜂蜜,蜂蜜
435,Milch::N,牛乳,牛乳
436,Tee::N,茶,茶
437,Tee::N,茶,お茶
438,Tee::N,お茶,茶
439,Tee::N,お茶,お茶
440,Leder::N,革,革
441,Wolle::N,毛糸,毛糸
442,Stoff::N,布,布
443,Nadel::N,針,針
444,Faden::N,糸,糸
445,Knopf::N,ボタン,ボタン
446,Knoten::N,結び目,結び目
447,Farbe::N,ペンキ,ペンキ
448,Kleidung::N,衣服,衣服
449,Hemd::N,シャツ,シャツ
450,Kragen::N,襟,襟
451,Ärmel::N,袖,袖
452,Hose::N,ズボン,ズボン
453,Gürtel::N,帯,帯
454,Gürtel::N,帯,ベルト
455,Gürtel::N,ベルト,帯
456,Gürtel::N,ベルト,ベルト
457,Mütze::N,帽子,帽子
458,Schuh::N,靴,靴
459,Stiefel::N,ブーツ,ブーツ
460,Ring::N,輪,輪
461,Band::N,リボン,リボン
462,Kamm::N,櫛,櫛
463,Spiegel::N,鏡,鏡
464,Riemen::N,緒,緒
465,Schnur::N,紐,紐
466,Leine::N,綱,綱
467,Decke::N,掛け布団,掛け布団
468,Kissen::N,枕,枕
469,Tuch::N,スカーフ,スカーフ
470,Handtuch::N,タオル,タオル
471,Kraft::N,力,力
472,Stärke::N,強さ,強さ
473,Gesundheit::N,健康,健康
474,Krankheit::N,病気,病気
475,Schmerz::N,痛み,痛み
476,Wunde::N,傷,傷
477,Fieber::N,熱,熱
478,Arznei::N,薬,薬
479,Brücke::N,橋,橋
480,Brunnen::N,井戸,井戸
481,Weide::N,牧場,牧場
482,Pfad::N,小路,小路
483,Weg::N,道,道
484,Straße::N,街道,街道
485,Dorf::N,村,村
486,Stadt::N,町,町
487,Stadt::N,町,都市
488,Stadt::N,都市,町
489,Stadt::N,都市,都市
490,Brief::N,手紙,手紙
491,Buch::N,本,本
492,Buchstabe::N,文字,文字
493,Zeitung::N,新聞,新聞
494,Leben::N,生活,生活
495,Tod::N,死,死
496,Grab::N,墓,墓
497,Kirche::N,教会,教会
498,Sünde::N,罪,罪
499,Gott::N,神,神
500,Arbeiter::N,労働者,労働者
501,Chef::N,上司,上司
502,Meister::N,達人,達人
503,Meister::N,達人,マイスター
504,Meister::N,マイスター,達人
505,Meister::N,マイスター,マイスター
506,Arzt::N,医者,医者
507,Lehrer::N,先生,先生
508,Geld::N,金,金
509,Geschäft::N,取り引き,取り引き
510,Laden::N,店,店
511,Preis::N,値段,値段
512,Ware::N,商品,商品
513,Nutzen::N,利益,利益
514,Reichtum::N,豊かさ,豊かさ
515,Welt::N,世界,世界
516,Land::N,国,国
517,Staat::N,国家,国家
518,König::N,国王,国王
519,Macht::N,権力,権力
520,Grenze::N,国境,国境
521,Krieg::N,戦争,戦争
522,Feind::N,敵,敵
523,Gewalt::N,暴力,暴力
524,Kampf::N,戦い,戦い
525,Bogen[Waffe]::N,弓,弓
526,Pfeil::N,矢,矢
527,Gewehr::N,銃,銃
528,Fehler::N,間違い,間違い
529,Lüge::N,嘘,嘘
530,Schaden::N,損害,損害
531,Unglück::N,不幸,不幸
532,Schuld::N,罪,罪
533,Alter::N,年,年
534,Alter::N,年,年齢
535,Alter::N,年齢,年
536,Alter::N,年齢,年齢
537,Schluss::N,終わり,終わり
538,Zeit::N,時,時
539,Zeit::N,時,時間
540,Zeit::N,時間,時
541,Zeit::N,時間,時間
542,Tag::N,日,日
543,Morgen::N,朝,朝
544,Mittag::N,昼,昼
545,Abend::N,晩,晩
546,Abend::N,晩,夕方
547,Abend::N,夕方,晩
548,Abend::N,夕方,夕方
549,Nacht::N,夜,夜
550,Woche::N,週,週
551,Monat::N,月,月
552,Jahr::N,年,年
553,Frühling::N,春,春
554,Sommer::N,夏,夏
555,Herbst::N,秋,秋
556,Winter::N,冬,冬
557,Januar::N,一月,一月
558,Februar::N,二月,二月
559,März::N,三月,三月
560,April::N,四月,四月
561,Mai::N,五月,五月
562,Juni::N,六月,六月
563,Juli::N,七月,七月
564,August::N,八月,八月
565,September::N,九月,九月
566,Oktober::N,十月,十月
567,November::N,十一月,十一月
568,Dezember::N,十二月,十二月
569,Montag::N,月曜日,月曜日
570,Dienstag::N,火曜日,火曜日
571,Mittwoch::N,水曜日,水曜日
572,Donnerstag::N,木曜日,木曜日
573,Freitag::N,金曜日,金曜日
574,Samstag::N,土曜日,土曜日
575,Sonntag::N,日曜日,日曜日
576,groß::A,大きい,大きい
577,klein::A,小さい,小さい
578,lang::A,長い,長い
579,kurz::A,短い,短い
580,breit::A,広い,広い
581,schmal::A,狭い,狭い
582,dicht::A,密な,密な
583,dick[Gegenstand]::A,厚い,厚い
584,dünn::A,薄い,薄い
585,fein::A,細い,細い
586,fest::A,硬い,硬い
587,flach::A,平らな,平らな
588,glatt::A,滑らかな,滑らかな
589,hart::A,堅い,堅い
590,weich::A,柔らかい,柔らかい
591,rund::A,丸い,丸い
592,spitz::A,尖った,尖った
593,scharf::A,鋭い,鋭い
594,stumpf::A,鈍い,鈍い
595,schwer::A,重い,重い
596,schön::A,綺麗な,綺麗な
597,heiß::A,熱い,熱い
598,warm::A,温かい,温かい
599,kalt::A,寒い,寒い
600,kalt::A,寒い,冷たい
601,kalt::A,冷たい,寒い
602,kalt::A,冷たい,冷たい
603,kühl::A,涼しい,涼しい
604,frisch::A,ひんやりした,ひんやりした
605,feucht::A,湿った,湿った
606,nass::A,濡れた,濡れた
607,trocken::A,乾いた,乾いた
608,voll::A,いっぱいの,いっぱいの
609,leer::A,空の,空の
610,offen::A,開いた,開いた
611,geschlossen::A,閉まった,閉まった
612,sauber::A,清潔な,清潔な
613,schmutzig::A,汚い,汚い
614,roh::A,生の,生の
615,reif::A,熟した,熟した
616,lecker::A,美味しい,美味しい
617,süß::A,甘い,甘い
618,bitter::A,苦い,苦い
619,sauer::A,酸っぱい,酸っぱい
620,hell::A,明るい,明るい
621,dunkel::A,暗い,暗い
622,schwarz::A,黒い,黒い
623,weiß::A,白い,白い
624,rot::A,赤い,赤い
625,gelb::A,黄色い,黄色い
626,blau::A,青い,青い
627,grün::A,緑の,緑の
628,grau::A,灰色の,灰色の
629,bunt::A,色取り取りの,色取り取りの
630,billig::A,安い,安い
631,teuer::A,高い,高い
632,wertvoll::A,貴重な,貴重な
633,blind::A,盲目の,盲目の
634,taub::A,耳が聞こえない,耳が聞こえない
635,kräftig::A,強力な,強力な
636,stark::A,強い,強い
637,schwach::A,弱い,弱い
638,fett::A,太った,太った
639,schlank::A,ほっそりした,ほっそりした
640,hübsch::A,素敵な,素敵な
641,böse::A,悪い,悪い
642,dumm::A,馬鹿な,馬鹿な
643,faul::A,怠惰な,怠惰な
644,fleißig::A,勤勉な,勤勉な
645,geizig::A,けちな,けちな
646,klug::A,賢い,賢い
647,klug::A,賢い,頭のいい
648,klug::A,頭のいい,賢い
649,klug::A,頭のいい,頭のいい
650,geschickt::A,器用な,器用な
651,lieb::A,愛らしい,愛らしい
652,lustig::A,楽しい,楽しい
653,sanft::A,温和な,温和な
654,hungrig::A,空腹の,空腹の
655,krank::A,病気の,病気の
656,nackt::A,裸の,裸の
657,traurig::A,悲しい,悲しい
658,lebendig::A,生きた,生きた
659,gut::A,良い,良い
660,schlecht::A,悪い,悪い
661,schlecht::A,悪い,駄目な
662,schlecht::A,駄目な,悪い
663,schlecht::A,駄目な,駄目な
664,richtig::A,正しい,正しい
665,schlimm::A,ひどい,ひどい
666,wahr::A,本当の,本当の
667,alt::A,古い,古い
668,neu::A,新しい,新しい
669,ehemalig::A,以前の,以前の
670,alt[Lebewesen]::A,年を取った,年を取った
671,jung::A,若い,若い
672,arm::A,貧乏な,貧乏な
673,reich::A,裕福な,裕福な
674,bekannt::A,有名な,有名な
675,berühmt::A,有名な,有名な
676,fremd::A,見知らぬ,見知らぬ
677,verschieden::A,色々な,色々な
678,nah::A,近い,近い
679,fern::A,遠い,遠い
680,linker::A,左の,左の
681,rechter::A,右の,右の
682,anderer::A,別の,別の
683,erster::A,一番目,一番目
684,zweiter::A,二番目,二番目
685,dritter::A,三番目,三番目
686,letzter::A,最後の,最後の
687,allein::ADV,一人で,一人で
688,auf einmal::ADV,同時に,同時に
689,zusammen::ADV,一緒に,一緒に
690,lange::ADV,長い間,長い間
691,plötzlich::ADV,急に,急に
692,sofort::ADV,すぐに,すぐに
693,später::ADV,後で,後で
694,jetzt::ADV,今,今
695,heute::ADV,今日,今日
696,morgen::ADV,明日,明日
697,bald::ADV,間もなく,間もなく
698,dann::ADV,それから,それから
699,gestern::ADV,昨日,昨日
700,einst::ADV,過去に,過去に
701,damals::ADV,あの時,あの時
702,danach::ADV,その後で,その後で
703,vorher::ADV,以前に,以前に
704,zuerst::ADV,まず,まず
705,zuerst::ADV,まず,最初に
706,zuerst::ADV,最初に,まず
707,zuerst::ADV,最初に,最初に
708,einmal::ADV,一回,一回
709,manchmal::ADV,時々,時々
710,oft::ADV,よく,よく
711,immer::ADV,いつも,いつも
712,niemals::ADV,一度も...ない,一度も...ない
713,hier::ADV,こちら,こちら
714,hierhin::ADV,ここへ,ここへ
715,hierhin::ADV,ここへ,こちらへ
716,hierhin::ADV,こちらへ,ここへ
717,hierhin::ADV,こちらへ,こちらへ
718,von hier::ADV,ここから,ここから
719,dort::ADV,そちら,そちら
720,dorthin::ADV,そこへ,そこへ
721,dorthin::ADV,そこへ,そちらへ
722,dorthin::ADV,そちらへ,そこへ
723,dorthin::ADV,そちらへ,そちらへ
724,geradeaus::ADV,真っ直ぐに,真っ直ぐに
725,vorwärts::ADV,前へ,前へ
726,rückwärts::ADV,後ろへ,後ろへ
727,zurück::ADV,後ろへ,後ろへ
728,unten::ADV,下に,下に
729,hinab::ADV,下へ,下へ
730,oben::ADV,上に,上に
731,hinauf::ADV,上へ,上へ
732,überall::ADV,どこでも,どこでも
733,nicht::ADV,ない,ない
734,ein wenig::ADV,少し,少し
735,ein wenig::ADV,少し,ちょっと
736,ein wenig::ADV,ちょっと,少し
737,ein wenig::ADV,ちょっと,ちょっと
738,kaum::ADV,ほとんど～ない,ほとんど～ない
739,sehr::ADV,とても,とても
740,so::ADV,こう,こう
741,noch::ADV,まだ,まだ
742,nur::ADV,～だけ,～だけ
743,schon::ADV,もう,もう
744,wieder::ADV,再び,再び
745,vergebens::ADV,無駄に,無駄に
746,vor::PRP,前に,前に
747,hinter::PRP,後ろに,後ろに
748,unter::PRP,下に,下に
749,durch::PRP,通して,通して
750,neben::PRP,横に,横に
751,zwischen::PRP,間に,間に
752,wegen::PRP,為に,為に
753,wegen::PRP,為に,せいで
754,wegen::PRP,せいで,為に
755,wegen::PRP,せいで,せいで
756,dies::PRN,これ,これ
757,das::PRN,それ,それ
758,alles::PRN,全部,全部
759,ich::PRN,私,私
760,du::PRN,あなた,あなた
761,er::PRN,彼,彼
762,wir::PRN,私達,私達
763,ihr::PRN,あなた達,あなた達
764,sie::PRN,彼ら,彼ら
765,was::FPRN,何,何
766,wer::FPRN,誰,誰
767,wer::FPRN,誰,どなた
768,wer::FPRN,どなた,誰
769,wer::FPRN,どなた,どなた
770,wo::FADV,どこ,どこ
771,wo::FADV,どこ,どこに
772,wo::FADV,どこに,どこ
773,wo::FADV,どこに,どこに
774,wohin::FADV,どこへ,どこへ
775,wie::FADV,どう,どう
776,warum::FADV,何故,何故
777,warum::FADV,何故,どうして
778,warum::FADV,どうして,何故
779,warum::FADV,どうして,どうして
780,wieviel::FNUM,どのくらい,どのくらい
781,eins::NUM,一,一
782,zwei::NUM,二,二
783,zwei::NUM,二,二つ
784,zwei::NUM,二つ,二
785,zwei::NUM,二つ,二つ
786,drei::NUM,三,三
787,drei::NUM,三,三つ
788,drei::NUM,三つ,三
789,drei::NUM,三つ,三つ
790,vier::NUM,四,四
791,vier::NUM,四,四つ
792,vier::NUM,四つ,四
793,vier::NUM,四つ,四つ
794,fünf::NUM,五,五
795,fünf::NUM,五,五つ
796,fünf::NUM,五つ,五
797,fünf::NUM,五つ,五つ
798,sechs::NUM,六,六
799,sechs::NUM,六,六つ
800,sechs::NUM,六つ,六
801,sechs::NUM,六つ,六つ
802,sieben::NUM,七,七
803,sieben::NUM,七,七つ
804,sieben::NUM,七つ,七
805,sieben::NUM,七つ,七つ
806,acht::NUM,八,八
807,acht::NUM,八,八つ
808,acht::NUM,八つ,八
809,acht::NUM,八つ,八つ
810,neun::NUM,九,九
811,neun::NUM,九,九つ
812,neun::NUM,九つ,九
813,neun::NUM,九つ,九つ
814,zehn::NUM,十,十
815,elf::NUM,十一,十一
816,zwölf::NUM,十二,十二
817,zwanzig::NUM,二十,二十
818,dreißig::NUM,三十,三十
819,vierzig::NUM,四十,四十
820,fünfzig::NUM,五十,五十
821,sechzig::NUM,六十,六十
822,siebzig::NUM,七十,七十
823,achtzig::NUM,八十,八十
824,neunzig::NUM,九十,九十
825,hundert::NUM,百,百
826,tausend::NUM,千,千
827,und::CNJ,-と,-と
828,und::CNJ,-と,そして
829,und::CNJ,そして,-と
830,und::CNJ,そして,そして
831,oder::CNJ,或いは,或いは
832,stehen::V,立っている,立っている
833,sitzen::V,座っている,座っている
834,liegen::V,横になっている,横になっている
835,hängen::V,掛かっている,掛かっている
836,werden::V,なる,なる
837,passieren::V,起こる,起こる
838,beginnen::V,始まる,始まる
839,enden::V,終わる,終わる
840,wechseln::V,変わる,変わる
841,aufgehen[Sonne]::V,出る,出る
842,untergehen[Sonne]::V,沈む,沈む
843,scheinen[Sonne]::V,輝く,輝く
844,donnern::V,雷が鳴る,雷が鳴る
845,wehen::V,吹く,吹く
846,strömen::V,流れる,流れる
847,fließen::V,流れる,流れる
848,sich drehen::V,回転する,回転する
849,schwanken::V,揺れる,揺れる
850,schwingen::V,振動する,振動する
851,fallen::V,落ちる,落ちる
852,brennen::V,燃える,燃える
853,rauchen::V,煙を出す,煙を出す
854,regnen::V,雨が降る,雨が降る
855,gefrieren::V,凍る,凍る
856,tauen::V,溶ける,溶ける
857,schmelzen::V,溶ける,溶ける
858,trocknen::V,乾く,乾く
859,sieden::V,沸く,沸く
860,faulen::V,腐る,腐る
861,verfaulen::V,朽ちる,朽ちる
862,reißen::V,切れる,切れる
863,versinken::V,沈む,沈む
864,vergehen::V,経つ,経つ
865,erscheinen::V,現れる,現れる
866,verschwinden::V,消える,消える
867,sinken::V,下がる,下がる
868,abnehmen::V,減る,減る
