,Concept_ID,,br
967,arbeiten::V,,labourat
968,sammeln::V,,dastum
969,pflücken::V,,kuntuilhañ
970,jagen::V,,chaseal
971,fischen::V,,pesketa
972,fassen::V,,pakañ
973,hüten::V,,geota
974,anbinden::V,,stagañ
975,füttern::V,,boueta
976,melken::V,,goro
977,hacken::V,,difrakal
978,gießen::V,,dourañ
979,reifen::V,,azviñ
980,zubereiten::V,,keginañ
981,kochen::V,,poazhañ
982,backen::V,,fritañ
983,braten::V,,rostañ
984,stricken::V,,stammañ
985,nähen::V,,gwriat
986,färben::V,,livañ
987,reinigen::V,,naetañ
988,waschen::V,,gwalc'hiñ
989,abwischen::V,,torchañ
990,spülen::V,,disgwalc'hiñ
991,fegen::V,,skubañ
992,kehren::V,,skubañ
993,baden::V,,kouronkañ
994,sich waschen::V,,en em walc'hiñ
995,sich anziehen::V,,gwiskañ
996,kämmen::V,,kribat
997,schmücken::V,,kinklañ
998,sagen::V,,larêt
999,sagen::V,,lavaret
1000,sprechen::V,,komz
1001,reden::V,,kaozeal
1002,sich unterhalten::V,,balbotal
1003,fragen::V,,goulenn
1004,bitten::V,,goulenn
1005,erzählen::V,,kontañ
1006,mitteilen::V,,kemenn
1007,nennen::V,,anviñ
1008,rufen::V,,gelver
1009,prahlen::V,,fougeal
1010,übersetzen::V,,treiñ
1011,denken::V,,soñjal
1012,glauben::V,,krediñ
1013,bemerken::V,,apresevañ
1014,erkennen::V,,anavout
1015,begreifen::V,,meizañ
1016,verstehen::V,,kompren
1017,lernen::V,,deskiñ
1018,wissen::V,,gouzout
1019,sich erinnern an::V,,kaout soñj e
1020,vergessen::V,,ankouaat
1021,messen::V,,muzuliañ
1022,zählen::V,,kontañ
1023,rechnen::V,,jedañ
1024,lesen::V,,lenn
1025,malen::V,,livañ
1026,zeichnen::V,,tresañ
1027,schreiben::V,,skrivañ
1028,besitzen::V,,kaout
1029,kaufen::V,,prenañ
1030,verkaufen::V,,gwerzhañ
1031,bezahlen::V,,paeañ
1032,zahlen::V,,paeañ
1033,beherrschen::V,,mestroniañ
1034,ertragen::V,,anduriñ
