,Concept_ID,sv,ta
190,Ameise::N,myra,எறும்பு
191,Laus::N,lus,பேன்
192,Mücke::N,mygga,கொசுவினப்பூச்சி
193,Fliege::N,fluga,ஈ
194,Schmetterling::N,fjäril,வண்ணத்துப்பூச்சி
195,Beere::N,bär,சதைப்பழம்
196,Apfel::N,äpple,ஆப்பிள பழம்
197,Pilz::N,svamp,காளான்
198,Zwiebel::N,lök,வெங்காயம்
199,Saat::N,sådd,விதை
200,Korn::N,korn,தானியம்
201,Heu::N,hö,வைக்கோல்
202,Schale::N,skal,தோல்
203,Grube::N,grop,குழி
204,Falle::N,fälla,பொறி
205,Schlinge::N,snara,கண்ணி
206,Spur::N,spår,சுவடு
207,Asche::N,aska,சாம்பல்
208,Dreck::N,lort,அழுக்கு
209,Eisen::N,järn,இரும்பு
210,Gold::N,guld,தங்கம்
211,Silber::N,silver,வெள்ளி
212,Kohle::N,kol,நிலக்கரி
213,Glas::N,glas,கண்ணாடி
214,Lehm::N,lera,களிமண்
215,Sand::N,sand,மணல்
216,Mensch::N,människa,மனிதர்கள்
217,Mann::N,man,மனிதன்
218,Frau::N,kvinna,பெண்
219,Kind::N,barn,குழந்தை
220,Junge::N,pojke,பையன்
221,Mädchen::N,flicka,சிறுமி
222,Familie::N,familj,குடும்பம்
223,Großvater::N,morfar,தாத்தா
224,Großmutter::N,farmor,பாட்டி
225,Eltern::N,föräldrar,பெற்றோர்
226,Vater::N,far,தந்தை
227,Mutter::N,mor,தாய்
228,Sohn::N,son,மகன்
229,Tochter::N,dotter,மகள்
230,Bruder::N,bror,சகோதரன்
231,Schwester::N,syster,அக்கா
232,Onkel::N,morbror,தாய் மாமன்
233,Tante::N,tant,அத்தை
234,Ehemann::N,äkta man,கணவன்
235,Ehefrau::N,hustru,மனைவி
236,Freude::N,fröjd,கொண்டாட்டம்
237,Freude::N,glädje,கொண்டாட்டம்
238,Gelächter::N,åtlöje,சிரிப்பு
239,Glück::N,lycka,மகிழ்ச்சி
240,Kummer::N,sorg,துயரம்
241,Wunsch::N,önskan,விருப்பம்
242,Lust::N,lust,விருப்பம்
243,Geist::N,ande,ஆன்மா
244,Gedanke::N,tanke,எண்ணம்
245,Gedächtnis::N,minne,ஞாபகம்
246,Verstand::N,förstånd,மனம்
247,Sinn::N,mening,அர்த்தம்
248,Sinn::N,betydelse,அர்த்தம்
249,Grund::N,skäl,காரணம்
250,Grund::N,grund,காரணம்
251,Wahrheit::N,sanning,உண்நை
252,Gespräch::N,samtal,பெசு
253,Märchen::N,saga,நம்பத்தகாத கதை
254,Erzählung::N,berättelse,கதை
255,Nachricht::N,meddelande,செய்தி
256,Neuigkeit::N,nyhet,செய்தி
257,Name::N,namn,பெயர்
258,Rätsel::N,gåta,புதிர்
259,Rede::N,tal,பேச்சு
260,Sprache::N,språk,மொழி
261,Stimme::N,stämma,குரல்
262,Wort::N,ord,வார்த்தை
263,Zeichen::N,tecken,குறி
264,Ruf::N,rop,அழைப்பு
265,Lärm::N,bråk,சத்தம்
266,Lärm::N,oväsen,சத்தம்
267,Laut::N,ljud,ஒலி
268,Ton::N,ton,குரல்
269,Lied::N,sång,பாட்டு
270,Ruhe::N,ro,அமைதி
271,Ruhe::N,lugn,அமைதி
272,Leute::N,folk,மக்கள்
273,Volk::N,folk,மக்கள்
274,Arbeit::N,arbete,வேலை
275,Gast::N,gäst,விருந்தாளி
276,Geschenk::N,gåva,பரிசுப் பொருள்
277,Geschenk::N,present,பரிசுப் பொருள்
278,Spiel::N,lek,விளையாட்டு
279,Spiel::N,spel,விளையாட்டு
280,Gesellschaft::N,sällskap,சமுதாயம்
281,Hilfe::N,hjälp,உதவி
282,Freund::N,vän,நண்பன்
283,Kamerad::N,kamrat,உடனிருப்பவன்
284,Angelegenheit::N,ärende,செய்தி
285,Angelegenheit::N,angelägenhet,செய்தி
286,Anzahl::N,antal,எண்ணிக்கை
287,Art::N,art,வகை
288,Art::N,slag,வகை
289,Stück::N,stycke,துண்டம்
290,Teil::N,del,பகுதி
291,Hälfte::N,halva,பாதி
292,Kreis::N,krets,வட்டம்
293,Kreis::N,cirkel,வட்டம்
294,Kreuz::N,kors,சிலுவை
295,Kreuz::N,kryss,சிலுவை
296,Linie::N,linje,கோடு
297,Strich::N,streck,வாத நோய்
298,Abstand::N,avstånd,இடைவெளி
299,Entfernung::N,avstånd,தூரம்
300,Gegend::N,trakt,வட்டாரம்
301,Platz::N,plats,வெற்றிடம்
302,Ort::N,plats,இடம்
303,Ort::N,ställe,இடம்
304,Seite::N,sida,பக்கம்
305,Mitte::N,mitt,இடைப்பகுதி
306,Gegenstand::N,föremål,உருப்படி
307,Sache::N,sak,பொருள்
308,Rand::N,rand,தொங்கு
309,Kante::N,kant,விளிம்பு
310,Ecke::N,vrå,மூலை
311,Ecke::N,hörn,மூலை
312,Spitze::N,spets,முனை
313,Ende::N,ända,முடிவு
314,Loch::N,hål,துளை
315,Winkel::N,vinkel,கோணம்
316,Muster::N,mönster,பாங்கு
317,Größe::N,storlek,அளவு
318,Länge::N,längd,நீளம்
319,Höhe::N,höjd,உயரம்
320,Gewicht::N,tyngd,எடை
321,Menge::N,mängd,தொகை
322,Haufen::N,hög,குவியல்
323,Reihe::N,rad,வரிசை
324,Boot::N,båt,படகு
325,Ruder::N,åra,துடுப்பு
326,Schlitten::N,släde,சகடையிலா வண்டி
327,Ski::N,skida,பனிச் சறுக்கல்
328,Lagerfeuer::N,lägereld,மூட்டம்
329,Last::N,last,பாரம்
330,Last::N,börda,பாரம்
331,Gang::N,gång,நடை
332,Schritt::N,steg,காலடி
333,Norden::N,norr,வடக்கு
334,Süden::N,söder,தெற்கு
335,Westen::N,väster,மேற்கு திசை
336,Osten::N,öster,கிழக்கு
337,Holz::N,trä,மரக்கட்டை
338,Brett::N,bräda,பலகை
339,Platte::N,platta,பலகம்
340,Stütze::N,stöd,அடைப்புகன்
341,Stütze::N,stötta,அடைப்புகன்
342,Stange::N,stång,கம்பம்
343,Stock::N,käpp,குச்சி
344,Stock::N,pinne,குச்சி
345,Stab::N,stav,கம்பு
346,Rohr::N,rör,குழாய்
347,Haus::N,hus,வீடு
348,Heim::N,hem,வீடு
349,Ofen::N,ugn,அடுப்பு
350,Fußboden::N,golv,தரை
351,Tisch::N,bord,மேசை
352,Stuhl::N,stol,நாற்காலி
353,Wiege::N,vagga,தொட்டில்
354,Bett::N,säng,படுக்கை
355,Regal::N,hylla,அலமாரி
356,Kiste::N,låda,பெட்டி
357,Fenster::N,fönster,சாளரம்
358,Tür::N,dörr,கதவு
359,Tor::N,port,வாசற்கதவு
360,Zaun::N,staket,வேலி
361,Zaun::N,stängsel,வேலி
362,Dach::N,tak,கூரை
363,Leiter::N,stege,ஏணி
364,Besen::N,kvast,விளக்குமாறு
365,Spaten::N,spade,மண்வெட்டி
366,Schaufel::N,skovel,அடிதண்டா
367,Schaufel::N,skyffel,அடிதண்டா
368,Gabel::N,gaffel,முட்கரண்டி
369,Löffel::N,sked,கரண்டி
370,Messer::N,kniv,கத்தி
371,Nagel::N,spik,ஆணி
372,Netz::N,nät,வலை
373,Haken::N,krok,கொக்கி
374,Griff::N,tag,கைப்பிடி
375,Griff::N,handtag,கைப்பிடி
376,Schloss::N,las,பூட்டு
377,Bild::N,bild,படம்
378,Figur::N,figur,எண்ணிக்கை
379,Puppe::N,docka,பொம்மை
380,Beutel::N,påse,பை
381,Bündel::N,bunt,பொதி
382,Bündel::N,knippa,பொதி
383,Tasche::N,väska,பை
384,Eimer::N,hink,வாளி
385,Eimer::N,ämbar,வாளி
386,Deckel::N,lock,உறை
387,Geschirr::N,servis,பாத்திரம்
388,Geschirr::N,porslin,பாத்திரம்
389,Sack::N,säck,பை
390,Tasse::N,kopp,கிண்ணம்
391,Topf::N,gryta,பானை
392,Topf::N,kastrull,பானை
393,Kessel::N,kittel,கெண்டி
394,Essen::N,mål,உணவருந்துதல்
395,Nahrung::N,näring,உணவு
396,Speise::N,maträtt,உணவு வகை
397,Fleisch::N,kött,இறைச்சி
398,Getreide::N,säd,மக்காச்சோளம்
399,Getreide::N,spannmål,மக்காச்சோளம்
400,Brei::N,gröt,கஞ்சி
401,Brot::N,bröd,ரொட்டி
402,Scheibe::N,skiva,துண்டு
403,Fett::N,fett,கொழுப்பு
404,Butter::N,smör,வெண்ணெய்
405,Öl::N,olja,எண்ணெய்
406,Salz::N,salt,உப்பு
407,Suppe::N,soppa,ரசம்
408,Honig::N,honung,தேன்
409,Milch::N,mjölk,பால்
410,Tee::N,te,தெனீர்
411,Leder::N,läder,பதம் செய்யப்பட்ட தோல்
412,Wolle::N,ull,கம்பளி
413,Wolle::N,ylle,கம்பளி
414,Stoff::N,tyg,துணி
415,Stoff::N,stoff,துணி
416,Nadel::N,nål,ஊசி
417,Faden::N,tråd,நூல்
418,Knopf::N,knapp,பொத்தான்
419,Knoten::N,knut,முடிச்சு
420,Farbe::N,färg,வண்ணக் குழம்பு
421,Kleidung::N,klädsel,ஆடைகள்
422,Hemd::N,skjorta,சட்டை
423,Kragen::N,krage,கழுத்துப் பட்டை
424,Ärmel::N,ärm,சட்டைக்கை
425,Hose::N,byxor,கால்சட்டை
426,Gürtel::N,bälte,பெல்ட்
427,Mütze::N,mössa,தொப்பி
428,Schuh::N,sko,காலணி
429,Stiefel::N,stövel,காலணி
430,Ring::N,ring,மோதிரம்
431,Band::N,band,நாடா
432,Kamm::N,kam,கீப்பு
433,Spiegel::N,spegel,ஆடி
434,Spiegel::N,spegel,கண்ணாடி
435,Riemen::N,rem,வார்
436,Schnur::N,snöre,கயிறு
437,Leine::N,lina,தோல்வார்
438,Decke::N,täcke,போர்வை
439,Kissen::N,dyna,தலையணை
440,Kissen::N,kudde,தலையணை
441,Tuch::N,sjal,துணி
442,Handtuch::N,handduk,தண்டு
443,Kraft::N,kraft,நிர்பந்தம்
444,Stärke::N,styrka,பலம்
445,Gesundheit::N,hälsa,ஆரோக்கியம்
446,Krankheit::N,sjukdom,நோய்
447,Schmerz::N,smärta,வலி
448,Wunde::N,sår,காயம்
449,Fieber::N,feber,காய்ச்சல்
450,Arznei::N,medicin,மருந்து
451,Arznei::N,läkemedel,மருந்து
452,Brücke::N,bro,பாலம்
453,Brunnen::N,brunn,கேணி
454,Weide::N,bete,மேய்ச்சல் நிலம்
455,Pfad::N,stig,நடை வழி
456,Weg::N,väg,வழி
457,Straße::N,gata,சாலை
458,Dorf::N,by,கிராமம்
459,Stadt::N,stad,நகரம்
460,Brief::N,brev,கடிதம்
461,Buch::N,bok,புத்தகம்
462,Buchstabe::N,bokstav,எழத்து
463,Zeitung::N,tidning,செய்தித்தாள்
464,Leben::N,liv,வாழ்க்கை
465,Tod::N,död,மரணம்
466,Grab::N,grav,சமாதி
467,Kirche::N,kyrka,தேவாலயம்
468,Sünde::N,synd,பாவம்
469,Gott::N,gud,கடவுள்
470,Arbeiter::N,arbetare,தொழிலாளி
471,Chef::N,chef,மேலாளர்
472,Meister::N,mästare,தலைவன்
473,Arzt::N,läkare,மருத்துவர்
474,Lehrer::N,lärare,ஆசிரியர்
475,Geld::N,pengar,பணம்
476,Geschäft::N,rörelse,வாணிபம்
477,Laden::N,affär,கடை
478,Preis::N,pris,விலை
479,Ware::N,vara,சாமன்கள்
480,Nutzen::N,gagn,இலாபம்
481,Nutzen::N,nytta,இலாபம்
482,Reichtum::N,rikedom,சொத்து
483,Welt::N,värld,உலகம்
484,Land::N,land,நாடு
485,Staat::N,stat,நாடு
486,König::N,kung,அரசன்
487,König::N,konung,அரசன்
488,Macht::N,makt,அதிகாரம்
489,Grenze::N,gräns,எல்லை
490,Krieg::N,krig,போர்
491,Feind::N,fiende,எதிரி
492,Gewalt::N,våld,வன்முறை
493,Kampf::N,kamp,போராட்டம்
494,Kampf::N,strid,போராட்டம்
495,Bogen[Waffe]::N,båge,வில்
496,Pfeil::N,pil,அம்பு
497,Gewehr::N,gevär,துப்பாக்கி
498,Fehler::N,fel,தவறு
499,Lüge::N,lögn,பொய்
500,Schaden::N,skada,சேதாரம்
501,Unglück::N,otur,இடையூறு
502,Unglück::N,olycka,இடையூறு
503,Schuld::N,skuld,குற்றம்
504,Alter::N,ålder,வயது
505,Schluss::N,slut,முடிவு
506,Zeit::N,tid,காலம்
507,Tag::N,dag,நாள்
508,Morgen::N,morgon,காலை நேரம்
509,Mittag::N,middag,மதியம்
510,Abend::N,kväll,மாலைப் பொழுது
511,Nacht::N,natt,இரவு
512,Woche::N,vecka,வாரம்
513,Monat::N,månad,மாதம்
514,Jahr::N,år,வருடம்
515,Frühling::N,vår,வசந்தம்
516,Sommer::N,sommar,கோடை
517,Herbst::N,höst,இலையுதிர் காலம்
518,Winter::N,vinter,குளிர்காலம்
519,Januar::N,januari,ஜனவரி
520,Februar::N,februari,பிபரவரி மாதம்
521,März::N,mars,மார்ச் மாதம்
522,April::N,april,ஏப்ரல் மாதம்
523,Mai::N,maj,மே மாதம்
524,Juni::N,juni,ஜூன் மாதம்
525,Juli::N,juli,ஜூலை மாதம்
526,August::N,augusti,ஆகஸ்ட் மாதம்
527,September::N,september,செப்டம்பர் மாதம்
528,Oktober::N,oktober,அக்டோபர் மாதம்
529,November::N,november,நவம்பர் மாதம்
530,Dezember::N,december,டிசம்பர்
531,Montag::N,måndag,திங்கட் கிழமை
532,Dienstag::N,tisdag,செவ்வாய்க்கிழமை
533,Mittwoch::N,onsdag,புதன் கிழமை
534,Donnerstag::N,torsdag,வியாழக் கிழமை
535,Freitag::N,fredag,வெள்ளிக்கிழமை
536,Samstag::N,lördag,சனிக்கிழமை
537,Sonntag::N,söndag,ஞாயிறுக் கிழமை
538,groß::A,stor,பெரிய
539,klein::A,liten,சிறிய
540,lang::A,lång,நீண்ட
541,kurz::A,kort,குட்டையான
542,breit::A,bred,அகலமான
543,schmal::A,smal,குறுகலான
544,dicht::A,tät,அடர்த்தியான
545,dick[Gegenstand]::A,tjock,தடித்த
546,dünn::A,tunn,சன்னமான
547,fein::A,fin,மெல்லிய
548,fest::A,fast,உறுதியாள
549,flach::A,platt,தட்டையான
550,glatt::A,glatt,வழுவழுப்பான
551,hart::A,hård,கடினமான
552,weich::A,mjuk,மென்மையான
553,rund::A,rund,உருண்டையான
554,spitz::A,toppig,திகந்தமாக
555,spitz::A,spetsig,திகந்தமாக
556,scharf::A,vass,கூரான
557,scharf::A,skarp,கூரான
558,stumpf::A,slö,உளம் திறந்த
559,schwer::A,tung,கனமான
560,schön::A,skön,அழகான
561,schön::A,vacker,அழகான
562,heiß::A,het,சூடான
563,warm::A,varm,இதமான
564,kalt::A,kall,குளிர்ச்சியான
565,kühl::A,sval,குளிர்ச்சியான
566,kühl::A,kylig,குளிர்ச்சியான
567,frisch::A,färsk,சுத்தமான
568,feucht::A,fuktig,ஈரமான
569,nass::A,våt,ஈரமான
570,trocken::A,torr,உலர்ந்த
571,voll::A,full,நிரம்பிய
572,leer::A,tom,காலியான
573,offen::A,öppen,திறந்த
574,geschlossen::A,stängd,மூடப்பட்ட
575,sauber::A,ren,சுத்தமான
576,schmutzig::A,snuskig,அழக்கான
577,roh::A,rå,கச்சா
578,reif::A,mogen,பழுத்த
579,lecker::A,läcker,சுவைமிக்க
580,süß::A,söt,இனிப்பான
581,bitter::A,besk,கசப்பான
582,bitter::A,bitter,கசப்பான
583,sauer::A,sur,புளிப்பாக
584,hell::A,ljus,பளபளப்பான
585,dunkel::A,mörk,கருமையான
586,schwarz::A,svart,கருப்பு வண்ண
587,weiß::A,vit,வெண்மையன
588,rot::A,röd,சிவப்பு
589,gelb::A,gul,மஞ்சள் வண்ணம்
590,blau::A,blå,நீல வண்ண
591,grün::A,grön,பச்சை வண்ண
592,grau::A,grå,சாம்பல் நிற
593,bunt::A,brokig,வண்ண மயமான
594,billig::A,billig,மலிவான
595,teuer::A,dyr,விலை அதிகமான
596,wertvoll::A,värdefull,மதிப்புள்ள
597,blind::A,blind,பார்வையற்ற
598,taub::A,döv,செவிடான
599,kräftig::A,kraftig,வலிமையான
600,stark::A,stark,பலமான
601,schwach::A,svag,பலவீனமான
602,fett::A,fet,பருமனாக
603,schlank::A,slank,ஒல்லியான
604,hübsch::A,snygg,அழகிய
605,hübsch::A,vacker,அழகிய
606,böse::A,ond,கேடு விளைவிக்கும்
607,böse::A,elak,கேடு விளைவிக்கும்
608,dumm::A,dum,முட்டாள்தனமான
609,faul::A,lat,சோம்பலான
610,fleißig::A,flitig,ஊக்கந்தளராத
611,geizig::A,snål,கஞேசத்தனமான
612,geizig::A,girig,கஞேசத்தனமான
613,klug::A,klok,சாதுரியமான
614,geschickt::A,händig,திறமையள்ள
615,geschickt::A,skicklig,திறமையள்ள
616,lieb::A,kär,அன்புக்குரிய
617,lieb::A,snäll,அன்புக்குரிய
618,lustig::A,rolig,களிப்புமிக்க
619,lustig::A,lustig,களிப்புமிக்க
620,sanft::A,mild,சாதுவான
621,hungrig::A,hungrig,பசியுடன்
622,krank::A,sjuk,நோயுற்று
623,nackt::A,naken,ஆடையற்ற
624,traurig::A,ledsen,சோகமான
625,traurig::A,sorgsen,சோகமான
626,lebendig::A,levande,பிழைப்பு
627,gut::A,bra,நல்ல
628,schlecht::A,dålig,கெட்ட
629,richtig::A,riktig,சரியான
630,schlimm::A,illa,அருவருப்பான
631,wahr::A,sann,உண்மையான
632,alt::A,gammal,பழைய
633,neu::A,ny,புதிய
634,ehemalig::A,forn,முன்நாள்
635,ehemalig::A,tidigare,முன்நாள்
636,alt[Lebewesen]::A,gammal,வயதான
637,jung::A,ung,இளமையான
638,arm::A,fattig,ஏழ்மையான
639,reich::A,rik,செல்வம் படைத்த
640,bekannt::A,känd,பழக்கப்பட்ட
641,berühmt::A,berömd,புகழ்பெற்ற
642,fremd::A,främmande,அயல் நாட்டு
643,verschieden::A,åtskillig,வித்தியாசமான
644,nah::A,nära,பக்கத்தில் உள்ள
645,fern::A,fjärran,தொலை தூரத்தில்
646,linker::A,vänster,மீந்திருக்கும்
647,rechter::A,höger,வலதுபக்கம்
648,anderer::A,annan,மற்ற
649,erster::A,första,முதனமையான
650,zweiter::A,andra,இரண்டாவது
651,dritter::A,tredje,மூன்றாவது
652,letzter::A,sist,கடைசி
653,allein::ADV,allena,தனியாக
654,auf einmal::ADV,på en gång,தடீரென்று
655,zusammen::ADV,tillsammans,சேர்ந்து
656,lange::ADV,länge,அதிக நோம்
657,plötzlich::ADV,plötsligt,தடீரென்று
658,sofort::ADV,strax,உடனடியாக
659,sofort::ADV,genast,உடனடியாக
660,später::ADV,senare,பிறகு
661,jetzt::ADV,nu,இப்பொழது
662,heute::ADV,i dag,இன்று
663,morgen::ADV,i morgon,நாளைக்கு
664,bald::ADV,snart,சீக்கிரம்
665,dann::ADV,då,அப்பொழுது
666,gestern::ADV,i går,நேற்று
667,einst::ADV,en gång,ஒரே முறை
668,damals::ADV,då,அப்பொழுது
669,damals::ADV,den gången,அப்பொழுது
670,danach::ADV,därefter,பிற்பாடு
671,vorher::ADV,före,முன்பாக
672,vorher::ADV,förut,முன்பாக
673,zuerst::ADV,först,முதலில்
674,einmal::ADV,en gång,ஒரே முறை
675,manchmal::ADV,ibland,சில நேரங்களில்
676,oft::ADV,ofta,அடிக்கடி
677,immer::ADV,alltid,எப்பொழுதும்
678,niemals::ADV,aldrig,ஒருபோதும் இல்லை
679,hier::ADV,här,இங்கே
680,hierhin::ADV,hit,இவ்விடத்திற்கு
681,von hier::ADV,härifrån,இனி
682,dort::ADV,där,அங்கே
683,dorthin::ADV,dit,அவ்விடத்திற்கு
684,geradeaus::ADV,rätt fram,முன்னாலிருக்கும்
685,vorwärts::ADV,fram,முன்புறமாக
686,vorwärts::ADV,framåt,முன்புறமாக
687,rückwärts::ADV,baklänges,பின்னோக்கி
688,zurück::ADV,tillbaka,பின்பக்கம்
689,unten::ADV,nere,கீழாக
690,unten::ADV,nedanför,கீழாக
691,hinab::ADV,ned,கீழ் நோக்கி
692,hinab::ADV,nedåt,கீழ் நோக்கி
693,oben::ADV,ovan,மேலே
694,oben::ADV,ovanpå,மேலே
695,hinauf::ADV,upp,மேலே
696,hinauf::ADV,uppåt,மேலே
697,überall::ADV,överallt,எல்லா இடத்திலும்
698,nicht::ADV,ej,இல்லை
699,nicht::ADV,inte,இல்லை
700,ein wenig::ADV,litet,கொஞ்சம்
701,kaum::ADV,knappt,அரிதாக
702,kaum::ADV,knappast,அரிதாக
703,sehr::ADV,mycket,மிக்க
704,so::ADV,så,மிகவும்
705,noch::ADV,än,இப்பொழுதும்
