,Concept_ID,cy,ka
100,Tropfen::N,diferyn,წვეთი
101,Schaum::N,ewyn,ქაფი
102,Schaum::N,ewyn,დორბლი
103,Schmutz::N,baw,ჭუჭყი
104,Schmutz::N,baw,ტალახი
105,Schmutz::N,budreddi,ჭუჭყი
106,Schmutz::N,budreddi,ტალახი
107,See::N,llyn,ტბა
108,Sumpf::N,cors,ჭაობი
109,Moor::N,rhos,ტორფნარი
110,Wiese::N,dôl,ველი
111,Wiese::N,dôl,მდელო
112,Wald::N,coedwig,ტყე
113,Hügel::N,bryn,ბორცვი
114,Anhöhe::N,bryn,მაღლობი
115,Berg::N,mynydd,მთა
116,Gipfel::N,copa,მწვერვალი
117,Höhle::N,ogof,მღვიმე
118,Höhle::N,ogof,გამოქვებული
119,Abhang::N,llethr,ფერდობი
120,Quelle::N,tarddiad,წყარო
121,Quelle::N,tarddiad,სათავე
122,Quelle::N,ffynhonnell,წყარო
123,Quelle::N,ffynhonnell,სათავე
124,Bach::N,nant,რუ
125,Bach::N,nant,ნაკადული
126,Bach::N,afonig,რუ
127,Bach::N,afonig,ნაკადული
128,Bach::N,cornant,რუ
129,Bach::N,cornant,ნაკადული
130,Fluss::N,afon,მდინარე
131,Ufer::N,glan,კიდე
132,Ufer::N,glan,ნაპირი
133,Küste::N,traeth,ნაპირი
134,Küste::N,arfordir,ნაპირი
135,Festland::N,tir,ხმელეთი
136,Meer::N,môr,ზღვა
137,Bucht::N,bae,ყურე
138,Insel::N,ynys,კუნძული
139,Blume::N,blodyn,ყვავილი
140,Gras::N,glaswellt,ბალახი
141,Wurzel::N,gwreiddyn,ძირი
142,Wurzel::N,gwreiddyn,ფესვი
143,Baum::N,coeden,ხე
144,Stamm::N,colfen,ტანი
145,Stamm::N,boncyff,ტანი
146,Rinde::N,rhisgl,ქერქი
147,Ast::N,cangen,ტოტი
148,Zweig::N,cainc,შტო
149,Zweig::N,cangen,შტო
150,Blatt::N,deilen,ფოთოლი
151,Birke::N,bedwen,არყი
152,Kiefer[Baum]::N,pinwydden,ფიჭვი
153,Weide[Baum]::N,helygen,ტირიფი
154,Tanne::N,ffynidwydden,ნაძვი
155,Horn::N,corn,რქა
156,Feder::N,plufyn,ფრთა
157,Fell::N,ffwr,ტყავი
158,Flügel::N,adain,ფრთა
159,Klaue::N,crafanc,კლანჭი
160,Kralle::N,ewin,ტორი
161,Schwanz::N,cwt,კუდი
162,Schwanz::N,cynffon,კუდი
163,Ei::N,wy,კვერცხი
164,Nest::N,nyth,ბუდე
165,Bau::N,ffau,სორო
166,Tier::N,anifail,ნადირი
167,Tier::N,anifail,ცხოველი
168,Herde::N,praidd,ფარა
169,Herde::N,diadell,ფარა
170,Kuh::N,buwch,ფური
171,Kuh::N,buwch,ძროხა
172,Bulle::N,tarw,ხარი
173,Pferd::N,ceffyl,რაში
174,Pferd::N,ceffyl,ცხენი
175,Schaf::N,dafad,ცხვარი
176,Schwein::N,mochyn,ღორი
177,Hund::N,ci,ძაღლი
178,Katze::N,cath,კატა
179,Bär::N,arth,დათვი
180,Eichhörnchen::N,gwiwer,ციყვი
181,Elch::N,elc,ცხენ-ირემი
182,Fuchs::N,cadno,მელა
183,Hase::N,ysgyfarnog,კურდღელი
184,Maus::N,llygoden,თაგვი
185,Wolf::N,blaidd,მგელი
186,Vogel::N,aderyn,ჩიტი
187,Vogel::N,aderyn,ფრინველი
188,Schwarm::N,haid,გუნდი
189,Huhn::N,cyw,დედალი
190,Hahn::N,ceiliog,მამალი
191,Gans::N,gŵydd,ბატი
192,Adler::N,eryr,არწივი
193,Ente::N,hwyad,იხვი
194,Eule::N,tylluan,ბუ
195,Kranich::N,garan,წერო
196,Kranich::N,crychydd,წერო
197,Krähe::N,brân,ყვავი
198,Kuckuck::N,cog,გუგული
199,Kuckuck::N,cwcw,გუგული
200,Schwan::N,alarch,გედი
201,Fisch::N,pysgod,თევზი
202,Barsch::N,draenog,ქორჭილა
203,Hecht::N,penhwyad,ქარიყლაპია
204,Schlange[Tier]::N,neidr,გველი
205,Wurm::N,abwydyn,ჭია
206,Wurm::N,pryf genwair,ჭია
207,Spinne::N,cor,ობობა
208,Spinne::N,pryf copyn,ობობა
209,Ameise::N,morgrugyn,ჭიანჭველა
210,Laus::N,lleuen,ტილი
211,Laus::N,lleuen,მკბენარი
212,Mücke::N,gwybedyn,კოღო
213,Fliege::N,cleren,ბუზი
214,Schmetterling::N,glöyn byw,პეპელა
215,Schmetterling::N,iâr fach yr haf,პეპელა
216,Beere::N,aeronen,კენკრა
217,Apfel::N,afal,ვაშლი
218,Pilz::N,madarch,სოკო
219,Zwiebel::N,nionyn,ხახვი
220,Zwiebel::N,winwnsyn,ხახვი
221,Saat::N,had,თესლი
222,Korn::N,grawn,მარცვალი
223,Heu::N,gwair,თივა
224,Schale::N,croen,ჩენჩო
225,Schale::N,plisgyn,ჩენჩო
226,Grube::N,pwll,ორმო
227,Grube::N,pydew,ორმო
228,Falle::N,magl,ხაფანგი
229,Schlinge::N,cwlwm rhedeg,მახე
230,Spur::N,ôl,კვალი
231,Asche::N,lludw,ფერფლი
232,Dreck::N,baw,ტალახი
233,Dreck::N,baw,სიბინძურე
234,Dreck::N,budreddi,ტალახი
235,Dreck::N,budreddi,სიბინძურე
236,Eisen::N,haearn,რკინა
237,Gold::N,aur,ოქრო
238,Silber::N,arian,ვერცხლი
239,Kohle::N,glo,ნახშირი
240,Glas::N,gwydr,მინა
241,Lehm::N,clai,თიხა
242,Sand::N,tywod,ქვიშა
243,Mensch::N,dyn,ადამიანი
244,Mann::N,dyn,კაცი
245,Frau::N,merch,ქალი
246,Frau::N,gwraig,ქალი
247,Kind::N,plentyn,ბავშვი
248,Junge::N,hogyn,ვაჟი
249,Junge::N,bachgen,ვაჟი
250,Mädchen::N,merch,გოგო
251,Mädchen::N,geneth,გოგო
252,Familie::N,teulu,ოჯახი
253,Familie::N,tylwyth,ოჯახი
254,Großvater::N,taid,პაპა
255,Großvater::N,taid,ბაბუა
256,Großvater::N,tad-cu,პაპა
257,Großvater::N,tad-cu,ბაბუა
258,Großmutter::N,nain,ბებია
259,Großmutter::N,nain,დიდედა
260,Großmutter::N,mam-gu,ბებია
261,Großmutter::N,mam-gu,დიდედა
262,Eltern::N,rhieni,მშობლები
263,Vater::N,tad,მამა
264,Mutter::N,mam,დედა
265,Sohn::N,mab,ვაჟიშვილი
266,Tochter::N,merch,ქალიშვილი
267,Bruder::N,brawd,ძმა
268,Schwester::N,chwaer,და
269,Onkel::N,ewythr,ბიძა
270,Tante::N,modryb,დეიდა
271,Tante::N,modryb,მამიდა
272,Ehemann::N,gŵr,ქმარი
273,Ehefrau::N,gwraig,ცოლი
274,Freude::N,gorfoledd,სიხარული
275,Gelächter::N,chwerthin,სიცილი
276,Glück::N,hapusrwydd,ბედნიერება
277,Kummer::N,galar,მწუხარება
278,Wunsch::N,dymuniad,წადილი
279,Wunsch::N,dymuniad,სურვილი
280,Lust::N,chwant,წადილი
281,Geist::N,ysbryd,სული
282,Gedanke::N,meddwl,ფიქრი
283,Gedächtnis::N,cof,მეხსიერება
284,Verstand::N,meddwl,ჭკუა
285,Verstand::N,meddwl,გონება
286,Sinn::N,ystyr,მნიშვნელობა
287,Grund::N,achos,მიზეზი
288,Grund::N,rheswm,მიზეზი
289,Wahrheit::N,gwir,სიმართლე
290,Wahrheit::N,gwir,ჭეშმარიტება
291,Wahrheit::N,gwirionedd,სიმართლე
292,Wahrheit::N,gwirionedd,ჭეშმარიტება
293,Gespräch::N,sgwrs,ბაასი
294,Gespräch::N,sgwrs,საუბარი
295,Märchen::N,chwedl werin,არაკი
296,Märchen::N,chwedl werin,ზღაპარი
297,Erzählung::N,stori,თქმულება
298,Nachricht::N,neges,ცნობა
299,Nachricht::N,neges,ამბავი
300,Neuigkeit::N,newydd,სიახლე
301,Name::N,enw,სახელი
302,Rätsel::N,pos,გამოცანა
303,Rede::N,araith,სიტყვა
304,Sprache::N,iaith,ენა
305,Stimme::N,llais,ხმა
306,Wort::N,gair,სიტყვა
307,Zeichen::N,arwydd,ნიშანი
308,Ruf::N,galwad,ძახილი
309,Lärm::N,trwst,ხმაური
310,Laut::N,sain,ხმა
311,Laut::N,sain,ბგერა
312,Ton::N,tôn,ტონი
313,Lied::N,cân,სიმღერა
314,Ruhe::N,tawelwch,სიწყნარე
315,Leute::N,pobl,ადამიანები
316,Volk::N,pobl,ერი
317,Volk::N,pobl,ხალხი
318,Arbeit::N,gwaith,მუშაობა
319,Gast::N,gwestai,სტუმარი
320,Geschenk::N,rhodd,საჩუქარი
321,Geschenk::N,anrheg,საჩუქარი
322,Spiel::N,chwarae,თამაში
323,Gesellschaft::N,cwmni,საზოგადოება
324,Hilfe::N,cymorth,შველა
325,Hilfe::N,cymorth,დახმარება
326,Freund::N,cyfaill,მეგობარი
327,Kamerad::N,cydymaith,ამხანაგი
328,Angelegenheit::N,pwnc,საქმე
329,Anzahl::N,cyfrif,ოდენობა
330,Art::N,bath,სახეობა
331,Stück::N,darn,ნატეხი
332,Teil::N,rhan,წილი
333,Hälfte::N,hanner,ნახევარი
334,Kreis::N,cylch,წრე
335,Kreuz::N,croes,ჯვარი
336,Linie::N,llinell,ხაზი
337,Strich::N,strôc,შტრიხი
338,Strich::N,trawiad,შტრიხი
339,Abstand::N,bwlch,მანძილი
340,Abstand::N,pellter,მანძილი
341,Entfernung::N,pellter,სიშორე
342,Gegend::N,cylch,არე
343,Gegend::N,cylch,მხარე
344,Platz::N,lle,ფართობი
345,Ort::N,lle,ადგილი
346,Seite::N,ochr,მხარე
347,Mitte::N,canol,შუა
348,Gegenstand::N,eitem,საგანი
349,Sache::N,peth,ნივთი
350,Rand::N,cwr,კიდე
351,Rand::N,ymyl,კიდე
352,Kante::N,min,ნაწიბული
353,Kante::N,ymyl,ნაწიბული
354,Ecke::N,cornel,კუთხე
355,Spitze::N,blaen,წვეტი
356,Ende::N,pen,ბოლო
357,Loch::N,twll,ხვრელი
358,Winkel::N,congl,კუთხე
359,Muster::N,patrwm,მოხატულობა
360,Größe::N,maint,ზომა
361,Größe::N,maint,სიდიდე
362,Größe::N,maintioli,ზომა
363,Größe::N,maintioli,სიდიდე
364,Länge::N,hyd,სიგრძე
365,Höhe::N,uchder,სიმაღლე
366,Gewicht::N,pwysau,წონა
367,Menge::N,swm,რაოდენობა
368,Menge::N,maint,რაოდენობა
369,Haufen::N,pentwr,გროვა
370,Reihe::N,rhes,რიგი
371,Reihe::N,rhes,წყება
372,Boot::N,cwch,გემი
373,Ruder::N,rhwyf,ხოფი
374,Ruder::N,rhwyf,ნიჩაბი
375,Schlitten::N,sled,მარხილი
376,Schlitten::N,car llusg,მარხილი
377,Ski::N,sgi,თხილამური
378,Lagerfeuer::N,coelcerth,კოცონი
379,Last::N,llwyth,ტვირთი
380,Gang::N,tro,სვლა
381,Schritt::N,cam,ბიჯი
382,Norden::N,gogledd,ჩრდილოეთი
383,Süden::N,de,სამხრეთი
384,Westen::N,gorllewin,დასავლეთი
385,Osten::N,dwyrain,აღმოსავლეთი
386,Holz::N,pren,ხე
387,Brett::N,bwrdd,დაფა
388,Brett::N,bwrdd,ფიცარი
389,Brett::N,astell,დაფა
390,Brett::N,astell,ფიცარი
391,Platte::N,llech,თლილი ქვა
392,Stütze::N,ateg,საყრდენი
393,Stütze::N,cynhalydd,საყრდენი
394,Stange::N,polyn,ჭოკი
395,Stock::N,ffon,კეტი
396,Stock::N,brigyn,კეტი
397,Stab::N,ffon,ლატანი
398,Rohr::N,pibell,მილაკი
399,Haus::N,tŷ,სახლი
400,Heim::N,cartref,ოჯახის კერა
401,Ofen::N,stof,ღუმელი
402,Fußboden::N,llawr,იატაკი
403,Tisch::N,bwrdd,სუფრა
404,Tisch::N,bwrdd,მაგიდა
405,Stuhl::N,cadair,სკამი
406,Wiege::N,crud,აკვანი
407,Bett::N,gwely,საწოლი
408,Bett::N,gwely,სარეცელი
409,Regal::N,silff,თაროები
410,Kiste::N,bocs,ყუთი
411,Kiste::N,bocs,სკივრი
412,Kiste::N,blwch,ყუთი
413,Kiste::N,blwch,სკივრი
414,Fenster::N,ffenestr,ფანჯარა
415,Fenster::N,ffenestr,სარკმელი
416,Tür::N,drws,ბჭე
417,Tür::N,drws,კარი
418,Tor::N,porth,ჭიშკარი
419,Zaun::N,ffens,ღობე
420,Zaun::N,ffens,გალავანი
421,Dach::N,to,სახურავი
422,Leiter::N,ysgol,კიბე
423,Besen::N,ysgub,ცოცხი
424,Spaten::N,rhaw,ნიჩაბი
425,Schaufel::N,rhaw,ბარი
426,Gabel::N,fforc,ჩანგალი
427,Löffel::N,llwy,კოვზი
428,Messer::N,cyllell,დანა
429,Nagel::N,hoel,ლურსმანი
430,Netz::N,gwe,ბადე
431,Netz::N,rhwyd,ბადე
432,Haken::N,bach,კავი
433,Haken::N,bach,კაუჭი
434,Griff::N,carn,ტარი
435,Schloss::N,clo,კლიტე
436,Schloss::N,clo,საკეტი
437,Bild::N,llun,სურათი
438,Bild::N,pictiwr,სურათი
439,Figur::N,ffigur,ფიგურა
440,Puppe::N,dol,თოჯინა
441,Beutel::N,cwd,პარკი
442,Bündel::N,bwndel,გალა
443,Bündel::N,bwndel,ასხმა
444,Bündel::N,coflaid,გალა
445,Bündel::N,coflaid,ასხმა
446,Tasche::N,cod,ჩანთა
447,Eimer::N,bwced,ჩამჩა
448,Eimer::N,cunnog,ჩამჩა
449,Deckel::N,caead,ხუფი
450,Deckel::N,caead,სარქველი
451,Geschirr::N,llestri,ჭურჭელი
452,Sack::N,sach,ტომარა
453,Tasse::N,cwpan,ფინჯანი
454,Topf::N,pot,ქოთანი
455,Topf::N,crochan,ქოთანი
456,Kessel::N,tegell,ქვაბი
457,Essen::N,pryd o fwyd,ჭამა
458,Nahrung::N,bwyd,საზრდო
459,Nahrung::N,bwyd,საკვები
460,Speise::N,saig,საჭმელი
461,Fleisch::N,cig,ხორცი
462,Getreide::N,ŷd,მარცვლოვანი
463,Getreide::N,llafur,მარცვლოვანი
464,Brei::N,uwd,ფაფა
465,Brot::N,bara,პური
466,Scheibe::N,tafell,ნაჭერი
467,Fett::N,saim,ქონი
468,Fett::N,saim,ცხიმი
469,Fett::N,braster,ქონი
470,Fett::N,braster,ცხიმი
471,Butter::N,ymenyn,კარაქი
472,Öl::N,olew,ზეთი
473,Salz::N,halen,მარილი
474,Suppe::N,cawl,სუფი
475,Honig::N,mêl,თაფლი
476,Milch::N,llaeth,რძე
477,Milch::N,llefrith,რძე
478,Tee::N,te,ჩაი
479,Leder::N,lledr,ტყავი
480,Wolle::N,gwlân,მატყლი
481,Stoff::N,lliain,ქსოვილი
482,Stoff::N,brethyn,ქსოვილი
483,Nadel::N,nodwydd,ნემსი
484,Faden::N,edau,ძაფი
485,Faden::N,edau,მკედი
486,Faden::N,edefyn,ძაფი
487,Faden::N,edefyn,მკედი
488,Knopf::N,botwm,ღილი
489,Knoten::N,cwlwm,ნასკვი
490,Farbe::N,paent,საღებავი
491,Kleidung::N,dillad,ტანსაცმელი
492,Kleidung::N,gwisgoedd,ტანსაცმელი
493,Hemd::N,crys,ხალათი
494,Hemd::N,crys,პერანგი
495,Kragen::N,coler,საყელო
496,Ärmel::N,llawes,სახელო
497,Hose::N,trowsus,შარვალი
498,Gürtel::N,gwregys,ქამარი
499,Mütze::N,cap,ქუდი
500,Schuh::N,esgid,ფეხსაცმელი
501,Stiefel::N,botasen,ჩექმა
502,Ring::N,modrwy,ბეჭედი
503,Band::N,rhuban,ბაფთი
504,Kamm::N,crib,სავარცხელი
505,Spiegel::N,drych,სარკე
506,Riemen::N,strap,ღვედი
507,Schnur::N,llinyn,ლარი
508,Leine::N,tennyn,ჯაჭვი
509,Decke::N,blanced,საბანი
510,Decke::N,gwrthban,საბანი
511,Kissen::N,clustog,ბალიში
512,Kissen::N,gobennydd,ბალიში
513,Tuch::N,sgarff,მაუდი
514,Tuch::N,sgarff,თავშალი
515,Handtuch::N,tywel,ხელსახოცი
516,Handtuch::N,lliain sychu,ხელსახოცი
517,Kraft::N,grym,ძალა
518,Stärke::N,nerth,ღონე
519,Stärke::N,cryfder,ღონე
520,Gesundheit::N,iechyd,ჯანმრთელობა
521,Krankheit::N,afiechyd,სენი
522,Krankheit::N,afiechyd,ავადმყოფობა
523,Krankheit::N,anhwylder,სენი
524,Krankheit::N,anhwylder,ავადმყოფობა
525,Schmerz::N,poen,ტკივილი
526,Schmerz::N,gwayw,ტკივილი
527,Wunde::N,clwyf,იარი
528,Wunde::N,clwyf,ჭრილობა
529,Fieber::N,twymyn,ციება
530,Arznei::N,meddyginiaeth,წამალი
531,Brücke::N,pont,ხიდი
532,Brunnen::N,ffynnon,ჭა
533,Weide::N,porfa,საძოვარი
534,Pfad::N,llwybr,ბილიკი
535,Weg::N,ffordd,გზა
536,Straße::N,heol,შარაგზა
537,Straße::N,ffordd,შარაგზა
538,Dorf::N,pentref,დაბა
539,Dorf::N,pentref,სოფელი
540,Stadt::N,tref,ქალაქი
541,Brief::N,llythyr,წერილი
542,Buch::N,llyfr,წიგნი
543,Buchstabe::N,llythyren,ასო
544,Zeitung::N,papur newydd,გაზეთი
545,Leben::N,bywyd,სიცოცხლე
546,Tod::N,marwolaeth,სიკვდილი
547,Grab::N,bedd,სამარე
548,Grab::N,bedd,საფლავი
549,Kirche::N,eglwys,ეკლესია
550,Sünde::N,pechod,ცოდვა
551,Gott::N,duw,ღმერთი
552,Arbeiter::N,gweithiwr,მუშა
553,Chef::N,pennaeth,გამგე
554,Meister::N,meistr,ოსტატი
555,Arzt::N,meddyg,ექიმი
556,Arzt::N,meddyg,მკურნალი
557,Lehrer::N,athro,მასწავლებელი
558,Geld::N,pres,ფული
559,Geld::N,arian,ფული
560,Geschäft::N,busnes,საქმე
561,Geschäft::N,busnes,ბიზნესი
562,Laden::N,siop,დუქანი
563,Laden::N,siop,მაღაზია
564,Preis::N,pris,ფასი
565,Ware::N,nwydd,საქონელი
566,Nutzen::N,elw,ხეირი
567,Nutzen::N,budd,ხეირი
568,Reichtum::N,cyfoeth,სიმდიდრე
569,Welt::N,byd,მსოფლიო
570,Land::N,gwlad,მხარე
571,Land::N,gwlad,ქვეყანა
572,Staat::N,gwladwriaeth,სახელმწიფო
573,König::N,brenin,მეფე
574,Macht::N,grym,ძლიერება
575,Macht::N,awdurdod,ძლიერება
576,Grenze::N,ffin,ზღვარი
577,Grenze::N,goror,ზღვარი
578,Krieg::N,rhyfel,ომი
579,Feind::N,gelyn,მტერი
580,Gewalt::N,ffyrnigrwydd,სისასტიკე
581,Kampf::N,brwydr,ბრძოლა
582,Bogen[Waffe]::N,bwa,მშვილდი
583,Pfeil::N,saeth,ისარი
584,Pfeil::N,saeth,მახვილი
585,Gewehr::N,dryll,თოფი
586,Gewehr::N,dryll,შაშხანა
587,Fehler::N,gwall,შეცდომა
588,Fehler::N,camgymeriad,შეცდომა
589,Lüge::N,celwydd,სიცრუე
590,Lüge::N,anwiredd,სიცრუე
591,Schaden::N,niwed,ვნება
592,Schaden::N,difrod,ვნება
593,Unglück::N,anffawd,ხიფათი
594,Unglück::N,anffawd,უბედურება
595,Schuld::N,bai,ბრალი
596,Alter::N,oed,ასაკი
597,Schluss::N,diwedd,ბოლო
598,Schluss::N,diwedd,დასასრული
599,Zeit::N,amser,დრო
600,Tag::N,dydd,დღე
601,Tag::N,diwrnod,დღე
602,Morgen::N,bore,დილა
603,Mittag::N,nawn,შუადღე
604,Abend::N,noswaith,საღამო
605,Nacht::N,nos,ღამე
606,Woche::N,wythnos,კვირა
607,Monat::N,mis,თვე
608,Jahr::N,blwyddyn,წელი
609,Frühling::N,gwanwyn,გაზაფხული
610,Sommer::N,haf,ზაფხული
611,Herbst::N,hydref,შემოდგომა
612,Winter::N,gaeaf,ზამთარი
613,Januar::N,Ionawr,იანვარი
614,Februar::N,Chwefror,თებერვალი
615,März::N,Mawrth,მარტი
616,April::N,Ebrill,აპრილი
617,Mai::N,Mai,მაისი
618,Juni::N,Mehefin,ივნისი
619,Juli::N,Gorffennaf,ივლისი
620,August::N,Awst,აგვისტო
621,September::N,Medi,სექტემბერი
622,Oktober::N,Hydref,ოქტომბერი
623,November::N,Tachwedd,ნოემბერი
624,Dezember::N,Rhagfyr,დეკემბერი
625,Montag::N,dydd Llun,ორშაბათი
626,Dienstag::N,dydd Mawrth,სამშაბათი
627,Mittwoch::N,dydd Mercher,ოთხშაბათი
628,Donnerstag::N,dydd Iau,ხუთშაბათი
629,Freitag::N,dydd Gwener,პარასკევი
630,Samstag::N,dydd Sadwrn,შაბათი
631,Sonntag::N,dydd Sul,კვირა
632,groß::A,mawr,დიდი
633,klein::A,bach,მცირე
634,klein::A,bach,პატარა
635,lang::A,hir,გრძელი
636,kurz::A,byr,მოკლე
637,kurz::A,cwta,მოკლე
638,breit::A,llydan,ფართო
639,breit::A,llydan,განიერი
640,schmal::A,cul,ვიწრო
641,schmal::A,cul,წვრილი
642,dicht::A,dwys,მჭიდრო
643,dick[Gegenstand]::A,trwchus,სქელი
644,dünn::A,tenau,წვრილი
645,fein::A,main,თხელი
646,fest::A,cadarn,მყარი
647,flach::A,gwastad,ბრტყელი
648,glatt::A,llyfn,გლუ
649,hart::A,caled,მაგარი
650,weich::A,meddal,რბილი
651,rund::A,crwn,მრგვალი
652,spitz::A,pigfain,წვეტიანი
653,scharf::A,miniog,მჭრელი
654,stumpf::A,pŵl,ბლაგვი
655,schwer::A,trwm,მძიმე
656,schön::A,teg,ლამაზი
657,schön::A,hardd,ლამაზი
658,schön::A,prydferth,ლამაზი
659,heiß::A,poeth,ცხელი
660,warm::A,twym,თბილი
661,warm::A,cynnes,თბილი
662,kalt::A,oer,ცივი
663,kühl::A,oeraidd,გრილი
664,frisch::A,iach,სუფთა
665,feucht::A,llaith,ნოტიო
666,nass::A,gwlyb,სველი
667,trocken::A,sych,მშრალი
668,voll::A,llawn,სავსე
669,leer::A,gwag,ცარიელი
670,offen::A,agored,ღია
671,offen::A,agored,გაშლილი
672,geschlossen::A,caead,დახურული
673,geschlossen::A,caeëdig,დახურული
674,sauber::A,glân,სუფთა
675,sauber::A,glân,წმინდა
676,schmutzig::A,budr,ტალახიანი
677,schmutzig::A,brwnt,ტალახიანი
678,roh::A,amrwd,უმი
679,reif::A,aeddfed,მწიფე
680,lecker::A,blasus,გემრიელი
681,lecker::A,danteithiol,გემრიელი
682,süß::A,melys,ტკბილი
683,bitter::A,chwerw,მწარე
684,sauer::A,sur,მჟავე
685,hell::A,disglair,ნათელი
686,dunkel::A,tywyll,ბნელი
687,schwarz::A,du,შავი
688,weiß::A,gwyn,თეთრი
689,rot::A,coch,წითელი
690,gelb::A,melyn,ყვითელი
691,blau::A,glas,ლურჯი
692,blau::A,glas,ცისფერი
693,grün::A,gwyrdd,მწვანე
694,grau::A,llwyd,რუხი
695,grau::A,llwyd,ნაცრისფერი
696,bunt::A,lliwgar,ჭრელი
697,bunt::A,lliwgar,ფერადი
698,billig::A,rhad,იაფი
699,teuer::A,drud,ძვირი
700,wertvoll::A,gwerthfawr,ღირსიანი
701,blind::A,dall,ბრმა
702,taub::A,byddar,ყრუ
703,kräftig::A,nerthol,ძალავანი
704,kräftig::A,grymus,ძალავანი
705,stark::A,cryf,ძლიერი
706,stark::A,cryf,ღონიერი
707,stark::A,cadarn,ძლიერი
708,stark::A,cadarn,ღონიერი
709,schwach::A,gwan,სუსტი
710,fett::A,tew,სქელი
711,schlank::A,main,გამხდარი
712,hübsch::A,tlws,ეშხიანი
713,hübsch::A,tlws,მშვენიერი
714,böse::A,drwg,ავი
715,böse::A,drwg,ბოროტი
716,dumm::A,twp,ბოთე
717,dumm::A,twp,სულელი
718,faul::A,diog,ზანტი
719,faul::A,diog,ზარმაცი
720,fleißig::A,dyfal,ბეჯითი
721,fleißig::A,dyfal,მუყაითი
722,geizig::A,crintach,ძუნწი
723,geizig::A,cybyddlyd,ძუნწი
