,Concept_ID,it,fa
93,Licht::N,luce,نور
94,Licht::N,luce,روشنی
95,Schatten::N,ombra,سایه
96,Wetter::N,tempo,هوا
97,Nebel::N,nebbia,مه
98,Wolke::N,nube,ابر
99,Wolke::N,nùvola,ابر
100,Regen::N,pioggia,باران
101,Schnee::N,neve,برف
102,Eis::N,ghiaccio,یخ
103,Frost::N,gelo,یخبندان
104,Kälte::N,freddo,سرما
105,Hitze::N,caldo,گرما
106,Hitze::N,caldo,حرارت
107,Hitze::N,calura,گرما
108,Hitze::N,calura,حرارت
109,Raureif::N,brina,برف ریزه
110,Regenbogen::N,arcobaleno,رنگین‌کمان
111,Donner::N,tuono,رعد
112,Strömung::N,corrente,جریان
113,Tropfen::N,goccia,قطره
114,Schaum::N,spuma,کف
115,Schaum::N,schiuma,کف
116,Schmutz::N,sudiciume,گل
117,Schmutz::N,sudiciume,کثافت
118,See::N,lago,دریاچه
119,Sumpf::N,palude,مرداب
120,Sumpf::N,palude,باتلاق
121,Moor::N,torbiera,باتلاق
122,Wiese::N,prato,چمن
123,Wald::N,bosco,جنگل
124,Wald::N,foresta,جنگل
125,Hügel::N,colle,تل
126,Hügel::N,colle,تپه
127,Hügel::N,collina,تل
128,Hügel::N,collina,تپه
129,Anhöhe::N,altura,بلندی
130,Berg::N,monte,کوه
131,Berg::N,montagna,کوه
132,Gipfel::N,cima,قله
133,Höhle::N,grotta,غار
134,Höhle::N,caverna,غار
135,Abhang::N,pendìo,سرازیری
136,Quelle::N,sorgente,چشمه
137,Bach::N,ruscello,نهر
138,Fluss::N,fiume,رود
139,Ufer::N,riva,ساحل
140,Ufer::N,riva,کرانه
141,Küste::N,costa,ساحل
142,Festland::N,terraferma,خشکی
143,Meer::N,mare,دریا
144,Bucht::N,cala,خلیج
145,Insel::N,ìsola,جزیره
146,Blume::N,fiore,گل
147,Gras::N,erba,علف
148,Wurzel::N,radice,ریشه
149,Baum::N,àlbero,درخت
150,Stamm::N,tronco,تنه
151,Rinde::N,corteccia,توژ
152,Rinde::N,corteccia,پوست
153,Ast::N,ramo,شاخه
154,Zweig::N,ramo,شاخه
155,Blatt::N,foglia,برگ
156,Birke::N,betulla,غان
157,Kiefer[Baum]::N,pino,کاج
158,Weide[Baum]::N,sàlice,بید
159,Tanne::N,abete,صنوبر
160,Horn::N,corno,شاخ
161,Feder::N,penna,پر
162,Fell::N,manto,خز
163,Fell::N,pelame,خز
164,Flügel::N,ala,پر
165,Flügel::N,ala,بال
166,Klaue::N,grinfia,چنگ
167,Klaue::N,grinfia,پنجه
168,Kralle::N,unghia,پنجه
169,Kralle::N,artiglio,پنجه
170,Schwanz::N,coda,دم
171,Ei::N,uovo,تخم
172,Nest::N,nido,لانه
173,Bau::N,covo,بنا
174,Bau::N,covo,ساختمان
175,Tier::N,bestia,هیوان
176,Tier::N,animale,هیوان
177,Herde::N,gregge,رمه
178,Kuh::N,vacca,گاو
179,Bulle::N,toro,گاو نر
180,Pferd::N,cavallo,اسب
181,Schaf::N,pècora,گوسفند
182,Schwein::N,porco,خوک
183,Schwein::N,maiale,خوک
184,Hund::N,cane,سگ
185,Katze::N,gatta,گربه
186,Bär::N,orso,خرس
187,Eichhörnchen::N,scoiàttolo,سنجاب
188,Elch::N,alce,گوزن شمالی
189,Fuchs::N,volpe,روباه
190,Hase::N,lepre,خرگوش
191,Maus::N,topo,موش
192,Maus::N,sorcio,موش
193,Wolf::N,lupo,گرگ
194,Vogel::N,uccello,پرنده
195,Schwarm::N,stormo,دسته
196,Huhn::N,gallina,مرغ
197,Hahn::N,gallo,خروس
198,Gans::N,oca,غاز
199,Adler::N,àquila,عقاب
200,Ente::N,ànatra,اردک
201,Ente::N,ànatra,مرغابی
202,Eule::N,gufo,جغد
203,Eule::N,civetta,جغد
204,Kranich::N,gru,درنا
205,Krähe::N,cornacchia,زاغ
206,Krähe::N,cornacchia,کلاغ
207,Kuckuck::N,cuccù,فاخته
208,Kuckuck::N,cùculo,فاخته
209,Schwan::N,cigno,قو
210,Fisch::N,pesce,ماهی
211,Barsch::N,pèrsico,ماهی خاردار
212,Hecht::N,luccio,اردک ماهی
213,Schlange[Tier]::N,serpente,مار
214,Wurm::N,baco,کرم
215,Wurm::N,verme,کرم
216,Spinne::N,ragno,عنکبوت
217,Ameise::N,formica,مورچه
218,Laus::N,pidocchio,شپش
219,Mücke::N,zanzara,پشه
220,Fliege::N,mosca,مگس
221,Schmetterling::N,farfalla,پروانه
222,Beere::N,bacca,گیله
223,Apfel::N,mela,سیب
224,Pilz::N,fungo,قارچ
225,Zwiebel::N,cipolla,پیاز
226,Saat::N,semente,بذر
227,Korn::N,grano,تخم
228,Korn::N,grano,دانه
229,Heu::N,fieno,علف خشک
230,Schale::N,buccia,پوست
231,Grube::N,cava,گودال
232,Grube::N,fossa,گودال
233,Falle::N,tràppola,دام
234,Schlinge::N,laccio,حلقه
235,Spur::N,traccia,رد
236,Asche::N,cenere,خاکستر
237,Dreck::N,fango,کثافت
238,Eisen::N,ferro,آهن
239,Gold::N,oro,زر
240,Gold::N,oro,طلا
241,Silber::N,argento,نقره
242,Kohle::N,carbone,زغال
243,Glas::N,vetro,شیشه
244,Lehm::N,argilla,گل
245,Sand::N,arena,شن
246,Sand::N,arena,ماسه
247,Sand::N,sabbia,شن
248,Sand::N,sabbia,ماسه
249,Mensch::N,uomo,آدم
250,Mensch::N,uomo,انسان
251,Mensch::N,èssere umano,آدم
252,Mensch::N,èssere umano,انسان
253,Mann::N,uomo,مرد
254,Frau::N,donna,زن
255,Kind::N,bambino,بچه
256,Kind::N,bambino,کودک
257,Junge::N,ragazzo,پسر
258,Mädchen::N,ragazza,دختر
259,Familie::N,famiglia,فامیل
260,Familie::N,famiglia,خانواده
261,Großvater::N,nonno,پدربزرگ
262,Großmutter::N,nonna,مادر‌بزرگ
263,Eltern::N,genitori,والدین
264,Eltern::N,genitori,پدر‌و‌مادر
265,Vater::N,padre,پدر
266,Mutter::N,madre,مادر
267,Sohn::N,figlio,پسر
268,Tochter::N,figlia,دختر
269,Bruder::N,fratello,برادر
270,Schwester::N,sorella,خواهر
271,Onkel::N,zio,عمو
272,Onkel::N,zio,دایی
273,Tante::N,zia,عمه
274,Tante::N,zia,خاله
275,Ehemann::N,marito,همسر
276,Ehefrau::N,moglie,همسر
277,Freude::N,gioia,شادی
278,Freude::N,piacere,شادی
279,Gelächter::N,risata,خنده
280,Gelächter::N,risata,قاه‌قاه
281,Glück::N,felicità,اقبال
282,Kummer::N,afflizione,غم
283,Kummer::N,afflizione,غصه
284,Wunsch::N,desiderio,آرزو
285,Lust::N,voglia,هوس
286,Geist::N,mente,روح
287,Geist::N,spìrito,روح
288,Gedanke::N,idea,فکر
289,Gedanke::N,pensiero,فکر
290,Gedächtnis::N,memoria,حافظه
291,Verstand::N,intelletto,هوش
292,Sinn::N,senso,معنا
293,Sinn::N,senso,مفهوم
294,Sinn::N,significato,معنا
295,Sinn::N,significato,مفهوم
296,Grund::N,causa,سبب
297,Grund::N,causa,دلیل
298,Grund::N,motivo,سبب
299,Grund::N,motivo,دلیل
300,Grund::N,ragione,سبب
301,Grund::N,ragione,دلیل
302,Wahrheit::N,verità,حقیقت
303,Gespräch::N,discorso,صحبت
304,Gespräch::N,discorso,گفتگو
305,Gespräch::N,conversazione,صحبت
306,Gespräch::N,conversazione,گفتگو
307,Märchen::N,fiaba,قصه
308,Märchen::N,fiaba,افسانه
309,Märchen::N,fàvola,قصه
310,Märchen::N,fàvola,افسانه
311,Erzählung::N,racconto,داستان
312,Erzählung::N,narrazione,داستان
313,Nachricht::N,messaggio,خبر
314,Neuigkeit::N,notizia,خبر تازه
315,Name::N,nome,اسم
316,Rätsel::N,indovinello,معما
317,Rede::N,discorso,سخن
318,Sprache::N,lingua,زبان
319,Sprache::N,linguaggio,زبان
320,Stimme::N,voce,صدا
321,Wort::N,parola,کلمه
322,Zeichen::N,segno,نشان
323,Zeichen::N,segno,علامت
324,Zeichen::N,segnale,نشان
325,Zeichen::N,segnale,علامت
326,Ruf::N,chiamata,صدا
327,Lärm::N,chiasso,هیاهو
328,Lärm::N,strèpito,هیاهو
329,Laut::N,suono,صدا
330,Ton::N,tono,آهنگ
331,Lied::N,canto,آواز
332,Lied::N,canto,ترانه
333,Lied::N,canzone,آواز
334,Lied::N,canzone,ترانه
335,Ruhe::N,calma,آرامش
336,Ruhe::N,tranquillità,آرامش
337,Leute::N,gente,مردم
338,Volk::N,pòpolo,خلق
339,Arbeit::N,lavoro,کار
340,Gast::N,òspite,مهمان
341,Gast::N,invitato,مهمان
342,Geschenk::N,regalo,هدیه
343,Spiel::N,gioco,بازی
344,Gesellschaft::N,compagnìa,جمعیت
345,Hilfe::N,aiuto,کمک
346,Hilfe::N,soccorso,کمک
347,Freund::N,amico,دوست
348,Kamerad::N,camerata,رفیق
349,Angelegenheit::N,affare,امر
350,Angelegenheit::N,affare,قضیه
351,Angelegenheit::N,faccenda,امر
352,Angelegenheit::N,faccenda,قضیه
353,Anzahl::N,nùmero,عده
354,Anzahl::N,nùmero,شمار
355,Anzahl::N,quantità,عده
356,Anzahl::N,quantità,شمار
357,Art::N,tipo,نوع
358,Art::N,specie,نوع
359,Stück::N,pezzo,تکه
360,Stück::N,pezzo,قطعه
361,Teil::N,parte,بخش
362,Teil::N,parte,قسمت
363,Hälfte::N,metà,نیم
364,Kreis::N,cìrcolo,حلقه
365,Kreis::N,cìrcolo,دایره
366,Kreuz::N,croce,صلیب
367,Linie::N,lìnea,خط
368,Linie::N,lìnea,سطر
369,Strich::N,tratto,خط
370,Abstand::N,distanza,فاصله
371,Entfernung::N,distanza,مسافت
372,Entfernung::N,lontananza,مسافت
373,Gegend::N,regione,منطقه
374,Platz::N,posto,گنجایش
375,Platz::N,spazio,گنجایش
376,Ort::N,luogo,جا
377,Ort::N,luogo,محل
378,Ort::N,luogo,مکان
379,Ort::N,località,جا
380,Ort::N,località,محل
381,Ort::N,località,مکان
382,Seite::N,lato,طرف
383,Seite::N,parte,طرف
384,Mitte::N,mezzo,وسط
385,Mitte::N,mezzo,میان
386,Mitte::N,centro,وسط
387,Mitte::N,centro,میان
388,Gegenstand::N,oggetto,چیز
389,Sache::N,cosa,چیز
390,Rand::N,orlo,کنار
391,Rand::N,orlo,حاشیه
392,Rand::N,bordo,کنار
393,Rand::N,bordo,حاشیه
394,Kante::N,spìgolo,لبه
395,Ecke::N,canto,گوشه
396,Spitze::N,punta,سر
397,Spitze::N,punta,نوک
398,Ende::N,capo,ته
399,Ende::N,capo,آخر
400,Ende::N,estremità,ته
401,Ende::N,estremità,آخر
402,Loch::N,buco,سوراخ
403,Winkel::N,àngolo,کنج
404,Muster::N,disegno,نقش
405,Größe::N,taglia,قد
406,Größe::N,taglia,بزرگی
407,Größe::N,grandezza,قد
408,Größe::N,grandezza,بزرگی
409,Länge::N,lunghezza,طول
410,Höhe::N,altezza,بلندی
411,Gewicht::N,peso,وزن
412,Menge::N,quantità,مقدار
413,Menge::N,quantità,اندازه
414,Haufen::N,cùmulo,توده
415,Haufen::N,mucchio,توده
416,Reihe::N,fila,ردیف
417,Boot::N,barca,قایق
418,Boot::N,battello,قایق
419,Ruder::N,remo,پارو
420,Schlitten::N,slitta,سورتمه
421,Ski::N,sci,اسکی
422,Lagerfeuer::N,falò,آتش
423,Lagerfeuer::N,fuoco di bivacco,آتش
424,Last::N,càrico,بار
425,Last::N,càrico,سنگینی
426,Gang::N,andata,راه رفتن
427,Schritt::N,passo,قدم
428,Norden::N,nord,شمال
429,Norden::N,settentrione,شمال
430,Süden::N,sud,جنوب
431,Süden::N,meridione,جنوب
432,Westen::N,òvest,غرب
433,Westen::N,occidente,غرب
434,Osten::N,est,شرق
435,Osten::N,oriente,شرق
436,Holz::N,legno,چوب
437,Brett::N,asse,تخته
438,Brett::N,tàvola,تخته
439,Platte::N,lastra,صفحه
440,Platte::N,piastra,صفحه
441,Stütze::N,supporto,تکیه
442,Stange::N,sbarra,میله
443,Stange::N,pèrtica,میله
444,Stock::N,verga,چوب
445,Stock::N,bastone,چوب
446,Stock::N,bacchetta,چوب
447,Stab::N,asta,عصا
448,Rohr::N,tubo,لوله
449,Haus::N,casa,منزل
450,Heim::N,casa,خانه
451,Heim::N,casa,کاشانه
452,Ofen::N,stufa,بخاری
453,Fußboden::N,pavimento,کف اتاق
454,Tisch::N,tàvolo,میز
455,Stuhl::N,sedia,صندلی
456,Wiege::N,culla,گهواره
457,Bett::N,letto,تختخواب
458,Regal::N,scaffale,قفسه
459,Kiste::N,cassa,صندوق
460,Fenster::N,finestra,پنجره
461,Tür::N,porta,در
462,Tür::N,porta,درب
463,Tor::N,portone,دروازه
464,Zaun::N,recinto,حصار
465,Dach::N,tetto,بام
466,Leiter::N,scala,نردبان
467,Leiter::N,scala a pioli,نردبان
468,Besen::N,scopa,جارو
469,Spaten::N,vanga,بیل
470,Schaufel::N,pala,بیل
471,Schaufel::N,pala,پارو
472,Gabel::N,forchetta,چنگال
473,Löffel::N,cucchiaio,قاشق
474,Messer::N,coltello,کارد
475,Nagel::N,chiodo,میخ
476,Netz::N,rete,تور
477,Netz::N,rete,شبکه
478,Haken::N,uncino,قلاب
479,Griff::N,mànico,دسته
480,Griff::N,maniglia,دسته
481,Schloss::N,serratura,قفل
482,Bild::N,quadro,عکس
483,Bild::N,quadro,تصویر
484,Bild::N,immàgine,عکس
485,Bild::N,immàgine,تصویر
486,Figur::N,figura,تندیس
487,Puppe::N,bàmbola,عروسک
488,Beutel::N,borsa,کیسه
489,Beutel::N,sacchetto,کیسه
490,Bündel::N,fascio,بسته
491,Bündel::N,fagotto,بسته
492,Tasche::N,borsa,کیف
493,Eimer::N,secchio,سطل
494,Deckel::N,coperchio,در
495,Geschirr::N,stoviglie,ظرف
496,Sack::N,sacco,گونی
497,Tasse::N,tazza,فنجان
498,Topf::N,pèntola,دیگ
499,Topf::N,pèntola,قابلمه
500,Kessel::N,paiolo,دیگ
501,Kessel::N,calderone,دیگ
502,Essen::N,pasto,خوراک
503,Essen::N,mangiare,خوراک
504,Nahrung::N,cibo,غذا
505,Nahrung::N,alimento,غذا
506,Speise::N,piatto,خوراک
507,Fleisch::N,carne,گوشت
508,Getreide::N,cereali,غله
509,Brei::N,purè,فرنی
510,Brei::N,purè,حریره
511,Brei::N,pappa,فرنی
512,Brei::N,pappa,حریره
513,Brot::N,pane,نان
514,Scheibe::N,fetta,قاچ
515,Scheibe::N,fetta,لزگه
516,Scheibe::N,trancia,قاچ
517,Scheibe::N,trancia,لزگه
518,Fett::N,grasso,چربی
519,Butter::N,burro,کره
520,Öl::N,olio,روغن
521,Salz::N,sale,نمک
522,Suppe::N,zuppa,آش
523,Suppe::N,zuppa,سوپ
524,Suppe::N,minestra,آش
525,Suppe::N,minestra,سوپ
526,Honig::N,miele,عسل
527,Milch::N,latte,شیر
528,Tee::N,tè,چای
529,Leder::N,pelle,چرم
530,Wolle::N,lana,پشم
531,Stoff::N,panno,پارچه
532,Stoff::N,tessuto,پارچه
533,Nadel::N,ago,سوزن
534,Faden::N,filo,نخ
535,Knopf::N,bottone,دکمه
536,Knoten::N,nodo,گره
537,Farbe::N,pittura,رنگ
538,Kleidung::N,vestiti,لباس
539,Kleidung::N,vestiti,پوشاک
540,Kleidung::N,vestiario,لباس
541,Kleidung::N,vestiario,پوشاک
542,Hemd::N,camicia,پیراهن
543,Kragen::N,bàvero,یقه
544,Kragen::N,colletto,یقه
545,Ärmel::N,mànica,آستین
546,Hose::N,calzoni,شلوار
547,Gürtel::N,cintura,کمر‌بند
548,Mütze::N,berretto,کلاه
549,Schuh::N,scarpa,کفش
550,Stiefel::N,stivale,چکمه
551,Ring::N,anello,حلقه
552,Ring::N,anello,انگشتر
553,Band::N,nastro,نوار
554,Band::N,nastro,روبان
555,Band::N,fettuccia,نوار
556,Band::N,fettuccia,روبان
557,Kamm::N,pèttine,شانه
558,Spiegel::N,specchio,آینه
559,Riemen::N,cinghia,تسمه
560,Schnur::N,corda,ریسمان
561,Leine::N,guinzaglio,قلاده
562,Decke::N,coperta,پتو
563,Kissen::N,cuscino,بالش
564,Kissen::N,guanciale,بالش
565,Tuch::N,fazzoletto,شال
566,Handtuch::N,asciugamano,حوله
567,Kraft::N,forza,نیرو
568,Stärke::N,forza,زور
569,Stärke::N,vigore,زور
570,Stärke::N,fortezza,زور
571,Gesundheit::N,salute,سلامتی
572,Gesundheit::N,salute,تندرستی
573,Krankheit::N,malattìa,بیماری
574,Schmerz::N,dolore,درد
575,Wunde::N,piaga,زخم
576,Wunde::N,ferita,زخم
577,Fieber::N,febbre,تب
578,Arznei::N,fàrmaco,دارو
579,Arznei::N,medicina,دارو
580,Brücke::N,ponte,پل
581,Brunnen::N,pozzo,چاه
582,Weide::N,pàscolo,چراگاه
583,Pfad::N,sentiero,راه
584,Weg::N,via,راه
585,Weg::N,via,طریق
586,Weg::N,cammino,راه
587,Weg::N,cammino,طریق
588,Straße::N,strada,راه
589,Straße::N,strada,جاده
590,Dorf::N,paese,ده
591,Dorf::N,paese,روستا
592,Dorf::N,villaggio,ده
593,Dorf::N,villaggio,روستا
594,Stadt::N,città,شهر
595,Brief::N,lèttera,نامه
596,Buch::N,libro,کتاب
597,Buchstabe::N,lèttera,حرف
598,Zeitung::N,giornale,روزنامه
599,Leben::N,vita,عمر
600,Leben::N,vita,زندگی
601,Tod::N,morte,مرگ
602,Grab::N,tomba,گور
603,Grab::N,tomba,مزار
604,Grab::N,sepolcro,گور
605,Grab::N,sepolcro,مزار
606,Kirche::N,chiesa,کلیسا
607,Sünde::N,peccato,بزه
608,Sünde::N,peccato,گناه
609,Gott::N,dio,خدا
610,Arbeiter::N,operaio,کارگر
611,Arbeiter::N,lavoratore,کارگر
612,Chef::N,capo,رئیس
613,Chef::N,padrone,رئیس
614,Meister::N,mastro,استاد
615,Meister::N,maestro,استاد
616,Arzt::N,mèdico,پزشک
617,Arzt::N,dottore,پزشک
618,Lehrer::N,professore,معلم
619,Lehrer::N,professore,آموزگار
620,Geld::N,soldi,پول
621,Geld::N,denaro,پول
622,Geschäft::N,affare,کار
623,Geschäft::N,affare,بیزنس
624,Geschäft::N,negozio,کار
625,Geschäft::N,negozio,بیزنس
626,Laden::N,negozio,دکان
627,Laden::N,negozio,مغازه
628,Preis::N,prezzo,بها
629,Preis::N,prezzo,قیمت
630,Ware::N,merce,جنس
631,Ware::N,merce,کالا
632,Nutzen::N,ùtile,مزیت
633,Nutzen::N,ùtile,امتیاز
634,Nutzen::N,profitto,مزیت
635,Nutzen::N,profitto,امتیاز
636,Reichtum::N,ricchezza,مال
637,Reichtum::N,ricchezza,ثروت
638,Welt::N,mondo,دنیا
639,Land::N,paese,کشور
640,Land::N,paese,مملکت
641,Staat::N,Stato,دولت
642,König::N,re,شاه
643,König::N,re,پادشاه
644,Macht::N,potere,قدرت
645,Macht::N,potere,اختیار
646,Grenze::N,confine,مرز
647,Grenze::N,frontiera,مرز
648,Krieg::N,guerra,جنگ
649,Feind::N,nemico,دشمن
650,Gewalt::N,violenza,زور
651,Gewalt::N,violenza,خشونت
652,Kampf::N,lotta,نبرد
653,Kampf::N,lotta,مبارزه
654,Bogen[Waffe]::N,arco,کمان
655,Pfeil::N,freccia,تیر
656,Gewehr::N,fucile,تفنگ
657,Fehler::N,errore,غلط
658,Fehler::N,errore,اشتباه
659,Fehler::N,sbaglio,غلط
660,Fehler::N,sbaglio,اشتباه
661,Lüge::N,bugìa,دروغ
662,Lüge::N,menzogna,دروغ
663,Schaden::N,danno,آسیب
664,Schaden::N,danno,خسارت
665,Unglück::N,sfortuna,بلا
666,Schuld::N,colpa,گناه
667,Schuld::N,colpa,تقصیر
668,Alter::N,età,سن
669,Alter::N,età,عمر
670,Schluss::N,fine,انتها
671,Zeit::N,tempo,وقت
672,Zeit::N,tempo,زمان
673,Tag::N,giorno,روز
674,Tag::N,giornata,روز
675,Morgen::N,mattina,صبح
676,Mittag::N,mezzogiorno,ظهر
677,Abend::N,sera,شب
678,Abend::N,sera,عصر
679,Abend::N,serata,شب
680,Abend::N,serata,عصر
681,Nacht::N,notte,شب
682,Woche::N,settimana,هفته
683,Monat::N,mese,ماه
684,Jahr::N,anno,سال
685,Frühling::N,primavera,بهار
686,Sommer::N,estate,تابستان
687,Herbst::N,autunno,پاییز
688,Winter::N,inverno,زمستان
689,Januar::N,gennaio,ژانویه
690,Februar::N,febbraio,فوریه
691,März::N,marzo,مارس
692,April::N,aprile,آوریل
693,Mai::N,maggio,مه
694,Juni::N,giugno,ژوئن
695,Juli::N,luglio,ژویه
696,August::N,agosto,اوت
697,September::N,settembre,سپتامبر
698,Oktober::N,ottobre,اکتبر
699,November::N,novembre,نوامبر
700,Dezember::N,dicembre,دسامبر
701,Montag::N,lunedì,دو‌شنبه
702,Dienstag::N,martedì,سه‌شنبه
703,Mittwoch::N,mercoledì,چهار‌شنبه
704,Donnerstag::N,giovedì,پنج شنبه
705,Freitag::N,venerdì,جمعه
706,Samstag::N,sàbato,شنبه
707,Sonntag::N,domenica,یکشنبه
708,groß::A,grande,بزرگ
709,klein::A,pìccolo,کوچک
710,lang::A,lungo,بلند
711,kurz::A,corto,کوتاه
712,breit::A,largo,پهن
713,schmal::A,stretto,تنگ
714,schmal::A,stretto,نازک
715,dicht::A,denso,چگال
716,dicht::A,denso,انبوه
717,dick[Gegenstand]::A,spesso,ضخیم
718,dünn::A,sottile,نازک
719,fein::A,fine,ریز
720,fein::A,fine,باریک
721,fein::A,delicato,ریز
722,fein::A,delicato,باریک
723,fest::A,sodo,محکم
724,fest::A,fisso,محکم
725,flach::A,piano,صاف
726,flach::A,piano,مسطح
727,flach::A,piatto,صاف
728,flach::A,piatto,مسطح
729,glatt::A,liscio,لیز
730,hart::A,duro,سفت
731,weich::A,molle,نرم
732,weich::A,molle,ملایم
733,rund::A,rotondo,گرد
734,spitz::A,aguzzo,تیز
735,spitz::A,aguzzo,نوک‌تیز
736,spitz::A,appuntito,تیز
737,spitz::A,appuntito,نوک‌تیز
738,scharf::A,affilato,تیز
739,scharf::A,affilato,برنده
740,scharf::A,tagliente,تیز
741,scharf::A,tagliente,برنده
742,stumpf::A,smussato,کند
743,schwer::A,pesante,سنگین
744,schön::A,bello,زیبا
745,heiß::A,caldo,داغ
746,heiß::A,bollente,داغ
747,warm::A,caldo,گرم
748,kalt::A,freddo,سرد
749,kühl::A,fresco,خنک
750,frisch::A,fresco,تازه
751,feucht::A,ùmido,مرطوب
752,nass::A,bagnato,تر
753,nass::A,bagnato,خیش
754,trocken::A,secco,خشک
755,voll::A,pieno,پر
756,leer::A,vuoto,خالی
757,offen::A,aperto,باز
758,geschlossen::A,chiuso,بسته
759,sauber::A,netto,پاک
760,sauber::A,netto,تمیز
761,sauber::A,pulito,پاک
762,sauber::A,pulito,تمیز
763,schmutzig::A,sporco,کثیف
764,schmutzig::A,sporco,آلوده
765,schmutzig::A,sùdicio,کثیف
766,schmutzig::A,sùdicio,آلوده
767,roh::A,crudo,خام
768,reif::A,maturo,رسیده
769,lecker::A,ghiotto,لذیذ
770,lecker::A,ghiotto,خوشمزه
771,lecker::A,squisito,لذیذ
772,lecker::A,squisito,خوشمزه
773,süß::A,dolce,شیرین
774,bitter::A,amaro,تلخ
775,sauer::A,aspro,ترش
776,sauer::A,acerbo,ترش
777,hell::A,chiaro,روشن
778,dunkel::A,buio,تاریک
779,dunkel::A,oscuro,تاریک
780,schwarz::A,nero,سیاه
781,weiß::A,bianco,سفید
782,rot::A,rosso,سرخ
783,rot::A,rosso,قرمز
784,gelb::A,giallo,زرد
785,blau::A,blu,آبی
786,blau::A,azzurro,آبی
787,grün::A,verde,سبز
788,grau::A,grigio,طوسی
789,grau::A,grigio,خاکستری
790,bunt::A,variopinto,رنگارنگ
791,billig::A,a buon prezzo,ارزان
792,billig::A,a buon mercato,ارزان
793,teuer::A,caro,گران
794,wertvoll::A,prezioso,قیمتی
795,wertvoll::A,prezioso,گرانبها
796,blind::A,cieco,کور
797,blind::A,cieco,نابینا
798,taub::A,sordo,کر
799,taub::A,sordo,ناشنوا
800,kräftig::A,forte,قوی
801,kräftig::A,robusto,قوی
802,stark::A,forte,قوی
803,stark::A,forte,نیرومند
804,stark::A,vigoroso,قوی
805,stark::A,vigoroso,نیرومند
806,schwach::A,dèbole,ضعیف
807,fett::A,grasso,چرب
808,schlank::A,snello,باریک‌اندام
809,schlank::A,slanciato,باریک‌اندام
810,hübsch::A,bello,قشنگ
811,hübsch::A,bello,خوشگل
812,hübsch::A,carino,قشنگ
