,Concept_ID,lez,ku
215,Kind::N,аял,zarok
216,Junge::N,гада,kur
217,Mädchen::N,руш,keç
218,Mädchen::N,руш,keçik
219,Familie::N,хзан,malbat
220,Familie::N,килфет,malbat
221,Großvater::N,чӏехи буба,bapîr
222,Großmutter::N,чӏехи диде,pîrik
223,Eltern::N,диде-буба,bavudê
224,Vater::N,буба,bav
225,Mutter::N,диде,dê
226,Mutter::N,диде,dayik
227,Sohn::N,хва,kur
228,Tochter::N,руш,keç
229,Bruder::N,стха,bira
230,Schwester::N,вах,xweh
231,Onkel::N,ими,am
232,Onkel::N,ими,xal
233,Onkel::N,халу,am
234,Onkel::N,халу,xal
235,Tante::N,эме,metik
236,Tante::N,эме,xaltîk
237,Tante::N,хала,metik
238,Tante::N,хала,xaltîk
239,Ehemann::N,гъуьл,mêr
240,Ehefrau::N,паб,kulfet
241,Freude::N,шадвал,kêfxweşî
242,Gelächter::N,хъвер,pîrqînî
243,Glück::N,бахт,bext
244,Kummer::N,дерт,derd
245,Kummer::N,хажалат,derd
246,Wunsch::N,мурад,daxwaz
247,Wunsch::N,мурад,xwestek
248,Lust::N,гьевес,şewq
249,Geist::N,руьгь,aqil
250,Gedanke::N,фикир,fikir
251,Verstand::N,акьул,fêm
252,Sinn::N,мана,aqil
253,Grund::N,себеб,asas
254,Wahrheit::N,керчек,rastî
255,Wahrheit::N,гьакъикъат,rastî
256,Gespräch::N,ихтилат,guftûgo
257,Märchen::N,мах,çirok
258,Erzählung::N,кьиса,çirok
259,Erzählung::N,кьиса,vegotin
260,Nachricht::N,хабар,nûçe
261,Neuigkeit::N,цӏийи хабар,hewal
262,Name::N,тӏвар,nav
263,Name::N,тӏвар,paşnav
264,Rätsel::N,мискӏал,tiştonek
265,Rede::N,рахун,gotar
266,Rede::N,рахун,axavtin
267,Sprache::N,чӏал,ziman
268,Stimme::N,ван,pejn
269,Wort::N,гаф,gotin
270,Zeichen::N,ишара,şanek
271,Ruf::N,эвер,hawar
272,Lärm::N,ван-сес,xarbalix
273,Laut::N,ван,deng
274,Laut::N,ван,hês
275,Laut::N,сес,deng
276,Laut::N,сес,hês
277,Ton::N,ван-сес,awaz
278,Lied::N,мани,sitran
279,Ruhe::N,ласвал,rihetî
280,Ruhe::N,фаракъат,rihetî
281,Ruhe::N,асайиш,rihetî
282,Leute::N,инсанар,xelk
283,Volk::N,халкь,xelk
284,Arbeit::N,кӏвалах,xebat
285,Gast::N,мугьман,mêvan
286,Geschenk::N,савкьат,diyarî
287,Spiel::N,къугъун,lîstik
288,Gesellschaft::N,жемят,komal
289,Gesellschaft::N,общество,komal
290,Hilfe::N,куьмек,alîkarî
291,Freund::N,дуст,heval
292,Kamerad::N,яр-дуст,heval
293,Angelegenheit::N,кар,pirsgirêk
294,Anzahl::N,сан,çend
295,Anzahl::N,кьадар,çend
296,Art::N,жуьре,çeh
297,Stück::N,кӏус,lib
298,Stück::N,кӏус,parçe
299,Teil::N,пай,parçe
300,Hälfte::N,зур,nîvî
301,Hälfte::N,зур пай,nîvî
302,Kreis::N,круг,çemil
303,Kreis::N,чкаяр,çemil
304,Kreis::N,элкъвей цӏар,çemil
305,Kreuz::N,хаш,xaç
306,Linie::N,цӏар,xezik
307,Strich::N,цӏар,xezik
308,Abstand::N,ара,dûrahî
309,Entfernung::N,мензил,dûrahî
310,Gegend::N,чка,dever
311,Platz::N,ара,çih
312,Ort::N,чка,dever
313,Seite::N,пад,rûpel
314,Mitte::N,юкь,nav
315,Mitte::N,юкь,nabênê
316,Gegenstand::N,затӏ,tişt
317,Sache::N,шей,tişt
318,Sache::N,затӏ,tişt
319,Rand::N,къерех,kevî
320,Kante::N,син,kevî
321,Ecke::N,пӏипӏ,qunç
322,Spitze::N,кӏвенкӏв,derzî
323,Ende::N,кьил,talî
324,Loch::N,тӏеквен,qul
325,Winkel::N,пӏипӏ,kurnîşk
326,Muster::N,гишир,desen
327,Größe::N,кьадар,mezinî
328,Länge::N,яргъивал,dirêjahî
329,Höhe::N,кьакьанвал,bilindayî
330,Gewicht::N,заланвал,giranî
331,Menge::N,кьадар,qas
332,Haufen::N,хара,lod
333,Reihe::N,жерге,rêz
334,Boot::N,луьткве,kelek
335,Ruder::N,кьусу,bêrik
336,Schlitten::N,гъелерар,xîjik
337,Lagerfeuer::N,цӏай,agir
338,Last::N,заланвал,bar
339,Gang::N,ериш,fîtêz
340,Schritt::N,къадам,gav
341,Norden::N,кефер,bakur
342,Norden::N,кефер пад,bakur
343,Süden::N,кьибле,başur
344,Westen::N,рагъакӏидай пад,rojava
345,Osten::N,рагъэкъечӏдай пад,rojhilat
346,Holz::N,кӏарас,dep
347,Brett::N,кьул,dep
348,Brett::N,тахта,dep
349,Stütze::N,даях,destek
350,Stange::N,юрк,sing
351,Stock::N,лаш,çam
352,Stab::N,юрк,qat
353,Rohr::N,турба,borî
354,Haus::N,ужагъ,mal
355,Haus::N,ужагъ,xanî
356,Heim::N,кӏвал,mal
357,Ofen::N,пич,sobe
358,Fußboden::N,кӏвалин ччил,binpê
359,Tisch::N,стол,mase
360,Stuhl::N,стул,kursî
361,Wiege::N,кьеб,derguş
362,Bett::N,тахт,qerewêle
363,Regal::N,кьацӏ,rêbaz
364,Kiste::N,ящик,sindoq
365,Fenster::N,дакӏар,çam
366,Fenster::N,дакӏар,şibeke
367,Tür::N,рак,derî
368,Tor::N,варар,derge
369,Zaun::N,пару,hejik
370,Dach::N,къав,sere xanî
371,Leiter::N,гурар,pêling
372,Besen::N,таран кул,melkes
373,Spaten::N,ппер,mer
374,Schaufel::N,хекендаз,bêr
375,Gabel::N,шиш,çetel
376,Löffel::N,тӏур,kevçî
377,Messer::N,чукӏул,kêr
378,Nagel::N,мих,bizmar
379,Netz::N,чил,tor
380,Haken::N,къармах,çenqel
381,Griff::N,ттум,destî
382,Schloss::N,куьлег,qonax
383,Bild::N,шикил,dimen
384,Bild::N,суьрет,dimen
385,Figur::N,фигура,figûr
386,Puppe::N,нини,bûk
387,Beutel::N,тагъар,kîsik
388,Bündel::N,галгам,pêçek
389,Tasche::N,чанта,bêrîk
390,Eimer::N,ведре,dewl
391,Deckel::N,кьил,devik
392,Deckel::N,къалпагъ,devik
393,Geschirr::N,къаб-къажах,ferax
394,Sack::N,чувал,tûr
395,Tasse::N,сукӏра,kada
396,Topf::N,къажгъан,beroş
397,Kessel::N,къажгъан,şîril
398,Essen::N,тӏуьн,xwarin
399,Nahrung::N,тӏуьн,xwarin
400,Speise::N,хуьрек,xwarin
401,Fleisch::N,як,goşt
402,Getreide::N,техил,zad
403,Brei::N,хапӏа,hewdêl
404,Brei::N,хешил,hewdêl
405,Brot::N,фу,
406,Scheibe::N,чӏук,parçe
407,Fett::N,ягълу,rûn
408,Butter::N,гъери,rûn
409,Öl::N,ягълу,rûn
410,Salz::N,кьел,xwe
411,Suppe::N,суп,şorbe
412,Suppe::N,шурпа,şorbe
413,Honig::N,вирт,hingiv
414,Milch::N,нек,şîr
415,Tee::N,чай,çay
416,Leder::N,тумаж,çerm
417,Wolle::N,йис,herî
418,Stoff::N,парча,paç
419,Nadel::N,раб,derzî
420,Faden::N,гъал,ta
421,Knopf::N,дуьгме,bişkok
422,Knoten::N,тӏвал,girêk
423,Farbe::N,ранг,boyax
424,Kleidung::N,партал,çil
425,Hemd::N,перем,qutik
426,Hemd::N,перем,miltan
427,Kragen::N,хев,stûvang
428,Ärmel::N,хел,hûçik
429,Hose::N,шалвар,şewel
430,Gürtel::N,чӏул,qayiş
431,Mütze::N,бармак,fîno
432,Mütze::N,бапӏах,fîno
433,Schuh::N,ботинка,şêkal
434,Stiefel::N,чекме,gizme
435,Stiefel::N,чекме,çizme
436,Ring::N,тупӏал,xelek
437,Band::N,тасма,band
438,Kamm::N,регъ,şeh
439,Spiegel::N,гуьзгуь,eynik
440,Riemen::N,къайиш,qayiş
441,Schnur::N,еб,doxin
442,Decke::N,яргъан,bataniye
443,Kissen::N,хъуьцуьган,balgî
444,Tuch::N,шал,şar
445,Handtuch::N,дасмал,dezmal
446,Kraft::N,гуж,hêz
447,Kraft::N,гуж,qewet
448,Stärke::N,къуват,xurtî
449,Gesundheit::N,сагъвал,nojdarî
450,Krankheit::N,тӏал,nexweşî
451,Schmerz::N,тӏал,êş
452,Schmerz::N,тӏарвал,êş
453,Wunde::N,хер,kul
454,Fieber::N,ифин,ta
455,Arznei::N,дарман,derman
456,Brücke::N,муьгъ,kopî
457,Brunnen::N,къуй,çal
458,Brunnen::N,къуй,kani
459,Weide::N,уьруьш,beyar
460,Pfad::N,рехъ,xaçirek
461,Weg::N,рехъ,rê
462,Straße::N,рехъ,rê
463,Dorf::N,хуьр,gund
464,Stadt::N,шегьер,baçar
465,Brief::N,кагъаз,name
466,Buch::N,улуб,kitêb
467,Buch::N,улуб,pirtûk
468,Buchstabe::N,гьарф,herf
469,Zeitung::N,газета,rojname
470,Leben::N,уьмуьр,jiyan
471,Tod::N,кьиникь,mirin
472,Grab::N,сур,mezel
473,Kirche::N,килиса,gilyas
474,Sünde::N,гунагь,guneh
475,Gott::N,аллагь,xwedê
476,Arbeiter::N,фяле,hîşçî
477,Chef::N,гьаким,bêg
478,Meister::N,устӏар,hoste
479,Arzt::N,доктор,doktor
480,Lehrer::N,муаллим,mamoste
481,Geld::N,пул,pere
482,Laden::N,магазин,dikan
483,Preis::N,къимет,buha
484,Ware::N,мал,tişt
485,Ware::N,товар,tişt
486,Nutzen::N,хийир,fêde
487,Nutzen::N,менфят,fêde
488,Reichtum::N,девлет,serwet
489,Welt::N,дуьнья,dinya
490,Land::N,уьлкве,welat
491,Staat::N,пачагьлугъ,dewlet
492,Staat::N,государство,dewlet
493,König::N,пачагь,şah
494,König::N,пачагь,qral
495,Macht::N,власть,qewet
496,Macht::N,власть,destihilat
497,Grenze::N,сергьят,kevî
498,Krieg::N,дяве,çeng
499,Krieg::N,дяве,sêwaş
500,Feind::N,душман,dijmin
501,Gewalt::N,гуж,zor
502,Kampf::N,женг,şer
503,Bogen[Waffe]::N,чӏемерук,kêvan
504,Pfeil::N,хьел,çîrik
505,Gewehr::N,тфенг,tifing
506,Fehler::N,гъалатӏ,şaşî
507,Lüge::N,ттаб,derew
508,Schaden::N,зиян,xisar
509,Schaden::N,зарар,xisar
510,Unglück::N,бала,bêbextî
511,Unglück::N,бедбахтвал,bêbextî
512,Schuld::N,тахсир,suç
513,Alter::N,яш,temen
514,Schluss::N,эхир,girtin
515,Zeit::N,вяде,çax
516,Tag::N,югъ,roj
517,Morgen::N,пакама,sibeh
518,Mittag::N,нисин,nîro
519,Abend::N,няни,êvar
520,Nacht::N,йиф,şev
521,Woche::N,гьафте,heftî
522,Monat::N,варз,meh
523,Jahr::N,йис,sal
524,Frühling::N,гатфар,bihar
525,Sommer::N,гад,havîn
526,Herbst::N,зул,payîz
527,Winter::N,кьуьд,zistan
528,Januar::N,январь,çile
529,Februar::N,февраль,sibat
530,März::N,март,adar
531,April::N,апрель,nîsan
532,Mai::N,май,gûlan
533,Juni::N,июнь,hezîran
534,Juli::N,июль,tîmeh
535,August::N,август,tebax
536,September::N,сентябрь,îlon
537,Oktober::N,октябрь,çotmeh
538,November::N,ноябрь,mijdar
539,Dezember::N,декабрь,kanûn
540,Montag::N,ислен,duşemb
541,Dienstag::N,саласа,sêşem
542,Mittwoch::N,арбе,çarşemb
543,Donnerstag::N,хемис югъ,pêşemb
544,Freitag::N,жуьмя,în
545,Freitag::N,жуьмя югъ,în
546,Samstag::N,киш,şemî
547,Sonntag::N,гьяд,yekşemb
548,groß::A,еке,mezin
549,groß::A,чӏехи,mezin
550,klein::A,гъвечӏи,çûçik
551,lang::A,яргъи,dirêj
552,kurz::A,куьруь,kin
553,breit::A,гьяркьуь,fireh
554,schmal::A,гуьтӏуь,tenik
555,dicht::A,къалин,gir
556,dünn::A,кьелечӏ,zirav
557,fein::A,шуькӏуь,tenik
558,fest::A,кӏеви,saxlem
559,flach::A,кьулу,pahn
560,glatt::A,цӏалцӏам,dûz
561,glatt::A,цӏалцӏам,şayîk
562,hart::A,кӏеви,hişk
563,weich::A,хъуьтуьл,nerm
564,rund::A,элкъвей,gilover
565,spitz::A,хци,pîj
566,scharf::A,хци,tûj
567,stumpf::A,къуьруь,ne tûj
568,schwer::A,залан,giran
569,schön::A,иер,xweş
570,schön::A,иер,xweşik
571,heiß::A,кудай,kelandî
572,warm::A,чими,germ
573,kalt::A,мекьи,sar
574,kühl::A,къайи,jemîrî
575,frisch::A,таза,ter
576,frisch::A,михьи,ter
577,feucht::A,ламу,şil
578,nass::A,кьежей,şilek
579,trocken::A,кьуру,zuwa
580,voll::A,ацӏай,tijî
581,leer::A,буш,vala
582,leer::A,ичӏи,vala
583,offen::A,ахъа,vekirî
584,geschlossen::A,кӏеви,asê
585,sauber::A,михьи,pakij
586,schmutzig::A,чиркин,lewitî
587,schmutzig::A,кьацӏай,lewitî
588,roh::A,чиг,xav
589,roh::A,ицӏи,xav
590,reif::A,дигмиш хьайи,gihaştî
591,lecker::A,дадлу,xweş
592,süß::A,ширин,şîrîn
593,bitter::A,туькьуьл,tahl
594,sauer::A,цуру,tirş
595,hell::A,экуь,ronî
596,dunkel::A,мичӏи,tarî
597,schwarz::A,чӏулав,reş
598,weiß::A,лацу,sipî
599,rot::A,яру,sor
600,gelb::A,хъипи,zer
601,blau::A,вили,şîn
602,grün::A,къацу,şîn
603,grau::A,рехи,gewr
604,bunt::A,цӏару,rengîn
605,bunt::A,яру-цӏару,rengîn
606,billig::A,ужуз,erzan
607,teuer::A,багьа,biha
608,wertvoll::A,масан,hêja
609,wertvoll::A,масан,giranbiha
610,blind::A,буьркьуь,kor
611,taub::A,биши,kerr
612,kräftig::A,гужлу,gir
613,kräftig::A,гужлу,xurt
614,stark::A,къуватлу,xurt
615,schwach::A,такьатсуз,kesad
616,fett::A,куьк,qelew
617,schlank::A,шумал,zirav
618,hübsch::A,гуьрчег,xweşik
619,böse::A,пис,xerab
620,böse::A,пис,aciz
621,dumm::A,ахмакь,gêj
622,faul::A,тенпел,têmbêl
623,fleißig::A,сяй ийидай,jêhatî
624,fleißig::A,сяйи ийидай,jêhatî
625,geizig::A,мискьи,destgirtî
626,klug::A,акьуллу,baqil
627,geschickt::A,магьир,zîrek
628,geschickt::A,магьир,ziring
629,lieb::A,играми,delal
630,lustig::A,шад,kêfxweş
631,sanft::A,назик,nazenîn
632,sanft::A,милайим,nazenîn
633,hungrig::A,гишин,birçî
634,krank::A,кефсуз,nexweş
635,nackt::A,кьецӏил,rût
636,nackt::A,кьецӏил,tazî
637,traurig::A,пашман,xemgîn
638,lebendig::A,ччан алай,bisaxî
639,gut::A,хъсан,baş
640,gut::A,вижевай,baş
641,schlecht::A,пис,xerab
642,richtig::A,дуьз,rast
643,richtig::A,дуьз,saxlem
644,schlimm::A,нифретлу,nebaş
645,wahr::A,гьакъикъи,rast
646,alt::A,эски,pîr
647,alt::A,эски,kevn
648,alt::A,куьгьне,pîr
649,alt::A,куьгьне,kevn
650,neu::A,цӏийи,nû
651,ehemalig::A,виликан,kevnar
652,ehemalig::A,виликан,peşidar
653,alt[Lebewesen]::A,кьуьзуь,pîr
654,jung::A,жегьил,xort
655,arm::A,кесиб,feqîr
656,arm::A,кесиб,desteng
657,reich::A,девлетлу,dewlemend
658,bekannt::A,чидай,naskirî
659,berühmt::A,машгьур,navdar
660,fremd::A,ччара,xerîb
661,verschieden::A,жуьреба-жуьре,çîhê
662,nah::A,мукьвал,nêzîk
663,fern::A,яргъал,dûr
664,linker::A,чапла,çepê
665,rechter::A,эрчӏи,rastê
666,anderer::A,маса,yê din
667,anderer::A,муькуь,yê din
668,erster::A,сад лагьай,yekemîn
669,zweiter::A,кьвед лагьай,duda
670,dritter::A,пуд лагьай,sisêya
671,letzter::A,эхиримжи,paşîn
672,allein::ADV,кьилди,tenê
673,zusammen::ADV,санал,tev
674,zusammen::ADV,санал,bi hev re
675,lange::ADV,яргъалди,dirêj
676,plötzlich::ADV,садлагьана,ji nişkave
677,sofort::ADV,гьасятда,yekser
678,später::ADV,гуьгъуьнлай,paşiyê
679,jetzt::ADV,гила,nuha
680,heute::ADV,къе,îro
681,morgen::ADV,пака,sibeh
682,bald::ADV,мукьва,nêzîk
683,bald::ADV,мукьвара,nêzîk
684,dann::ADV,ахпа,paşê
685,gestern::ADV,накь,do
686,einst::ADV,садра,jar ke
687,damals::ADV,а чӏавуз,hîngî
688,danach::ADV,ахпа,piştra
689,vorher::ADV,вилик,pîşî
690,zuerst::ADV,сифте,bere
691,einmal::ADV,садра,çarik
692,manchmal::ADV,гагь-гагь,çarna
693,oft::ADV,гзаф вахтара,gelek çaran
694,immer::ADV,гьамиша,daîm
695,niemals::ADV,са чӏавузни,tu çar
696,niemals::ADV,са вахтундани,tu çar
697,hier::ADV,ина,li vir
698,hierhin::ADV,иниз,vir
699,von hier::ADV,инай,ji vir
700,dort::ADV,ана,li wê derê
701,dorthin::ADV,аниз,wêda
702,geradeaus::ADV,дуьз,rastê rast
703,vorwärts::ADV,вилик,ber bi pêş
704,vorwärts::ADV,виликди,ber bi pêş
705,rückwärts::ADV,кьулухъ,paşpê
706,unten::ADV,агъада,jêrî
707,hinab::ADV,агъуз,berjêr
708,oben::ADV,винел,banî
709,hinauf::ADV,виниз,banî
710,überall::ADV,вирина,li her derê
711,nicht::ADV,ваъ,ne
712,nicht::ADV,ваъ,nîn
713,nicht::ADV,ваъ,tine
714,ein wenig::ADV,са тӏимил,hebkî
715,kaum::ADV,жизви,tema
716,kaum::ADV,жизви,himangi
717,sehr::ADV,лап,gelek
718,so::ADV,икӏ,weha
719,noch::ADV,гьеле,hêj
720,noch::ADV,гьеле,dîsa
721,nur::ADV,анжах,tenê
722,nur::ADV,анжах,bes
723,schon::ADV,хъувуна,hew
724,schon::ADV,мадни дардиз,hew
725,schon::ADV,мадни гуьтӏуьз,hew
726,schon::ADV,мадни гуьтӏуь я,hew
727,vergebens::ADV,нагьакь,deya çun
728,vergebens::ADV,нагьакь,îfleh bûn
729,vergebens::ADV,нагьакьа,deya çun
730,vergebens::ADV,нагьакьа,îfleh bûn
731,vor::PRP,вилик,li ber
732,hinter::PRP,кьулухъ,li pişt
733,unter::PRP,кӏаник,li bin
734,durch::PRP,арадай,kura
735,durch::PRP,-кай хкатна,kura
736,neben::PRP,патав,li ba
737,neben::PRP,мукьув,li ba
738,zwischen::PRP,ара,nabeyne
739,zwischen::PRP,ара,di nav...da
740,zwischen::PRP,арада,nabeyne
741,zwischen::PRP,арада,di nav...da
742,wegen::PRP,гъиляй,ji bo
743,wegen::PRP,гъиляй,ji ber
744,dies::PRN,и,ev
745,dies::PRN,им,ev
746,das::PRN,а,ev
747,das::PRN,ам,ev
748,alles::PRN,вири,hemû
749,alles::PRN,михьиз,hemû
750,ich::PRN,за,ez
751,ich::PRN,зун,ez
752,du::PRN,вун,tu
753,er::PRN,ам,wî
754,er::PRN,гьа,wî
755,wir::PRN,чун,êm
756,ihr::PRN,куьн,hûn
757,sie::PRN,абур,we
758,was::FPRN,вуч,çi
759,wer::FPRN,вуж,ki
760,wo::FADV,гьина,li ku dere
761,wohin::FADV,гьиниз,li ku dere
762,wie::FADV,гьикӏ,çawa
763,warum::FADV,вучиз,çima
764,wieviel::FNUM,шумуд,çend
765,eins::NUM,са,yek
766,zwei::NUM,кьвед,didu
767,drei::NUM,пуд,sisê
768,vier::NUM,кьуд,çar
769,fünf::NUM,вад,penç
770,sechs::NUM,ругуд,şeş
771,sieben::NUM,ирид,heft
772,acht::NUM,муьжуьд,heşt
773,neun::NUM,кӏуьд,neh
774,zehn::NUM,цӏуд,deh
775,elf::NUM,цӏусад,yazdeh
776,zwölf::NUM,цӏикьвед,diwazdeh
777,zwanzig::NUM,къад,bîst
778,dreißig::NUM,къанницӏуд,sih
779,vierzig::NUM,яхцӏур,çil
780,fünfzig::NUM,яхцӏурни цӏуд,pençi
781,sechzig::NUM,пудкъад,şêst
782,siebzig::NUM,пудкъанни цӏуд,heftê
783,achtzig::NUM,кьудкъад,heştê
784,neunzig::NUM,кьудкъанни цӏуд,nod
785,hundert::NUM,виш,sêd
786,tausend::NUM,агъзур,hezar
787,und::CNJ,ва,û
788,oder::CNJ,я,an
789,oder::CNJ,я,yan
