,Concept_ID,mhr,kk
1375,umrühren::V,луга́ш,былғалау
1376,umrühren::V,луга́ш,сапырылыстыру
1377,stricken::V,пида́ш,торлау
1378,stricken::V,пида́ш,тоқу
1379,nähen::V,урга́ш,тігу
1380,färben::V,чиялта́ш,бояу
1381,färben::V,чиялта́ш,сырлау
1382,reinigen::V,эрыкта́ш,аршу
1383,reinigen::V,эрыкта́ш,тазалау
1384,waschen::V,мушка́ш,жуу
1385,abwischen::V,ӱшта́ш,сүрту
1386,spülen::V,шӱалта́ш,шаю
1387,fegen::V,ӱшта́ш,сыпыру
1388,kehren::V,ӱшта́ш,сыпыру
1389,baden::V,йӱштыла́ш,шомылу
1390,sich waschen::V,мушкылта́ш,жуыну
1391,ausziehen::V,кудаша́ш,шешу
1392,anziehen::V,чия́ш,кигізу
1393,sich anziehen::V,чия́ш,киіну
1394,kämmen::V,шера́ш,тарау
1395,schmücken::V,тӱзата́ш,әсемдеу
1396,schmücken::V,тӱзата́ш,мәнерлеу
1397,schmücken::V,тӱзата́ш,көріктендіру
1398,schmücken::V,чеверта́ш,әсемдеу
1399,schmücken::V,чеверта́ш,мәнерлеу
1400,schmücken::V,чеверта́ш,көріктендіру
1401,sagen::V,ойла́ш,деу
1402,sagen::V,ойла́ш,айту
1403,sagen::V,каласа́ш,деу
1404,sagen::V,каласа́ш,айту
1405,sprechen::V,кутыра́ш,деу
1406,sprechen::V,кутыра́ш,айту
1407,reden::V,мутлана́ш,сөйлеу
1408,reden::V,мутлана́ш,сөйлесу
1409,reden::V,мутлана́ш,тіл қатысу
1410,sich unterhalten::V,кутыра́ш,сұхбаттасу
1411,fragen::V,йода́ш,сұрау
1412,bitten::V,йода́ш,өтіну
1413,bitten::V,йода́ш,жалыну
1414,erzählen::V,ойла́ш,айту
1415,mitteilen::V,увертара́ш,білдіру
1416,nennen::V,лӱмда́ш,атау
1417,rufen::V,ӱжа́ш,шақыру
1418,prahlen::V,моктана́ш,бөсу
1419,übersetzen::V,кусара́ш,аудару
1420,denken::V,шона́ш,ойлау
1421,glauben::V,ӱшана́ш,нану
1422,glauben::V,ӱшана́ш,илану
1423,bemerken::V,шижа́ш,аңғару
1424,erkennen::V,пала́ш,тану
1425,begreifen::V,ыҥла́ш,ұғу
1426,begreifen::V,ыҥла́ш,аңғарып алу
1427,verstehen::V,умыла́ш,пайым
1428,verstehen::V,умыла́ш,түсіну
1429,lernen::V,тунема́ш,оқу
1430,wissen::V,шинча́ш,хабардар болу
1431,sich erinnern an::V,шарна́ш,еске түсіру
1432,vergessen::V,монда́ш,ұмыту
1433,messen::V,виса́ш,өлшеу
1434,zählen::V,шотла́ш,санау
1435,rechnen::V,шотла́ш,санап шығару
1436,rechnen::V,шотла́ш,санап шығу
1437,rechnen::V,шотла́ш,санау
1438,lesen::V,луда́ш,оқу
1439,malen::V,сӱретла́ш,сурет салу
1440,zeichnen::V,сӱретла́ш,сурет салу
1441,schreiben::V,воза́ш,жазу
1442,besitzen::V,лия́ш,болу
1443,kaufen::V,нала́ш,алу
1444,kaufen::V,нала́ш,әперу
1445,verkaufen::V,ужала́ш,сату
1446,bezahlen::V,тӱла́ш,төлеу
1447,bezahlen::V,тӱла́ш,ақы беру
1448,bezahlen::V,тӱла́ш,ақы төлеу
1449,zahlen::V,тӱла́ш,төлеу
1450,beherrschen::V,куча́ш,билеу
1451,ertragen::V,турка́ш,төзу
1452,ertragen::V,турка́ш,шыдау
