,Concept_ID,mhr,kk
261,Ehemann::N,мари́й,ер
262,Ehefrau::N,ва́те,зайып
263,Freude::N,куа́н,қуаныш
264,Freude::N,куа́н,сүйініш
265,Freude::N,куа́н,шат-думан
266,Freude::N,куа́н,қуаныштылық
267,Freude::N,куаныма́ш,қуаныш
268,Freude::N,куаныма́ш,сүйініш
269,Freude::N,куаныма́ш,шат-думан
270,Freude::N,куаныма́ш,қуаныштылық
271,Gelächter::N,во́штылтыш,күлу
272,Glück::N,пиа́л,бақыт
273,Glück::N,пиа́л,бақыттылық
274,Kummer::N,о́йго,аза
275,Kummer::N,о́йго,қайғы
276,Kummer::N,о́йго,қасырет
277,Wunsch::N,ку́мыл,мүдде
278,Lust::N,ку́мыл,тәбет
279,Lust::N,ку́мыл,ынтызар
280,Lust::N,ку́мыл,құштарлық
281,Geist::N,ӧрт,рух
282,Geist::N,чон,рух
283,Gedanke::N,ой,ой
284,Gedanke::N,шоныма́ш,ой
285,Gedächtnis::N,шарныма́ш,ес
286,Gedächtnis::N,шарныма́ш,жады
287,Gedächtnis::N,шарныма́ш,ақыл-ес
288,Verstand::N,уш,ақыл
289,Verstand::N,уш,парасат
290,Sinn::N,смысл,мән
291,Sinn::N,смысл,маныз
292,Sinn::N,смысл,мағына
293,Sinn::N,смысл,мән-мағына
294,Grund::N,ама́л,себеп
295,Wahrheit::N,чын,рас
296,Gespräch::N,мутланыма́ш,әңгіме
297,Märchen::N,йома́к,ертеп
298,Märchen::N,йома́к,ертек
299,Erzählung::N,ойлыма́ш,әңгіме
300,Nachricht::N,увертарыма́ш,хабар
301,Neuigkeit::N,уве́р,жаңалық
302,Name::N,лӱм,ат
303,Name::N,лӱм,атау
304,Rätsel::N,ту́што,жұмбақ
305,Rede::N,ойлыма́ш,сөз
306,Sprache::N,йы́лме,тіл
307,Stimme::N,йӱк,үн
308,Stimme::N,йӱк,әуен
309,Stimme::N,йӱк,дауыс
310,Wort::N,ой,сөз
311,Wort::N,мут,сөз
312,Zeichen::N,ти́ште,ишара
313,Zeichen::N,знак,ишара
314,Ruf::N,ӱжма́ш,айғай
315,Lärm::N,лӱшкыма́ш,айғай-шу
316,Lärm::N,лӱшкыма́ш,айғай-ұйғай
317,Lärm::N,йӱк-йӱа́н,айғай-шу
318,Lärm::N,йӱк-йӱа́н,айғай-ұйғай
319,Laut::N,йӱк,дыбыс
320,Laut::N,йӱк,дауыс
321,Ton::N,йӱксе́м,әуен
322,Lied::N,му́ро,ән
323,Lied::N,му́ро,жыр
324,Lied::N,му́ро,ән-жыр
325,Ruhe::N,ты́мык,тыныштық
326,Leute::N,еҥ-влак,кісілер
327,Volk::N,ка́лык,халық
328,Arbeit::N,паша́,еңбек
329,Gast::N,уна́,қонақ
330,Gast::N,уна́,мейман
331,Geschenk::N,пӧле́к,қадия
332,Spiel::N,мо́дыш,ойын
333,Spiel::N,модма́ш,ойын
334,Gesellschaft::N,тӱшка́,қауым
335,Gesellschaft::N,тӱшка́,жұртшылық
336,Hilfe::N,по́лыш,жэрдем
337,Freund::N,таҥ,дос
338,Freund::N,йолта́ш,дос
339,Kamerad::N,таҥ,дос-жар
340,Angelegenheit::N,паша́,жұмыс
341,Anzahl::N,чот,сан
342,Anzahl::N,чот,саны
343,Art::N,вид,түр
344,Stück::N,ка́тыш,тілім
345,Stück::N,ла́стык,тілім
346,Teil::N,ужа́ш,үлес
347,Teil::N,ужа́ш,бөлшек
348,Hälfte::N,пел,жарты
349,Hälfte::N,пе́ле,жарты
350,Kreis::N,ты́ртыш,шеңбер
351,Kreuz::N,ыре́с,крест
352,Linie::N,ли́ний,сызық
353,Strich::N,коре́ш,сызық
354,Abstand::N,кокла́,ара
355,Abstand::N,кокла́,аралық
356,Entfernung::N,тора́,аралық
357,Entfernung::N,ку́жыт,аралық
358,Gegend::N,кунде́м,өңір
359,Platz::N,ку́мдык,орны
360,Ort::N,вер,орын
361,Ort::N,о́лмо,орын
362,Seite::N,ӧ́рдыж,жақ
363,Seite::N,ӧ́рдыж,бүйір
364,Mitte::N,покше́л,ортасы
365,Gegenstand::N,наста́,зат
366,Gegenstand::N,наста́,нәрсе
367,Sache::N,наста́,бұйым
368,Rand::N,тӱр,шет
369,Rand::N,тӱр,шеті
370,Kante::N,тӱр,қыр
371,Kante::N,тӱр,қыры
372,Ecke::N,лук,қыры
373,Ecke::N,лук,бұрыш
374,Spitze::N,вуй,ұшы
375,Ende::N,муча́ш,аяқ
376,Ende::N,муча́ш,соңы
377,Loch::N,рож,тесік
378,Winkel::N,лук,мүйіс
379,Muster::N,пеза́к,мәнер
380,Muster::N,узо́р,мәнер
381,Muster::N,ӱ́лгӧ,мәнер
382,Größe::N,кӱ́кшыт,ауқым
383,Größe::N,кӱ́кшыт,көлемдік
384,Länge::N,ку́тыш,бой
385,Länge::N,ку́тыш,ұзындық
386,Höhe::N,кӱ́кшыт,жоғарылық
387,Höhe::N,кӱ́кшыт,биіктік
388,Gewicht::N,не́лыт,салмақ
389,Menge::N,чот,мөлшер
390,Haufen::N,кы́шыл,үйме
391,Haufen::N,кы́шыл,үйінді
392,Reihe::N,рада́м,сап
393,Boot::N,пуш,қайық
394,Ruder::N,эшка́к,ескек
395,Schlitten::N,тер,шана
396,Schlitten::N,изде́р,шана
397,Ski::N,е́че,шаңғы
398,Lagerfeuer::N,туло́то,алау
399,Last::N,нӧ́лтыш,ауырлық
400,Last::N,нӧ́лтыш,ауыр зат
401,Gang::N,ошкылма́ш,жүріс
402,Schritt::N,о́шкыл,адым
403,Norden::N,йӱдйыма́л,солтүстік
404,Norden::N,йӱдйыма́л,терістік
405,Süden::N,кечывалве́л,оңтүстік
406,Westen::N,касве́л,батыс
407,Osten::N,эрве́л,күншығыс
408,Holz::N,пу,ағаш
409,Holz::N,пу,сүрек
410,Brett::N,оҥа́,тақта
411,Platte::N,аста́р,тақта
412,Stütze::N,чара́к,тіреу
413,Stange::N,лома́ш,қада
414,Stock::N,тоя́,сойыл
415,Stab::N,вара́,сырық
416,Stab::N,кашта́,сырық
417,Rohr::N,пуч,құбыр
418,Haus::N,пӧрт,үй
419,Heim::N,мӧ́ҥгӧ,үйлі
420,Heim::N,мӧ́ҥгӧ,шаңырақ
421,Ofen::N,комака́,ошақ
422,Ofen::N,комака́,пеш
423,Fußboden::N,кӱва́р,еден
424,Tisch::N,ӱсте́л,үстел
425,Stuhl::N,пӱке́н,орындық
426,Wiege::N,шепка́,бесік
427,Bett::N,ва́кшыш,кереует
428,Regal::N,шӧ́рлык,сөре
429,Kiste::N,шо́ндык,жәшік
430,Kiste::N,я́шлык,жәшік
431,Fenster::N,окна́,терезе
432,Tür::N,омса́,есік
433,Tor::N,капка́,дарбаза
434,Zaun::N,сава́р,дуал
435,Dach::N,леве́дыш,шатыр
436,Leiter::N,тошка́лтыш,саты
437,Leiter::N,тошка́лтыш,басқыш
438,Besen::N,ӱштерво́штыр,сыпырғыш
439,Spaten::N,ко́льмо,күрек
440,Schaufel::N,сово́к,қалақ
441,Schaufel::N,су́ско,қалақ
442,Gabel::N,ви́лке,аша
443,Gabel::N,ви́лке,шанышқы
444,Löffel::N,па́не,қасық
445,Löffel::N,совла́,қасық
446,Messer::N,кӱ́зӧ,пышақ
447,Nagel::N,пуда́,мық
448,Nagel::N,пуда́,шеге
449,Netz::N,вапш,керегекөз
450,Haken::N,са́гыле,ілмек
451,Griff::N,кыл,сап
452,Griff::N,кыл,тұтқа
453,Schloss::N,кӧгӧ́н,құлып
454,Schloss::N,кӧгӧ́н,бекіткіш
455,Bild::N,сӱре́т,сурет
456,Figur::N,фигу́р,тұлға
457,Puppe::N,курча́к,қуыршақ
458,Beutel::N,меша́к,қапшық
459,Bündel::N,арша́ш,байлам
460,Tasche::N,сумка́,дорба
461,Eimer::N,ведра́,шелек
462,Deckel::N,ко́мдыш,жапқыш
463,Geschirr::N,а́те,ыдыс
464,Sack::N,куль,қап
465,Sack::N,меша́к,қап
466,Tasse::N,чу́кыр,шыныаяқ
467,Tasse::N,чашка́,шыныаяқ
468,Topf::N,ми́ске,кәстрөл
469,Kessel::N,под,қазан
470,Essen::N,ко́чкыш,ас
471,Nahrung::N,ку́рго,ас
472,Nahrung::N,ку́рго,тамақ
473,Speise::N,ко́чкыш,тағам
474,Fleisch::N,шыл,ет
475,Getreide::N,шу́рно,дәнді
476,Brei::N,пу́чымыш,ботқа
477,Brot::N,ки́нде,күлше
478,Scheibe::N,ка́тыш,тілім
479,Fett::N,коя́,май
480,Butter::N,ӱй,май
481,Öl::N,ӱй,май
482,Salz::N,шинча́л,тұз
483,Suppe::N,шӱр,көже
484,Honig::N,мӱй,бал
485,Milch::N,шӧр,сүт
486,Tee::N,чай,шай
487,Leder::N,сура́н,көн
488,Leder::N,шӱ́штӧ,көн
489,Wolle::N,пун,жүн
490,Stoff::N,куэ́м,мата
491,Stoff::N,куэ́м,кездеме
492,Stoff::N,посто́,мата
493,Stoff::N,посто́,кездеме
494,Nadel::N,и́ме,ине
495,Faden::N,шӱ́ртӧ,жіп
496,Knopf::N,по́лдыш,түйме
497,Knoten::N,пышке́м,түйін
498,Farbe::N,чия́,рең
499,Kleidung::N,чие́м,киім
500,Kleidung::N,вурге́м,киім
501,Hemd::N,ту́выр,жейде
502,Kragen::N,сога́,жаға
503,Ärmel::N,шокш,жең
504,Hose::N,йола́ш,шалбар
505,Gürtel::N,ӱ́штӧ,белбеу
506,Mütze::N,упш,қалпақ
507,Schuh::N,боти́нке,кебіс
508,Stiefel::N,кем,етік
509,Ring::N,шерга́ш,жүзік
510,Band::N,тасма́,таспа
511,Band::N,ле́нте,таспа
512,Kamm::N,шерге́,тарақ
513,Spiegel::N,вошто́нчыш,айна
514,Riemen::N,кӱзанӱ́штӧ,қайыс
515,Schnur::N,кере́м,жіп
516,Schnur::N,кандыра́,жіп
517,Leine::N,вӱра́ҥ,тізгін
518,Decke::N,леве́дыш,көрпе
519,Decke::N,одея́л,көрпе
520,Kissen::N,кӱ́пчык,жастық
521,Tuch::N,шо́выч,орамал
522,Handtuch::N,со́лык,сүлгі
523,Kraft::N,вий,қуат
524,Kraft::N,вий,қарқын
525,Kraft::N,вий,әл-шама
526,Kraft::N,вий,әл-дәрмен
527,Kraft::N,куа́т,қуат
528,Kraft::N,куа́т,қарқын
529,Kraft::N,куа́т,әл-шама
530,Kraft::N,куа́т,әл-дәрмен
531,Stärke::N,куа́т,әл
532,Stärke::N,куа́т,күш
533,Stärke::N,карма́н,әл
534,Stärke::N,карма́н,күш
535,Gesundheit::N,таза́лык,денсаулык
536,Krankheit::N,чер,ауру
537,Schmerz::N,ко́рштыш,ауру
538,Wunde::N,су́сыр,зақым
539,Wunde::N,су́сыр,жарақат
540,Fieber::N,йӱштыму́ж,безгек
541,Fieber::N,йӱштыму́ж,қалтырау
542,Fieber::N,йӱштыму́ж,қызу көтерілуі
543,Fieber::N,лихора́дке,безгек
544,Fieber::N,лихора́дке,қалтырау
545,Fieber::N,лихора́дке,қызу көтерілуі
546,Arznei::N,эм,дәрі
547,Arznei::N,эм,дәрі-дәрмек
548,Brücke::N,кӱва́р,көпір
549,Brunnen::N,вӱдвыне́м,құдық
550,Weide::N,нурше́р,өріс
551,Weide::N,нурше́р,жайылым
552,Pfad::N,йолго́рно,жол
553,Pfad::N,сокма́к,жол
554,Weg::N,ко́рно,жол
555,Straße::N,ко́рно,жол
556,Dorf::N,ял,ауыл
557,Stadt::N,ола́,қала
558,Stadt::N,ола́,шаһар
559,Brief::N,се́рыш,хат
560,Brief::N,се́рыш,жазу
561,Buch::N,книга́,кітап
562,Buchstabe::N,буква́,әріп
563,Buchstabe::N,буква́,қаріп
564,Zeitung::N,газе́т,газет
565,Leben::N,и́лыш,өмір
566,Leben::N,и́лыш,тіршілік
567,Tod::N,колыма́ш,опат
568,Grab::N,шӱга́р,мола
569,Grab::N,шӱга́р,мазар
570,Kirche::N,че́рке,шіркеу
571,Sünde::N,су́лык,күнә
572,Gott::N,ю́мо,алла
573,Gott::N,ю́мо,құдай
574,Gott::N,ю́мо,тәңірі
575,Gott::N,ю́мо,пәруардігер
576,Gott::N,ю́мо,жаратқан тәңірі
577,Arbeiter::N,паша́зе,жүмысшы
578,Chef::N,тӧра́,басшы
579,Chef::N,тӧра́,жұмыс басқарушысы
580,Meister::N,маста́р,шебер
581,Meister::N,маста́р,өнерпаз
582,Arzt::N,врач,дәрігер
583,Lehrer::N,ту́ныктышо,мұғалім
584,Geld::N,окса́,пұл
585,Geschäft::N,сатулыма́ш,бизнес
586,Laden::N,ке́выт,дүкен
587,Preis::N,ак,ақы
588,Preis::N,ак,құны
589,Preis::N,ак,нарық
590,Ware::N,сату́,тауар
591,Nutzen::N,пайда́,пайда
592,Reichtum::N,поя́нлык,бақ-дәулет
593,Welt::N,тӱня́,әлем
594,Welt::N,тӱня́,жиһан
595,Land::N,эл,аймақ
596,Staat::N,кугыжа́ныш,мемлекет
597,König::N,кугыжа́,патша
598,Macht::N,власть,өкімет
599,Macht::N,власть,қожалық
600,Grenze::N,грани́ца,шек
601,Krieg::N,сар,соғыс
602,Feind::N,тушма́н,жау
603,Feind::N,тушма́н,дұшпан
604,Gewalt::N,виешлыма́ш,зорлык
605,Gewalt::N,виешлыма́ш,зорлық-зомбылык
606,Kampf::N,кредалма́ш,күрес
607,Kampf::N,кредалма́ш,алыспақ
608,Bogen[Waffe]::N,юҥе́ж,саржа
609,Pfeil::N,пикш,жебе
610,Gewehr::N,пыча́л,қару
611,Fehler::N,йо́ҥылыш,әбес
612,Fehler::N,йо́ҥылыш,қаталық
613,Lüge::N,шоя́к,өтірік
614,Schaden::N,зия́н,зиян
615,Schaden::N,зия́н,зарар
616,Unglück::N,эҥге́к,пәле
617,Unglück::N,эҥге́к,қасырет
618,Unglück::N,эҥге́к,ауыртпалық
619,Schuld::N,тита́к,айыптылық
620,Schuld::N,йола́,айыптылық
621,Alter::N,ийго́т,жас
622,Alter::N,ийго́т,жас шамасы
623,Schluss::N,муча́ш,ада
624,Schluss::N,муча́ш,бітуі
625,Zeit::N,жап,уақыт
626,Zeit::N,па́гыт,уақыт
627,Tag::N,ке́че,күн
628,Morgen::N,эр,таң
629,Morgen::N,эр,таңертең
630,Mittag::N,кечыва́л,талтүс
631,Abend::N,кас,кеш
632,Nacht::N,йӱд,түн
633,Woche::N,арня́,апта
634,Monat::N,ты́лзе,ай
635,Jahr::N,ий,жыл
636,Frühling::N,шо́шо,көктем
637,Sommer::N,кеҥе́ж,жаз
638,Herbst::N,шы́же,күз
639,Winter::N,те́ле,қыс
640,Januar::N,шоркыйол,каңтар
641,Januar::N,идалыкву́й,каңтар
642,Januar::N,янва́рь,каңтар
643,Februar::N,пургыж,ақпан
644,Februar::N,февра́ль,ақпан
645,März::N,ӱярня,наурыз
646,März::N,март,наурыз
647,April::N,апре́ль,сәуір
648,Mai::N,ага,мамыр
649,Mai::N,май,мамыр
650,Juni::N,пеледыш,маусым
651,Juni::N,ию́нь,маусым
652,Juli::N,сӱрем,шілде
653,Juli::N,ию́ль,шілде
654,August::N,сорла,сүмбіле
655,August::N,сорла,тамыз
656,August::N,агарма́н,сүмбіле
657,August::N,агарма́н,тамыз
658,August::N,а́вгуст,сүмбіле
659,August::N,а́вгуст,тамыз
660,September::N,идым,қыркүйек
661,September::N,сентя́брь,қыркүйек
662,Oktober::N,шыжа,ақырап
663,Oktober::N,октя́брь,ақырап
664,November::N,кылме тылзе,қараша
665,November::N,ноя́брь,қараша
666,Dezember::N,дека́брь,желтоқсан
667,Montag::N,шо́чмо,дүйсенбі
668,Dienstag::N,ку́шкыжмо,сейсенбі
669,Mittwoch::N,вӱрге́че,сәрсенбі
670,Donnerstag::N,изарня́,бейсенбі
671,Freitag::N,кугарня́,жұма
672,Samstag::N,шуматке́че,сенбі
673,Sonntag::N,рушарня́,жексембі
674,groß::A,кугу́,алпамсадай
675,klein::A,изи́,кішкене
676,klein::A,изи́,қарғадай
677,lang::A,кужу́,сопақ
678,lang::A,кужу́,сорайған
679,kurz::A,кӱ́чык,кеспелтек
680,breit::A,кумда́,айдынды
681,schmal::A,а́ҥысыр,қысық
682,dicht::A,ну́гыдо,жиі
683,dick[Gegenstand]::A,кӱ́жгӧ,шомбал
684,dünn::A,ви́чкыж,жұқа
685,dünn::A,ви́чкыж,жіңішке
686,fein::A,ты́гыде,қаңылтақ
687,fest::A,чо́ткыдо,берік
688,fest::A,чо́ткыдо,мызғымас
689,flach::A,лапка́,жалпак
690,glatt::A,яклака́,типыл
691,hart::A,пе́ҥгыде,қатты
692,weich::A,пу́шкыдо,жұмсақ
693,rund::A,йырге́шке,домалақ
694,spitz::A,коша́р,үшкір
695,scharf::A,пӱ́сӧ,сүйрік
696,stumpf::A,токма́к,доғал
697,stumpf::A,токма́к,өтпейтін
698,schwer::A,не́ле,салмақты
699,schön::A,сы́лне,сұлу
700,heiß::A,шо́кшо,ыссы
701,warm::A,ле́ве,жылы
702,kalt::A,йӱ́штӧ,аязды
703,kühl::A,юа́лге,салқын
704,kühl::A,южгата́,салқын
705,frisch::A,свежа́,таза
706,frisch::A,свежа́,жаңа
707,feucht::A,вӱ́дыжгӧ,нам
708,feucht::A,вӱ́дыжгӧ,дымқылды
709,nass::A,нӧ́рӧ,сулы
710,trocken::A,ку́кшо,құрғақ
711,voll::A,тич,толы
712,leer::A,яра́,бос
713,offen::A,виш,ашып қойылған
714,geschlossen::A,пе́тырыме,жабулы
715,geschlossen::A,тӱ́чмӧ,жабулы
716,sauber::A,ару́,дақсыз
717,sauber::A,ару́,мұнтаздай
718,sauber::A,янда́р,дақсыз
719,sauber::A,янда́р,мұнтаздай
