,Concept_ID,ps,uk
81,Wolke::N,ورېځ,хмара
82,Regen::N,وریا,дощ
83,Regen::N,باران,дощ
84,Schnee::N,واوره,сніг
85,Eis::N,یخ,лід
86,Eis::N,کنګل,лід
87,Frost::N,یخ,мороз
88,Kälte::N,ساړه,холод
89,Hitze::N,تودوخي,жар
90,Raureif::N,سپینه پرخه,іній
91,Regenbogen::N,بوډۍ ټال,райдуга
92,Regenbogen::N,سره زرغونه,райдуга
93,Donner::N,تالنده,грім
94,Strömung::N,بهېدنه,струмина
95,Tropfen::N,قطره,крапля
96,Tropfen::N,څاڅکی,крапля
97,Schaum::N,ځګ,піна
98,Schmutz::N,ناپاکي,бруд
99,See::N,جهیل,озеро
100,Sumpf::N,جبه,драговина
101,Moor::N,جبه,болото
102,Wiese::N,چمن,луг
103,Wiese::N,چمن,лука
104,Wiese::N,شنېلی,луг
105,Wiese::N,شنېلی,лука
106,Wald::N,ځنګل,ліс
107,Hügel::N,تپه,горб
108,Anhöhe::N,غونډۍ,височина
109,Berg::N,غ‍‍‍‍‍ر,гора
110,Gipfel::N,څوکه,вершина
111,Höhle::N,کاز,печера
112,Abhang::N,لمن,схил
113,Quelle::N,چینه,джерело
114,Bach::N,واله,струмок
115,Fluss::N,سیند,річка
116,Ufer::N,غاړه,берег
117,Küste::N,ساحل,узбережжя
118,Festland::N,وچه,суша
119,Meer::N,بحر,море
120,Meer::N,سمندر,море
121,Bucht::N,کارۍ,бухта
122,Bucht::N,کارۍ,затока
123,Insel::N,ټاپو,острів
124,Insel::N,جزيره,острів
125,Blume::N,ګل,квітка
126,Gras::N,واښه,трава
127,Wurzel::N,ریښه,корінь
128,Baum::N,ونه,дерево
129,Stamm::N,ډډ,стовбур
130,Rinde::N,پوستکی,кора
131,Ast::N,ښاخ,гілка
132,Zweig::N,څانګه,галузь
133,Blatt::N,پاڼه,лист
134,Birke::N,توس,береза
135,Kiefer[Baum]::N,نښتر,сосна
136,Weide[Baum]::N,وله,верба
137,Tanne::N,ناجو,ялиця
138,Horn::N,ښکر,ріг
139,Feder::N,بڼکه,перо
140,Fell::N,پوستکی,хутро
141,Flügel::N,وزر,крило
142,Klaue::N,پنجه,кіготь
143,Klaue::N,منګول,кіготь
144,Kralle::N,پنجه,лапа
145,Kralle::N,منګول,лапа
146,Schwanz::N,لکۍ,хвіст
147,Ei::N,وۍ,яйце
148,Ei::N,هګۍ,яйце
149,Nest::N,جاله,гніздо
150,Bau::N,کاز,лігво
151,Tier::N,ژوی,тварина
152,Tier::N,حیوان,тварина
153,Herde::N,رمه,стадо
154,Herde::N,غېله,стадо
155,Kuh::N,غوا,корова
156,Bulle::N,غوئی,бик
157,Bulle::N,غوئی,бугай
158,Pferd::N,آس,кінь
159,Schaf::N,پسه,вівця
160,Schwein::N,سرکوزی,свиня
161,Hund::N,سپی,собака
162,Katze::N,پشه,кішка
163,Bär::N,خرس,ведмідь
164,Eichhörnchen::N,خړ لمی,білка
165,Elch::N,ګوزن,лось
166,Fuchs::N,سپلم,лисиця
167,Hase::N,سوی,заєць
168,Maus::N,مږک,миша
169,Wolf::N,لېوه,вовк
170,Vogel::N,مرغه,птах
171,Schwarm::N,سېل,зграя
172,Huhn::N,چرګه,курка
173,Hahn::N,چرګ,півень
174,Gans::N,بته,гуска
175,Adler::N,عقاب,орел
176,Ente::N,ایلۍ,качка
177,Eule::N,ګونګی,сова
178,Kranich::N,کلنګ,журавель
179,Krähe::N,کارغه,ворона
180,Kuckuck::N,فاخته,зозуля
181,Schwan::N,قو,лебідь
182,Fisch::N,کب,риба
183,Fisch::N,ماهی,риба
184,Schlange[Tier]::N,مار,змія
185,Wurm::N,چینجی,черв’як
186,Spinne::N,غڼه,павук
187,Spinne::N,تارکښ,павук
188,Ameise::N,مېږی,мурашка
189,Laus::N,سپږه,воша
190,Mücke::N,ماشی,комар
191,Fliege::N,مچ,муха
192,Schmetterling::N,پتنګ,метелик
193,Beere::N,مېوۍ,ягода
194,Apfel::N,مڼه,яблуко
195,Pilz::N,خرېړی,гриб
196,Zwiebel::N,پیاز,цибуля
197,Saat::N,تخم,сім’я
198,Korn::N,تخم,зерно
199,Korn::N,دانه,зерно
200,Heu::N,بوس,сіно
201,Heu::N,پروړه,сіно
202,Schale::N,پوستکی,шкірка
203,Grube::N,کنده,яма
204,Falle::N,دام,пастка
205,Falle::N,لومه,пастка
206,Schlinge::N,کړۍ,петля
207,Spur::N,نښه,слід
208,Asche::N,آس,зола
209,Asche::N,آس,попіл
210,Asche::N,ایره,зола
211,Asche::N,ایره,попіл
212,Dreck::N,ناپاکي,бруд
213,Eisen::N,اوسپنه,залізо
214,Gold::N,سره زر,золото
215,Silber::N,نقره,срібло
216,Silber::N,سپین زر,срібло
217,Kohle::N,سکور,вугілля
218,Kohle::N,سکاره,вугілля
219,Glas::N,ښيښه,скло
220,Lehm::N,خټه,глина
221,Sand::N,شګه,пісок
222,Mensch::N,انسان,людина
223,Mann::N,سړی,чоловік
224,Mann::N,نارینه,чоловік
225,Frau::N,ښځه,жінка
226,Kind::N,بچی,дитина
227,Kind::N,ماشوم,дитина
228,Junge::N,هلک,хлопець
229,Mädchen::N,نجلۍ,дівчина
230,Familie::N,کورنۍ,сім’я
231,Familie::N,کورنۍ,родина
232,Großvater::N,بابا,дідусь
233,Großmutter::N,انا,бабуся
234,Eltern::N,مور او پلار,батьки
235,Vater::N,پلار,батько
236,Mutter::N,مور,мати
237,Sohn::N,زوی,син
238,Tochter::N,لور,дочка
239,Bruder::N,ورور,брат
240,Schwester::N,خور,сестра
241,Onkel::N,تره,дядько
242,Onkel::N,ماما,дядько
243,Tante::N,خاله,тітка
244,Ehemann::N,مېړه,чоловік
245,Ehefrau::N,مېرمن,жінка
246,Ehefrau::N,مېرمن,дружина
247,Freude::N,خوشحالي,радощі
248,Gelächter::N,خندا,сміх
249,Glück::N,بخت,щастя
250,Kummer::N,غم,горе
251,Wunsch::N,هيله,бажання
252,Wunsch::N,غوښتنه,бажання
253,Lust::N,شوق,бажання
254,Lust::N,مینه,бажання
255,Geist::N,روح,дух
256,Gedanke::N,فکر,думка
257,Gedächtnis::N,یاد,пам’ять
258,Gedächtnis::N,حافظه,пам’ять
259,Verstand::N,عقل,розум
260,Verstand::N,شعور,розум
261,Sinn::N,معنی,зміст
262,Sinn::N,معنی,значення
263,Grund::N,علت,причина
264,Grund::N,اساس,причина
265,Wahrheit::N,حقیقت,правда
266,Gespräch::N,مرکه,розмова
267,Gespräch::N,خبرې اترې,розмова
268,Märchen::N,افسانه,байка
269,Erzählung::N,قصه,повість
270,Erzählung::N,قصه,оповідання
271,Erzählung::N,کیسه,повість
272,Erzählung::N,کیسه,оповідання
273,Nachricht::N,خبر,повідомлення
274,Neuigkeit::N,نوی خبر,новина
275,Name::N,نوم,ім’я
276,Rätsel::N,کیسۍ,загадка
277,Rätsel::N,چیستان,загадка
278,Rede::N,وینا,промова
279,Sprache::N,ژبه,мова
280,Stimme::N,غږ,голос
281,Stimme::N,اواز,голос
282,Wort::N,لغت,слово
283,Wort::N,کلمه,слово
284,Zeichen::N,نښه,знак
285,Zeichen::N,اشاره,знак
286,Ruf::N,ږغ,оклик
287,Ruf::N,بلنه,оклик
288,Lärm::N,غالمغال,шум
289,Laut::N,ږغ,звук
290,Ton::N,اواز,тон
291,Lied::N,غزله,пісня
292,Lied::N,سندره,пісня
293,Ruhe::N,ارامي,спокій
294,Leute::N,خلک,люди
295,Volk::N,ولس,народ
296,Arbeit::N,کار,робота
297,Gast::N,مېلمه,гість
298,Geschenk::N,تحفه,подарунок
299,Geschenk::N,سوغات,подарунок
300,Spiel::N,لوبه,гра
301,Gesellschaft::N,ډله,товариство
302,Hilfe::N,کومک,допомога
303,Hilfe::N,مرسته,допомога
304,Freund::N,ملګری,друг
305,Freund::N,ملګری,приятель
306,Kamerad::N,انډيوال,товариш
307,Angelegenheit::N,موضوع,справа
308,Anzahl::N,شمېر,число
309,Anzahl::N,تعداد,число
310,Art::N,ډول,рід
311,Stück::N,ټوټه,кусок
312,Teil::N,برخه,частина
313,Hälfte::N,نیم,половина
314,Kreis::N,دایره,круг
315,Kreis::N,دایره,коло
316,Kreuz::N,صلیب,хрест
317,Linie::N,خط,лінія
318,Linie::N,لیکه,лінія
319,Strich::N,کرښه,штрих
320,Abstand::N,فاصله,проміжок
321,Entfernung::N,واټن,відстань
322,Gegend::N,سیمه,місцевість
323,Gegend::N,منطقه,місцевість
324,Platz::N,ځای,площа
325,Ort::N,ځای,місце
326,Seite::N,مخ,сторона
327,Seite::N,اړخ,сторона
328,Mitte::N,وسط,середина
329,Mitte::N,مینځ,середина
330,Gegenstand::N,شی,предмет
331,Sache::N,شی,річ
332,Sache::N,څيز,річ
333,Rand::N,څنډه,край
334,Rand::N,کناره,край
335,Kante::N,اړخ,ребро
336,Ecke::N,ګوټ,ріг
337,Spitze::N,څوکه,кінчик
338,Ende::N,څوکه,кінець
339,Loch::N,سوری,діра
340,Winkel::N,کنج,куток
341,Winkel::N,کوتی,куток
342,Muster::N,نمونه,узор
343,Größe::N,قد,розмір
344,Größe::N,لويوالی,розмір
345,Länge::N,طول,довжина
346,Länge::N,اوږد والی,довжина
347,Höhe::N,جګوالی,висота
348,Gewicht::N,وزن,вага
349,Menge::N,اندازه,кількість
350,Haufen::N,کوټه,купа
351,Reihe::N,صف,ряд
352,Reihe::N,کتار,ряд
353,Boot::N,قايق,човен
354,Ruder::N,چپه,весло
355,Schlitten::N,ښویېدونی,сани
356,Ski::N,سکي,лижа
357,Lagerfeuer::N,اور,вогнище
358,Last::N,بار,тягар
359,Last::N,بار,вантаж
360,Last::N,پېټی,тягар
361,Last::N,پېټی,вантаж
362,Gang::N,تګ,хід
363,Schritt::N,ګام,крок
364,Norden::N,شمال,північ
365,Süden::N,سوېل,південь
366,Westen::N,لوېدېځ,захід
367,Osten::N,شرق,схід
368,Osten::N,ختیځ,схід
369,Holz::N,لرګی,дрова
370,Brett::N,تخته,дошка
371,Platte::N,تخته,плита
372,Stütze::N,تکیوان,підпірка
373,Stange::N,ډاګه,жердина
374,Stock::N,لرګی,палиця
375,Stab::N,چيخله,палиця
376,Rohr::N,نل,труба
377,Haus::N,کور,дім
378,Haus::N,کور,хата
379,Heim::N,کور,житло
380,Ofen::N,تودنۍ,піч
381,Fußboden::N,غولی,підлога
382,Tisch::N,مېز,стіл
383,Stuhl::N,چوکۍ,стілець
384,Wiege::N,زانګو,колиска
385,Bett::N,کټ,ліжко
386,Bett::N,کټ,постіль
387,Bett::N,چپرکټ,ліжко
388,Bett::N,چپرکټ,постіль
389,Regal::N,تاخچۍ,полиця
390,Kiste::N,صندوق,ящик
391,Fenster::N,کړکۍ,вікно
392,Tür::N,دروازه,двері
393,Tor::N,دروازه,ворота
394,Zaun::N,کټاره,паркан
395,Zaun::N,کټاره,огорожа
396,Dach::N,بام,дах
397,Leiter::N,زينه,драбина
398,Besen::N,جارو,мітла
399,Spaten::N,یوم,заступ
400,Schaufel::N,بېلچه,совок
401,Schaufel::N,بېلچه,лопата
402,Gabel::N,پنجه,виделка
403,Löffel::N,کاشوغه,ложка
404,Messer::N,چاقو,ніж
405,Nagel::N,ميخ,цвях
406,Netz::N,جال,сіть
407,Haken::N,څنګک,крюк
408,Griff::N,لاستی,ручка
409,Griff::N,لاستی,держак
410,Schloss::N,کلپ,замок
411,Bild::N,رسم,картина
412,Figur::N,قدوقامت,фігура
413,Puppe::N,ګوډۍ,лялька
414,Beutel::N,کڅوړه,мішечок
415,Beutel::N,کڅوړه,торбинка
416,Bündel::N,دسته,в’язка
417,Tasche::N,بکس,сумка
418,Tasche::N,توبره,сумка
419,Eimer::N,سطل,відро
420,Deckel::N,سرپوښ,кришка
421,Geschirr::N,لوښی,посуд
422,Sack::N,جوال,мішок
423,Tasse::N,پیاله,чашка
424,Topf::N,دېګی,горщик
425,Kessel::N,دېګ,котел
426,Essen::N,خوراک,їжа
427,Nahrung::N,خوراک,харч
428,Speise::N,خواړه,страва
429,Fleisch::N,غوښه,м’ясо
430,Getreide::N,غله,хліб
431,Getreide::N,غله,збіжжя
432,Brei::N,اوګره,каша
433,Brot::N,ډوډۍ,хліб
434,Scheibe::N,مړۍ,скибочка
435,Fett::N,غوړي,жир
436,Butter::N,کوچ,масло
437,Öl::N,تېل,олія
438,Salz::N,مالګه,сіль
439,Suppe::N,شوربا,суп
440,Honig::N,شات,мед
441,Milch::N,شوده,молоко
442,Tee::N,چای,чай
443,Leder::N,څرمن,шкіра
444,Wolle::N,پشم,шерсть
445,Stoff::N,ټوټه,тканина
446,Nadel::N,ستن,голка
447,Faden::N,تار,нитка
448,Knopf::N,تڼۍ,ґудзик
449,Knopf::N,تکمه,ґудзик
450,Knoten::N,غوټه,вузол
451,Farbe::N,رنګ,фарба
452,Kleidung::N,کالي,одяг
453,Kleidung::N,کالي,убрання
454,Hemd::N,کميس,сорочка
455,Kragen::N,غاړه,комір
456,Ärmel::N,لستوڼی,рукав
457,Hose::N,پطلون,брюки
458,Gürtel::N,کمربند,пояс
459,Mütze::N,خولۍ,шапка
460,Schuh::N,بوټ,ботинок
461,Stiefel::N,موزه,чобіт
462,Ring::N,ګوته,кільце
463,Band::N,فيته,стрічка
464,Kamm::N,ګمنځ,гребінець
465,Spiegel::N,ایینه,дзеркало
466,Spiegel::N,هنداره,дзеркало
467,Riemen::N,تسمه,ремінь
468,Schnur::N,مزی,вірьовка
469,Leine::N,رسۍ,шворка
470,Decke::N,بړستن,ковдра
471,Kissen::N,بالښت,подушка
472,Tuch::N,ټیکری,хустка
473,Handtuch::N,دسمال,рушник
474,Kraft::N,زور,сила
475,Kraft::N,توان,сила
476,Stärke::N,قوت,сила
477,Gesundheit::N,صحت,здоров’я
478,Gesundheit::N,روغتیا,здоров’я
479,Krankheit::N,مرض,хвороба
480,Krankheit::N,ناروغي,хвороба
481,Schmerz::N,درد,біль
482,Wunde::N,ټپ,рана
483,Wunde::N,زخم,рана
484,Fieber::N,تبه,гарячка
485,Arznei::N,دوا,ліки
486,Arznei::N,دارو,ліки
487,Brücke::N,پول,міст
488,Brunnen::N,څاه,колодязь
489,Brunnen::N,کوهی,колодязь
490,Weide::N,وله,пасовище
491,Pfad::N,تړه,стежка
492,Weg::N,لیار,шлях
493,Weg::N,لیار,дорога
494,Straße::N,سړک,вулиця
495,Dorf::N,کلی,село
496,Stadt::N,ښار,місто
497,Brief::N,لیک,лист
498,Brief::N,مکتوب,лист
499,Buch::N,کتاب,книга
500,Buch::N,کتاب,книжка
501,Buchstabe::N,حرف,буква
502,Buchstabe::N,حرف,літера
503,Buchstabe::N,توری,буква
504,Buchstabe::N,توری,літера
505,Zeitung::N,اخبار,газета
506,Leben::N,ژوند,життя
507,Tod::N,مرګ,смерть
508,Tod::N,مړینه,смерть
509,Grab::N,قبر,могила
510,Grab::N,ډورۍ,могила
511,Kirche::N,کلیسا,церква
512,Sünde::N,ګناه,гріх
513,Gott::N,خدای,бог
514,Arbeiter::N,کاریګر,робітник
515,Chef::N,آمر,хазяїн
516,Meister::N,استاد,умілець
517,Arzt::N,طبیب,лікар
518,Arzt::N,ډاکټر,лікар
519,Lehrer::N,معلم,вчитель
520,Lehrer::N,ښوونکی,вчитель
521,Geld::N,پیسې,гроші
522,Geschäft::N,سوداګري,заняття
523,Laden::N,دکان,магазин
524,Laden::N,دکان,крамниця
525,Laden::N,مغازه,магазин
526,Laden::N,مغازه,крамниця
527,Preis::N,بیه,ціна
528,Ware::N,مال,товар
529,Nutzen::N,ګټه,вигода
530,Nutzen::N,ګټه,користь
531,Reichtum::N,شتمني,багатство
532,Welt::N,نړۍ,світ
533,Welt::N,دنیا,світ
534,Land::N,هېواد,країна
535,Staat::N,دولت,держава
536,König::N,باچا,король
537,König::N,پادشاه,король
538,Macht::N,قدرت,влада
539,Grenze::N,حد,кордон
540,Grenze::N,سرحد,кордон
541,Krieg::N,جګړه,війна
542,Feind::N,دښمن,ворог
543,Gewalt::N,زور,насильство
544,Gewalt::N,تشدد,насильство
545,Kampf::N,جنګ,бій
546,Kampf::N,جنګ,боротьба
547,Kampf::N,مبارزه,бій
548,Kampf::N,مبارزه,боротьба
549,Bogen[Waffe]::N,لیندۍ,лук
550,Pfeil::N,غشی,стріла
551,Gewehr::N,ټوپک,рушниця
552,Gewehr::N,ټوپک,гвинтівка
553,Fehler::N,خطا,помилка
554,Fehler::N,غلطي,помилка
555,Lüge::N,دروغ,брехня
556,Schaden::N,زیان,шкода
557,Schaden::N,زیان,збиток
558,Schaden::N,تاوان,шкода
559,Schaden::N,تاوان,збиток
560,Unglück::N,بدبختي,нещастя
561,Schuld::N,ګناه,провина
562,Alter::N,منګ,вік
563,Alter::N,منګ,літа
564,Schluss::N,اخر,кінець
565,Zeit::N,وخت,час
566,Tag::N,ورځ,день
567,Morgen::N,سبا,ранок
568,Morgen::N,سهار,ранок
569,Mittag::N,غرمه,південь
570,Abend::N,ماښام,вечір
571,Nacht::N,شپه,ніч
572,Woche::N,اونۍ,тиждень
573,Monat::N,مياشت,місяць
574,Jahr::N,کال,рік
575,Frühling::N,پسرلی,весна
576,Sommer::N,دوبی,літо
577,Herbst::N,منی,осінь
578,Herbst::N,خزان,осінь
579,Winter::N,ژمی,зима
580,Januar::N,جنوري,січень
581,Februar::N,فبروري,лютий
582,März::N,مارچ,березень
583,April::N,اپریل,квітень
584,Mai::N,مې,травень
585,Juni::N,جون,червень
586,Juli::N,جولای,липень
587,August::N,اګست,серпень
588,September::N,سپټامبر,вересень
589,Oktober::N,اکتوبر,жовтень
590,November::N,نومبر,листопад
591,Dezember::N,دسمبر,грудень
592,Montag::N,دوشنبه,понеділок
593,Dienstag::N,سه شنبه,вівторок
594,Mittwoch::N,چارشنبه,середа
595,Donnerstag::N,پنجشنبه,четвер
596,Freitag::N,جمعه,п’ятниця
597,Samstag::N,خالي,субота
598,Sonntag::N,یکشنبه,неділя
599,groß::A,لوی,великий
600,klein::A,وړوکی,малий
601,klein::A,وړوکی,маленький
602,lang::A,اوړد,довгий
603,kurz::A,لنډ,короткий
604,breit::A,پراخه,широкий
605,schmal::A,تنګ,вузький
606,dicht::A,ګڼ,густий
607,dick[Gegenstand]::A,پنډ,товстий
608,dünn::A,نری,тонкий
609,fein::A,نازک,дрібний
610,fest::A,کلک,міцний
611,fest::A,ټینګ,міцний
612,flach::A,هوار,плоский
613,glatt::A,ښوی,рівний
614,glatt::A,ښوی,гладенький
615,hart::A,کلک,твердий
616,weich::A,نرم,м’який
617,weich::A,پوست,м’який
618,rund::A,ګرد,круглий
619,spitz::A,تېره,гострокінцевий
620,scharf::A,تېز,гострий
621,scharf::A,تېره,гострий
622,stumpf::A,پڅ,тупий
623,schwer::A,دروند,важкий
624,schön::A,ښکلی,вродливий
625,heiß::A,تود,жаркий
626,heiß::A,تود,гарячий
627,warm::A,تود,теплий
628,kalt::A,ېخ,холодний
629,kalt::A,سوړ,холодний
630,kühl::A,ېخ,прохолодний
631,kühl::A,سوړ,прохолодний
632,frisch::A,تازه,свіжий
633,feucht::A,مرطوب,вогкий
634,nass::A,لوند,мокрий
635,trocken::A,وچ,сухий
636,voll::A,ډک,повний
637,leer::A,خالی,пустий
638,offen::A,خلاص,відкритий
639,offen::A,پرانیستی,відкритий
640,geschlossen::A,تړلی,закритий
641,geschlossen::A,تړلی,зачинений
642,sauber::A,پاک,чистий
643,sauber::A,پاک,охайний
644,schmutzig::A,چټل,брудний
645,roh::A,خام,сирий
646,reif::A,پوخ,зрілий
647,reif::A,رسېدلی,зрілий
648,lecker::A,خوندور,смачний
649,lecker::A,مزه دار,смачний
650,süß::A,خوږ,солодкий
651,süß::A,شیرین,солодкий
652,bitter::A,تریخ,гіркий
653,sauer::A,ټاک,кислий
654,sauer::A,تريو,кислий
655,hell::A,روڼ,світлий
656,hell::A,روښان,світлий
657,dunkel::A,تیاره,темний
658,schwarz::A,تور,чорний
659,weiß::A,سپين,сивий
660,rot::A,سور,червоний
661,gelb::A,زېړ,жовтий
662,blau::A,شین,синій
663,blau::A,اسماني رنګه,синій
664,grün::A,زرغون,зелений
665,grau::A,خړ,сірий
666,bunt::A,رنګارنګ,барвистий
667,billig::A,ارزان,дешевий
668,teuer::A,ګران,дорогий
669,wertvoll::A,قیمتي,цінний
670,blind::A,ړوند,сліпий
671,taub::A,کوڼ,глухий
672,kräftig::A,قوی,могутній
673,stark::A,قوی,сильний
674,stark::A,تکړه,сильний
675,schwach::A,ضعیف,слабкий
676,schwach::A,کمزوری,слабкий
677,fett::A,چاغ,жирний
678,fett::A,چاغ,товстий
679,schlank::A,خوش اندام,тонкий
680,schlank::A,خوش اندام,стрункий
681,hübsch::A,ښکلی,чарівний
682,hübsch::A,ښایسته,чарівний
683,böse::A,شریر,злий
684,böse::A,شریر,лихий
685,böse::A,قهرناک,злий
686,böse::A,قهرناک,лихий
687,dumm::A,احمق,дурний
688,faul::A,لټ,ледачий
689,faul::A,تنبل,ледачий
690,fleißig::A,زحمت کښ,старанний
691,geizig::A,بخیل,скупий
692,klug::A,عاقل,мудрий
693,klug::A,عاقل,розумний
694,klug::A,هوښیار,мудрий
695,klug::A,هوښیار,розумний
696,geschickt::A,ماهر,умілий
697,lieb::A,عزیز,милий
698,lieb::A,محبوب,милий
699,lustig::A,خوشحال,веселий
700,sanft::A,پوست,лагідний
701,sanft::A,ملایم,лагідний
702,hungrig::A,وږی,голодний
703,krank::A,مريض,слабий
704,krank::A,ناروغ,слабий
705,nackt::A,لوڅ,голий
706,traurig::A,غمجن,сумний
707,lebendig::A,ژوندی,живий
708,gut::A,ښه,добрий
709,schlecht::A,بد,поганий
710,schlecht::A,بد,кепський
711,schlecht::A,خراب,поганий
712,schlecht::A,خراب,кепський
713,richtig::A,سم,правильний
714,richtig::A,صحیح,правильний
715,schlimm::A,بد,бридкий
716,schlimm::A,مخوف,бридкий
717,wahr::A,واقعي,справжній
718,alt::A,زوړ,старий
719,neu::A,نوی,новий
720,ehemalig::A,پخوانی,колишній
721,alt[Lebewesen]::A,زوړ,старий
722,jung::A,ځوان,молодий
723,arm::A,غریب,бідний
724,arm::A,بې وزله,бідний
725,reich::A,شتمن,багатий
726,reich::A,دولتمند,багатий
727,bekannt::A,اشنا,знайомий
728,berühmt::A,مشهور,славетний
729,fremd::A,پردی,чужий
730,fremd::A,بېګانه,чужий
731,verschieden::A,مختلف,різний
732,nah::A,نژدې,близький
733,fern::A,لیری,далекий
734,linker::A,چپ,лівий
735,linker::A,کیڼ,лівий
736,rechter::A,ښی,правий
737,anderer::A,بل,інакший
738,erster::A,لومړی,перший
739,zweiter::A,دوهم,другий
740,dritter::A,درېم,третій
741,letzter::A,آخرنی,останній
742,letzter::A,وروستی,останній
743,allein::ADV,یوازې,сам
744,allein::ADV,یوازې,один
745,auf einmal::ADV,په یوه وخت کی,відразу
746,zusammen::ADV,یو ځای,разом
747,zusammen::ADV,یو ځای,спільно
748,lange::ADV,ډېر وخت,довго
749,lange::ADV,ډېره موده,довго
750,plötzlich::ADV,ناببره,раптом
751,plötzlich::ADV,یوناڅاپه,раптом
752,sofort::ADV,فوراً,зараз
753,sofort::ADV,سمدلاسه,зараз
754,später::ADV,وروسته,пізніше
755,jetzt::ADV,اوس,тепер
756,heute::ADV,نن,сьогодні
757,morgen::ADV,سبا,завтра
758,bald::ADV,ژر,незабаром
759,dann::ADV,پس,потім
760,dann::ADV,وروسته,потім
761,gestern::ADV,پرون,вчора
762,einst::ADV,پخوا,колись
763,damals::ADV,هغه وخت,тоді
764,danach::ADV,بیا,згодом
765,vorher::ADV,دمخه,раніше
766,zuerst::ADV,لومړی,спершу
767,zuerst::ADV,لومړی,спочатку
768,einmal::ADV,یو ځل,один раз
769,manchmal::ADV,ګاهی ګاهی,іноді
770,manchmal::ADV,ګاهی ګاهی,інколи
771,oft::ADV,ډېر ځله,часто
772,immer::ADV,تل,завжди
773,immer::ADV,همېشه,завжди
774,niemals::ADV,هیڅکله نه,ніколи
775,hier::ADV,دلته,тут
776,hierhin::ADV,دلته,сюди
777,hierhin::ADV,دې ځای ته,сюди
778,von hier::ADV,د دې ځای نه,звідси
779,dort::ADV,هلته,там
780,dorthin::ADV,هلته,туди
781,dorthin::ADV,هغه ځای ته,туди
782,geradeaus::ADV,مخامخ,прямо
783,vorwärts::ADV,مخ پهٔ وړاندې,вперед
784,rückwärts::ADV,بېرته,назад
785,zurück::ADV,بېرته,назад
786,unten::ADV,لاندي,внизу
787,hinab::ADV,ښکته,вниз
788,oben::ADV,پورته,вгорі
789,hinauf::ADV,پاس,вгору
790,überall::ADV,هره خوا,скрізь
791,nicht::ADV,نه,не
792,ein wenig::ADV,یو څه,трохи
793,ein wenig::ADV,یو څه,небагато
794,kaum::ADV,ایله,ледве
795,sehr::ADV,ډېر,дуже
796,sehr::ADV,زيات,дуже
797,so::ADV,داسې,так
798,so::ADV,دومره,так
799,noch::ADV,نور,ще
