,Concept_ID,sv,mrj
94,Hitze::N,hetta,шокшы
95,Raureif::N,rimfrost,пöрш
96,Regenbogen::N,regnbåge,шанавӹл
97,Donner::N,åska,хӹдӹртӹш
98,Donner::N,dunder,хӹдӹртӹш
99,Strömung::N,strömning,йогы
100,Tropfen::N,dropper,капльы
101,Tropfen::N,dropper,капльык
102,Schaum::N,skum,шонг
103,Schmutz::N,lort,лявӹрӓ
104,Schmutz::N,smuts,лявӹрӓ
105,See::N,sjö,йӓр
106,Sumpf::N,träsk,лӱкӹ
107,Moor::N,myr,куп
108,Moor::N,mosse,куп
109,Wiese::N,äng,алык
110,Wald::N,skog,шӹргӹ
111,Hügel::N,höjd,пӱгӹрикӓ
112,Hügel::N,kulle,пӱгӹрикӓ
113,Anhöhe::N,höjd,кӱкшикӓ
114,Anhöhe::N,backe,кӱкшикӓ
115,Berg::N,berg,кырык
116,Berg::N,fjäll,кырык
117,Gipfel::N,topp,неркӓ
118,Höhle::N,håla,ы́раж
119,Höhle::N,grotta,ы́раж
120,Abhang::N,slänt,полом
121,Abhang::N,sluttning,полом
122,Quelle::N,källa,вӹдсӹнзӓ
123,Bach::N,bäck,ӓнгӹр
124,Fluss::N,älv,вӹд
125,Fluss::N,flod,вӹд
126,Ufer::N,strand,сир
127,Küste::N,kust,сир
128,Festland::N,fastland,мӱлӓндӹ
129,Meer::N,hav,тангыж
130,Bucht::N,vik,вӹдъял
131,Bucht::N,bukt,вӹдъял
132,Insel::N,ö,острок
133,Blume::N,blomma,пеледӹш
134,Blume::N,blomster,пеледӹш
135,Gras::N,gräs,шуды
136,Wurzel::N,rot,важ
137,Baum::N,träd,пушӓнгӹ
138,Stamm::N,stam,пушӓнгӹ тӹнг
139,Rinde::N,bark,каргыж
140,Ast::N,gren,укш
141,Zweig::N,kvist,укш
142,Blatt::N,löv,листӹ
143,Blatt::N,blad,листӹ
144,Birke::N,björk,куги
145,Kiefer[Baum]::N,tall,йӓктӹ
146,Weide[Baum]::N,pil,уа
147,Weide[Baum]::N,vide,уа
148,Tanne::N,gran,кож
149,Horn::N,horn,шур
150,Feder::N,fjäder,пын
151,Fell::N,fäll,кавашты
152,Fell::N,skinn,кавашты
153,Flügel::N,vinge,шылдыр
154,Klaue::N,klöv,кӹч
155,Kralle::N,klo,лапа
156,Schwanz::N,svans,пач
157,Schwanz::N,stjärt,пач
158,Ei::N,ägg,мыны
159,Nest::N,rede,пӹжӓш
160,Nest::N,näste,пӹжӓш
161,Bau::N,bo,ыраж
162,Tier::N,djur,во́льык
163,Herde::N,flock,кӹтö
164,Kuh::N,ko,ышкал
165,Bulle::N,tjur,ӱшкӱж
166,Pferd::N,häst,имни
167,Schaf::N,får,шарык
168,Schwein::N,svin,сасна
169,Hund::N,hund,пи
170,Katze::N,katt,коти
171,Bär::N,björn,мöскӓ
172,Eichhörnchen::N,ekorre,ур
173,Elch::N,älg,шарды
174,Fuchs::N,räv,рӹвӹж
175,Hase::N,hare,морен
176,Maus::N,mus,каля
177,Wolf::N,varg,пирӹ
178,Vogel::N,fågel,кек
179,Schwarm::N,svärm,цуца
180,Huhn::N,höns,цӹвӹ
181,Hahn::N,tupp,ӓптӓн
182,Gans::N,gås,комбы
183,Adler::N,örn,кучкыж
184,Ente::N,anka,лыды
185,Eule::N,uggla,тымана
186,Kranich::N,trana,тырня
187,Kranich::N,trana,тыртня
188,Krähe::N,kråka,лудыгарак
189,Kuckuck::N,gök,куку
190,Schwan::N,svan,йӱксӹ
191,Fisch::N,fisk,кол
192,Barsch::N,abborre,алангы
193,Hecht::N,gädda,нуж
194,Hecht::N,gädda,нужгол
195,Schlange[Tier]::N,orm,кӹшкы
196,Wurm::N,mask,шукш
197,Spinne::N,spindel,ӓнгӹремшӹ
198,Ameise::N,myra,кыткы
199,Laus::N,lus,ти
200,Mücke::N,mygga,кужнер
201,Mücke::N,mygga,кужынер
202,Fliege::N,fluga,шӹнгӓ
203,Schmetterling::N,fjäril,лӹпӹ
204,Beere::N,bär,мöр
205,Apfel::N,äpple,олма
206,Pilz::N,svamp,понгы
207,Zwiebel::N,lök,охыра
208,Saat::N,sådd,нӱшмӹ
209,Saat::N,sådd,нӱшмӱ
210,Korn::N,korn,пӹрцӹ
211,Heu::N,hö,шуды
212,Schale::N,skal,аваха
213,Schale::N,skal,карлангы
214,Grube::N,grop,йӓм
215,Falle::N,fälla,лӱдӹ
216,Falle::N,fälla,лӱдӹш
217,Schlinge::N,snara,онгы
218,Spur::N,spår,кишӓ
219,Asche::N,aska,ломых
220,Asche::N,aska,ломпыж
221,Dreck::N,lort,лявӹрӓ
222,Eisen::N,järn,кӹртни
223,Gold::N,guld,шöртни
224,Gold::N,guld,шöртньӹ
225,Silber::N,silver,ши
226,Kohle::N,kol,шӱ
227,Glas::N,glas,охоница
228,Lehm::N,lera,шун
229,Sand::N,sand,ошма
230,Mensch::N,människa,эдем
231,Mann::N,man,пӱэргӹ
232,Frau::N,kvinna,ӹдӹрӓмӓш
233,Kind::N,barn,ӓзӓ
234,Kind::N,barn,шачшы
235,Junge::N,pojke,рвезӹ
236,Junge::N,pojke,ӹрвезӹ
237,Mädchen::N,flicka,ӹдӹрӓш
238,Familie::N,familj,йиш
239,Familie::N,familj,семня
240,Großvater::N,morfar,тьоти
241,Großmutter::N,farmor,папа
242,Eltern::N,föräldrar,ӓтя-ӓвӓ
243,Vater::N,far,ӓтя
244,Mutter::N,mor,ӓвӓ
245,Sohn::N,son,эргӹ
246,Tochter::N,dotter,ӹдӹр
247,Bruder::N,bror,ӹза
248,Schwester::N,syster,ӓкӓ
249,Onkel::N,morbror,кугуза
250,Tante::N,tant,куака
251,Ehemann::N,äkta man,мары
252,Ehefrau::N,hustru,вӓтӹ
253,Freude::N,fröjd,ӹвӹртӹмӓш
254,Freude::N,glädje,ӹвӹртӹмӓш
255,Gelächter::N,åtlöje,ваштылмаш
256,Glück::N,lycka,пиӓл
257,Kummer::N,sorg,ясы
258,Wunsch::N,önskan,охата
259,Wunsch::N,önskan,шанымаш
260,Lust::N,lust,шӓр
261,Lust::N,lust,охата
262,Lust::N,lust,шанымаш
263,Geist::N,ande,тух
264,Gedanke::N,tanke,шанымаш
265,Gedächtnis::N,minne,ӓш
266,Verstand::N,förstånd,ыш
267,Sinn::N,mening,кын
268,Sinn::N,betydelse,кын
269,Grund::N,skäl,вир
270,Grund::N,grund,вир
271,Wahrheit::N,sanning,тöр
272,Gespräch::N,samtal,хытырымаш
273,Märchen::N,saga,ямак
274,Erzählung::N,berättelse,шайыштмаш
275,Nachricht::N,meddelande,увертӓрӹмӓш
276,Neuigkeit::N,nyhet,увер
277,Name::N,namn,лӹм
278,Rätsel::N,gåta,тышты
279,Rede::N,tal,шая
280,Rede::N,tal,шамак
281,Sprache::N,språk,йӹлмӹ
282,Stimme::N,stämma,юк
283,Wort::N,ord,шамак
284,Zeichen::N,tecken,палӹ
285,Ruf::N,rop,сӹгӹрӹмӓш
286,Lärm::N,bråk,юкланымащ
287,Lärm::N,oväsen,юкланымащ
288,Laut::N,ljud,юк
289,Ton::N,ton,юк
290,Lied::N,sång,мыры
291,Ruhe::N,ro,тыр
292,Ruhe::N,lugn,тыр
293,Leute::N,folk,эдемвлӓ
294,Volk::N,folk,халык
295,Arbeit::N,arbete,пӓшӓ
296,Gast::N,gäst,хына
297,Geschenk::N,gåva,подарка
298,Geschenk::N,present,подарка
299,Spiel::N,lek,мадыш
300,Spiel::N,spel,мадыш
301,Gesellschaft::N,sällskap,йӓл
302,Gesellschaft::N,sällskap,йӓлвлӓ
303,Hilfe::N,hjälp,палшык
304,Freund::N,vän,тӓнг
305,Kamerad::N,kamrat,тос
306,Angelegenheit::N,ärende,дела
307,Angelegenheit::N,ärende,йела
308,Angelegenheit::N,ärende,йыла
309,Angelegenheit::N,ärende,пӓшӓ
310,Angelegenheit::N,angelägenhet,дела
311,Angelegenheit::N,angelägenhet,йела
312,Angelegenheit::N,angelägenhet,йыла
313,Angelegenheit::N,angelägenhet,пӓшӓ
314,Anzahl::N,antal,шот
315,Art::N,art,цӹре
316,Art::N,slag,цӹре
317,Stück::N,stycke,лаштык
318,Teil::N,del,пай
319,Teil::N,del,часть
320,Hälfte::N,halva,пел
321,Kreis::N,krets,тӹртӹш
322,Kreis::N,cirkel,тӹртӹш
323,Kreuz::N,kors,крестӹ
324,Kreuz::N,kryss,крестӹ
325,Linie::N,linje,
326,Strich::N,streck,
327,Abstand::N,avstånd,ло
328,Entfernung::N,avstånd,ло
329,Gegend::N,trakt,вӓр
330,Platz::N,plats,вӓр
331,Ort::N,plats,вӓр
332,Ort::N,ställe,вӓр
333,Seite::N,sida,öрдӹж
334,Mitte::N,mitt,ло
335,Gegenstand::N,föremål,хӓдӹр
336,Sache::N,sak,хӓдӹр
337,Rand::N,rand,шöр
338,Kante::N,kant,шöр
339,Ecke::N,vrå,лык
340,Ecke::N,hörn,лык
341,Spitze::N,spets,вуй
342,Ende::N,ända,вуй
343,Ende::N,ända,мычаш
344,Loch::N,hål,ыраж
345,Winkel::N,vinkel,лык
346,Muster::N,mönster,тӹрлец
347,Größe::N,storlek,кӱкшӹц
348,Länge::N,längd,кыт
349,Höhe::N,höjd,кӱкшӹц
350,Gewicht::N,tyngd,нелӹц
351,Menge::N,mängd,шот
352,Haufen::N,hög,ара
353,Reihe::N,rad,ряд
354,Boot::N,båt,пыш
355,Ruder::N,åra,вешлӓ
356,Schlitten::N,släde,тир
357,Ski::N,skida,ечӹ
358,Lagerfeuer::N,lägereld,тыл
359,Last::N,last,нелӹц
360,Last::N,börda,нелӹц
361,Gang::N,gång,ход
362,Schritt::N,steg,ашкыл
363,Norden::N,norr,йыдпелвел
364,Süden::N,söder,кечӹвӓлвел
365,Westen::N,väster,кечӹ шӹцмӹ
366,Osten::N,öster,ирвел
367,Osten::N,öster,кечӹ лӱлтмӹ
368,Holz::N,trä,пушӓнгӹ
369,Brett::N,bräda,ханга
370,Platte::N,platta,плитӓ
371,Stütze::N,stöd,цӓрӓк
372,Stütze::N,stötta,цӓрӓк
373,Stange::N,stång,равы
374,Stange::N,stång,намаш
375,Stock::N,käpp,панды
376,Stock::N,pinne,панды
377,Stab::N,stav,равы
378,Rohr::N,rör,пыч
379,Haus::N,hus,пöрт
380,Heim::N,hem,пöрт
381,Ofen::N,ugn,камака
382,Fußboden::N,golv,седӹрӓ
383,Tisch::N,bord,стöл
384,Stuhl::N,stol,пöкен
385,Wiege::N,vagga,шипкӓ
386,Bett::N,säng,койка
387,Bett::N,säng,кравать
388,Regal::N,hylla,полицӓ
389,Kiste::N,låda,шӱ́ндӹк
390,Fenster::N,fönster,окня
391,Tür::N,dörr,амаса
392,Tor::N,port,хапка
393,Zaun::N,staket,забор
394,Zaun::N,stängsel,забор
395,Dach::N,tak,левӓш
396,Leiter::N,stege,ташкалтыш
397,Besen::N,kvast,сало
398,Besen::N,kvast,салко
399,Spaten::N,spade,кольмы
400,Schaufel::N,skovel,лоток
401,Schaufel::N,skyffel,лоток
402,Gabel::N,gaffel,ви́лка
403,Löffel::N,sked,савала
404,Messer::N,kniv,кӹзӹ
405,Nagel::N,spik,пыда
406,Netz::N,nät,вӓпш
407,Haken::N,krok,крӱк
408,Haken::N,krok,кагак
409,Griff::N,tag,кычем
410,Griff::N,handtag,кычем
411,Schloss::N,las,замок
412,Schloss::N,las,сыравач
413,Bild::N,bild,картин
414,Figur::N,figur,кӓн
415,Puppe::N,docka,поханя
416,Beutel::N,påse,мешӓк
417,Bündel::N,bunt,топ
418,Bündel::N,bunt,пидӹш
419,Bündel::N,bunt,кӹлдӹш
420,Bündel::N,knippa,топ
421,Bündel::N,knippa,пидӹш
422,Bündel::N,knippa,кӹлдӹш
423,Tasche::N,väska,сумкы
424,Eimer::N,hink,ведӹрӓ
425,Eimer::N,ämbar,ведӹрӓ
426,Deckel::N,lock,комдыш
427,Geschirr::N,servis,ӓтӹ
428,Geschirr::N,porslin,ӓтӹ
429,Sack::N,säck,мешӓк
430,Tasse::N,kopp,цӓшкӓ
431,Topf::N,gryta,ми́ска
432,Topf::N,kastrull,ми́ска
433,Kessel::N,kittel,пад
434,Essen::N,mål,качкыш
435,Essen::N,mål,качкыш-йӱш
436,Nahrung::N,näring,качкыш
437,Nahrung::N,näring,качкыш-йӱш
438,Speise::N,maträtt,няня
439,Fleisch::N,kött,пай
440,Getreide::N,säd,киндӹ
441,Getreide::N,spannmål,киндӹ
442,Brei::N,gröt,шӹрӓш
443,Brot::N,bröd,сыкыр
444,Scheibe::N,skiva,ламыт
445,Scheibe::N,skiva,лаштык
446,Fett::N,fett,кая
447,Butter::N,smör,ӱ
448,Öl::N,olja,ӱ
449,Salz::N,salt,санзал
450,Suppe::N,soppa,лем
451,Honig::N,honung,мӱ
452,Milch::N,mjölk,шӹшер
453,Tee::N,te,чӓй
454,Leder::N,läder,шарга
455,Leder::N,läder,кавашты
456,Wolle::N,ull,миж
457,Wolle::N,ylle,миж
458,Stoff::N,tyg,матер
459,Stoff::N,tyg,матери
460,Stoff::N,stoff,матер
461,Stoff::N,stoff,матери
462,Nadel::N,nål,им
463,Faden::N,tråd,шӹртӹ
464,Knopf::N,knapp,полдыш
465,Knoten::N,knut,пӱкшем
466,Farbe::N,färg,чиӓ
467,Farbe::N,färg,крӓскӓ
468,Kleidung::N,klädsel,выргем
469,Hemd::N,skjorta,тыгыр
470,Kragen::N,krage,шӱ
471,Ärmel::N,ärm,шокш
472,Hose::N,byxor,ялаш
473,Gürtel::N,bälte,ӹштӹ
474,Mütze::N,mössa,упш
475,Schuh::N,sko,ту́фльы
476,Stiefel::N,stövel,кем
477,Ring::N,ring,шӓргӓш
478,Band::N,band,лемтӓ
479,Kamm::N,kam,шерге
480,Spiegel::N,spegel,тӹгӹр
481,Riemen::N,rem,прӓжӓ
482,Schnur::N,snöre,кӓндӹра
483,Leine::N,lina,керем
484,Decke::N,täcke,одеял
485,Kissen::N,dyna,кӹпцӹк
486,Kissen::N,kudde,кӹпцӹк
487,Tuch::N,sjal,савыц
488,Handtuch::N,handduk,шӹргӹсавыц
489,Handtuch::N,handduk,шӹргӹмсавыц
490,Kraft::N,kraft,ви
491,Stärke::N,styrka,ви
492,Gesundheit::N,hälsa,шу
493,Gesundheit::N,hälsa,шулык
494,Krankheit::N,sjukdom,мыж
495,Schmerz::N,smärta,карштыш
496,Wunde::N,sår,шушыр
497,Fieber::N,feber,ӱштӹмыж
498,Arznei::N,medicin,лекӓрцӹ
499,Arznei::N,läkemedel,лекӓрцӹ
500,Brücke::N,bro,кӹвер
501,Brunnen::N,brunn,вӹдсӹнзӓ
502,Weide::N,bete,ныр
503,Pfad::N,stig,ялгорны
504,Weg::N,väg,корны
505,Straße::N,gata,корны
506,Dorf::N,by,сола
507,Stadt::N,stad,города
508,Brief::N,brev,сирмӓш
509,Buch::N,bok,книгӓ
510,Buchstabe::N,bokstav,буква́
511,Zeitung::N,tidning,газет
512,Zeitung::N,tidning,кайзет
513,Leben::N,liv,житя
514,Tod::N,död,смöрт
515,Grab::N,grav,шӹгер
516,Grab::N,grav,мыгилӓ
517,Grab::N,grav,шӹгерлӓ
518,Kirche::N,kyrka,церкӹ
519,Sünde::N,synd,сулык
520,Gott::N,gud,йымы
521,Arbeiter::N,arbetare,пӓшӓзӹ
522,Chef::N,chef,вуй
523,Meister::N,mästare,мастар
524,Arzt::N,läkare,доктор
525,Lehrer::N,lärare,тымдышы
526,Geld::N,pengar,окса
527,Geschäft::N,rörelse,торге́йӹмӓш
528,Laden::N,affär,лапка
529,Laden::N,affär,магазин
530,Preis::N,pris,ӓк
531,Ware::N,vara,товар
532,Nutzen::N,gagn,пайда
533,Nutzen::N,nytta,пайда
534,Reichtum::N,rikedom,перке
535,Welt::N,värld,сӓндӓлӹк
536,Welt::N,värld,свет
537,Land::N,land,сӓндӓлӹк
538,Staat::N,stat,кугижӓншӹ
539,König::N,kung,король
540,König::N,konung,король
541,Macht::N,makt,власть
542,Grenze::N,gräns,пӹсмӓн
543,Krieg::N,krig,вырсы
544,Feind::N,fiende,тышман
545,Gewalt::N,våld,ви
546,Kampf::N,kamp,кредӓлмӓш
547,Kampf::N,strid,кредӓлмӓш
548,Bogen[Waffe]::N,båge,янгеж
549,Pfeil::N,pil,пикш
550,Gewehr::N,gevär,пичӓл
551,Fehler::N,fel,самынь
552,Lüge::N,lögn,шая
553,Schaden::N,skada,вре́дӓ
554,Unglück::N,otur,пёда
555,Unglück::N,otur,тымаша
556,Unglück::N,olycka,пёда
557,Unglück::N,olycka,тымаша
558,Schuld::N,skuld,вуйнамат
559,Alter::N,ålder,иӓш
560,Alter::N,ålder,игечӹ
561,Schluss::N,slut,пӹтӓртӹш
562,Zeit::N,tid,веремӓ
563,Tag::N,dag,кечӹ
564,Morgen::N,morgon,ир
565,Morgen::N,morgon,ирок
566,Mittag::N,middag,кечӹвӓл
567,Abend::N,kväll,вады
568,Nacht::N,natt,йыд
569,Woche::N,vecka,ӓрня
570,Monat::N,månad,тӹ́лзӹ
571,Jahr::N,år,год
572,Frühling::N,vår,шошым
573,Sommer::N,sommar,кӓнгӹж
574,Herbst::N,höst,шӹжӹ
575,Winter::N,vinter,тел
576,Winter::N,vinter,телӹ
577,Januar::N,januari,январ
578,Januar::N,januari,январь
579,Februar::N,februari,февраль
580,März::N,mars,март
581,April::N,april,апрель
582,Mai::N,maj,май
583,Juni::N,juni,июнь
584,Juli::N,juli,июль
585,August::N,augusti,август
586,September::N,september,сентябрь
587,Oktober::N,oktober,октябрь
588,November::N,november,ноябрь
589,Dezember::N,december,декавыр
590,Montag::N,måndag,шачмы
591,Dienstag::N,tisdag,кышкыжмы
592,Mittwoch::N,onsdag,вӹрчегӹ
593,Donnerstag::N,torsdag,изӓрня
594,Freitag::N,fredag,когарня
595,Samstag::N,lördag,кукшыгечӹ
596,Sonntag::N,söndag,рушӓрня
597,groß::A,stor,кого
598,klein::A,liten,изи
599,lang::A,lång,кужы
600,kurz::A,kort,кӹтӹк
601,breit::A,bred,кымда
602,schmal::A,smal,ӓнгӹсӹр
603,dicht::A,tät,шӹре
604,dick[Gegenstand]::A,tjock,кӹжгӹ
605,dünn::A,tunn,вӹцкӹж
606,fein::A,fin,пыльга
607,fest::A,fast,цаткыды
608,flach::A,platt,тӓлякӓ
609,glatt::A,glatt,ягылгы
610,hart::A,hård,пингӹдӹ
611,weich::A,mjuk,пышкыды
612,rund::A,rund,тӹртӹш
613,spitz::A,toppig,кашар
614,spitz::A,spetsig,кашар
615,scharf::A,vass,кашар
616,scharf::A,skarp,кашар
617,stumpf::A,slö,нӹшкӹ
618,schwer::A,tung,нелӹ
619,schön::A,skön,цевер
620,schön::A,skön,олмыдшы
621,schön::A,vacker,цевер
622,schön::A,vacker,олмыдшы
623,heiß::A,het,шокшы
624,warm::A,varm,шокшы
625,kalt::A,kall,ӱштӹ
626,kühl::A,sval,юалгы
627,kühl::A,sval,йонгата
628,kühl::A,kylig,юалгы
629,kühl::A,kylig,йонгата
630,frisch::A,färsk,йонгата
631,feucht::A,fuktig,ӹлӹкшӹ
632,feucht::A,fuktig,вӹдӹжгӹ
633,nass::A,våt,начкы
634,trocken::A,torr,кукшы
635,voll::A,full,темшӹ
636,voll::A,full,темыман
637,leer::A,tom,йӓрӓ
638,offen::A,öppen,виш
639,geschlossen::A,stängd,чӱчмӹ
640,geschlossen::A,stängd,тӹкӹлӓлтшӹ
641,sauber::A,ren,ире
642,schmutzig::A,snuskig,шоран
643,schmutzig::A,snuskig,лявӹрӓн
644,schmutzig::A,snuskig,шорангшы
645,roh::A,rå,пеле кӱшӹ
646,reif::A,mogen,кӱшӹ
647,lecker::A,läcker,тотан
648,süß::A,söt,мӱӓн
649,bitter::A,besk,качы
650,bitter::A,bitter,качы
651,sauer::A,sur,шапы
652,hell::A,ljus,соты
653,hell::A,ljus,валгыды
654,dunkel::A,mörk,пӹц
655,dunkel::A,mörk,пӹцкемӹш
656,schwarz::A,svart,шим
657,weiß::A,vit,ош
658,weiß::A,vit,ошы
659,rot::A,röd,якшаргы
660,gelb::A,gul,сар
661,gelb::A,gul,сары
662,blau::A,blå,симсӹ
663,grün::A,grön,ыжар
664,grau::A,grå,луды
665,bunt::A,brokig,ала
666,billig::A,billig,шулдаш
667,teuer::A,dyr,шергӹ
668,teuer::A,dyr,шергӓкӓн
669,wertvoll::A,värdefull,ӓкӓн
670,blind::A,blind,слöпöй
671,blind::A,blind,сльöпöй
672,taub::A,döv,тӱтӱк
673,kräftig::A,kraftig,виӓн
674,stark::A,stark,виӓн
675,schwach::A,svag,шава
676,schwach::A,svag,лӹпкӓ
677,schwach::A,svag,слабка
678,fett::A,fet,таза
679,schlank::A,slank,яштака
680,hübsch::A,snygg,сӹлнӹ
681,hübsch::A,snygg,олмыдшы
682,hübsch::A,vacker,сӹлнӹ
683,hübsch::A,vacker,олмыдшы
684,böse::A,ond,шӹдӓн
685,böse::A,elak,шӹдӓн
686,dumm::A,dum,окмак
687,faul::A,lat,ялахай
688,fleißig::A,flitig,пӓшам яратышы
689,geizig::A,snål,шык
690,geizig::A,girig,шык
691,klug::A,klok,ышан
692,geschickt::A,händig,мастар
693,geschickt::A,skicklig,мастар
694,lieb::A,kär,тыри
695,lieb::A,snäll,тыри
696,lustig::A,rolig,мындыр
697,lustig::A,rolig,сусу
698,lustig::A,lustig,мындыр
699,lustig::A,lustig,сусу
700,sanft::A,mild,йӹвӹжӓ
701,hungrig::A,hungrig,шужышы
702,krank::A,sjuk,церлӹ
703,krank::A,sjuk,хворой
704,nackt::A,naken,цӓрӓ
705,traurig::A,ledsen,сы́лыкан
706,traurig::A,ledsen,кымы́лдымы
707,traurig::A,sorgsen,сы́лыкан
708,traurig::A,sorgsen,кымы́лдымы
709,lebendig::A,levande,живой
710,gut::A,bra,яжо
711,schlecht::A,dålig,уда
712,schlecht::A,dålig,худа
713,richtig::A,riktig,вургамла
714,schlimm::A,illa,йӹрнык
715,wahr::A,sann,настоящий
716,wahr::A,sann,настояшый
717,alt::A,gammal,шонгы
718,neu::A,ny,у
719,ehemalig::A,forn,тошты
720,ehemalig::A,tidigare,тошты
721,alt[Lebewesen]::A,gammal,ӹлалшӹ
722,jung::A,ung,нöргӹ
723,jung::A,ung,молода
724,arm::A,fattig,укеӓн
725,reich::A,rik,паян
726,reich::A,rik,пурлыкан
727,bekannt::A,känd,палӹмӹ
728,berühmt::A,berömd,лӹмлы
729,fremd::A,främmande,эдемӹн
730,verschieden::A,åtskillig,тӹрлӹ
731,nah::A,nära,лишӹл
732,fern::A,fjärran,мӹндӹр
733,linker::A,vänster,шалахай
734,rechter::A,höger,вургамла
735,anderer::A,annan,вес
736,anderer::A,annan,весӹ
737,erster::A,första,икшӹ
738,erster::A,första,икӹмшӹ
739,zweiter::A,andra,кокшы
740,dritter::A,tredje,кымшы
741,letzter::A,sist,остатка
742,allein::ADV,allena,иктӹ
743,allein::ADV,allena,иктӹт
744,auf einmal::ADV,på en gång,тöрöк
745,zusammen::ADV,tillsammans,икараш
746,zusammen::ADV,tillsammans,цымырын
747,lange::ADV,länge,кужын
748,plötzlich::ADV,plötsligt,трӱк
749,sofort::ADV,strax,полт
750,sofort::ADV,strax,тöрöк
751,sofort::ADV,strax,тӹшӓкок
752,sofort::ADV,genast,полт
753,sofort::ADV,genast,тöрöк
754,sofort::ADV,genast,тӹшӓкок
755,später::ADV,senare,вара
756,jetzt::ADV,nu,
757,heute::ADV,i dag,тагачы
758,morgen::ADV,i morgon,иргод
759,morgen::ADV,i morgon,иргодым
760,bald::ADV,snart,чӹнь
761,bald::ADV,snart,вӓшке
762,bald::ADV,snart,выртышты
763,dann::ADV,då,пакыла
764,gestern::ADV,i går,тенгечӹ
765,einst::ADV,en gång,икӓнӓ
766,damals::ADV,då,тӹнӓм
767,damals::ADV,den gången,тӹнӓм
768,danach::ADV,därefter,пакыла
769,vorher::ADV,före,перви
770,vorher::ADV,förut,перви
771,zuerst::ADV,först,андак
772,einmal::ADV,en gång,гӓнӓк
773,einmal::ADV,en gång,гӓнӓ
774,manchmal::ADV,ibland,кынамжы
775,oft::ADV,ofta,чӹчкӹдӹн
776,immer::ADV,alltid,со
777,immer::ADV,alltid,соок
778,niemals::ADV,aldrig,нинам
779,niemals::ADV,aldrig,нигынам
780,niemals::ADV,aldrig,нигынамат
