,Concept_ID,sv,cv
353,Rand::N,rand,вӗҫ
354,Rand::N,rand,хӗрӗ
355,Rand::N,rand,хӗрри
356,Kante::N,kant,хайкача
357,Kante::N,kant,хысак
358,Ecke::N,vrå,кӗтес
359,Ecke::N,hörn,кӗтес
360,Spitze::N,spets,вӗҫ
361,Ende::N,ända,вӗҫ
362,Loch::N,hål,шӑтӑк
363,Winkel::N,vinkel,кӗтес
364,Muster::N,mönster,эреш
365,Größe::N,storlek,пысӑкӑш
366,Länge::N,längd,вӑрӑмӑш
367,Höhe::N,höjd,ҫӳллӗш
368,Gewicht::N,tyngd,виҫе
369,Gewicht::N,tyngd,йывӑрӑш
370,Menge::N,mängd,йыш
371,Haufen::N,hög,купа
372,Reihe::N,rad,рет
373,Boot::N,båt,кимӗ
374,Ruder::N,åra,кӗсмен
375,Schlitten::N,släde,ҫуна
376,Ski::N,skida,йӗлтӗр
377,Lagerfeuer::N,lägereld,вут
378,Lagerfeuer::N,lägereld,кӑвайт
379,Last::N,last,сулмаклӑх
380,Last::N,last,йывӑр япала
381,Last::N,börda,сулмаклӑх
382,Last::N,börda,йывӑр япала
383,Gang::N,gång,куҫӑм
384,Schritt::N,steg,утӑм
385,Schritt::N,steg,пусӑм
386,Norden::N,norr,ҫурҫӗр
387,Süden::N,söder,кӑнтӑр
388,Westen::N,väster,анӑҫ
389,Westen::N,väster,хӗвел анӑҫ
390,Osten::N,öster,хӗвел тухӑҫ
391,Holz::N,trä,йывӑҫ
392,Brett::N,bräda,хӑма
393,Platte::N,platta,плита
394,Stütze::N,stöd,ура
395,Stütze::N,stötta,ура
396,Stange::N,stång,шерте
397,Stock::N,käpp,патак
398,Stock::N,pinne,патак
399,Stab::N,stav,шӑчӑ
400,Rohr::N,rör,пӑрӑх
401,Haus::N,hus,ҫурт
402,Heim::N,hem,кил
403,Ofen::N,ugn,кӑмака
404,Fußboden::N,golv,урай
405,Tisch::N,bord,сӗтел
406,Stuhl::N,stol,пукан
407,Wiege::N,vagga,сӑпка
408,Bett::N,säng,кравать
409,Regal::N,hylla,ҫӳлӗк
410,Regal::N,hylla,сентре
411,Kiste::N,låda,ещӗк
412,Kiste::N,låda,сунтӑх
413,Fenster::N,fönster,чӳрече
414,Tür::N,dörr,алӑк
415,Tor::N,port,хапха
416,Zaun::N,staket,хӳме
417,Zaun::N,stängsel,хӳме
418,Dach::N,tak,тӑрӑ
419,Leiter::N,stege,пусма
420,Besen::N,kvast,шӑпӑр
421,Spaten::N,spade,кӗреҫе
422,Schaufel::N,skovel,кӗреҫе
423,Schaufel::N,skyffel,кӗреҫе
424,Gabel::N,gaffel,вилка
425,Löffel::N,sked,кашӑк
426,Messer::N,kniv,ҫӗҫӗ
427,Nagel::N,spik,пӑта
428,Netz::N,nät,тетел
429,Haken::N,krok,йӑрхах
430,Haken::N,krok,ҫекӗл
431,Griff::N,tag,хӑлӑп
432,Griff::N,handtag,хӑлӑп
433,Schloss::N,las,ҫӑра
434,Bild::N,bild,сӑн
435,Bild::N,bild,сӑнлӑх
436,Bild::N,bild,картина
437,Figur::N,figur,кӗлетке
438,Puppe::N,docka,пукане
439,Beutel::N,påse,михӗ
440,Bündel::N,bunt,ҫыхӑ
441,Bündel::N,bunt,тӗрке
442,Bündel::N,knippa,ҫыхӑ
443,Bündel::N,knippa,тӗрке
444,Tasche::N,väska,сумка
445,Eimer::N,hink,витре
446,Eimer::N,ämbar,витре
447,Deckel::N,lock,хупӑ
448,Geschirr::N,servis,савӑт-сапа
449,Geschirr::N,porslin,савӑт-сапа
450,Sack::N,säck,михӗ
451,Tasse::N,kopp,курка
452,Topf::N,gryta,кастрюль
453,Topf::N,kastrull,кастрюль
454,Kessel::N,kittel,хуран
455,Essen::N,mål,апат
456,Nahrung::N,näring,апат-ҫимӗс
457,Speise::N,maträtt,апат
458,Speise::N,maträtt,ҫимӗҫ
459,Fleisch::N,kött,аш
460,Fleisch::N,kött,какай
461,Getreide::N,säd,тырӑ
462,Getreide::N,spannmål,тырӑ
463,Brei::N,gröt,пӑтӑ
464,Brot::N,bröd,ҫӑкӑр
465,Scheibe::N,skiva,чӗлӗ
466,Scheibe::N,skiva,касӑк
467,Fett::N,fett,ҫу
468,Butter::N,smör,ҫу
469,Öl::N,olja,ҫу
470,Salz::N,salt,тӑвар
471,Suppe::N,soppa,яшка
472,Honig::N,honung,пыл
473,Milch::N,mjölk,сӗт
474,Tee::N,te,чей
475,Leder::N,läder,сӑран
476,Wolle::N,ull,ҫӑм
477,Wolle::N,ylle,ҫӑм
478,Stoff::N,tyg,тӗртӗм
479,Stoff::N,stoff,тӗртӗм
480,Nadel::N,nål,йӗп
481,Faden::N,tråd,ҫип
482,Knopf::N,knapp,тӳме
483,Knoten::N,knut,йӑлӑ
484,Farbe::N,färg,сӑрӑ
485,Kleidung::N,klädsel,тум
486,Kleidung::N,klädsel,ҫипуҫ
487,Kleidung::N,klädsel,тум-тир
488,Hemd::N,skjorta,кӗпе
489,Kragen::N,krage,ҫуха
490,Ärmel::N,ärm,ҫанӑ
491,Hose::N,byxor,шӑлавар
492,Gürtel::N,bälte,пиҫиххи
493,Mütze::N,mössa,ҫӗлӗк
494,Schuh::N,sko,пушмак
495,Schuh::N,sko,ботинок
496,Stiefel::N,stövel,атӑ
497,Ring::N,ring,ҫӗрӗ
498,Band::N,band,хаю
499,Band::N,band,йӗсме
500,Kamm::N,kam,тура
501,Spiegel::N,spegel,тӗкӗр
502,Spiegel::N,spegel,куҫ кӗски
503,Riemen::N,rem,чӗн
504,Schnur::N,snöre,кантра
505,Leine::N,lina,касмӑк
506,Decke::N,täcke,утиял
507,Kissen::N,dyna,ҫытар
508,Kissen::N,dyna,минтер
509,Kissen::N,kudde,ҫытар
510,Kissen::N,kudde,минтер
511,Tuch::N,sjal,тутӑр
512,Handtuch::N,handduk,ал шӑлли
513,Kraft::N,kraft,вӑй
514,Kraft::N,kraft,хӑват
515,Stärke::N,styrka,хал
516,Stärke::N,styrka,хӑват
517,Gesundheit::N,hälsa,хал
518,Gesundheit::N,hälsa,сывлӑх
519,Krankheit::N,sjukdom,чир
520,Schmerz::N,smärta,ырату
521,Wunde::N,sår,суран
522,Fieber::N,feber,сив чир
523,Arznei::N,medicin,эмел
524,Arznei::N,läkemedel,эмел
525,Brücke::N,bro,кӗпер
526,Brunnen::N,brunn,ҫӑл
527,Brunnen::N,brunn,пусӑ
528,Weide::N,bete,ҫаран
529,Pfad::N,stig,йӗр
530,Pfad::N,stig,сукмак
531,Weg::N,väg,ҫул
532,Weg::N,väg,ҫул-йӗр
533,Straße::N,gata,ҫӳрев
534,Straße::N,gata,ҫул ҫӳрени
535,Dorf::N,by,ял
536,Stadt::N,stad,хула
537,Brief::N,brev,ҫыру
538,Buch::N,bok,кӗнеке
539,Buchstabe::N,bokstav,сас палли
540,Zeitung::N,tidning,хаҫат
541,Leben::N,liv,пурнӑҫ
542,Tod::N,död,вилӗм
543,Grab::N,grav,масар шӑтӑкӗ
544,Kirche::N,kyrka,чиркӳ
545,Sünde::N,synd,ҫылӑх
546,Gott::N,gud,турӑ
547,Arbeiter::N,arbetare,рабочи
548,Chef::N,chef,пуҫлӑх
549,Meister::N,mästare,ӑста
550,Meister::N,mästare,мастер
551,Arzt::N,läkare,врач
552,Arzt::N,läkare,тухтӑр
553,Lehrer::N,lärare,учитель
554,Lehrer::N,lärare,вӗрентекен
555,Geld::N,pengar,укҫа
556,Geschäft::N,rörelse,бизнес
557,Laden::N,affär,магазин
558,Preis::N,pris,хак
559,Ware::N,vara,тавар
560,Nutzen::N,gagn,пайта
561,Nutzen::N,nytta,пайта
562,Reichtum::N,rikedom,мул
563,Welt::N,värld,тӗнче
564,Land::N,land,ҫӗр-шыв
565,Staat::N,stat,патшàлӑх
566,König::N,kung,король
567,König::N,konung,король
568,Macht::N,makt,власть
569,Grenze::N,gräns,чикӗ
570,Krieg::N,krig,вӑрҫӑ
571,Feind::N,fiende,тӑшман
572,Gewalt::N,våld,ирӗксӗрлӳ
573,Kampf::N,kamp,кӗрешӳ
574,Kampf::N,strid,кӗрешӳ
575,Bogen[Waffe]::N,båge,ухӑ
576,Pfeil::N,pil,ҫӗмрен
577,Pfeil::N,pil,ухӑ йӗппи
578,Gewehr::N,gevär,пӑшал
579,Fehler::N,fel,йӑнӑш
580,Lüge::N,lögn,суя
581,Lüge::N,lögn,ултав
582,Schaden::N,skada,сиен
583,Unglück::N,otur,шар
584,Unglück::N,otur,инкек
585,Unglück::N,olycka,шар
586,Unglück::N,olycka,инкек
587,Schuld::N,skuld,айӑп
588,Alter::N,ålder,ҫул шучӗ
589,Schluss::N,slut,пӗтни
590,Schluss::N,slut,пӗтмӗш
591,Zeit::N,tid,вӑхӑт
592,Tag::N,dag,кун
593,Morgen::N,morgon,ир
594,Mittag::N,middag,кӑнтӑрла
595,Abend::N,kväll,каҫ
596,Nacht::N,natt,каҫ
597,Woche::N,vecka,эрне
598,Monat::N,månad,уйӑх
599,Jahr::N,år,ҫулталӑк
600,Frühling::N,vår,ҫур
601,Frühling::N,vår,ҫуркунне
602,Sommer::N,sommar,ҫу
603,Sommer::N,sommar,ҫулла
604,Herbst::N,höst,кӗр
605,Herbst::N,höst,кӗркунне
606,Winter::N,vinter,хӗл
607,Winter::N,vinter,хӗлле
608,Januar::N,januari,январь
609,Februar::N,februari,февраль
610,Februar::N,februari,кӗҫӗн кӑрлач
611,März::N,mars,март
612,März::N,mars,пуш уйӑхӗ
613,April::N,april,апрель
614,Mai::N,maj,май
615,Juni::N,juni,июнь
616,Juli::N,juli,июль
617,August::N,augusti,август
618,September::N,september,сентябрь
619,September::N,september,авӑн уйӑхӗ
620,Oktober::N,oktober,октябрь
621,November::N,november,ноябрь
622,Dezember::N,december,раштав
623,Dezember::N,december,декабрь
624,Montag::N,måndag,тунти кун
625,Dienstag::N,tisdag,ытлари кун
626,Mittwoch::N,onsdag,юн кун
627,Donnerstag::N,torsdag,кӗҫнерни кун
628,Freitag::N,fredag,эрне кун
629,Samstag::N,lördag,шӑмат кун
630,Sonntag::N,söndag,вырсарни кун
631,groß::A,stor,пысӑк
632,klein::A,liten,пӗчӗк
633,lang::A,lång,вӑрӑм
634,kurz::A,kort,кӗске
635,breit::A,bred,сарлака
636,schmal::A,smal,ансӑр
637,dicht::A,tät,йӑвӑ
638,dick[Gegenstand]::A,tjock,хулӑн
639,dünn::A,tunn,ҫинҫе
640,dünn::A,tunn,ҫӳхе
641,fein::A,fin,тарай
642,fein::A,fin,вӗлтӗрти
643,fest::A,fast,тӗреклӗ
644,flach::A,platt,лаптак
645,glatt::A,glatt,такӑр
646,hart::A,hård,хытӑ
647,weich::A,mjuk,ҫемҫе
648,rund::A,rund,ҫавра
649,spitz::A,toppig,шӗвӗр
650,spitz::A,spetsig,шӗвӗр
651,scharf::A,vass,ҫивӗч
652,scharf::A,skarp,ҫивӗч
653,stumpf::A,slö,мӑка
654,stumpf::A,slö,пуклак
655,stumpf::A,slö,тӗрӗнчӗк
656,stumpf::A,slö,ӑнкарусӑр
657,schwer::A,tung,йывӑр
658,schön::A,skön,илемлӗ
659,schön::A,vacker,илемлӗ
660,heiß::A,het,вӗри
661,warm::A,varm,ӑшӑ
662,kalt::A,kall,сивӗ
663,kühl::A,sval,уҫӑ
664,kühl::A,kylig,уҫӑ
665,frisch::A,färsk,уҫӑ
666,feucht::A,fuktig,йӗпе
667,nass::A,våt,нӳрӗ
668,trocken::A,torr,типӗ
669,voll::A,full,тулли
670,leer::A,tom,пушӑ
671,offen::A,öppen,уҫӑ
672,geschlossen::A,stängd,хупӑ
673,sauber::A,ren,таса
674,schmutzig::A,snuskig,пылчӑклӑ
675,schmutzig::A,snuskig,вараланчӑк
676,roh::A,rå,чӗрӗ
677,reif::A,mogen,пулнӑ
678,reif::A,mogen,пиҫӗхнӗ
679,reif::A,mogen,аталаннӑ
680,reif::A,mogen,пиҫсе ҫитнӗ
681,lecker::A,läcker,тутлӑ
682,lecker::A,läcker,техӗмлӗ
683,süß::A,söt,пылак
684,bitter::A,besk,йӳҫӗ
685,bitter::A,bitter,йӳҫӗ
686,sauer::A,sur,йӳҫӗ
687,sauer::A,sur,йӳҫек
688,sauer::A,sur,кӑвасак
689,hell::A,ljus,ҫутӑ
690,dunkel::A,mörk,тӗттӗм
691,schwarz::A,svart,хура
692,weiß::A,vit,шурӑ
693,rot::A,röd,хӗрлӗ
694,gelb::A,gul,сарӑ
695,blau::A,blå,кӑвак
696,grün::A,grön,симӗс
697,grün::A,grön,пиҫмен
698,grün::A,grön,ӑс пухман
699,grau::A,grå,кӑвак
700,bunt::A,brokig,чӑпар
701,billig::A,billig,йӳнӗ
702,teuer::A,dyr,хаклӑ
703,wertvoll::A,värdefull,паха
704,blind::A,blind,суккӑр
705,taub::A,döv,хӑлхасӑр
706,kräftig::A,kraftig,хӑватлӑ
707,stark::A,stark,вирлӗ
708,schwach::A,svag,халсӑр
709,fett::A,fet,самӑр
710,fett::A,fet,мӑнтӑр
711,schlank::A,slank,йӑрӑс
712,schlank::A,slank,яштака
713,hübsch::A,snygg,хитре
714,hübsch::A,vacker,хитре
715,böse::A,ond,усал
716,böse::A,elak,усал
717,dumm::A,dum,ухмах
718,faul::A,lat,наян
719,faul::A,lat,юлхав
720,faul::A,lat,ӳркенчӗк
721,fleißig::A,flitig,хастар
722,geizig::A,snål,хытӑ
723,geizig::A,girig,хытӑ
724,klug::A,klok,ӑслӑ
725,geschickt::A,händig,ӑста
726,geschickt::A,skicklig,ӑста
727,lieb::A,kär,савнӑ
728,lieb::A,snäll,савнӑ
729,lustig::A,rolig,хаваслӑ
730,lustig::A,lustig,хаваслӑ
731,sanft::A,mild,ачаш
732,hungrig::A,hungrig,выҫӑ
733,krank::A,sjuk,чирлӗ
734,nackt::A,naken,ҫара
735,traurig::A,ledsen,салхуллӑ
736,traurig::A,sorgsen,салхуллӑ
737,lebendig::A,levande,чӗрӗ
738,gut::A,bra,аван
739,gut::A,bra,лайӑх
740,schlecht::A,dålig,япӑх
741,schlecht::A,dålig,начар
742,richtig::A,riktig,тӗрӗс
743,schlimm::A,illa,йӗрӗнчӗк
744,wahr::A,sann,чӑн
745,alt::A,gammal,кивӗ
746,neu::A,ny,ҫӗнӗ
747,ehemalig::A,forn,пулнӑ
748,ehemalig::A,tidigare,пулнӑ
749,alt[Lebewesen]::A,gammal,ватӑ
750,jung::A,ung,яш
751,jung::A,ung,ҫамрӑк
