,Concept_ID,mdf,uz
96,Schmutz::N,ърда́з,gard
97,See::N,эрьхке,ko'l
98,Sumpf::N,шяй,botqoq
99,Moor::N,шяй,qir-adir
100,Wiese::N,луга,o'tzor
101,Wald::N,вирь,o'rmon
102,Hügel::N,губо́р,tepa
103,Hügel::N,пандоня,tepa
104,Anhöhe::N,губо́р,adir
105,Berg::N,панда,tog'
106,Gipfel::N,пря,cho'qqi
107,Höhle::N,у́нда,kavak
108,Abhang::N,па́нда ша́ма,to'sh
109,Quelle::N,эшиня,buloq
110,Bach::N,шудерькс,o'zan
111,Fluss::N,ляй,daryo
112,Ufer::N,търва́,sohil
113,Küste::N,ляйтърва́,qirg'oq
114,Festland::N,мода,materik
115,Meer::N,моря,dengiz
116,Bucht::N,ведьуське,qo'ltiq
117,Insel::N,цёнга,orol
118,Blume::N,панчф,gul
119,Gras::N,тише,sabza
120,Wurzel::N,юр,tub
121,Wurzel::N,юр,tomir
122,Wurzel::N,ункс,tub
123,Wurzel::N,ункс,tomir
124,Baum::N,шуфта,daraxt
125,Stamm::N,ро́нга,o'simta
126,Rinde::N,кер,qobiq
127,Ast::N,морга,shox
128,Zweig::N,тарад,butoq
129,Blatt::N,лопа,barg
130,Birke::N,ке́лу,qayin
131,Kiefer[Baum]::N,пиче,qarag'ay
132,Weide[Baum]::N,каль,shum
133,Tanne::N,куз,archa
134,Horn::N,сюра,mugiz
135,Feder::N,толга,par
136,Fell::N,кедь,mo'yna
137,Flügel::N,паця,qanot
138,Klaue::N,кенже,tirnoq
139,Kralle::N,кенже,tirnoq
140,Schwanz::N,пула,quyruq
141,Ei::N,ал,tuxum
142,Nest::N,пиза,oshyon
143,Bau::N,пиза,o'pqon
144,Tier::N,жува́та,hayvon
145,Herde::N,нал,gala
146,Herde::N,стада,gala
147,Kuh::N,скал,inak
148,Kuh::N,тракс,inak
149,Bulle::N,бука,ho'kiz
150,Pferd::N,лишме,ot
151,Schaf::N,уча́,qo'y
152,Schwein::N,тува,cho'chqa
153,Hund::N,пине,it
154,Katze::N,катоня,mushuk
155,Katze::N,аваката,mushuk
156,Bär::N,офта,ayiq
157,Eichhörnchen::N,ур,tiyin
158,Elch::N,ся́рда,los
159,Fuchs::N,келазь,tulki
160,Hase::N,ну́мол,kuyon
161,Maus::N,шеер,sichqon
162,Wolf::N,върьгаз,bo'ri
163,Vogel::N,нармонь,qush
164,Schwarm::N,ко́вол,to'da
165,Schwarm::N,ме́швеле,to'da
166,Huhn::N,сараз,tovuq
167,Hahn::N,а́тякш,xo'roz
168,Gans::N,маци,g'oz
169,Adler::N,куцькан,burgut
170,Ente::N,яксярга,o'rdak
171,Eule::N,ко́рож,boyo'g'li
172,Kranich::N,ка́рга,turna
173,Krähe::N,ва́рси,qarg'a
174,Kuckuck::N,ку́ку,kakku
175,Schwan::N,ло́ксти,oqkush
176,Fisch::N,кал,baliq
177,Barsch::N,о́кунь,olabug'a
178,Hecht::N,щу́ка,cho'rtan
179,Schlange[Tier]::N,куй,ilon
180,Wurm::N,сукс,qurt
181,Spinne::N,унжа́,o'rgimchak
182,Ameise::N,панжам,chumoli
183,Laus::N,си,bit
184,Mücke::N,ся́ське,chivin
185,Fliege::N,кару,pashsha
186,Schmetterling::N,ме́лав,kapalak
187,Beere::N,и́мож,meva
188,Apfel::N,марь,olma
189,Pilz::N,панга,qo'ziqorin
190,Zwiebel::N,шурьхкя́,piyoz
191,Saat::N,видьмот,äkin
192,Korn::N,сёра,zarra
193,Heu::N,тише,xashak
194,Schale::N,кедь,po'choq
195,Grube::N,лотка,co'ra
196,Falle::N,туфкс,qopqon
197,Falle::N,кунда́ма,qopqon
198,Schlinge::N,килькш,sirtmoq
199,Spur::N,пильгоки́,iz
200,Asche::N,кулу,kul
201,Dreck::N,ърда́з,kir
202,Eisen::N,кшни,temir
203,Gold::N,ока,tilla
204,Gold::N,золота,tilla
205,Silber::N,сия́,kumush
206,Kohle::N,седь,ko'mir
207,Kohle::N,седьвальмя,ko'mir
208,Glas::N,кля́нцек,oyna
209,Lehm::N,сёвонь,loy
210,Sand::N,шува́р,qum
211,Mensch::N,ломань,odam
212,Mann::N,аля,ärkak
213,Mann::N,цёраломань,ärkak
214,Frau::N,ава,ayol
215,Kind::N,идь,bola
216,Kind::N,идь,kichkintoy
217,Kind::N,шаба,bola
218,Kind::N,шаба,kichkintoy
219,Junge::N,цёраня,bola
220,Mädchen::N,стирня́,qiz
221,Familie::N,тнал,oila
222,Familie::N,семья,oila
223,Großvater::N,атя,buva
224,Großvater::N,атя,katta ota
225,Großvater::N,щя́тя,buva
226,Großvater::N,щя́тя,katta ota
227,Großmutter::N,баба,buvi
228,Großmutter::N,баба,katta oyi
229,Eltern::N,тя́дят-а́лят,ota-ona
230,Vater::N,аля,ota
231,Mutter::N,ава,ona
232,Mutter::N,тядя,ona
233,Sohn::N,цёра,o'g'il
234,Tochter::N,стирь,qiz
235,Bruder::N,дуган,og'a
236,Bruder::N,дуган,uka
237,Bruder::N,пяльне,og'a
238,Bruder::N,пяльне,uka
239,Schwester::N,ака,opa
240,Schwester::N,ака,singil
241,Schwester::N,сазор,opa
242,Schwester::N,сазор,singil
243,Onkel::N,оця,amaki
244,Onkel::N,патя,amaki
245,Onkel::N,щеня́,amaki
246,Tante::N,ака,amma
247,Tante::N,ака,xola
248,Tante::N,щака,amma
249,Tante::N,щака,xola
250,Ehemann::N,мирде,är
251,Ehefrau::N,ърьвя́,rafiqa
252,Freude::N,ке́нярдема,ayish
253,Gelächter::N,рахсема,kulgi
254,Glück::N,паваз,saodat
255,Kummer::N,ризф,g'am
256,Kummer::N,пичефкс,g'am
257,Wunsch::N,мяль,orzu
258,Wunsch::N,таколдома,orzu
259,Lust::N,таколдома,rag'bat
260,Geist::N,вайме,ruh
261,Gedanke::N,мяль,fikr
262,Gedächtnis::N,прявий,äs
263,Verstand::N,прявий,aql
264,Sinn::N,ён,ma'ni
265,Grund::N,туфта́л,sabab
266,Wahrheit::N,ви́де,haq
267,Wahrheit::N,видеши́,haq
268,Gespräch::N,корхтама,gap
269,Märchen::N,ёфкс,ärtak
270,Erzählung::N,азкс,rivoyat
271,Nachricht::N,куля́,xabar
272,Neuigkeit::N,куля́,yangilik
273,Name::N,лем,ot
274,Rätsel::N,со́дама ёфкс,topishmoq
275,Rede::N,вал,nutq
276,Rede::N,корхтама,nutq
277,Sprache::N,кяль,til
278,Stimme::N,вайгяль,ovoz
279,Wort::N,вал,so'z
280,Zeichen::N,тя́ште,alomat
281,Zeichen::N,тя́штькс,alomat
282,Ruf::N,тердема,chaqiriq
283,Lärm::N,гайф,taraq
284,Lärm::N,жалакодома,taraq
285,Laut::N,вайгяль,tovush
286,Ton::N,вайгяль,un
287,Lied::N,мора,ashula
288,Ruhe::N,сетьме,tinchlik
289,Leute::N,ломатть,xaloyiq
290,Volk::N,наро́д,xalq
291,Arbeit::N,тев,ish
292,Gast::N,и́нжи,mehmon
293,Gast::N,ко́нак,mehmon
294,Geschenk::N,казне,hadya
295,Spiel::N,налхкома,o'yin
296,Spiel::N,налхксема,o'yin
297,Gesellschaft::N,кружок,jamiyat
298,Hilfe::N,лездома,yordam
299,Freund::N,я́лга,do'st
300,Kamerad::N,я́лга,yo'ldosh
301,Angelegenheit::N,тев,daxl
302,Anzahl::N,лувкс,son
303,Art::N,вид,tur
304,Stück::N,пакш,parcha
305,Teil::N,часть,bo'lak
306,Teil::N,пялькс,bo'lak
307,Hälfte::N,пяле,yarim
308,Kreis::N,шаркс,aylana
309,Kreuz::N,крёз,xoch
310,Linie::N,межа,liniya
311,Linie::N,китькс,liniya
312,Strich::N,межа,chiziq
313,Abstand::N,ётка,oralik
314,Entfernung::N,ётка,uzoqlik
315,Gegend::N,ва́ста,yer
316,Gegend::N,перьфпя́ль,yer
317,Platz::N,ва́ста,oralig
318,Ort::N,ва́ста,joy
319,Seite::N,пяле,yon
320,Mitte::N,кучка́,o'rta
321,Gegenstand::N,веща,ashyo
322,Sache::N,тев,buyum
323,Sache::N,веща,buyum
324,Rand::N,пе,chek
325,Kante::N,и́рдез,tig'
326,Ecke::N,ужа,burchak
327,Spitze::N,пря,uch
328,Ende::N,пе,oxir
329,Loch::N,варя,teshik
330,Winkel::N,ужа,go'sha
331,Muster::N,сёрма,nusha
332,Größe::N,серь,kattalik
333,Länge::N,кува́лма,uzunlik
334,Höhe::N,серь,yuksaklik
335,Gewicht::N,сталма,solmoq
336,Menge::N,лувкс,miqdor
337,Haufen::N,мар,uyum
338,Reihe::N,ряд,saf
339,Boot::N,венеж,qayiq
340,Ruder::N,миле,äshkak
341,Schlitten::N,ну́рда,chana
342,Ski::N,сокс,chang'i
343,Lagerfeuer::N,то́лмар,gulxan
344,Last::N,канкс,yuk
345,Last::N,сталма,yuk
346,Gang::N,молема,yurish
347,Schritt::N,аськолкс,qadam
348,Norden::N,якшама шире,shimol
349,Süden::N,ля́мбе ши́ре,janub
350,Westen::N,ши валгома шире,g'arb
351,Osten::N,шинь стяма шире,sharq
352,Holz::N,вирь,yog'och
353,Holz::N,шуфта,yog'och
354,Brett::N,лавця,taxta
355,Platte::N,плита́,tabaqa
356,Stütze::N,неже,tayanchi
357,Stange::N,олга,qo'noq
358,Stock::N,байдек,tayoq
359,Stab::N,олгоня,gavron
360,Rohr::N,турама,tarnov
361,Haus::N,куд,uy
362,Heim::N,куд,makon
363,Ofen::N,пянакуд,pechka
364,Fußboden::N,кия́кс,pol
365,Tisch::N,шра,mosa
366,Tisch::N,моркш,mosa
367,Stuhl::N,стул,o'rindiq
368,Wiege::N,нюря́м,beshik
369,Bett::N,ацам,yotoq
370,Regal::N,лавцяланга,tokcha
371,Kiste::N,парга,sandiq
372,Fenster::N,валмья,deraza
373,Tür::N,кенкш,äshik
374,Tor::N,ортат,darvoza
375,Zaun::N,перяфкс,panjara
376,Dach::N,кудпря,tom
377,Leiter::N,куцема,narvon
378,Besen::N,тяльме,supurgi
379,Spaten::N,ка́йме,bel
380,Schaufel::N,ко́поня,kurak
381,Schaufel::N,ця́рдом,kurak
382,Gabel::N,ця́нгоня,bilka
383,Löffel::N,куцю,qoshiq
384,Messer::N,пеель,pichoq
385,Nagel::N,эска,mix
386,Haken::N,кя́чказ,ilgak
387,Griff::N,недь,sop
388,Griff::N,недь,tutqich
389,Griff::N,кунда́мка,sop
390,Griff::N,кунда́мка,tutqich
391,Schloss::N,замо́к,qulf
392,Bild::N,карти́на,rasm
393,Figur::N,ронга-понда,shakl
394,Puppe::N,ня́ка,ko'g'irchoq
395,Beutel::N,кяскав,to'rva
396,Bündel::N,кярьме,bog'lam
397,Tasche::N,кошяльня,kissa
398,Eimer::N,ве́дарка,chelak
399,Deckel::N,тавадкс,qopqoq
400,Deckel::N,вельхкс,qopqoq
401,Geschirr::N,кядьге,idish
402,Sack::N,кяскав,qop
403,Tasse::N,ша́ваня,piyola
404,Topf::N,кавозь,tuvak
405,Kessel::N,сргавозь,qozon
406,Essen::N,ярхцама,tomoq
407,Nahrung::N,ярхцампяль,emak
408,Speise::N,ярхцама,taom
409,Fleisch::N,пал,go'sht
410,Fleisch::N,сиволь,go'sht
411,Getreide::N,сёра,g'alla
412,Brei::N,ям,bo'tqa
413,Brot::N,кши,non
414,Scheibe::N,кочам,disk
415,Fett::N,куя́,moy
416,Butter::N,вай,yog'
417,Öl::N,вай,moy
418,Salz::N,сал,tuz
419,Suppe::N,шонгарям,sho'rva
420,Suppe::N,коршампяль,sho'rva
421,Honig::N,медь,asal
422,Milch::N,лофца,sut
423,Tee::N,чай,choy
424,Leder::N,кедь,charm
425,Wolle::N,пона,jun
426,Stoff::N,котф,mato
427,Nadel::N,салмокс,igna
428,Faden::N,сюре,ip
429,Knopf::N,пуня,tugma
430,Knoten::N,сюлма,tugun
431,Farbe::N,архтомбяль,bo'yok
432,Kleidung::N,щам,kiyim
433,Hemd::N,па́нар,ko'ylak
434,Kragen::N,сиве,yoqa
435,Ärmel::N,ожа,yeng
436,Hose::N,понкст,shim
437,Gürtel::N,каркс,tasma
438,Mütze::N,вазь,shapka
439,Schuh::N,башма́к,but
440,Stiefel::N,кя́ме,botinka
441,Ring::N,суркс,yuzuk
442,Band::N,керькс,rishta
443,Band::N,лента,rishta
444,Kamm::N,сюрьхцем,taroq
445,Spiegel::N,ванома,ko'zgu
446,Riemen::N,шнань каркс,qayish
447,Schnur::N,пикс,bog'ich
448,Schnur::N,карькскя,bog'ich
449,Leine::N,вядьме,etak
450,Decke::N,вельхкс,odyol
451,Kissen::N,тоду,yostiq
452,Tuch::N,руця́,gazlama
453,Handtuch::N,на́рдама,sochiq
454,Kraft::N,вий,kuch
455,Stärke::N,вииши,quvvat
456,Gesundheit::N,шумбраши́,sog'lik
457,Krankheit::N,урма́,kasallik
458,Krankheit::N,сярядема,kasallik
459,Schmerz::N,маряма,og'riq
460,Wunde::N,керф,yara
461,Fieber::N,маштыкс,bezgak
462,Arznei::N,надо́бья,dori
463,Arznei::N,пъчка́фтома,dori
464,Brücke::N,седь,ko'prik
465,Brunnen::N,эши,buloq
466,Weide::N,ванома васта,yaylov
467,Pfad::N,ян,dorojka
468,Pfad::N,киня́,dorojka
469,Weg::N,ки,yo'l
470,Straße::N,ки,ko'cha
471,Dorf::N,веле,ovul
472,Stadt::N,ош,shahar
473,Brief::N,сёрма,maktub
474,Buch::N,книга,kitob
475,Buchstabe::N,бу́ква,harf
476,Zeitung::N,газе́та,gazet
477,Leben::N,эряф,hayot
478,Leben::N,эряма,hayot
479,Tod::N,кулома́,o'lim
480,Grab::N,калма,go'r
481,Kirche::N,це́рькав,cherkov
482,Sünde::N,пежеть,gunoh
483,Sünde::N,муворкс,gunoh
484,Gott::N,шкай,olloh
485,Arbeiter::N,трудендай,ishchi
486,Arbeiter::N,работник,ishchi
487,Chef::N,азор,rais
488,Chef::N,оцюня,rais
489,Meister::N,мастяр,usta
490,Arzt::N,врач,hakim
491,Arzt::N,доктор,hakim
492,Lehrer::N,учи́тель,muallim
493,Geld::N,ярмакт,pul
494,Geschäft::N,ладяфкс,savdo
495,Geschäft::N,ладяф тев,savdo
496,Laden::N,ла́вка,do'kon
497,Preis::N,питне,baho
498,Ware::N,миф,mol
499,Ware::N,ра́маф,mol
500,Nutzen::N,пара,foyda
501,Nutzen::N,лезкс,foyda
502,Reichtum::N,ко́зяши,boylik
503,Welt::N,свет,olam
504,Land::N,мастор,o'lka
505,Staat::N,государства,davlat
506,König::N,король,qirol
507,Macht::N,азорондама,iqtidor
508,Macht::N,азорксши,iqtidor
509,Grenze::N,ёткаян,chegara
510,Krieg::N,война́,harb
511,Feind::N,душман,dushman
512,Feind::N,каршек тюри,dushman
513,Gewalt::N,наругама,zo'rlik
514,Kampf::N,тюрема́,kurash
515,Bogen[Waffe]::N,нал,yoy
516,Pfeil::N,нал,o'q
517,Gewehr::N,винто́вка,vintovka
518,Fehler::N,эльбядькс,xato
519,Lüge::N,васькафнема,yolg'on
520,Schaden::N,зия́н,ziyon
521,Unglück::N,зия́н,balo
522,Schuld::N,муворши,ayb
523,Alter::N,эряф кизот,yosh
524,Alter::N,эряфонь пинге,yosh
525,Schluss::N,пе,tamom
526,Zeit::N,пинге,vaqt
527,Tag::N,ши,kun
528,Morgen::N,шобдава,saboh
529,Mittag::N,шикучка,kun tushlik
530,Abend::N,иля́дь,oqshom
531,Nacht::N,ве,tun
532,Woche::N,недя́ля,hafta
533,Monat::N,ков,oy
534,Jahr::N,киза,yil
535,Frühling::N,тунда́,bahor
536,Sommer::N,киза,yoz
537,Herbst::N,сёксе,kuz
538,Herbst::N,сёксе,xazon
539,Winter::N,тяла,qish
540,Januar::N,кельмеков,yanvar'
541,Februar::N,уфайков,fevral'
542,März::N,марайков,mart
543,April::N,шудиков,aprel'
544,Mai::N,панжиков,may
545,Juni::N,лямбеков,iyun'
546,Juli::N,псиков,iyul'
547,August::N,сёроньков,avgust
548,September::N,тюжягов,sentyabr'
549,Oktober::N,кельмазаков,oktyabr'
550,November::N,эйндамков,noyabr'
551,Dezember::N,кучкаков,dekabr'
552,Montag::N,одговши,dushanba
553,Dienstag::N,ша́вши,seshanba
554,Mittwoch::N,вержи,chorshanba
555,Donnerstag::N,шува́ланя,payshanba
556,Freitag::N,пя́денця,juma
557,Samstag::N,ёткши,shanba
558,Sonntag::N,таргоши,yakshanba
559,groß::A,оцю,buyuk
560,klein::A,ёмла,kichik
561,lang::A,кува́ка,uzun
562,kurz::A,нюрьхкя́ня,qisqa
563,breit::A,кели,keng
564,schmal::A,тяйня,änsiz
565,dicht::A,сиде,quyuq
566,dicht::A,туста,quyuq
567,dick[Gegenstand]::A,эчке,qalin
568,dünn::A,шува́ня,ingichka
569,fein::A,шува́ня,mayin
570,fest::A,кеме,qattiq
571,flach::A,лапш,yalpoq
572,glatt::A,вадяв,tekis
573,glatt::A,такор,tekis
574,hart::A,калгода,qattiq
575,weich::A,ляпе,yumshoq
576,rund::A,кру́глай,yumaloq
577,spitz::A,ботаз,uchli
578,spitz::A,оржа,uchli
579,scharf::A,оржа,keskir
580,stumpf::A,ношка,to'mtoq
581,schwer::A,стака,salmoqli
582,schön::A,мазы,go'zal
583,heiß::A,пси,qiziq
584,warm::A,лямбе,issiq
585,kalt::A,кельме,sovuq
586,kühl::A,эше,salqin
587,frisch::A,свежай,toza
588,feucht::A,летьке,namli
589,nass::A,начка,nam
590,trocken::A,коське,quruq
591,voll::A,пяшксе,to'la
592,leer::A,шава,puch
593,offen::A,панжада,ochiq
594,offen::A,виде,ochiq
595,geschlossen::A,пякстаф,berk
596,geschlossen::A,сёлгф,berk
597,sauber::A,ару,ozoda
598,schmutzig::A,рда́зу,kir
599,schmutzig::A,пя́ндра,kir
600,roh::A,верок,xom
601,reif::A,ке́нерьф,pishiq
602,lecker::A,танцти,shirin
603,süß::A,ламбама,shirin
604,bitter::A,сяпи,achchiq
605,sauer::A,шапама,achchiq
606,hell::A,валда,yorug'
607,dunkel::A,шобда,qorong'i
608,schwarz::A,равжа,qora
609,weiß::A,акша,oq
610,rot::A,якстерь,qizil
611,gelb::A,тюжя́,sariq
612,blau::A,сенем,zangori
613,grün::A,пиже,yashil
614,grün::A,сянгяря,yashil
615,grau::A,уле,bo'z
616,bunt::A,сёрмав,ola
617,billig::A,у́цез,arzon
618,billig::A,аф пи́тни,arzon
619,teuer::A,пи́тни,qimmat
620,wertvoll::A,питни,qimmat
621,blind::A,сокор,ko'r
622,taub::A,пярав,garang
623,kräftig::A,пяк вии,kuchli
624,stark::A,вии,quvvatli
625,schwach::A,лафча,kuchsiz
626,fett::A,куя́,semiz
627,schlank::A,виде ронга,ingichka
628,hübsch::A,мазы,ko'rkam
629,böse::A,кяжи,yovuz
630,dumm::A,аф ёню,aqlsiz
631,dumm::A,шава пря,aqlsiz
632,faul::A,нола,ärinchak
633,fleißig::A,ку́лхцонды,ishchan
634,geizig::A,кирьжя,qurumsoq
635,geizig::A,жаднай,qurumsoq
636,klug::A,ёню,oqil
637,klug::A,пря́ви,oqil
638,geschickt::A,маштозь тиф,äpchil
639,lieb::A,цебярь,aziz
640,lustig::A,ра́хси,chaqchaq
641,sanft::A,сетьме,asta
642,hungrig::A,вача,och
643,hungrig::A,вачеда,och
644,krank::A,сяряди,kasal
645,nackt::A,штада,yalang
646,nackt::A,кърхтапа,yalang
647,traurig::A,ла́жнай,xafa
648,lebendig::A,эряй,hayotiy
649,gut::A,пара,soz
650,gut::A,цебярь,soz
651,schlecht::A,кальдяв,yomon
652,richtig::A,виде,rost
653,schlimm::A,кальдяв,yovuz
654,wahr::A,афкуксонь,haqiqiy
655,alt::A,ташта,äski
656,neu::A,од,yangi
657,ehemalig::A,и́нгольдень,sobiq
658,alt[Lebewesen]::A,сире,qari
659,jung::A,од,navqiron
660,arm::A,а́шу,abgor
661,reich::A,козя,boy
662,bekannt::A,содаф,ma'lum
663,berühmt::A,содавикс,mashhur
664,fremd::A,лия,yot
665,fremd::A,аф содаф,yot
666,verschieden::A,аф фкя ла́цонь,turli
667,nah::A,мала,yaqindagi
668,nah::A,аф ичкоздень,yaqindagi
669,fern::A,и́чкоздень,uzoq
670,fern::A,куна́рдонь,uzoq
671,linker::A,кержи,so'l
672,rechter::A,види,o'ng
673,anderer::A,лия,boshqa
674,erster::A,васенце,birinchi
675,zweiter::A,омбоце,ikkinchi
676,dritter::A,колмоце,uchinchi
677,letzter::A,ме́кольце,oxirgi
678,allein::ADV,ськамонза,o'zicha
679,auf einmal::ADV,вихцок,varakay
680,zusammen::ADV,марс,barobar
681,zusammen::ADV,ма́рса,barobar
682,lange::ADV,кува́тьс,uzoq
683,plötzlich::ADV,а́пак учт,qo'qqisdan
684,sofort::ADV,тяникиге,darrov
685,später::ADV,ме́ле,so'ngra
686,jetzt::ADV,тяни,hozirgina
687,heute::ADV,тячи,bugun
688,morgen::ADV,ва́нды,ärta
689,bald::ADV,курок,toz
690,dann::ADV,меле,keyin
691,dann::ADV,сяда меле,keyin
692,gestern::ADV,ися́к,kecha
693,einst::ADV,весть,avvallari
694,einst::ADV,мзя́рда-бди,avvallari
695,damals::ADV,эста,ugal
696,danach::ADV,меле,so'ngra
697,vorher::ADV,инголи,avval
698,zuerst::ADV,ва́сенда,avval
699,einmal::ADV,весть,bir marta
700,manchmal::ADV,лия́ста,onda-sonda
701,manchmal::ADV,ко́ста-ко́ста,onda-sonda
702,oft::ADV,си́деста,tez-tez
703,immer::ADV,фалу,har vaqt
704,immer::ADV,най,har vaqt
705,niemals::ADV,аф мзя́рдонга,hargiz
706,hier::ADV,тяса,shu erda
707,hierhin::ADV,сей,beri
708,hierhin::ADV,тяза,beri
709,von hier::ADV,тя́ста,shu erdan
710,dort::ADV,тоса,ana
711,dorthin::ADV,тов,u yerga
712,dorthin::ADV,тоза,u yerga
713,geradeaus::ADV,ви́деста,to'g'ri
714,vorwärts::ADV,и́нголи,ilgari
715,rückwärts::ADV,ме́ки,qoloq
716,zurück::ADV,ме́ки,orqada
717,unten::ADV,ала,pastda
718,hinab::ADV,алу,tubanga
719,oben::ADV,вяре,ustida
720,hinauf::ADV,вяри,yuqorida
721,überall::ADV,се́мбе ва́стова,har erda
722,nicht::ADV,аф,ämas
723,ein wenig::ADV,аф лама,biroz
724,kaum::ADV,а́ньцек,arang
725,sehr::ADV,пяк,ancha
726,so::ADV,ста́не,shunday
727,noch::ADV,нинге,hali
728,nur::ADV,аньцек,yolg'iz
729,schon::ADV,ни,endi
730,wieder::ADV,та́га,yana
731,vergebens::ADV,стак,bekorga
732,vor::PRP,инголе,burun
733,hinter::PRP,фтала,ketida
734,hinter::PRP,мельге,ketida
735,unter::PRP,ала,ostida
736,durch::PRP,пачк,bo'ylab
737,neben::PRP,ваксса,yonida
738,zwischen::PRP,ёткса,orada
739,wegen::PRP,сюнеда,sababli
740,dies::PRN,тя,o'sha
741,das::PRN,ся,narigi
742,das::PRN,тона,narigi
743,alles::PRN,сембе,har nima
744,ich::PRN,мон,men
745,du::PRN,тон,sen
746,er::PRN,сон,u
747,wir::PRN,минь,biz
748,ihr::PRN,тинь,siz
749,sie::PRN,синь,ular
750,was::FPRN,мезе,nima
751,wer::FPRN,кие,kim
752,wo::FADV,коса,qaerda
753,wohin::FADV,ков,qayerga
754,wohin::FADV,коза,qayerga
755,wie::FADV,ко́да,qanday
756,warum::FADV,мес,nega
757,wieviel::FNUM,мзя́ра,qancha
758,eins::NUM,фкя,bir
759,zwei::NUM,кафта,ikki
760,drei::NUM,колма,uch
761,vier::NUM,ниле,to'rt
762,fünf::NUM,вете,besh
763,sechs::NUM,кота,olti
764,sieben::NUM,сисем,etti
765,acht::NUM,кафкса,sakkiz
766,neun::NUM,ве́йхкса,to'qqiz
767,zehn::NUM,кемонь,o'n
768,elf::NUM,кефкие,o'n bir
769,zwölf::NUM,кемгафтува,o'n ikki
770,zwanzig::NUM,комсь,yigirma
771,dreißig::NUM,колмогемонь,o'ttiz
772,vierzig::NUM,нильге́монь,qirq
773,fünfzig::NUM,ве́дьгемонь,ällik
774,sechzig::NUM,ко́дгемонь,oltmish
775,siebzig::NUM,сизьге́монь,etmish
776,achtzig::NUM,ка́фксогемонь,sakson
777,neunzig::NUM,ве́йхксогемонь,to'qson
778,hundert::NUM,сяда,yuz
779,tausend::NUM,тёжянь,ming
780,und::CNJ,и,va
781,und::CNJ,дъ,va
