,Concept_ID,ar,ko
128,Gras::N,حشيش,풀
129,Wurzel::N,أصل,뿌리
130,Baum::N,شجرة,나무
131,Stamm::N,جذع,대
132,Rinde::N,قشرة,나무껍질
133,Ast::N,فرع,가지
134,Zweig::N,غصن,가지
135,Blatt::N,ورقة,잎
136,Birke::N,قضبان,자작나무
137,Kiefer[Baum]::N,صنوبرة,소나무
138,Weide[Baum]::N,صفصاف,쉬양버들
139,Tanne::N,شوح,전나무
140,Tanne::N,تبوب,전나무
141,Horn::N,قرن,뿔
142,Feder::N,ريشة,깃털
143,Fell::N,فرو,피혁모피
144,Flügel::N,جناح,날개
145,Klaue::N,مخلب,갈고리 발톺
146,Kralle::N,مخلب,발툭
147,Schwanz::N,ذيل,꼬리
148,Ei::N,بيض,알
149,Nest::N,عش,보금자리
150,Bau::N,جحر,굴
151,Tier::N,حيوان,짐승
152,Herde::N,قطيع,가축의떼
153,Kuh::N,بقرة,암소
154,Bulle::N,ثور,황소
155,Pferd::N,خيل,말
156,Schaf::N,شاة,양
157,Schwein::N,خنزير,돼지
158,Hund::N,كلب,개
159,Katze::N,قطة,고양이
160,Bär::N,دب,콤
161,Eichhörnchen::N,سنجاب,다람쥐
162,Elch::N,موظ,고라니
163,Fuchs::N,ثعلب,여우
164,Hase::N,أرنب,토끼
165,Maus::N,فأرة,쥐
166,Wolf::N,ذئب,늑대
167,Vogel::N,طير,새
168,Schwarm::N,سرب,뗴
169,Huhn::N,دجاجة,암탉
170,Hahn::N,ديك,수탉
171,Gans::N,وزة,거위
172,Adler::N,نسر,수리
173,Ente::N,بطة,오리
174,Eule::N,بوم,부엉이
175,Kranich::N,كركي,두루미
176,Krähe::N,غراب,까마귀
177,Kuckuck::N,وقواق,뻐꾸기
178,Schwan::N,إوز عراقي,배조
179,Fisch::N,سمك,물고기
180,Barsch::N,فرخ أوربي,농어
181,Hecht::N,سمك الكراكي,에속스
182,Schlange[Tier]::N,حية,뱀
183,Schlange[Tier]::N,ثعبان,뱀
184,Wurm::N,دودة,벌레
185,Spinne::N,عنكبوت,거미
186,Ameise::N,نملة,개미
187,Laus::N,قملة,이
188,Mücke::N,ناموسة,모기
189,Fliege::N,ذبابة,날기
190,Schmetterling::N,فراشة,나비
191,Beere::N,حبة,장과
192,Apfel::N,تفاح,사과
193,Pilz::N,فطر,고방이
194,Zwiebel::N,بصل,양파
195,Saat::N,زرع,씨
196,Korn::N,حبة,알맹이
197,Heu::N,دريس,건초
198,Schale::N,قشرة,피상
199,Grube::N,نقرة,
200,Falle::N,فخ,함정
201,Falle::N,مصيدة,함정
202,Schlinge::N,عروة,올가미
203,Schlinge::N,عروة,멜빵붕대
204,Spur::N,أثر,발지국
205,Asche::N,رماد,재
206,Dreck::N,قذر,똥
207,Dreck::N,قذر,오물
208,Eisen::N,حديد,쇠
209,Eisen::N,حديد,철
210,Gold::N,ذهب,항금
211,Silber::N,فضة,은
212,Kohle::N,فحم,슻
213,Glas::N,زجاج,유리
214,Lehm::N,طين,찰흙
215,Sand::N,رمل,모래
216,Mensch::N,إنسان,사람
217,Mann::N,رجل,남자
218,Frau::N,امرأة,여자
219,Kind::N,طفل,아이
220,Junge::N,ولد,소녁
221,Mädchen::N,بنت,소녀
222,Familie::N,عائلة,가족
223,Großvater::N,جد,할아버지
224,Großmutter::N,جدة,할머니
225,Eltern::N,أبوان,어버오
226,Eltern::N,والدان,어버오
227,Vater::N,أب,아버지
228,Mutter::N,أم,어머니
229,Sohn::N,إبن,아들
230,Tochter::N,بنت,딸기
231,Tochter::N,إبنة,딸기
232,Bruder::N,أخ,형제
233,Bruder::N,شقيق,형제
234,Schwester::N,أخت,누이
235,Onkel::N,عم,백부
236,Tante::N,عمة,아주머니
237,Ehemann::N,زوج,남편
238,Ehefrau::N,زوجة,아내
239,Freude::N,فرح,기쁨
240,Freude::N,سرور,기쁨
241,Gelächter::N,قهقهة,웃음
242,Glück::N,سعادة,즐거움
243,Kummer::N,غم,슬픔
244,Wunsch::N,منية,소망
245,Lust::N,شهوة,
246,Geist::N,روح,할기
247,Gedanke::N,فكرة,상념
248,Gedächtnis::N,ذاكرة,기억
249,Verstand::N,عقل,분별
250,Verstand::N,عقل,지능
251,Sinn::N,معنى,센스
252,Grund::N,سبب,까닭
253,Wahrheit::N,حقيقة,참
254,Wahrheit::N,حقيقة,진실
255,Gespräch::N,محادثة,대화
256,Märchen::N,خرافة,동화
257,Erzählung::N,قصة,이야기
258,Erzählung::N,حكاية,이야기
259,Nachricht::N,خبر,
260,Neuigkeit::N,خبر جديد,뉴스
261,Name::N,اسم,이름
262,Rätsel::N,لغز,수수께끼
263,Rede::N,خطبة,연설
264,Sprache::N,لغة,말
265,Stimme::N,صوت,목소리
266,Wort::N,كلمة,낱말
267,Zeichen::N,رمز,신호
268,Zeichen::N,إشارة,신호
269,Ruf::N,نداء,부름
270,Lärm::N,صخب,소동
271,Lärm::N,ضجة,소동
272,Laut::N,صوت,음성
273,Ton::N,نغمة,목소리
274,Lied::N,أغنية,노래
275,Ruhe::N,هدوء,쉼
276,Leute::N,ناس,사람들
277,Volk::N,شعب,국중
278,Arbeit::N,عمل,근로
279,Arbeit::N,عمل,너무
280,Gast::N,ضيف,손님
281,Geschenk::N,هدية,행하
282,Spiel::N,لعب,무리
283,Gesellschaft::N,صحبة,교제
284,Hilfe::N,عون,거들음
285,Hilfe::N,عون,보좌
286,Hilfe::N,مساعدة,거들음
287,Hilfe::N,مساعدة,보좌
288,Freund::N,صديق,친구
289,Kamerad::N,زميل,동실자
290,Angelegenheit::N,أمر,용무
291,Angelegenheit::N,شأن,용무
292,Anzahl::N,عدد,어떤
293,Anzahl::N,عدد,수
294,Art::N,نوع,정류
295,Stück::N,قطعة,일부분
296,Teil::N,قسم,몱
297,Teil::N,قسم,구훠
298,Hälfte::N,نصف,2분의
299,Kreis::N,دائرة,고리
300,Kreuz::N,صليب,열십자
301,Linie::N,خط,선
302,Strich::N,شرطة,스침
303,Abstand::N,مسافة,거리
304,Entfernung::N,بعد,거리
305,Gegend::N,ناحية,곳
306,Gegend::N,ناحية,부금
307,Platz::N,فراغ,장소
308,Ort::N,مكان,장소
309,Seite::N,جانب,옆면
310,Mitte::N,وسط,궁간
311,Gegenstand::N,موضوع,항목
312,Sache::N,شيء,뭉에
313,Rand::N,حافة,가
314,Kante::N,حافة,귀퉁
315,Ecke::N,ركن,구석
316,Spitze::N,سن,끝
317,Spitze::N,سن,참단
318,Ende::N,طرف,말당
319,Loch::N,ثقب,빙옷
320,Winkel::N,زاوية,각도
321,Muster::N,عينة,본
322,Muster::N,عينة,견복
323,Größe::N,حجم,신장
324,Länge::N,طول,길이긺
325,Höhe::N,علو,높이
326,Höhe::N,ارتفاع,높이
327,Gewicht::N,وزن,추
328,Menge::N,كمية,수양
329,Haufen::N,كوم,퇴적
330,Reihe::N,صف,열
331,Boot::N,قارب,보트
332,Boot::N,زورق,보트
333,Ruder::N,مجذاف,노
334,Schlitten::N,مزلقة,썰매
335,Ski::N,زلاجة,스키
336,Lagerfeuer::N,نار المخيم,캠프의 모닥불
337,Last::N,حمل,무거운짐
338,Gang::N,مشية,걸음
339,Schritt::N,خطوة,보조
340,Norden::N,شمال,북쪽 
341,Süden::N,جنوب,남쪽
342,Westen::N,غرب,서쪽
343,Osten::N,شرق,동쪽
344,Holz::N,خشب,목재
345,Brett::N,لوح,마루널
346,Platte::N,صفيحة,탤
347,Platte::N,صفيحة,금속판
348,Stütze::N,سند,버팀목
349,Stütze::N,دعامة,버팀목
350,Stange::N,عود,장대
351,Stock::N,عصا,막대기
352,Stab::N,قضيب,작대기
353,Rohr::N,أنبوبة,갈대
354,Haus::N,دار,집
355,Haus::N,بيت,집
356,Heim::N,بيت,집
357,Heim::N,مسكن,집
358,Ofen::N,مدفأة,아궁이
359,Fußboden::N,أرضية,마루
360,Tisch::N,مائدة,탁자
361,Stuhl::N,كرسي,의자
362,Wiege::N,مهد,발상지
363,Bett::N,سرير,침대
364,Regal::N,رف,서가
365,Kiste::N,صندوق,짐궤
366,Fenster::N,شباك,눔
367,Fenster::N,نافذة,눔
368,Tür::N,باب,문
369,Tor::N,بوابة,대문
370,Zaun::N,سياج,담장
371,Dach::N,سطح,지붕
372,Leiter::N,سلم,사닥다리
373,Besen::N,مكنسة,비
374,Spaten::N,مسحاة,가래
375,Schaufel::N,مجرفة,삽
376,Gabel::N,شوكة,갈래
377,Löffel::N,ملعقة,숟가락
378,Messer::N,سكين,나이프
379,Nagel::N,مسمار,발툽
380,Netz::N,شبكة,그물
381,Haken::N,خطاف,갈고리
382,Haken::N,صنارة,갈고리
383,Griff::N,قبضة,움켜쥠
384,Schloss::N,قفل,자물쇠
385,Bild::N,صورة,그림
386,Figur::N,تمثال,몸메
387,Puppe::N,دمية,인형
388,Beutel::N,كيس,클
389,Bündel::N,ربطة,자근다발
390,Tasche::N,شنطة,가방
391,Tasche::N,محفظة,가방
392,Eimer::N,سطل,동이
393,Eimer::N,جردل,동이
394,Deckel::N,سداد,뚜껑
395,Geschirr::N,أوان,식시
396,Sack::N,زكيبة,조갑
397,Tasse::N,فنجان,차잔
398,Topf::N,قدر,단지
399,Topf::N,طنجرة,단지
400,Kessel::N,قدر,주전자
401,Kessel::N,غلاية,주전자
402,Essen::N,طعام,먹기
403,Nahrung::N,غذاء,식료
404,Speise::N,أكل,음식물
405,Fleisch::N,لحم,고기
406,Getreide::N,حبوب,곡물
407,Brei::N,عصيدة,젤리
408,Brot::N,خبز,빵
409,Scheibe::N,شريحة,원반
410,Fett::N,سمن,기름
411,Butter::N,زبدة,버터
412,Öl::N,زيت,올리브유
413,Salz::N,ملح,소금
414,Suppe::N,حساء,국
415,Suppe::N,حساء,수프
416,Suppe::N,شربة,국
417,Suppe::N,شربة,수프
418,Honig::N,عسل,감미
419,Milch::N,حليب,유즙
420,Tee::N,شاي,차
421,Leder::N,جلد,가죽
422,Wolle::N,صوف,양털
423,Stoff::N,قماش,패료
424,Nadel::N,إبرة,바늘
425,Faden::N,خيط,콘실
426,Knopf::N,زر,단추
427,Knoten::N,عقدة,곁절
428,Farbe::N,صبغة,색
429,Kleidung::N,ملابس,옷입기
430,Hemd::N,قميص,속옷
431,Kragen::N,ياقة,깃
432,Ärmel::N,كم,소매
433,Hose::N,سروال,바지
434,Hose::N,بنطلون,바지
435,Gürtel::N,حزام,밴드
436,Mütze::N,طاقية,모자
437,Schuh::N,حذاء,구두
438,Stiefel::N,جزمة,장화
439,Stiefel::N,حذاء طويل,장화
440,Ring::N,حلقة,고리
441,Band::N,شريط,리본
442,Kamm::N,مشط,빗
443,Spiegel::N,مرآة,거울
444,Riemen::N,سير,가죽끈
445,Schnur::N,حبل,밧줄
446,Schnur::N,دوبارة,밧줄
447,Leine::N,قيد,고삐줄
448,Decke::N,بطانية,이부자리
449,Kissen::N,وسادة,깔개
450,Tuch::N,منديل,천
451,Handtuch::N,فوطة,수건
452,Handtuch::N,منشفة,수건
453,Kraft::N,قدرة,세력
454,Stärke::N,قوة,힘
455,Gesundheit::N,صحة,위생
456,Krankheit::N,مرض,병
457,Schmerz::N,ألم,아픔고통
458,Schmerz::N,وجع,아픔고통
459,Wunde::N,جرح,상처
460,Fieber::N,حمى,열별
461,Arznei::N,دواء,약
462,Brücke::N,جسر,교량
463,Brunnen::N,بئر,원천
464,Weide::N,مرعى,목장
465,Pfad::N,درب,좁은길
466,Weg::N,سكة,길
467,Straße::N,طريق,길
468,Dorf::N,قرية,촌
469,Dorf::N,قرية,촌락
470,Stadt::N,مدينة,도시
471,Brief::N,خطاب,서한
472,Brief::N,مكتوب,서한
473,Buch::N,كتاب,책
474,Buchstabe::N,حرف,문자
475,Zeitung::N,جريدة,신문
476,Leben::N,عيش,삶
477,Leben::N,حياة,삶
478,Tod::N,موت,죽음
479,Tod::N,وفاة,죽음
480,Grab::N,قبر,무덤
481,Kirche::N,كنيسة,교회
482,Sünde::N,خطيئة,부정
483,Gott::N,إله,하느님
484,Arbeiter::N,عامل,일하는사람
485,Chef::N,رئيس,사장
486,Meister::N,أسطى,명인
487,Meister::N,أسطى,대가
488,Arzt::N,طبيب,의사
489,Lehrer::N,مدرس,교사
490,Geld::N,نقود,돈
491,Geschäft::N,صفقة,일
492,Laden::N,دكان,가게
493,Preis::N,سعر,가격
494,Ware::N,بضاعة,상품
495,Nutzen::N,فائدة,이익
496,Reichtum::N,غنى,많음
497,Reichtum::N,ثروة,많음
498,Welt::N,عالم,세상
499,Welt::N,دنيا,세상
500,Land::N,بلد,지방
501,Staat::N,دولة,국가
502,König::N,ملك,국왕
503,Macht::N,سلطة,힘
504,Grenze::N,حدود,국경
505,Krieg::N,حرب,전쟁
506,Feind::N,عدو,적
507,Gewalt::N,عنف,권력
508,Kampf::N,قتال,전투
509,Bogen[Waffe]::N,قوس,활
510,Pfeil::N,سهم,화살
511,Gewehr::N,بندقية,무기
512,Fehler::N,خطأ,오류
513,Lüge::N,كذب,거짓말
514,Schaden::N,تلف,손상
515,Unglück::N,نحس,불행
516,Schuld::N,ذنب,부채
517,Alter::N,سن,연령
518,Alter::N,عمر,연령
519,Schluss::N,ختام,마감
520,Schluss::N,نهاية,마감
521,Zeit::N,وقت,때
522,Zeit::N,وقت,시간
523,Tag::N,يوم,하루
524,Morgen::N,صباح,이침
525,Mittag::N,ظهر,대낮
526,Abend::N,مساء,저녁
527,Nacht::N,ليلة,밤
528,Woche::N,أسبوع,근무일
529,Monat::N,شهر,달
530,Jahr::N,عام,해
531,Jahr::N,سنة,해
532,Frühling::N,ربيع,봄
533,Sommer::N,صيف,여름
534,Herbst::N,خريف,가을
535,Winter::N,شتاء,겨울
536,Januar::N,يناير,일월
537,Januar::N,كانون الثاني,일월
538,Februar::N,شباط,이월
539,Februar::N,فبراير,이월
540,März::N,آذار,삼월
541,März::N,مارس,삼월
542,April::N,نيسان,사월
543,Mai::N,مايو,오월
544,Juni::N,يونيو,유월
545,Juni::N,حزيران,유월
546,Juli::N,تموز,칠월
547,Juli::N,يوليو,칠월
548,August::N,آب,팔월
549,August::N,أغسطس,팔월
550,September::N,أيلول,구월
551,September::N,سبتمبر,구월
552,Oktober::N,أكتوبر,시월
553,Oktober::N,تشرين الأول,시월
554,November::N,نوفمبر,십일월
555,November::N,تشرين الثاني,십일월
556,Dezember::N,ديسمبر,십이월
557,Dezember::N,كانون الأول,십이월
558,Montag::N,يوم الاثنين,월요일
559,Dienstag::N,يوم الثلاثاء,화요일
560,Mittwoch::N,يوم الأربعاء,수요일
561,Donnerstag::N,يوم الخميس,모교일
562,Freitag::N,يوم الجمعة,그묘일
563,Samstag::N,يوم السبت,토요일
564,Sonntag::N,يوم الأحد,일요일
565,groß::A,كبير,큰
566,klein::A,صغير,자근
567,lang::A,طويل,긴
568,kurz::A,قصير,짧은
569,breit::A,واسع,넓은
570,schmal::A,ضيق,좁은
571,dicht::A,كث,농밀한
572,dicht::A,كثيف,농밀한
573,dick[Gegenstand]::A,غليظ,두꺼운
574,dünn::A,رفيع,얇은
575,fein::A,رقيق,미세한
576,fest::A,متين,굳은
577,flach::A,سهل,얕은
578,flach::A,منبسط,얕은
579,glatt::A,ناعم,반들반들한
580,hart::A,صلب,굳은
581,hart::A,جامد,굳은
582,weich::A,لين,연한
583,rund::A,مستدير,둥근
584,spitz::A,مدبب,뾰족한
585,scharf::A,حاد,날카로운
586,stumpf::A,ثالم,무딘
587,schwer::A,ثقيل,무거운
588,schön::A,جميل,멋진
589,heiß::A,حار,뜨거운
590,heiß::A,ساخن,뜨거운
591,warm::A,دافئ,따뜻한
592,kalt::A,بارد,찬
593,kühl::A,قر,서늘한
594,frisch::A,طازج,신선한
595,feucht::A,رطب,축축한
596,nass::A,مبلول,젖은
597,trocken::A,جاف,마른
598,voll::A,ملء,완전한
599,leer::A,خال,빈
600,leer::A,فارغ,빈
601,offen::A,مفتوح,열린
602,geschlossen::A,مغلق,닫힌
603,sauber::A,نظيف,깨끗한
604,schmutzig::A,قذر,더러운
605,roh::A,نيء,날게잇의
606,reif::A,ناضج,이근
607,lecker::A,لذيذ,맛있는
608,süß::A,حلو,단
609,bitter::A,مر,찌르는듯한
610,sauer::A,حامض,산성의
611,hell::A,نير,밝은
612,dunkel::A,مظلم,어두운
613,schwarz::A,أسود,검은
614,weiß::A,أبيض,하얀
615,rot::A,أحمر,붉은
616,gelb::A,أصفر,황색
617,blau::A,أزرق,푸른
618,grün::A,أخضر,녹색의
619,grau::A,رمادي,회색의
620,bunt::A,ملوب,알록달록한
621,billig::A,رخيص,싼
622,teuer::A,غال,값비산
623,wertvoll::A,ثمين,가치가많은
624,blind::A,أعمى,눈먼
625,taub::A,أصم,무감간한
626,taub::A,أطرش,무감간한
627,kräftig::A,قوي,강장한
628,stark::A,قوي,강한
629,schwach::A,ضعيف,약한
630,fett::A,سمين,실찐
631,schlank::A,أهيف,호리호리한
632,hübsch::A,جميل,예쁜
633,böse::A,رديء,나쁜
634,dumm::A,أبله,어리석은
635,dumm::A,أحمق,어리석은
636,faul::A,كسلان,너덜너덜한
637,fleißig::A,مجتهد,근면한
638,geizig::A,بخيل,인색한
639,klug::A,ذكي,
640,klug::A,عاقل,
641,geschickt::A,ماهر,교묘한
642,lieb::A,عزيز,친애하는
643,lustig::A,مرح,유쾌한
644,sanft::A,حليم,온화한
645,hungrig::A,جائع,배고픈
646,krank::A,مريض,병든
647,nackt::A,عار,벌거벗은
648,traurig::A,حزين,슬픈
649,lebendig::A,حي,살아있는
650,gut::A,جيد,좋은
651,schlecht::A,سيء,나쁜
652,richtig::A,صحيح,바른
653,schlimm::A,خبيث,못된
654,wahr::A,حق,참된
655,alt::A,قديم,늙은
656,neu::A,جديد,새
657,ehemalig::A,سابق,전의
658,alt[Lebewesen]::A,مسن,낡은
659,jung::A,شاب,젊은
660,jung::A,صغير,젊은
661,arm::A,فقير,가난한
662,reich::A,غني,풍부한
663,bekannt::A,معلوم,저명한
664,berühmt::A,مشهور,유명한
665,fremd::A,أجنبي,타처이
666,verschieden::A,مختلف,따른
667,nah::A,قريب,가까운
668,fern::A,بعيد,먼
669,linker::A,يسار,왼쭉의
670,rechter::A,يمين,오른쪽의
671,anderer::A,آخر,다른
672,erster::A,أول,첫째
673,zweiter::A,ثان,둘째
674,dritter::A,ثالث,셋째
675,letzter::A,أخير,의후자의
676,allein::ADV,وحده,훌로
677,auf einmal::ADV,بالمرة,갑자기
678,zusammen::ADV,معا,모아서
679,lange::ADV,مدة طويلة,오래
680,plötzlich::ADV,فجأة,둘연한
681,sofort::ADV,حالا,즉시
682,sofort::ADV,فورا,즉시
683,später::ADV,فيما بعد,보다늦은
684,jetzt::ADV,الآن,목하
685,jetzt::ADV,حاليا,목하
686,heute::ADV,اليوم,오늘
687,morgen::ADV,غدا,내일
688,bald::ADV,قريبا,곱
689,dann::ADV,ثم,그경우에
690,gestern::ADV,أمس,어제
691,gestern::ADV,البارحة,어제
692,einst::ADV,قديما,옛날에
693,damals::ADV,حينئذ,그때에
694,danach::ADV,ثم,그 뒤에
695,danach::ADV,بعد ذلك,그 뒤에
696,vorher::ADV,من قبل,미리
697,vorher::ADV,قبل ذلك,미리
698,zuerst::ADV,أولا,최초로
699,einmal::ADV,مرة,한번
700,manchmal::ADV,أحيانا,땓대로
701,oft::ADV,كثيرا,땓대로
702,immer::ADV,دائما,늘
703,niemals::ADV,لا أبدا,결코...(하지)않다
704,hier::ADV,هنا,여기
705,hierhin::ADV,إلى هنا,여기로
706,von hier::ADV,من هنا,
707,dort::ADV,هناك,거기
708,dorthin::ADV,إلى هناك,저기예
709,geradeaus::ADV,إلى الأمام,곧장
710,vorwärts::ADV,إلى الأمام,앞으로
711,rückwärts::ADV,إلى الوراء,뒤로
712,zurück::ADV,عودا,제자리로
713,zurück::ADV,إلى الخلف,제자리로
714,unten::ADV,تحت,아래에
715,unten::ADV,في الأسفل,아래에
716,hinab::ADV,إلى تحت,아래쪽으로
717,oben::ADV,فوق,위에
718,oben::ADV,في الأعلى,위에
719,hinauf::ADV,إلى فوق,위쪽으로
720,hinauf::ADV,إلى الأعلى,위쪽으로
721,überall::ADV,في كل مكان,도처에
722,nicht::ADV,لا,안
723,nicht::ADV,لم,안
724,ein wenig::ADV,قليلا,적음
725,kaum::ADV,كاد لا,가의
726,sehr::ADV,جدا,자주
727,sehr::ADV,كثيرا,자주
728,so::ADV,كذا,그와같이
729,so::ADV,كذلك,그와같이
730,noch::ADV,ما زال,아직
731,nur::ADV,فقط,다만
732,schon::ADV,قد,이미
733,wieder::ADV,من جديد,다시
734,wieder::ADV,مرة أخرى,다시
735,vergebens::ADV,عبثا,헛되이
736,vor::PRP,أمام,앞에
737,hinter::PRP,خلف,뒤에
738,hinter::PRP,وراء,뒤에
739,unter::PRP,تحت,잍에
740,durch::PRP,عبر,통고하여
741,durch::PRP,خلال,통고하여
742,neben::PRP,جنب,와나란히
743,neben::PRP,بجانب,와나란히
744,zwischen::PRP,بين,의사이로
745,wegen::PRP,بسبب,때문에
746,dies::PRN,هذا,이
747,das::PRN,ذلك,저
748,alles::PRN,الكل,모든것
749,ich::PRN,أنا,나
750,du::PRN,أنت,너
751,er::PRN,هو,그
752,wir::PRN,نحن,우리
753,ihr::PRN,أنتم,너희들
754,ihr::PRN,أنتن,너희들
755,sie::PRN,هم,그들
756,sie::PRN,هن,그들
757,was::FPRN,ما,뭣
758,wer::FPRN,من,누구
759,wo::FADV,أين,어디
760,wohin::FADV,إلى أين,어디로
761,wie::FADV,كيف,어떻게
762,warum::FADV,لماذا,왜
763,wieviel::FNUM,كم,얼마만큰
764,eins::NUM,واحد,하나
765,zwei::NUM,اثنين,둘
766,drei::NUM,ثلاثة,셋
767,vier::NUM,أربعة,넷
768,fünf::NUM,خمسة,다섯
769,sechs::NUM,ستة,여섯
770,sieben::NUM,سبعة,일곱
771,acht::NUM,ثمانية,여덟
772,neun::NUM,تسعة,아홉
773,zehn::NUM,عشرة,열
774,elf::NUM,أحد عشر,열하나
775,zwölf::NUM,اثنا عشر,열둘
776,zwanzig::NUM,عشرون,스물
777,dreißig::NUM,ثلاثون,서름
778,vierzig::NUM,أربعون,마흔
779,fünfzig::NUM,خمسون,숸
780,sechzig::NUM,ستون,에순
781,siebzig::NUM,سبعون,일흔
782,achtzig::NUM,ثمانون,여든
783,neunzig::NUM,تسعون,아흔
784,hundert::NUM,مئة,백
785,tausend::NUM,ألف,천
786,und::CNJ,و,와
787,oder::CNJ,أو,아니면
788,stehen::V,وقف,서다
789,sitzen::V,جلس,앉다
790,liegen::V,رقد,눕다
791,hängen::V,تعلق,달다
792,werden::V,صار,되다
793,werden::V,أصبح,되다
794,passieren::V,حدث,지장옶다
795,beginnen::V,ابتدأ,시작되다
796,enden::V,انتهى,큳내다
797,wechseln::V,تغير,병경하다
798,aufgehen[Sonne]::V,شرق,뜨다
799,untergehen[Sonne]::V,غرب,지다
800,scheinen[Sonne]::V,أضاء,빛나다
801,donnern::V,رعد,천둥치다
802,wehen::V,هب,풀다
803,strömen::V,جرى,흐르다
804,fließen::V,سال,흐르다
805,sich drehen::V,دار,돌다
806,schwanken::V,ترنح,동요하다
807,schwingen::V,ترجح,흔들다
808,fallen::V,سقط,떨어지다
809,brennen::V,احترق,타다
810,rauchen::V,دخن,김이나다
811,regnen::V,أمطر,비가오다
812,gefrieren::V,تجمد,얼다
813,tauen::V,ذاب,녹다
814,schmelzen::V,ذاب,녹다
815,trocknen::V,نشف,홈치다
816,sieden::V,غلى,끓다
