,Concept_ID,et,pl
226,Mensch::N,inimene,człowiek
227,Mann::N,mees,mężczyzna
228,Frau::N,naine,kobieta
229,Kind::N,laps,dziecko
230,Junge::N,poiss,chłopak
231,Junge::N,poiss,chłopiec
232,Mädchen::N,tüdruk,dziewczynka
233,Familie::N,perekond,rodzina
234,Großvater::N,vanaisa,dziadek
235,Großmutter::N,vanaema,babka
236,Eltern::N,vanemad,rodzice
237,Vater::N,isa,ojciec
238,Mutter::N,ema,matka
239,Sohn::N,poeg,syn
240,Tochter::N,tütar,córka
241,Bruder::N,vend,brat
242,Schwester::N,õde,siostra
243,Onkel::N,onu,wuj
244,Onkel::N,onu,stryj
245,Tante::N,tädi,ciotka
246,Ehemann::N,mees,mąż
247,Ehemann::N,abikaasa,mąż
248,Ehefrau::N,naine,żona
249,Ehefrau::N,abikaasa,żona
250,Freude::N,rõõm,radość
251,Gelächter::N,naer,śmiech
252,Glück::N,õnn,szczęście
253,Kummer::N,mure,zmartwienie
254,Kummer::N,kurbus,zmartwienie
255,Wunsch::N,soov,życzenie
256,Lust::N,himu,chęć
257,Lust::N,himu,ochota
258,Geist::N,vaim,duch
259,Gedanke::N,mõte,myśl
260,Gedächtnis::N,mälu,pamięć
261,Verstand::N,aru,rozum
262,Verstand::N,mõistus,rozum
263,Sinn::N,tähendus,zmysł
264,Grund::N,põhjus,powód
265,Wahrheit::N,tõde,prawda
266,Gespräch::N,kõne,rozmowa
267,Gespräch::N,vestlus,rozmowa
268,Märchen::N,muinasjutt,bajka
269,Erzählung::N,jutustus,opowiadanie
270,Nachricht::N,teade,wiadomość
271,Neuigkeit::N,uudis,nowina
272,Name::N,nimi,imię
273,Rätsel::N,mõistatus,zagadka
274,Rede::N,kõne,mowa
275,Sprache::N,keel,język
276,Stimme::N,hääl,głos
277,Wort::N,sõna,słowo
278,Zeichen::N,märk,znak
279,Ruf::N,hüüe,wołanie
280,Lärm::N,müra,hałas
281,Lärm::N,müra,zgiełk
282,Laut::N,hääl,dźwięk
283,Ton::N,toon,ton
284,Ton::N,toon,dźwięk
285,Lied::N,laul,pieśń
286,Lied::N,laul,piosenka
287,Ruhe::N,rahu,spokój
288,Ruhe::N,vaikus,spokój
289,Leute::N,inimesed,ludzie
290,Volk::N,rahvas,naród
291,Arbeit::N,töö,praca
292,Arbeit::N,töö,robota
293,Gast::N,külaline,gość
294,Geschenk::N,kingitus,prezent
295,Geschenk::N,kingitus,podarunek
296,Spiel::N,mäng,gra
297,Spiel::N,mäng,zabawa
298,Gesellschaft::N,selts,towarzystwo
299,Hilfe::N,abi,pomoc
300,Freund::N,sõber,przyjaciel
301,Kamerad::N,sõber,kolega
302,Angelegenheit::N,asi,sprawa
303,Anzahl::N,arv,ilość
304,Anzahl::N,hulk,ilość
305,Art::N,liik,rodzaj
306,Stück::N,tükk,kawałek
307,Teil::N,osa,część
308,Hälfte::N,pool,połowa
309,Kreis::N,ring,krąg
310,Kreuz::N,rist,krzyż
311,Linie::N,joon,linia
312,Strich::N,joon,kreska
313,Abstand::N,vahe,odstęp
314,Entfernung::N,kaugus,odległość
315,Entfernung::N,vahemaa,odległość
316,Gegend::N,ümbrus,okolica
317,Platz::N,ruum,miejsce
318,Ort::N,paik,miejsce
319,Seite::N,pool,bok
320,Seite::N,pool,strona
321,Mitte::N,keskpaik,środek
322,Gegenstand::N,ese,przedmiot
323,Sache::N,ese,rzecz
324,Rand::N,äär,skraj
325,Rand::N,äär,krawędź
326,Rand::N,serv,skraj
327,Rand::N,serv,krawędź
328,Kante::N,kant,kant
329,Kante::N,kant,krawędź
330,Ecke::N,nurk,róg
331,Spitze::N,teravik,ostrze
332,Ende::N,ots,koniec
333,Ende::N,jupp,koniec
334,Loch::N,auk,dziura
335,Winkel::N,nurk,kąt
336,Winkel::N,nurk,kącik
337,Muster::N,muster,wzór
338,Größe::N,suurus,rozmiar
339,Größe::N,suurus,wielkość
340,Länge::N,pikkus,długość
341,Höhe::N,kõrgus,wysokość
342,Gewicht::N,kaal,ciężar
343,Gewicht::N,raskus,ciężar
344,Menge::N,arv,ilość
345,Menge::N,hulk,ilość
346,Haufen::N,hunnik,kupa
347,Reihe::N,rivi,rząd
348,Reihe::N,rivi,szereg
349,Boot::N,paat,łódź
350,Boot::N,paat,łódka
351,Ruder::N,aer,wiosło
352,Schlitten::N,saan,sanki
353,Ski::N,suusk,narta
354,Lagerfeuer::N,lõke,ognisko
355,Last::N,koorem,ciężar
356,Last::N,koorem,brzemię
357,Gang::N,käik,chód
358,Schritt::N,samm,krok
359,Norden::N,põhi,północ
360,Süden::N,lõuna,południe
361,Westen::N,lääs,zachód
362,Osten::N,ida,wschód
363,Holz::N,puu,drzewo
364,Brett::N,saelaud,deska
365,Platte::N,plaat,płyta
366,Stütze::N,tugi,podpora
367,Stange::N,latt,drąg
368,Stange::N,latt,żerdź
369,Stange::N,teivas,drąg
370,Stange::N,teivas,żerdź
371,Stock::N,kepp,kij
372,Stock::N,kepp,laska
373,Stab::N,varras,pręt
374,Rohr::N,toru,rura
375,Haus::N,maja,dom
376,Heim::N,kodu,dom
377,Ofen::N,ahi,piec
378,Fußboden::N,põrand,podłoga
379,Tisch::N,laud,stół
380,Stuhl::N,tool,krzesło
381,Wiege::N,häll,kołyska
382,Wiege::N,kätki,kołyska
383,Bett::N,voodi,łóżko
384,Bett::N,voodi,pościel
385,Regal::N,riiul,regał
386,Kiste::N,kast,skrzynia
387,Fenster::N,aken,okno
388,Tür::N,uks,drzwi
389,Tor::N,värav,brama
390,Zaun::N,aed,płot
391,Zaun::N,aed,parkan
392,Zaun::N,tara,płot
393,Zaun::N,tara,parkan
394,Dach::N,katus,dach
395,Leiter::N,redel,drabina
396,Besen::N,luud,miotła
397,Spaten::N,labidas,rydel
398,Schaufel::N,kühvel,łopata
399,Gabel::N,kahvel,widelec
400,Löffel::N,lusikas,łyżka
401,Messer::N,nuga,nóż
402,Nagel::N,nael,gwóźdź
403,Netz::N,võrk,sieć
404,Haken::N,haak,hak
405,Haken::N,konks,hak
406,Griff::N,sang,chwyt
407,Griff::N,käepide,chwyt
408,Schloss::N,lukk,zamek
409,Bild::N,pilt,obraz
410,Figur::N,kuju,figura
411,Figur::N,kujund,figura
412,Puppe::N,nukk,lalka
413,Beutel::N,paun,torba
414,Bündel::N,kimp,wiązka
415,Tasche::N,kott,torba
416,Eimer::N,pang,kubeł
417,Eimer::N,pang,wiadro
418,Eimer::N,ämber,kubeł
419,Eimer::N,ämber,wiadro
420,Deckel::N,kaas,przykrywka
421,Geschirr::N,nõud,statki
422,Geschirr::N,nõud,naczynia
423,Sack::N,kott,worek
424,Tasse::N,tass,filiżanka
425,Topf::N,pada,garnek
426,Kessel::N,pada,kocioł
427,Essen::N,söök,jedzenie
428,Nahrung::N,toit,pokarm
429,Nahrung::N,toit,pożywienie
430,Speise::N,roog,potrawa
431,Speise::N,roog,jedzenie
432,Fleisch::N,liha,mięso
433,Getreide::N,teravili,zboże
434,Brei::N,puder,kasza
435,Brot::N,sai,chleb
436,Brot::N,leib,chleb
437,Scheibe::N,viil,kromka
438,Scheibe::N,viilukas,kromka
439,Fett::N,rasv,tłuszcz
440,Butter::N,või,masło
441,Öl::N,õli,olej
442,Salz::N,sool,sól
443,Suppe::N,supp,zupa
444,Honig::N,mesi,miód
445,Milch::N,piim,mleko
446,Tee::N,tee,herbata
447,Leder::N,nahk,skóra
448,Wolle::N,vill,wełna
449,Stoff::N,kangas,tkanina
450,Stoff::N,kangas,materiał
451,Nadel::N,nõel,igła
452,Faden::N,niit,nić
453,Faden::N,niit,nitka
454,Knopf::N,nööp,guzik
455,Knoten::N,sõlm,węzeł
456,Farbe::N,värv,farba
457,Kleidung::N,riided,odzież
458,Kleidung::N,riietus,odzież
459,Hemd::N,särk,koszula
460,Kragen::N,krae,kołnierz
461,Ärmel::N,varrukas,rękaw
462,Hose::N,püksid,spodnie
463,Gürtel::N,vöö,pasek
464,Mütze::N,müts,czapka
465,Schuh::N,king,but
466,Schuh::N,king,bucik
467,Stiefel::N,saabas,but
468,Stiefel::N,saabas,kozak
469,Ring::N,sõrmus,pierścień
470,Band::N,lint,wstęga
471,Kamm::N,kamm,grzebień
472,Spiegel::N,peegel,lustro
473,Riemen::N,rihm,rzemień
474,Schnur::N,nöör,sznur
475,Leine::N,jalutusrihm,smycz
476,Decke::N,tekk,kołdra
477,Kissen::N,padi,poduszka
478,Tuch::N,kalev,chustka
479,Handtuch::N,käterätik,ręcznik
480,Kraft::N,jõud,moc
481,Kraft::N,jõud,siła
482,Stärke::N,tugevus,moc
483,Stärke::N,tugevus,siła
484,Gesundheit::N,tervis,zdrowie
485,Krankheit::N,haigus,choroba
486,Schmerz::N,valu,ból
487,Wunde::N,haav,rana
488,Fieber::N,palavik,gorączka
489,Arznei::N,ravim,lekarstwo
490,Brücke::N,sild,most
491,Brunnen::N,kaev,studnia
492,Weide::N,karjamaa,pastwisko
493,Pfad::N,rada,ścieżka
494,Weg::N,tee,droga
495,Straße::N,tee,ulica
496,Dorf::N,küla,wieś
497,Stadt::N,linn,miasto
498,Brief::N,kiri,list
499,Buch::N,raamat,książka
500,Buchstabe::N,täht,litera
501,Zeitung::N,ajaleht,gazeta
502,Zeitung::N,ajaleht,dziennik
503,Leben::N,elu,życie
504,Tod::N,surm,śmierć
505,Grab::N,haud,grób
506,Kirche::N,kirik,kościół
507,Sünde::N,patt,grzech
508,Gott::N,jumal,bóg
509,Arbeiter::N,tööline,robotnik
510,Chef::N,ülemus,szef
511,Chef::N,juhataja,szef
512,Meister::N,meister,mistrz
513,Meister::N,meister,majster
514,Arzt::N,arst,lekarz
515,Lehrer::N,õpetaja,nauczyciel
516,Geld::N,raha,pieniądze
517,Geschäft::N,äri,sprawa
518,Geschäft::N,äri,interes
519,Laden::N,pood,sklep
520,Laden::N,kauplus,sklep
521,Preis::N,hind,cena
522,Ware::N,kaup,towar
523,Nutzen::N,tulu,pożytek
524,Nutzen::N,kasulikkus,pożytek
525,Reichtum::N,rikkus,bogactwo
526,Welt::N,maailm,świat
527,Land::N,maa,kraj
528,Staat::N,riik,państwo
529,König::N,kuningas,król
530,Macht::N,võim,władza
531,Grenze::N,piir,granica
532,Krieg::N,sõda,wojna
533,Feind::N,vaenlane,wróg
534,Gewalt::N,väevõim,władza
535,Kampf::N,võitlus,bój
536,Kampf::N,võitlus,walka
537,Bogen[Waffe]::N,vibu,łuk
538,Pfeil::N,nool,strzała
539,Gewehr::N,püss,karabin
540,Fehler::N,viga,błąd
541,Lüge::N,vale,kłamstwo
542,Schaden::N,kahju,szkoda
543,Unglück::N,häda,nieszczęście
544,Unglück::N,õnnetus,nieszczęście
545,Schuld::N,süü,wina
546,Alter::N,iga,wiek
547,Schluss::N,lõpp,koniec
548,Schluss::N,lõpp,zakończenie
549,Zeit::N,aeg,czas
550,Tag::N,päev,dzień
551,Morgen::N,hommik,ranek
552,Morgen::N,hommik,poranek
553,Mittag::N,lõuna,południe
554,Mittag::N,keskpäev,południe
555,Abend::N,õhtu,wieczór
556,Nacht::N,öö,noc
557,Woche::N,nädal,tydzień
558,Monat::N,kuu,miesiąc
559,Jahr::N,aasta,rok
560,Frühling::N,kevad,wiosna
561,Sommer::N,suvi,lato
562,Herbst::N,sügis,jesień
563,Winter::N,talv,zima
564,Januar::N,jaanuar,styczeń
565,Februar::N,veebruar,luty
566,März::N,märts,marzec
567,April::N,aprill,kwiecień
568,Mai::N,mai,maj
569,Juni::N,juuni,czerwiec
570,Juli::N,juuli,lipiec
571,August::N,august,sierpień
572,September::N,september,wrzesień
573,Oktober::N,oktoober,październik
574,November::N,november,listopad
575,Dezember::N,detsember,grudzień
576,Montag::N,esmaspäev,poniedziałek
577,Dienstag::N,teisipäev,wtorek
578,Mittwoch::N,kesknädal,środa
579,Donnerstag::N,neljapäev,czwartek
580,Freitag::N,reede,piątek
581,Samstag::N,laupäev,sobota
582,Sonntag::N,pühapäev,niedziela
583,groß::A,suur,duży
584,groß::A,suur,wielki
585,klein::A,väike,mały
586,klein::A,pisike,mały
587,lang::A,pikk,długi
588,kurz::A,lühike,krótki
589,breit::A,lai,szeroki
590,schmal::A,kitsas,wąski
591,dicht::A,tihe,gęsty
592,dick[Gegenstand]::A,jäme,gruby
593,dünn::A,õhuke,cienki
594,dünn::A,peenike,cienki
595,fein::A,peen,drobny
596,fein::A,õhuke,drobny
597,fest::A,püsiv,mocny
598,fest::A,püsiv,twardy
599,fest::A,kindel,mocny
600,fest::A,kindel,twardy
601,flach::A,lame,płaski
602,flach::A,tasane,płaski
603,glatt::A,sile,gładki
604,hart::A,kõva,twardy
605,weich::A,pehme,miękki
606,rund::A,ümar,okrągły
607,spitz::A,torkav,spiczasty
608,scharf::A,terav,ostry
609,stumpf::A,nüri,tępy
610,schwer::A,raske,ciężki
611,schön::A,kena,ładny
612,schön::A,kena,piękny
613,heiß::A,kuum,gorący
614,heiß::A,palav,gorący
615,warm::A,soe,ciepły
616,kalt::A,külm,zimny
617,kühl::A,jahe,chłodny
618,frisch::A,värske,świeży
619,feucht::A,niiske,wilgotny
620,nass::A,märg,mokry
621,trocken::A,kuiv,suchy
622,voll::A,täis,pełny
623,leer::A,tühi,pusty
624,leer::A,tühi,próżny
625,offen::A,avatud,otwarty
626,offen::A,lahtine,otwarty
627,geschlossen::A,suletud,zamknięty
628,sauber::A,puhas,czysty
629,schmutzig::A,räpane,brudny
630,schmutzig::A,määrdunud,brudny
631,roh::A,toores,surowy
632,reif::A,küps,dojrzały
633,lecker::A,hõrk,smaczny
634,lecker::A,maitsev,smaczny
635,süß::A,magus,słodki
636,bitter::A,mõru,gorzki
637,sauer::A,hapu,kwaśny
638,hell::A,hele,jasny
639,dunkel::A,pime,ciemny
640,schwarz::A,must,czarny
641,weiß::A,valge,biały
642,rot::A,punane,czerwony
643,gelb::A,kollane,żółty
644,blau::A,sinine,błękitny
645,blau::A,sinine,niebieski
646,grün::A,roheline,zielony
647,grau::A,hall,szary
648,bunt::A,kirju,barwny
649,bunt::A,värviline,barwny
650,billig::A,odav,tani
651,teuer::A,kallis,drogi
652,wertvoll::A,väärtuslik,cenny
653,blind::A,pime,ślepy
654,taub::A,kurt,głuchy
655,kräftig::A,jõuline,mocny
656,stark::A,tugev,silny
657,schwach::A,nõrk,słaby
658,schwach::A,jõuetu,słaby
659,fett::A,rasvane,tłusty
660,schlank::A,sale,smukły
661,hübsch::A,kena,ładny
662,böse::A,tige,zły
663,dumm::A,juhm,głupi
664,dumm::A,rumal,głupi
665,faul::A,laisk,leniwy
666,fleißig::A,virk,pilny
667,fleißig::A,hoolas,pilny
668,geizig::A,ihne,skąpy
669,klug::A,tark,mądry
670,klug::A,arukas,mądry
671,klug::A,mõistlik,mądry
672,geschickt::A,osav,zręczny
673,lieb::A,armas,miły
674,lustig::A,lõbus,wesoły
675,sanft::A,õrn,łagodny
676,hungrig::A,näljane,głodny
677,krank::A,haige,chory
678,nackt::A,alasti,nagi
679,traurig::A,kurb,smutny
680,lebendig::A,elus,żywy
681,gut::A,hea,dobry
682,schlecht::A,halb,zły
683,richtig::A,õige,słuszny
684,richtig::A,õige,właściwy
685,schlimm::A,paha,zły
686,wahr::A,tõene,prawdziwy
687,alt::A,vana,stary
688,neu::A,uus,nowy
689,ehemalig::A,endine,były
690,alt[Lebewesen]::A,vana,stary
691,jung::A,noor,młody
692,arm::A,vaene,ubogi
693,arm::A,vaene,biedny
694,reich::A,rikas,bogaty
695,bekannt::A,teada,znany
696,bekannt::A,tuttav,znany
697,berühmt::A,tuntud,słynny
698,fremd::A,võõras,obcy
699,fremd::A,võõras,cudzy
700,verschieden::A,erinev,różny
701,nah::A,lähedane,bliski
702,fern::A,kauge,daleki
703,linker::A,vasak,lewy
704,rechter::A,parem,prawy
705,anderer::A,muu,inny
706,anderer::A,teine,inny
707,erster::A,esimene,pierwszy
708,zweiter::A,teine,drugi
709,dritter::A,kolmas,trzeci
710,letzter::A,viimane,ostatni
711,allein::ADV,üksi,sam
712,auf einmal::ADV,korraga,naraz
713,auf einmal::ADV,ühekorraga,naraz
714,zusammen::ADV,koos,razem
715,zusammen::ADV,üheskoos,razem
716,lange::ADV,kaua,długo
717,plötzlich::ADV,äkki,nagle
718,plötzlich::ADV,järsku,nagle
719,sofort::ADV,kohe,natychmiast
720,später::ADV,hiljem,później
721,jetzt::ADV,nüüd,teraz
722,jetzt::ADV,nüüd,obecnie
723,heute::ADV,täna,dziś
724,heute::ADV,täna,dzisiaj
725,morgen::ADV,homme,jutro
726,bald::ADV,pea,wkrótce
727,bald::ADV,varsti,wkrótce
728,dann::ADV,siis,potem
729,gestern::ADV,eile,wczoraj
730,einst::ADV,vanasti,kiedyś
731,einst::ADV,vanasti,niegdyś
732,damals::ADV,tookord,wtedy
733,damals::ADV,tookord,wówczas
734,danach::ADV,seejärel,następnie
735,vorher::ADV,enne,przedtem
736,zuerst::ADV,enne,naprzód
737,zuerst::ADV,enne,najpierw
738,zuerst::ADV,esmalt,naprzód
739,zuerst::ADV,esmalt,najpierw
740,einmal::ADV,kord,raz
741,einmal::ADV,üks kord,raz
742,manchmal::ADV,mõnikord,czasem
743,oft::ADV,tihti,często
744,oft::ADV,sageli,często
745,immer::ADV,ikka,zawsze
746,immer::ADV,alati,zawsze
747,niemals::ADV,mitte kunagi,nigdy
748,hier::ADV,siin,tu
749,hier::ADV,siin,tutaj
750,hierhin::ADV,siia,tu
751,von hier::ADV,siit,stąd
752,dort::ADV,seal,tam
753,dorthin::ADV,sinna,tam
754,geradeaus::ADV,otse edasi,prosto
755,vorwärts::ADV,edasi,naprzód
756,rückwärts::ADV,tagurpidi,wstecz
757,zurück::ADV,tagasi,z powrotem
758,unten::ADV,all,u dołu
759,unten::ADV,all,na dole
760,unten::ADV,allpool,u dołu
761,unten::ADV,allpool,na dole
762,hinab::ADV,alla,na_dół
763,hinab::ADV,alla,w_dół
764,oben::ADV,ülal,w górze
765,oben::ADV,ülal,na górze
766,hinauf::ADV,üles,w górę
767,hinauf::ADV,üles,na górę
768,überall::ADV,kõikjal,wszędzie
769,nicht::ADV,ei,nie
770,nicht::ADV,mitte,nie
771,ein wenig::ADV,veidi,trochę
772,ein wenig::ADV,natuke,trochę
773,kaum::ADV,vaevalt,ledwie
774,kaum::ADV,vaevalt,prawie nie
775,sehr::ADV,väga,bardzo
776,so::ADV,nii,tak
777,noch::ADV,veel,jeszcze
778,nur::ADV,ainult,tylko
779,schon::ADV,juba,już
780,wieder::ADV,jälle,znów
781,wieder::ADV,jälle,znowu
782,vergebens::ADV,asjata,na próżno
783,vor::PRP,ees,przed
784,hinter::PRP,taha,za
785,unter::PRP,all,pod
786,durch::PRP,läbi,przez
787,durch::PRP,kaudu,przez
788,neben::PRP,kõrval,obok
789,zwischen::PRP,vahel,między
790,wegen::PRP,tõttu,z powodu
791,wegen::PRP,pärast,z powodu
792,dies::PRN,see,to
793,das::PRN,see,to
794,alles::PRN,kõik,wszystko
795,ich::PRN,mina,ja
796,du::PRN,sina,ty
797,er::PRN,tema,on
798,wir::PRN,me,my
799,ihr::PRN,te,wy
800,sie::PRN,nad,oni
801,was::FPRN,mis,co
802,wer::FPRN,kes,kto
803,wo::FADV,kus,gdzie
804,wohin::FADV,kuhu,dokąd
805,wie::FADV,kuidas,jak
806,warum::FADV,miks,dlaczego
807,wieviel::FNUM,mitu,ile
808,wieviel::FNUM,kui palju,ile
809,eins::NUM,üks,jeden
810,zwei::NUM,kaks,dwa
811,drei::NUM,kolm,trzy
812,vier::NUM,neli,cztery
813,fünf::NUM,viis,pięć
814,sechs::NUM,kuus,sześć
815,sieben::NUM,seitse,siedem
816,acht::NUM,kaheksa,osiem
817,neun::NUM,üheksa,dziewięć
818,zehn::NUM,kümme,dziesięć
819,elf::NUM,üksteist,jedenaście
820,zwölf::NUM,kaksteist,dwanaście
821,zwanzig::NUM,kakskümmend,dwadzieścia
822,dreißig::NUM,kolmkümmend,trzydzieści
823,vierzig::NUM,nelikümmend,czterdzieści
824,fünfzig::NUM,viiskümmend,pięćdziesiąt
825,sechzig::NUM,kuuskümmend,sześćdziesiąt
826,siebzig::NUM,seitsekümmend,siedemdziesiąt
