,Concept_ID,ja,fr
279,Rätsel::N,謎,énigme
280,Rätsel::N,謎,devinette
281,Rede::N,演説,parole
282,Rede::N,演説,discours
283,Sprache::N,言語,langue
284,Sprache::N,言語,langage
285,Stimme::N,声,voix
286,Wort::N,言葉,mot
287,Zeichen::N,記号,signe
288,Ruf::N,呼び声,cri
289,Ruf::N,呼び声,appel
290,Lärm::N,騒音,bruit
291,Laut::N,音,son
292,Ton::N,音,ton
293,Lied::N,歌,chant
294,Lied::N,歌,chanson
295,Ruhe::N,静けさ,calme
296,Ruhe::N,静けさ,tranquillité
297,Leute::N,人々,gens
298,Volk::N,民族,peuple
299,Arbeit::N,仕事,travail
300,Gast::N,客,hôte
301,Gast::N,客,invité
302,Geschenk::N,贈り物,cadeau
303,Geschenk::N,贈り物,présent
304,Spiel::N,遊び,jeu
305,Gesellschaft::N,社会,compagnie
306,Hilfe::N,援助,aide
307,Hilfe::N,援助,secours
308,Freund::N,友達,ami
309,Kamerad::N,同志,copain
310,Kamerad::N,同志,camarade
311,Angelegenheit::N,件,affaire
312,Anzahl::N,数,nombre
313,Art::N,種類,sorte
314,Art::N,種類,espèce
315,Stück::N,部分,morceau
316,Teil::N,部分,part
317,Teil::N,部分,partie
318,Hälfte::N,半分,moitié
319,Kreis::N,円,cercle
320,Kreuz::N,十字,croix
321,Linie::N,線,ligne
322,Strich::N,線,trait
323,Abstand::N,距離,écart
324,Entfernung::N,距離,distance
325,Gegend::N,辺,région
326,Gegend::N,辺,contrée
327,Gegend::N,地域,région
328,Gegend::N,地域,contrée
329,Platz::N,ゆとり,place
330,Ort::N,所,lieu
331,Ort::N,所,endroit
332,Ort::N,場所,lieu
333,Ort::N,場所,endroit
334,Seite::N,横,côté
335,Mitte::N,真ん中,milieu
336,Gegenstand::N,物件,objet
337,Sache::N,物,chose
338,Rand::N,端,bord
339,Kante::N,縁,arête
340,Ecke::N,角,coin
341,Ecke::N,角,tournant
342,Spitze::N,先頭,cime
343,Spitze::N,先頭,pointe
344,Ende::N,端,bout
345,Loch::N,穴,trou
346,Winkel::N,片隅,coin
347,Winkel::N,片隅,réduit
348,Muster::N,模様,dessin
349,Größe::N,大きさ,grandeur
350,Länge::N,長さ,longueur
351,Höhe::N,高さ,hauteur
352,Höhe::N,高さ,altitude
353,Gewicht::N,重さ,poids
354,Menge::N,量,quantité
355,Haufen::N,堆積,tas
356,Reihe::N,並び,file
357,Reihe::N,並び,rangée
358,Boot::N,ボート,canot
359,Boot::N,ボート,bateau
360,Ruder::N,オール,rame
361,Ruder::N,オール,aviron
362,Schlitten::N,そり,traîneau
363,Ski::N,スキー,ski
364,Lagerfeuer::N,篝火,feu de camp
365,Last::N,荷物,charge
366,Last::N,荷物,fardeau
367,Gang::N,歩み,tour
368,Gang::N,歩み,marche
369,Schritt::N,歩,pas
370,Norden::N,北,nord
371,Süden::N,南,sud
372,Westen::N,西,ouest
373,Westen::N,西,occident
374,Osten::N,東,est
375,Osten::N,東,orient
376,Holz::N,木,bois
377,Holz::N,木材,bois
378,Brett::N,板,planche
379,Platte::N,盤,plaque
380,Stütze::N,支柱,appui
381,Stütze::N,支柱,soutien
382,Stange::N,棒,barre
383,Stange::N,棒,perche
384,Stock::N,杖,canne
385,Stab::N,棒,bâton
386,Rohr::N,管,tube
387,Rohr::N,管,tuyau
388,Haus::N,家,maison
389,Heim::N,家,maison
390,Ofen::N,ストーブ,poêle
391,Fußboden::N,床,plancher
392,Tisch::N,机,table
393,Stuhl::N,椅子,chaise
394,Wiege::N,揺籃,berceau
395,Bett::N,ベッド,lit
396,Regal::N,棚,étagère
397,Kiste::N,箱,caisse
398,Fenster::N,窓,fenêtre
399,Tür::N,戸,porte
400,Tür::N,ドア,porte
401,Tor::N,門,porte
402,Tor::N,門,portail
403,Zaun::N,垣根,clôture
404,Dach::N,屋根,toit
405,Leiter::N,梯子,échelle
406,Besen::N,ほうき,balai
407,Spaten::N,スコップ,bêche
408,Schaufel::N,シャベル,pelle
409,Gabel::N,フォーク,fourchette
410,Löffel::N,スプーン,cuiller
411,Messer::N,ナイフ,couteau
412,Nagel::N,釘,clou
413,Netz::N,網,filet
414,Haken::N,鉤,croc
415,Haken::N,鉤,crochet
416,Haken::N,フック,croc
417,Haken::N,フック,crochet
418,Griff::N,取っ手,prise
419,Griff::N,取っ手,manche
420,Schloss::N,錠,serrure
421,Bild::N,絵,image
422,Bild::N,絵,tableau
423,Figur::N,像,figure
424,Puppe::N,人形,poupée
425,Beutel::N,袋,sac
426,Beutel::N,袋,petit sac
427,Bündel::N,束,paquet
428,Bündel::N,束,faisceau
429,Bündel::N,包み,paquet
430,Bündel::N,包み,faisceau
431,Tasche::N,かばん,sac
432,Eimer::N,バケツ,seau
433,Deckel::N,蓋,couvercle
434,Geschirr::N,食器,vaisselle
435,Sack::N,袋,sac
436,Tasse::N,カップ,tasse
437,Topf::N,鍋,pot
438,Topf::N,鍋,marmite
439,Kessel::N,釜,chaudron
440,Essen::N,食事,repas
441,Essen::N,食事,manger
442,Nahrung::N,食物,nourriture
443,Speise::N,料理,plat
444,Fleisch::N,肉,viande
445,Getreide::N,麦,blé
446,Getreide::N,麦,céréales
447,Getreide::N,穀物,blé
448,Getreide::N,穀物,céréales
449,Brei::N,粥,purée
450,Brei::N,粥,bouillie
451,Brot::N,パン,pain
452,Scheibe::N,枚,tranche
453,Scheibe::N,切れ,tranche
454,Fett::N,脂肪,graisse
455,Butter::N,バター,beurre
456,Öl::N,油,huile
457,Salz::N,塩,sel
458,Suppe::N,スープ,soupe
459,Suppe::N,スープ,potage
460,Honig::N,蜂蜜,miel
461,Milch::N,牛乳,lait
462,Tee::N,茶,thé
463,Tee::N,お茶,thé
464,Leder::N,革,cuir
465,Wolle::N,毛糸,laine
466,Stoff::N,布,tissu
467,Stoff::N,布,étoffe
468,Nadel::N,針,aiguille
469,Faden::N,糸,fil
470,Knopf::N,ボタン,bouton
471,Knoten::N,結び目,nœud
472,Farbe::N,ペンキ,peinture
473,Kleidung::N,衣服,vêtements
474,Kleidung::N,衣服,habillement
475,Hemd::N,シャツ,chemise
476,Kragen::N,襟,col
477,Ärmel::N,袖,manche
478,Hose::N,ズボン,pantalon
479,Gürtel::N,帯,ceinture
480,Gürtel::N,ベルト,ceinture
481,Mütze::N,帽子,bonnet
482,Mütze::N,帽子,casquette
483,Schuh::N,靴,soulier
484,Schuh::N,靴,chaussure
485,Stiefel::N,ブーツ,botte
486,Ring::N,輪,bague
487,Band::N,リボン,ruban
488,Kamm::N,櫛,peigne
489,Spiegel::N,鏡,glace
490,Spiegel::N,鏡,miroir
491,Riemen::N,緒,lanière
492,Riemen::N,緒,courroie
493,Schnur::N,紐,corde
494,Schnur::N,紐,ficelle
495,Leine::N,綱,laisse
496,Decke::N,掛け布団,couverture
497,Kissen::N,枕,oreiller
498,Tuch::N,スカーフ,drap
499,Tuch::N,スカーフ,fichu
500,Handtuch::N,タオル,serviette
501,Handtuch::N,タオル,essuie-mains
502,Kraft::N,力,force
503,Stärke::N,強さ,vigueur
504,Gesundheit::N,健康,santé
505,Krankheit::N,病気,maladie
506,Schmerz::N,痛み,douleur
507,Wunde::N,傷,plaie
508,Wunde::N,傷,blessure
509,Fieber::N,熱,fièvre
510,Arznei::N,薬,remède
511,Arznei::N,薬,médecine
512,Brücke::N,橋,pont
513,Brunnen::N,井戸,puits
514,Weide::N,牧場,pâturage
515,Pfad::N,小路,sentier
516,Weg::N,道,voie
517,Weg::N,道,chemin
518,Straße::N,街道,route
519,Dorf::N,村,village
520,Stadt::N,町,cité
521,Stadt::N,町,ville
522,Stadt::N,都市,cité
523,Stadt::N,都市,ville
524,Brief::N,手紙,lettre
525,Buch::N,本,livre
526,Buchstabe::N,文字,lettre
527,Buchstabe::N,文字,caractère
528,Zeitung::N,新聞,journal
529,Leben::N,生活,vie
530,Tod::N,死,mort
531,Grab::N,墓,tombe
532,Kirche::N,教会,église
533,Sünde::N,罪,péché
534,Gott::N,神,dieu
535,Arbeiter::N,労働者,ouvrier
536,Arbeiter::N,労働者,travailleur
537,Chef::N,上司,chef
538,Chef::N,上司,patron
539,Meister::N,達人,maître
540,Meister::N,マイスター,maître
541,Arzt::N,医者,médecin
542,Lehrer::N,先生,professeur
543,Lehrer::N,先生,instituteur
544,Geld::N,金,argent
545,Geschäft::N,取り引き,affaire
546,Geschäft::N,取り引き,commerce
547,Laden::N,店,magasin
548,Laden::N,店,boutique
549,Preis::N,値段,prix
550,Ware::N,商品,marchandise
551,Nutzen::N,利益,profit
552,Reichtum::N,豊かさ,richesse
553,Welt::N,世界,monde
554,Land::N,国,pays
555,Staat::N,国家,État
556,König::N,国王,roi
557,Macht::N,権力,pouvoir
558,Macht::N,権力,puissance
559,Grenze::N,国境,frontière
560,Krieg::N,戦争,guerre
561,Feind::N,敵,ennemi
562,Gewalt::N,暴力,violence
563,Kampf::N,戦い,lutte
564,Kampf::N,戦い,combat
565,Bogen[Waffe]::N,弓,arc
566,Pfeil::N,矢,flèche
567,Gewehr::N,銃,fusil
568,Fehler::N,間違い,faute
569,Fehler::N,間違い,erreur
570,Lüge::N,嘘,mensonge
571,Schaden::N,損害,dégât
572,Schaden::N,損害,dommage
573,Unglück::N,不幸,malheur
574,Schuld::N,罪,faute
575,Schuld::N,罪,culpabilité
576,Alter::N,年,âge
577,Alter::N,年齢,âge
578,Schluss::N,終わり,fin
579,Zeit::N,時,temps
580,Zeit::N,時間,temps
581,Tag::N,日,jour
582,Tag::N,日,journée
583,Morgen::N,朝,matin
584,Morgen::N,朝,matinée
585,Mittag::N,昼,midi
586,Abend::N,晩,soir
587,Abend::N,晩,soirée
588,Abend::N,夕方,soir
589,Abend::N,夕方,soirée
590,Nacht::N,夜,nuit
591,Woche::N,週,semaine
592,Monat::N,月,mois
593,Jahr::N,年,an
594,Jahr::N,年,année
595,Frühling::N,春,printemps
596,Sommer::N,夏,été
597,Herbst::N,秋,automne
598,Winter::N,冬,hiver
599,Januar::N,一月,janvier
600,Februar::N,二月,février
601,März::N,三月,mars
602,April::N,四月,avril
603,Mai::N,五月,mai
604,Juni::N,六月,juin
605,Juli::N,七月,juillet
606,August::N,八月,août
607,September::N,九月,septembre
608,Oktober::N,十月,octobre
609,November::N,十一月,novembre
610,Dezember::N,十二月,décembre
611,Montag::N,月曜日,lundi
612,Dienstag::N,火曜日,mardi
613,Mittwoch::N,水曜日,mercredi
614,Donnerstag::N,木曜日,jeudi
615,Freitag::N,金曜日,vendredi
616,Samstag::N,土曜日,samedi
617,Sonntag::N,日曜日,dimanche
618,groß::A,大きい,grand
619,klein::A,小さい,petit
620,lang::A,長い,long
621,kurz::A,短い,court
622,breit::A,広い,large
623,schmal::A,狭い,étroit
624,dicht::A,密な,dense
625,dick[Gegenstand]::A,厚い,épais
626,dünn::A,薄い,mince
627,fein::A,細い,fin
628,fein::A,細い,menu
629,fest::A,硬い,ferme
630,fest::A,硬い,solide
631,flach::A,平らな,plat
632,glatt::A,滑らかな,poli
633,glatt::A,滑らかな,lisse
634,hart::A,堅い,dur
635,weich::A,柔らかい,mou
636,rund::A,丸い,rond
637,spitz::A,尖った,aigu
638,spitz::A,尖った,pointu
639,scharf::A,鋭い,tranchant
640,stumpf::A,鈍い,mousse
641,stumpf::A,鈍い,émoussé
642,schwer::A,重い,lourd
643,schwer::A,重い,pesant
644,schön::A,綺麗な,beau
645,heiß::A,熱い,chaud
646,heiß::A,熱い,très chaud
647,warm::A,温かい,chaud
648,kalt::A,寒い,froid
649,kalt::A,冷たい,froid
650,kühl::A,涼しい,frais
651,frisch::A,ひんやりした,frais
652,feucht::A,湿った,humide
653,nass::A,濡れた,mouillé
654,trocken::A,乾いた,sec
655,voll::A,いっぱいの,plein
656,voll::A,いっぱいの,rempli
657,leer::A,空の,vide
658,offen::A,開いた,ouvert
659,geschlossen::A,閉まった,clos
660,geschlossen::A,閉まった,fermé
661,sauber::A,清潔な,net
662,sauber::A,清潔な,propre
663,schmutzig::A,汚い,sale
664,schmutzig::A,汚い,crasseux
665,roh::A,生の,cru
666,roh::A,生の,brut
667,reif::A,熟した,mûr
668,lecker::A,美味しい,délicieux
669,lecker::A,美味しい,appétissant
670,süß::A,甘い,doux
671,bitter::A,苦い,amer
672,sauer::A,酸っぱい,aigre
673,hell::A,明るい,clair
674,dunkel::A,暗い,sombre
675,schwarz::A,黒い,noir
676,weiß::A,白い,blanc
677,rot::A,赤い,rouge
678,gelb::A,黄色い,jaune
679,blau::A,青い,bleu
680,grün::A,緑の,vert
681,grau::A,灰色の,gris
682,bunt::A,色取り取りの,multicolore
683,billig::A,安い,bon marché
684,teuer::A,高い,cher
685,wertvoll::A,貴重な,précieux
686,blind::A,盲目の,aveugle
687,taub::A,耳が聞こえない,sourd
688,kräftig::A,強力な,fort
689,kräftig::A,強力な,vigoureux
690,stark::A,強い,fort
691,stark::A,強い,puissant
692,schwach::A,弱い,faible
693,fett::A,太った,gras
694,schlank::A,ほっそりした,svelte
695,hübsch::A,素敵な,joli
696,böse::A,悪い,mauvais
697,dumm::A,馬鹿な,sot
698,dumm::A,馬鹿な,bête
699,faul::A,怠惰な,fainéant
700,faul::A,怠惰な,paresseux
701,fleißig::A,勤勉な,appliqué
702,geizig::A,けちな,avare
703,klug::A,賢い,intelligent
704,klug::A,頭のいい,intelligent
705,geschickt::A,器用な,habile
706,lieb::A,愛らしい,cher
707,lieb::A,愛らしい,gentil
708,lustig::A,楽しい,gai
709,lustig::A,楽しい,joyeux
710,sanft::A,温和な,doux
711,hungrig::A,空腹の,affamé
712,krank::A,病気の,malade
713,nackt::A,裸の,nu
714,traurig::A,悲しい,triste
715,lebendig::A,生きた,vivant
716,gut::A,良い,bon
717,schlecht::A,悪い,mauvais
718,schlecht::A,駄目な,mauvais
719,richtig::A,正しい,juste
720,richtig::A,正しい,correct
721,schlimm::A,ひどい,grave
722,schlimm::A,ひどい,mauvais
723,wahr::A,本当の,vrai
724,wahr::A,本当の,véritable
725,alt::A,古い,vieux
726,neu::A,新しい,neuf
727,neu::A,新しい,nouveau
728,ehemalig::A,以前の,ancien
729,alt[Lebewesen]::A,年を取った,âgé
730,alt[Lebewesen]::A,年を取った,vieux
731,jung::A,若い,jeune
732,arm::A,貧乏な,pauvre
733,reich::A,裕福な,riche
734,bekannt::A,有名な,connu
735,berühmt::A,有名な,fameux
736,berühmt::A,有名な,célèbre
737,fremd::A,見知らぬ,étranger
738,verschieden::A,色々な,différent
739,nah::A,近い,lié
740,nah::A,近い,proche
741,fern::A,遠い,éloigné
742,fern::A,遠い,lointain
743,linker::A,左の,gauche
744,rechter::A,右の,droit
745,anderer::A,別の,autre
746,erster::A,一番目,premier
747,zweiter::A,二番目,second
748,zweiter::A,二番目,deuxième
749,dritter::A,三番目,troisième
750,letzter::A,最後の,dernier
751,allein::ADV,一人で,seul
752,auf einmal::ADV,同時に,à la fois
753,zusammen::ADV,一緒に,ensemble
754,lange::ADV,長い間,longtemps
755,plötzlich::ADV,急に,tout à coup
756,sofort::ADV,すぐに,immédiatement
757,später::ADV,後で,plus tard
758,jetzt::ADV,今,maintenant
759,heute::ADV,今日,aujourd'hui
760,morgen::ADV,明日,demain
761,bald::ADV,間もなく,bientôt
762,dann::ADV,それから,puis
763,dann::ADV,それから,ensuite
764,gestern::ADV,昨日,hier
765,einst::ADV,過去に,jadis
766,einst::ADV,過去に,autrefois
767,damals::ADV,あの時,alors
768,damals::ADV,あの時,à l'époque
769,danach::ADV,その後で,après
770,danach::ADV,その後で,ensuite
771,vorher::ADV,以前に,auparavant
772,zuerst::ADV,まず,d'abord
773,zuerst::ADV,まず,premièrement
774,zuerst::ADV,最初に,d'abord
775,zuerst::ADV,最初に,premièrement
776,einmal::ADV,一回,une fois
777,manchmal::ADV,時々,parfois
778,manchmal::ADV,時々,quelquefois
779,oft::ADV,よく,souvent
780,immer::ADV,いつも,toujours
781,niemals::ADV,一度も...ない,ne ... jamais
782,hier::ADV,こちら,ici
783,hierhin::ADV,ここへ,par ici
784,hierhin::ADV,こちらへ,par ici
785,von hier::ADV,ここから,d'ici
786,dort::ADV,そちら,là
787,dort::ADV,そちら,là-bas
788,dorthin::ADV,そこへ,y
789,dorthin::ADV,そこへ,par là
790,dorthin::ADV,そちらへ,y
791,dorthin::ADV,そちらへ,par là
792,geradeaus::ADV,真っ直ぐに,tout droit
793,vorwärts::ADV,前へ,en avant
794,rückwärts::ADV,後ろへ,en arrière
795,zurück::ADV,後ろへ,de retour
796,unten::ADV,下に,en bas
797,unten::ADV,下に,au-dessous
798,hinab::ADV,下へ,en bas
799,hinab::ADV,下へ,vers le bas
800,oben::ADV,上に,dessus
801,oben::ADV,上に,en haut
802,hinauf::ADV,上へ,en haut
803,hinauf::ADV,上へ,vers le haut
804,überall::ADV,どこでも,partout
805,nicht::ADV,ない,ne ... pas
806,ein wenig::ADV,少し,un peu
807,ein wenig::ADV,ちょっと,un peu
808,kaum::ADV,ほとんど～ない,à peine
809,sehr::ADV,とても,très
810,so::ADV,こう,si
811,so::ADV,こう,ainsi
812,noch::ADV,まだ,encore
813,nur::ADV,～だけ,seulement
814,nur::ADV,～だけ,ne ... que
815,schon::ADV,もう,déjà
816,wieder::ADV,再び,de nouveau
817,vergebens::ADV,無駄に,en vain
818,vor::PRP,前に,devant
819,hinter::PRP,後ろに,derrière
820,unter::PRP,下に,sous
821,unter::PRP,下に,au-dessous de
822,durch::PRP,通して,par
823,durch::PRP,通して,à travers
824,neben::PRP,横に,à côté de
825,zwischen::PRP,間に,entre
826,wegen::PRP,為に,à cause de
827,wegen::PRP,せいで,à cause de
828,dies::PRN,これ,ceci
829,das::PRN,それ,ce
830,das::PRN,それ,cela
831,alles::PRN,全部,tout
832,ich::PRN,私,je
833,ich::PRN,私,moi
834,du::PRN,あなた,tu
835,du::PRN,あなた,toi
836,er::PRN,彼,il
837,er::PRN,彼,lui
838,wir::PRN,私達,nous
839,ihr::PRN,あなた達,vous
840,sie::PRN,彼ら,ils
841,sie::PRN,彼ら,elles
842,was::FPRN,何,que
843,was::FPRN,何,quoi
844,wer::FPRN,誰,qui
845,wer::FPRN,どなた,qui
846,wo::FADV,どこ,où
847,wo::FADV,どこに,où
848,wohin::FADV,どこへ,où
849,wie::FADV,どう,comment
850,warum::FADV,何故,pourquoi
851,warum::FADV,どうして,pourquoi
852,wieviel::FNUM,どのくらい,combien
853,eins::NUM,一,un
854,zwei::NUM,二,deux
855,zwei::NUM,二つ,deux
856,drei::NUM,三,trois
857,drei::NUM,三つ,trois
858,vier::NUM,四,quatre
859,vier::NUM,四つ,quatre
860,fünf::NUM,五,cinq
861,fünf::NUM,五つ,cinq
862,sechs::NUM,六,six
863,sechs::NUM,六つ,six
864,sieben::NUM,七,sept
865,sieben::NUM,七つ,sept
866,acht::NUM,八,huit
867,acht::NUM,八つ,huit
868,neun::NUM,九,neuf
