,Concept_ID,ga,sk
132,Höhle::N,pluais,jaskyňa
133,Abhang::N,fána,úbočie
134,Quelle::N,foinse,prameň
135,Bach::N,sruthán,potok
136,Fluss::N,abhainn,rieka
137,Ufer::N,bruach,breh
138,Küste::N,cósta,pobrežie
139,Küste::N,cladach,pobrežie
140,Festland::N,míntír,pevnina
141,Meer::N,muir,more
142,Meer::N,farraige,more
143,Bucht::N,bá,záliv
144,Bucht::N,bá,zátoka
145,Bucht::N,cuan,záliv
146,Bucht::N,cuan,zátoka
147,Insel::N,inis,ostrov
148,Insel::N,oileán,ostrov
149,Blume::N,bláth,kvet
150,Blume::N,bláth,kvetina
151,Gras::N,féar,tráva
152,Wurzel::N,rúta,koreň
153,Wurzel::N,fréamh,koreň
154,Baum::N,crann,strom
155,Stamm::N,stoc,kmeň
156,Stamm::N,tamhan,kmeň
157,Rinde::N,coirt,kôra
158,Rinde::N,craiceann,kôra
159,Ast::N,géag,konár
160,Zweig::N,géag,vetva
161,Zweig::N,craobh,vetva
162,Blatt::N,duille,list
163,Blatt::N,duilleog,list
164,Birke::N,beith,breza
165,Birke::N,crann beithe,breza
166,Kiefer[Baum]::N,péine,sosna
167,Kiefer[Baum]::N,péine,borovica
168,Weide[Baum]::N,saileach,vŕba
169,Tanne::N,giúis,jedľa
170,Horn::N,adharc,roh
171,Feder::N,cleite,pero
172,Fell::N,clúmh,koža
173,Fell::N,clúmh,kožušina
174,Flügel::N,eite,krídlo
175,Flügel::N,sciathán,krídlo
176,Klaue::N,crúb,paznecht
177,Klaue::N,crobh,paznecht
178,Kralle::N,crobh,pazúr
179,Schwanz::N,eireaball,chvost
180,Ei::N,ubh,vajce
181,Ei::N,ubh,vajíčko
182,Nest::N,nead,hniezdo
183,Bau::N,brocais,nora
184,Tier::N,ainmhí,zviera
185,Tier::N,beithíoch,zviera
186,Herde::N,tréad,stádo
187,Kuh::N,bó,krava
188,Bulle::N,tarbh,býk
189,Pferd::N,each,kôň
190,Pferd::N,capall,kôň
191,Schaf::N,caora,ovca
192,Schwein::N,muc,sviňa
193,Hund::N,madra,pes
194,Katze::N,cat,mačka
195,Bär::N,béar,medveď
196,Eichhörnchen::N,iora,veverička
197,Elch::N,eilc,los
198,Fuchs::N,sionnach,líška
199,Fuchs::N,madra rua,líška
200,Hase::N,giorria,zajac
201,Maus::N,luch,myš
202,Wolf::N,mac tíre,vlk
203,Vogel::N,éan,vták
204,Schwarm::N,saithe,roj
205,Huhn::N,cearc,kurča
206,Huhn::N,cearc,sliepka
207,Hahn::N,coileach,kohút
208,Gans::N,gé,hus
209,Adler::N,iolar,orol
210,Ente::N,lacha,kačka
211,Ente::N,lacha,kačica
212,Eule::N,ulchabhán,sova
213,Kranich::N,grús,žeriav
214,Krähe::N,caróg,vrana
215,Krähe::N,préachán,vrana
216,Kuckuck::N,cuach,kukučka
217,Schwan::N,eala,labuť
218,Fisch::N,iasc,ryba
219,Barsch::N,péirse,ostriež
220,Hecht::N,liús,šťuka
221,Schlange[Tier]::N,nathair,had
222,Wurm::N,péist,červ
223,Spinne::N,damhán alla,pavúk
224,Ameise::N,seangán,mravec
225,Laus::N,míol,voš
226,Mücke::N,muiscít,komár
227,Mücke::N,corrmhíol,komár
228,Fliege::N,cuil,mucha
229,Fliege::N,cuileog,mucha
230,Schmetterling::N,féileacán,motýľ
231,Beere::N,caor,bobuľa
232,Apfel::N,úll,jablko
233,Pilz::N,beacán,hríb
234,Pilz::N,muisiriún,hríb
235,Zwiebel::N,oinniún,cibuľa
236,Saat::N,síol,osivo
237,Korn::N,gráinne,zrno
238,Heu::N,féar,seno
239,Schale::N,scaimh,šupa
240,Schale::N,scaimh,škrupina
241,Grube::N,poll,jama
242,Falle::N,gaiste,pasca
243,Falle::N,gaiste,klepec
244,Schlinge::N,sealán,slučka
245,Spur::N,rian,stopa
246,Asche::N,luaith,popol
247,Dreck::N,salachar,kal
248,Dreck::N,salachar,blato
249,Eisen::N,iarann,železo
250,Gold::N,ór,zlato
251,Silber::N,airgead,striebro
252,Kohle::N,gual,uhlie
253,Glas::N,gloine,sklo
254,Lehm::N,cré,íl
255,Lehm::N,cré,hlina
256,Sand::N,gaineamh,piesok
257,Mensch::N,duine,človek
258,Mann::N,fear,muž
259,Mann::N,fear,chlap
260,Frau::N,bean,žena
261,Kind::N,gasúr,dieťa
262,Kind::N,páiste,dieťa
263,Junge::N,buachaill,chlapec
264,Mädchen::N,cailín,dievka
265,Familie::N,teaghlach,rodina
266,Familie::N,comhluadar,rodina
267,Großvater::N,seanathair,dedo
268,Großvater::N,seanathair,starý otec
269,Großmutter::N,seanmháthair,babička
270,Großmutter::N,seanmháthair,stará mať
271,Eltern::N,tuismitheoirí,rodičia
272,Vater::N,athair,otec
273,Mutter::N,máthair,mať
274,Mutter::N,máthair,matka
275,Sohn::N,mac,syn
276,Tochter::N,iníon,dcéra
277,Bruder::N,deartháir,brat
278,Schwester::N,deirfiúr,sestra
279,Onkel::N,uncail,ujo
280,Onkel::N,uncail,strýko
281,Tante::N,aintín,teta
282,Tante::N,aintín,tetka
283,Ehemann::N,fear céile,muž
284,Ehemann::N,fear céile,manžel
285,Ehefrau::N,bean chéile,žena
286,Ehefrau::N,bean chéile,manželka
287,Freude::N,áthas,radosť
288,Gelächter::N,gáire,smiech
289,Glück::N,séan,šťastie
290,Glück::N,sonas,šťastie
291,Kummer::N,brón,žiaľ
292,Kummer::N,brón,zármutok
293,Kummer::N,buairt,žiaľ
294,Kummer::N,buairt,zármutok
295,Wunsch::N,guí,prianie
296,Wunsch::N,achainí,prianie
297,Lust::N,fonn,chuť
298,Geist::N,meon,duch
299,Geist::N,spiorad,duch
300,Gedanke::N,smaoineamh,myšlienka
301,Gedächtnis::N,cuimhne,pamäť
302,Verstand::N,ciall,rozum
303,Verstand::N,intinn,rozum
304,Sinn::N,brí,zmysel
305,Sinn::N,ciall,zmysel
306,Grund::N,fáth,dôvod
307,Grund::N,fáth,príčina
308,Wahrheit::N,fírinne,pravda
309,Gespräch::N,comhrá,reč
310,Gespräch::N,comhrá,rozhovor
311,Märchen::N,scéal,rozprávka
312,Erzählung::N,scéal,poviedka
313,Nachricht::N,teachtaireacht,správa
314,Neuigkeit::N,scéala,novinka
315,Name::N,ainm,meno
316,Rätsel::N,tomhas,záhada
317,Rätsel::N,tomhas,hádanka
318,Rede::N,óráid,reč
319,Rede::N,aitheasc,reč
320,Sprache::N,teanga,reč
321,Sprache::N,teanga,jazyk
322,Stimme::N,guth,hlas
323,Wort::N,focal,slovo
324,Zeichen::N,comhartha,znak
325,Ruf::N,glaoch,volanie
326,Ruf::N,glaoch,zavolanie
327,Lärm::N,torann,hluk
328,Lärm::N,torann,hurhaj
329,Laut::N,fuaim,zvuk
330,Ton::N,ton,tón
331,Ton::N,ton,zvuk
332,Lied::N,amhrán,pieseň
333,Ruhe::N,suaimhneas,pokoj
334,Leute::N,muintir,ľudia
335,Volk::N,pobal,ľud
336,Volk::N,pobal,národ
337,Arbeit::N,obair,práca
338,Arbeit::N,obair,robota
339,Gast::N,aoi,hosť
340,Geschenk::N,féirín,dar
341,Geschenk::N,bronntanas,dar
342,Spiel::N,cluiche,hra
343,Gesellschaft::N,comhluadar,spoločnosť
344,Hilfe::N,cúnamh,pomoc
345,Hilfe::N,cabhair,pomoc
346,Freund::N,cara,priateľ
347,Kamerad::N,comrádaí,kamarát
348,Angelegenheit::N,ábhar,vec
349,Angelegenheit::N,ábhar,záležitosť
350,Anzahl::N,líon,počet
351,Anzahl::N,líon,množstvo
352,Art::N,sórt,druh
353,Art::N,saghas,druh
354,Stück::N,píosa,kus
355,Stück::N,píosa,kúsok
356,Teil::N,cuid,časť
357,Teil::N,páirt,časť
358,Hälfte::N,leath,polka
359,Hälfte::N,leath,polovica
360,Kreis::N,ciorcal,kruh
361,Kreuz::N,cros,kríž
362,Linie::N,líne,línia
363,Strich::N,stríoc,čiara
364,Abstand::N,achar,vzdialenosť
365,Entfernung::N,fad,vzdialenosť
366,Gegend::N,ceantar,kraj
367,Gegend::N,ceantar,krajina
368,Platz::N,áit,miesto
369,Platz::N,spás,miesto
370,Ort::N,áit,miesto
371,Seite::N,taobh,bok
372,Seite::N,taobh,strana
373,Mitte::N,lár,stred
374,Gegenstand::N,ball,predmet
375,Gegenstand::N,ábhar,predmet
376,Sache::N,ní,vec
377,Sache::N,rud,vec
378,Rand::N,imeall,kraj
379,Rand::N,imeall,okraj
380,Rand::N,ciumhais,kraj
381,Rand::N,ciumhais,okraj
382,Kante::N,corr,hrana
383,Kante::N,colbha,hrana
384,Ecke::N,coirnéal,roh
385,Spitze::N,gob,hrot
386,Spitze::N,gob,špička
387,Spitze::N,barr,hrot
388,Spitze::N,barr,špička
389,Ende::N,ceann,koniec
390,Ende::N,foirceann,koniec
391,Loch::N,poll,diera
392,Winkel::N,cúinne,kút
393,Winkel::N,uillinn,kút
394,Muster::N,patrún,vzor
395,Muster::N,patrún,vzorka
396,Größe::N,méid,veľkosť
397,Größe::N,toise,veľkosť
398,Länge::N,fad,dĺžka
399,Höhe::N,airde,výška
400,Gewicht::N,meáchan,váha
401,Menge::N,méid,množstvo
402,Haufen::N,cnap,hŕba
403,Reihe::N,líne,rad
404,Reihe::N,sraith,rad
405,Boot::N,bád,čln
406,Ruder::N,rámh,veslo
407,Ruder::N,maide rámha,veslo
408,Schlitten::N,carr sleamhnáin,sane
409,Ski::N,scí,lyža
410,Lagerfeuer::N,tine champa,táborák
411,Last::N,ualach,ťarcha
412,Last::N,ualach,bremeno
413,Gang::N,siúlóid,chôdza
414,Schritt::N,céim,krok
415,Schritt::N,coiscéim,krok
416,Norden::N,tuaisceart,sever
417,Süden::N,deisceart,juh
418,Westen::N,iarthar,západ
419,Osten::N,oirthear,východ
420,Holz::N,adhmad,drevo
421,Brett::N,clár,doska
422,Platte::N,leac,doska
423,Platte::N,leac,platňa
424,Stütze::N,taca,opora
425,Stange::N,polla,tyč
426,Stange::N,cuaille,tyč
427,Stock::N,bata,palica
428,Stock::N,maide,palica
429,Stab::N,maide,palica
430,Stab::N,bachall,palica
431,Rohr::N,píopa,rúra
432,Haus::N,teach,dom
433,Heim::N,baile,domov
434,Ofen::N,sornóg,pec
435,Ofen::N,sornóg,kachle
436,Fußboden::N,urlár,dlážka
437,Fußboden::N,urlár,podlaha
438,Tisch::N,bord,stôl
439,Tisch::N,tábla,stôl
440,Stuhl::N,cathaoir,stolička
441,Wiege::N,cliabhán,kolíska
442,Bett::N,leaba,lôžko
443,Bett::N,leaba,posteľ
444,Regal::N,seilf,regál
445,Regal::N,seilf,polica
446,Kiste::N,bosca,debna
447,Fenster::N,fuinneoig,okno
448,Fenster::N,fuinneoig,oblok
449,Tür::N,doras,dvere
450,Tor::N,geata,vráta
451,Zaun::N,fál,plot
452,Zaun::N,fál,ohrada
453,Zaun::N,claí,plot
454,Zaun::N,claí,ohrada
455,Dach::N,díon,krov
456,Dach::N,díon,strecha
457,Leiter::N,dréimire,rebrík
458,Leiter::N,dréimire,rebrina
459,Besen::N,scuab,metla
460,Spaten::N,spád,rýľ
461,Spaten::N,rámhainn,rýľ
462,Schaufel::N,sluasaid,lopata
463,Gabel::N,forc,vidlička
464,Gabel::N,gabhlóg,vidlička
465,Löffel::N,spúnóg,lyžica
466,Messer::N,scian,nôž
467,Nagel::N,tairne,klinec
468,Netz::N,líon,sieť
469,Netz::N,eangach,sieť
470,Haken::N,croch,hák
471,Haken::N,croch,háčik
472,Griff::N,cos,rukoväť
473,Griff::N,hanla,rukoväť
474,Schloss::N,glas,zámka
475,Bild::N,pictiúr,obraz
476,Figur::N,fíor,figúra
477,Puppe::N,bábóg,bábka
478,Puppe::N,bábóg,bábika
479,Beutel::N,mála,vrece
480,Beutel::N,mála,vrecko
481,Beutel::N,mealbhóg,vrece
482,Beutel::N,mealbhóg,vrecko
483,Bündel::N,beart,uzlík
484,Bündel::N,beart,zväzok
485,Tasche::N,mála,taška
486,Tasche::N,mála,kabelka
487,Eimer::N,buicéad,vedro
488,Deckel::N,clár,vrchnák
489,Deckel::N,clár,pokrývka
490,Deckel::N,claibín,vrchnák
491,Deckel::N,claibín,pokrývka
492,Geschirr::N,soithí,nádoba
493,Geschirr::N,gréithe,nádoba
494,Sack::N,sac,mech
495,Sack::N,sac,vrece
496,Sack::N,mála,mech
497,Sack::N,mála,vrece
498,Tasse::N,cupán,šálka
499,Topf::N,pota,hrniec
500,Kessel::N,citeal,kotol
501,Essen::N,béile,jedlo
502,Nahrung::N,bia,strava
503,Nahrung::N,bia,potrava
504,Speise::N,mias,jedlo
505,Fleisch::N,feoil,mäso
506,Getreide::N,grán,obilie
507,Getreide::N,arbhar,obilie
508,Brei::N,brúitín,kaša
509,Brot::N,arán,chlieb
510,Scheibe::N,píosa,kotúč
511,Scheibe::N,píosa,krajec
512,Scheibe::N,slisne,kotúč
513,Scheibe::N,slisne,krajec
514,Fett::N,saill,tuk
515,Fett::N,saill,masť
516,Fett::N,méathras,tuk
517,Fett::N,méathras,masť
518,Butter::N,im,maslo
519,Öl::N,ola,olej
520,Salz::N,salann,soľ
521,Suppe::N,sú,polievka
522,Suppe::N,anraith,polievka
523,Honig::N,mil,med
524,Milch::N,bainne,mlieko
525,Tee::N,tae,čaj
526,Leder::N,leathar,koža
527,Wolle::N,olann,vlna
528,Stoff::N,éadach,súkno
529,Nadel::N,snáthaid,ihla
530,Faden::N,snáth,niť
531,Faden::N,snáth,vlákno
532,Knopf::N,cnaipe,gombík
533,Knoten::N,snaidhm,uzol
534,Farbe::N,péint,farba
535,Kleidung::N,éadaí,šaty
536,Kleidung::N,éadaí,šatstvo
537,Hemd::N,léine,košeľa
538,Kragen::N,bóna,golier
539,Ärmel::N,muinchille,rukáv
540,Hose::N,bríste,nohavice
541,Hose::N,treabhsar,nohavice
542,Gürtel::N,crios,pás
543,Gürtel::N,crios,opasok
544,Mütze::N,caipín,čiapka
545,Schuh::N,bróg,obuv
546,Schuh::N,bróg,topánka
547,Stiefel::N,buatais,čižma
548,Ring::N,fáinne,prsteň
549,Band::N,ribín,stuha
550,Kamm::N,cíor,hrebeň
551,Spiegel::N,scáthán,zrkadlo
552,Riemen::N,iall,remeň
553,Riemen::N,strapa,remeň
554,Schnur::N,téad,šnúra
555,Schnur::N,sreangán,šnúra
556,Leine::N,iall,vodidlo
557,Decke::N,pluid,deka
558,Decke::N,pluid,prikrývka
559,Decke::N,blaincéad,deka
560,Decke::N,blaincéad,prikrývka
561,Kissen::N,piliúr,poduška
562,Kissen::N,adhartán,poduška
563,Tuch::N,scaif,šatka
564,Handtuch::N,tuáille,uterák
565,Kraft::N,fórsa,moc
566,Stärke::N,neart,sila
567,Gesundheit::N,sláinte,zdravie
568,Krankheit::N,tinneas,nemoc
569,Krankheit::N,tinneas,choroba
570,Krankheit::N,breoiteacht,nemoc
571,Krankheit::N,breoiteacht,choroba
572,Schmerz::N,pian,bolesť
573,Wunde::N,goin,rana
574,Fieber::N,fiabhras,horúčka
575,Arznei::N,cógas,liek
576,Brücke::N,droichead,most
577,Brunnen::N,tobar,studňa
578,Weide::N,féarach,pastva
579,Pfad::N,cosán,chodník
580,Pfad::N,conair,chodník
581,Weg::N,slí,cesta
582,Weg::N,bealach,cesta
583,Straße::N,bóthar,hradská
584,Dorf::N,sráidbhaile,dedina
585,Stadt::N,baile,mesto
586,Stadt::N,cathair,mesto
587,Brief::N,litir,list
588,Buch::N,cín,kniha
589,Buch::N,leabhar,kniha
590,Buchstabe::N,litir,litera
591,Buchstabe::N,litir,písmeno
592,Zeitung::N,nuachtán,noviny
593,Leben::N,saol,život
594,Leben::N,beatha,život
595,Tod::N,bás,smrť
596,Grab::N,uaigh,hrob
597,Kirche::N,eaglais,kostol
598,Sünde::N,peaca,hriech
599,Gott::N,dia,boh
600,Arbeiter::N,oibrí,robotník
601,Arbeiter::N,oibrí,pracnovík
602,Chef::N,saoiste,šéf
603,Chef::N,saoiste,riaditeľ
604,Chef::N,ceannasaí,šéf
605,Chef::N,ceannasaí,riaditeľ
606,Meister::N,máistir,majster
607,Arzt::N,lia,lekár
608,Arzt::N,dochtúir,lekár
609,Lehrer::N,oide,učiteľ
610,Lehrer::N,múinteoir,učiteľ
611,Geld::N,airgead,peniaze
612,Geschäft::N,gnó,obchod
613,Laden::N,siopa,obchod
614,Preis::N,praghas,cena
615,Ware::N,earra,tovar
616,Nutzen::N,tairbhe,osoh
617,Nutzen::N,tairbhe,úžitok
618,Reichtum::N,rachmas,bohatstvo
619,Reichtum::N,saibhreas,bohatstvo
620,Welt::N,domhan,svet
621,Land::N,tír,územie
622,Land::N,tír,krajina
623,Staat::N,stát,štát
624,König::N,rí,kráľ
625,Macht::N,cumhacht,moc
626,Macht::N,cumhacht,mocnosť
627,Grenze::N,críoch,hranica
628,Grenze::N,teorainn,hranica
629,Krieg::N,cogadh,vojna
630,Feind::N,namhaid,nepriateľ
631,Gewalt::N,foréigean,násilie
632,Kampf::N,troid,boj
633,Bogen[Waffe]::N,bogha,luk
634,Pfeil::N,saighead,šíp
635,Pfeil::N,saighead,strela
636,Gewehr::N,gunna,puška
637,Fehler::N,botún,omyl
638,Fehler::N,botún,chyba
639,Fehler::N,meancóg,omyl
640,Fehler::N,meancóg,chyba
641,Lüge::N,bréag,lož
642,Lüge::N,éitheach,lož
643,Schaden::N,dochar,ujma
644,Schaden::N,dochar,škoda
645,Schaden::N,damáiste,ujma
646,Schaden::N,damáiste,škoda
647,Unglück::N,drochrath,nešťastie
648,Schuld::N,locht,vina
649,Schuld::N,locht,previnenie
650,Schuld::N,milleán,vina
651,Schuld::N,milleán,previnenie
652,Alter::N,aois,vek
653,Schluss::N,deireadh,záver
654,Schluss::N,deireadh,koniec
655,Zeit::N,am,čas
656,Zeit::N,aimsir,čas
657,Tag::N,lá,deň
658,Morgen::N,maidin,ráno
659,Mittag::N,nóin,poludnie
660,Abend::N,tráthnóna,večer
661,Nacht::N,oíche,noc
662,Woche::N,seachtain,týždeň
663,Monat::N,mí,mesiac
664,Jahr::N,bliain,rok
665,Frühling::N,earrach,jar
666,Sommer::N,samhradh,leto
667,Herbst::N,fómhar,jeseň
668,Winter::N,geimhreadh,zima
669,Januar::N,Eanáir,január
670,Februar::N,Feabhra,február
671,März::N,Márta,marec
672,April::N,Aibreán,apríl
673,Mai::N,Bealtaine,máj
674,Juni::N,Meitheamh,jún
675,Juli::N,Iúil,júl
676,August::N,Lúnasa,august
677,September::N,Meán Fómhair,september
678,Oktober::N,Deireadh Fómhair,október
679,November::N,Samhain,november
680,November::N,Mí na Samhna,november
681,Dezember::N,Mí na Nollag,december
682,Montag::N,Luan,pondelok
683,Montag::N,Dé Luain,pondelok
684,Dienstag::N,Máirt,utorok
685,Dienstag::N,Dé Máirt,utorok
686,Mittwoch::N,Céadaoin,streda
687,Mittwoch::N,Dé Céadaoin,streda
688,Donnerstag::N,Déardaoin,štvrtok
689,Freitag::N,Aoine,piatok
690,Freitag::N,Dé hAoine,piatok
691,Samstag::N,Satharn,sobota
692,Samstag::N,Dé Sathairn,sobota
693,Sonntag::N,Domhnach,nedeľa
694,Sonntag::N,Dé Domhnaigh,nedeľa
695,groß::A,mór,veľký
696,klein::A,beag,malý
697,lang::A,fada,dlhý
698,kurz::A,gearr,krátky
699,kurz::A,gairid,krátky
700,breit::A,leathan,široký
701,breit::A,fairsing,široký
702,schmal::A,cúng,úzky
703,dicht::A,dlúth,hustý
704,dick[Gegenstand]::A,tiubh,tlstý
705,dünn::A,caol,tenký
706,dünn::A,tanaí,tenký
707,fein::A,scáinte,jemný
708,fein::A,fíneálta,jemný
709,fest::A,daingean,pevný
710,flach::A,cothrom,rovný
711,flach::A,cothrom,plochý
712,glatt::A,mín,hladký
713,glatt::A,sleamhain,hladký
714,hart::A,crua,tvrdý
715,weich::A,bog,mäkký
716,rund::A,cruinn,guľatý
717,rund::A,cruinn,okrúhly
718,spitz::A,gobach,končitý
719,spitz::A,biorach,končitý
720,scharf::A,géar,ostrý
721,scharf::A,faobhrach,ostrý
722,stumpf::A,maol,tupý
723,schwer::A,trom,ťažký
724,schön::A,álainn,pekný
725,schön::A,álainn,krásny
726,heiß::A,te,horúci
727,warm::A,te,teplý
728,kalt::A,fuar,studený
729,kühl::A,fionnuar,chladný
730,frisch::A,úr,svieži
731,frisch::A,friseáilte,svieži
732,feucht::A,tais,vlhký
733,feucht::A,tais,zvlhnutý
734,nass::A,fliuch,mokrý
735,trocken::A,tirim,suchý
736,voll::A,lán,plný
737,leer::A,folamh,prázdny
738,offen::A,oscailte,otvorený
739,geschlossen::A,dúnta,zavretý
740,geschlossen::A,druidte,zavretý
741,sauber::A,glan,čistý
742,schmutzig::A,salach,špinavý
743,roh::A,amh,surový
744,reif::A,aibí,zrelý
745,lecker::A,blasta,chutný
746,süß::A,milis,sladký
747,bitter::A,searbh,horký
748,sauer::A,géar,kyslý
749,sauer::A,searbh,kyslý
750,hell::A,geal,jasný
751,hell::A,geal,svetlý
752,hell::A,soilseach,jasný
753,hell::A,soilseach,svetlý
754,dunkel::A,dorcha,temný
755,schwarz::A,dubh,čierny
756,weiß::A,bán,biely
757,rot::A,dearg,červený
758,gelb::A,buí,žltý
759,blau::A,gorm,modrý
760,blau::A,gorm,belasý
761,grün::A,glas,zelený
762,grün::A,uaine,zelený
763,grau::A,liath,šedý
764,bunt::A,ildathach,pestrý
765,bunt::A,dathannach,pestrý
766,billig::A,saor,lacný
767,teuer::A,daor,drahý
768,teuer::A,costasach,drahý
769,wertvoll::A,luachmhar,cenný
770,blind::A,dall,slepý
771,blind::A,caoch,slepý
772,taub::A,bodhar,hluchý
773,kräftig::A,cumhachtach,silný
774,stark::A,tréan,silný
775,stark::A,láidir,silný
776,schwach::A,lag,slabý
777,schwach::A,lag,bezvládny
778,schwach::A,fann,slabý
779,schwach::A,fann,bezvládny
780,fett::A,ramhar,tučný
781,schlank::A,caol,štíhly
782,schlank::A,seang,štíhly
783,hübsch::A,álainn,šumný
784,hübsch::A,álainn,švárny
785,hübsch::A,dathúil,šumný
786,hübsch::A,dathúil,švárny
787,böse::A,olc,zlý
788,dumm::A,dúr,hlúpy
789,dumm::A,amaideach,hlúpy
790,faul::A,falsa,lenivý
791,faul::A,leisciúil,lenivý
792,fleißig::A,dícheallach,snaživý
793,fleißig::A,dícheallach,usilovný
794,geizig::A,barainneach,skupý
795,geizig::A,barainneach,lakomý
796,geizig::A,sprionlaithe,skupý
797,geizig::A,sprionlaithe,lakomý
798,klug::A,cliste,múdry
799,klug::A,cliste,bystrý
800,geschickt::A,oilte,zručný
801,geschickt::A,oilte,šikovný
802,geschickt::A,ealaíonta,zručný
803,geschickt::A,ealaíonta,šikovný
804,lieb::A,dil,milý
805,lieb::A,dílis,milý
806,lustig::A,aerach,veselý
807,lustig::A,meidhreach,veselý
808,sanft::A,bog,nežný
809,sanft::A,séimh,nežný
810,hungrig::A,ocrach,lačný
811,hungrig::A,ocrach,hladný
812,krank::A,tinn,chorý
813,krank::A,tinn,nemocný
814,krank::A,breoite,chorý
815,krank::A,breoite,nemocný
816,nackt::A,nocht,nahý
817,traurig::A,brónach,smutný
818,lebendig::A,beo,živý
819,gut::A,maith,dobrý
