,Concept_ID,fr,lez
83,Nebel::N,brouillard,ччилин циф
84,Wolke::N,nuage,циф
85,Regen::N,pluie,марф
86,Schnee::N,neige,жив
87,Eis::N,glace,мурк
88,Frost::N,gel,аяз
89,Frost::N,gelée,аяз
90,Kälte::N,froid,мекь
91,Kälte::N,froid,мекьивал
92,Hitze::N,chaleur,зегьем
93,Raureif::N,givre,къирав
94,Regenbogen::N,arc-en-ciel,яргъируш
95,Donner::N,tonnerre,цавун ван
96,Strömung::N,courant,
97,Tropfen::N,goutte,стӏал
98,Schaum::N,écume,каф
99,Schaum::N,mousse,каф
100,Schmutz::N,boue,чирк
101,Schmutz::N,boue,кьуруш
102,Schmutz::N,saleté,чирк
103,Schmutz::N,saleté,кьуруш
104,See::N,lac,вир
105,Sumpf::N,marais,уьлен
106,Sumpf::N,marécage,уьлен
107,Moor::N,tourbière,
108,Wiese::N,pré,векь
109,Wald::N,bois,там
110,Wald::N,forêt,там
111,Hügel::N,coteau,кӏунтӏ
112,Hügel::N,colline,кӏунтӏ
113,Anhöhe::N,éminence,тепе
114,Anhöhe::N,éminence,гьуьндуьрвал
115,Anhöhe::N,élévation,тепе
116,Anhöhe::N,élévation,гьуьндуьрвал
117,Berg::N,mont,дагъ
118,Berg::N,montagne,дагъ
119,Gipfel::N,cime,кӏукӏ
120,Gipfel::N,sommet,кӏукӏ
121,Höhle::N,caverne,кьветӏ
122,Abhang::N,pente,гуьне
123,Abhang::N,versant,гуьне
124,Quelle::N,source,чешме
125,Quelle::N,fontaine,чешме
126,Bach::N,ruisseau,булах
127,Fluss::N,fleuve,вацӏ
128,Fluss::N,rivière,вацӏ
129,Ufer::N,bord,къерех
130,Ufer::N,rivage,къерех
131,Küste::N,côte,къерех
132,Festland::N,terre ferme,кьурамат
133,Meer::N,mer,гьуьл
134,Bucht::N,baie,бухта
135,Insel::N,île,остров
136,Blume::N,fleur,цуьк
137,Gras::N,herbe,хъач
138,Wurzel::N,racine,дувул
139,Baum::N,arbre,ттар
140,Stamm::N,tronc,тан
141,Rinde::N,écorce,чкал
142,Ast::N,branche,тӏур
143,Zweig::N,rameau,хел
144,Blatt::N,feuille,пеш
145,Birke::N,bouleau,верх
146,Kiefer[Baum]::N,pin,шамагъаж
147,Weide[Baum]::N,saule,цӏвелин ттар
148,Tanne::N,sapin,ель
149,Horn::N,corne,карч
150,Feder::N,plume,цӏакул
151,Fell::N,peau,хам
152,Flügel::N,aile,лув
153,Klaue::N,serre,къармах
154,Kralle::N,ongle,пац
155,Kralle::N,ongle,тапас
156,Kralle::N,griffe,пац
157,Kralle::N,griffe,тапас
158,Schwanz::N,queue,ттум
159,Ei::N,œuf,кака
160,Nest::N,nid,муг
161,Bau::N,terrier,тӏеквен
162,Tier::N,animal,гьайван
163,Herde::N,troupeau,суьруь
164,Kuh::N,vache,ккал
165,Bulle::N,taureau,яц
166,Bulle::N,taureau,бугъа
167,Pferd::N,cheval,балкӏан
168,Schaf::N,mouton,хеб
169,Schwein::N,porc,вак
170,Schwein::N,cochon,вак
171,Hund::N,chien,кицӏ
172,Katze::N,chat,кац
173,Bär::N,ours,сев
174,Eichhörnchen::N,écureuil,белка
175,Elch::N,élan,лось
176,Fuchs::N,renard,сикӏ
177,Hase::N,lièvre,къуьр
178,Maus::N,souris,кьиф
179,Wolf::N,loup,жанавур
180,Vogel::N,oiseau,луван ничхир
181,Schwarm::N,nuée,луж
182,Schwarm::N,volée,луж
183,Huhn::N,poule,верч
184,Hahn::N,coq,кӏек
185,Gans::N,oie,къаз
186,Adler::N,aigle,лекь
187,Ente::N,canard,пӏатӏ
188,Eule::N,hibou,тӏиб
189,Kranich::N,grue,дурна
190,Krähe::N,corneille,къаргъа
191,Kuckuck::N,coucou,кукупӏ
192,Schwan::N,cygne,къугь
193,Fisch::N,poisson,гъед
194,Barsch::N,perche,окунь
195,Hecht::N,brochet,щука
196,Schlange[Tier]::N,serpent,илан
197,Schlange[Tier]::N,serpent,гъуьлягъ
198,Wurm::N,ver,квак
199,Spinne::N,araignée,хуьшрекан
200,Ameise::N,fourmi,цегв
201,Laus::N,pou,нет
202,Mücke::N,moucheron,ветӏ
203,Fliege::N,mouche,тӏветӏ
204,Schmetterling::N,papillon,чепелукь
205,Beere::N,baie,куьлуь емиш
206,Apfel::N,pomme,ич
207,Pilz::N,champignon,къарникъуз
208,Zwiebel::N,oignon,чичӏек
209,Saat::N,semence,тумар
210,Korn::N,grain,твар
211,Heu::N,foin,векь
212,Heu::N,foin,векьер
213,Schale::N,pelure,пириш
214,Schale::N,pelure,хъуьруьш
215,Grube::N,fosse,фур
216,Falle::N,piège,ракьар
217,Schlinge::N,lacs,гьалкъа
218,Spur::N,trace,гел
219,Asche::N,cendre,руьхъ
220,Dreck::N,crotte,чирк
221,Dreck::N,crotte,кьуруш
222,Eisen::N,fer,ракь
223,Gold::N,or,алтун
224,Silber::N,argent,гимиш
225,Kohle::N,charbon,цӏивин
226,Glas::N,verre,шуьше
227,Lehm::N,glaise,ччеб
228,Sand::N,sable,къум
229,Mensch::N,homme,инсан
230,Mann::N,homme,итим
231,Frau::N,femme,паб
232,Frau::N,femme,дишегьли
233,Kind::N,enfant,аял
234,Junge::N,garçon,гада
235,Mädchen::N,fille,руш
236,Mädchen::N,jeune fille,руш
237,Familie::N,famille,хзан
238,Familie::N,famille,килфет
239,Großvater::N,grand-père,чӏехи буба
240,Großmutter::N,grand-mère,чӏехи диде
241,Eltern::N,parents,диде-буба
242,Vater::N,père,буба
243,Mutter::N,mère,диде
244,Sohn::N,fils,хва
245,Tochter::N,fille,руш
246,Bruder::N,frère,стха
247,Schwester::N,sœur,вах
248,Onkel::N,oncle,ими
249,Onkel::N,oncle,халу
250,Tante::N,tante,эме
251,Tante::N,tante,хала
252,Ehemann::N,mari,гъуьл
253,Ehemann::N,époux,гъуьл
254,Ehefrau::N,femme,паб
255,Ehefrau::N,épouse,паб
256,Freude::N,joie,шадвал
257,Freude::N,plaisir,шадвал
258,Gelächter::N,rires,хъвер
259,Glück::N,bonheur,бахт
260,Kummer::N,peine,дерт
261,Kummer::N,peine,хажалат
262,Kummer::N,chagrin,дерт
263,Kummer::N,chagrin,хажалат
264,Wunsch::N,désir,мурад
265,Lust::N,envie,гьевес
266,Geist::N,esprit,руьгь
267,Gedanke::N,idée,фикир
268,Gedanke::N,pensée,фикир
269,Gedächtnis::N,mémoire,
270,Verstand::N,raison,акьул
271,Sinn::N,sens,мана
272,Grund::N,cause,себеб
273,Grund::N,raison,себеб
274,Wahrheit::N,vérité,керчек
275,Wahrheit::N,vérité,гьакъикъат
276,Gespräch::N,conversation,ихтилат
277,Märchen::N,conte,мах
278,Märchen::N,conte de fées,мах
279,Erzählung::N,conte,кьиса
280,Erzählung::N,narration,кьиса
281,Nachricht::N,message,хабар
282,Neuigkeit::N,nouvelle,цӏийи хабар
283,Name::N,nom,тӏвар
284,Rätsel::N,énigme,мискӏал
285,Rätsel::N,devinette,мискӏал
286,Rede::N,parole,рахун
287,Rede::N,discours,рахун
288,Sprache::N,langue,чӏал
289,Sprache::N,langage,чӏал
290,Stimme::N,voix,ван
291,Wort::N,mot,гаф
292,Zeichen::N,signe,ишара
293,Ruf::N,cri,эвер
294,Ruf::N,appel,эвер
295,Lärm::N,bruit,ван-сес
296,Laut::N,son,ван
297,Laut::N,son,сес
298,Ton::N,ton,ван-сес
299,Lied::N,chant,мани
300,Lied::N,chanson,мани
301,Ruhe::N,calme,ласвал
302,Ruhe::N,calme,фаракъат
303,Ruhe::N,calme,асайиш
304,Ruhe::N,tranquillité,ласвал
305,Ruhe::N,tranquillité,фаракъат
306,Ruhe::N,tranquillité,асайиш
307,Leute::N,gens,инсанар
308,Volk::N,peuple,халкь
309,Arbeit::N,travail,кӏвалах
310,Gast::N,hôte,мугьман
311,Gast::N,invité,мугьман
312,Geschenk::N,cadeau,савкьат
313,Geschenk::N,présent,савкьат
314,Spiel::N,jeu,къугъун
315,Gesellschaft::N,compagnie,жемят
316,Gesellschaft::N,compagnie,общество
317,Hilfe::N,aide,куьмек
318,Hilfe::N,secours,куьмек
319,Freund::N,ami,дуст
320,Kamerad::N,copain,яр-дуст
321,Kamerad::N,camarade,яр-дуст
322,Angelegenheit::N,affaire,кар
323,Anzahl::N,nombre,сан
324,Anzahl::N,nombre,кьадар
325,Art::N,sorte,жуьре
326,Art::N,espèce,жуьре
327,Stück::N,morceau,кӏус
328,Teil::N,part,пай
329,Teil::N,partie,пай
330,Hälfte::N,moitié,зур
331,Hälfte::N,moitié,зур пай
332,Kreis::N,cercle,круг
333,Kreis::N,cercle,чкаяр
334,Kreis::N,cercle,элкъвей цӏар
335,Kreuz::N,croix,хаш
336,Linie::N,ligne,цӏар
337,Strich::N,trait,цӏар
338,Abstand::N,écart,ара
339,Entfernung::N,distance,мензил
340,Gegend::N,région,чка
341,Gegend::N,contrée,чка
342,Platz::N,place,ара
343,Ort::N,lieu,чка
344,Ort::N,endroit,чка
345,Seite::N,côté,пад
346,Mitte::N,milieu,юкь
347,Gegenstand::N,objet,затӏ
348,Sache::N,chose,шей
349,Sache::N,chose,затӏ
350,Rand::N,bord,къерех
351,Kante::N,arête,син
352,Ecke::N,coin,пӏипӏ
353,Ecke::N,tournant,пӏипӏ
354,Spitze::N,cime,кӏвенкӏв
355,Spitze::N,pointe,кӏвенкӏв
356,Ende::N,bout,кьил
357,Loch::N,trou,тӏеквен
358,Winkel::N,coin,пӏипӏ
359,Winkel::N,réduit,пӏипӏ
360,Muster::N,dessin,гишир
361,Größe::N,grandeur,кьадар
362,Länge::N,longueur,яргъивал
363,Höhe::N,hauteur,кьакьанвал
364,Höhe::N,altitude,кьакьанвал
365,Gewicht::N,poids,заланвал
366,Menge::N,quantité,кьадар
367,Haufen::N,tas,хара
368,Reihe::N,file,жерге
369,Reihe::N,rangée,жерге
370,Boot::N,canot,луьткве
371,Boot::N,bateau,луьткве
372,Ruder::N,rame,кьусу
373,Ruder::N,aviron,кьусу
374,Schlitten::N,traîneau,гъелерар
375,Ski::N,ski,
376,Lagerfeuer::N,feu de camp,цӏай
377,Last::N,charge,заланвал
378,Last::N,fardeau,заланвал
379,Gang::N,tour,ериш
380,Gang::N,marche,ериш
381,Schritt::N,pas,къадам
382,Norden::N,nord,кефер
383,Norden::N,nord,кефер пад
384,Süden::N,sud,кьибле
385,Westen::N,ouest,рагъакӏидай пад
386,Westen::N,occident,рагъакӏидай пад
387,Osten::N,est,рагъэкъечӏдай пад
388,Osten::N,orient,рагъэкъечӏдай пад
389,Holz::N,bois,кӏарас
390,Brett::N,planche,кьул
391,Brett::N,planche,тахта
392,Platte::N,plaque,
393,Stütze::N,appui,даях
394,Stütze::N,soutien,даях
395,Stange::N,barre,юрк
396,Stange::N,perche,юрк
397,Stock::N,canne,лаш
398,Stab::N,bâton,юрк
399,Rohr::N,tube,турба
400,Rohr::N,tuyau,турба
401,Haus::N,maison,ужагъ
402,Heim::N,maison,кӏвал
403,Ofen::N,poêle,пич
404,Fußboden::N,plancher,кӏвалин ччил
405,Tisch::N,table,стол
406,Stuhl::N,chaise,стул
407,Wiege::N,berceau,кьеб
408,Bett::N,lit,тахт
409,Regal::N,étagère,кьацӏ
410,Kiste::N,caisse,ящик
411,Fenster::N,fenêtre,дакӏар
412,Tür::N,porte,рак
413,Tor::N,porte,варар
414,Tor::N,portail,варар
415,Zaun::N,clôture,пару
416,Dach::N,toit,къав
417,Leiter::N,échelle,гурар
418,Besen::N,balai,таран кул
419,Spaten::N,bêche,ппер
420,Schaufel::N,pelle,хекендаз
421,Gabel::N,fourchette,шиш
422,Löffel::N,cuiller,тӏур
423,Messer::N,couteau,чукӏул
424,Nagel::N,clou,мих
425,Netz::N,filet,чил
426,Haken::N,croc,къармах
427,Haken::N,crochet,къармах
428,Griff::N,prise,ттум
429,Griff::N,manche,ттум
430,Schloss::N,serrure,куьлег
431,Bild::N,image,шикил
432,Bild::N,image,суьрет
433,Bild::N,tableau,шикил
434,Bild::N,tableau,суьрет
435,Figur::N,figure,фигура
436,Puppe::N,poupée,нини
437,Beutel::N,sac,тагъар
438,Beutel::N,petit sac,тагъар
439,Bündel::N,paquet,галгам
440,Bündel::N,faisceau,галгам
441,Tasche::N,sac,чанта
442,Eimer::N,seau,ведре
443,Deckel::N,couvercle,кьил
444,Deckel::N,couvercle,къалпагъ
445,Geschirr::N,vaisselle,къаб-къажах
446,Sack::N,sac,чувал
447,Tasse::N,tasse,сукӏра
448,Topf::N,pot,къажгъан
449,Topf::N,marmite,къажгъан
450,Kessel::N,chaudron,къажгъан
451,Essen::N,repas,тӏуьн
452,Essen::N,manger,тӏуьн
453,Nahrung::N,nourriture,тӏуьн
454,Speise::N,plat,хуьрек
455,Fleisch::N,viande,як
456,Getreide::N,blé,техил
457,Getreide::N,céréales,техил
458,Brei::N,purée,хапӏа
459,Brei::N,purée,хешил
460,Brei::N,bouillie,хапӏа
461,Brei::N,bouillie,хешил
462,Brot::N,pain,фу
463,Scheibe::N,tranche,чӏук
464,Fett::N,graisse,ягълу
465,Butter::N,beurre,гъери
466,Öl::N,huile,ягълу
467,Salz::N,sel,кьел
468,Suppe::N,soupe,суп
469,Suppe::N,soupe,шурпа
470,Suppe::N,potage,суп
471,Suppe::N,potage,шурпа
472,Honig::N,miel,вирт
473,Milch::N,lait,нек
474,Tee::N,thé,чай
475,Leder::N,cuir,тумаж
476,Wolle::N,laine,йис
477,Stoff::N,tissu,парча
478,Stoff::N,étoffe,парча
479,Nadel::N,aiguille,раб
480,Faden::N,fil,гъал
481,Knopf::N,bouton,дуьгме
482,Knoten::N,nœud,тӏвал
483,Farbe::N,peinture,ранг
484,Kleidung::N,vêtements,партал
485,Kleidung::N,habillement,партал
486,Hemd::N,chemise,перем
487,Kragen::N,col,хев
488,Ärmel::N,manche,хел
489,Hose::N,pantalon,шалвар
490,Gürtel::N,ceinture,чӏул
491,Mütze::N,bonnet,бармак
492,Mütze::N,bonnet,бапӏах
493,Mütze::N,casquette,бармак
494,Mütze::N,casquette,бапӏах
495,Schuh::N,soulier,ботинка
496,Schuh::N,chaussure,ботинка
497,Stiefel::N,botte,чекме
498,Ring::N,bague,тупӏал
499,Band::N,ruban,тасма
500,Kamm::N,peigne,регъ
501,Spiegel::N,glace,гуьзгуь
502,Spiegel::N,miroir,гуьзгуь
503,Riemen::N,lanière,къайиш
504,Riemen::N,courroie,къайиш
505,Schnur::N,corde,еб
506,Schnur::N,ficelle,еб
507,Leine::N,laisse,
508,Decke::N,couverture,яргъан
509,Kissen::N,oreiller,хъуьцуьган
510,Tuch::N,drap,шал
511,Tuch::N,fichu,шал
512,Handtuch::N,serviette,дасмал
513,Handtuch::N,essuie-mains,дасмал
514,Kraft::N,force,гуж
515,Stärke::N,vigueur,къуват
516,Gesundheit::N,santé,сагъвал
517,Krankheit::N,maladie,тӏал
518,Schmerz::N,douleur,тӏал
519,Schmerz::N,douleur,тӏарвал
520,Wunde::N,plaie,хер
521,Wunde::N,blessure,хер
522,Fieber::N,fièvre,ифин
523,Arznei::N,remède,дарман
524,Arznei::N,médecine,дарман
525,Brücke::N,pont,муьгъ
526,Brunnen::N,puits,къуй
527,Weide::N,pâturage,уьруьш
528,Pfad::N,sentier,рехъ
529,Weg::N,voie,рехъ
530,Weg::N,chemin,рехъ
531,Straße::N,route,рехъ
532,Dorf::N,village,хуьр
533,Stadt::N,cité,шегьер
534,Stadt::N,ville,шегьер
535,Brief::N,lettre,кагъаз
536,Buch::N,livre,улуб
537,Buchstabe::N,lettre,гьарф
538,Buchstabe::N,caractère,гьарф
539,Zeitung::N,journal,газета
540,Leben::N,vie,уьмуьр
541,Tod::N,mort,кьиникь
542,Grab::N,tombe,сур
543,Kirche::N,église,килиса
544,Sünde::N,péché,гунагь
545,Gott::N,dieu,аллагь
546,Arbeiter::N,ouvrier,фяле
547,Arbeiter::N,travailleur,фяле
548,Chef::N,chef,гьаким
549,Chef::N,patron,гьаким
550,Meister::N,maître,устӏар
551,Arzt::N,médecin,доктор
552,Lehrer::N,professeur,муаллим
553,Lehrer::N,instituteur,муаллим
554,Geld::N,argent,пул
555,Geschäft::N,affaire,
556,Geschäft::N,commerce,
557,Laden::N,magasin,магазин
558,Laden::N,boutique,магазин
559,Preis::N,prix,къимет
560,Ware::N,marchandise,мал
561,Ware::N,marchandise,товар
562,Nutzen::N,profit,хийир
563,Nutzen::N,profit,менфят
564,Reichtum::N,richesse,девлет
565,Welt::N,monde,дуьнья
566,Land::N,pays,уьлкве
567,Staat::N,État,пачагьлугъ
568,Staat::N,État,государство
569,König::N,roi,пачагь
570,Macht::N,pouvoir,власть
571,Macht::N,puissance,власть
572,Grenze::N,frontière,сергьят
573,Krieg::N,guerre,дяве
574,Feind::N,ennemi,душман
575,Gewalt::N,violence,гуж
576,Kampf::N,lutte,женг
577,Kampf::N,combat,женг
578,Bogen[Waffe]::N,arc,чӏемерук
579,Pfeil::N,flèche,хьел
580,Gewehr::N,fusil,тфенг
581,Fehler::N,faute,гъалатӏ
582,Fehler::N,erreur,гъалатӏ
583,Lüge::N,mensonge,ттаб
584,Schaden::N,dégât,зиян
585,Schaden::N,dégât,зарар
586,Schaden::N,dommage,зиян
587,Schaden::N,dommage,зарар
588,Unglück::N,malheur,бала
589,Unglück::N,malheur,бедбахтвал
590,Schuld::N,faute,тахсир
591,Schuld::N,culpabilité,тахсир
592,Alter::N,âge,яш
593,Schluss::N,fin,эхир
594,Zeit::N,temps,вяде
595,Tag::N,jour,югъ
596,Tag::N,journée,югъ
597,Morgen::N,matin,пакама
598,Morgen::N,matinée,пакама
599,Mittag::N,midi,нисин
600,Abend::N,soir,няни
601,Abend::N,soirée,няни
602,Nacht::N,nuit,йиф
603,Woche::N,semaine,гьафте
604,Monat::N,mois,варз
605,Jahr::N,an,йис
606,Jahr::N,année,йис
607,Frühling::N,printemps,гатфар
608,Sommer::N,été,гад
609,Herbst::N,automne,зул
610,Winter::N,hiver,кьуьд
611,Januar::N,janvier,январь
612,Februar::N,février,февраль
613,März::N,mars,март
614,April::N,avril,апрель
615,Mai::N,mai,май
616,Juni::N,juin,июнь
617,Juli::N,juillet,июль
618,August::N,août,август
619,September::N,septembre,сентябрь
620,Oktober::N,octobre,октябрь
621,November::N,novembre,ноябрь
622,Dezember::N,décembre,декабрь
623,Montag::N,lundi,ислен
624,Dienstag::N,mardi,саласа
625,Mittwoch::N,mercredi,арбе
626,Donnerstag::N,jeudi,хемис югъ
627,Freitag::N,vendredi,жуьмя
628,Freitag::N,vendredi,жуьмя югъ
629,Samstag::N,samedi,киш
630,Sonntag::N,dimanche,гьяд
631,groß::A,grand,еке
632,groß::A,grand,чӏехи
633,klein::A,petit,гъвечӏи
634,lang::A,long,яргъи
635,kurz::A,court,куьруь
636,breit::A,large,гьяркьуь
637,schmal::A,étroit,гуьтӏуь
638,dicht::A,dense,къалин
639,dick[Gegenstand]::A,épais,
640,dünn::A,mince,кьелечӏ
641,fein::A,fin,шуькӏуь
642,fein::A,menu,шуькӏуь
643,fest::A,ferme,кӏеви
644,fest::A,solide,кӏеви
645,flach::A,plat,кьулу
646,glatt::A,poli,цӏалцӏам
647,glatt::A,lisse,цӏалцӏам
648,hart::A,dur,кӏеви
649,weich::A,mou,хъуьтуьл
650,rund::A,rond,элкъвей
651,spitz::A,aigu,хци
652,spitz::A,pointu,хци
653,scharf::A,tranchant,хци
654,stumpf::A,mousse,къуьруь
655,stumpf::A,émoussé,къуьруь
656,schwer::A,lourd,залан
657,schwer::A,pesant,залан
658,schön::A,beau,иер
659,heiß::A,chaud,кудай
660,heiß::A,très chaud,кудай
661,warm::A,chaud,чими
662,kalt::A,froid,мекьи
663,kühl::A,frais,къайи
664,frisch::A,frais,таза
665,frisch::A,frais,михьи
666,feucht::A,humide,ламу
667,nass::A,mouillé,кьежей
668,trocken::A,sec,кьуру
669,voll::A,plein,ацӏай
670,voll::A,rempli,ацӏай
671,leer::A,vide,буш
672,leer::A,vide,ичӏи
673,offen::A,ouvert,ахъа
674,geschlossen::A,clos,кӏеви
675,geschlossen::A,fermé,кӏеви
676,sauber::A,net,михьи
677,sauber::A,propre,михьи
678,schmutzig::A,sale,чиркин
679,schmutzig::A,sale,кьацӏай
680,schmutzig::A,crasseux,чиркин
681,schmutzig::A,crasseux,кьацӏай
682,roh::A,cru,чиг
683,roh::A,cru,ицӏи
684,roh::A,brut,чиг
685,roh::A,brut,ицӏи
686,reif::A,mûr,дигмиш хьайи
687,lecker::A,délicieux,дадлу
688,lecker::A,appétissant,дадлу
689,süß::A,doux,ширин
690,bitter::A,amer,туькьуьл
691,sauer::A,aigre,цуру
692,hell::A,clair,экуь
693,dunkel::A,sombre,мичӏи
694,schwarz::A,noir,чӏулав
695,weiß::A,blanc,лацу
696,rot::A,rouge,яру
697,gelb::A,jaune,хъипи
698,blau::A,bleu,вили
699,grün::A,vert,къацу
700,grau::A,gris,рехи
701,bunt::A,multicolore,цӏару
702,bunt::A,multicolore,яру-цӏару
703,billig::A,bon marché,ужуз
704,teuer::A,cher,багьа
705,wertvoll::A,précieux,масан
706,blind::A,aveugle,буьркьуь
707,taub::A,sourd,биши
708,kräftig::A,fort,гужлу
709,kräftig::A,vigoureux,гужлу
710,stark::A,fort,къуватлу
711,stark::A,puissant,къуватлу
712,schwach::A,faible,такьатсуз
713,fett::A,gras,куьк
714,schlank::A,svelte,шумал
715,hübsch::A,joli,гуьрчег
716,böse::A,mauvais,пис
717,dumm::A,sot,ахмакь
718,dumm::A,bête,ахмакь
719,faul::A,fainéant,тенпел
720,faul::A,paresseux,тенпел
721,fleißig::A,appliqué,сяй ийидай
722,fleißig::A,appliqué,сяйи ийидай
723,geizig::A,avare,мискьи
724,klug::A,intelligent,акьуллу
725,geschickt::A,habile,магьир
726,lieb::A,cher,играми
727,lieb::A,gentil,играми
728,lustig::A,gai,шад
729,lustig::A,joyeux,шад
730,sanft::A,doux,назик
731,sanft::A,doux,милайим
732,hungrig::A,affamé,гишин
733,krank::A,malade,кефсуз
734,nackt::A,nu,кьецӏил
735,traurig::A,triste,пашман
736,lebendig::A,vivant,ччан алай
737,gut::A,bon,хъсан
738,gut::A,bon,вижевай
739,schlecht::A,mauvais,пис
740,richtig::A,juste,дуьз
741,richtig::A,correct,дуьз
742,schlimm::A,grave,нифретлу
743,schlimm::A,mauvais,нифретлу
744,wahr::A,vrai,гьакъикъи
745,wahr::A,véritable,гьакъикъи
746,alt::A,vieux,эски
747,alt::A,vieux,куьгьне
748,neu::A,neuf,цӏийи
749,neu::A,nouveau,цӏийи
750,ehemalig::A,ancien,виликан
751,alt[Lebewesen]::A,âgé,кьуьзуь
752,alt[Lebewesen]::A,vieux,кьуьзуь
753,jung::A,jeune,жегьил
754,arm::A,pauvre,кесиб
755,reich::A,riche,девлетлу
756,bekannt::A,connu,чидай
757,berühmt::A,fameux,машгьур
758,berühmt::A,célèbre,машгьур
759,fremd::A,étranger,ччара
760,verschieden::A,différent,жуьреба-жуьре
761,nah::A,lié,мукьвал
762,nah::A,proche,мукьвал
763,fern::A,éloigné,яргъал
764,fern::A,lointain,яргъал
765,linker::A,gauche,чапла
766,rechter::A,droit,эрчӏи
767,anderer::A,autre,маса
768,anderer::A,autre,муькуь
769,erster::A,premier,сад лагьай
770,zweiter::A,second,кьвед лагьай
771,zweiter::A,deuxième,кьвед лагьай
772,dritter::A,troisième,пуд лагьай
773,letzter::A,dernier,эхиримжи
774,allein::ADV,seul,кьилди
775,auf einmal::ADV,à la fois,
776,zusammen::ADV,ensemble,санал
777,lange::ADV,longtemps,яргъалди
778,plötzlich::ADV,tout à coup,садлагьана
779,sofort::ADV,immédiatement,гьасятда
780,später::ADV,plus tard,гуьгъуьнлай
781,jetzt::ADV,maintenant,гила
782,heute::ADV,aujourd'hui,къе
783,morgen::ADV,demain,пака
784,bald::ADV,bientôt,мукьва
785,bald::ADV,bientôt,мукьвара
786,dann::ADV,puis,ахпа
787,dann::ADV,ensuite,ахпа
788,gestern::ADV,hier,накь
789,einst::ADV,jadis,садра
790,einst::ADV,autrefois,садра
791,damals::ADV,alors,а чӏавуз
792,damals::ADV,à l'époque,а чӏавуз
793,danach::ADV,après,ахпа
794,danach::ADV,ensuite,ахпа
795,vorher::ADV,auparavant,вилик
796,zuerst::ADV,d'abord,сифте
797,zuerst::ADV,premièrement,сифте
798,einmal::ADV,une fois,садра
799,manchmal::ADV,parfois,гагь-гагь
800,manchmal::ADV,quelquefois,гагь-гагь
801,oft::ADV,souvent,гзаф вахтара
802,immer::ADV,toujours,гьамиша
803,niemals::ADV,ne ... jamais,са чӏавузни
804,niemals::ADV,ne ... jamais,са вахтундани
805,hier::ADV,ici,ина
806,hierhin::ADV,par ici,иниз
807,von hier::ADV,d'ici,инай
808,dort::ADV,là,ана
809,dort::ADV,là-bas,ана
810,dorthin::ADV,y,аниз
811,dorthin::ADV,par là,аниз
812,geradeaus::ADV,tout droit,дуьз
