,Concept_ID,sah,kn
1067,gießen::V,сиигирт,ನೀರುಹಾಕು
1068,reifen::V,бус,ಕಳಿ
1069,zubereiten::V,бэлэмнээ,ಅಡಿಗೆಮಾಡು
1070,kochen::V,буһар,ಅಡು
1071,backen::V,буһар,ಬೇಯಿಸು
1072,braten::V,хооруй,ಕರಿ
1073,braten::V,ыһаарылаа,ಕರಿ
1074,braten::V,соркуойдаа,ಕರಿ
1075,umrühren::V,былаа,ಕಲಕು
1076,stricken::V,өр,ಹೆಣೆ
1077,nähen::V,иистэн,ಹೊಲಿ
1078,färben::V,кырааскалаа,ಬಣ್ಣ ಹತ್ತು
1079,reinigen::V,ыраастаа,ಸ್ವಚ್ಛಮಾಡು
1080,waschen::V,сууй,ತೊಳೆ
1081,abwischen::V,сот,ಒರಸು
1082,spülen::V,сайҕаа,ಗಲಬರಿಸು
1083,fegen::V,сиппий,ಗುಡಿಸು
1084,kehren::V,харбаа,ಗುಡಿಸು
1085,baden::V,сөтүөлээ,ಸ್ನಾನಮಾಡು
1086,sich waschen::V,суун,ತೊಳೆ
1087,ausziehen::V,уһул,ಬಿಚ್ಚು
1088,anziehen::V,кэтэрт,ಹಾಕು
1089,sich anziehen::V,таҥын,ಹಾಕು
1090,kämmen::V,тараа,ಬಾಚು
1091,schmücken::V,симээ,ಅಲಂಕರಿಸು
1092,sagen::V,диэ,ಹೇಳು
1093,sprechen::V,эт,ನುಡಿ
1094,sprechen::V,саҥар,ನುಡಿ
1095,reden::V,кэпсэт,ನುಡಿ
1096,sich unterhalten::V,кэпсэт,ಹರಟೆ ಹೊಡಿ
1097,fragen::V,ыйыт,ವಿಚಾರಿಸು
1098,bitten::V,көрдөс,ಬೇಡು
1099,erzählen::V,кэпсээ,ಹೇಳು
1100,erzählen::V,сэһэргээ,ಹೇಳು
1101,mitteilen::V,биллэр,ತಿಳಿಸು
1102,nennen::V,ааттаа,ಹೆಸರಿಡು
1103,rufen::V,ыҥыр,ಕರೆ
1104,prahlen::V,чабылан,ಜಂಬ ಕೊಚ್ಚು
1105,prahlen::V,киһиргээ,ಜಂಬ ಕೊಚ್ಚು
1106,übersetzen::V,тылбаастаа,ಭಾಷಾಂತರಿಸು
1107,denken::V,санаа,ಯೋಚಿಸು
1108,denken::V,толкуйдаа,ಯೋಚಿಸು
1109,glauben::V,итэҕэй,ನಂಬು
1110,bemerken::V,бэлиэтээ,ಗಮನಿಸು
1111,erkennen::V,бил,ಗುರುತುಹಿಡಿ
1112,begreifen::V,өйдөө,ಗ್ರಹಿಸು
1113,verstehen::V,өйдөө,ಅರ್ಥಮಾಡಿಕೊ
1114,lernen::V,үөрэн,ಕಲಿ
1115,wissen::V,бил,ಅರಿ
1116,sich erinnern an::V,аҕын,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1117,vergessen::V,умун,ಮರೆತುವಿಡು
1118,messen::V,кэмнээ,ಅಳೆ
1119,messen::V,кээмэйдээ,ಅಳೆ
1120,zählen::V,аах,ಗಣಿಸು
1121,rechnen::V,аах,ಲೆಕ್ಕ ಹಾಕು
1122,lesen::V,аах,ಓದು
1123,malen::V,уруһуйдаа,ಬಿಡಿಸು
1124,zeichnen::V,уруһуйдаа,ಬಿಡಿಸು
1125,schreiben::V,суруй,ಬರೆ
1126,besitzen::V,баһылаа,ಒಡೆಯನಾಗಿರು
1127,kaufen::V,атыылас,ಕೊಳ್ಳು
1128,verkaufen::V,атыылаа,ಕೊಡು
1129,bezahlen::V,төлөө,ಬೆಲೆತೆರು
1130,zahlen::V,төлөө,ಹಣವನ್ನುಕೊಡು
1131,beherrschen::V,баһылаа,ಅಧಿಕಾರ ನಡೆಸು
1132,ertragen::V,тулуй,ಸಹಿಸು
