,Concept_ID,cv,da
120,Bucht::N,тинӗс кукӑрӗ,bugt
121,Insel::N,утрав,ø
122,Blume::N,чечек,blomst
123,Gras::N,курӑк,græs
124,Wurzel::N,тымар,rod
125,Baum::N,йывӑҫ,træ
126,Stamm::N,вулӑ,stamme
127,Rinde::N,хуйӑр,bark
128,Ast::N,турат,gren
129,Zweig::N,турат,kvist
130,Blatt::N,ҫулҫӑ,blad
131,Birke::N,хурӑн,birk
132,Kiefer[Baum]::N,хыр,fyrretræ
133,Weide[Baum]::N,хӑва,piletræ
134,Tanne::N,чӑрӑш,gran
135,Horn::N,мӑйрака,horn
136,Feder::N,тӗк,fjer
137,Fell::N,ҫӑм,skind
138,Flügel::N,ҫунат,vinge
139,Klaue::N,чӗрне,klov
140,Kralle::N,ура,klo
141,Schwanz::N,хӳре,hale
142,Ei::N,ҫӑмарта,æg
143,Nest::N,йӑва,rede
144,Bau::N,йӗнӗ,bo
145,Tier::N,выльӑх,dyr
146,Herde::N,кӗтӳ,flok
147,Kuh::N,ӗне,ko
148,Bulle::N,вӑкӑр,tyr
149,Pferd::N,лаша,hest
150,Schaf::N,сурӑх,får
151,Schwein::N,сысна,gris
152,Hund::N,йытӑ,hund
153,Katze::N,кушак,kat
154,Bär::N,упа,bjørn
155,Eichhörnchen::N,пакша,egern
156,Elch::N,пӑши,elg
157,Fuchs::N,тилӗ,ræv
158,Hase::N,куян,hare
159,Hase::N,мулкач,hare
160,Maus::N,шӑши,mus
161,Wolf::N,кашкӑр,ulv
162,Vogel::N,кайӑк,fugl
163,Vogel::N,вӗҫен кайӑк,fugl
164,Schwarm::N,ушкӑн,sværm
165,Huhn::N,чӑх,høne
166,Huhn::N,чӑхӑ,høne
167,Hahn::N,автан,hane
168,Gans::N,хур,gås
169,Adler::N,ӑмӑрт кайӑк,ørn
170,Ente::N,кӑвакал,and
171,Eule::N,тӑмана,ugle
172,Kranich::N,тӑрна,trane
173,Krähe::N,ула курак,krage
174,Kuckuck::N,куккук,gøg
175,Schwan::N,акӑш,svane
176,Fisch::N,пулӑ,fisk
177,Barsch::N,уланкӑ,aborre
178,Hecht::N,ҫӑрттан,gedde
179,Schlange[Tier]::N,ҫӗлен,slange
180,Wurm::N,ӑман,orm
181,Spinne::N,эрешмен,edderkop
182,Ameise::N,кӑткӑ,myre
183,Laus::N,пыйтӑ,lus
184,Mücke::N,вӑрӑм туна,myg
185,Fliege::N,шӑна,flue
186,Schmetterling::N,лӗпӗш,sommerfugl
187,Beere::N,ҫырла,bær
188,Apfel::N,улма,æble
189,Apfel::N,пан улми,æble
190,Pilz::N,кӑмпа,svamp
191,Zwiebel::N,сухан,løg
192,Saat::N,вӑрӑ,sæd
193,Korn::N,тӗшӗ,korn
194,Korn::N,пӗрчӗ,korn
195,Heu::N,утӑ,hø
196,Schale::N,хупӑ,skræl
197,Grube::N,шӑтӑк,grav
198,Falle::N,тапӑ,fælde
199,Falle::N,капкӑн,fælde
200,Schlinge::N,йӑлӑ,snare
201,Spur::N,йӗр,spor
202,Asche::N,кӗл,aske
203,Dreck::N,пылчӑк,snavs
204,Eisen::N,тимӗр,jern
205,Gold::N,ылтӑн,guld
206,Silber::N,кӗмӗл,sølv
207,Kohle::N,кӑмрӑк,kul
208,Glas::N,кӗленче,glas
209,Lehm::N,тӑм,ler
210,Sand::N,хӑйӑр,sand
211,Mensch::N,ҫын,mennesge
212,Mensch::N,этем,mennesge
213,Mann::N,ар,mand
214,Frau::N,хӗрарӑм,kvinde
215,Kind::N,ача,barn
216,Junge::N,ача,dreng
217,Junge::N,ар ҫын ача,dreng
218,Mädchen::N,хӗр ача,pige
219,Familie::N,ҫемье,familie
220,Familie::N,кил-йыш,familie
221,Großvater::N,кукаҫи,bedstefar
222,Großmutter::N,кукамай,bedstemor
223,Eltern::N,аҫа-ама,forældre
224,Vater::N,атте,far
225,Mutter::N,анне,mor
226,Sohn::N,ывӑл,søn
227,Tochter::N,хӗр,datter
228,Bruder::N,ар тӑван,bror
229,Schwester::N,аппа,søster
230,Schwester::N,йӑмӑк,søster
231,Onkel::N,мучи,onkel
232,Onkel::N,пичче,onkel
233,Tante::N,аппа,tante
234,Ehemann::N,упӑшка,ægtemand
235,Ehefrau::N,арӑм,hustru
236,Freude::N,савӑнӑҫ,glæde
237,Freude::N,хаваслӑх,glæde
238,Gelächter::N,кулӑ,latter
239,Glück::N,телей,lykke
240,Glück::N,ӑраскал,lykke
241,Kummer::N,хурлӑх,sorg
242,Wunsch::N,ӗмӗт,ønske
243,Wunsch::N,кӑмӑл,ønske
244,Lust::N,кӑмӑл,lyst
245,Geist::N,чун-чӗм,ånd
246,Geist::N,ыр-усал,ånd
247,Geist::N,чун хавалӗ,ånd
248,Gedanke::N,шухӑш,tanke
249,Gedächtnis::N,ас,hukommelse
250,Verstand::N,ӑс,forstand
251,Verstand::N,ӑс-тӑн,forstand
252,Verstand::N,ӑс-хакӑл,forstand
253,Sinn::N,тупсӑм,mening
254,Sinn::N,тупсӑм,betydning
255,Sinn::N,пӗлтерӗш,mening
256,Sinn::N,пӗлтерӗш,betydning
257,Grund::N,сӑлтав,grund
258,Wahrheit::N,чӑнлӑх,sandhed
259,Gespräch::N,калаҫу,samtale
260,Märchen::N,юмах,eventyr
261,Erzählung::N,акалав,fortælling
262,Erzählung::N,каласа пани,fortælling
263,Nachricht::N,хыпар,efterretning
264,Neuigkeit::N,ҫӗнӗ хыпар,nyhed
265,Name::N,ят,navn
266,Rätsel::N,сутмалли юмах,gåde
267,Rede::N,сӑмах,tale
268,Sprache::N,чӗлхе,sprog
269,Stimme::N,сасӑ,stemme
270,Wort::N,сӑмах,ord
271,Zeichen::N,паллӑ,tegn
272,Ruf::N,йыхрав,råb
273,Ruf::N,чӗнӳ,råb
274,Lärm::N,шав,larm
275,Laut::N,сасӑ,lyd
276,Ton::N,сасӑ,tone
277,Lied::N,юрӑ,sang
278,Ruhe::N,канӑҫлӑх,ro
279,Ruhe::N,канӑҫлӑх,hvile
280,Ruhe::N,лӑпкӑлӑх,ro
281,Ruhe::N,лӑпкӑлӑх,hvile
282,Leute::N,ҫамрӑксем,folk
283,Leute::N,ҫамрӑксем,mennesker
284,Leute::N,ҫамрӑк ҫынсем,folk
285,Leute::N,ҫамрӑк ҫынсем,mennesker
286,Volk::N,халӑх,folk
287,Arbeit::N,ӗҫхӗл,arbejde
288,Arbeit::N,ӗҫлев,arbejde
289,Gast::N,хӑна,gæst
290,Geschenk::N,парне,gave
291,Geschenk::N,кучченеҫ,gave
292,Spiel::N,вӑйӑ,leg
293,Gesellschaft::N,общество,selskab
294,Hilfe::N,пулӑшу,hjælp
295,Freund::N,тус,ven
296,Kamerad::N,юлташ,kammerat
297,Kamerad::N,тус,kammerat
298,Angelegenheit::N,ӗҫ,sag
299,Angelegenheit::N,ӗҫ,anliggende
300,Anzahl::N,йыш,antal
301,Anzahl::N,хисеп,antal
302,Art::N,тӗс,art
303,Stück::N,татӑк,stykke
304,Teil::N,пай,del
305,Hälfte::N,ҫурӑ,halvdel
306,Kreis::N,ункӑ,cirkel
307,Kreis::N,ҫавракӑш,cirkel
308,Kreuz::N,хӗрес,kors
309,Kreuz::N,хӗрес,kryds
310,Linie::N,йӗр,linie
311,Strich::N,йӗр,streg
312,Abstand::N,хушӑ,afstand
313,Entfernung::N,хушӑ,afstand
314,Gegend::N,вырӑн,egn
315,Platz::N,хутлӑх,plads
316,Ort::N,вырӑн,sted
317,Seite::N,ен,side
318,Seite::N,аяк,side
319,Seite::N,айӑк,side
320,Mitte::N,варӑ,midte
321,Gegenstand::N,япала,genstand
322,Sache::N,япала,sag
323,Rand::N,вӗҫ,rand
324,Rand::N,хӗрӗ,rand
325,Rand::N,хӗрри,rand
326,Kante::N,хайкача,kant
327,Kante::N,хысак,kant
328,Ecke::N,кӗтес,hjørne
329,Spitze::N,вӗҫ,spids
330,Ende::N,вӗҫ,ende
331,Loch::N,шӑтӑк,hul
332,Winkel::N,кӗтес,vinkel
333,Muster::N,эреш,mønster
334,Größe::N,пысӑкӑш,størrelse
335,Länge::N,вӑрӑмӑш,længde
336,Höhe::N,ҫӳллӗш,højde
337,Gewicht::N,виҫе,vægt
338,Gewicht::N,йывӑрӑш,vægt
339,Menge::N,йыш,mængde
340,Haufen::N,купа,bunke
341,Reihe::N,рет,række
342,Boot::N,кимӗ,båd
343,Ruder::N,кӗсмен,åre
344,Schlitten::N,ҫуна,kælk
345,Schlitten::N,ҫуна,slæde
346,Ski::N,йӗлтӗр,ski
347,Lagerfeuer::N,вут,lejrbål
348,Lagerfeuer::N,кӑвайт,lejrbål
349,Last::N,сулмаклӑх,last
350,Last::N,сулмаклӑх,byrde
351,Last::N,йывӑр япала,last
352,Last::N,йывӑр япала,byrde
353,Gang::N,куҫӑм,gang
354,Schritt::N,утӑм,skridt
355,Schritt::N,пусӑм,skridt
356,Norden::N,ҫурҫӗр,nord
357,Süden::N,кӑнтӑр,syd
358,Westen::N,анӑҫ,vest
359,Westen::N,хӗвел анӑҫ,vest
360,Osten::N,хӗвел тухӑҫ,øst
361,Holz::N,йывӑҫ,træ
362,Brett::N,хӑма,bræt
363,Platte::N,плита,plade
364,Stütze::N,ура,støtte
365,Stange::N,шерте,stang
366,Stock::N,патак,stok
367,Stab::N,шӑчӑ,stav
368,Rohr::N,пӑрӑх,rør
369,Haus::N,ҫурт,hus
370,Heim::N,кил,hjem
371,Ofen::N,кӑмака,ovn
372,Fußboden::N,урай,gulv
373,Tisch::N,сӗтел,bord
374,Stuhl::N,пукан,stol
375,Wiege::N,сӑпка,vugge
376,Bett::N,кравать,seng
377,Regal::N,ҫӳлӗк,reol
378,Regal::N,сентре,reol
379,Kiste::N,ещӗк,kasse
380,Kiste::N,сунтӑх,kasse
381,Fenster::N,чӳрече,vindue
382,Tür::N,алӑк,dør
383,Tor::N,хапха,port
384,Zaun::N,хӳме,stakit
385,Dach::N,тӑрӑ,tag
386,Leiter::N,пусма,stige
387,Besen::N,шӑпӑр,kost
388,Spaten::N,кӗреҫе,spade
389,Schaufel::N,кӗреҫе,skovl
390,Gabel::N,вилка,gaffel
391,Löffel::N,кашӑк,ske
392,Messer::N,ҫӗҫӗ,kniv
393,Nagel::N,пӑта,søm
394,Netz::N,тетел,net
395,Haken::N,йӑрхах,krog
396,Haken::N,ҫекӗл,krog
397,Griff::N,хӑлӑп,tag
398,Griff::N,хӑлӑп,håndtag
399,Schloss::N,ҫӑра,lås
400,Bild::N,сӑн,billede
401,Bild::N,сӑнлӑх,billede
402,Bild::N,картина,billede
403,Figur::N,кӗлетке,figur
404,Puppe::N,пукане,dukke
405,Beutel::N,михӗ,pose
406,Bündel::N,ҫыхӑ,bylt
407,Bündel::N,ҫыхӑ,bundt
408,Bündel::N,тӗрке,bylt
409,Bündel::N,тӗрке,bundt
410,Tasche::N,сумка,taske
411,Eimer::N,витре,spand
412,Deckel::N,хупӑ,låg
413,Geschirr::N,савӑт-сапа,husgeråd
414,Sack::N,михӗ,sæk
415,Tasse::N,курка,kop
416,Topf::N,кастрюль,gryde
417,Kessel::N,хуран,kedel
418,Essen::N,апат,måltid
419,Nahrung::N,апат-ҫимӗс,mad
420,Nahrung::N,апат-ҫимӗс,næring
421,Speise::N,апат,ret
422,Speise::N,ҫимӗҫ,ret
423,Fleisch::N,аш,kød
424,Fleisch::N,какай,kød
425,Getreide::N,тырӑ,korn
426,Brei::N,пӑтӑ,grød
427,Brot::N,ҫӑкӑр,brød
428,Scheibe::N,чӗлӗ,skive
429,Scheibe::N,касӑк,skive
430,Fett::N,ҫу,fedt
431,Butter::N,ҫу,smør
432,Öl::N,ҫу,olie
433,Salz::N,тӑвар,salt
434,Suppe::N,яшка,suppe
435,Honig::N,пыл,honning
436,Milch::N,сӗт,mælk
437,Tee::N,чей,te
438,Leder::N,сӑран,skind
439,Wolle::N,ҫӑм,uld
440,Stoff::N,тӗртӗм,stof
441,Nadel::N,йӗп,nål
442,Faden::N,ҫип,tråd
443,Knopf::N,тӳме,knap
444,Knoten::N,йӑлӑ,knude
445,Farbe::N,сӑрӑ,farve
446,Kleidung::N,тум,påklædning
447,Kleidung::N,ҫипуҫ,påklædning
448,Kleidung::N,тум-тир,påklædning
449,Hemd::N,кӗпе,skjorte
450,Kragen::N,ҫуха,krave
451,Ärmel::N,ҫанӑ,ærme
452,Hose::N,шӑлавар,bukser
453,Gürtel::N,пиҫиххи,bælte
454,Mütze::N,ҫӗлӗк,hue
455,Schuh::N,пушмак,sko
456,Schuh::N,ботинок,sko
457,Stiefel::N,атӑ,støvle
458,Ring::N,ҫӗрӗ,ring
459,Band::N,хаю,bånd
460,Band::N,йӗсме,bånd
461,Kamm::N,тура,kam
462,Spiegel::N,тӗкӗр,spejl
463,Spiegel::N,куҫ кӗски,spejl
464,Riemen::N,чӗн,rem
465,Schnur::N,кантра,snor
466,Leine::N,касмӑк,snor
467,Decke::N,утиял,tæppe
468,Kissen::N,ҫытар,pude
469,Kissen::N,минтер,pude
470,Tuch::N,тутӑр,sjaltørklæde
471,Handtuch::N,ал шӑлли,håndklæde
472,Kraft::N,вӑй,kraft
473,Kraft::N,хӑват,kraft
474,Stärke::N,хал,styrke
475,Stärke::N,хӑват,styrke
476,Gesundheit::N,хал,sundhed
477,Gesundheit::N,сывлӑх,sundhed
478,Krankheit::N,чир,sygdom
479,Schmerz::N,ырату,smerte
480,Wunde::N,суран,sår
481,Fieber::N,сив чир,feber
482,Arznei::N,эмел,medicin
483,Arznei::N,эмел,lægemiddel
484,Brücke::N,кӗпер,bro
485,Brunnen::N,ҫӑл,brønd
486,Brunnen::N,пусӑ,brønd
487,Weide::N,ҫаран,græsgang
488,Pfad::N,йӗр,sti
489,Pfad::N,сукмак,sti
490,Weg::N,ҫул,vej
491,Weg::N,ҫул-йӗр,vej
492,Straße::N,ҫӳрев,gade
493,Straße::N,ҫул ҫӳрени,gade
494,Dorf::N,ял,landsby
495,Stadt::N,хула,by
496,Brief::N,ҫыру,brev
497,Buch::N,кӗнеке,bog
498,Buchstabe::N,сас палли,bogstav
499,Zeitung::N,хаҫат,avis
500,Leben::N,пурнӑҫ,liv
501,Tod::N,вилӗм,død
502,Grab::N,масар шӑтӑкӗ,grav
503,Kirche::N,чиркӳ,kirke
504,Sünde::N,ҫылӑх,synd
505,Gott::N,турӑ,gud
506,Arbeiter::N,рабочи,arbejder
507,Chef::N,пуҫлӑх,chef
508,Meister::N,ӑста,mester
509,Meister::N,мастер,mester
510,Arzt::N,врач,læge
511,Arzt::N,тухтӑр,læge
512,Lehrer::N,учитель,lærer
513,Lehrer::N,вӗрентекен,lærer
514,Geld::N,укҫа,penge
515,Geschäft::N,бизнес,forretning
516,Laden::N,магазин,butik
517,Laden::N,магазин,forretning
518,Preis::N,хак,pris
519,Ware::N,тавар,vare
520,Nutzen::N,пайта,nytte
521,Reichtum::N,мул,rigdom
522,Welt::N,тӗнче,verden
523,Land::N,ҫӗр-шыв,land
524,Staat::N,патшàлӑх,stat
525,König::N,король,konge
526,Macht::N,власть,magt
527,Grenze::N,чикӗ,grænse
528,Krieg::N,вӑрҫӑ,krig
529,Feind::N,тӑшман,fjende
530,Gewalt::N,ирӗксӗрлӳ,vold
531,Kampf::N,кӗрешӳ,kamp
532,Bogen[Waffe]::N,ухӑ,bue
533,Pfeil::N,ҫӗмрен,pil
534,Pfeil::N,ухӑ йӗппи,pil
535,Gewehr::N,пӑшал,gevær
536,Fehler::N,йӑнӑш,fejl
537,Lüge::N,суя,løgn
538,Lüge::N,ултав,løgn
539,Schaden::N,сиен,skade
540,Unglück::N,шар,uheld
541,Unglück::N,шар,ulykke
542,Unglück::N,инкек,uheld
543,Unglück::N,инкек,ulykke
544,Schuld::N,айӑп,skyld
545,Alter::N,ҫул шучӗ,alder
546,Schluss::N,пӗтни,slut
547,Schluss::N,пӗтни,slutning
548,Schluss::N,пӗтмӗш,slut
549,Schluss::N,пӗтмӗш,slutning
550,Zeit::N,вӑхӑт,tid
551,Tag::N,кун,dag
552,Morgen::N,ир,morgen
553,Mittag::N,кӑнтӑрла,middag
554,Abend::N,каҫ,aften
555,Nacht::N,каҫ,nat
556,Woche::N,эрне,uge
557,Monat::N,уйӑх,måned
558,Jahr::N,ҫулталӑк,år
559,Frühling::N,ҫур,forår
560,Frühling::N,ҫуркунне,forår
561,Sommer::N,ҫу,sommer
562,Sommer::N,ҫулла,sommer
563,Herbst::N,кӗр,efterår
564,Herbst::N,кӗркунне,efterår
565,Winter::N,хӗл,vinter
566,Winter::N,хӗлле,vinter
567,Januar::N,январь,januar
568,Februar::N,февраль,februar
569,Februar::N,кӗҫӗн кӑрлач,februar
570,März::N,март,marts
571,März::N,пуш уйӑхӗ,marts
572,April::N,апрель,april
573,Mai::N,май,maj
574,Juni::N,июнь,juni
575,Juli::N,июль,juli
576,August::N,август,august
577,September::N,сентябрь,september
578,September::N,авӑн уйӑхӗ,september
579,Oktober::N,октябрь,oktober
580,November::N,ноябрь,november
581,Dezember::N,раштав,december
582,Dezember::N,декабрь,december
583,Montag::N,тунти кун,mandag
584,Dienstag::N,ытлари кун,tirsdag
585,Mittwoch::N,юн кун,onsdag
586,Donnerstag::N,кӗҫнерни кун,torsdag
587,Freitag::N,эрне кун,fredag
588,Samstag::N,шӑмат кун,lørdag
589,Sonntag::N,вырсарни кун,søndag
590,groß::A,пысӑк,stor
591,klein::A,пӗчӗк,lille
592,lang::A,вӑрӑм,lang
593,kurz::A,кӗске,kort
594,breit::A,сарлака,bred
595,schmal::A,ансӑр,smal
596,dicht::A,йӑвӑ,tæt
597,dick[Gegenstand]::A,хулӑн,tyk
598,dünn::A,ҫинҫе,tynd
599,dünn::A,ҫӳхе,tynd
600,fein::A,тарай,fin
601,fein::A,вӗлтӗрти,fin
602,fest::A,тӗреклӗ,fast
603,flach::A,лаптак,flad
604,glatt::A,такӑр,glat
605,hart::A,хытӑ,hård
606,weich::A,ҫемҫе,blød
607,rund::A,ҫавра,rund
608,spitz::A,шӗвӗр,spids
609,scharf::A,ҫивӗч,skarp
610,stumpf::A,мӑка,sløv
611,stumpf::A,мӑка,stump
612,stumpf::A,пуклак,sløv
613,stumpf::A,пуклак,stump
614,stumpf::A,тӗрӗнчӗк,sløv
615,stumpf::A,тӗрӗнчӗк,stump
616,stumpf::A,ӑнкарусӑр,sløv
617,stumpf::A,ӑнкарусӑр,stump
618,schwer::A,йывӑр,tung
619,schön::A,илемлӗ,skøn
620,heiß::A,вӗри,hed
621,warm::A,ӑшӑ,varm
622,kalt::A,сивӗ,kold
623,kühl::A,уҫӑ,kølig
624,frisch::A,уҫӑ,frisk
625,feucht::A,йӗпе,fugtig
626,nass::A,нӳрӗ,våd
627,trocken::A,типӗ,tør
628,voll::A,тулли,fuld
629,leer::A,пушӑ,tom
630,offen::A,уҫӑ,åben
631,geschlossen::A,хупӑ,lukket
632,sauber::A,таса,ren
633,schmutzig::A,пылчӑклӑ,snavset
634,schmutzig::A,вараланчӑк,snavset
635,roh::A,чӗрӗ,rå
636,reif::A,пулнӑ,moden
637,reif::A,пиҫӗхнӗ,moden
638,reif::A,аталаннӑ,moden
639,reif::A,пиҫсе ҫитнӗ,moden
640,lecker::A,тутлӑ,lækker
641,lecker::A,техӗмлӗ,lækker
642,süß::A,пылак,sød
643,bitter::A,йӳҫӗ,bitter
644,sauer::A,йӳҫӗ,sur
645,sauer::A,йӳҫек,sur
646,sauer::A,кӑвасак,sur
647,hell::A,ҫутӑ,lys
648,dunkel::A,тӗттӗм,mørk
649,schwarz::A,хура,sort
650,weiß::A,шурӑ,hvid
651,rot::A,хӗрлӗ,rød
652,gelb::A,сарӑ,gul
653,blau::A,кӑвак,blå
654,grün::A,симӗс,grøn
655,grün::A,пиҫмен,grøn
656,grün::A,ӑс пухман,grøn
657,grau::A,кӑвак,grå
658,bunt::A,чӑпар,broget
659,billig::A,йӳнӗ,billig
660,teuer::A,хаклӑ,dyr
661,wertvoll::A,паха,værdifuld
662,blind::A,суккӑр,blind
663,taub::A,хӑлхасӑр,døv
664,kräftig::A,хӑватлӑ,kraftig
665,stark::A,вирлӗ,stærk
666,schwach::A,халсӑр,svag
667,fett::A,самӑр,fed
668,fett::A,мӑнтӑр,fed
669,schlank::A,йӑрӑс,slank
670,schlank::A,яштака,slank
671,hübsch::A,хитре,køn
672,böse::A,усал,ond
673,böse::A,усал,slem
674,dumm::A,ухмах,dum
675,faul::A,наян,doven
676,faul::A,юлхав,doven
677,faul::A,ӳркенчӗк,doven
678,fleißig::A,хастар,flittig
679,geizig::A,хытӑ,gerrig
680,klug::A,ӑслӑ,klog
681,geschickt::A,ӑста,dygtig
682,geschickt::A,ӑста,behændig
683,lieb::A,савнӑ,rar
684,lustig::A,хаваслӑ,lystig
685,sanft::A,ачаш,blid
686,hungrig::A,выҫӑ,sulten
687,krank::A,чирлӗ,syg
688,nackt::A,ҫара,nøgen
689,traurig::A,салхуллӑ,bedrøvet
690,lebendig::A,чӗрӗ,levende
691,gut::A,аван,god
692,gut::A,лайӑх,god
693,schlecht::A,япӑх,dårlig
694,schlecht::A,начар,dårlig
695,richtig::A,тӗрӗс,rigtig
696,schlimm::A,йӗрӗнчӗк,slem
697,wahr::A,чӑн,sand
698,alt::A,кивӗ,gammel
699,neu::A,ҫӗнӗ,ny
700,ehemalig::A,пулнӑ,forhenværende
701,alt[Lebewesen]::A,ватӑ,gammel
702,jung::A,яш,ung
703,jung::A,ҫамрӑк,ung
704,arm::A,чухӑн,fattig
705,reich::A,пуян,rig
706,bekannt::A,пӗлӗш,kendt
707,berühmt::A,чаплӑ,berømt
708,fremd::A,ют,fremmed
709,verschieden::A,расна,forskellig
710,nah::A,ҫывӑх,nær
711,nah::A,ҫывӑхри,nær
712,fern::A,инҫе,fjern
713,fern::A,аякри,fjern
714,linker::A,сулахай,venstre
715,rechter::A,сылтӑм,højre
716,anderer::A,урӑх,anden
717,erster::A,пӗрремӗш,første
718,zweiter::A,иккӗмӗш,anden
719,dritter::A,виҫҫӗмӗш,tredje
720,letzter::A,юлашки,sidste
721,allein::ADV,пӗччен,alene
722,auf einmal::ADV,кӗмӗрккен,på én gang
723,zusammen::ADV,пӗрле,sammen
724,lange::ADV,вӑрах,længe
725,plötzlich::ADV,сасартӑк,pludselig
726,sofort::ADV,тӳрех,straks
727,später::ADV,кайран,senere
728,jetzt::ADV,халь,nu
729,jetzt::ADV,халӗ,nu
730,heute::ADV,паян,i dag
731,morgen::ADV,ыран,i morgen
732,bald::ADV,халех,snart
733,bald::ADV,кӗҫех,snart
734,dann::ADV,унтан,så
735,gestern::ADV,ӗнер,i går
736,einst::ADV,пӗррехинче,engang
737,damals::ADV,ун чухне,dengang
738,damals::ADV,апла пулсан,dengang
739,danach::ADV,унтан,derefter
740,vorher::ADV,малтан,før
741,vorher::ADV,малтан,forud
742,zuerst::ADV,пирвай,først
743,einmal::ADV,пӗррехинче,en gang
744,manchmal::ADV,хӑш чухне,sommetider
745,oft::ADV,тӑтӑш,ofte
746,immer::ADV,ялан,altid
747,niemals::ADV,нихӑҫан та,aldrig
748,hier::ADV,кунта,her
749,hierhin::ADV,кунта,hid
750,hierhin::ADV,кунта,herhen
