,Concept_ID,ab,mn
99,Regenbogen::N,ацəаҟəа,солонго
100,Donner::N,адыд,тэнгэрийн дуу
101,Strömung::N,аиасра,урсгал
102,Strömung::N,амҩасра,урсгал
103,Tropfen::N,ацəыкəбар,дусал
104,Schaum::N,ашəах,хөөс
105,Schmutz::N,алымт,хир
106,Schmutz::N,алымт,шавхай
107,See::N,аӡиа,нуур
108,Sumpf::N,аӡмах,намаг
109,Sumpf::N,аӡмах,балчиг
110,Wiese::N,адəы,нуга
111,Wald::N,абна,ой
112,Hügel::N,ахəы,болдог
113,Anhöhe::N,аҳаракыра,гүвээ
114,Berg::N,ашьха,уул
115,Gipfel::N,ацəқəа,орой
116,Gipfel::N,ацəқəа,оргил
117,Höhle::N,аҳаҧы,агуй
118,Abhang::N,анаара,хүр
119,Quelle::N,аҵҵырҭа,булаг
120,Bach::N,акəараҷҷа,горхи
121,Fluss::N,аӡиас,гол
122,Fluss::N,аӡиас,мөрөн
123,Ufer::N,ахықə,эрэг
124,Küste::N,ахықə,эрэг
125,Festland::N,абарра,хуурай газар
126,Meer::N,амшын,далай
127,Meer::N,амшын,тэнгис
128,Bucht::N,аӡбжьахала,булан
129,Bucht::N,аӡбжьахала,далайн тохой
130,Insel::N,адгьылбжьаха,арал
131,Blume::N,ашəҭ,цэцэг
132,Gras::N,аҳасакьын,өвс
133,Gras::N,аҳасакьын,ногоо
134,Wurzel::N,адац,үндэс
135,Baum::N,аҵла,мод
136,Stamm::N,ашьапы,иш
137,Stamm::N,ашьапы,гуалин
138,Rinde::N,ацəа,холтос
139,Ast::N,амахə,гишүү
140,Ast::N,амахəҭа,гишүү
141,Zweig::N,амахə,салаа
142,Zweig::N,амахəҭа,салаа
143,Blatt::N,абҕьы,навч
144,Birke::N,аҵааҵла,хус
145,Kiefer[Baum]::N,амза,нарс
146,Weide[Baum]::N,аҧслыш,уд
147,Weide[Baum]::N,аҧслыш,бургас
148,Tanne::N,аҧсаӡ,гачуур
149,Horn::N,атəыҩа,эвэр
150,Feder::N,ахӡы,өд
151,Fell::N,ацəа,арьс
152,Flügel::N,амҵəыжəа,жигүүр
153,Flügel::N,амҵəыжəа,далавч
154,Klaue::N,ашьапхыц,савар
155,Klaue::N,ашьапхыц,хумс
156,Schwanz::N,аҵыхəа,сүүл
157,Ei::N,акəтаӷь,өндөг
158,Nest::N,аҭра,үүр
159,Nest::N,аҵысҭра,үүр
160,Bau::N,аҭыҩра,нүх
161,Bau::N,аҭыҩра,элүү
162,Tier::N,аҧстəы,амьтан
163,Tier::N,аҧстəы,адгуус
164,Tier::N,агыгшəыг,амьтан
165,Tier::N,агыгшəыг,адгуус
166,Herde::N,агəарҭа,сүрэг
167,Kuh::N,ажə,үнээ
168,Bulle::N,ацə,бух
169,Pferd::N,аҽы,морь
170,Pferd::N,аҽы,адуу
171,Schaf::N,ауаса,хонь
172,Schwein::N,аҳəа,гахай
173,Hund::N,ала,нохой
174,Katze::N,ацгəы,муур
175,Katze::N,ацгəы,мигуй
176,Bär::N,амшə,баавгай
177,Eichhörnchen::N,аеш,хэрэм
178,Elch::N,аҽаҩа,хандгай
179,Fuchs::N,абгахəыҷы,үнэг
180,Hase::N,ажьа,туулай
181,Maus::N,аҳəынаҧ,хулгана
182,Wolf::N,абгаду,чоно
183,Vogel::N,аҧсаатə,шувуу
184,Huhn::N,акəты,тахиа
185,Hahn::N,арбаҕь,эр тахиа
186,Gans::N,аҟыз,галуу
187,Adler::N,ауарба,бүргэд
188,Ente::N,акəата,нугас
189,Eule::N,аты,ууль
190,Kranich::N,апҟа,тогоруу
191,Krähe::N,аҟəараан,хэрээ
192,Kuckuck::N,акəыкəу,хөхөө
193,Schwan::N,агьад,хун
194,Fisch::N,аҧсыӡ,загас
195,Barsch::N,ацəыбла,алгана
196,Hecht::N,ахиаала,цурхай
197,Schlange[Tier]::N,амаҭ,могой
198,Wurm::N,ахəа,өт
199,Wurm::N,ахəа,хорхой
200,Wurm::N,ахəац,өт
201,Wurm::N,ахəац,хорхой
202,Spinne::N,абызкаҭаҳа,аалз
203,Ameise::N,ашышкамс,шоргоолж
204,Laus::N,аҵа,бөөс
205,Mücke::N,акəыбры,шумуул
206,Fliege::N,амҵ,ялаа
207,Schmetterling::N,аҧарҧалыкь,эрвээхэй
208,Beere::N,аргуц,жимсгэнэ
209,Apfel::N,аҵəа,алим
210,Pilz::N,акəкəбаа,мөөг
211,Zwiebel::N,аџьымшьы,сонгино
212,Zwiebel::N,аџьымшьхы,сонгино
213,Saat::N,ажəла,тариа
214,Korn::N,арыц,үр
215,Korn::N,арыц,мөхлөг
216,Heu::N,аҭəа,өвс
217,Schale::N,ацəа,хальс
218,Grube::N,ажра,алам
219,Grube::N,ажра,нүх
220,Grube::N,атыша,алам
221,Grube::N,атыша,нүх
222,Falle::N,арыҧҟьа,хавх
223,Falle::N,арыҧҟьа,занга
224,Schlinge::N,аҟəараҟəантə,урхи
225,Spur::N,ашьҭа,мөр
226,Asche::N,ахəа,үнс
227,Dreck::N,аҳəынҵəа,хир
228,Dreck::N,аҟьамсар,хир
229,Eisen::N,аиха,төмөр
230,Gold::N,ахьы,алт
231,Silber::N,аразны,мөнгө
232,Kohle::N,арацəа,нүүрс
233,Glas::N,асаркьа,шил
234,Lehm::N,анышəаҧшь,шавар
235,Sand::N,аҧслымӡ,элс
236,Mensch::N,ауаҩы,хүн
237,Mann::N,ахаҵа,эр
238,Mann::N,ахаҵа,эрэгтэй
239,Frau::N,аҧҳəыс,эмэгтэй
240,Frau::N,аҧҳəыс,хатагтай
241,Kind::N,ахəыҷы,хүүхэд
242,Junge::N,аҷкəын,хүү
243,Junge::N,ахаҵарҧыс,хүү
244,Mädchen::N,аӡӷаб,охин
245,Mädchen::N,аӡӷаб,бүсгүй
246,Familie::N,аҭаацəа,айл
247,Großvater::N,абду,өвгөн аав
248,Großmutter::N,анду,эмэг эх
249,Großmutter::N,анду,эмгээ
250,Eltern::N,ани аби,эцэг эх
251,Vater::N,аб,аав
252,Vater::N,аб,эцэг
253,Mutter::N,ан,эх
254,Mutter::N,ан,ээж
255,Sohn::N,аҧа,хүү
256,Tochter::N,аҧҳа,охин
257,Bruder::N,аиашьа,ах
258,Bruder::N,аиашьа,дүү
259,Schwester::N,Аҳəшьа,эгч
260,Schwester::N,Аҳəшьа,охин дүү
261,Onkel::N,абиашьа,авга ах
262,Onkel::N,абиашьа,нагац ах
263,Onkel::N,аншьа,авга ах
264,Onkel::N,аншьа,нагац ах
265,Tante::N,абиаҳəшьа,авга эгч
266,Tante::N,абиаҳəшьа,нагац эгч
267,Ehemann::N,ахаҵа,нөхөр
268,Ehemann::N,аҧшəма,нөхөр
269,Ehefrau::N,аҧҳəыс,эхнэр
270,Ehefrau::N,аҧҳəыс,гэргий
271,Freude::N,агəырӷьара,баяр
272,Freude::N,агəырӷьара,баясгалан
273,Gelächter::N,ачча,инээдэм
274,Gelächter::N,аччара,инээдэм
275,Glück::N,аразҟы,жаргалан
276,Kummer::N,агəырҩа,гаслан
277,Wunsch::N,агəхəтəы,ерөөл
278,Wunsch::N,аҭахра,ерөөл
279,Lust::N,агəазыҳəара,дур
280,Lust::N,агəазыҳəара,хүсэл
281,Geist::N,аҧсы,оюун
282,Gedanke::N,ахəыцырҭа,сэтгэл
283,Gedächtnis::N,агəынкылара,ой
284,Gedächtnis::N,агəынкылара,цээж
285,Verstand::N,ахшыҩ,ухаан
286,Sinn::N,аҵакы,утга
287,Grund::N,амзыз,учир
288,Wahrheit::N,аиаша,үнэн
289,Gespräch::N,аиҿцәажәара,яриа
290,Märchen::N,алакə,явган үлгэр
291,Erzählung::N,ажәабжь,тууж
292,Nachricht::N,адырраҭара,мэдээ
293,Neuigkeit::N,ажәабжь ҿыц,сонин
294,Name::N,ахьӡ,нэр
295,Rätsel::N,ацуфара,оньсого
296,Rede::N,ажәа,хэлсэн үг
297,Sprache::N,абызшəа,хэл
298,Stimme::N,абжьы,дуу
299,Wort::N,ажәа,үг
300,Zeichen::N,адырга,тамга
301,Zeichen::N,адырга,тэмдэг
302,Ruf::N,аҿҭы,дуудлага
303,Lärm::N,ашьҭыбжь,шуугиан
304,Lärm::N,ашьҭыбжь,чимээ
305,Laut::N,ашьҭыбжь,анир
306,Laut::N,ашьҭыбжь,дуу
307,Ton::N,атон,авиа
308,Ton::N,атон,аялгуу
309,Lied::N,ашəа,дуу
310,Ruhe::N,аҭынчра,энх
311,Ruhe::N,аҭынчра,тайван
312,Leute::N,ауаа,хүмүүс
313,Volk::N,ажəлар,улс
314,Arbeit::N,аусура,ажил
315,Arbeit::N,аусура,хөдөлмөр
316,Gast::N,асас,зочин
317,Gast::N,асас,айлчин
318,Geschenk::N,аҳамҭа,бэлэг
319,Geschenk::N,аҿанҵа,бэлэг
320,Spiel::N,ахəмарра,наадам
321,Spiel::N,ахəмарра,тоглоом
322,Gesellschaft::N,агəыҧ,хамт байх
323,Hilfe::N,ацхыраара,тусламж
324,Freund::N,аҩыза,найз
325,Freund::N,аҩыза,нөхөр
326,Kamerad::N,Аҧхнагьла,хань
327,Kamerad::N,Аҧхнагьла,нөхөр
328,Angelegenheit::N,аус,хэрэг
329,Anzahl::N,ахыҧхьаӡара,тоо
330,Art::N,ахкы,төрөл
331,Art::N,ахкы,янз
332,Stück::N,аҽыҭ,хэсэг
333,Teil::N,ахəҭа,хувь
334,Teil::N,ахəҭа,хэсэг
335,Hälfte::N,абжа,хагас
336,Kreis::N,агьагьа,тойрог
337,Kreis::N,агьагьа,хүрээ
338,Kreuz::N,аџьар,загалмай
339,Linie::N,аицтәар,шугам
340,Strich::N,ацəаҳəа,зураас
341,Abstand::N,абжьара,зай
342,Entfernung::N,абжьара,зай
343,Entfernung::N,абжьара,хол ойр
344,Gegend::N,аҭыҧ,хавь
345,Gegend::N,аҭыҧ,газар
346,Platz::N,аҭыҧ,зай
347,Platz::N,аҭыҧ,завсар
348,Ort::N,аҭыҧ,газар
349,Ort::N,аҭыҧ,байр
350,Seite::N,аган,тал
351,Seite::N,аган,этгээд
352,Mitte::N,агəҭа,төв
353,Mitte::N,агəҭа,дунд
354,Gegenstand::N,амаҭəар,юм
355,Rand::N,аҵкар,зах
356,Rand::N,аҵкар,хөвөө
357,Kante::N,авардым,ирмэг
358,Ecke::N,акəакь,өнцөг
359,Spitze::N,аҧынҵа,үзүүр
360,Ende::N,анаӡара,зах
361,Ende::N,анаӡара,үзүүр
362,Loch::N,акылҵəара,цоорхой
363,Loch::N,акылҵəара,онгорхой
364,Winkel::N,агҿаҩра,өнцөг
365,Winkel::N,акəындхə,өнцөг
366,Winkel::N,акəакь,өнцөг
367,Muster::N,аҟҟа,хээ
368,Muster::N,аҟҟа,угалз
369,Größe::N,изаҟароу,хэмжээ
370,Länge::N,аура,урт
371,Höhe::N,агылара,өндөр
372,Gewicht::N,акапан,жин
373,Haufen::N,ачаҟəа,бөөн
374,Reihe::N,ацəаҳəа,эгнээ
375,Boot::N,анышь,завь
376,Ruder::N,ажəҩа,сэлүүр
377,Schlitten::N,ашəаҩауардын,чарга
378,Ski::N,ашəаҩа,цана
379,Ski::N,ашьахаха,цана
380,Lagerfeuer::N,еиқуу амца,түүдэг
381,Last::N,ахьанҭара,ачаа
382,Gang::N,аныҟəара,явдал
383,Schritt::N,ашьаҿа,алхам
384,Norden::N,аҩада,умар
385,Süden::N,алада,урд
386,Süden::N,алада,өмнө
387,Westen::N,амраҭашəара,өрнө
388,Westen::N,амраҭашəара,баруун
389,Osten::N,амрагылара,зүүн
390,Osten::N,амрагылара,дорно
391,Holz::N,амҿымаҭəахə,мод
392,Brett::N,аӷəы,банз
393,Platte::N,ахаҳәцәы,хавтан
394,Stütze::N,аҵаргəа,тулгуур
395,Stütze::N,аҵаргəа,тулга
396,Stütze::N,агəышьаҟа,тулгуур
397,Stütze::N,агəышьаҟа,тулга
398,Stange::N,акьат,сургааг
399,Stock::N,алаба,саваа
400,Stab::N,акьат,таяг
401,Rohr::N,абыкь,хоолой
402,Haus::N,аҩны,гэр
403,Haus::N,аҩны,байшин
404,Heim::N,аҭаацəа,гэр
405,Ofen::N,аҳақə,зуух
406,Ofen::N,аҳақə,пийшин
407,Ofen::N,ауаџьаҟ,зуух
408,Ofen::N,ауаџьаҟ,пийшин
409,Ofen::N,афрына,зуух
410,Ofen::N,афрына,пийшин
411,Fußboden::N,адашьма,шал
412,Tisch::N,аишәа,ширээ
413,Stuhl::N,аҟəардə,сандал
414,Wiege::N,агара,өлгий
415,Bett::N,акаруаҭ,ор
416,Regal::N,акыӷəра,тавиур
417,Kiste::N,аидчаҧала,авдар
418,Kiste::N,аидчаҧала,хайрцаг
419,Fenster::N,аҧенџьыр,гэгээвч
420,Tür::N,ашə,үүд
421,Tür::N,ашə,хаалга
422,Tor::N,агəашə,хаалга
423,Zaun::N,аанда,хашаа
424,Dach::N,ахыб,дээвэр
425,Leiter::N,амардуан,шат
426,Besen::N,аҧссага,хамуур
427,Besen::N,аҧссага,туужуу
428,Spaten::N,ажыга,хүрз
429,Schaufel::N,аҭəарӷəы,хүрз
430,Gabel::N,ачқьыҧ,сэрээ
431,Löffel::N,амҳаҵə,халбага
432,Messer::N,аҳəызба,хутга
433,Nagel::N,аҵəымӷ,хадаас
434,Netz::N,акаҭа,өөш
435,Netz::N,акаҭа,тор
436,Haken::N,аҵəаҳə,гох
437,Griff::N,амаа,иш
438,Griff::N,амаа,сэнж
439,Schloss::N,асаҧаҭ,цуурга
440,Schloss::N,асаҧаҭ,цоож
441,Bild::N,асахьа,зураг
442,Figur::N,афигура,баримал
443,Puppe::N,акьанџьа,хүүхэлдэй
444,Beutel::N,асакь,агсаа
445,Beutel::N,асакь,уут
446,Bündel::N,аҿаҳəара,боодол
447,Tasche::N,арҭмаҟ,цүнх
448,Eimer::N,аведра,хөнөг
449,Eimer::N,аведра,хувин
450,Deckel::N,ахҩа,таг
451,Deckel::N,ахҩа,хавхаг
452,Geschirr::N,ачысмаҭəа,сав суулга
453,Sack::N,асакь,шуудай
454,Tasse::N,аҵəца,аяга
455,Topf::N,акаструлиа,тогоо
456,Kessel::N,ачуан,тогоо
457,Nahrung::N,афатə,хүнс
458,Speise::N,афатə,идээ
459,Fleisch::N,акəац,мах
460,Getreide::N,ачакуа,будаа
461,Brei::N,ақашь,богшмол
462,Brei::N,ақашь,будаа
463,Brot::N,ача,талх
464,Scheibe::N,аҽыҭ,зүсэм
465,Scheibe::N,аҽыҭ,хэрчим
466,Scheibe::N,аҿаҵа,зүсэм
467,Scheibe::N,аҿаҵа,хэрчим
468,Fett::N,ашша,өөх
469,Butter::N,ахəша,тос
470,Öl::N,азеҭ,тос
471,Salz::N,аџьыка,давс
472,Suppe::N,асуҧ,шөл
473,Honig::N,ацха,бал
474,Milch::N,ахш,сүү
475,Tee::N,ачаи,цай
476,Leder::N,ацəа,арьс
477,Leder::N,ацəа,савхи
478,Wolle::N,аласа,ноос
479,Wolle::N,аласа,унгас
480,Stoff::N,Аба,бөс
481,Nadel::N,агəыр,зүү
482,Faden::N,арахəыц,боолт
483,Faden::N,арахəыц,утас
484,Knopf::N,аҳəынҵəра,товч
485,Knoten::N,аиқəҳəала,зангилаа
486,Farbe::N,ашəыга,будаг
487,Kleidung::N,амаҭəа,хувцас
488,Hemd::N,акьаҿ,цамц
489,Kragen::N,ахəда,зах заам
490,Ärmel::N,амаӷра,ханцуй
491,Hose::N,аиқəа,өмд
492,Gürtel::N,амаҟа,бүс
493,Mütze::N,ахылҧа,малгай
494,Mütze::N,ахылҧа,бүрх
495,Schuh::N,аимаа,туфли
496,Stiefel::N,амагə,гутал
497,Ring::N,амацəаз,бөгж
498,Band::N,алента,тууз
499,Kamm::N,ахҳəа,сам
500,Spiegel::N,асаркьа,толь
501,Riemen::N,аа,тасам
502,Riemen::N,аа,сур
503,Schnur::N,ашаха,татлага
504,Leine::N,аҕура,оосор
505,Decke::N,ахыза,хөнжил
506,Decke::N,ахыза,хучлага
507,Kissen::N,ахчы,дэр
508,Tuch::N,акасы,алчуур
509,Tuch::N,акасы,даавуу
510,Handtuch::N,ампахьшьы,алчуур
511,Kraft::N,амч,чадал
512,Kraft::N,амч,хүч
513,Stärke::N,амч,эрч
514,Stärke::N,амч,тэнхээ
515,Gesundheit::N,агəабзиара,бие
516,Gesundheit::N,агəабзиара,эрүүл мэнд
517,Krankheit::N,ачымазара,эмгэг
518,Schmerz::N,ахьаа,өвчин
519,Wunde::N,ахəра,шарх
520,Fieber::N,ашоура,халуун
521,Arznei::N,ахəшə,эм
522,Brücke::N,ацҳа,гүүр
523,Brunnen::N,аҵыџь,худаг
524,Weide::N,аҳəырҭа,бэлчээр
525,Pfad::N,амхəасҭа,жим
526,Pfad::N,амхəасҭа,зөрөг
527,Weg::N,амҩа,зам
528,Weg::N,амҩа,харгуй
529,Straße::N,амҩа,зам
530,Straße::N,амҩа,харгуй
531,Dorf::N,ақыҭа,тосгон
532,Dorf::N,ақыҭа,гацаа
533,Stadt::N,ақалақь,хот
534,Brief::N,ашəҟəы,захидал
535,Brief::N,ашəҟəы,захиа
536,Buch::N,ашəҟəы,ном
537,Buch::N,ашəҟəы,бичиг
538,Buchstabe::N,анбан,үсэг
539,Zeitung::N,агазеҭ,сонин
540,Leben::N,аҧсҭазаара,амь
541,Leben::N,аҧсҭазаара,амьдрал
542,Tod::N,аҧсра,үхэл
543,Grab::N,анышəынҭра,булш
544,Kirche::N,ауахəама,сүм
545,Sünde::N,агəнаҳа,нүгэл
546,Sünde::N,агəнаҳа,хилэнц
547,Gott::N,анцəа,бурхан
548,Arbeiter::N,аусуҩ,ажилчин
549,Arbeiter::N,аусуҩ,хөдөлмөрчин
550,Chef::N,Аиҳабы,дарга
551,Meister::N,аҟаза,дархан
552,Arzt::N,аҳақьым,эмч
553,Lehrer::N,арҵаҩы,багш
554,Geld::N,аҧара,цаас
555,Geld::N,аҧара,мөнгө
556,Laden::N,амагазин,дэлгүүр
557,Preis::N,ахə,үнэ
558,Ware::N,атауар,таваар
559,Ware::N,атауар,бараа
560,Nutzen::N,ақьар,ашиг
561,Reichtum::N,абеиара,баялаг
562,Welt::N,адунеи,дэлхий
563,Welt::N,адунеи,орчлон
564,Land::N,атəыла,улс
565,Land::N,атəыла,орон
566,Staat::N,аҳəынҭқарра,төр
567,Staat::N,аҳəынҭқарра,гүрэн
568,König::N,акрал,ван
569,Macht::N,амчра,засаг
570,Grenze::N,аҳəаа,хил
571,Krieg::N,аибашьра,дайн
572,Feind::N,Аҕа,дайсан
573,Gewalt::N,ақəымчра,хүчирхэх
574,Kampf::N,ақəҧара,тэмцэл
575,Kampf::N,ақəҧара,байлдаан
576,Bogen[Waffe]::N,ахыц,нум
577,Pfeil::N,ахəымпал,годил
578,Pfeil::N,ахəымпал,сум
579,Gewehr::N,ашəақь,буу
580,Fehler::N,агха,эндэл
581,Fehler::N,агха,алдаа
582,Lüge::N,амц,худал
583,Schaden::N,аҧырхага,хор
584,Schaden::N,аҧырхага,хөнөөл
585,Unglück::N,арыцҳара,гай
586,Unglück::N,арыцҳара,гамшиг
587,Schuld::N,ахара,гэм
588,Schuld::N,ахара,буруу
589,Alter::N,ақəра,нас
590,Schluss::N,анҵəамҭа,эцэс
591,Schluss::N,анҵəамҭа,төгсгөл
592,Zeit::N,аамта,цаг
593,Tag::N,амш,өдөр
594,Morgen::N,ашара,өглөө
595,Morgen::N,ашьыбжь,өглөө
596,Mittag::N,шьыбжьон,үд
597,Abend::N,ахəылҧаз,үдэш
598,Abend::N,ахəлбыҽха,үдэш
599,Nacht::N,аҵх,шөнө
600,Woche::N,амчыбжь,долоо хоног
601,Frühling::N,ааҕын,хавар
602,Sommer::N,аҧхын,зун
603,Herbst::N,ҭагалан,намар
604,Herbst::N,хкаарачан,намар
605,Winter::N,аӡын,өвөл
606,Januar::N,ианвар,нэгдүгээр сар
607,Februar::N,февраль,хоёрдугаар сар
608,März::N,март,гуравдугаар сар
609,April::N,апрель,дөрөвдүгээр сар
610,Mai::N,маи,тавдугаар сар
611,Juni::N,иуун,зургаадугаар сар
612,Juli::N,иууль,долдугаар сар
613,August::N,август,наймдугаар сар
614,September::N,сентиабр,есдүгээр сар
615,Oktober::N,октиабр,аравдугаар сар
616,November::N,ноиабр,арван нэгдүгээр сар
617,Dezember::N,декабр,арван хоёрдугаар сар
618,Montag::N,ашəахьа,даваа
619,Dienstag::N,аҩаша,мягмар
620,Mittwoch::N,ахаша,лхагва
621,Donnerstag::N,аҧшьаша,пүрэв
622,Freitag::N,ахəаша,баасан
623,Samstag::N,асабша,бямба
624,Sonntag::N,амҽыша,ням
625,groß::A,аду,их
626,groß::A,аду,том
627,klein::A,амаҷ,бага
628,klein::A,амаҷ,жаахан
629,lang::A,ахəхəа,урт
630,kurz::A,акьаҿ,охор
631,kurz::A,акьаҿ,богино
632,breit::A,аиужь,өргөн
633,breit::A,аиҵых,өргөн
634,schmal::A,аҭшəа,уйтан
635,schmal::A,аҭшəа,нарийн
636,dicht::A,аилач,нягт
637,dicht::A,аилач,чигжүү
638,dick[Gegenstand]::A,ажəпа,зузаан
639,fein::A,апа,нарийн
640,fein::A,аҵаӷа,нарийн
641,fein::A,аӡа,нарийн
642,fest::A,аҟаца,бөх
643,fest::A,аҟаца,хатуу
644,fest::A,аӷəӷəаҟаца,бөх
645,fest::A,аӷəӷəаҟаца,хатуу
646,flach::A,ақəаҟьа,хавтгай
647,flach::A,аҧаҟьа,хавтгай
648,glatt::A,аимаҩзы,цагаан
649,hart::A,акьакьа,хатуу
650,weich::A,атата,зөөлөн
651,rund::A,акəмпыл,дугуй
652,rund::A,акəмпыл,дугариг
653,spitz::A,аҵар,шовх
654,spitz::A,аҵар,шовгор
655,scharf::A,аҵар,хурц
656,scharf::A,аҵар,иртэй
657,stumpf::A,ацагə,мохоо
658,schwer::A,ахьанҭа,хүнд
659,schön::A,аҧшӡа,гуа
660,schön::A,аҧшӡа,сайхан
661,heiß::A,ашы,халуун
662,warm::A,аҧха,дулаан
663,kalt::A,ахьшəашəа,хүйтэн
664,kühl::A,ахьшəашəа,сэрүүн
665,kühl::A,ицәыхьшәашәоу,сэрүүн
666,frisch::A,цқьа,эрүүл
667,frisch::A,цқьа,жихүүн
668,feucht::A,ацəаак,чийгтэй
669,nass::A,абааӡа,нойтон
670,trocken::A,Аба,хатсан
671,trocken::A,аҩа,хатсан
672,voll::A,азна,дүүрэн
673,leer::A,аҭацəы,хоосон
674,offen::A,аарта,онгорхой
675,geschlossen::A,ихҩоу,битүү
676,geschlossen::A,ихҩоу,хаалтай
677,geschlossen::A,иаркыу,битүү
678,geschlossen::A,иаркыу,хаалтай
679,sauber::A,ацқьа,цэвэр
680,sauber::A,ацқьа,хиргүй
681,schmutzig::A,аҟьашь,бохир
682,schmutzig::A,аҟьашь,хиртэй
683,reif::A,Арҭ,болсон
684,reif::A,аҟала,болсон
685,reif::A,иҟалахьоу,болсон
686,lecker::A,ахаа,амттай
687,süß::A,азла,амттай
688,süß::A,азла,чихэрлэг
689,bitter::A,аша,гашуун
690,sauer::A,аҵəҵəы,эсгэлэн
691,hell::A,алаша,гэгээн
692,hell::A,алаша,гэрэлтэй
693,dunkel::A,алашьца,бараан
694,dunkel::A,алашьца,харанхуй
695,schwarz::A,аиқуаҵәа,хар
696,weiß::A,ашкəакəа,цагаан
697,rot::A,аҟаҧшь,улаан
698,gelb::A,аҩеижь,шар
699,blau::A,аҽҵәа,хөх
700,blau::A,аҽҵәа,цэнхэр
701,grün::A,ашьацҧшҭəала,ногоон
702,grün::A,аеҵəа,ногоон
703,grau::A,ацəыш,орог
704,grau::A,ацəыш,саарал
705,bunt::A,Аилыҕраа,эрээн
706,bunt::A,аҕраҷкəын,эрээн
707,billig::A,амариа,хямд
708,teuer::A,амҩан,үнэтэй
