,Concept_ID,hu,ar
61,Geruch::N,szag,رائحة
62,Schlaf::N,álom,نوم
63,Schlaf::N,álom,منام
64,Schlaf::N,alvás,نوم
65,Schlaf::N,alvás,منام
66,Traum::N,álom,حلم
67,Himmel::N,ég,سماء
68,Himmel::N,menny,سماء
69,Sonne::N,nap,شمس
70,Mond::N,hold,قمر
71,Stern::N,csillag,نجم
72,Stern::N,csillag,كوكب
73,Luft::N,levegő,هواء
74,Wind::N,szél,ريح
75,Welle::N,hullám,موجة
76,Wasser::N,víz,ماء
77,Stein::N,kő,حجر
78,Boden::N,föld,تراب
79,Boden::N,talaj,تراب
80,Erde::N,föld,أرض
81,Staub::N,por,غبار
82,Rauch::N,füst,دخان
83,Funke::N,szikra,شرارة
84,Feuer::N,tűz,نار
85,Licht::N,fény,نور
86,Licht::N,fény,ضوء
87,Schatten::N,árnyék,ظل
88,Schatten::N,árnyék,فيء
89,Wetter::N,idő,جو
90,Wetter::N,idő,طقس
91,Wetter::N,időjárás,جو
92,Wetter::N,időjárás,طقس
93,Nebel::N,köd,ضباب
94,Wolke::N,felhő,غيمة
95,Wolke::N,felhő,سحابة
96,Regen::N,eső,مطر
97,Schnee::N,hó,ثلج
98,Eis::N,jég,جليد
99,Frost::N,fagy,صقيع
100,Kälte::N,hideg,برد
101,Hitze::N,hő,حر
102,Hitze::N,hő,حرارة
103,Hitze::N,hőség,حر
104,Hitze::N,hőség,حرارة
105,Raureif::N,zúzmara,صقيع
106,Regenbogen::N,szivárvány,قوس قزح
107,Donner::N,dörgés,رعد
108,Donner::N,mennydörgés,رعد
109,Strömung::N,áramlat,تيار
110,Tropfen::N,csepp,قطرة
111,Schaum::N,hab,زبد
112,Schaum::N,hab,رغوة
113,Schaum::N,tajték,زبد
114,Schaum::N,tajték,رغوة
115,Schmutz::N,piszok,وسخ
116,See::N,tó,بحيرة
117,Sumpf::N,mocsár,مستنقع
118,Moor::N,láp,مستنقع
119,Wiese::N,rét,مرج
120,Wiese::N,mező,مرج
121,Wald::N,erdő,غابة
122,Hügel::N,domb,تل
123,Anhöhe::N,magaslat,تل
124,Berg::N,hegy,جبل
125,Gipfel::N,csúcs,قمة
126,Höhle::N,barlang,كهف
127,Abhang::N,lejtő,منحدر
128,Quelle::N,forrás,منبع
129,Bach::N,patak,مجرى
130,Fluss::N,folyó,نهر
131,Ufer::N,part,ضفة
132,Küste::N,tengerpart,ساحل
133,Festland::N,szárazföld,بر
134,Meer::N,tenger,بحر
135,Bucht::N,öböl,خليج
136,Insel::N,sziget,جزيرة
137,Blume::N,virág,زهرة
138,Gras::N,fű,حشيش
139,Wurzel::N,gyökér,أصل
140,Baum::N,fa,شجرة
141,Stamm::N,tő,جذع
142,Stamm::N,törzs,جذع
143,Rinde::N,kéreg,قشرة
144,Ast::N,ág,فرع
145,Zweig::N,gally,غصن
146,Blatt::N,levél,ورقة
147,Birke::N,nyír,قضبان
148,Kiefer[Baum]::N,fenyő,صنوبرة
149,Weide[Baum]::N,fűz,صفصاف
150,Tanne::N,fenyő,شوح
151,Tanne::N,fenyő,تبوب
152,Horn::N,szarv,قرن
153,Feder::N,toll,ريشة
154,Fell::N,szőr,فرو
155,Fell::N,bunda,فرو
156,Flügel::N,szárny,جناح
157,Klaue::N,köröm,مخلب
158,Kralle::N,karom,مخلب
159,Schwanz::N,farok,ذيل
160,Ei::N,tojás,بيض
161,Nest::N,fészek,عش
162,Bau::N,odú,جحر
163,Tier::N,állat,حيوان
164,Herde::N,nyáj,قطيع
165,Herde::N,csorda,قطيع
166,Kuh::N,tehén,بقرة
167,Bulle::N,bika,ثور
168,Pferd::N,ló,خيل
169,Schaf::N,juh,شاة
170,Schaf::N,birka,شاة
171,Schwein::N,sertés,خنزير
172,Hund::N,eb,كلب
173,Hund::N,kutya,كلب
174,Katze::N,macska,قطة
175,Bär::N,medve,دب
176,Eichhörnchen::N,mókus,سنجاب
177,Elch::N,jávorszarvas,موظ
178,Fuchs::N,róka,ثعلب
179,Hase::N,nyúl,أرنب
180,Maus::N,egér,فأرة
181,Wolf::N,farkas,ذئب
182,Vogel::N,madár,طير
183,Schwarm::N,raj,سرب
184,Huhn::N,tyúk,دجاجة
185,Hahn::N,kakas,ديك
186,Gans::N,lúd,وزة
187,Gans::N,liba,وزة
188,Adler::N,sas,نسر
189,Ente::N,kacsa,بطة
190,Eule::N,bagoly,بوم
191,Kranich::N,daru,كركي
192,Krähe::N,varjú,غراب
193,Kuckuck::N,kakukk,وقواق
194,Schwan::N,hattyú,إوز عراقي
195,Fisch::N,hal,سمك
196,Barsch::N,sügér,فرخ أوربي
197,Hecht::N,csuka,سمك الكراكي
198,Schlange[Tier]::N,kígyó,حية
199,Schlange[Tier]::N,kígyó,ثعبان
200,Wurm::N,kukac,دودة
201,Spinne::N,pók,عنكبوت
202,Ameise::N,hangya,نملة
203,Laus::N,tetű,قملة
204,Mücke::N,szúnyog,ناموسة
205,Fliege::N,légy,ذبابة
206,Schmetterling::N,lepke,فراشة
207,Schmetterling::N,pillangó,فراشة
208,Beere::N,bogyó,حبة
209,Apfel::N,alma,تفاح
210,Pilz::N,gomba,فطر
211,Zwiebel::N,hagyma,بصل
212,Saat::N,vetőmag,زرع
213,Korn::N,mag,حبة
214,Korn::N,szem,حبة
215,Heu::N,széna,دريس
216,Schale::N,héj,قشرة
217,Grube::N,verem,نقرة
218,Falle::N,csapda,فخ
219,Falle::N,csapda,مصيدة
220,Schlinge::N,tőr,عروة
221,Spur::N,nyom,أثر
222,Asche::N,hamu,رماد
223,Dreck::N,sár,قذر
224,Dreck::N,piszok,قذر
225,Eisen::N,vas,حديد
226,Gold::N,arany,ذهب
227,Silber::N,ezüst,فضة
228,Kohle::N,szén,فحم
229,Glas::N,üveg,زجاج
230,Lehm::N,agyag,طين
231,Lehm::N,vályog,طين
232,Sand::N,homok,رمل
233,Mensch::N,ember,إنسان
234,Mann::N,úr,رجل
235,Mann::N,férfi,رجل
236,Frau::N,nő,امرأة
237,Frau::N,asszony,امرأة
238,Kind::N,gyerek,طفل
239,Kind::N,gyermek,طفل
240,Junge::N,fiú,ولد
241,Mädchen::N,lány,بنت
242,Familie::N,család,عائلة
243,Großvater::N,nagyapa,جد
244,Großmutter::N,nagyanya,جدة
245,Eltern::N,szülők,أبوان
246,Eltern::N,szülők,والدان
247,Vater::N,apa,أب
248,Vater::N,atya,أب
249,Mutter::N,anya,أم
250,Sohn::N,fiú,إبن
251,Tochter::N,lány,بنت
252,Tochter::N,lány,إبنة
253,Bruder::N,fivér,أخ
254,Bruder::N,fivér,شقيق
255,Bruder::N,testvér,أخ
256,Bruder::N,testvér,شقيق
257,Schwester::N,nővér,أخت
258,Schwester::N,lánytestvér,أخت
259,Onkel::N,nagybácsi,عم
260,Tante::N,nagynéni,عمة
261,Ehemann::N,férj,زوج
262,Ehefrau::N,feleség,زوجة
263,Freude::N,öröm,فرح
264,Freude::N,öröm,سرور
265,Gelächter::N,nevetés,قهقهة
266,Gelächter::N,hahotázás,قهقهة
267,Glück::N,boldogság,سعادة
268,Kummer::N,bánat,غم
269,Wunsch::N,óhaj,منية
270,Lust::N,kedv,شهوة
271,Geist::N,elme,روح
272,Geist::N,szellem,روح
273,Gedanke::N,gondolat,فكرة
274,Gedächtnis::N,emlékezet,ذاكرة
275,Verstand::N,ész,عقل
276,Verstand::N,értelem,عقل
277,Sinn::N,értelem,معنى
278,Grund::N,ok,سبب
279,Grund::N,alap,سبب
280,Wahrheit::N,igaz,حقيقة
281,Wahrheit::N,igazság,حقيقة
282,Gespräch::N,beszélgetés,محادثة
283,Märchen::N,mese,خرافة
284,Erzählung::N,elbeszélés,قصة
285,Erzählung::N,elbeszélés,حكاية
286,Nachricht::N,hír,خبر
287,Nachricht::N,híradás,خبر
288,Neuigkeit::N,újság,خبر جديد
289,Name::N,név,اسم
290,Rätsel::N,rejtvény,لغز
291,Rede::N,beszéd,خطبة
292,Rede::N,szónoklat,خطبة
293,Sprache::N,nyelv,لغة
294,Stimme::N,hang,صوت
295,Wort::N,szó,كلمة
296,Zeichen::N,jel,رمز
297,Zeichen::N,jel,إشارة
298,Ruf::N,kiáltás,نداء
299,Lärm::N,zaj,صخب
300,Lärm::N,zaj,ضجة
301,Laut::N,hang,صوت
302,Ton::N,hang,نغمة
303,Lied::N,dal,أغنية
304,Lied::N,ének,أغنية
305,Ruhe::N,csend,هدوء
306,Ruhe::N,nyugalom,هدوء
307,Leute::N,emberek,ناس
308,Volk::N,nép,شعب
309,Arbeit::N,dolog,عمل
310,Gast::N,vendég,ضيف
311,Geschenk::N,ajándék,هدية
312,Spiel::N,játék,لعب
313,Gesellschaft::N,társaság,صحبة
314,Hilfe::N,segítség,عون
315,Hilfe::N,segítség,مساعدة
316,Freund::N,barát,صديق
317,Kamerad::N,társ,زميل
318,Angelegenheit::N,ügy,أمر
319,Angelegenheit::N,ügy,شأن
320,Anzahl::N,szám,عدد
321,Art::N,faj,نوع
322,Art::N,fajta,نوع
323,Stück::N,darab,قطعة
324,Teil::N,rész,قسم
325,Hälfte::N,fél,نصف
326,Kreis::N,kör,دائرة
327,Kreuz::N,kereszt,صليب
328,Linie::N,vonal,خط
329,Strich::N,vonás,شرطة
330,Abstand::N,köz,مسافة
331,Entfernung::N,távolság,بعد
332,Gegend::N,táj,ناحية
333,Gegend::N,vidék,ناحية
334,Platz::N,hely,فراغ
335,Ort::N,hely,مكان
336,Seite::N,fél,جانب
337,Seite::N,oldal,جانب
338,Mitte::N,közép,وسط
339,Gegenstand::N,tárgy,موضوع
340,Sache::N,dolog,شيء
341,Rand::N,szél,حافة
342,Rand::N,perem,حافة
343,Rand::N,szegély,حافة
344,Kante::N,él,حافة
345,Ecke::N,sarok,ركن
346,Ecke::N,szöglet,ركن
347,Spitze::N,csúcs,سن
348,Ende::N,vég,طرف
349,Loch::N,lyuk,ثقب
350,Winkel::N,szög,زاوية
351,Muster::N,minta,عينة
352,Größe::N,nagyság,حجم
353,Länge::N,hossz,طول
354,Länge::N,hosszúság,طول
355,Höhe::N,magasság,علو
356,Höhe::N,magasság,ارتفاع
357,Gewicht::N,súly,وزن
358,Menge::N,sokaság,كمية
359,Menge::N,mennyiség,كمية
360,Haufen::N,halom,كوم
361,Reihe::N,sor,صف
362,Boot::N,csónak,قارب
363,Boot::N,csónak,زورق
364,Ruder::N,evező,مجذاف
365,Schlitten::N,szánkó,مزلقة
366,Ski::N,sí,زلاجة
367,Lagerfeuer::N,tábortűz,نار المخيم
368,Last::N,teher,حمل
369,Gang::N,járás,مشية
370,Schritt::N,lépés,خطوة
371,Norden::N,észak,شمال
372,Süden::N,dél,جنوب
373,Westen::N,nyugat,غرب
374,Osten::N,kelet,شرق
375,Holz::N,fa,خشب
376,Brett::N,deszka,لوح
377,Platte::N,lap,صفيحة
378,Platte::N,lemez,صفيحة
379,Stütze::N,támasz,سند
380,Stütze::N,támasz,دعامة
381,Stütze::N,támaszték,سند
382,Stütze::N,támaszték,دعامة
383,Stange::N,rúd,عود
384,Stange::N,pózna,عود
385,Stock::N,pálca,عصا
386,Stab::N,bot,قضيب
387,Rohr::N,cső,أنبوبة
388,Haus::N,ház,دار
389,Haus::N,ház,بيت
390,Heim::N,otthon,بيت
391,Heim::N,otthon,مسكن
392,Ofen::N,kályha,مدفأة
393,Fußboden::N,padló,أرضية
394,Tisch::N,asztal,مائدة
395,Stuhl::N,szék,كرسي
396,Wiege::N,bölcső,مهد
397,Bett::N,ágy,سرير
398,Regal::N,polc,رف
399,Regal::N,állvány,رف
400,Kiste::N,láda,صندوق
401,Fenster::N,ablak,شباك
402,Fenster::N,ablak,نافذة
403,Tür::N,ajtó,باب
404,Tor::N,kapu,بوابة
405,Zaun::N,kerítés,سياج
406,Dach::N,tető,سطح
407,Leiter::N,létra,سلم
408,Besen::N,seprű,مكنسة
409,Spaten::N,ásó,مسحاة
410,Schaufel::N,lapát,مجرفة
411,Gabel::N,villa,شوكة
412,Löffel::N,kanál,ملعقة
413,Messer::N,kés,سكين
414,Nagel::N,szeg,مسمار
415,Netz::N,háló,شبكة
416,Haken::N,kampó,خطاف
417,Haken::N,kampó,صنارة
418,Griff::N,nyél,قبضة
419,Griff::N,fogantyú,قبضة
420,Schloss::N,zár,قفل
421,Bild::N,kép,صورة
422,Figur::N,alak,تمثال
423,Puppe::N,bábu,دمية
424,Beutel::N,zacskó,كيس
425,Bündel::N,köteg,ربطة
426,Tasche::N,táska,شنطة
427,Tasche::N,táska,محفظة
428,Eimer::N,vödör,سطل
429,Eimer::N,vödör,جردل
430,Deckel::N,fedő,سداد
431,Deckel::N,fedél,سداد
432,Geschirr::N,edény,أوان
433,Sack::N,zsák,زكيبة
434,Tasse::N,csésze,فنجان
435,Topf::N,fazék,قدر
436,Topf::N,fazék,طنجرة
437,Kessel::N,üst,قدر
438,Kessel::N,üst,غلاية
439,Kessel::N,bogrács,قدر
440,Kessel::N,bogrács,غلاية
441,Essen::N,evés,طعام
442,Essen::N,étkezés,طعام
443,Nahrung::N,ennivaló,غذاء
444,Speise::N,étel,أكل
445,Fleisch::N,hús,لحم
446,Getreide::N,gabona,حبوب
447,Brei::N,pép,عصيدة
448,Brei::N,kása,عصيدة
449,Brot::N,kenyér,خبز
450,Scheibe::N,szelet,شريحة
451,Fett::N,háj,سمن
452,Fett::N,zsír,سمن
453,Butter::N,vaj,زبدة
454,Öl::N,olaj,زيت
455,Salz::N,só,ملح
456,Suppe::N,leves,حساء
457,Suppe::N,leves,شربة
458,Honig::N,méz,عسل
459,Milch::N,tej,حليب
460,Tee::N,tea,شاي
461,Leder::N,bőr,جلد
462,Wolle::N,gyapjú,صوف
463,Stoff::N,szövet,قماش
464,Nadel::N,tű,إبرة
465,Faden::N,fonál,خيط
466,Knopf::N,gomb,زر
467,Knoten::N,csomó,عقدة
468,Farbe::N,szín,صبغة
469,Farbe::N,festék,صبغة
470,Kleidung::N,ruha,ملابس
471,Kleidung::N,ruházat,ملابس
472,Hemd::N,ing,قميص
473,Kragen::N,gallér,ياقة
474,Ärmel::N,ujj,كم
475,Hose::N,gatya,سروال
476,Hose::N,gatya,بنطلون
477,Hose::N,nadrág,سروال
478,Hose::N,nadrág,بنطلون
479,Gürtel::N,öv,حزام
480,Mütze::N,sapka,طاقية
481,Schuh::N,cipő,حذاء
482,Stiefel::N,csizma,جزمة
483,Stiefel::N,csizma,حذاء طويل
484,Ring::N,gyűrű,حلقة
485,Band::N,szalag,شريط
486,Kamm::N,fésű,مشط
487,Spiegel::N,tükör,مرآة
488,Riemen::N,szíj,سير
489,Schnur::N,zsinór,حبل
490,Schnur::N,zsinór,دوبارة
491,Leine::N,póráz,قيد
492,Decke::N,takaró,بطانية
493,Kissen::N,párna,وسادة
494,Tuch::N,kendő,منديل
495,Handtuch::N,törülköző,فوطة
496,Handtuch::N,törülköző,منشفة
497,Kraft::N,erő,قدرة
498,Stärke::N,erő,قوة
499,Stärke::N,erősség,قوة
500,Gesundheit::N,egészség,صحة
501,Krankheit::N,kór,مرض
502,Krankheit::N,betegség,مرض
503,Schmerz::N,fájdalom,ألم
504,Schmerz::N,fájdalom,وجع
505,Wunde::N,seb,جرح
506,Fieber::N,láz,حمى
507,Arznei::N,orvosság,دواء
508,Arznei::N,gyógyszer,دواء
509,Brücke::N,híd,جسر
510,Brunnen::N,kút,بئر
511,Weide::N,legelő,مرعى
512,Pfad::N,ösvény,درب
513,Weg::N,út,سكة
514,Straße::N,út,طريق
515,Dorf::N,falu,قرية
516,Stadt::N,város,مدينة
517,Brief::N,levél,خطاب
518,Brief::N,levél,مكتوب
519,Buch::N,könyv,كتاب
520,Buchstabe::N,betű,حرف
521,Zeitung::N,újság,جريدة
522,Zeitung::N,hírlap,جريدة
523,Leben::N,élet,عيش
524,Leben::N,élet,حياة
525,Tod::N,halál,موت
526,Tod::N,halál,وفاة
527,Grab::N,sír,قبر
528,Kirche::N,templom,كنيسة
529,Sünde::N,bűn,خطيئة
530,Sünde::N,vétek,خطيئة
531,Gott::N,isten,إله
532,Arbeiter::N,munkás,عامل
533,Chef::N,főnök,رئيس
534,Meister::N,mester,أسطى
535,Arzt::N,orvos,طبيب
536,Lehrer::N,tanár,مدرس
537,Lehrer::N,tanító,مدرس
538,Geld::N,pénz,نقود
539,Geschäft::N,üzlet,صفقة
540,Laden::N,bolt,دكان
541,Preis::N,ár,سعر
542,Ware::N,áru,بضاعة
543,Nutzen::N,haszon,فائدة
544,Reichtum::N,gazdagság,غنى
545,Reichtum::N,gazdagság,ثروة
546,Welt::N,világ,عالم
547,Welt::N,világ,دنيا
548,Land::N,ország,بلد
549,Staat::N,állam,دولة
550,König::N,király,ملك
551,Macht::N,hatalom,سلطة
552,Grenze::N,határ,حدود
553,Krieg::N,háború,حرب
554,Feind::N,ellenség,عدو
555,Gewalt::N,erőszak,عنف
556,Kampf::N,harc,قتال
557,Bogen[Waffe]::N,íj,قوس
558,Pfeil::N,nyíl,سهم
559,Gewehr::N,puska,بندقية
560,Gewehr::N,fegyver,بندقية
561,Fehler::N,hiba,خطأ
562,Lüge::N,hazugság,كذب
563,Schaden::N,kár,تلف
564,Unglück::N,csapás,نحس
565,Unglück::N,balszerencse,نحس
566,Schuld::N,bűn,ذنب
567,Alter::N,kor,سن
568,Alter::N,kor,عمر
569,Schluss::N,vég,ختام
570,Schluss::N,vég,نهاية
571,Schluss::N,befejezés,ختام
572,Schluss::N,befejezés,نهاية
573,Zeit::N,idő,وقت
574,Tag::N,nap,يوم
575,Morgen::N,reggel,صباح
576,Mittag::N,dél,ظهر
577,Abend::N,este,مساء
578,Nacht::N,éj,ليلة
579,Nacht::N,éjszaka,ليلة
580,Woche::N,hét,أسبوع
581,Monat::N,hó,شهر
582,Monat::N,hónap,شهر
583,Jahr::N,év,عام
584,Jahr::N,év,سنة
585,Frühling::N,tavasz,ربيع
586,Sommer::N,nyár,صيف
587,Herbst::N,ősz,خريف
588,Winter::N,tél,شتاء
589,Januar::N,január,يناير
590,Januar::N,január,كانون الثاني
591,Februar::N,február,شباط
592,Februar::N,február,فبراير
593,März::N,március,آذار
594,März::N,március,مارس
595,April::N,április,نيسان
596,Mai::N,május,مايو
597,Juni::N,június,يونيو
598,Juni::N,június,حزيران
599,Juli::N,július,تموز
600,Juli::N,július,يوليو
601,August::N,augusztus,آب
602,August::N,augusztus,أغسطس
603,September::N,szeptember,أيلول
604,September::N,szeptember,سبتمبر
605,Oktober::N,október,أكتوبر
606,Oktober::N,október,تشرين الأول
607,November::N,november,نوفمبر
608,November::N,november,تشرين الثاني
609,Dezember::N,december,ديسمبر
610,Dezember::N,december,كانون الأول
611,Montag::N,hétfő,يوم الاثنين
612,Dienstag::N,kedd,يوم الثلاثاء
613,Mittwoch::N,szerda,يوم الأربعاء
614,Donnerstag::N,csütörtök,يوم الخميس
615,Freitag::N,péntek,يوم الجمعة
616,Samstag::N,szombat,يوم السبت
617,Sonntag::N,vasárnap,يوم الأحد
618,groß::A,nagy,كبير
619,klein::A,pici,صغير
620,klein::A,kicsi,صغير
621,lang::A,hosszú,طويل
622,kurz::A,rövid,قصير
623,breit::A,széles,واسع
624,schmal::A,keskeny,ضيق
625,dicht::A,sűrű,كث
626,dicht::A,sűrű,كثيف
627,dick[Gegenstand]::A,vastag,غليظ
628,dünn::A,vékony,رفيع
629,fein::A,vékony,رقيق
630,fest::A,szilárd,متين
631,flach::A,sík,سهل
632,flach::A,sík,منبسط
633,flach::A,lapos,سهل
634,flach::A,lapos,منبسط
635,glatt::A,sima,ناعم
636,hart::A,kemény,صلب
637,hart::A,kemény,جامد
638,weich::A,puha,لين
639,rund::A,kerek,مستدير
640,spitz::A,hegyes,مدبب
641,scharf::A,éles,حاد
642,stumpf::A,tompa,ثالم
643,stumpf::A,életlen,ثالم
644,schwer::A,nehéz,ثقيل
645,schwer::A,súlyos,ثقيل
646,schön::A,szép,جميل
647,heiß::A,forró,حار
648,heiß::A,forró,ساخن
649,warm::A,meleg,دافئ
650,kalt::A,hideg,بارد
651,kühl::A,hűs,قر
652,kühl::A,hűvös,قر
653,frisch::A,üde,طازج
654,frisch::A,friss,طازج
655,feucht::A,nedves,رطب
656,nass::A,vizes,مبلول
657,trocken::A,száraz,جاف
658,voll::A,telt,ملء
659,leer::A,üres,خال
660,leer::A,üres,فارغ
661,offen::A,nyílt,مفتوح
662,offen::A,nyitott,مفتوح
663,geschlossen::A,zárt,مغلق
664,geschlossen::A,csukott,مغلق
665,sauber::A,tiszta,نظيف
666,schmutzig::A,piszkos,قذر
667,schmutzig::A,szennyes,قذر
668,roh::A,nyers,نيء
669,reif::A,érett,ناضج
670,lecker::A,finom,لذيذ
671,süß::A,édes,حلو
672,bitter::A,keserű,مر
673,sauer::A,savanyú,حامض
674,hell::A,világos,نير
675,dunkel::A,sötét,مظلم
676,schwarz::A,fekete,أسود
677,weiß::A,fehér,أبيض
678,rot::A,vörös,أحمر
679,gelb::A,sárga,أصفر
680,blau::A,kék,أزرق
681,grün::A,zöld,أخضر
682,grau::A,ősz,رمادي
683,grau::A,szürke,رمادي
684,bunt::A,tarka,ملوب
685,bunt::A,színes,ملوب
686,billig::A,olcsó,رخيص
687,teuer::A,drága,غال
688,wertvoll::A,értékes,ثمين
689,blind::A,vak,أعمى
690,taub::A,süket,أصم
691,taub::A,süket,أطرش
692,kräftig::A,erős,قوي
693,stark::A,erős,قوي
694,schwach::A,gyenge,ضعيف
695,schwach::A,erőtlen,ضعيف
696,fett::A,hájas,سمين
697,schlank::A,karcsú,أهيف
698,hübsch::A,csinos,جميل
699,böse::A,rossz,رديء
700,böse::A,gonosz,رديء
701,dumm::A,buta,أبله
702,dumm::A,buta,أحمق
703,dumm::A,ostoba,أبله
704,dumm::A,ostoba,أحمق
705,faul::A,lusta,كسلان
706,fleißig::A,szorgalmas,مجتهد
707,geizig::A,fukar,بخيل
708,geizig::A,fösvény,بخيل
709,klug::A,okos,ذكي
710,klug::A,okos,عاقل
711,klug::A,eszes,ذكي
712,klug::A,eszes,عاقل
713,geschickt::A,ügyes,ماهر
714,lieb::A,drága,عزيز
715,lieb::A,kedves,عزيز
716,lustig::A,víg,مرح
717,lustig::A,vidám,مرح
718,sanft::A,enyhe,حليم
719,hungrig::A,éhes,جائع
720,krank::A,beteg,مريض
721,nackt::A,csupasz,عار
722,nackt::A,meztelen,عار
723,traurig::A,bús,حزين
724,traurig::A,szomorú,حزين
725,lebendig::A,élő,حي
726,gut::A,jó,جيد
727,schlecht::A,rossz,سيء
728,richtig::A,helyes,صحيح
729,schlimm::A,rossz,خبيث
730,wahr::A,igaz,حق
731,alt::A,ó,قديم
732,alt::A,régi,قديم
733,neu::A,új,جديد
734,ehemalig::A,volt,سابق
735,ehemalig::A,egykori,سابق
736,alt[Lebewesen]::A,öreg,مسن
737,jung::A,fiatal,شاب
738,jung::A,fiatal,صغير
739,arm::A,szegény,فقير
740,reich::A,gazdag,غني
741,bekannt::A,ismert,معلوم
742,bekannt::A,ismeretes,معلوم
743,berühmt::A,híres,مشهور
744,fremd::A,idegen,أجنبي
745,verschieden::A,különböző,مختلف
746,nah::A,közeli,قريب
747,fern::A,távoli,بعيد
748,linker::A,bal,يسار
749,rechter::A,jobb,يمين
750,anderer::A,más,آخر
751,anderer::A,másik,آخر
752,erster::A,első,أول
753,zweiter::A,második,ثان
754,dritter::A,harmadik,ثالث
755,letzter::A,utolsó,أخير
756,allein::ADV,egyedül,وحده
757,auf einmal::ADV,egyszerre,بالمرة
758,zusammen::ADV,együtt,معا
759,zusammen::ADV,összesen,معا
760,lange::ADV,sokáig,مدة طويلة
761,lange::ADV,hosszan,مدة طويلة
762,plötzlich::ADV,hirtelen,فجأة
763,plötzlich::ADV,egyszerre,فجأة
764,sofort::ADV,rögtön,حالا
765,sofort::ADV,rögtön,فورا
766,sofort::ADV,tüstént,حالا
767,sofort::ADV,tüstént,فورا
768,später::ADV,későn,فيما بعد
769,jetzt::ADV,most,الآن
770,jetzt::ADV,most,حاليا
771,heute::ADV,ma,اليوم
772,morgen::ADV,holnap,غدا
773,bald::ADV,majd,قريبا
774,bald::ADV,nemsokára,قريبا
775,dann::ADV,akkor,ثم
776,gestern::ADV,tegnap,أمس
777,gestern::ADV,tegnap,البارحة
778,einst::ADV,hajdan,قديما
779,damals::ADV,akkor,حينئذ
780,damals::ADV,akkoriban,حينئذ
781,danach::ADV,azután,ثم
782,danach::ADV,azután,بعد ذلك
783,vorher::ADV,előbb,من قبل
784,vorher::ADV,előbb,قبل ذلك
785,zuerst::ADV,először,أولا
786,einmal::ADV,egyszer,مرة
787,manchmal::ADV,néha,أحيانا
788,manchmal::ADV,olykor,أحيانا
789,oft::ADV,sokszor,كثيرا
790,immer::ADV,mindig,دائما
791,niemals::ADV,sohasem,لا أبدا
792,hier::ADV,itt,هنا
793,hierhin::ADV,erre,إلى هنا
794,von hier::ADV,innen,من هنا
795,dort::ADV,ott,هناك
796,dorthin::ADV,oda,إلى هناك
797,geradeaus::ADV,egyenesen,إلى الأمام
798,vorwärts::ADV,előre,إلى الأمام
799,rückwärts::ADV,hátrafelé,إلى الوراء
800,zurück::ADV,hátra,عودا
801,zurück::ADV,hátra,إلى الخلف
802,zurück::ADV,vissza,عودا
803,zurück::ADV,vissza,إلى الخلف
804,unten::ADV,alul,تحت
805,unten::ADV,alul,في الأسفل
806,hinab::ADV,le,إلى تحت
807,hinab::ADV,lefelé,إلى تحت
808,oben::ADV,fenn,فوق
809,oben::ADV,fenn,في الأعلى
810,oben::ADV,felül,فوق
811,oben::ADV,felül,في الأعلى
812,hinauf::ADV,fel,إلى فوق
813,hinauf::ADV,fel,إلى الأعلى
