,Concept_ID,pl,da
203,Asche::N,popiół,aske
204,Dreck::N,brud,snavs
205,Eisen::N,żelazo,jern
206,Gold::N,złoto,guld
207,Silber::N,srebro,sølv
208,Kohle::N,węgiel,kul
209,Glas::N,szkło,glas
210,Lehm::N,glina,ler
211,Sand::N,piasek,sand
212,Mensch::N,człowiek,mennesge
213,Mann::N,mężczyzna,mand
214,Frau::N,kobieta,kvinde
215,Kind::N,dziecko,barn
216,Junge::N,chłopak,dreng
217,Junge::N,chłopiec,dreng
218,Mädchen::N,dziewczynka,pige
219,Familie::N,rodzina,familie
220,Großvater::N,dziadek,bedstefar
221,Großmutter::N,babka,bedstemor
222,Eltern::N,rodzice,forældre
223,Vater::N,ojciec,far
224,Mutter::N,matka,mor
225,Sohn::N,syn,søn
226,Tochter::N,córka,datter
227,Bruder::N,brat,bror
228,Schwester::N,siostra,søster
229,Onkel::N,wuj,onkel
230,Onkel::N,stryj,onkel
231,Tante::N,ciotka,tante
232,Ehemann::N,mąż,ægtemand
233,Ehefrau::N,żona,hustru
234,Freude::N,radość,glæde
235,Gelächter::N,śmiech,latter
236,Glück::N,szczęście,lykke
237,Kummer::N,zmartwienie,sorg
238,Wunsch::N,życzenie,ønske
239,Lust::N,chęć,lyst
240,Lust::N,ochota,lyst
241,Geist::N,duch,ånd
242,Gedanke::N,myśl,tanke
243,Gedächtnis::N,pamięć,hukommelse
244,Verstand::N,rozum,forstand
245,Sinn::N,zmysł,mening
246,Sinn::N,zmysł,betydning
247,Grund::N,powód,grund
248,Wahrheit::N,prawda,sandhed
249,Gespräch::N,rozmowa,samtale
250,Märchen::N,bajka,eventyr
251,Erzählung::N,opowiadanie,fortælling
252,Nachricht::N,wiadomość,efterretning
253,Neuigkeit::N,nowina,nyhed
254,Name::N,imię,navn
255,Rätsel::N,zagadka,gåde
256,Rede::N,mowa,tale
257,Sprache::N,język,sprog
258,Stimme::N,głos,stemme
259,Wort::N,słowo,ord
260,Zeichen::N,znak,tegn
261,Ruf::N,wołanie,råb
262,Lärm::N,hałas,larm
263,Lärm::N,zgiełk,larm
264,Laut::N,dźwięk,lyd
265,Ton::N,ton,tone
266,Ton::N,dźwięk,tone
267,Lied::N,pieśń,sang
268,Lied::N,piosenka,sang
269,Ruhe::N,spokój,ro
270,Ruhe::N,spokój,hvile
271,Leute::N,ludzie,folk
272,Leute::N,ludzie,mennesker
273,Volk::N,naród,folk
274,Arbeit::N,praca,arbejde
275,Arbeit::N,robota,arbejde
276,Gast::N,gość,gæst
277,Geschenk::N,prezent,gave
278,Geschenk::N,podarunek,gave
279,Spiel::N,gra,leg
280,Spiel::N,zabawa,leg
281,Gesellschaft::N,towarzystwo,selskab
282,Hilfe::N,pomoc,hjælp
283,Freund::N,przyjaciel,ven
284,Kamerad::N,kolega,kammerat
285,Angelegenheit::N,sprawa,sag
286,Angelegenheit::N,sprawa,anliggende
287,Anzahl::N,ilość,antal
288,Art::N,rodzaj,art
289,Stück::N,kawałek,stykke
290,Teil::N,część,del
291,Hälfte::N,połowa,halvdel
292,Kreis::N,krąg,cirkel
293,Kreuz::N,krzyż,kors
294,Kreuz::N,krzyż,kryds
295,Linie::N,linia,linie
296,Strich::N,kreska,streg
297,Abstand::N,odstęp,afstand
298,Entfernung::N,odległość,afstand
299,Gegend::N,okolica,egn
300,Platz::N,miejsce,plads
301,Ort::N,miejsce,sted
302,Seite::N,bok,side
303,Seite::N,strona,side
304,Mitte::N,środek,midte
305,Gegenstand::N,przedmiot,genstand
306,Sache::N,rzecz,sag
307,Rand::N,skraj,rand
308,Rand::N,krawędź,rand
309,Kante::N,kant,kant
310,Kante::N,krawędź,kant
311,Ecke::N,róg,hjørne
312,Spitze::N,ostrze,spids
313,Ende::N,koniec,ende
314,Loch::N,dziura,hul
315,Winkel::N,kąt,vinkel
316,Winkel::N,kącik,vinkel
317,Muster::N,wzór,mønster
318,Größe::N,rozmiar,størrelse
319,Größe::N,wielkość,størrelse
320,Länge::N,długość,længde
321,Höhe::N,wysokość,højde
322,Gewicht::N,ciężar,vægt
323,Menge::N,ilość,mængde
324,Haufen::N,kupa,bunke
325,Reihe::N,rząd,række
326,Reihe::N,szereg,række
327,Boot::N,łódź,båd
328,Boot::N,łódka,båd
329,Ruder::N,wiosło,åre
330,Schlitten::N,sanki,kælk
331,Schlitten::N,sanki,slæde
332,Ski::N,narta,ski
333,Lagerfeuer::N,ognisko,lejrbål
334,Last::N,ciężar,last
335,Last::N,ciężar,byrde
336,Last::N,brzemię,last
337,Last::N,brzemię,byrde
338,Gang::N,chód,gang
339,Schritt::N,krok,skridt
340,Norden::N,północ,nord
341,Süden::N,południe,syd
342,Westen::N,zachód,vest
343,Osten::N,wschód,øst
344,Holz::N,drzewo,træ
345,Brett::N,deska,bræt
346,Platte::N,płyta,plade
347,Stütze::N,podpora,støtte
348,Stange::N,drąg,stang
349,Stange::N,żerdź,stang
350,Stock::N,kij,stok
351,Stock::N,laska,stok
352,Stab::N,pręt,stav
353,Rohr::N,rura,rør
354,Haus::N,dom,hus
355,Heim::N,dom,hjem
356,Ofen::N,piec,ovn
357,Fußboden::N,podłoga,gulv
358,Tisch::N,stół,bord
359,Stuhl::N,krzesło,stol
360,Wiege::N,kołyska,vugge
361,Bett::N,łóżko,seng
362,Bett::N,pościel,seng
363,Regal::N,regał,reol
364,Kiste::N,skrzynia,kasse
365,Fenster::N,okno,vindue
366,Tür::N,drzwi,dør
367,Tor::N,brama,port
368,Zaun::N,płot,stakit
369,Zaun::N,parkan,stakit
370,Dach::N,dach,tag
371,Leiter::N,drabina,stige
372,Besen::N,miotła,kost
373,Spaten::N,rydel,spade
374,Schaufel::N,łopata,skovl
375,Gabel::N,widelec,gaffel
376,Löffel::N,łyżka,ske
377,Messer::N,nóż,kniv
378,Nagel::N,gwóźdź,søm
379,Netz::N,sieć,net
380,Haken::N,hak,krog
381,Griff::N,chwyt,tag
382,Griff::N,chwyt,håndtag
383,Schloss::N,zamek,lås
384,Bild::N,obraz,billede
385,Figur::N,figura,figur
386,Puppe::N,lalka,dukke
387,Beutel::N,torba,pose
388,Bündel::N,wiązka,bylt
389,Bündel::N,wiązka,bundt
390,Tasche::N,torba,taske
391,Eimer::N,kubeł,spand
392,Eimer::N,wiadro,spand
393,Deckel::N,przykrywka,låg
394,Geschirr::N,statki,husgeråd
395,Geschirr::N,naczynia,husgeråd
396,Sack::N,worek,sæk
397,Tasse::N,filiżanka,kop
398,Topf::N,garnek,gryde
399,Kessel::N,kocioł,kedel
400,Essen::N,jedzenie,måltid
401,Nahrung::N,pokarm,mad
402,Nahrung::N,pokarm,næring
403,Nahrung::N,pożywienie,mad
404,Nahrung::N,pożywienie,næring
405,Speise::N,potrawa,ret
406,Speise::N,jedzenie,ret
407,Fleisch::N,mięso,kød
408,Getreide::N,zboże,korn
409,Brei::N,kasza,grød
410,Brot::N,chleb,brød
411,Scheibe::N,kromka,skive
412,Fett::N,tłuszcz,fedt
413,Butter::N,masło,smør
414,Öl::N,olej,olie
415,Salz::N,sól,salt
416,Suppe::N,zupa,suppe
417,Honig::N,miód,honning
418,Milch::N,mleko,mælk
419,Tee::N,herbata,te
420,Leder::N,skóra,skind
421,Wolle::N,wełna,uld
422,Stoff::N,tkanina,stof
423,Stoff::N,materiał,stof
424,Nadel::N,igła,nål
425,Faden::N,nić,tråd
426,Faden::N,nitka,tråd
427,Knopf::N,guzik,knap
428,Knoten::N,węzeł,knude
429,Farbe::N,farba,farve
430,Kleidung::N,odzież,påklædning
431,Hemd::N,koszula,skjorte
432,Kragen::N,kołnierz,krave
433,Ärmel::N,rękaw,ærme
434,Hose::N,spodnie,bukser
435,Gürtel::N,pasek,bælte
436,Mütze::N,czapka,hue
437,Schuh::N,but,sko
438,Schuh::N,bucik,sko
439,Stiefel::N,but,støvle
440,Stiefel::N,kozak,støvle
441,Ring::N,pierścień,ring
442,Band::N,wstęga,bånd
443,Kamm::N,grzebień,kam
444,Spiegel::N,lustro,spejl
445,Riemen::N,rzemień,rem
446,Schnur::N,sznur,snor
447,Leine::N,smycz,snor
448,Decke::N,kołdra,tæppe
449,Kissen::N,poduszka,pude
450,Tuch::N,chustka,sjaltørklæde
451,Handtuch::N,ręcznik,håndklæde
452,Kraft::N,moc,kraft
453,Kraft::N,siła,kraft
454,Stärke::N,moc,styrke
455,Stärke::N,siła,styrke
456,Gesundheit::N,zdrowie,sundhed
457,Krankheit::N,choroba,sygdom
458,Schmerz::N,ból,smerte
459,Wunde::N,rana,sår
460,Fieber::N,gorączka,feber
461,Arznei::N,lekarstwo,medicin
462,Arznei::N,lekarstwo,lægemiddel
463,Brücke::N,most,bro
464,Brunnen::N,studnia,brønd
465,Weide::N,pastwisko,græsgang
466,Pfad::N,ścieżka,sti
467,Weg::N,droga,vej
468,Straße::N,ulica,gade
469,Dorf::N,wieś,landsby
470,Stadt::N,miasto,by
471,Brief::N,list,brev
472,Buch::N,książka,bog
473,Buchstabe::N,litera,bogstav
474,Zeitung::N,gazeta,avis
475,Zeitung::N,dziennik,avis
476,Leben::N,życie,liv
477,Tod::N,śmierć,død
478,Grab::N,grób,grav
479,Kirche::N,kościół,kirke
480,Sünde::N,grzech,synd
481,Gott::N,bóg,gud
482,Arbeiter::N,robotnik,arbejder
483,Chef::N,szef,chef
484,Meister::N,mistrz,mester
485,Meister::N,majster,mester
486,Arzt::N,lekarz,læge
487,Lehrer::N,nauczyciel,lærer
488,Geld::N,pieniądze,penge
489,Geschäft::N,sprawa,forretning
490,Geschäft::N,interes,forretning
491,Laden::N,sklep,butik
492,Laden::N,sklep,forretning
493,Preis::N,cena,pris
494,Ware::N,towar,vare
495,Nutzen::N,pożytek,nytte
496,Reichtum::N,bogactwo,rigdom
497,Welt::N,świat,verden
498,Land::N,kraj,land
499,Staat::N,państwo,stat
500,König::N,król,konge
501,Macht::N,władza,magt
502,Grenze::N,granica,grænse
503,Krieg::N,wojna,krig
504,Feind::N,wróg,fjende
505,Gewalt::N,władza,vold
506,Kampf::N,bój,kamp
507,Kampf::N,walka,kamp
508,Bogen[Waffe]::N,łuk,bue
509,Pfeil::N,strzała,pil
510,Gewehr::N,karabin,gevær
511,Fehler::N,błąd,fejl
512,Lüge::N,kłamstwo,løgn
513,Schaden::N,szkoda,skade
514,Unglück::N,nieszczęście,uheld
515,Unglück::N,nieszczęście,ulykke
516,Schuld::N,wina,skyld
517,Alter::N,wiek,alder
518,Schluss::N,koniec,slut
519,Schluss::N,koniec,slutning
520,Schluss::N,zakończenie,slut
521,Schluss::N,zakończenie,slutning
522,Zeit::N,czas,tid
523,Tag::N,dzień,dag
524,Morgen::N,ranek,morgen
525,Morgen::N,poranek,morgen
526,Mittag::N,południe,middag
527,Abend::N,wieczór,aften
528,Nacht::N,noc,nat
529,Woche::N,tydzień,uge
530,Monat::N,miesiąc,måned
531,Jahr::N,rok,år
532,Frühling::N,wiosna,forår
533,Sommer::N,lato,sommer
534,Herbst::N,jesień,efterår
535,Winter::N,zima,vinter
536,Januar::N,styczeń,januar
537,Februar::N,luty,februar
538,März::N,marzec,marts
539,April::N,kwiecień,april
540,Mai::N,maj,maj
541,Juni::N,czerwiec,juni
542,Juli::N,lipiec,juli
543,August::N,sierpień,august
544,September::N,wrzesień,september
545,Oktober::N,październik,oktober
546,November::N,listopad,november
547,Dezember::N,grudzień,december
548,Montag::N,poniedziałek,mandag
549,Dienstag::N,wtorek,tirsdag
550,Mittwoch::N,środa,onsdag
551,Donnerstag::N,czwartek,torsdag
552,Freitag::N,piątek,fredag
553,Samstag::N,sobota,lørdag
554,Sonntag::N,niedziela,søndag
555,groß::A,duży,stor
556,groß::A,wielki,stor
557,klein::A,mały,lille
558,lang::A,długi,lang
559,kurz::A,krótki,kort
560,breit::A,szeroki,bred
561,schmal::A,wąski,smal
562,dicht::A,gęsty,tæt
563,dick[Gegenstand]::A,gruby,tyk
564,dünn::A,cienki,tynd
565,fein::A,drobny,fin
566,fest::A,mocny,fast
567,fest::A,twardy,fast
568,flach::A,płaski,flad
569,glatt::A,gładki,glat
570,hart::A,twardy,hård
571,weich::A,miękki,blød
572,rund::A,okrągły,rund
573,spitz::A,spiczasty,spids
574,scharf::A,ostry,skarp
575,stumpf::A,tępy,sløv
576,stumpf::A,tępy,stump
577,schwer::A,ciężki,tung
578,schön::A,ładny,skøn
579,schön::A,piękny,skøn
580,heiß::A,gorący,hed
581,warm::A,ciepły,varm
582,kalt::A,zimny,kold
583,kühl::A,chłodny,kølig
584,frisch::A,świeży,frisk
585,feucht::A,wilgotny,fugtig
586,nass::A,mokry,våd
587,trocken::A,suchy,tør
588,voll::A,pełny,fuld
589,leer::A,pusty,tom
590,leer::A,próżny,tom
591,offen::A,otwarty,åben
592,geschlossen::A,zamknięty,lukket
593,sauber::A,czysty,ren
594,schmutzig::A,brudny,snavset
595,roh::A,surowy,rå
596,reif::A,dojrzały,moden
597,lecker::A,smaczny,lækker
598,süß::A,słodki,sød
599,bitter::A,gorzki,bitter
600,sauer::A,kwaśny,sur
601,hell::A,jasny,lys
602,dunkel::A,ciemny,mørk
603,schwarz::A,czarny,sort
604,weiß::A,biały,hvid
605,rot::A,czerwony,rød
606,gelb::A,żółty,gul
607,blau::A,błękitny,blå
608,blau::A,niebieski,blå
609,grün::A,zielony,grøn
610,grau::A,szary,grå
611,bunt::A,barwny,broget
612,billig::A,tani,billig
613,teuer::A,drogi,dyr
614,wertvoll::A,cenny,værdifuld
615,blind::A,ślepy,blind
616,taub::A,głuchy,døv
617,kräftig::A,mocny,kraftig
618,stark::A,silny,stærk
619,schwach::A,słaby,svag
620,fett::A,tłusty,fed
621,schlank::A,smukły,slank
622,hübsch::A,ładny,køn
623,böse::A,zły,ond
624,böse::A,zły,slem
625,dumm::A,głupi,dum
626,faul::A,leniwy,doven
627,fleißig::A,pilny,flittig
628,geizig::A,skąpy,gerrig
629,klug::A,mądry,klog
630,geschickt::A,zręczny,dygtig
631,geschickt::A,zręczny,behændig
632,lieb::A,miły,rar
633,lustig::A,wesoły,lystig
634,sanft::A,łagodny,blid
635,hungrig::A,głodny,sulten
636,krank::A,chory,syg
637,nackt::A,nagi,nøgen
638,traurig::A,smutny,bedrøvet
639,lebendig::A,żywy,levende
640,gut::A,dobry,god
641,schlecht::A,zły,dårlig
642,richtig::A,słuszny,rigtig
643,richtig::A,właściwy,rigtig
644,schlimm::A,zły,slem
645,wahr::A,prawdziwy,sand
646,alt::A,stary,gammel
647,neu::A,nowy,ny
648,ehemalig::A,były,forhenværende
649,alt[Lebewesen]::A,stary,gammel
650,jung::A,młody,ung
651,arm::A,ubogi,fattig
652,arm::A,biedny,fattig
653,reich::A,bogaty,rig
654,bekannt::A,znany,kendt
655,berühmt::A,słynny,berømt
656,fremd::A,obcy,fremmed
657,fremd::A,cudzy,fremmed
658,verschieden::A,różny,forskellig
659,nah::A,bliski,nær
660,fern::A,daleki,fjern
661,linker::A,lewy,venstre
662,rechter::A,prawy,højre
663,anderer::A,inny,anden
664,erster::A,pierwszy,første
665,zweiter::A,drugi,anden
666,dritter::A,trzeci,tredje
667,letzter::A,ostatni,sidste
668,allein::ADV,sam,alene
669,auf einmal::ADV,naraz,på én gang
670,zusammen::ADV,razem,sammen
671,lange::ADV,długo,længe
672,plötzlich::ADV,nagle,pludselig
673,sofort::ADV,natychmiast,straks
674,später::ADV,później,senere
675,jetzt::ADV,teraz,nu
676,jetzt::ADV,obecnie,nu
677,heute::ADV,dziś,i dag
678,heute::ADV,dzisiaj,i dag
679,morgen::ADV,jutro,i morgen
680,bald::ADV,wkrótce,snart
681,dann::ADV,potem,så
682,gestern::ADV,wczoraj,i går
683,einst::ADV,kiedyś,engang
684,einst::ADV,niegdyś,engang
685,damals::ADV,wtedy,dengang
686,damals::ADV,wówczas,dengang
687,danach::ADV,następnie,derefter
688,vorher::ADV,przedtem,før
689,vorher::ADV,przedtem,forud
690,zuerst::ADV,naprzód,først
691,zuerst::ADV,najpierw,først
692,einmal::ADV,raz,en gang
693,manchmal::ADV,czasem,sommetider
694,oft::ADV,często,ofte
695,immer::ADV,zawsze,altid
696,niemals::ADV,nigdy,aldrig
697,hier::ADV,tu,her
698,hier::ADV,tutaj,her
699,hierhin::ADV,tu,hid
700,hierhin::ADV,tu,herhen
701,von hier::ADV,stąd,herfra
702,dort::ADV,tam,der
703,dorthin::ADV,tam,derhen
704,geradeaus::ADV,prosto,lige ud
705,vorwärts::ADV,naprzód,fremad
706,rückwärts::ADV,wstecz,baglæns
707,zurück::ADV,z powrotem,tilbage
708,unten::ADV,u dołu,nede
709,unten::ADV,u dołu,forneden
710,unten::ADV,na dole,nede
711,unten::ADV,na dole,forneden
712,hinab::ADV,na_dół,ned
713,hinab::ADV,na_dół,nedad
714,hinab::ADV,w_dół,ned
715,hinab::ADV,w_dół,nedad
716,oben::ADV,w górze,oppe
717,oben::ADV,w górze,ovenpå
718,oben::ADV,na górze,oppe
719,oben::ADV,na górze,ovenpå
720,hinauf::ADV,w górę,op
721,hinauf::ADV,w górę,opad
722,hinauf::ADV,na górę,op
723,hinauf::ADV,na górę,opad
724,überall::ADV,wszędzie,overalt
725,nicht::ADV,nie,ikke
726,ein wenig::ADV,trochę,lidt
727,kaum::ADV,ledwie,knap
728,kaum::ADV,ledwie,næppe
729,kaum::ADV,prawie nie,knap
730,kaum::ADV,prawie nie,næppe
731,sehr::ADV,bardzo,meget
732,so::ADV,tak,så
733,noch::ADV,jeszcze,endnu
734,nur::ADV,tylko,kun
735,nur::ADV,tylko,bare
736,schon::ADV,już,alt
737,schon::ADV,już,allerede
738,wieder::ADV,znów,igen
739,wieder::ADV,znowu,igen
740,vergebens::ADV,na próżno,forgæves
741,vor::PRP,przed,foran
742,vor::PRP,przed,uden for
743,hinter::PRP,za,bag
744,hinter::PRP,za,bagved
745,unter::PRP,pod,under
746,durch::PRP,przez,gennem
747,durch::PRP,przez,igennem
748,neben::PRP,obok,ved siden af
749,zwischen::PRP,między,mellem
750,wegen::PRP,z powodu,på grund af
751,dies::PRN,to,dette
752,das::PRN,to,det
753,alles::PRN,wszystko,alt
754,ich::PRN,ja,jeg
755,du::PRN,ty,du
756,er::PRN,on,han
757,wir::PRN,my,vi
758,ihr::PRN,wy,I
759,sie::PRN,oni,de
760,was::FPRN,co,hvad
761,wer::FPRN,kto,hvem
762,wo::FADV,gdzie,hvor
763,wohin::FADV,dokąd,hvorhen
764,wie::FADV,jak,hvordan
765,warum::FADV,dlaczego,hvorfor
766,wieviel::FNUM,ile,hvor meget
767,eins::NUM,jeden,én
768,zwei::NUM,dwa,to
769,drei::NUM,trzy,tre
770,vier::NUM,cztery,fire
771,fünf::NUM,pięć,fem
772,sechs::NUM,sześć,seks
773,sieben::NUM,siedem,syv
774,acht::NUM,osiem,otte
775,neun::NUM,dziewięć,ni
776,zehn::NUM,dziesięć,ti
777,elf::NUM,jedenaście,elleve
778,zwölf::NUM,dwanaście,tolv
779,zwanzig::NUM,dwadzieścia,tyve
780,dreißig::NUM,trzydzieści,tredive
781,vierzig::NUM,czterdzieści,fyrre
782,vierzig::NUM,czterdzieści,fyrretyve
783,fünfzig::NUM,pięćdziesiąt,halvtreds
784,sechzig::NUM,sześćdziesiąt,tres
785,siebzig::NUM,siedemdziesiąt,halvfjerds
786,achtzig::NUM,osiemdziesiąt,firs
787,neunzig::NUM,dziewięćdziesiąt,halvfems
788,hundert::NUM,sto,hundrede
789,tausend::NUM,tysiąc,tusind
790,und::CNJ,i,og
791,oder::CNJ,lub,eller
792,oder::CNJ,albo,eller
793,stehen::V,stać,stå
794,sitzen::V,siedzieć,sidde
795,liegen::V,leżeć,ligge
796,hängen::V,wisieć,hænge
797,werden::V,zostać,blive
798,werden::V,stać się,blive
799,passieren::V,dziać się,ske
800,passieren::V,dziać się,hænde
801,passieren::V,zdarzyć się,ske
802,passieren::V,zdarzyć się,hænde
803,beginnen::V,zacząć się,begynde
804,enden::V,kończyć się,ende
805,wechseln::V,zmienić się,veksle
806,aufgehen[Sonne]::V,wzejść,gå op
807,aufgehen[Sonne]::V,wzejść,stå op
808,untergehen[Sonne]::V,zajść,gå ned
809,scheinen[Sonne]::V,świecić,skinne
810,donnern::V,grzmieć,tordne
811,wehen::V,wiać,blæse
812,strömen::V,płynąć,strømme
813,strömen::V,lać się,strømme
814,fließen::V,ciec,flyde
815,fließen::V,płynąć,flyde
816,sich drehen::V,obracać się,dreje sig
817,schwanken::V,chwiać się,vakle
818,schwingen::V,wahać się,svinge
819,fallen::V,padać,falde
820,brennen::V,palić się,brænde
821,rauchen::V,dymić,ryge
822,rauchen::V,dymić się,ryge
823,regnen::V,padać,regne
824,gefrieren::V,zamarznąć,fryse
825,tauen::V,tajać,tø
826,schmelzen::V,topnieć,smelte
827,trocknen::V,schnąć,tørre
828,sieden::V,wrzeć,koge
829,sieden::V,kipieć,koge
830,faulen::V,gnić,rådne
831,verfaulen::V,zgnić,rådne
832,reißen::V,urywać się,briste
833,versinken::V,tonąć,synke
834,versinken::V,tonąć,synke ned
835,vergehen::V,przechodzić,forløbe
