,Concept_ID,bn,te
446,Grenze::N,সীমা,సరిహద్దు
447,Krieg::N,যুদ্ধ,యుద్ధము
448,Feind::N,শত্রু,శత్రువు
449,Gewalt::N,জোর,దౌర్జన్యము
450,Kampf::N,লড়াই,పోట్లాట
451,Bogen[Waffe]::N,ধনুক,విల్లు
452,Pfeil::N,বাণ,బాణము
453,Gewehr::N,বন্দুক,తుపాకి
454,Fehler::N,ভুল,తప్ప
455,Lüge::N,মিথ্যা,అసత్యము
456,Schaden::N,ক্ষতি,నష్టము
457,Unglück::N,দুর্ভাগ্য,దురదృష్టము
458,Schuld::N,অপরাধ,తప్పు
459,Alter::N,আয়ু,వయస్సు
460,Schluss::N,শেষ,ముగింపు
461,Zeit::N,সময়,కాలము
462,Tag::N,দিন,దినము
463,Morgen::N,সকাল,ఉదయము
464,Mittag::N,মধ্যাহু,మధ్యాహ్నము
465,Abend::N,সন্ধ্যা,సాయంకాలము
466,Nacht::N,রাত্রি,రత్రి
467,Woche::N,সপ্তাহ,వారము
468,Monat::N,মাস,నెల
469,Jahr::N,সৌরবর্ষ,సంవత్సరము
470,Frühling::N,বসন্তকাল,వసంతకాలము
471,Sommer::N,গ্রীষ্মকাল,వేసవికాము
472,Herbst::N,শরংঋতু,ఆకురాలుకాలము
473,Winter::N,শীতকাল,శీతకాలము
474,Januar::N,জানুয়ারী,జనవరి
475,Februar::N,ফেব্রুয়ারী,ఫిబ్రవరి
476,März::N,মার্চ,మార్చి
477,April::N,এপ্রিল,ఏప్రిలు
478,Mai::N,মে,మే
479,Juni::N,জুন,జూన్
480,Juli::N,জুলাই,జూలై
481,August::N,অগাস্ট,ఆగస్టు
482,September::N,সেপ্টেম্বর,సెప్ఠెంబరు
483,Oktober::N,অক্টোবর,అక్టోబరు
484,November::N,নভেম্বর,నవంబరు
485,Dezember::N,ডিসেম্বর,డిసెంబర్
486,Montag::N,সোমবার,సోమవారము
487,Dienstag::N,মঙ্গলবার,మంగళవారము
488,Mittwoch::N,বুধবার,బుధవారము
489,Donnerstag::N,বৃহম্পতিবার,గురువారము
490,Freitag::N,শুক্রবার,శుక్రవారము
491,Samstag::N,শনিবার,శనివారము
492,Sonntag::N,রবিবার,ఆదివారము
493,groß::A,বৃহৎ,గొప్పైన
494,klein::A,ছোট,చిన్న
495,lang::A,দীর্ঘ,పొడుగాటి
496,kurz::A,খর্ব,పొట్టి
497,kurz::A,হ্রস্ব,పొట్టి
498,breit::A,চওড়া,వెడల్పైన
499,schmal::A,সরু,ఇఱుకైన
500,dicht::A,ঘন,దట్టమైన
501,dick[Gegenstand]::A,পুরু,దట్టమైన
502,dünn::A,কৃশ,పలుచని
503,fein::A,সূক্ষ্ম,నాజాకైన
504,fest::A,দৃঢ়,దృడమైవ
505,flach::A,সমতল,చదువైన
506,glatt::A,মসৃণ,నున్నని
507,hart::A,শক্ত,కఠినమైన
508,weich::A,নরম,మృదువైన
509,rund::A,গোলাকার,గుండ్రని
510,spitz::A,তীক্ষ্ন,మొనగల
511,scharf::A,শাণিত,పదనైన
512,stumpf::A,ভোঁতা,వాడిలేని
513,schwer::A,ভারী,బరువ్తెన
514,schön::A,সুন্দর,సుందరమైన
515,heiß::A,গরম,వేడియైన
516,warm::A,ঈষদুষ্ণ,వెచ్చని
517,kalt::A,ঠাণ্ডা,చల్లని
518,kühl::A,শীতল,చల్లని
519,frisch::A,তাজা,తాజాయైన
520,feucht::A,ভিজা,చెమ్మగానున్న
521,nass::A,ভিজা,తడిగామన్న
522,trocken::A,শুষ্ক,ఎండిన
523,voll::A,পূর্ণ,నిండు
524,leer::A,খালি,శూన్యమైన
525,offen::A,খোলা,తెఱచియున్న
526,geschlossen::A,বন্ধ,మూసిన
527,sauber::A,নির্মল,పరిశుద్ధమైన
528,schmutzig::A,নোংরা,ముఱికియైన
529,roh::A,কাঁচা,పచ్చి
530,reif::A,পাকা,పండివ
531,lecker::A,সুস্বাদ,రుచి గల
532,süß::A,মিষ্ট,తియ్యని
533,bitter::A,তিক্ত,చేదైన
534,sauer::A,টক,పుల్లని
535,hell::A,উজ্জ্বল,కాంతిగల
536,dunkel::A,অন্ধকারময়,చీకటియైన
537,schwarz::A,কালো,నల్లని
538,weiß::A,সাদা,తెలుపు
539,rot::A,লাল,ఎఱ్ఱని
540,gelb::A,হলদে,పసుపు పచ్చ
541,blau::A,নীল,నీలవర్ణము
542,grün::A,সবুজ,ఆకుపచ్చని
543,grau::A,ছাই-রঙা,నెరిసిన
544,bunt::A,রঙিন,రంగేలీ
545,billig::A,সস্তা,చౌకయైన
546,teuer::A,আক্রা,వెలపొడుగైన
547,wertvoll::A,মহার্ঘ,విలుప్తెన
548,blind::A,কানা,గ్రుడ్డి
549,taub::A,বধির,చెవిటి
550,kräftig::A,বিশাল,శక్తి గల
551,stark::A,শক্তিশালী,బలమైన
552,schwach::A,দুর্বল,బలహీనమైన
553,fett::A,মোটা,క్రొవ్విన
554,schlank::A,কৃশ,సన్నని
555,hübsch::A,সুন্দর,సాగప్తెన
556,böse::A,খারাপ,చెడ్డ
557,dumm::A,মূর্খ,తెలివిలేని
558,faul::A,শ্রমবিমুখ,సోమరియైన
559,fleißig::A,পরিশ্রমী,శ్రద్దగల
560,geizig::A,ব্যয়কুণ্ঠ,పిసినారియైన
561,klug::A,দক্ষ,తెలివిగల
562,geschickt::A,পটু,నిపుణతగల
563,lieb::A,প্রেয়,ప్రియమైన
564,lustig::A,প্রফুল্ল,ఉల్లాసము గల
565,sanft::A,নম্র,సాధువైన
566,hungrig::A,ক্ষুধার্ত,ఆకలిగొనిన
567,krank::A,অসুস্থ,వ్యాధిగల
568,nackt::A,উলঙ্গ,దిగంబరమైన
569,traurig::A,দুঃখিত,విచారముగల
570,lebendig::A,জীবিত,ప్రాణముతో నున్న
571,gut::A,ভালো,మంచి
572,schlecht::A,মন্দ,చెడ్డ
573,richtig::A,ঠিক,సరియైన
574,schlimm::A,কদর্য,అసహ్యమైన
575,wahr::A,বাস্তব,నిజమైన
576,alt::A,পুরাতন,ముసలి
577,neu::A,নব,క్రొత్త
578,neu::A,নূতন,క్రొత్త
579,ehemalig::A,পূর্বকালীন,పూర్వపు
580,alt[Lebewesen]::A,বৃদ্ধ,ముసలి
581,jung::A,তরুণ,పసి
582,arm::A,ক্ষুদ্র,బీద
583,reich::A,ধনবান্,ధనవంతుడైన
584,bekannt::A,সুপরিচিত,తెలిసిన
585,berühmt::A,বিখ্যাত,ప్రపిద్దికెక్కివ
586,fremd::A,বিদেশি,అన్యమైన
587,verschieden::A,বিসদৃশ,భేదమైన
588,nah::A,নিকটবতী,దగ్గఱనున్న
589,fern::A,দুরবতী,దూరమందున్న
590,linker::A,বাম,ఎడమప్రక్కగ
591,rechter::A,ডান,కుడి
592,rechter::A,ডাইন,కుడి
593,anderer::A,অন্যতর,వేఱ్తెన
594,erster::A,প্রথম,మొదటి
595,zweiter::A,দ্বিতীয়,రెండన
596,dritter::A,তৃতীয়,మూడో
597,letzter::A,সর্বশেষ,కడపటి
598,allein::ADV,একক,ఒంటిగా
599,auf einmal::ADV,জলদি,హరాత్తుగ
600,zusammen::ADV,একসঙ্গে,కలిసి
601,lange::ADV,লম্বা,బహుకాలము
602,plötzlich::ADV,হঠাৎ,హరాత్తుగ
603,sofort::ADV,মুহ্ণর্তমধ্যে,తక్షణము
604,später::ADV,পশ্চাতে,ఇటీవలి
605,jetzt::ADV,এখন,ఇప్పుడు
606,heute::ADV,আজ,నేడు
607,morgen::ADV,আগামিকাল,ఱేపు
608,bald::ADV,অস্পকালমধ্যে,శీఘ్రముగ
609,dann::ADV,তখন,అప్పుడు
610,gestern::ADV,গতকাল,నిన్నటి దినము
611,einst::ADV,একবার মাত্র,పూర్వమొకప్పుడు
612,damals::ADV,তখন,అప్పుడు
613,danach::ADV,পরে,అప్పుడు
614,vorher::ADV,আগে,ఎదుట
615,zuerst::ADV,আগে,మొదటిలో
616,einmal::ADV,একবার,ఒకసారి
617,manchmal::ADV,কখনও কখনও,అప్పటప్పటికి
618,oft::ADV,ঘনঘন,తఱచుగా
