,Concept_ID,ro,mhr
81,Erde::N,pământ,мла́нде
82,Staub::N,praf,пура́к
83,Rauch::N,fum,шикш
84,Funke::N,scânteie,сеске́м
85,Funke::N,scânteie,тулйы́п
86,Feuer::N,foc,тул
87,Licht::N,lumină,со́то
88,Schatten::N,umbră,ӱ́мыл
89,Wetter::N,timp,иге́че
90,Wetter::N,vreme,иге́че
91,Nebel::N,ceață,тӱтыра́
92,Nebel::N,negură,тӱтыра́
93,Wolke::N,nor,пыл
94,Regen::N,ploaie,йӱр
95,Schnee::N,zăpadă,лум
96,Eis::N,gheață,ий
97,Frost::N,ger,чатлама́
98,Kälte::N,frig,йӱ́штӧ
99,Hitze::N,arșiță,шо́кшо
100,Hitze::N,căldură,шо́кшо
101,Raureif::N,chiciură,пӧрш
102,Raureif::N,chiciură,по́кшым
103,Regenbogen::N,curcubeu,шонанпы́л
104,Donner::N,tunet,кӱ́дырчӧ
105,Strömung::N,curent,йо́гын
106,Tropfen::N,picătură,чӱча́лтыш
107,Schaum::N,spumă,шоҥ
108,Schmutz::N,murdărie,лавыра́
109,See::N,lac,ер
110,Sumpf::N,mlaștină,лӱ́кӧ
111,Moor::N,bărăgan,куп
112,Wiese::N,fânaț,о́лык
113,Wiese::N,livadă,о́лык
114,Wald::N,codru,чодыра́
115,Wald::N,pădure,чодыра́
116,Hügel::N,deal,арка́
117,Hügel::N,movilă,арка́
118,Anhöhe::N,deal,тӧва́
119,Anhöhe::N,deal,кӱкшака́
120,Anhöhe::N,ridicătură,тӧва́
121,Anhöhe::N,ridicătură,кӱкшака́
122,Berg::N,munte,ку́рык
123,Gipfel::N,pisc,чаҥга́
124,Gipfel::N,pisc,курыкву́й
125,Höhle::N,peșteră,пеще́р
126,Höhle::N,peșteră,курыкпо́мыш
127,Abhang::N,pantă,та́йыл
128,Abhang::N,versant,та́йыл
129,Quelle::N,izvor,важ
130,Quelle::N,izvor,вӱдшинча́
131,Bach::N,gârlă,изэҥе́р
132,Fluss::N,râu,эҥе́р
133,Fluss::N,fluviu,эҥе́р
134,Ufer::N,mal,сер
135,Ufer::N,țărm,сер
136,Küste::N,coastă,вӱдтӱ́р
137,Festland::N,uscat,мла́нде
138,Meer::N,mare,те́ҥыз
139,Bucht::N,golf,икса́
140,Insel::N,insulă,отро́
141,Blume::N,floare,пеле́дыш
142,Gras::N,iarbă,шу́до
143,Wurzel::N,rădăcină,вож
144,Baum::N,copac,пуше́ҥге
145,Baum::N,arbore,пуше́ҥге
146,Stamm::N,tulpină,йы́тыр
147,Rinde::N,scoarță,шӱм
148,Ast::N,cracă,укш
149,Ast::N,creangă,укш
150,Zweig::N,ramură,торма́к
151,Zweig::N,creangă,торма́к
152,Blatt::N,frunză,лышта́ш
153,Birke::N,mesteacăn,куэ́
154,Kiefer[Baum]::N,pin,пӱ́нчӧ
155,Weide[Baum]::N,salcie,уа́
156,Weide[Baum]::N,răchită,уа́
157,Tanne::N,brad,кож
158,Horn::N,corn,шур
159,Feder::N,pană,пы́стыл
160,Fell::N,piele,кова́ште
161,Flügel::N,aripă,шу́лдыр
162,Klaue::N,gheară,кӱч
163,Kralle::N,labă,ла́па
164,Kralle::N,labă,копа́
165,Kralle::N,gheară,ла́па
166,Kralle::N,gheară,копа́
167,Schwanz::N,coadă,поч
168,Ei::N,ou,му́но
169,Nest::N,cuib,пыжа́ш
170,Bau::N,bârlog,пыжа́ш
171,Bau::N,vizuină,пыжа́ш
172,Tier::N,animal,я́нлык
173,Tier::N,animal,живо́тный
174,Herde::N,turmă,кӱ́тӱ
175,Herde::N,turmă,тӱшка́
176,Herde::N,cireadă,кӱ́тӱ
177,Herde::N,cireadă,тӱшка́
178,Kuh::N,vacă,ушка́л
179,Bulle::N,taur,ӱ́шкыж
180,Pferd::N,cal,и́мне
181,Schaf::N,oaie,шо́рык
182,Schwein::N,porc,сӧсна́
183,Hund::N,câine,пий
184,Katze::N,pisică,пы́рыс
185,Bär::N,urs,маска́
186,Eichhörnchen::N,veveriță,ур
187,Elch::N,elan,шо́рдо
188,Fuchs::N,vulpe,ры́выж
189,Hase::N,iepure,мера́ҥ
190,Maus::N,șoarece,коля́
191,Wolf::N,lup,пи́ре
192,Vogel::N,pasăre,ка́йык
193,Schwarm::N,cârd,каша́к
194,Huhn::N,găină,чы́ве
195,Hahn::N,cocoș,агыта́н
196,Gans::N,gâscă,ко́мбо
197,Adler::N,vultur,карагу́ш
198,Ente::N,rață,лу́до
199,Eule::N,bufniță,тумна́
200,Kranich::N,cocor,турня́
201,Krähe::N,cioară,кора́к
202,Kuckuck::N,cuc,куку́
203,Schwan::N,lebădă,йӱ́ксӧ
204,Fisch::N,pește,кол
205,Barsch::N,biban,ола́ҥге
206,Hecht::N,știucă,нуж
207,Hecht::N,știucă,чорта́н
208,Schlange[Tier]::N,șarpe,ки́шке
209,Wurm::N,vierme,шукш
210,Spinne::N,păianjen,эҥыре́мыш
211,Ameise::N,furnică,ку́тко
212,Laus::N,păduche,тий
213,Mücke::N,țânțar,шыҥа́
214,Fliege::N,muscă,ка́рме
215,Schmetterling::N,fluture,лы́ве
216,Beere::N,boabă,мӧр
217,Apfel::N,măr,олма́
218,Pilz::N,burete,по́ҥго
219,Pilz::N,ciupercă,по́ҥго
220,Zwiebel::N,ceapă,шога́н
221,Saat::N,semănătură,нӧ́шмӧ
222,Saat::N,semănătură,туш
223,Korn::N,grâu,шу́рно
224,Heu::N,fân,шу́до
225,Schale::N,coajă,шӱм
226,Grube::N,groapă,выне́м
227,Falle::N,cursă,лӧ́дӧ
228,Falle::N,capcană,лӧ́дӧ
229,Schlinge::N,laț,о́птыш
230,Schlinge::N,laț,шӧрга́лтыш
231,Spur::N,dâră,кыша́
232,Asche::N,cenușă,ло́мыж
233,Dreck::N,noroi,лавыра́
234,Dreck::N,murdărie,лавыра́
235,Eisen::N,fier,кӱ́ртньӧ
236,Gold::N,aur,шӧ́ртньӧ
237,Silber::N,argint,ший
238,Kohle::N,cărbune,мландышӱ́й
239,Glas::N,sticlă,янда́
240,Lehm::N,lut,шун
241,Lehm::N,humă,шун
242,Sand::N,nisip,ошма́
243,Mensch::N,om,еҥ
244,Mensch::N,om,айде́ме
245,Mensch::N,persoană,еҥ
246,Mensch::N,persoană,айде́ме
247,Mann::N,om,пӧръе́ҥ
248,Mann::N,bărbat,пӧръе́ҥ
249,Frau::N,femeie,ӱдырама́ш
250,Kind::N,copil,аза́
251,Junge::N,băiat,рве́зе
252,Junge::N,flăcău,рве́зе
253,Mädchen::N,fată,ӱдыра́ш
254,Familie::N,familie,еш
255,Großvater::N,bunic,коча́
256,Großvater::N,tată mare,коча́
257,Großmutter::N,bunică,кова́
258,Großmutter::N,mamă mare,кова́
259,Eltern::N,părinți,ача́-ава́
260,Vater::N,tată,ача́
261,Vater::N,părinte,ача́
262,Mutter::N,mamă,ава́
263,Sohn::N,fiu,э́рге
264,Sohn::N,fecior,э́рге
265,Tochter::N,fiică,ӱ́дыр
266,Bruder::N,frate,иза́
267,Bruder::N,frate,шо́льо
268,Schwester::N,soră,ака́
269,Onkel::N,unchi,иза́
270,Tante::N,mătușă,кока́
271,Ehemann::N,soț,мари́й
272,Ehemann::N,bărbat,мари́й
273,Ehefrau::N,soție,ва́те
274,Freude::N,bucurie,куа́н
275,Freude::N,bucurie,куаныма́ш
276,Gelächter::N,râset,во́штылтыш
277,Glück::N,fericire,пиа́л
278,Kummer::N,mâhnire,о́йго
279,Wunsch::N,dorință,ку́мыл
280,Wunsch::N,deziderat,ку́мыл
281,Lust::N,poftă,ку́мыл
282,Lust::N,înclinare,ку́мыл
283,Geist::N,duh,ӧрт
284,Geist::N,duh,чон
285,Geist::N,minte,ӧрт
286,Geist::N,minte,чон
287,Geist::N,suflet,ӧрт
288,Geist::N,suflet,чон
289,Gedanke::N,gând,ой
290,Gedanke::N,gând,шоныма́ш
291,Gedanke::N,cuget,ой
292,Gedanke::N,cuget,шоныма́ш
293,Gedächtnis::N,memorie,шарныма́ш
294,Verstand::N,minte,уш
295,Verstand::N,intelect,уш
296,Sinn::N,sens,смысл
297,Sinn::N,înțeles,смысл
298,Grund::N,cauză,ама́л
299,Grund::N,pricină,ама́л
300,Wahrheit::N,adevăr,чын
301,Gespräch::N,convorbire,мутланыма́ш
302,Gespräch::N,conversație,мутланыма́ш
303,Märchen::N,basm,йома́к
304,Märchen::N,poveste,йома́к
305,Erzählung::N,poveste,ойлыма́ш
306,Nachricht::N,veste,увертарыма́ш
307,Neuigkeit::N,noutate,уве́р
308,Neuigkeit::N,actualitate,уве́р
309,Name::N,nume,лӱм
310,Rätsel::N,ghicitoare,ту́што
311,Rede::N,discurs,ойлыма́ш
312,Sprache::N,limbă,йы́лме
313,Sprache::N,limbaj,йы́лме
314,Stimme::N,glas,йӱк
315,Wort::N,cuvânt,ой
316,Wort::N,cuvânt,мут
317,Zeichen::N,semn,ти́ште
318,Zeichen::N,semn,знак
319,Zeichen::N,semnal,ти́ште
320,Zeichen::N,semnal,знак
321,Ruf::N,chemare,ӱжма́ш
322,Lärm::N,zgomot,лӱшкыма́ш
323,Lärm::N,zgomot,йӱк-йӱа́н
324,Lärm::N,tărăboi,лӱшкыма́ш
325,Lärm::N,tărăboi,йӱк-йӱа́н
326,Laut::N,sunet,йӱк
327,Ton::N,ton,йӱксе́м
328,Lied::N,cântec,му́ро
329,Ruhe::N,odihnă,ты́мык
330,Ruhe::N,liniște,ты́мык
331,Leute::N,lume,еҥ-влак
332,Leute::N,oameni,еҥ-влак
333,Volk::N,popor,ка́лык
334,Volk::N,națiune,ка́лык
335,Arbeit::N,lucru,паша́
336,Gast::N,musafir,уна́
337,Geschenk::N,dar,пӧле́к
338,Geschenk::N,cadou,пӧле́к
339,Spiel::N,joc,мо́дыш
340,Spiel::N,joc,модма́ш
341,Gesellschaft::N,societate,тӱшка́
342,Hilfe::N,ajutor,по́лыш
343,Freund::N,amic,таҥ
344,Freund::N,amic,йолта́ш
345,Freund::N,prieten,таҥ
346,Freund::N,prieten,йолта́ш
347,Kamerad::N,tovarăș,таҥ
348,Angelegenheit::N,afacere,паша́
349,Anzahl::N,număr,чот
350,Anzahl::N,cantitate,чот
351,Art::N,fel,вид
352,Art::N,specie,вид
353,Stück::N,bucată,ка́тыш
354,Stück::N,bucată,ла́стык
355,Teil::N,parte,ужа́ш
356,Teil::N,porție,ужа́ш
357,Hälfte::N,jumătate,пел
358,Hälfte::N,jumătate,пе́ле
359,Kreis::N,cerc,ты́ртыш
360,Kreuz::N,cruce,ыре́с
361,Linie::N,linie,ли́ний
362,Strich::N,linie,коре́ш
363,Strich::N,trăsătură,коре́ш
364,Abstand::N,distanță,кокла́
365,Abstand::N,depărtare,кокла́
366,Entfernung::N,distanță,тора́
367,Entfernung::N,distanță,ку́жыт
368,Entfernung::N,depărtare,тора́
369,Entfernung::N,depărtare,ку́жыт
370,Gegend::N,regiune,кунде́м
371,Platz::N,loc,ку́мдык
372,Ort::N,loc,вер
373,Ort::N,loc,о́лмо
374,Seite::N,latură,ӧ́рдыж
375,Mitte::N,centru,покше́л
376,Gegenstand::N,obiect,наста́
377,Sache::N,lucru,наста́
378,Sache::N,chestie,наста́
379,Rand::N,bordură,тӱр
380,Kante::N,muchie,тӱр
381,Kante::N,bordură,тӱр
382,Ecke::N,colț,лук
383,Spitze::N,vârf,вуй
384,Spitze::N,creștet,вуй
385,Ende::N,capăt,муча́ш
386,Loch::N,gaură,рож
387,Winkel::N,colț,лук
388,Muster::N,desen,пеза́к
389,Muster::N,desen,узо́р
390,Muster::N,desen,ӱ́лгӧ
391,Größe::N,mărime,кӱ́кшыт
392,Länge::N,lungime,ку́тыш
393,Höhe::N,înălțime,кӱ́кшыт
394,Gewicht::N,greutate,не́лыт
395,Menge::N,cantitate,чот
396,Haufen::N,grămadă,кы́шыл
397,Reihe::N,șir,рада́м
398,Reihe::N,rând,рада́м
399,Boot::N,barcă,пуш
400,Boot::N,luntre,пуш
401,Ruder::N,vâslă,эшка́к
402,Ruder::N,lopată,эшка́к
403,Schlitten::N,sanie,тер
404,Schlitten::N,sanie,изде́р
405,Ski::N,schi,е́че
406,Lagerfeuer::N,foc de tabără,туло́то
407,Last::N,povară,нӧ́лтыш
408,Last::N,sarcină,нӧ́лтыш
409,Gang::N,mers,ошкылма́ш
410,Gang::N,umblet,ошкылма́ш
411,Schritt::N,pas,о́шкыл
412,Norden::N,nord,йӱдйыма́л
413,Norden::N,miazănoapte,йӱдйыма́л
414,Süden::N,sud,кечывалве́л
415,Süden::N,miazăzi,кечывалве́л
416,Westen::N,apus,касве́л
417,Osten::N,est,эрве́л
418,Osten::N,răsărit,эрве́л
419,Holz::N,lemn,пу
420,Brett::N,scândură,оҥа́
421,Platte::N,placă,аста́р
422,Stütze::N,proptea,чара́к
423,Stange::N,bară,лома́ш
424,Stange::N,prăjină,лома́ш
425,Stock::N,băț,тоя́
426,Stock::N,baston,тоя́
427,Stab::N,baston,вара́
428,Stab::N,baston,кашта́
429,Stab::N,prăjină,вара́
430,Stab::N,prăjină,кашта́
431,Rohr::N,tub,пуч
432,Rohr::N,țeavă,пуч
433,Haus::N,casă,пӧрт
434,Heim::N,casă,мӧ́ҥгӧ
435,Heim::N,cămin,мӧ́ҥгӧ
436,Ofen::N,sobă,комака́
437,Fußboden::N,podea,кӱва́р
438,Fußboden::N,dușumea,кӱва́р
439,Tisch::N,masă,ӱсте́л
440,Stuhl::N,scaun,пӱке́н
441,Wiege::N,leagăn,шепка́
442,Bett::N,pat,ва́кшыш
443,Regal::N,rafturi,шӧ́рлык
444,Kiste::N,ladă,шо́ндык
445,Kiste::N,ladă,я́шлык
446,Kiste::N,cutie,шо́ндык
447,Kiste::N,cutie,я́шлык
448,Fenster::N,fereastră,окна́
449,Tür::N,ușă,омса́
450,Tor::N,poartă,капка́
451,Zaun::N,gard,сава́р
452,Dach::N,acoperiș,леве́дыш
453,Leiter::N,scară,тошка́лтыш
454,Besen::N,mătură,ӱштерво́штыр
455,Spaten::N,cazma,ко́льмо
456,Spaten::N,hârleț,ко́льмо
457,Schaufel::N,lopată,сово́к
458,Schaufel::N,lopată,су́ско
459,Gabel::N,furculiță,ви́лке
460,Löffel::N,lingură,па́не
461,Löffel::N,lingură,совла́
462,Messer::N,cuțit,кӱ́зӧ
463,Nagel::N,cui,пуда́
464,Netz::N,plasă,вапш
465,Haken::N,cârlig,са́гыле
466,Griff::N,mâner,кыл
467,Schloss::N,lacăt,кӧгӧ́н
468,Bild::N,tablou,сӱре́т
469,Bild::N,imagine,сӱре́т
470,Figur::N,chip,фигу́р
471,Figur::N,figură,фигу́р
472,Puppe::N,păpușă,курча́к
473,Beutel::N,pungă,меша́к
474,Beutel::N,săculeț,меша́к
475,Bündel::N,mănunchi,арша́ш
476,Tasche::N,geantă,сумка́
477,Eimer::N,găleată,ведра́
478,Deckel::N,capac,ко́мдыш
479,Geschirr::N,vase,а́те
480,Geschirr::N,tacâmuri,а́те
481,Sack::N,sac,куль
482,Sack::N,sac,меша́к
483,Tasse::N,ceașcă,чу́кыр
484,Tasse::N,ceașcă,чашка́
485,Topf::N,oală,ми́ске
486,Kessel::N,cazan,под
487,Kessel::N,căldare,под
488,Essen::N,mâncare,ко́чкыш
489,Nahrung::N,hrană,ку́рго
490,Nahrung::N,aliment,ку́рго
491,Speise::N,bucate,ко́чкыш
492,Speise::N,fel de bucate,ко́чкыш
493,Fleisch::N,carne,шыл
494,Getreide::N,cereale,шу́рно
495,Brei::N,pireu,пу́чымыш
496,Brot::N,pâine,ки́нде
497,Scheibe::N,felie,ка́тыш
498,Scheibe::N,bucată,ка́тыш
499,Fett::N,untură,коя́
500,Fett::N,grăsime,коя́
501,Butter::N,unt,ӱй
502,Öl::N,ulei,ӱй
503,Salz::N,sare,шинча́л
504,Suppe::N,supă,шӱр
505,Suppe::N,ciorbă,шӱр
506,Honig::N,miere,мӱй
507,Milch::N,lapte,шӧр
508,Tee::N,ceai,чай
509,Leder::N,piele,сура́н
510,Leder::N,piele,шӱ́штӧ
511,Wolle::N,lână,пун
512,Stoff::N,stofă,куэ́м
513,Stoff::N,stofă,посто́
514,Nadel::N,ac,и́ме
515,Faden::N,ață,шӱ́ртӧ
516,Knopf::N,buton,по́лдыш
517,Knoten::N,nod,пышке́м
518,Farbe::N,vopsea,чия́
519,Kleidung::N,haine,чие́м
520,Kleidung::N,haine,вурге́м
521,Kleidung::N,îmbrăcăminte,чие́м
522,Kleidung::N,îmbrăcăminte,вурге́м
523,Hemd::N,cămașă,ту́выр
524,Kragen::N,guler,сога́
525,Ärmel::N,mânecă,шокш
526,Hose::N,pantaloni,йола́ш
527,Gürtel::N,cordon,ӱ́штӧ
528,Mütze::N,șapcă,упш
529,Schuh::N,gheată,боти́нке
530,Stiefel::N,cizmă,кем
531,Ring::N,inel,шерга́ш
532,Ring::N,verigă,шерга́ш
533,Band::N,panglică,тасма́
534,Band::N,panglică,ле́нте
535,Band::N,șiret,тасма́
536,Band::N,șiret,ле́нте
537,Kamm::N,pieptene,шерге́
538,Spiegel::N,oglindă,вошто́нчыш
539,Riemen::N,curea,кӱзанӱ́штӧ
540,Schnur::N,funie,кере́м
541,Schnur::N,funie,кандыра́
542,Schnur::N,sfoară,кере́м
543,Schnur::N,sfoară,кандыра́
544,Leine::N,lesă,вӱра́ҥ
545,Leine::N,curea,вӱра́ҥ
546,Decke::N,pătură,леве́дыш
547,Decke::N,pătură,одея́л
548,Kissen::N,pernă,кӱ́пчык
549,Tuch::N,batic,шо́выч
550,Handtuch::N,prosop,со́лык
551,Handtuch::N,ștergar,со́лык
552,Kraft::N,forță,вий
553,Kraft::N,forță,куа́т
554,Kraft::N,putere,вий
555,Kraft::N,putere,куа́т
556,Stärke::N,tărie,куа́т
557,Stärke::N,tărie,карма́н
558,Stärke::N,vigoare,куа́т
559,Stärke::N,vigoare,карма́н
560,Gesundheit::N,sănătate,таза́лык
561,Krankheit::N,boală,чер
562,Krankheit::N,maladie,чер
563,Schmerz::N,durere,ко́рштыш
564,Wunde::N,rană,су́сыр
565,Fieber::N,febră,йӱштыму́ж
566,Fieber::N,febră,лихора́дке
567,Arznei::N,leac,эм
568,Arznei::N,medicament,эм
569,Brücke::N,pod,кӱва́р
570,Brücke::N,punte,кӱва́р
571,Brunnen::N,puț,вӱдвыне́м
572,Weide::N,izlaz,нурше́р
573,Weide::N,pășune,нурше́р
574,Pfad::N,cărare,йолго́рно
575,Pfad::N,cărare,сокма́к
576,Weg::N,drum,ко́рно
577,Straße::N,cale,ко́рно
578,Straße::N,stradă,ко́рно
579,Dorf::N,sat,ял
580,Stadt::N,oraș,ола́
581,Brief::N,scrisoare,се́рыш
582,Buch::N,carte,книга́
583,Buchstabe::N,literă,буква́
584,Buchstabe::N,caracter,буква́
585,Zeitung::N,ziar,газе́т
586,Zeitung::N,gazetă,газе́т
587,Leben::N,viață,и́лыш
588,Tod::N,moarte,колыма́ш
589,Grab::N,groapă,шӱга́р
590,Grab::N,mormânt,шӱга́р
591,Kirche::N,biserică,че́рке
592,Sünde::N,păcat,су́лык
593,Gott::N,zeu,ю́мо
594,Arbeiter::N,muncitor,паша́зе
595,Chef::N,șef,тӧра́
596,Meister::N,meșter,маста́р
597,Meister::N,maestru,маста́р
598,Arzt::N,medic,врач
599,Arzt::N,doctor,врач
600,Lehrer::N,profesor,ту́ныктышо
601,Lehrer::N,învățător,ту́ныктышо
602,Geld::N,bani,окса́
603,Geld::N,parale,окса́
604,Geschäft::N,treabă,сатулыма́ш
605,Geschäft::N,afacere,сатулыма́ш
606,Laden::N,magazin,ке́выт
607,Laden::N,prăvălie,ке́выт
608,Preis::N,preț,ак
609,Ware::N,marfă,сату́
610,Nutzen::N,folos,пайда́
611,Nutzen::N,profit,пайда́
612,Reichtum::N,avuție,поя́нлык
613,Reichtum::N,bogăție,поя́нлык
614,Welt::N,lume,тӱня́
615,Land::N,țară,эл
616,Staat::N,stat,кугыжа́ныш
617,König::N,rege,кугыжа́
618,Macht::N,putere,власть
619,Macht::N,putință,власть
620,Grenze::N,hotar,грани́ца
621,Grenze::N,graniță,грани́ца
622,Grenze::N,frontieră,грани́ца
623,Krieg::N,război,сар
624,Feind::N,dușman,тушма́н
625,Gewalt::N,violență,виешлыма́ш
626,Kampf::N,luptă,кредалма́ш
627,Bogen[Waffe]::N,arc,юҥе́ж
628,Pfeil::N,săgeată,пикш
629,Gewehr::N,armă,пыча́л
630,Gewehr::N,pușcă,пыча́л
631,Fehler::N,eroare,йо́ҥылыш
632,Fehler::N,greșeală,йо́ҥылыш
633,Lüge::N,minciună,шоя́к
634,Schaden::N,daună,зия́н
635,Schaden::N,pagubă,зия́н
636,Unglück::N,nenorocire,эҥге́к
637,Schuld::N,vină,тита́к
638,Schuld::N,vină,йола́
639,Alter::N,etate,ийго́т
640,Alter::N,vârstă,ийго́т
641,Schluss::N,sfârșit,муча́ш
642,Zeit::N,timp,жап
643,Zeit::N,timp,па́гыт
644,Zeit::N,vreme,жап
645,Zeit::N,vreme,па́гыт
646,Tag::N,zi,ке́че
647,Morgen::N,dimineață,эр
648,Mittag::N,prânz,кечыва́л
649,Mittag::N,amiază,кечыва́л
650,Abend::N,seară,кас
651,Nacht::N,noapte,йӱд
652,Woche::N,săptămână,арня́
653,Monat::N,lună,ты́лзе
654,Jahr::N,an,ий
655,Frühling::N,primăvară,шо́шо
656,Sommer::N,vară,кеҥе́ж
657,Herbst::N,toamnă,шы́же
658,Winter::N,iarnă,те́ле
659,Januar::N,ianuarie,шоркыйол
660,Januar::N,ianuarie,идалыкву́й
661,Januar::N,ianuarie,янва́рь
662,Februar::N,februarie,пургыж
663,Februar::N,februarie,февра́ль
664,März::N,martie,ӱярня
665,März::N,martie,март
666,April::N,aprilie,апре́ль
667,Mai::N,mai,ага
668,Mai::N,mai,май
669,Juni::N,iunie,пеледыш
670,Juni::N,iunie,ию́нь
671,Juli::N,iulie,сӱрем
672,Juli::N,iulie,ию́ль
673,August::N,august,сорла
674,August::N,august,агарма́н
675,August::N,august,а́вгуст
676,September::N,septembrie,идым
677,September::N,septembrie,сентя́брь
678,Oktober::N,octombrie,шыжа
679,Oktober::N,octombrie,октя́брь
680,November::N,noiembrie,кылме тылзе
681,November::N,noiembrie,ноя́брь
682,Dezember::N,decembrie,дека́брь
683,Montag::N,luni,шо́чмо
684,Dienstag::N,marți,ку́шкыжмо
685,Mittwoch::N,miercuri,вӱрге́че
686,Donnerstag::N,joi,изарня́
687,Freitag::N,vineri,кугарня́
688,Samstag::N,sâmbătă,шуматке́че
689,Sonntag::N,duminică,рушарня́
690,groß::A,mare,кугу́
691,klein::A,mic,изи́
692,lang::A,lung,кужу́
693,kurz::A,scurt,кӱ́чык
694,breit::A,lat,кумда́
695,breit::A,larg,кумда́
696,schmal::A,strâmt,а́ҥысыр
697,dicht::A,des,ну́гыдо
698,dick[Gegenstand]::A,gros,кӱ́жгӧ
699,dünn::A,subțire,ви́чкыж
700,fein::A,fin,ты́гыде
701,fein::A,subțire,ты́гыде
702,fest::A,tare,чо́ткыдо
703,fest::A,solid,чо́ткыдо
704,flach::A,șes,лапка́
705,flach::A,plan,лапка́
706,glatt::A,lins,яклака́
707,hart::A,dur,пе́ҥгыде
708,weich::A,moale,пу́шкыдо
709,rund::A,rotund,йырге́шке
710,rund::A,circular,йырге́шке
711,spitz::A,ascuțit,коша́р
712,scharf::A,tăios,пӱ́сӧ
713,scharf::A,ascuțit,пӱ́сӧ
714,stumpf::A,tocit,токма́к
715,schwer::A,greu,не́ле
716,schön::A,frumos,сы́лне
717,heiß::A,cald,шо́кшо
718,heiß::A,fierbinte,шо́кшо
719,warm::A,cald,ле́ве
720,warm::A,fierbinte,ле́ве
721,kalt::A,rece,йӱ́штӧ
722,kühl::A,rece,юа́лге
723,kühl::A,rece,южгата́
724,kühl::A,răcoros,юа́лге
725,kühl::A,răcoros,южгата́
726,frisch::A,răcoros,свежа́
727,frisch::A,proaspăt,свежа́
728,feucht::A,umed,вӱ́дыжгӧ
729,feucht::A,jilav,вӱ́дыжгӧ
730,nass::A,ud,нӧ́рӧ
731,trocken::A,sec,ку́кшо
732,trocken::A,uscat,ку́кшо
733,voll::A,plin,тич
734,leer::A,gol,яра́
735,offen::A,deschis,виш
736,geschlossen::A,închis,пе́тырыме
737,geschlossen::A,închis,тӱ́чмӧ
738,sauber::A,curat,ару́
739,sauber::A,curat,янда́р
740,schmutzig::A,murdar,лавыра́н
741,schmutzig::A,murdar,ла́выргыше
742,roh::A,crud,кӱ́чымӧ
743,reif::A,copt,лӧза́
744,lecker::A,gustos,ту́тло
745,süß::A,dulce,ше́ре
746,bitter::A,amar,ко́чо
747,sauer::A,acru,шо́по
