,Concept_ID,ja,is
128,Gras::N,草,gras
129,Wurzel::N,根,rót
130,Baum::N,木,tré
131,Stamm::N,幹,stofn
132,Rinde::N,皮層,börkur
133,Ast::N,枝,grein
134,Zweig::N,小枝,angi
135,Zweig::N,小枝,kvistur
136,Blatt::N,葉,blað
137,Birke::N,樺,birki
138,Kiefer[Baum]::N,松,fura
139,Weide[Baum]::N,柳,víðir
140,Tanne::N,樅,greni
141,Horn::N,角,horn
142,Feder::N,羽根,fjöður
143,Fell::N,毛皮,skinn
144,Flügel::N,羽,vængur
145,Klaue::N,鉤爪,kló
146,Kralle::N,爪,kló
147,Schwanz::N,尻尾,rófa
148,Schwanz::N,尻尾,skott
149,Ei::N,卵,egg
150,Nest::N,巣,hreiður
151,Bau::N,穴,greni
152,Bau::N,穴,bæli
153,Tier::N,動物,dýr
154,Herde::N,群れ,hjörð
155,Kuh::N,牛,kýr
156,Bulle::N,雄牛,boli
157,Pferd::N,馬,hestur
158,Schaf::N,羊,kind
159,Schwein::N,豚,svín
160,Hund::N,犬,hundur
161,Katze::N,猫,köttur
162,Bär::N,熊,björn
163,Eichhörnchen::N,栗鼠,íkorni
164,Elch::N,ヘラジカ,elgur
165,Fuchs::N,狐,refur
166,Hase::N,兎,héri
167,Maus::N,鼠,mús
168,Wolf::N,狼,úlfur
169,Vogel::N,鳥,fugl
170,Schwarm::N,群れ,sægur
171,Huhn::N,鶏,hæna
172,Hahn::N,雄鶏,hani
173,Gans::N,ガチョウ,gæs
174,Adler::N,鷲,örn
175,Ente::N,鴨,önd
176,Eule::N,フクロウ,uggla
177,Kranich::N,鶴,trana
178,Krähe::N,烏,kráka
179,Kuckuck::N,郭公,gaukur
180,Schwan::N,白鳥,svanur
181,Fisch::N,魚,fiskur
182,Barsch::N,鱸,aborri
183,Hecht::N,川魳,gedda
184,Schlange[Tier]::N,蛇,naðra
185,Wurm::N,虫,ormur
186,Spinne::N,蜘蛛,kónguló
187,Ameise::N,蟻,maur
188,Laus::N,虱,lús
189,Mücke::N,蚊,mý
190,Mücke::N,蚊,mýfluga
191,Fliege::N,蝿,fluga
192,Schmetterling::N,蝶,fiðrildi
193,Beere::N,漿果,ber
194,Apfel::N,林檎,epli
195,Pilz::N,茸,sveppur
196,Zwiebel::N,玉葱,laukur
197,Saat::N,種,fræ
198,Saat::N,種,útsæði
199,Korn::N,粒,korn
200,Heu::N,干し草,hey
201,Schale::N,皮,hýði
202,Grube::N,穴,gryfja
203,Falle::N,わな,gildra
204,Schlinge::N,輪,snara
205,Spur::N,跡,spor
206,Asche::N,灰,aska
207,Dreck::N,泥,óþverri
208,Eisen::N,鉄,járn
209,Gold::N,金,gull
210,Silber::N,銀,silfur
211,Kohle::N,炭,kol
212,Glas::N,ガラス,gler
213,Lehm::N,ローム,leir
214,Sand::N,砂,sandur
215,Mensch::N,人,maður
216,Mensch::N,人,manneskja
217,Mann::N,男,maður
218,Mann::N,男,karlmaður
219,Mann::N,男性,maður
220,Mann::N,男性,karlmaður
221,Frau::N,女,kona
222,Frau::N,女性,kona
223,Kind::N,子,barn
224,Kind::N,子,krakki
225,Kind::N,子供,barn
226,Kind::N,子供,krakki
227,Junge::N,男の子,drengur
228,Mädchen::N,女の子,stelpa
229,Familie::N,家族,fjölskylda
230,Großvater::N,祖父,afi
231,Großvater::N,おじいさん,afi
232,Großmutter::N,祖母,amma
233,Großmutter::N,おばあさん,amma
234,Eltern::N,親,foreldrar
235,Eltern::N,両親,foreldrar
236,Vater::N,父,faðir
237,Vater::N,お父さん,faðir
238,Mutter::N,母,móðir
239,Mutter::N,お母さん,móðir
240,Sohn::N,息子,sonur
241,Sohn::N,息子さん,sonur
242,Tochter::N,娘,dóttir
243,Tochter::N,お嬢さん,dóttir
244,Bruder::N,弟,bróðir
245,Schwester::N,妹,systir
246,Onkel::N,伯父,föðurbróðir
247,Onkel::N,伯父さん,föðurbróðir
248,Tante::N,叔母,frænka
249,Tante::N,叔母,móðursystir
250,Tante::N,叔母さん,frænka
251,Tante::N,叔母さん,móðursystir
252,Ehemann::N,夫,eiginmaður
253,Ehemann::N,主人,eiginmaður
254,Ehefrau::N,妻,eiginkona
255,Ehefrau::N,奥さん,eiginkona
256,Freude::N,喜び,gleði
257,Gelächter::N,笑い,hlátur
258,Glück::N,幸せ,gæfa
259,Kummer::N,悩み,sorg
260,Wunsch::N,希望,ósk
261,Lust::N,気,fýsn
262,Lust::N,気,löngun
263,Geist::N,精神,andi
264,Gedanke::N,考え,hugsun
265,Gedächtnis::N,記憶,minni
266,Verstand::N,理解力,vit
267,Sinn::N,意味,merking
268,Grund::N,理由,ástæða
269,Wahrheit::N,真実,sannleikur
270,Gespräch::N,会話,samtal
271,Märchen::N,童話,ævintýri
272,Erzählung::N,物語,saga
273,Nachricht::N,報告,frétt
274,Neuigkeit::N,ニュース,frétt
275,Name::N,名前,nafn
276,Rätsel::N,謎,gáta
277,Rede::N,演説,ræða
278,Sprache::N,言語,mál
279,Sprache::N,言語,tungumál
280,Stimme::N,声,rödd
281,Wort::N,言葉,orð
282,Zeichen::N,記号,tákn
283,Zeichen::N,記号,merki
284,Ruf::N,呼び声,kall
285,Lärm::N,騒音,hávaði
286,Laut::N,音,hljóð
287,Ton::N,音,tónn
288,Lied::N,歌,ljóð
289,Lied::N,歌,söngur
290,Ruhe::N,静けさ,ró
291,Ruhe::N,静けさ,kyrrð
292,Leute::N,人々,fólk
293,Volk::N,民族,þjóð
294,Arbeit::N,仕事,vinna
295,Gast::N,客,gestur
296,Geschenk::N,贈り物,gjöf
297,Spiel::N,遊び,leikur
298,Gesellschaft::N,社会,selskapur
299,Hilfe::N,援助,hjálp
300,Freund::N,友達,vinur
301,Kamerad::N,同志,félagi
302,Angelegenheit::N,件,mál
303,Angelegenheit::N,件,málefni
304,Anzahl::N,数,tala
305,Anzahl::N,数,fjöldi
306,Art::N,種類,tegund
307,Stück::N,部分,biti
308,Stück::N,部分,stykki
309,Teil::N,部分,hluti
310,Teil::N,部分,partur
311,Hälfte::N,半分,helmingur
312,Kreis::N,円,hringur
313,Kreuz::N,十字,kross
314,Kreuz::N,十字,krossmark
315,Linie::N,線,lína
316,Strich::N,線,strik
317,Abstand::N,距離,millibil
318,Entfernung::N,距離,fjarlægð
319,Gegend::N,辺,hérað
320,Gegend::N,地域,hérað
321,Platz::N,ゆとり,pláss
322,Ort::N,所,staður
323,Ort::N,場所,staður
324,Seite::N,横,hlið
325,Mitte::N,真ん中,miðja
326,Gegenstand::N,物件,hlutur
327,Sache::N,物,mál
328,Rand::N,端,brún
329,Kante::N,縁,rönd
330,Ecke::N,角,horn
331,Spitze::N,先頭,oddur
332,Ende::N,端,endi
333,Loch::N,穴,gat
334,Loch::N,穴,hola
335,Winkel::N,片隅,skot
336,Winkel::N,片隅,krókur
337,Muster::N,模様,munstur
338,Größe::N,大きさ,stærð
339,Länge::N,長さ,lengd
340,Höhe::N,高さ,hæð
341,Gewicht::N,重さ,vigt
342,Gewicht::N,重さ,þyngd
343,Menge::N,量,magn
344,Haufen::N,堆積,hrúga
345,Haufen::N,堆積,haugur
346,Reihe::N,並び,röð
347,Boot::N,ボート,bátur
348,Ruder::N,オール,ár
349,Schlitten::N,そり,sleði
350,Ski::N,スキー,skíði
351,Lagerfeuer::N,篝火,varðeldur
352,Last::N,荷物,byrði
353,Last::N,荷物,farmur
354,Gang::N,歩み,ganga
355,Schritt::N,歩,skref
356,Norden::N,北,norður
357,Süden::N,南,suður
358,Westen::N,西,vestur
359,Osten::N,東,austur
360,Holz::N,木,viður
361,Holz::N,木材,viður
362,Brett::N,板,fjöl
363,Platte::N,盤,flötur
364,Stütze::N,支柱,stoð
365,Stange::N,棒,stöng
366,Stock::N,杖,prik
367,Stock::N,杖,stafur
368,Stab::N,棒,prik
369,Stab::N,棒,stafur
370,Rohr::N,管,rör
371,Rohr::N,管,pípa
372,Haus::N,家,hús
373,Heim::N,家,heimili
374,Ofen::N,ストーブ,ofn
375,Fußboden::N,床,gólf
376,Tisch::N,机,borð
377,Stuhl::N,椅子,stóll
378,Wiege::N,揺籃,vagga
379,Bett::N,ベッド,rúm
380,Bett::N,ベッド,hvíla
381,Regal::N,棚,hilla
382,Kiste::N,箱,kassi
383,Fenster::N,窓,gluggi
384,Tür::N,戸,dyr
385,Tür::N,戸,hurð
386,Tür::N,ドア,dyr
387,Tür::N,ドア,hurð
388,Tor::N,門,hlið
389,Zaun::N,垣根,girðing
390,Zaun::N,垣根,limgarður
391,Dach::N,屋根,þak
392,Leiter::N,梯子,stigi
393,Besen::N,ほうき,sópur
394,Spaten::N,スコップ,spaði
395,Schaufel::N,シャベル,skófla
396,Gabel::N,フォーク,gaffall
397,Löffel::N,スプーン,skeið
398,Messer::N,ナイフ,hnífur
399,Nagel::N,釘,nögl
400,Netz::N,網,net
401,Haken::N,鉤,krókur
402,Haken::N,フック,krókur
403,Griff::N,取っ手,tak
404,Schloss::N,錠,lás
405,Bild::N,絵,mynd
406,Figur::N,像,stytta
407,Puppe::N,人形,brúða
408,Beutel::N,袋,poki
409,Beutel::N,袋,baggi
410,Bündel::N,束,böggull
411,Bündel::N,包み,böggull
412,Tasche::N,かばん,veski
413,Eimer::N,バケツ,fata
414,Deckel::N,蓋,lok
415,Geschirr::N,食器,leirtau
416,Sack::N,袋,sekkur
417,Tasse::N,カップ,bolli
418,Topf::N,鍋,pottur
419,Kessel::N,釜,ketill
420,Essen::N,食事,matur
421,Nahrung::N,食物,fæða
422,Speise::N,料理,réttur
423,Speise::N,料理,matarréttur
424,Fleisch::N,肉,kjöt
425,Getreide::N,麦,korn
426,Getreide::N,穀物,korn
427,Brei::N,粥,grautur
428,Brot::N,パン,brauð
429,Scheibe::N,枚,sneið
430,Scheibe::N,切れ,sneið
431,Fett::N,脂肪,fita
432,Butter::N,バター,smjör
433,Öl::N,油,olía
434,Salz::N,塩,salt
435,Suppe::N,スープ,súpa
436,Honig::N,蜂蜜,hunang
437,Milch::N,牛乳,mjólk
438,Tee::N,茶,te
439,Tee::N,お茶,te
440,Leder::N,革,skinn
441,Wolle::N,毛糸,ull
442,Stoff::N,布,dúkur
443,Nadel::N,針,nál
444,Faden::N,糸,þráður
445,Knopf::N,ボタン,tala
446,Knopf::N,ボタン,hnappur
447,Knoten::N,結び目,hnútur
448,Farbe::N,ペンキ,málning
449,Kleidung::N,衣服,búningur
450,Kleidung::N,衣服,klæðnaður
451,Hemd::N,シャツ,skyrta
452,Kragen::N,襟,kragi
453,Kragen::N,襟,flibbi
454,Ärmel::N,袖,ermi
455,Hose::N,ズボン,buxur
456,Gürtel::N,帯,belti
457,Gürtel::N,ベルト,belti
458,Mütze::N,帽子,húfa
459,Schuh::N,靴,skór
460,Stiefel::N,ブーツ,stígvél
461,Ring::N,輪,hringur
462,Band::N,リボン,band
463,Kamm::N,櫛,greiða
464,Spiegel::N,鏡,spegill
465,Riemen::N,緒,ól
466,Riemen::N,緒,reim
467,Schnur::N,紐,snúra
468,Leine::N,綱,band
469,Decke::N,掛け布団,teppi
470,Kissen::N,枕,koddi
471,Tuch::N,スカーフ,klútur
472,Handtuch::N,タオル,þurrka
473,Handtuch::N,タオル,handklæði
474,Kraft::N,力,afl
475,Kraft::N,力,kraftur
476,Stärke::N,強さ,styrkur
477,Gesundheit::N,健康,heilsa
478,Gesundheit::N,健康,heilbrigði
479,Krankheit::N,病気,sjúkdómur
480,Schmerz::N,痛み,sársauki
481,Wunde::N,傷,sár
482,Fieber::N,熱,hitasótt
483,Arznei::N,薬,lyf
484,Brücke::N,橋,brú
485,Brunnen::N,井戸,brunnur
486,Weide::N,牧場,hagi
487,Pfad::N,小路,stígur
488,Weg::N,道,vegur
489,Straße::N,街道,gata
490,Straße::N,街道,stræti
491,Dorf::N,村,þorp
492,Stadt::N,町,borg
493,Stadt::N,都市,borg
494,Brief::N,手紙,bréf
495,Buch::N,本,bók
496,Buchstabe::N,文字,bókstafur
497,Zeitung::N,新聞,dagblað
498,Leben::N,生活,líf
499,Tod::N,死,dauði
500,Grab::N,墓,gröf
501,Kirche::N,教会,kirkja
502,Sünde::N,罪,synd
503,Gott::N,神,guð
504,Arbeiter::N,労働者,verkamaður
505,Chef::N,上司,yfirmaður
506,Meister::N,達人,meistari
507,Meister::N,マイスター,meistari
508,Arzt::N,医者,læknir
509,Lehrer::N,先生,kennari
510,Geld::N,金,peningar
511,Geschäft::N,取り引き,viðskipti
512,Laden::N,店,búð
513,Laden::N,店,verslun
514,Preis::N,値段,verð
515,Ware::N,商品,vara
516,Nutzen::N,利益,gagn
517,Reichtum::N,豊かさ,auður
518,Welt::N,世界,veröld
519,Land::N,国,land
520,Staat::N,国家,ríki
521,König::N,国王,konungur
522,Macht::N,権力,vald
523,Grenze::N,国境,landamæri
524,Krieg::N,戦争,stríð
525,Feind::N,敵,fjandmaður
526,Gewalt::N,暴力,ofbeldi
527,Kampf::N,戦い,bardagi
528,Bogen[Waffe]::N,弓,bogi
529,Pfeil::N,矢,ör
530,Gewehr::N,銃,byssa
531,Fehler::N,間違い,villa
532,Lüge::N,嘘,lygi
533,Schaden::N,損害,skemmd
534,Unglück::N,不幸,óhamingja
535,Schuld::N,罪,sök
536,Alter::N,年,aldur
537,Alter::N,年齢,aldur
538,Schluss::N,終わり,lok
539,Schluss::N,終わり,endir
540,Zeit::N,時,tími
541,Zeit::N,時間,tími
542,Tag::N,日,dagur
543,Morgen::N,朝,morgunn
544,Mittag::N,昼,hádegi
545,Abend::N,晩,kvöld
546,Abend::N,夕方,kvöld
547,Nacht::N,夜,nótt
548,Woche::N,週,vika
549,Monat::N,月,mánuður
550,Jahr::N,年,ár
551,Frühling::N,春,vor
552,Sommer::N,夏,sumar
553,Herbst::N,秋,haust
554,Winter::N,冬,vetur
555,Januar::N,一月,janúar
556,Februar::N,二月,február
557,März::N,三月,mars
558,April::N,四月,apríl
559,Mai::N,五月,maí
560,Juni::N,六月,júní
561,Juli::N,七月,júlí
562,August::N,八月,ágúst
563,September::N,九月,september
564,Oktober::N,十月,október
565,November::N,十一月,nóvember
566,Dezember::N,十二月,desember
567,Montag::N,月曜日,mánudagur
568,Dienstag::N,火曜日,þriðjudagur
569,Mittwoch::N,水曜日,miðvikudagur
570,Donnerstag::N,木曜日,fimmtudagur
571,Freitag::N,金曜日,föstudagur
572,Samstag::N,土曜日,laugardagur
573,Sonntag::N,日曜日,sunnudagur
574,groß::A,大きい,stór
575,klein::A,小さい,lítill
576,lang::A,長い,langur
577,kurz::A,短い,stuttur
578,breit::A,広い,breiður
579,schmal::A,狭い,mjór
580,dicht::A,密な,þéttur
581,dick[Gegenstand]::A,厚い,þykkur
582,dünn::A,薄い,þunnur
583,fein::A,細い,fíngerður
584,fest::A,硬い,fastur
585,flach::A,平らな,flatur
586,glatt::A,滑らかな,háll
587,glatt::A,滑らかな,sléttur
588,hart::A,堅い,harður
589,weich::A,柔らかい,mjúkur
590,rund::A,丸い,kringlóttur
591,spitz::A,尖った,oddhvass
592,scharf::A,鋭い,beittur
593,stumpf::A,鈍い,bitlaus
594,schwer::A,重い,þungur
595,schön::A,綺麗な,fagur
596,schön::A,綺麗な,fallegur
597,heiß::A,熱い,heitur
598,warm::A,温かい,hlýr
599,warm::A,温かい,heitur
600,kalt::A,寒い,kaldur
601,kalt::A,冷たい,kaldur
602,kühl::A,涼しい,svalur
603,frisch::A,ひんやりした,frískur
604,feucht::A,湿った,rakur
605,feucht::A,湿った,þvalur
606,nass::A,濡れた,votur
607,nass::A,濡れた,blautur
608,trocken::A,乾いた,þurr
609,voll::A,いっぱいの,fullur
610,leer::A,空の,tómur
611,offen::A,開いた,opinn
612,geschlossen::A,閉まった,lokaður
613,sauber::A,清潔な,þrifinn
614,schmutzig::A,汚い,óhreinn
615,schmutzig::A,汚い,sóðalegur
616,roh::A,生の,hrár
617,reif::A,熟した,þroskaður
618,lecker::A,美味しい,ljúffengur
619,süß::A,甘い,sætur
620,bitter::A,苦い,beiskur
621,sauer::A,酸っぱい,súr
622,hell::A,明るい,bjartur
623,dunkel::A,暗い,dimmur
624,schwarz::A,黒い,svartur
625,weiß::A,白い,hvítur
626,rot::A,赤い,rauður
627,gelb::A,黄色い,gulur
628,blau::A,青い,blár
629,grün::A,緑の,grænn
630,grau::A,灰色の,grár
631,bunt::A,色取り取りの,marglitur
632,billig::A,安い,ódýr
633,teuer::A,高い,dýr
634,wertvoll::A,貴重な,verðmætur
635,blind::A,盲目の,blindur
636,taub::A,耳が聞こえない,heyrnarlaus
637,kräftig::A,強力な,öflugur
638,stark::A,強い,sterkur
639,schwach::A,弱い,veill
640,fett::A,太った,feitur
641,schlank::A,ほっそりした,grannur
642,schlank::A,ほっそりした,spengilegur
643,hübsch::A,素敵な,snotur
644,hübsch::A,素敵な,laglegur
645,böse::A,悪い,illur
646,böse::A,悪い,vondur
647,dumm::A,馬鹿な,heimskur
648,faul::A,怠惰な,latur
649,fleißig::A,勤勉な,iðinn
650,geizig::A,けちな,nískur
651,klug::A,賢い,hygginn
652,klug::A,頭のいい,hygginn
653,geschickt::A,器用な,fimur
654,geschickt::A,器用な,laginn
655,lieb::A,愛らしい,kær
656,lieb::A,愛らしい,ljúfur
657,lustig::A,楽しい,kátur
658,sanft::A,温和な,blíður
659,hungrig::A,空腹の,soltinn
660,hungrig::A,空腹の,hungraður
661,krank::A,病気の,sjúkur
662,nackt::A,裸の,nakinn
663,traurig::A,悲しい,dapur
664,traurig::A,悲しい,hryggur
665,lebendig::A,生きた,lifandi
666,gut::A,良い,góður
667,schlecht::A,悪い,slæmur
668,schlecht::A,悪い,lélegur
669,schlecht::A,駄目な,slæmur
670,schlecht::A,駄目な,lélegur
671,richtig::A,正しい,réttur
672,schlimm::A,ひどい,slæmur
673,wahr::A,本当の,sannur
674,alt::A,古い,gamall
675,neu::A,新しい,nýr
676,ehemalig::A,以前の,fyrrverandi
677,alt[Lebewesen]::A,年を取った,gamall
678,jung::A,若い,ungur
679,arm::A,貧乏な,vesall
680,arm::A,貧乏な,fátækur
681,reich::A,裕福な,ríkur
682,reich::A,裕福な,auðugur
683,bekannt::A,有名な,kunnugur
684,berühmt::A,有名な,frægur
685,fremd::A,見知らぬ,framandi
686,fremd::A,見知らぬ,ókunnugur
687,verschieden::A,色々な,ýmis
688,nah::A,近い,nálægur
689,fern::A,遠い,fjarri
690,fern::A,遠い,fjarlægur
691,linker::A,左の,vinstri
692,rechter::A,右の,hægri
693,anderer::A,別の,annar
694,erster::A,一番目,fyrsti
695,zweiter::A,二番目,annar
696,dritter::A,三番目,þriðji
697,letzter::A,最後の,síðasti
698,allein::ADV,一人で,einn
699,allein::ADV,一人で,aleinn
700,auf einmal::ADV,同時に,allt í einu
701,zusammen::ADV,一緒に,saman
702,lange::ADV,長い間,lengi
703,plötzlich::ADV,急に,skyndilega
704,sofort::ADV,すぐに,strax
705,sofort::ADV,すぐに,þegar í stað
706,später::ADV,後で,seinna
707,jetzt::ADV,今,nú
708,jetzt::ADV,今,núna
709,heute::ADV,今日,í dag
710,morgen::ADV,明日,á morgun
711,bald::ADV,間もなく,brátt
712,bald::ADV,間もなく,bráðum
713,dann::ADV,それから,svo
714,dann::ADV,それから,síðan
715,gestern::ADV,昨日,í gær
716,einst::ADV,過去に,forðum
717,damals::ADV,あの時,þá
718,damals::ADV,あの時,á þeim tímum
719,danach::ADV,その後で,á eftir því
720,vorher::ADV,以前に,áður
721,zuerst::ADV,まず,fyrst
722,zuerst::ADV,最初に,fyrst
723,einmal::ADV,一回,einu sinni
724,manchmal::ADV,時々,stundum
725,oft::ADV,よく,oft
726,immer::ADV,いつも,alltaf
727,immer::ADV,いつも,sífellt
728,niemals::ADV,一度も...ない,aldrei
729,hier::ADV,こちら,hér
730,hierhin::ADV,ここへ,hingað
731,hierhin::ADV,こちらへ,hingað
732,von hier::ADV,ここから,héðan
733,dort::ADV,そちら,þar
734,dort::ADV,そちら,þarna
735,dorthin::ADV,そこへ,þangað
736,dorthin::ADV,そちらへ,þangað
737,geradeaus::ADV,真っ直ぐに,beint áfram
738,vorwärts::ADV,前へ,áfram
739,rückwärts::ADV,後ろへ,aftur á bak
740,zurück::ADV,後ろへ,aftur
741,zurück::ADV,後ろへ,til baka
742,unten::ADV,下に,niðri
743,unten::ADV,下に,fyrir neðan
744,hinab::ADV,下へ,niður
745,hinab::ADV,下へ,niður eftir
746,oben::ADV,上に,uppi
747,hinauf::ADV,上へ,upp
748,hinauf::ADV,上へ,upp eftir
749,überall::ADV,どこでも,alls staðar
750,nicht::ADV,ない,ekki
751,ein wenig::ADV,少し,dálítið
752,ein wenig::ADV,ちょっと,dálítið
753,kaum::ADV,ほとんど～ない,varla
754,kaum::ADV,ほとんど～ない,tæplega
755,sehr::ADV,とても,mjög
756,so::ADV,こう,svo
757,so::ADV,こう,þannig
758,noch::ADV,まだ,enn
759,noch::ADV,まだ,ennþá
760,nur::ADV,～だけ,bara
761,nur::ADV,～だけ,aðeins
762,schon::ADV,もう,nú þegar
763,wieder::ADV,再び,aftur
764,wieder::ADV,再び,að nýju
765,vergebens::ADV,無駄に,árangurslaust
766,vor::PRP,前に,fyrir
767,hinter::PRP,後ろに,bak við
768,hinter::PRP,後ろに,aftur fyrir
769,unter::PRP,下に,undir
770,durch::PRP,通して,gegnum
771,neben::PRP,横に,hjá
772,neben::PRP,横に,við hliðina á
773,zwischen::PRP,間に,milli
774,zwischen::PRP,間に,á milli
775,wegen::PRP,為に,vegna
776,wegen::PRP,せいで,vegna
777,dies::PRN,これ,þetta
778,das::PRN,それ,það
779,alles::PRN,全部,allt
780,ich::PRN,私,ég
781,du::PRN,あなた,þú
782,er::PRN,彼,hann
783,wir::PRN,私達,við
784,ihr::PRN,あなた達,þið
785,sie::PRN,彼ら,þær
786,sie::PRN,彼ら,þeir
787,was::FPRN,何,hvað
788,wer::FPRN,誰,hver
789,wer::FPRN,どなた,hver
790,wo::FADV,どこ,hvar
791,wo::FADV,どこに,hvar
792,wohin::FADV,どこへ,hvert
793,wie::FADV,どう,hvernig
794,warum::FADV,何故,hvers vegna
795,warum::FADV,どうして,hvers vegna
796,wieviel::FNUM,どのくらい,hve mikill
797,eins::NUM,一,einn
798,zwei::NUM,二,tveir
799,zwei::NUM,二つ,tveir
800,drei::NUM,三,þrír
801,drei::NUM,三つ,þrír
802,vier::NUM,四,fjórir
803,vier::NUM,四つ,fjórir
804,fünf::NUM,五,fimm
805,fünf::NUM,五つ,fimm
806,sechs::NUM,六,sex
807,sechs::NUM,六つ,sex
808,sieben::NUM,七,sjö
809,sieben::NUM,七つ,sjö
810,acht::NUM,八,átta
811,acht::NUM,八つ,átta
812,neun::NUM,九,níu
813,neun::NUM,九つ,níu
814,zehn::NUM,十,tíu
815,elf::NUM,十一,ellefu
816,zwölf::NUM,十二,tólf
817,zwanzig::NUM,二十,tuttugu
818,dreißig::NUM,三十,þrjátíu
819,vierzig::NUM,四十,fjörutíu
820,fünfzig::NUM,五十,fimmtíu
821,sechzig::NUM,六十,sextíu
822,siebzig::NUM,七十,sjötíu
823,achtzig::NUM,八十,áttatíu
824,neunzig::NUM,九十,níutíu
825,hundert::NUM,百,hundrað
826,tausend::NUM,千,þúsund
827,und::CNJ,-と,og
828,und::CNJ,そして,og
829,oder::CNJ,或いは,eða
830,stehen::V,立っている,standa
831,sitzen::V,座っている,sitja
832,liegen::V,横になっている,liggja
833,hängen::V,掛かっている,hanga
834,werden::V,なる,verða
835,passieren::V,起こる,gerast
836,beginnen::V,始まる,byrja
837,enden::V,終わる,enda
838,enden::V,終わる,lykta
839,wechseln::V,変わる,skipta
840,aufgehen[Sonne]::V,出る,koma upp
