,Concept_ID,lez,es
96,See::N,вир,lago
97,Sumpf::N,уьлен,pantano
98,Wiese::N,векь,prado
99,Wiese::N,векь,pradera
100,Wald::N,там,bosque
101,Hügel::N,кӏунтӏ,colina
102,Anhöhe::N,тепе,cerro
103,Anhöhe::N,гьуьндуьрвал,cerro
104,Berg::N,дагъ,monte
105,Berg::N,дагъ,montaña
106,Gipfel::N,кӏукӏ,cima
107,Gipfel::N,кӏукӏ,cumbre
108,Höhle::N,кьветӏ,cueva
109,Höhle::N,кьветӏ,caverna
110,Abhang::N,гуьне,cuesta
111,Abhang::N,гуьне,declive
112,Quelle::N,чешме,fuente
113,Quelle::N,чешме,manantial
114,Bach::N,булах,arroyo
115,Fluss::N,вацӏ,río
116,Ufer::N,къерех,orilla
117,Küste::N,къерех,costa
118,Festland::N,кьурамат,tierra firme
119,Meer::N,гьуьл,mar
120,Bucht::N,бухта,cala
121,Bucht::N,бухта,bahía
122,Insel::N,остров,isla
123,Blume::N,цуьк,flor
124,Gras::N,хъач,hierba
125,Wurzel::N,дувул,raíz
126,Baum::N,ттар,árbol
127,Stamm::N,тан,tronco
128,Rinde::N,чкал,corteza
129,Ast::N,тӏур,rama
130,Zweig::N,хел,ramo
131,Blatt::N,пеш,hoja
132,Birke::N,верх,abedul
133,Kiefer[Baum]::N,шамагъаж,pino
134,Weide[Baum]::N,цӏвелин ттар,sauce
135,Tanne::N,ель,abeto
136,Horn::N,карч,asta
137,Horn::N,карч,cuerno
138,Feder::N,цӏакул,pluma
139,Fell::N,хам,piel
140,Flügel::N,лув,ala
141,Klaue::N,къармах,garra
142,Kralle::N,пац,uña
143,Kralle::N,пац,garra
144,Kralle::N,тапас,uña
145,Kralle::N,тапас,garra
146,Schwanz::N,ттум,cola
147,Ei::N,кака,huevo
148,Nest::N,муг,nido
149,Bau::N,тӏеквен,madriguera
150,Tier::N,гьайван,animal
151,Herde::N,суьруь,rebaño
152,Kuh::N,ккал,vaca
153,Bulle::N,яц,toro
154,Bulle::N,бугъа,toro
155,Pferd::N,балкӏан,caballo
156,Schaf::N,хеб,oveja
157,Schwein::N,вак,cerdo
158,Hund::N,кицӏ,perro
159,Katze::N,кац,gato
160,Bär::N,сев,oso
161,Eichhörnchen::N,белка,ardilla
162,Elch::N,лось,alce
163,Fuchs::N,сикӏ,zorro
164,Hase::N,къуьр,liebre
165,Maus::N,кьиф,ratón
166,Wolf::N,жанавур,lobo
167,Vogel::N,луван ничхир,ave
168,Vogel::N,луван ничхир,pájaro
169,Schwarm::N,луж,bandada
170,Huhn::N,верч,gallina
171,Hahn::N,кӏек,gallo
172,Gans::N,къаз,oca
173,Gans::N,къаз,ganso
174,Adler::N,лекь,águila
175,Ente::N,пӏатӏ,pato
176,Eule::N,тӏиб,lechuza
177,Kranich::N,дурна,grulla
178,Krähe::N,къаргъа,corneja
179,Kuckuck::N,кукупӏ,cuco
180,Schwan::N,къугь,cisne
181,Fisch::N,гъед,pez
182,Barsch::N,окунь,perca
183,Hecht::N,щука,lucio
184,Schlange[Tier]::N,илан,serpiente
185,Schlange[Tier]::N,гъуьлягъ,serpiente
186,Wurm::N,квак,gusano
187,Spinne::N,хуьшрекан,araña
188,Ameise::N,цегв,hormiga
189,Laus::N,нет,piojo
190,Mücke::N,ветӏ,mosquito
191,Fliege::N,тӏветӏ,mosca
192,Schmetterling::N,чепелукь,mariposa
193,Beere::N,куьлуь емиш,baya
194,Apfel::N,ич,manzana
195,Pilz::N,къарникъуз,seta
196,Pilz::N,къарникъуз,hongo
197,Zwiebel::N,чичӏек,cebolla
198,Saat::N,тумар,siembra
199,Korn::N,твар,grano
200,Heu::N,векь,heno
201,Heu::N,векьер,heno
202,Schale::N,пириш,cáscara
203,Schale::N,хъуьруьш,cáscara
204,Grube::N,фур,foso
205,Falle::N,ракьар,trampa
206,Schlinge::N,гьалкъа,lazo
207,Spur::N,гел,huella
208,Asche::N,руьхъ,ceniza
209,Dreck::N,чирк,suciedad
210,Dreck::N,кьуруш,suciedad
211,Eisen::N,ракь,hierro
212,Gold::N,алтун,oro
213,Silber::N,гимиш,plata
214,Kohle::N,цӏивин,carbón
215,Glas::N,шуьше,vidrio
216,Glas::N,шуьше,cristal
217,Lehm::N,ччеб,barro
218,Sand::N,къум,arena
219,Mensch::N,инсан,hombre
220,Mensch::N,инсан,ser humano
221,Mann::N,итим,hombre
222,Frau::N,паб,mujer
223,Frau::N,дишегьли,mujer
224,Kind::N,аял,niño
225,Junge::N,гада,chico
226,Junge::N,гада,muchacho
227,Mädchen::N,руш,chica
228,Mädchen::N,руш,muchacha
229,Familie::N,хзан,familia
230,Familie::N,килфет,familia
231,Großvater::N,чӏехи буба,abuelo
232,Großmutter::N,чӏехи диде,abuela
233,Eltern::N,диде-буба,padres
234,Vater::N,буба,padre
235,Mutter::N,диде,madre
236,Sohn::N,хва,hijo
237,Tochter::N,руш,hija
238,Bruder::N,стха,hermano
239,Schwester::N,вах,hermana
240,Onkel::N,ими,tío
241,Onkel::N,халу,tío
242,Tante::N,эме,tía
243,Tante::N,хала,tía
244,Ehemann::N,гъуьл,esposo
245,Ehefrau::N,паб,esposa
246,Freude::N,шадвал,placer
247,Freude::N,шадвал,alegría
248,Gelächter::N,хъвер,risa
249,Gelächter::N,хъвер,carcajada
250,Glück::N,бахт,felicidad
251,Kummer::N,дерт,pena
252,Kummer::N,хажалат,pena
253,Wunsch::N,мурад,deseo
254,Lust::N,гьевес,ganas
255,Geist::N,руьгь,mente
256,Geist::N,руьгь,espíritu
257,Gedanke::N,фикир,idea
258,Gedanke::N,фикир,pensamiento
259,Verstand::N,акьул,razón
260,Verstand::N,акьул,entendimiento
261,Sinn::N,мана,sentido
262,Sinn::N,мана,significado
263,Grund::N,себеб,causa
264,Wahrheit::N,керчек,verdad
265,Wahrheit::N,гьакъикъат,verdad
266,Gespräch::N,ихтилат,conversación
267,Märchen::N,мах,cuento
268,Erzählung::N,кьиса,cuento
269,Erzählung::N,кьиса,narración
270,Nachricht::N,хабар,mensaje
271,Neuigkeit::N,цӏийи хабар,noticia
272,Name::N,тӏвар,nombre
273,Rätsel::N,мискӏал,acertijo
274,Rätsel::N,мискӏал,adivinanza
275,Rede::N,рахун,discurso
276,Sprache::N,чӏал,lengua
277,Stimme::N,ван,voz
278,Wort::N,гаф,palabra
279,Zeichen::N,ишара,señal
280,Ruf::N,эвер,llamada
281,Lärm::N,ван-сес,ruido
282,Lärm::N,ван-сес,barullo
283,Laut::N,ван,sonido
284,Laut::N,сес,sonido
285,Ton::N,ван-сес,tono
286,Lied::N,мани,canción
287,Ruhe::N,ласвал,calma
288,Ruhe::N,ласвал,silencio
289,Ruhe::N,фаракъат,calma
290,Ruhe::N,фаракъат,silencio
291,Ruhe::N,асайиш,calma
292,Ruhe::N,асайиш,silencio
293,Leute::N,инсанар,gente
294,Volk::N,халкь,pueblo
295,Arbeit::N,кӏвалах,trabajo
296,Gast::N,мугьман,huésped
297,Gast::N,мугьман,invitado
298,Geschenk::N,савкьат,regalo
299,Spiel::N,къугъун,juego
300,Gesellschaft::N,жемят,compañía
301,Gesellschaft::N,общество,compañía
302,Hilfe::N,куьмек,ayuda
303,Hilfe::N,куьмек,socorro
304,Freund::N,дуст,amigo
305,Kamerad::N,яр-дуст,camarada
306,Kamerad::N,яр-дуст,compañero
307,Angelegenheit::N,кар,asunto
308,Anzahl::N,сан,cantidad
309,Anzahl::N,кьадар,cantidad
310,Art::N,жуьре,tipo
311,Art::N,жуьре,clase
312,Stück::N,кӏус,pieza
313,Teil::N,пай,parte
314,Hälfte::N,зур,mitad
315,Hälfte::N,зур пай,mitad
316,Kreis::N,круг,círculo
317,Kreis::N,чкаяр,círculo
318,Kreis::N,элкъвей цӏар,círculo
319,Kreuz::N,хаш,cruz
320,Linie::N,цӏар,línea
321,Strich::N,цӏар,raya
322,Strich::N,цӏар,trazo
323,Abstand::N,ара,distancia
324,Entfernung::N,мензил,distancia
325,Gegend::N,чка,región
326,Gegend::N,чка,comarca
327,Platz::N,ара,espacio
328,Ort::N,чка,sitio
329,Seite::N,пад,lado
330,Seite::N,пад,costado
331,Mitte::N,юкь,medio
332,Mitte::N,юкь,centro
333,Gegenstand::N,затӏ,objeto
334,Sache::N,шей,cosa
335,Sache::N,затӏ,cosa
336,Rand::N,къерех,borde
337,Kante::N,син,borde
338,Ecke::N,пӏипӏ,esquina
339,Spitze::N,кӏвенкӏв,punta
340,Ende::N,кьил,cabo
341,Ende::N,кьил,extremo
342,Loch::N,тӏеквен,agujero
343,Loch::N,тӏеквен,abertura
344,Winkel::N,пӏипӏ,ángulo
345,Muster::N,гишир,dibujo
346,Größe::N,кьадар,tamaño
347,Länge::N,яргъивал,longitud
348,Höhe::N,кьакьанвал,altura
349,Höhe::N,кьакьанвал,altitud
350,Gewicht::N,заланвал,peso
351,Menge::N,кьадар,cantidad
352,Haufen::N,хара,montón
353,Reihe::N,жерге,fila
354,Boot::N,луьткве,bote
355,Boot::N,луьткве,barca
356,Ruder::N,кьусу,remo
357,Schlitten::N,гъелерар,trineo
358,Lagerfeuer::N,цӏай,hoguera
359,Last::N,заланвал,carga
360,Gang::N,ериш,marcha
361,Schritt::N,къадам,paso
362,Norden::N,кефер,norte
363,Norden::N,кефер пад,norte
364,Süden::N,кьибле,sur
365,Westen::N,рагъакӏидай пад,oeste
366,Osten::N,рагъэкъечӏдай пад,este
367,Holz::N,кӏарас,madera
368,Brett::N,кьул,tabla
369,Brett::N,тахта,tabla
370,Stütze::N,даях,sostén
371,Stütze::N,даях,soporte
372,Stange::N,юрк,vara
373,Stange::N,юрк,percha
374,Stock::N,лаш,palo
375,Stock::N,лаш,bastón
376,Stab::N,юрк,vara
377,Stab::N,юрк,bastón
378,Rohr::N,турба,tubo
379,Haus::N,ужагъ,casa
380,Heim::N,кӏвал,hogar
381,Ofen::N,пич,estufa
382,Fußboden::N,кӏвалин ччил,suelo
383,Tisch::N,стол,mesa
384,Stuhl::N,стул,silla
385,Wiege::N,кьеб,cuna
386,Bett::N,тахт,cama
387,Regal::N,кьацӏ,estantería
388,Kiste::N,ящик,caja
389,Fenster::N,дакӏар,ventana
390,Tür::N,рак,puerta
391,Tor::N,варар,puerta
392,Zaun::N,пару,valla
393,Zaun::N,пару,cercado
394,Dach::N,къав,techo
395,Dach::N,къав,tejado
396,Leiter::N,гурар,escalera
397,Besen::N,таран кул,escoba
398,Spaten::N,ппер,pala
399,Schaufel::N,хекендаз,pala
400,Schaufel::N,хекендаз,paleta
401,Gabel::N,шиш,tenedor
402,Löffel::N,тӏур,cuchara
403,Messer::N,чукӏул,cuchillo
404,Nagel::N,мих,clavo
405,Netz::N,чил,red
406,Haken::N,къармах,gancho
407,Haken::N,къармах,corchete
408,Griff::N,ттум,asa
409,Griff::N,ттум,mango
410,Schloss::N,куьлег,cerradura
411,Bild::N,шикил,imagen
412,Bild::N,суьрет,imagen
413,Figur::N,фигура,figura
414,Puppe::N,нини,muñeca
415,Beutel::N,тагъар,bolsa
416,Bündel::N,галгам,haz
417,Tasche::N,чанта,bolso
418,Eimer::N,ведре,cubo
419,Deckel::N,кьил,tapa
420,Deckel::N,кьил,tapadera
421,Deckel::N,къалпагъ,tapa
422,Deckel::N,къалпагъ,tapadera
423,Geschirr::N,къаб-къажах,vajilla
424,Sack::N,чувал,saco
425,Tasse::N,сукӏра,taza
426,Topf::N,къажгъан,olla
427,Topf::N,къажгъан,marmita
428,Kessel::N,къажгъан,caldera
429,Essen::N,тӏуьн,comida
430,Nahrung::N,тӏуьн,alimento
431,Speise::N,хуьрек,plato
432,Fleisch::N,як,carne
433,Getreide::N,техил,cereales
434,Brei::N,хапӏа,puré
435,Brei::N,хапӏа,papilla
436,Brei::N,хешил,puré
437,Brei::N,хешил,papilla
438,Brot::N,фу,pan
439,Scheibe::N,чӏук,lonja
440,Scheibe::N,чӏук,rebanada
441,Fett::N,ягълу,grasa
442,Butter::N,гъери,mantequilla
443,Öl::N,ягълу,aceite
444,Salz::N,кьел,sal
445,Suppe::N,суп,sopa
446,Suppe::N,шурпа,sopa
447,Honig::N,вирт,miel
448,Milch::N,нек,leche
449,Tee::N,чай,té
450,Leder::N,тумаж,cuero
451,Wolle::N,йис,lana
452,Stoff::N,парча,tela
453,Stoff::N,парча,tejido
454,Nadel::N,раб,aguja
455,Faden::N,гъал,hilo
456,Knopf::N,дуьгме,botón
457,Knoten::N,тӏвал,nudo
458,Farbe::N,ранг,pintura
459,Kleidung::N,партал,ropa
460,Kleidung::N,партал,vestidos
461,Hemd::N,перем,camisa
462,Kragen::N,хев,cuello
463,Ärmel::N,хел,manga
464,Hose::N,шалвар,pantalón
465,Gürtel::N,чӏул,cinturón
466,Mütze::N,бармак,gorro
467,Mütze::N,бапӏах,gorro
468,Schuh::N,ботинка,zapato
469,Stiefel::N,чекме,bota
470,Ring::N,тупӏал,anillo
471,Band::N,тасма,cinta
472,Kamm::N,регъ,peine
473,Spiegel::N,гуьзгуь,espejo
474,Riemen::N,къайиш,correa
475,Schnur::N,еб,cuerda
476,Decke::N,яргъан,manta
477,Kissen::N,хъуьцуьган,almohada
478,Tuch::N,шал,pañuelo
479,Handtuch::N,дасмал,toalla
480,Kraft::N,гуж,fuerza
481,Stärke::N,къуват,fuerza
482,Gesundheit::N,сагъвал,salud
483,Krankheit::N,тӏал,enfermedad
484,Schmerz::N,тӏал,dolor
485,Schmerz::N,тӏарвал,dolor
486,Wunde::N,хер,llaga
487,Wunde::N,хер,herida
488,Fieber::N,ифин,fiebre
489,Arznei::N,дарман,medicina
490,Arznei::N,дарман,medicamento
491,Brücke::N,муьгъ,puente
492,Brunnen::N,къуй,pozo
493,Weide::N,уьруьш,pasto
494,Pfad::N,рехъ,sendero
495,Weg::N,рехъ,camino
496,Straße::N,рехъ,vía
497,Straße::N,рехъ,carretera
498,Dorf::N,хуьр,aldea
499,Dorf::N,хуьр,pueblo
500,Stadt::N,шегьер,ciudad
501,Brief::N,кагъаз,carta
502,Buch::N,улуб,libro
503,Buchstabe::N,гьарф,letra
504,Buchstabe::N,гьарф,carácter
505,Zeitung::N,газета,diario
506,Zeitung::N,газета,periódico
507,Leben::N,уьмуьр,vida
508,Tod::N,кьиникь,muerte
509,Grab::N,сур,tumba
510,Grab::N,сур,sepulcro
511,Kirche::N,килиса,iglesia
512,Sünde::N,гунагь,pecado
513,Gott::N,аллагь,dios
514,Arbeiter::N,фяле,obrero
515,Arbeiter::N,фяле,trabajador
516,Chef::N,гьаким,jefe
517,Meister::N,устӏар,maestro
518,Arzt::N,доктор,médico
519,Lehrer::N,муаллим,profesor
520,Geld::N,пул,dinero
521,Laden::N,магазин,tienda
522,Preis::N,къимет,precio
523,Ware::N,мал,mercancía
524,Ware::N,товар,mercancía
525,Nutzen::N,хийир,provecho
526,Nutzen::N,менфят,provecho
527,Reichtum::N,девлет,riqueza
528,Welt::N,дуьнья,mundo
529,Land::N,уьлкве,país
530,Staat::N,пачагьлугъ,Estado
531,Staat::N,государство,Estado
532,König::N,пачагь,rey
533,Macht::N,власть,poder
534,Macht::N,власть,potencia
535,Grenze::N,сергьят,frontera
536,Krieg::N,дяве,guerra
537,Feind::N,душман,enemigo
538,Gewalt::N,гуж,violencia
539,Kampf::N,женг,lucha
540,Kampf::N,женг,combate
541,Bogen[Waffe]::N,чӏемерук,arco
542,Pfeil::N,хьел,flecha
543,Gewehr::N,тфенг,fusil
544,Gewehr::N,тфенг,escopeta
545,Fehler::N,гъалатӏ,error
546,Lüge::N,ттаб,mentira
547,Schaden::N,зиян,daño
548,Schaden::N,зарар,daño
549,Unglück::N,бала,desgracia
550,Unglück::N,бедбахтвал,desgracia
551,Schuld::N,тахсир,culpa
552,Alter::N,яш,edad
553,Schluss::N,эхир,fin
554,Schluss::N,эхир,final
555,Zeit::N,вяде,tiempo
556,Tag::N,югъ,día
557,Morgen::N,пакама,mañana
558,Mittag::N,нисин,mediodía
559,Abend::N,няни,noche
560,Nacht::N,йиф,noche
561,Woche::N,гьафте,semana
562,Monat::N,варз,mes
563,Jahr::N,йис,año
564,Frühling::N,гатфар,primavera
565,Sommer::N,гад,verano
566,Herbst::N,зул,otoño
567,Winter::N,кьуьд,invierno
568,Januar::N,январь,enero
569,Februar::N,февраль,febrero
570,März::N,март,marzo
571,April::N,апрель,abril
572,Mai::N,май,mayo
573,Juni::N,июнь,junio
574,Juli::N,июль,julio
575,August::N,август,agosto
576,September::N,сентябрь,septiembre
577,Oktober::N,октябрь,octubre
578,November::N,ноябрь,noviembre
579,Dezember::N,декабрь,diciembre
580,Montag::N,ислен,lunes
581,Dienstag::N,саласа,martes
582,Mittwoch::N,арбе,miércoles
583,Donnerstag::N,хемис югъ,jueves
584,Freitag::N,жуьмя,viernes
585,Freitag::N,жуьмя югъ,viernes
586,Samstag::N,киш,sábado
587,Sonntag::N,гьяд,domingo
588,groß::A,еке,grande
589,groß::A,чӏехи,grande
590,klein::A,гъвечӏи,pequeño
591,lang::A,яргъи,largo
592,kurz::A,куьруь,corto
593,breit::A,гьяркьуь,ancho
594,schmal::A,гуьтӏуь,estrecho
595,dicht::A,къалин,denso
596,dünn::A,кьелечӏ,fino
597,dünn::A,кьелечӏ,delgado
598,fein::A,шуькӏуь,fino
599,fein::A,шуькӏуь,delicado
600,fest::A,кӏеви,firme
601,fest::A,кӏеви,sólido
602,flach::A,кьулу,plano
603,glatt::A,цӏалцӏам,liso
604,hart::A,кӏеви,duro
605,weich::A,хъуьтуьл,muelle
606,rund::A,элкъвей,redondo
607,spitz::A,хци,agudo
608,spitz::A,хци,apuntado
609,scharf::A,хци,agudo
610,scharf::A,хци,afilado
611,stumpf::A,къуьруь,sin filo
612,schwer::A,залан,pesado
613,schön::A,иер,bello
614,schön::A,иер,hermoso
615,heiß::A,кудай,caluroso
616,warm::A,чими,cálido
617,warm::A,чими,caliente
618,kalt::A,мекьи,frío
619,kühl::A,къайи,fresco
620,frisch::A,таза,fresco
621,frisch::A,михьи,fresco
622,feucht::A,ламу,húmedo
623,nass::A,кьежей,mojado
624,trocken::A,кьуру,seco
625,voll::A,ацӏай,lleno
626,leer::A,буш,vacío
627,leer::A,ичӏи,vacío
628,offen::A,ахъа,abierto
629,geschlossen::A,кӏеви,cerrado
630,sauber::A,михьи,limpio
631,schmutzig::A,чиркин,sucio
632,schmutzig::A,кьацӏай,sucio
633,roh::A,чиг,crudo
634,roh::A,ицӏи,crudo
635,reif::A,дигмиш хьайи,maduro
636,lecker::A,дадлу,rico
637,lecker::A,дадлу,sabroso
638,süß::A,ширин,dulce
639,bitter::A,туькьуьл,amargo
640,sauer::A,цуру,agrio
641,hell::A,экуь,claro
642,dunkel::A,мичӏи,oscuro
643,schwarz::A,чӏулав,negro
644,weiß::A,лацу,blanco
645,rot::A,яру,rojo
646,gelb::A,хъипи,amarillo
647,blau::A,вили,azul
648,grün::A,къацу,verde
649,grau::A,рехи,gris
650,bunt::A,цӏару,multicolor
651,bunt::A,яру-цӏару,multicolor
652,billig::A,ужуз,barato
653,teuer::A,багьа,caro
654,wertvoll::A,масан,valioso
655,wertvoll::A,масан,precioso
656,blind::A,буьркьуь,ciego
657,taub::A,биши,sordo
658,kräftig::A,гужлу,fuerte
659,stark::A,къуватлу,fuerte
660,stark::A,къуватлу,vigoroso
661,schwach::A,такьатсуз,débil
662,fett::A,куьк,obeso
663,schlank::A,шумал,esbelto
664,hübsch::A,гуьрчег,mono
665,hübsch::A,гуьрчег,guapo
666,böse::A,пис,malo
667,dumm::A,ахмакь,tonto
668,dumm::A,ахмакь,estúpido
669,faul::A,тенпел,vago
670,faul::A,тенпел,perezoso
671,fleißig::A,сяй ийидай,aplicado
672,fleißig::A,сяй ийидай,diligente
673,fleißig::A,сяйи ийидай,aplicado
674,fleißig::A,сяйи ийидай,diligente
675,geizig::A,мискьи,avaro
676,klug::A,акьуллу,sensato
677,klug::A,акьуллу,inteligente
678,geschickt::A,магьир,hábil
679,lieb::A,играми,querido
680,lustig::A,шад,alegre
681,sanft::A,назик,suave
682,sanft::A,милайим,suave
683,hungrig::A,гишин,hambriento
684,krank::A,кефсуз,enfermo
685,nackt::A,кьецӏил,desnudo
686,traurig::A,пашман,triste
687,lebendig::A,ччан алай,vivo
688,lebendig::A,ччан алай,viviente
689,gut::A,хъсан,bueno
690,gut::A,вижевай,bueno
691,schlecht::A,пис,malo
692,richtig::A,дуьз,justo
693,richtig::A,дуьз,correcto
694,schlimm::A,нифретлу,malo
695,schlimm::A,нифретлу,grave
696,wahr::A,гьакъикъи,verídico
697,wahr::A,гьакъикъи,verdadero
698,alt::A,эски,viejo
699,alt::A,куьгьне,viejo
700,neu::A,цӏийи,nuevo
701,ehemalig::A,виликан,antiguo
702,alt[Lebewesen]::A,кьуьзуь,viejo
703,jung::A,жегьил,joven
704,arm::A,кесиб,pobre
705,reich::A,девлетлу,rico
706,bekannt::A,чидай,conocido
707,berühmt::A,машгьур,famoso
708,berühmt::A,машгьур,célebre
709,fremd::A,ччара,extraño
710,verschieden::A,жуьреба-жуьре,diverso
711,verschieden::A,жуьреба-жуьре,distinto
712,verschieden::A,жуьреба-жуьре,diferente
713,nah::A,мукьвал,cercano
714,fern::A,яргъал,lejano
715,linker::A,чапла,izquierdo
716,rechter::A,эрчӏи,derecho
717,anderer::A,маса,otro
718,anderer::A,муькуь,otro
719,erster::A,сад лагьай,primero
720,zweiter::A,кьвед лагьай,segundo
721,dritter::A,пуд лагьай,tercero
722,letzter::A,эхиримжи,último
723,allein::ADV,кьилди,a solo
724,zusammen::ADV,санал,juntos
725,lange::ADV,яргъалди,mucho tiempo
726,plötzlich::ADV,садлагьана,de repente
727,sofort::ADV,гьасятда,en seguida
728,später::ADV,гуьгъуьнлай,más tarde
729,jetzt::ADV,гила,ahora
730,heute::ADV,къе,hoy
731,morgen::ADV,пака,mañana
732,bald::ADV,мукьва,pronto
733,bald::ADV,мукьва,en breve
734,bald::ADV,мукьвара,pronto
735,bald::ADV,мукьвара,en breve
736,dann::ADV,ахпа,luego
737,dann::ADV,ахпа,entonces
738,gestern::ADV,накь,ayer
739,einst::ADV,садра,antaño
740,damals::ADV,а чӏавуз,entonces
741,danach::ADV,ахпа,después
742,vorher::ADV,вилик,antes
743,zuerst::ADV,сифте,primero
744,einmal::ADV,садра,una vez
745,manchmal::ADV,гагь-гагь,a veces
746,oft::ADV,гзаф вахтара,a menudo
747,oft::ADV,гзаф вахтара,con frecuencia
748,immer::ADV,гьамиша,siempre
749,niemals::ADV,са чӏавузни,jamás
750,niemals::ADV,са вахтундани,jamás
751,hier::ADV,ина,aquí
752,hierhin::ADV,иниз,acá
753,von hier::ADV,инай,desde aquí
754,dort::ADV,ана,ahí
755,dort::ADV,ана,allí
756,dorthin::ADV,аниз,allí
757,dorthin::ADV,аниз,hacia allí
758,geradeaus::ADV,дуьз,todo derecho
759,vorwärts::ADV,вилик,adelante
760,vorwärts::ADV,виликди,adelante
761,rückwärts::ADV,кьулухъ,hacia atrás
762,unten::ADV,агъада,abajo
763,hinab::ADV,агъуз,hacia abajo
764,oben::ADV,винел,arriba
765,hinauf::ADV,виниз,hacia arriba
766,überall::ADV,вирина,por todas partes
767,nicht::ADV,ваъ,no
768,ein wenig::ADV,са тӏимил,un poco
769,kaum::ADV,жизви,apenas
770,sehr::ADV,лап,muy
771,sehr::ADV,лап,mucho
772,so::ADV,икӏ,tan
773,noch::ADV,гьеле,aún
774,noch::ADV,гьеле,todavía
775,nur::ADV,анжах,solamente
776,schon::ADV,хъувуна,ya
777,schon::ADV,мадни дардиз,ya
778,schon::ADV,мадни гуьтӏуьз,ya
779,schon::ADV,мадни гуьтӏуь я,ya
780,vergebens::ADV,нагьакь,en vano
781,vergebens::ADV,нагьакьа,en vano
782,vor::PRP,вилик,antes de
783,vor::PRP,вилик,delante de
784,hinter::PRP,кьулухъ,tras
785,hinter::PRP,кьулухъ,detrás de
786,unter::PRP,кӏаник,bajo
787,unter::PRP,кӏаник,debajo de
788,durch::PRP,арадай,por
789,durch::PRP,арадай,a través de
790,durch::PRP,-кай хкатна,por
791,durch::PRP,-кай хкатна,a través de
792,neben::PRP,патав,al lado de
793,neben::PRP,мукьув,al lado de
794,zwischen::PRP,ара,entre
795,zwischen::PRP,арада,entre
796,wegen::PRP,гъиляй,por
797,wegen::PRP,гъиляй,a causa de
798,dies::PRN,и,esto
799,dies::PRN,им,esto
800,das::PRN,а,eso
801,das::PRN,а,esto
802,das::PRN,ам,eso
