,Concept_ID,udm,ca
825,alles::PRN,ваньмыз,tot
826,ich::PRN,мон,jo
827,du::PRN,тон,tu
828,er::PRN,со,ell
829,wir::PRN,ми,nosaltres
830,ihr::PRN,тӥ,vosaltres
831,sie::PRN,соос,ells
832,sie::PRN,соос,elles
833,was::FPRN,ма,què
834,wer::FPRN,кин,qui
835,wo::FADV,кытын,on
836,wohin::FADV,кытчы,cap a on
837,wie::FADV,кызьы,com
838,warum::FADV,малы,per què
839,wieviel::FNUM,кӧня,quant
840,eins::NUM,одӥг,u
841,zwei::NUM,кык,dos
842,drei::NUM,куинь,tres
843,vier::NUM,ньыль,quatre
844,fünf::NUM,вить,cinc
845,sechs::NUM,куать,sis
846,sieben::NUM,сизьым,set
847,acht::NUM,тямыс,vuit
848,neun::NUM,укмыс,nou
849,zehn::NUM,дас,deu
850,elf::NUM,дас одӥг,onze
851,zwölf::NUM,дас кык,dotze
852,zwanzig::NUM,кызь,vint
853,dreißig::NUM,куамын,trenta
854,vierzig::NUM,ньыльдон,quaranta
855,fünfzig::NUM,витьтон,cinquanta
856,sechzig::NUM,куатьтон,seixanta
857,siebzig::NUM,сизьымдон,setanta
858,achtzig::NUM,тямыстон,vuitanta
859,neunzig::NUM,укмыстон,noranta
860,hundert::NUM,сю,cent
861,tausend::NUM,сюрс,mil
862,und::CNJ,и,i
863,und::CNJ,но,i
864,oder::CNJ,яке,o
865,stehen::V,сылыны,estar de peu
866,sitzen::V,пукыны,seure
867,liegen::V,кылльыны,jeure
868,hängen::V,ошкыса улыны,penjar
869,werden::V,луыны,fer-se
870,werden::V,луыны,posar-se
871,passieren::V,луыны,succeir
872,beginnen::V,кутскыны,iniciar-se
873,enden::V,бырыны,acabar-se
874,enden::V,бырыны,terminar-se
875,wechseln::V,воштӥськыны,canviar
876,aufgehen[Sonne]::V,ӝужаны,sortir
877,untergehen[Sonne]::V,пуксьыны,posar-se
878,scheinen[Sonne]::V,пиштыны,brillar
879,scheinen[Sonne]::V,чиляны,brillar
880,donnern::V,гудыръяны,tronar
881,wehen::V,пелляськыны,bufar
882,strömen::V,киськыны,afluir
883,strömen::V,исьтӥськыны,afluir
884,fließen::V,бызьыны,fluir
885,sich drehen::V,берганы,girar
886,schwanken::V,вошъяськыны,vacil·lar
887,schwingen::V,шонаськыны,oscil·lar
888,fallen::V,усьыны,caure
889,fallen::V,усьыны,tombar
890,brennen::V,ӝуаны,cremar
891,rauchen::V,ӵындыны,fumejar
892,regnen::V,зорыны,ploure
893,gefrieren::V,кынмыны,gelar-se
894,tauen::V,шунаны,fondre's
895,schmelzen::V,шунаны,fondre's
896,trocknen::V,куасьмыны,assecar-se
897,sieden::V,пӧзьыны,bullir
898,faulen::V,сисьмыны,podrir-se
899,verfaulen::V,сисьмыны,podrir-se
900,reißen::V,кеськыны,trencar-se
901,versinken::V,выйыны,enfonsar-se
902,vergehen::V,ортчыны,passar
903,erscheinen::V,адскыны,aparèixer
904,verschwinden::V,бырыны,desaparèixer
905,sinken::V,усьыны,baixar
906,sinken::V,усьыны,descendir
907,abnehmen::V,синыны,decréixer
908,zunehmen::V,йылыны,augmentar
909,steigen::V,лӧпкыны,pujar
910,wachsen::V,будыны,créixer
911,glänzen::V,чиляны,brillar
912,glänzen::V,чиляны,resplendir
913,glänzen::V,пиштыны,brillar
914,glänzen::V,пиштыны,resplendir
915,funkeln::V,чилекъяны,espurnejar
916,lärmen::V,уретыны,fer soroll
917,lärmen::V,ӵашетыны,fer soroll
918,läuten::V,жингыртыны,sonar
919,klingeln::V,жингыртыны,trucar
920,klirren::V,жильккетыны,dringar
921,brausen::V,лекъяськыны,rugir
922,rauschen::V,ӵашетыны,murmurar
923,klingen::V,кылӥськыны,sonar
924,bellen::V,утыны,lladrar
925,heulen::V,вузыны,udolar
926,blasen::V,пельтыны,bufar
927,pfeifen::V,шуланы,xiular
928,schreien::V,черекъяны,cridar
929,schreien::V,кесяськыны,cridar
930,stöhnen::V,ӝуштыны,gemegar
931,zittern::V,дырекъяны,tremolar
932,zittern::V,куалекъяны,tremolar
933,leben::V,улыны,vīure
934,geboren werden::V,вордӥськыны,néixer
935,atmen::V,шоканы,respirar
936,trinken::V,юыны,beure
937,essen::V,сиыны,menjar
938,schlucken::V,ньылыны,empassar-se
939,müde werden::V,жадьыны,cansar-se
940,einschlafen::V,умме усьыны,adormir-se
941,schlafen::V,кӧлыны,dormir
942,aufwachen::V,сайканы,despertar-se
943,aufstehen::V,султыны,llevar-se
944,sich erholen::V,шутэтскыны,descansar
945,krank werden::V,висьыны,posar-se malalt
946,krank sein::V,висьыны,estar malalt
947,schmerzen::V,висьыны,doldre
948,husten::V,кызыны,tossir
949,genesen::V,юнматскыны,recuperar-se
950,genesen::V,бурмытскылыны,recuperar-se
951,sterben::V,кулыны,morir
952,umkommen::V,бырыны,perir
953,sich bewegen::V,вырыны,moure's
954,sich rühren::V,вырӟыны,moure's
955,sich rühren::V,вырӟылыны,moure's
956,sich erheben::V,султыны,aixecar-se
957,sich setzen::V,пуксьыны,asseure's
958,hinfallen::V,усьыны,caure's
959,laufen::V,мыныны,caminar
960,schreiten::V,вамышъяны,procedir
961,spazierengehen::V,мыныны,passejar
962,spazierengehen::V,ветлыны,passejar
963,eilen::V,дыртыны,anar corrent
964,sich beeilen::V,дыртыны,afanyar-se
965,sausen::V,туж ӝог мыныны,córrer
966,rennen::V,бызьылыны,córrer
967,springen::V,тэтчаны,saltar
968,klettern::V,тубаны,escalar
969,schaukeln::V,лэйканы,gronxar-se
970,schaukeln::V,лэйканы,balancejar-se
971,schaukeln::V,шонаськыны,gronxar-se
972,schaukeln::V,шонаськыны,balancejar-se
973,kriechen::V,нюж ветлыны,reptar
974,kriechen::V,нюж ветлыны,arrossegar-se
975,schwimmen::V,уяны,nadar
976,tauchen::V,зумылыны,bussejar
977,tauchen::V,зумылыны,submergir-se
978,rudern::V,полсаны,remar
979,fahren::V,ветлыны,anar
980,fliegen::V,лобаны,volar
981,gehen::V,мыныны,caminar
982,weggehen::V,кошкыны,anar-se'n
983,abfahren::V,кошкыны,partir
984,anhalten::V,дугдыны,aturar-se
985,hineingehen::V,пырыны,entrar
986,eintreten::V,пырыны,entrar
987,kommen::V,вуыны,venir
988,kommen::V,лыктыны,venir
989,ankommen::V,вуыны,arribar
990,zurückkommen::V,берытскыны,tornar
991,bleiben::V,кыльыны,quedar-se
992,warten::V,витьыны,esperar
993,erwarten::V,витьыны,esperar
994,erwarten::V,возьманы,esperar
995,suchen::V,утчаны,buscar
996,finden::V,шедьтыны,trobar
997,versuchen::V,турттыны,intentar
998,vorbereiten::V,дасяны,preparar
999,lieben::V,гажаны,estimar
1000,mögen::V,яратыны,agradar a
1001,lachen::V,серекъяны,riure
1002,rühren::V,сюлме йӧтыны,commoure
1003,rühren::V,сюлме йӧтыны,emocionar
1004,weinen::V,бӧрдыны,plorar
1005,schimpfen::V,даллашыны,renyar
1006,sich ärgern::V,лекъяськыны,enfadar-se
1007,sich fürchten::V,кышканы,tenir por
1008,sich fürchten::V,курданы,tenir por
1009,fürchten::V,курданы,témer
1010,fürchten::V,кышканы,témer
1011,fliehen::V,пегӟыны,fugir
1012,flüchten::V,пегӟыны,refugiar-se
1013,sehen::V,адӟыны,veure
1014,anschauen::V,учкыны,mirar
1015,ansehen::V,учкыны,mirar
1016,hören::V,кылыны,oir
1017,zuhören::V,кылзыны,escoltar
1018,probieren::V,веръяны,provar
1019,riechen::V,зынъяны,olorar
1020,fühlen::V,шӧдыны,sentīr
1021,scheinen::V,адскыны,semblar
1022,zu sehen sein::V,адӟиськыны,poder-se veure
1023,vernehmen::V,кылыны,percebre
1024,frieren::V,кынмыны,tenir fred
1025,tun::V,карыны,fer
1026,können::V,быгатыны,poder
1027,wollen::V,потыны,voler
1028,anfangen::V,кутскыны,iniciar
1029,beenden::V,быдтыны,acabar
1030,beenden::V,быдэстыны,acabar
1031,aufhören::V,дугдыны,deixar
1032,gelingen::V,быгатыны,sortir bé
1033,gelingen::V,луыны,sortir bé
1034,geraten::V,лэсяны,sortir
1035,öffnen::V,усьтыны,obrir
1036,schließen::V,пытсаны,tancar
1037,stellen::V,пуктыны,posar
1038,stellen::V,пуктыны,col·locar
1039,setzen::V,пуктыны,assentar
1040,legen::V,поныны,posar
1041,berühren::V,исаны,tocar
1042,verbinden::V,герӟаны,unir
1043,verbinden::V,герӟаны,connectar
1044,bedecken::V,пытсаны,tapar
1045,bedecken::V,пытсаны,cobrir
1046,aufhängen::V,ошыны,penjar
1047,anzünden::V,ӝуатыны,encendre
1048,aufheben::V,ӝутыны,aixecar
1049,zurücklassen::V,кельтыны,deixar
1050,verlieren::V,ыштыны,pērdre
1051,fallen lassen::V,уськытыны,deixar caure
1052,machen::V,лэсьтыны,fer
1053,herstellen::V,лэсьтыны,producir
1054,bauen::V,пуктыны,construir
1055,reparieren::V,тупатыны,reparar
1056,verbessern::V,умоятыны,millorar
1057,ändern::V,воштыны,canviar
1058,graben::V,копаны,cavar
1059,beugen::V,губыртыны,doblegar
1060,biegen::V,куасаны,corbar
1061,biegen::V,куасаны,arquejar
1062,drehen::V,бергатыны,girar
1063,wenden::V,берыктыны,girar
1064,umdrehen::V,берыктыны,voltar
1065,heben::V,ӝутыны,pujar
1066,heben::V,ӝутыны,aixecar
1067,hochheben::V,ӝутъяны,aixecar
1068,ergreifen::V,кутыны,agafar
1069,ergreifen::V,кырмыны,agafar
1070,halten::V,возьыны,mantenir
1071,drücken::V,зӥбыны,prémer
1072,drücken::V,зӥбыны,estrènyer
1073,drücken::V,пачкатыны,prémer
1074,drücken::V,пачкатыны,estrènyer
1075,schieben::V,донганы,empènyer
1076,kratzen::V,вуштыны,raspar
1077,lecken::V,нюлыны,llepar
1078,beißen::V,куртчыны,mossegar
1079,abreißen::V,ишкалтыны,arrencar
1080,abschneiden::V,шорыны,tallar
1081,abschneiden::V,вандыны,tallar
1082,binden::V,керттыны,lligar
1083,stecken::V,мертчытыны,ficar
1084,brechen::V,тӥяны,trencar
1085,klopfen::V,йыганы,trucar
1086,klopfen::V,шарккетыны,trucar
1087,hauen::V,жугыны,picar
1088,hauen::V,жугыны,colpejar
1089,hauen::V,тышканы,picar
1090,hauen::V,тышканы,colpejar
1091,kleben::V,лякыны,enganxar
1092,reiben::V,зыраны,fregar
1093,reiben::V,вуштыны,fregar
1094,streichen::V,зыраны,untar
1095,schleifen::V,шерыны,afilar
1096,schleifen::V,шерыны,esmolar
1097,schneiden::V,вандыны,tallar
1098,rütteln::V,зуркатыны,sacsejar
1099,schütteln::V,куалекъятыны,agitar
1100,schütteln::V,куалекъятыны,sacsejar
1101,schwenken::V,шонаны,agitar
1102,schütten::V,лэзьыны,abocar
1103,füllen::V,тырмытыны,omplir
1104,einwickeln::V,биньыны,embolicar
1105,tragen::V,нуыны,dur
1106,tragen::V,нуыны,portar
1107,schleppen::V,кыскыны,arrossegar
1108,ziehen::V,кыскыны,tirar
1109,ziehen::V,кыскыны,estirar
1110,aufbewahren::V,возьыны,conservar
1111,werfen::V,куяны,llançar
1112,werfen::V,лэзяны,llançar
1113,fangen::V,кутыны,agafar
1114,fangen::V,кутыны,atrapar
1115,packen::V,кутыны,engrapar
1116,packen::V,кырмыны,engrapar
1117,verstecken::V,ватыны,amagar
1118,teilen::V,люкыны,dividir
1119,schicken::V,ыстыны,enviar
1120,bringen::V,вайыны,portar
1121,hinzufügen::V,ватсаны,afegir
1122,bekommen::V,басьтыны,obtenir
1123,erhalten::V,басьтыны,rebre
1124,nehmen::V,кутыны,prendre
1125,nehmen::V,басьтыны,prendre
1126,wählen::V,бырйыны,triar
1127,wählen::V,бырйыны,elegir
1128,auswählen::V,бырйыны,escollir
1129,auswählen::V,бырйыны,seleccionar
1130,bewahren::V,возьыны,conservar
1131,behindern::V,могӟытыны,impedir
1132,behindern::V,могӟытыны,obstaculitzar
1133,verderben::V,сӧрыны,espatllar
1134,beschädigen::V,урод лэсьтыны,danyar
1135,beschädigen::V,урод лэсьтыны,destrossar
1136,zerbrechen::V,сӧрыны,trencar
1137,zerreißen::V,кесяны,estripar
1138,zerstören::V,куашкатыны,destruir
1139,verbrennen::V,сутыны,cremar
1140,geben::V,сётыны,donar
1141,reichen::V,сётыны,passar
1142,schenken::V,кузьманы,regalar
1143,versprechen::V,кыл сётыны,prometre
1144,wünschen::V,сӥзьыны,desitjar
1145,loben::V,ушъяны,elogiar
1146,küssen::V,чупаны,fer un petó a
1147,wiegen::V,веттаны,bressolar
1148,wiegen::V,лэйкатыны,bressolar
1149,zudecken::V,шобыртыны,tapar
1150,zudecken::V,шобыртыны,cobrir
1151,wecken::V,сайкатыны,despertar
1152,zeigen::V,возьматыны,mostrar
1153,zeigen::V,возьматыны,ensenyar
1154,führen::V,нуыны,guiar
1155,führen::V,нуыны,conduir
1156,lehren::V,дышетыны,ensenyar
1157,unterrichten::V,дышетыны,ensenyar
1158,aufziehen::V,будэтыны,criar
1159,leiten::V,кивалтыны,dirigir
1160,antreiben::V,дыртытыны,impel·lir
1161,lassen::V,-ытыны,fer
1162,einladen::V,ӧтьыны,invitar
1163,einladen::V,ӧтьыны,convidar
1164,vereinigen::V,огазеяны,unir
1165,besuchen::V,адӟыськыны,visitar
1166,besuchen::V,адӟыськыны,anar a veure
1167,treffen::V,пумитаны,trobar
1168,sich versammeln::V,люкаськыны,reunir-se
1169,spielen::V,шудыны,jugar
1170,singen::V,кырӟаны,cantār
1171,tanzen::V,эктыны,ballar
1172,sich trennen::V,люкиськыны,separar-se
1173,verlassen::V,куштыны,deixar
1174,verlassen::V,куштыны,abandonar
1175,retten::V,утьыны,salvar
1176,bewachen::V,возьманы,vigilar
1177,schützen::V,утялтыны,protegir
1178,verteidigen::V,возьманы,defensar
1179,sich schlagen::V,жугиськыны,barallar-se
1180,schießen::V,ыбылӥськны,tirar
1181,schießen::V,ыбылӥськны,disparar
1182,siegen::V,вормыны,vèncer
1183,ärgern::V,вожпоттыны,enfadar
1184,schlagen::V,жуккыны,pegar
1185,schlagen::V,жуккыны,colpejar
1186,treten::V,лёганы,donar un cop de peu a
1187,stechen::V,бышкалтыны,punxar
1188,stechen::V,бышкалтыны,apunyalar
1189,stoßen::V,донгыны,empènyer
1190,stehlen::V,вораны,robar
1191,stehlen::V,лушканы,robar
1192,stören::V,люкетыны,molestar
1193,belästigen::V,акыльтыны,importunar
1194,belästigen::V,вукылмыны,importunar
1195,verbergen::V,ватыны,amagar
1196,verbergen::V,ватыны,ocultar
1197,täuschen::V,алданы,enganyar
1198,betrügen::V,пӧяны,estafar
1199,töten::V,виыны,matar
1200,wohnen::V,улыны,vīure
1201,wohnen::V,улыны,habitar
1202,arbeiten::V,ужаны,treballar
1203,sammeln::V,бичаны,col·leccionar
1204,pflücken::V,ишкыны,collir
1205,jagen::V,пӧйшураны,caçar
1206,fischen::V,чорыганы,pescar
1207,fassen::V,кутыны,atrapar
1208,hüten::V,возьманы,pasturar
1209,treiben::V,улляны,arriar
1210,anbinden::V,думыны,lligar
1211,füttern::V,сюдыны,donar menjar a
1212,melken::V,кыскыны,munyir
1213,hacken::V,кораны,picar
1214,hacken::V,кораны,tallar
1215,gießen::V,киськаны,regar
1216,reifen::V,вуыны,madurar
1217,reifen::V,кисьманы,madurar
1218,zubereiten::V,лесьтыны,preparar
1219,kochen::V,пӧзьтыны,coure
1220,backen::V,пыжыны,coure al forn
1221,braten::V,пыжыны,rostir
1222,umrühren::V,сураны,remenar
1223,stricken::V,керттыны,tricotar
1224,stricken::V,керттыны,fer punt de mitja
1225,nähen::V,вурыны,cosir
1226,färben::V,буяны,tenyir
1227,reinigen::V,сузяны,netejar
1228,waschen::V,мисьтаськыны,rentār
1229,abwischen::V,ӵушылыны,eixugar
1230,spülen::V,гылъяны,esbandir
1231,fegen::V,ӵужыны,escombrar
1232,kehren::V,ӵужыны,escombrar
1233,baden::V,пыласькыны,banyar-se
1234,sich waschen::V,пыласькыны,rentār-se
1235,ausziehen::V,кыльыны,treure's
1236,anziehen::V,дӥсяны,posar-se
1237,sich anziehen::V,дӥсьяськыны,vestir-se
1238,kämmen::V,сынаны,pentinar
1239,schmücken::V,чеберъяны,adornar
1240,sagen::V,шуыны,dir
1241,sagen::V,вераны,dir
1242,sprechen::V,вераськыны,parlar
1243,reden::V,вераськыны,parlar
1244,sich unterhalten::V,вераськыны,conversar
1245,fragen::V,юаны,preguntar
1246,bitten::V,курыны,demanar
1247,erzählen::V,вераны,contar
1248,erzählen::V,вераны,explicar
1249,erzählen::V,мадьыны,contar
1250,erzählen::V,мадьыны,explicar
1251,mitteilen::V,ивортыны,comunicar
1252,nennen::V,шуыны,nomenar
1253,rufen::V,ӧтьыны,cridar
1254,prahlen::V,ушъяськыны,lloar-se
1255,prahlen::V,ушъяськыны,jactar-se
1256,übersetzen::V,берыктыны,traduir
1257,denken::V,малпаны,pensar
1258,glauben::V,оскыны,creure
1259,bemerken::V,адӟыны,notar
1260,erkennen::V,тодыны,reconèixer
1261,begreifen::V,валаны,comprendre
1262,verstehen::V,валаны,entendre
1263,lernen::V,дышетскыны,aprendre
1264,wissen::V,тодыны,saber
1265,sich erinnern an::V,тодэ вайыны,recordar
1266,vergessen::V,вунэтыны,oblidar
1267,messen::V,мертаны,mesurar
1268,zählen::V,лыдъяны,comptar
1269,rechnen::V,лыдъяны,calcular
1270,lesen::V,лыдӟыны,llegir
1271,malen::V,суреданы,pintar
1272,zeichnen::V,суреданы,dibuixar
1273,schreiben::V,гожъяны,escrīure
1274,besitzen::V,луыны,posseir
1275,kaufen::V,басьтыны,comprar
1276,verkaufen::V,вузаны,vendre
1277,bezahlen::V,тырыны,pagar
1278,zahlen::V,тырыны,pagar per
1279,beherrschen::V,кузёяськыны,dominar
1280,ertragen::V,чиданы,aguantar
