,Concept_ID,ab,zh
118,Ast::N,амахəҭа,树枝
119,Zweig::N,амахə,树枝
120,Zweig::N,амахəҭа,树枝
121,Blatt::N,абҕьы,叶子
122,Birke::N,аҵааҵла,桦木
123,Kiefer[Baum]::N,амза,松树
124,Weide[Baum]::N,аҧслыш,柳树
125,Tanne::N,аҧсаӡ,冷杉
126,Horn::N,атəыҩа,角
127,Feder::N,ахӡы,羽毛
128,Fell::N,ацəа,皮毛
129,Flügel::N,амҵəыжəа,翅膀
130,Klaue::N,ашьапхыц,爪子
131,Schwanz::N,аҵыхəа,尾巴
132,Ei::N,акəтаӷь,蛋
133,Nest::N,аҭра,巢
134,Nest::N,аҵысҭра,巢
135,Bau::N,аҭыҩра,穴
136,Tier::N,аҧстəы,动物
137,Tier::N,агыгшəыг,动物
138,Herde::N,агəарҭа,群
139,Kuh::N,ажə,母牛
140,Bulle::N,ацə,公牛
141,Pferd::N,аҽы,马
142,Schaf::N,ауаса,羊
143,Schwein::N,аҳəа,猪
144,Hund::N,ала,狗
145,Katze::N,ацгəы,猫
146,Bär::N,амшə,熊
147,Eichhörnchen::N,аеш,松鼠
148,Elch::N,аҽаҩа,麋鹿
149,Fuchs::N,абгахəыҷы,狐狸
150,Hase::N,ажьа,兔子
151,Maus::N,аҳəынаҧ,老鼠
152,Wolf::N,абгаду,狼
153,Vogel::N,аҧсаатə,鸟
154,Huhn::N,акəты,鸡
155,Hahn::N,арбаҕь,公鸡
156,Gans::N,аҟыз,鹅
157,Adler::N,ауарба,鹰
158,Ente::N,акəата,鸭
159,Eule::N,аты,猫头鹰
160,Kranich::N,апҟа,鹤
161,Krähe::N,аҟəараан,乌鸦
162,Kuckuck::N,акəыкəу,布谷鸟
163,Schwan::N,агьад,天鹅
164,Fisch::N,аҧсыӡ,鱼
165,Barsch::N,ацəыбла,鲈鱼
166,Hecht::N,ахиаала,狗鱼
167,Schlange[Tier]::N,амаҭ,蛇
168,Wurm::N,ахəа,蠕虫
169,Wurm::N,ахəац,蠕虫
170,Spinne::N,абызкаҭаҳа,蜘蛛
171,Ameise::N,ашышкамс,蚂蚁
172,Laus::N,аҵа,虱子
173,Mücke::N,акəыбры,蚊子
174,Fliege::N,амҵ,苍蝇
175,Schmetterling::N,аҧарҧалыкь,蝴蝶
176,Beere::N,аргуц,将果
177,Apfel::N,аҵəа,苹果
178,Pilz::N,акəкəбаа,蘑菇
179,Zwiebel::N,аџьымшьы,洋葱
180,Zwiebel::N,аџьымшьхы,洋葱
181,Saat::N,ажəла,种子
182,Korn::N,арыц,谷粒
183,Heu::N,аҭəа,干草
184,Schale::N,ацəа,壳
185,Grube::N,ажра,坑
186,Grube::N,атыша,坑
187,Falle::N,арыҧҟьа,圈套
188,Schlinge::N,аҟəараҟəантə,活扣
189,Spur::N,ашьҭа,踪迹
190,Asche::N,ахəа,灰烬
191,Dreck::N,аҳəынҵəа,污垢
192,Dreck::N,аҟьамсар,污垢
193,Eisen::N,аиха,铁
194,Gold::N,ахьы,金子
195,Silber::N,аразны,银
196,Kohle::N,арацəа,煤
197,Glas::N,асаркьа,玻璃
198,Lehm::N,анышəаҧшь,粘土
199,Sand::N,аҧслымӡ,沙
200,Mensch::N,ауаҩы,人
201,Mann::N,ахаҵа,男子
202,Frau::N,аҧҳəыс,妇女
203,Kind::N,ахəыҷы,小孩
204,Junge::N,аҷкəын,男孩
205,Junge::N,ахаҵарҧыс,男孩
206,Mädchen::N,аӡӷаб,女孩
207,Familie::N,аҭаацəа,家庭
208,Großvater::N,абду,祖父
209,Großmutter::N,анду,祖母
210,Eltern::N,ани аби,父母
211,Vater::N,аб,父亲
212,Mutter::N,ан,母亲
213,Sohn::N,аҧа,儿子
214,Tochter::N,аҧҳа,女儿
215,Bruder::N,аиашьа,兄弟
216,Schwester::N,Аҳəшьа,姐妹
217,Onkel::N,абиашьа,伯父
218,Onkel::N,аншьа,伯父
219,Tante::N,абиаҳəшьа,阿姨
220,Ehemann::N,ахаҵа,丈夫
221,Ehemann::N,аҧшəма,丈夫
222,Ehefrau::N,аҧҳəыс,妻子
223,Freude::N,агəырӷьара,愉快
224,Gelächter::N,ачча,大笑
225,Gelächter::N,аччара,大笑
226,Glück::N,аразҟы,运气
227,Kummer::N,агəырҩа,苦恼
228,Wunsch::N,агəхəтəы,愿望
229,Wunsch::N,аҭахра,愿望
230,Lust::N,агəазыҳəара,乐趣
231,Geist::N,аҧсы,精神
232,Gedanke::N,ахəыцырҭа,思想
233,Gedächtnis::N,агəынкылара,记性
234,Verstand::N,ахшыҩ,理智
235,Sinn::N,аҵакы,感觉
236,Grund::N,амзыз,理由
237,Wahrheit::N,аиаша,真理
238,Gespräch::N,аиҿцәажәара,谈话
239,Märchen::N,алакə,童话
240,Erzählung::N,ажәабжь,故事
241,Nachricht::N,адырраҭара,消息
242,Neuigkeit::N,ажәабжь ҿыц,新闻
243,Name::N,ахьӡ,名字
244,Rätsel::N,ацуфара,谜语
245,Rede::N,ажәа,讲话
246,Sprache::N,абызшəа,语言
247,Stimme::N,абжьы,声音
248,Wort::N,ажәа,词
249,Zeichen::N,адырга,标记
250,Ruf::N,аҿҭы,呼喊
251,Lärm::N,ашьҭыбжь,噪音
252,Laut::N,ашьҭыбжь,响声
253,Ton::N,атон,声音
254,Lied::N,ашəа,歌曲
255,Ruhe::N,аҭынчра,安静
256,Leute::N,ауаа,人们
257,Volk::N,ажəлар,人民
258,Arbeit::N,аусура,劳动
259,Gast::N,асас,客人
260,Geschenk::N,аҳамҭа,礼物
261,Geschenk::N,аҿанҵа,礼物
262,Spiel::N,ахəмарра,游戏
263,Gesellschaft::N,агəыҧ,陪同
264,Hilfe::N,ацхыраара,帮助
265,Freund::N,аҩыза,朋友
266,Kamerad::N,Аҧхнагьла,同志
267,Angelegenheit::N,аус,事情
268,Anzahl::N,ахыҧхьаӡара,数目
269,Art::N,ахкы,种类
270,Stück::N,аҽыҭ,块
271,Teil::N,ахəҭа,部分
272,Hälfte::N,абжа,一半
273,Kreis::N,агьагьа,圆
274,Kreuz::N,аџьар,十字架
275,Linie::N,аицтәар,线条
276,Strich::N,ацəаҳəа,划
277,Abstand::N,абжьара,距离
278,Entfernung::N,абжьара,距离
279,Gegend::N,аҭыҧ,地区
280,Platz::N,аҭыҧ,场所
281,Ort::N,аҭыҧ,地点
282,Seite::N,аган,面
283,Mitte::N,агəҭа,中间
284,Gegenstand::N,амаҭəар,物品
285,Rand::N,аҵкар,边
286,Kante::N,авардым,棱
287,Ecke::N,акəакь,角
288,Spitze::N,аҧынҵа,尖
289,Ende::N,анаӡара,结尾
290,Loch::N,акылҵəара,洞
291,Winkel::N,агҿаҩра,角度
292,Winkel::N,акəындхə,角度
293,Winkel::N,акəакь,角度
294,Muster::N,аҟҟа,模型
295,Größe::N,изаҟароу,大小
296,Länge::N,аура,长度
297,Höhe::N,агылара,高度
298,Gewicht::N,акапан,重量
299,Haufen::N,ачаҟəа,堆
300,Reihe::N,ацəаҳəа,行
301,Boot::N,анышь,小船
302,Ruder::N,ажəҩа,奖
303,Schlitten::N,ашəаҩауардын,雪橇
304,Ski::N,ашəаҩа,雪板
305,Ski::N,ашьахаха,雪板
306,Lagerfeuer::N,еиқуу амца,营火
307,Last::N,ахьанҭара,负担
308,Gang::N,аныҟəара,行走
309,Schritt::N,ашьаҿа,步伐
310,Norden::N,аҩада,北
311,Süden::N,алада,南
312,Westen::N,амраҭашəара,西
313,Osten::N,амрагылара,东
314,Holz::N,амҿымаҭəахə,木材
315,Brett::N,аӷəы,木板
316,Platte::N,ахаҳәцәы,平板
317,Stütze::N,аҵаргəа,支架
318,Stütze::N,агəышьаҟа,支架
319,Stange::N,акьат,杆
320,Stock::N,алаба,棒
321,Stab::N,акьат,棍
322,Rohr::N,абыкь,管子
323,Haus::N,аҩны,房屋
324,Heim::N,аҭаацəа,家
325,Ofen::N,аҳақə,炉子
326,Ofen::N,ауаџьаҟ,炉子
327,Ofen::N,афрына,炉子
328,Fußboden::N,адашьма,地板
329,Tisch::N,аишәа,桌子
330,Stuhl::N,аҟəардə,椅子
331,Wiege::N,агара,摇蓝
332,Bett::N,акаруаҭ,床
333,Regal::N,акыӷəра,架子
334,Kiste::N,аидчаҧала,箱子
335,Fenster::N,аҧенџьыр,窗户
336,Tür::N,ашə,门
337,Tor::N,агəашə,大门
338,Zaun::N,аанда,篱笆
339,Dach::N,ахыб,屋顶
340,Leiter::N,амардуан,梯子
341,Besen::N,аҧссага,扫帚
342,Spaten::N,ажыга,铁锹
343,Schaufel::N,аҭəарӷəы,铁锹
344,Gabel::N,ачқьыҧ,叉
345,Löffel::N,амҳаҵə,食匙
346,Messer::N,аҳəызба,刀
347,Nagel::N,аҵəымӷ,钉子
348,Netz::N,акаҭа,网
349,Haken::N,аҵəаҳə,钩子
350,Griff::N,амаа,把柄
351,Schloss::N,асаҧаҭ,锁
352,Bild::N,асахьа,图画
353,Figur::N,афигура,人像
354,Puppe::N,акьанџьа,娃娃
355,Beutel::N,асакь,袋子
356,Bündel::N,аҿаҳəара,捆
357,Tasche::N,арҭмаҟ,手提包
358,Eimer::N,аведра,桶
359,Deckel::N,ахҩа,盖子
360,Geschirr::N,ачысмаҭəа,餐具
361,Sack::N,асакь,袋子
362,Tasse::N,аҵəца,杯子
363,Topf::N,акаструлиа,锅
364,Kessel::N,ачуан,水壶
365,Nahrung::N,афатə,食物
366,Speise::N,афатə,菜肴
367,Fleisch::N,акəац,肉
368,Getreide::N,ачакуа,谷物
369,Brei::N,ақашь,粥
370,Brot::N,ача,面包
371,Scheibe::N,аҽыҭ,片
372,Scheibe::N,аҿаҵа,片
373,Fett::N,ашша,脂肪
374,Butter::N,ахəша,黄油
375,Öl::N,азеҭ,油
376,Salz::N,аџьыка,盐
377,Suppe::N,асуҧ,汤
378,Honig::N,ацха,蜂蜜
379,Milch::N,ахш,奶
380,Tee::N,ачаи,茶
381,Leder::N,ацəа,皮革
382,Wolle::N,аласа,毛线
383,Stoff::N,Аба,织物
384,Nadel::N,агəыр,针
385,Faden::N,арахəыц,线
386,Knopf::N,аҳəынҵəра,纽扣
387,Knoten::N,аиқəҳəала,结
388,Farbe::N,ашəыга,颜色
389,Kleidung::N,амаҭəа,衣服
390,Hemd::N,акьаҿ,衬衫
391,Kragen::N,ахəда,领子
392,Ärmel::N,амаӷра,袖子
393,Hose::N,аиқəа,裤子
394,Gürtel::N,амаҟа,腰带
395,Mütze::N,ахылҧа,帽子
396,Schuh::N,аимаа,鞋
397,Stiefel::N,амагə,靴子
398,Ring::N,амацəаз,戒指
399,Band::N,алента,带子
400,Kamm::N,ахҳəа,梳子
401,Spiegel::N,асаркьа,镜子
402,Riemen::N,аа,皮带
403,Schnur::N,ашаха,绳子
404,Leine::N,аҕура,皮带
405,Decke::N,ахыза,被子
406,Kissen::N,ахчы,软垫
407,Tuch::N,акасы,巾
408,Handtuch::N,ампахьшьы,手巾
409,Kraft::N,амч,力
410,Stärke::N,амч,力量
411,Gesundheit::N,агəабзиара,健康
412,Krankheit::N,ачымазара,病
413,Schmerz::N,ахьаа,痛
414,Wunde::N,ахəра,伤口
415,Fieber::N,ашоура,发烧
416,Arznei::N,ахəшə,药
417,Brücke::N,ацҳа,桥
418,Brunnen::N,аҵыџь,井
419,Weide::N,аҳəырҭа,牧场
420,Pfad::N,амхəасҭа,小路
421,Weg::N,амҩа,路
422,Straße::N,амҩа,街
423,Dorf::N,ақыҭа,村庄
424,Stadt::N,ақалақь,城市
425,Brief::N,ашəҟəы,信
426,Buch::N,ашəҟəы,书
427,Buchstabe::N,анбан,字母
428,Zeitung::N,агазеҭ,报纸
429,Leben::N,аҧсҭазаара,生命
430,Tod::N,аҧсра,死亡
431,Grab::N,анышəынҭра,坟墓
432,Kirche::N,ауахəама,教堂
433,Sünde::N,агəнаҳа,罪
434,Gott::N,анцəа,上帝
435,Arbeiter::N,аусуҩ,工人
436,Chef::N,Аиҳабы,上司
437,Meister::N,аҟаза,师傅
438,Arzt::N,аҳақьым,医生
439,Lehrer::N,арҵаҩы,教师
440,Geld::N,аҧара,钱
441,Laden::N,амагазин,商店
442,Preis::N,ахə,价格
443,Ware::N,атауар,商品
444,Nutzen::N,ақьар,好处
445,Reichtum::N,абеиара,财富
446,Welt::N,адунеи,世界
447,Land::N,атəыла,国家
448,Staat::N,аҳəынҭқарра,国家
449,König::N,акрал,国王
450,Macht::N,амчра,权力
451,Grenze::N,аҳəаа,边界
452,Krieg::N,аибашьра,战争
453,Feind::N,Аҕа,敌人
454,Gewalt::N,ақəымчра,暴力
455,Kampf::N,ақəҧара,战斗
456,Bogen[Waffe]::N,ахыц,弓
457,Pfeil::N,ахəымпал,箭
458,Gewehr::N,ашəақь,枪
459,Fehler::N,агха,错误
460,Lüge::N,амц,谎话
461,Schaden::N,аҧырхага,损失
462,Unglück::N,арыцҳара,不幸
463,Schuld::N,ахара,过错
464,Alter::N,ақəра,年龄
465,Schluss::N,анҵəамҭа,结束
466,Zeit::N,аамта,时间
467,Tag::N,амш,天
468,Morgen::N,ашара,早晨
469,Morgen::N,ашьыбжь,早晨
470,Mittag::N,шьыбжьон,中午
471,Abend::N,ахəылҧаз,晚上
472,Abend::N,ахəлбыҽха,晚上
473,Nacht::N,аҵх,夜
474,Woche::N,амчыбжь,星期
475,Frühling::N,ааҕын,春天
476,Sommer::N,аҧхын,夏天
477,Herbst::N,ҭагалан,秋天
478,Herbst::N,хкаарачан,秋天
479,Winter::N,аӡын,冬天
480,Januar::N,ианвар,一月
481,Februar::N,февраль,二月
482,März::N,март,三月
483,April::N,апрель,四月
484,Mai::N,маи,五月
485,Juni::N,иуун,六月
486,Juli::N,иууль,七月
487,August::N,август,八月
488,September::N,сентиабр,九月
489,Oktober::N,октиабр,十月
490,November::N,ноиабр,十一月
491,Dezember::N,декабр,十二月
492,Montag::N,ашəахьа,星期一
493,Dienstag::N,аҩаша,星期二
494,Mittwoch::N,ахаша,星期三
495,Donnerstag::N,аҧшьаша,星期四
496,Freitag::N,ахəаша,星期五
497,Samstag::N,асабша,星期六
498,Sonntag::N,амҽыша,星期日
499,groß::A,аду,大
500,klein::A,амаҷ,小
501,lang::A,ахəхəа,长
502,kurz::A,акьаҿ,短
503,breit::A,аиужь,宽
504,breit::A,аиҵых,宽
505,schmal::A,аҭшəа,细长的
506,dicht::A,аилач,密
507,dick[Gegenstand]::A,ажəпа,厚
508,fein::A,апа,细小
509,fein::A,аҵаӷа,细小
510,fein::A,аӡа,细小
511,fest::A,аҟаца,固体
512,fest::A,аӷəӷəаҟаца,固体
513,flach::A,ақəаҟьа,平坦
514,flach::A,аҧаҟьа,平坦
515,glatt::A,аимаҩзы,光滑
516,hart::A,акьакьа,硬
517,weich::A,атата,软
518,rund::A,акəмпыл,圆
519,spitz::A,аҵар,尖
520,scharf::A,аҵар,锋利
521,stumpf::A,ацагə,钝
522,schwer::A,ахьанҭа,重
523,schön::A,аҧшӡа,美丽
524,heiß::A,ашы,烫
525,warm::A,аҧха,暖和
526,kalt::A,ахьшəашəа,冷
527,kühl::A,ахьшəашəа,凉
528,kühl::A,ицәыхьшәашәоу,凉
529,frisch::A,цқьа,新鲜
530,feucht::A,ацəаак,潮湿
531,nass::A,абааӡа,湿
532,trocken::A,Аба,干
533,trocken::A,аҩа,干
534,voll::A,азна,满
535,leer::A,аҭацəы,空
536,offen::A,аарта,敞开
537,geschlossen::A,ихҩоу,关闭
538,geschlossen::A,иаркыу,关闭
539,sauber::A,ацқьа,干净
540,schmutzig::A,аҟьашь,肮脏
541,reif::A,Арҭ,成熟
542,reif::A,аҟала,成熟
543,reif::A,иҟалахьоу,成熟
544,lecker::A,ахаа,好吃
545,süß::A,азла,甜
546,bitter::A,аша,苦
547,sauer::A,аҵəҵəы,酸
548,hell::A,алаша,亮
549,dunkel::A,алашьца,阴暗
550,schwarz::A,аиқуаҵәа,黑
551,weiß::A,ашкəакəа,白
552,rot::A,аҟаҧшь,红
553,gelb::A,аҩеижь,黄
554,blau::A,аҽҵәа,蓝
555,grün::A,ашьацҧшҭəала,绿
556,grün::A,аеҵəа,绿
557,grau::A,ацəыш,灰色
558,bunt::A,Аилыҕраа,五彩
559,bunt::A,аҕраҷкəын,五彩
560,billig::A,амариа,便宜
561,teuer::A,амҩан,贵
562,wertvoll::A,кыр иаҕсоу,贵重
563,wertvoll::A,акыр иаҕсоу,贵重
564,blind::A,алашə,瞎
565,taub::A,адагəа,聋
566,kräftig::A,аӷəӷəа,强壮
567,stark::A,абаҟа,强壮
568,schwach::A,акəада,弱
569,fett::A,аҧсыла,胖
570,schlank::A,акала,苗条
571,schlank::A,акьалантар,苗条
572,schlank::A,аиҿартə,苗条
573,hübsch::A,аҧшӡа,漂亮
574,böse::A,абааҧсы,邪恶
575,dumm::A,агаӡа,笨
576,faul::A,аашьа,懒惰
577,fleißig::A,иҟубҷоу,勤奋
578,geizig::A,акы,吝啬
579,geizig::A,акаҷбеи,吝啬
580,geizig::A,аҟəџьыр,吝啬
581,klug::A,аҟəыш,聪明
582,klug::A,аҟəыӷа,聪明
583,geschickt::A,напҟазала,灵巧
584,lieb::A,алашара,可爱
585,lustig::A,алах-ҿых,快乐
586,lustig::A,игурҕьаччо,快乐
587,lustig::A,агурҕьа,快乐
588,lustig::A,агурҿыхага,快乐
589,sanft::A,атата,柔和
590,sanft::A,аҟəымшəышə,柔和
591,sanft::A,ақьыҧш,柔和
592,hungrig::A,амлашь,饥饿
593,krank::A,ачымазаҩ,患病
594,nackt::A,аҟьантаз,裸体
595,traurig::A,алахьеиқəҵага,悲哀
596,lebendig::A,абза,活
597,gut::A,абзиа,好
598,schlecht::A,-хəарҭам,坏
599,richtig::A,иашоу,正确
600,schlimm::A,абааҧсы,糟糕
601,wahr::A,агəҭылса,真
602,wahr::A,абзиаҵəҟьа,真
603,alt::A,Ажə,旧
604,neu::A,аҿыц,新
605,ehemalig::A,анкьатәи,以前
606,alt[Lebewesen]::A,абырг,老
607,alt[Lebewesen]::A,ақабада,老
608,alt[Lebewesen]::A,Ажə,老
609,jung::A,аҟата,年轻
610,arm::A,ананамга,贫穷
611,reich::A,абеиа,富裕
612,bekannt::A,адыр,出名
613,berühmt::A,адыр,著名
614,fremd::A,атəым,陌生
615,verschieden::A,Еиуа-еиҧшым,不同
616,nah::A,ааигəа,近
617,fern::A,ахара,遥远
618,linker::A,арма,左
619,rechter::A,арҕьа,右
620,anderer::A,даҽа,别的
621,anderer::A,даҽакы,别的
622,erster::A,актәи,第一
623,zweiter::A,аҩбатəи,第二
624,dritter::A,ахҕатәи,第三
625,letzter::A,аҵыхəтəантəи,最后
626,allein::ADV,мацара,单独
627,auf einmal::ADV,зныкала,同时
628,auf einmal::ADV,зныкҟьара,同时
629,zusammen::ADV,аиц...,一起
630,lange::ADV,акыраамҭа,许久
631,plötzlich::ADV,иаалырҟьаны,忽然
632,sofort::ADV,иаразнакҵәҟьа,立刻
633,später::ADV,уажəшьҭаншəа,以后
634,jetzt::ADV,уажәы,现在
635,heute::ADV,иахьа,今天
636,morgen::ADV,уаҵәы,明天
637,bald::ADV,иласны,即将
638,dann::ADV,нас,然后
639,gestern::ADV,иацы,昨天
640,einst::ADV,зны,曾经
641,damals::ADV,усҟан,当时
642,danach::ADV,нас,随后
643,vorher::ADV,уаанӡа,事先
644,zuerst::ADV,азнаказы,首先
645,zuerst::ADV,аҧхьа,首先
646,einmal::ADV,зны,一次
647,manchmal::ADV,зны-зынла,有时
648,oft::ADV,лассы-лассы,时常
649,immer::ADV,енагь,总是
650,immer::ADV,еснагь,总是
651,niemals::ADV,ианакəызаалак,从未
652,hier::ADV,ара,这里
653,hier::ADV,абра,这里
654,hier::ADV,араҟа,这里
655,hierhin::ADV,ара,到这里
656,hierhin::ADV,араҟа,到这里
657,von hier::ADV,арантә,由此
658,dort::ADV,уа,那里
659,dorthin::ADV,уахь,到那里
660,dorthin::ADV,анахь,到那里
661,geradeaus::ADV,ишиашоу,一直往前
662,vorwärts::ADV,ҕхьаҟа,向前
663,rückwärts::ADV,шьҭахьла,向后
664,zurück::ADV,шьҭахьҟа,退后
665,unten::ADV,лбаа,下面
666,hinab::ADV,алада,向下
667,oben::ADV,хыхь,上面
668,hinauf::ADV,аҩада,向上
669,überall::ADV,зегьынцьара,到处
670,nicht::ADV,-м,不
671,ein wenig::ADV,ҕыҭк,一点儿
672,kaum::ADV,аарлаҳәа,几乎不
673,kaum::ADV,афергьҳәа,几乎不
674,sehr::ADV,даара,很
675,so::ADV,ас,如此
676,so::ADV,абас,如此
677,noch::ADV,макьана,还
678,nur::ADV,заҵәык,只
679,schon::ADV,уажәшьҭа,已经
680,schon::ADV,аиҳа ипоу,已经
681,wieder::ADV,ҿыц,又
682,wieder::ADV,дырҩегь,又
683,wieder::ADV,дырҩегьых,又
684,vergebens::ADV,баша,
685,vor::PRP,аҕхьа,在...面前
686,hinter::PRP,нхыҵ,在...背后
687,unter::PRP,амҵа,在...下面
688,unter::PRP,амҵан,在...下面
689,neben::PRP,ааигуара,在...旁
690,zwischen::PRP,абжьара,在...之间
691,wegen::PRP,-иззы,由于
692,wegen::PRP,-ҟнытә,由于
693,dies::PRN,ари,这
694,dies::PRN,абри,这
695,das::PRN,Абни,那
696,das::PRN,убри,那
697,alles::PRN,зегьы,一切
698,ich::PRN,са,我
699,ich::PRN,сара,我
700,du::PRN,бара,你
701,er::PRN,иара,他
702,wir::PRN,ҳара,我们
703,ihr::PRN,шәара,你们
704,sie::PRN,дара,她
705,wer::FPRN,дарбан,谁
706,wo::FADV,иабыкуу,哪里
707,wo::FADV,аба-,哪里
708,wo::FADV,ахь-,哪里
709,wohin::FADV,иабыкуу,去哪里
710,wohin::FADV,аба-,去哪里
711,wohin::FADV,ахь-,去哪里
712,wie::FADV,-шҕа,怎么
713,warum::FADV,избан,为什么
714,wieviel::FNUM,заҟа,多少
715,eins::NUM,акы,一
716,eins::NUM,аӡәы,一
717,zwei::NUM,ҩба,二
718,drei::NUM,хҕа,三
719,vier::NUM,ҕшьба,四
720,fünf::NUM,хəба,五
721,sechs::NUM,фба,六
722,sieben::NUM,Бжьба,七
723,acht::NUM,ааба,八
724,neun::NUM,жәба,九
725,zehn::NUM,жәаба,十
726,elf::NUM,жәеизатәи,十一
727,zwölf::NUM,жәаҩа,十二
728,zwanzig::NUM,ҩажәа,二十
729,dreißig::NUM,ҩажәижәабатәи,三十
730,vierzig::NUM,ҩынҩажәа,四十
731,fünfzig::NUM,ҩынҩажәеижәаба,五十
732,sechzig::NUM,хынҩажәа,六十
733,siebzig::NUM,хынҩажәижәаба,七十
734,achtzig::NUM,ҕшьынҩажәа,八十
735,neunzig::NUM,ҕшьынҩажәижәаба,九十
736,hundert::NUM,шәкы,百
737,tausend::NUM,зқьы,千
738,und::CNJ,-и,和
739,oder::CNJ,ма,或者
740,stehen::V,агылазаара,站
741,sitzen::V,атəара,坐
742,sitzen::V,атəа(заа)ра,坐
743,liegen::V,аиара,躺着
744,hängen::V,акнаҳара,挂着
745,werden::V,аҟалара,成为
746,passieren::V,аҟалара,发生
747,beginnen::V,алагара,开始
748,enden::V,алгара,终止
749,wechseln::V,аҽыҧсахра,变迁
750,aufgehen[Sonne]::V,агылара,升起
751,aufgehen[Sonne]::V,ахашлара,升起
752,aufgehen[Sonne]::V,аҩаҵхахара,升起
