,Concept_ID,kv,it
185,Kuckuck::N,кӧк,cùculo
186,Schwan::N,юсь,cigno
187,Fisch::N,чери,pesce
188,Barsch::N,ёкыш,pèrsico
189,Hecht::N,сирпинь,luccio
190,Schlange[Tier]::N,змей,serpente
191,Wurm::N,номыр,baco
192,Wurm::N,номыр,verme
193,Spinne::N,черань,ragno
194,Ameise::N,кӧдзывкар,formica
195,Laus::N,ляпа той,pidocchio
196,Mücke::N,ном,zanzara
197,Fliege::N,гут,mosca
198,Schmetterling::N,бабыв,farfalla
199,Beere::N,ягӧд,bacca
200,Apfel::N,яблоко,mela
201,Pilz::N,тшак,fungo
202,Zwiebel::N,грез,cipolla
203,Saat::N,кӧдзыс,semente
204,Korn::N,сю,grano
205,Heu::N,турун,fieno
206,Schale::N,кыш,buccia
207,Schale::N,киль,buccia
208,Grube::N,яма,cava
209,Grube::N,яма,fossa
210,Falle::N,нальк,tràppola
211,Falle::N,кляпча,tràppola
212,Schlinge::N,лӧч,laccio
213,Spur::N,туй,traccia
214,Asche::N,пӧим,cenere
215,Dreck::N,нять,fango
216,Eisen::N,кӧрт,ferro
217,Gold::N,зарни,oro
218,Silber::N,язісь,argento
219,Kohle::N,шом,carbone
220,Kohle::N,уголь,carbone
221,Glas::N,стекло,vetro
222,Lehm::N,сёй,argilla
223,Sand::N,лыа,arena
224,Sand::N,лыа,sabbia
225,Mensch::N,морт,uomo
226,Mensch::N,морт,èssere umano
227,Mann::N,мужик,uomo
228,Frau::N,инька,donna
229,Kind::N,кага,bambino
230,Junge::N,зонка,ragazzo
231,Mädchen::N,нывкаок,ragazza
232,Familie::N,семья,famiglia
233,Großvater::N,дед,nonno
234,Großmutter::N,баб,nonna
235,Eltern::N,ай-мам,genitori
236,Vater::N,ай,padre
237,Mutter::N,мам,madre
238,Sohn::N,зон,figlio
239,Tochter::N,ныв,figlia
240,Bruder::N,вон,fratello
241,Schwester::N,сой,sorella
242,Onkel::N,дядь,zio
243,Tante::N,айӧлӧн сой,zia
244,Tante::N,ичинь,zia
245,Ehemann::N,жӧник,marito
246,Ehefrau::N,инь,moglie
247,Freude::N,гаж,gioia
248,Freude::N,гаж,piacere
249,Freude::N,радъялӧм,gioia
250,Freude::N,радъялӧм,piacere
251,Gelächter::N,сералӧм,risata
252,Glück::N,мичлун,felicità
253,Kummer::N,шог,afflizione
254,Wunsch::N,мӧдӧм,desiderio
255,Wunsch::N,охотитӧм,desiderio
256,Lust::N,охота,voglia
257,Geist::N,лов,mente
258,Geist::N,лов,spìrito
259,Gedanke::N,дума,idea
260,Gedanke::N,дума,pensiero
261,Gedächtnis::N,тӧдвыв,memoria
262,Verstand::N,вежӧр,intelletto
263,Sinn::N,ылӧс,senso
264,Sinn::N,ылӧс,significato
265,Grund::N,мог,causa
266,Grund::N,мог,motivo
267,Grund::N,мог,ragione
268,Wahrheit::N,правда,verità
269,Gespräch::N,сёрни,discorso
270,Gespräch::N,сёрни,conversazione
271,Märchen::N,сказка,fiaba
272,Märchen::N,сказка,fàvola
273,Erzählung::N,висьт,racconto
274,Erzählung::N,висьт,narrazione
275,Nachricht::N,юӧр,messaggio
276,Nachricht::N,висьталӧм,messaggio
277,Neuigkeit::N,новость,notizia
278,Name::N,ним,nome
279,Rätsel::N,загадка,indovinello
280,Rede::N,сёрни,discorso
281,Sprache::N,кыв,lingua
282,Sprache::N,кыв,linguaggio
283,Stimme::N,голос,voce
284,Wort::N,кыв,parola
285,Zeichen::N,пас,segno
286,Zeichen::N,пас,segnale
287,Ruf::N,чуксӧм,chiamata
288,Ruf::N,чукӧстӧм,chiamata
289,Lärm::N,шум,chiasso
290,Lärm::N,шум,strèpito
291,Laut::N,шы,suono
292,Ton::N,гор,tono
293,Lied::N,сьыланкыв,canto
294,Lied::N,сьыланкыв,canzone
295,Ruhe::N,спокой,calma
296,Ruhe::N,спокой,tranquillità
297,Leute::N,йӧз,gente
298,Volk::N,йӧз,pòpolo
299,Volk::N,народ,pòpolo
300,Arbeit::N,удж,lavoro
301,Gast::N,гӧсь,òspite
302,Gast::N,гӧсь,invitato
303,Geschenk::N,гӧснеч,regalo
304,Geschenk::N,подарок,regalo
305,Spiel::N,орсӧм,gioco
306,Gesellschaft::N,компания,compagnìa
307,Hilfe::N,отсӧт,aiuto
308,Hilfe::N,отсӧт,soccorso
309,Freund::N,модз,amico
310,Freund::N,дружок,amico
311,Kamerad::N,тӧдса,camerata
312,Angelegenheit::N,дело,affare
313,Angelegenheit::N,дело,faccenda
314,Anzahl::N,лыд,nùmero
315,Anzahl::N,лыд,quantità
316,Art::N,пӧлӧс,tipo
317,Art::N,пӧлӧс,specie
318,Stück::N,тор,pezzo
319,Teil::N,юкӧм,parte
320,Hälfte::N,джын,metà
321,Kreis::N,круг,cìrcolo
322,Kreuz::N,перна,croce
323,Linie::N,визь,lìnea
324,Strich::N,кырӧв,tratto
325,Abstand::N,колас,distanza
326,Entfernung::N,ылына,distanza
327,Entfernung::N,ылына,lontananza
328,Gegend::N,места,regione
329,Platz::N,места,posto
330,Platz::N,места,spazio
331,Ort::N,места,luogo
332,Ort::N,места,località
333,Seite::N,ладор,lato
334,Seite::N,ладор,parte
335,Mitte::N,шӧр,mezzo
336,Mitte::N,шӧр,centro
337,Gegenstand::N,тор,oggetto
338,Sache::N,тор,cosa
339,Rand::N,дор,orlo
340,Rand::N,дор,bordo
341,Kante::N,ордлы,spìgolo
342,Ecke::N,пельӧс,canto
343,Spitze::N,йыв,punta
344,Ende::N,йыв,capo
345,Ende::N,йыв,estremità
346,Loch::N,осьта,buco
347,Winkel::N,пельӧс,àngolo
348,Muster::N,сер,disegno
349,Größe::N,ыжда,taglia
350,Größe::N,ыжда,grandezza
351,Länge::N,кузя,lunghezza
352,Höhe::N,сувда,altezza
353,Höhe::N,вылына,altezza
354,Gewicht::N,сьӧкта,peso
355,Haufen::N,куча,cùmulo
356,Haufen::N,куча,mucchio
357,Reihe::N,лёдз,fila
358,Boot::N,пыж,barca
359,Boot::N,пыж,battello
360,Ruder::N,пелыс,remo
361,Schlitten::N,додь,slitta
362,Ski::N,лямпа,sci
363,Lagerfeuer::N,бипур,falò
364,Lagerfeuer::N,бипур,fuoco di bivacco
365,Last::N,тягота,càrico
366,Gang::N,мунӧм,andata
367,Schritt::N,вожмӧв,passo
368,Norden::N,ой,nord
369,Norden::N,ой,settentrione
370,Süden::N,лун,sud
371,Süden::N,лун,meridione
372,Westen::N,рытвыв,òvest
373,Westen::N,рытвыв,occidente
374,Osten::N,асыв,est
375,Osten::N,асыв,oriente
376,Holz::N,пу,legno
377,Brett::N,пӧв,asse
378,Brett::N,пӧв,tàvola
379,Platte::N,плита,lastra
380,Platte::N,плита,piastra
381,Stütze::N,пика,supporto
382,Stange::N,зор,sbarra
383,Stange::N,зор,pèrtica
384,Stange::N,потш,sbarra
385,Stange::N,потш,pèrtica
386,Stock::N,бедь,verga
387,Stock::N,бедь,bastone
388,Stock::N,бедь,bacchetta
389,Stab::N,шест,asta
390,Rohr::N,труба,tubo
391,Haus::N,керку,casa
392,Heim::N,керку,casa
393,Ofen::N,пӧжавны,stufa
394,Fußboden::N,джодж,pavimento
395,Tisch::N,пызан,tàvolo
396,Stuhl::N,стул,sedia
397,Wiege::N,зыбка,culla
398,Bett::N,кровать,letto
399,Regal::N,джадж,scaffale
400,Kiste::N,ящик,cassa
401,Fenster::N,ӧшын,finestra
402,Tür::N,ыбӧс,porta
403,Tor::N,ворота,portone
404,Zaun::N,забор,recinto
405,Dach::N,крыша,tetto
406,Leiter::N,лиснич,scala
407,Leiter::N,лиснич,scala a pioli
408,Besen::N,рос,scopa
409,Spaten::N,зыр,vanga
410,Schaufel::N,зыр,pala
411,Gabel::N,вила,forchetta
412,Löffel::N,пань,cucchiaio
413,Messer::N,пурт,coltello
414,Nagel::N,кӧрттув,chiodo
415,Netz::N,кыйӧт,rete
416,Haken::N,ем,uncino
417,Griff::N,пу,mànico
418,Griff::N,пу,maniglia
419,Schloss::N,замок,serratura
420,Bild::N,картина,quadro
421,Bild::N,картина,immàgine
422,Figur::N,мыгӧр,figura
423,Puppe::N,акань,bàmbola
424,Beutel::N,мешӧк,borsa
425,Beutel::N,мешӧк,sacchetto
426,Bündel::N,нин,fascio
427,Bündel::N,нин,fagotto
428,Tasche::N,сумка,borsa
429,Eimer::N,ведра,secchio
430,Deckel::N,вевт,coperchio
431,Geschirr::N,доз,stoviglie
432,Geschirr::N,бекӧрпань,stoviglie
433,Sack::N,мешӧк,sacco
434,Tasse::N,бекӧр,tazza
435,Topf::N,кастрюля,pèntola
436,Kessel::N,пӧрт,paiolo
437,Kessel::N,пӧрт,calderone
438,Essen::N,сёйӧм,pasto
439,Essen::N,сёйӧм,mangiare
440,Nahrung::N,вердан,cibo
441,Nahrung::N,вердан,alimento
442,Speise::N,сёян,piatto
443,Fleisch::N,яй,carne
444,Getreide::N,сю,cereali
445,Brei::N,каша,purè
446,Brei::N,каша,pappa
447,Brot::N,нянь,pane
448,Scheibe::N,шӧрӧм,fetta
449,Scheibe::N,шӧрӧм,trancia
450,Fett::N,гос,grasso
451,Butter::N,ви,burro
452,Öl::N,ви,olio
453,Salz::N,сов,sale
454,Suppe::N,шыд,zuppa
455,Suppe::N,шыд,minestra
456,Honig::N,ма,miele
457,Milch::N,йӧв,latte
458,Tee::N,чай,tè
459,Leder::N,кучик,pelle
460,Wolle::N,гӧн,lana
461,Stoff::N,дӧра,panno
462,Stoff::N,дӧра,tessuto
463,Nadel::N,ем,ago
464,Faden::N,сунис,filo
465,Knopf::N,кизь,bottone
466,Knoten::N,узӧв,nodo
467,Knoten::N,гӧрӧд,nodo
468,Farbe::N,краска,pittura
469,Kleidung::N,паськӧм,vestiti
470,Kleidung::N,паськӧм,vestiario
471,Hemd::N,йӧрнӧс,camicia
472,Kragen::N,воротник,bàvero
473,Kragen::N,воротник,colletto
474,Ärmel::N,сос,mànica
475,Hose::N,вешьян,calzoni
476,Gürtel::N,йи,cintura
477,Mütze::N,шапка,berretto
478,Schuh::N,ботинки,scarpa
479,Stiefel::N,сапог,stivale
480,Ring::N,чунькытш,anello
481,Band::N,ленточка,nastro
482,Band::N,ленточка,fettuccia
483,Kamm::N,сынан,pèttine
484,Spiegel::N,зеркало,specchio
485,Riemen::N,ремень,cinghia
486,Schnur::N,гез,corda
487,Leine::N,повод,guinzaglio
488,Decke::N,одеяло,coperta
489,Kissen::N,подушка,cuscino
490,Kissen::N,подушка,guanciale
491,Tuch::N,чышьян,fazzoletto
492,Handtuch::N,чышкӧт,asciugamano
493,Kraft::N,прак,forza
494,Stärke::N,вын,forza
495,Stärke::N,вын,vigore
496,Stärke::N,вын,fortezza
497,Gesundheit::N,здоровье,salute
498,Krankheit::N,шог,malattìa
499,Schmerz::N,зубыт,dolore
500,Wunde::N,рана,piaga
501,Wunde::N,рана,ferita
502,Fieber::N,лёк тресся,febbre
503,Fieber::N,кынтан шогӧт,febbre
504,Arznei::N,лекарство,fàrmaco
505,Arznei::N,лекарство,medicina
506,Brücke::N,пос,ponte
507,Brunnen::N,колодец ,pozzo
508,Weide::N,пода йирсян,pàscolo
509,Pfad::N,туй,sentiero
510,Weg::N,туй,via
511,Weg::N,туй,cammino
512,Straße::N,туй,strada
513,Dorf::N,деревня,paese
514,Dorf::N,деревня,villaggio
515,Stadt::N,город,città
516,Brief::N,гижӧт,lèttera
517,Buch::N,книга,libro
518,Buchstabe::N,буква,lèttera
519,Zeitung::N,газета,giornale
520,Leben::N,олан,vita
521,Tod::N,кулӧм,morte
522,Grab::N,гу,tomba
523,Grab::N,гу,sepolcro
524,Kirche::N,вичку,chiesa
525,Sünde::N,грек,peccato
526,Gott::N,ен,dio
527,Arbeiter::N,уджалiсь,operaio
528,Arbeiter::N,уджалiсь,lavoratore
529,Chef::N,начальник,capo
530,Chef::N,начальник,padrone
531,Meister::N,мастер,mastro
532,Meister::N,мастер,maestro
533,Arzt::N,врач,mèdico
534,Arzt::N,врач,dottore
535,Lehrer::N,велӧтісь,professore
536,Geld::N,деньга,soldi
537,Geld::N,деньга,denaro
538,Geschäft::N,удж,affare
539,Geschäft::N,удж,negozio
540,Laden::N,магазин,negozio
541,Preis::N,дон,prezzo
542,Ware::N,товар,merce
543,Nutzen::N,путь,ùtile
544,Nutzen::N,путь,profitto
545,Reichtum::N,богатство,ricchezza
546,Welt::N,му,mondo
547,Land::N,страна,paese
548,Staat::N,государство,Stato
549,König::N,кан,re
550,Macht::N,власть,potere
551,Grenze::N,граница,confine
552,Grenze::N,граница,frontiera
553,Krieg::N,война,guerra
554,Feind::N,враг,nemico
555,Kampf::N,нярасьӧм,lotta
556,Kampf::N,вермасьӧм,lotta
557,Bogen[Waffe]::N,лук,arco
558,Pfeil::N,ньӧв,freccia
559,Gewehr::N,ружьё,fucile
560,Fehler::N,ошибка,errore
561,Fehler::N,ошибка,sbaglio
562,Lüge::N,ылӧтӧм,bugìa
563,Lüge::N,ылӧтӧм,menzogna
564,Lüge::N,пӧрьялӧм,bugìa
565,Lüge::N,пӧрьялӧм,menzogna
566,Schaden::N,лёк,danno
567,Unglück::N,пик,sfortuna
568,Unglück::N,оказзё,sfortuna
569,Schuld::N,вина,colpa
570,Schluss::N,ком,fine
571,Zeit::N,кад,tempo
572,Tag::N,лун,giorno
573,Tag::N,лун,giornata
574,Morgen::N,асыв,mattina
575,Mittag::N,луншӧр кад,mezzogiorno
576,Abend::N,рыт,sera
577,Abend::N,рыт,serata
578,Nacht::N,ой,notte
579,Woche::N,неделя,settimana
580,Monat::N,тӧлicь,mese
581,Jahr::N,год,anno
582,Frühling::N,тулыс,primavera
583,Sommer::N,гожум,estate
584,Herbst::N,ар,autunno
585,Winter::N,тӧв,inverno
586,Januar::N,январ,gennaio
587,Februar::N,февраль,febbraio
588,März::N,март,marzo
589,April::N,апрель,aprile
590,Mai::N,май,maggio
591,Juni::N,юнь,giugno
592,Juli::N,юль,luglio
593,August::N,август,agosto
594,September::N,сентяб,settembre
595,Oktober::N,октяб,ottobre
596,November::N,нояб,novembre
597,Dezember::N,декаб,dicembre
598,Montag::N,вильлун,lunedì
599,Dienstag::N,мӧдӧдзлун,martedì
600,Mittwoch::N,шӧрлун,mercoledì
601,Donnerstag::N,нёльӧдзлун,giovedì
602,Freitag::N,витӧдзлун,venerdì
603,Samstag::N,пывсянлун,sàbato
604,Sonntag::N,кресення,domenica
605,groß::A,ыджыт,grande
606,klein::A,учӧтик,pìccolo
607,lang::A,кузь,lungo
608,kurz::A,дженыт,corto
609,breit::A,ота,largo
610,schmal::A,векнит,stretto
611,dicht::A,тшӧк,denso
612,dick[Gegenstand]::A,кыз,spesso
613,dünn::A,вӧснит,sottile
614,fein::A,вӧснит,fine
615,fein::A,вӧснит,delicato
616,fest::A,крепыт,sodo
617,fest::A,крепыт,fisso
618,flach::A,лапкӧса,piano
619,flach::A,лапкӧса,piatto
620,glatt::A,волькыт,liscio
621,hart::A,чӧрыт,duro
622,weich::A,небыт,molle
623,rund::A,гӧгрӧса,rotondo
624,spitz::A,ёся,aguzzo
625,spitz::A,ёся,appuntito
626,scharf::A,лэчыт,affilato
627,scharf::A,лэчыт,tagliente
628,stumpf::A,ныж,smussato
629,schwer::A,сьӧкыт,pesante
630,schön::A,басӧк,bello
631,heiß::A,жар,caldo
632,heiß::A,жар,bollente
633,warm::A,шоныт,caldo
634,kalt::A,кӧдзыт,freddo
635,kühl::A,сайкыт,fresco
636,frisch::A,виль,fresco
637,feucht::A,вакодь,ùmido
638,nass::A,ва,bagnato
639,trocken::A,кӧс,secco
640,voll::A,тыра,pieno
641,leer::A,тыртӧм,vuoto
642,offen::A,оссьӧм,aperto
643,geschlossen::A,игана,chiuso
644,geschlossen::A,пӧдана,chiuso
645,sauber::A,сӧдз,netto
646,sauber::A,сӧдз,pulito
647,sauber::A,сӧстӧм,netto
648,sauber::A,сӧстӧм,pulito
649,schmutzig::A,нятьӧсь,sporco
650,schmutzig::A,нятьӧсь,sùdicio
651,roh::A,путӧм,crudo
652,reif::A,кисьмалӧм,maturo
653,lecker::A,кӧра ,ghiotto
654,lecker::A,кӧра ,squisito
655,süß::A,чӧскыт,dolce
656,bitter::A,курыт,amaro
657,sauer::A,шӧма ,aspro
658,sauer::A,шӧма ,acerbo
659,hell::A,югыт,chiaro
660,dunkel::A,пемыт,buio
661,dunkel::A,пемыт,oscuro
662,schwarz::A,сьӧд,nero
663,weiß::A,чочком,bianco
664,rot::A,гӧрд,rosso
665,gelb::A,веж,giallo
666,blau::A,лӧз,blu
667,blau::A,лӧз,azzurro
668,grün::A,веж,verde
669,grau::A,руд,grigio
670,grau::A,бусӧй,grigio
671,bunt::A,быдрӧма,variopinto
672,billig::A,донтӧм,a buon prezzo
673,billig::A,донтӧм,a buon mercato
674,teuer::A,дона,caro
675,wertvoll::A,дона,prezioso
676,blind::A,синтӧм,cieco
677,taub::A,пельтӧм,sordo
678,kräftig::A,вына,forte
679,kräftig::A,вына,robusto
680,stark::A,вына,forte
681,stark::A,вына,vigoroso
682,schwach::A,некодя,dèbole
683,fett::A,госа,grasso
684,schlank::A,статя,snello
685,schlank::A,статя,slanciato
686,hübsch::A,басӧк,bello
687,hübsch::A,басӧк,carino
688,böse::A,лёк,cattivo
689,dumm::A,бӧбӧв,stùpido
690,dumm::A,вежӧртӧм,stùpido
691,faul::A,дыш,pigro
692,fleißig::A,уджалicь,diligente
693,geizig::A,жикмӧра,avaro
694,geizig::A,горшаліcь,avaro
695,klug::A,авья,intelligente
696,klug::A,вежӧра,intelligente
697,geschickt::A,кипода,àbile
698,lieb::A,муса,caro
699,lieb::A,дзулиньӧй,caro
700,lustig::A,гажа,gaio
701,lustig::A,гажа,allegro
702,sanft::A,лебезнӧй,dolce
703,hungrig::A,тшыг,affamato
704,krank::A,шогалiсь,malato
705,krank::A,шогалiсь,infermo
706,nackt::A,куш,nudo
707,traurig::A,жугыль,triste
708,lebendig::A,ловья,vivo
709,gut::A,бур,buono
710,schlecht::A,умӧль,cattivo
711,schlimm::A,нештӧм,grave
712,alt::A,важ,vecchio
713,neu::A,виль,nuovo
714,ehemalig::A,вӧвлӧм,vecchio
715,ehemalig::A,вӧвлӧм,d'una_volta
716,alt[Lebewesen]::A,года,anziano
717,alt[Lebewesen]::A,годдэза,anziano
718,jung::A,том,giovane
719,arm::A,гов,pòvero
720,arm::A,беднӧй,pòvero
721,reich::A,эма,ricco
722,bekannt::A,тӧдса,noto
723,bekannt::A,тӧдса,conosciuto
724,fremd::A,чужӧй,estràneo
725,fremd::A,чужӧй,straniero
726,verschieden::A,быдкодь,diverso
727,verschieden::A,быдкодь,differente
728,nah::A,матiсь,vicino
729,nah::A,матiсь,propinquo
730,fern::A,ылicь,lontano
731,linker::A,шульга,sinistro
732,rechter::A,веськытланись,destro
733,anderer::A,мукӧд,altro
734,erster::A,медодзза,primo
735,zweiter::A,кыкӧт,secondo
736,dritter::A,куимӧт,terzo
737,dritter::A,куимӧдз,terzo
738,letzter::A,бӧрья,ùltimo
739,letzter::A,мёдбӧрья,ùltimo
740,auf einmal::ADV,тшӧтш,insieme
741,zusammen::ADV,ӧтлаын,insieme
742,lange::ADV,дыр,a lungo
743,plötzlich::ADV,друг,all'improvviso
744,sofort::ADV,тшӧтш,sùbito
745,sofort::ADV,тшӧтш,all'istante
746,später::ADV,медбӧрын,più tardi
747,jetzt::ADV,ӧні,ora
748,jetzt::ADV,ӧні,adesso
749,heute::ADV,талун,oggi
750,morgen::ADV,ашын,domani
751,bald::ADV,чожа,presto
752,bald::ADV,чожа,tra poco
753,dann::ADV,сыбӧрын,allora
754,gestern::ADV,тӧн,ieri
755,einst::ADV,ӧтпыр,prima
756,einst::ADV,ӧтпыр,un tempo
757,damals::ADV,сэк,allora
758,damals::ADV,сэки,allora
759,danach::ADV,сэсся,poi
760,danach::ADV,сэсся,dopo
761,vorher::ADV,одзжык,prima
762,zuerst::ADV,наперво,prima
763,zuerst::ADV,наперво,dapprima
764,einmal::ADV,ӧтпыр,una volta
765,manchmal::ADV,мукӧдпыр,talvolta
766,manchmal::ADV,мукӧдпыр,qualche volta
767,oft::ADV,-лы-,spesso
768,immer::ADV,быдпыр,sempre
769,immer::ADV,быдпырся,sempre
770,niemals::ADV,некӧр,non mai
771,hier::ADV,татӧн,qua
772,hierhin::ADV,татчӧ,qua
773,von hier::ADV,тасянь,ne
774,von hier::ADV,тасянь,da qui
775,dort::ADV,сэтӧн,lì
776,dorthin::ADV,сэтчин,là
777,geradeaus::ADV,веськыта,diritto
778,vorwärts::ADV,одзӧ,avanti
779,rückwärts::ADV,бӧр,all'indietro
780,zurück::ADV,бӧр,di indietro
781,unten::ADV,увтын,giù
782,unten::ADV,увтын,sotto
783,hinab::ADV,увтас,giù
784,hinab::ADV,увтас,in giù
785,oben::ADV,вевдӧрас,su
786,oben::ADV,вевдӧрас,sopra
787,hinauf::ADV,вывлань,in sù
788,hinauf::ADV,вывлань,in alto
789,hinauf::ADV,вывланьӧ,in sù
790,hinauf::ADV,вывланьӧ,in alto
791,überall::ADV,быдлан,dappertutto
792,nicht::ADV,ог,non
793,ein wenig::ADV,-ышт,un po'
794,ein wenig::ADV,-ышт,un poco
795,ein wenig::ADV,невна,un po'
796,ein wenig::ADV,невна,un poco
797,kaum::ADV,ӧдва,a appena
798,sehr::ADV,вывтi,molto
799,so::ADV,сiдз,così
800,so::ADV,сiдз,tanto
801,noch::ADV,эшӧ,ancora
802,nur::ADV,только,solo
