,Concept_ID,ps,se
150,Nabel::N,نوم,nää´pp
151,Nabel::N,نوم,на̄бпь
152,Busen::N,تی,boenge
153,Busen::N,تی,bållå
154,Busen::N,تی,čižži
155,Busen::N,تی,njamma
156,Busen::N,تی,njižže
157,Busen::N,تی,nje´ǯǯ
158,Busen::N,تی,раннҍт
159,Brust::N,سینه,mïelke
160,Brust::N,سینه,radde
161,Brust::N,سینه,mielgga
162,Brust::N,سینه,raddi
163,Brust::N,سینه,radde
164,Brust::N,سینه,râ´dd
165,Brust::N,سینه,раннҍт
166,Schulter::N,اوږه,åelkie
167,Schulter::N,اوږه,oalgge
168,Schulter::N,اوږه,hárdu
169,Schulter::N,اوږه,ärdee
170,Schulter::N,اوږه,uál'gi
171,Schulter::N,اوږه,a´rddi
172,Schulter::N,اوږه,vuä´lǧǧ
173,Schulter::N,اوږه,вуэллык
174,Arm::N,لاس,gïete
175,Arm::N,لاس,giehta
176,Arm::N,لاس,giehta
177,Arm::N,لاس,kietâ
178,Arm::N,لاس,kie'tâkaaṿâ
179,Arm::N,لاس,ǩiõtt
180,Arm::N,لاس,кӣдт
181,Ellenbogen::N,څنګل,gernjere
182,Ellenbogen::N,څنګل,garŋŋel
183,Ellenbogen::N,څنګل,gargŋil
184,Ellenbogen::N,څنګل,käŋŋir
185,Ellenbogen::N,څنګل,kõõnjâr
186,Ellenbogen::N,څنګل,карьнэль
187,Hand::N,لاس,gïete
188,Hand::N,لاس,giehta
189,Hand::N,لاس,giehta
190,Hand::N,لاس,kietâ
191,Hand::N,لاس,ǩiõtt
192,Hand::N,لاس,кӣдт
193,Handfläche::N,ورغوی,gïeten-låapoe
194,Handfläche::N,ورغوی,giehtavuodo
195,Handfläche::N,ورغوی,tjårmmåvuodo
196,Handfläche::N,ورغوی,giehtaloahpu
197,Handfläche::N,ورغوی,kiämád
198,Handfläche::N,ورغوی,kuámmir
199,Handfläche::N,ورغوی,kuä´m'mer
200,Handfläche::N,ورغوی,ǩiõttǩeä´m'men
201,Handfläche::N,ورغوی,ко̄а̄ллдэгк
202,Handfläche::N,ورغوی,кӣдткоалдэгк
203,Finger::N,ګوته,soerme
204,Finger::N,ګوته,tjuvdde
205,Finger::N,ګوته,suorbma
206,Finger::N,ګوته,čuvde
207,Finger::N,ګوته,suor'mâ
208,Finger::N,ګوته,suõrmm
209,Finger::N,ګوته,це̄ххп
210,Fingernagel::N,نوک,gadtse
211,Fingernagel::N,نوک,guehpere
212,Fingernagel::N,نوک,gadtsa
213,Fingernagel::N,نوک,gazza
214,Fingernagel::N,نوک,kozzâ
215,Fingernagel::N,نوک,kõʒʒ
216,Fingernagel::N,نوک,кэ̄ннц
217,Nagel[Anatomie]::N,نوک,gadtse
218,Nagel[Anatomie]::N,نوک,guehpere
219,Nagel[Anatomie]::N,نوک,gadtsa
220,Nagel[Anatomie]::N,نوک,gazza
221,Nagel[Anatomie]::N,نوک,kozzâ
222,Nagel[Anatomie]::N,نوک,kõʒʒ
223,Nagel[Anatomie]::N,نوک,кэ̄ннц
224,Zeh::N,ګوته,tjiehtjere
225,Zeh::N,ګوته,juolggetjuvdde
226,Zeh::N,ګوته,juolgesuorbma
227,Zeh::N,ګوته,jyel'gisuor'mâ
228,Zeh::N,ګوته,jue´lǧǧsuõrmm
229,Zeh::N,ګوته,ю̄лльк-це̄һп
230,Fuß::N,پښه,juelkie
231,Fuß::N,پښه,juolgge
232,Fuß::N,پښه,juolgi
233,Fuß::N,پښه,jyel'gi
234,Fuß::N,پښه,jue´lǧǧ
235,Fuß::N,پښه,ла̄бпь
236,Ferse::N,پونده,båetskie
237,Ferse::N,پونده,boasske
238,Ferse::N,پونده,šušmi
239,Ferse::N,پونده,šušme
240,Ferse::N,پونده,jue´lǧǧkädd
241,Ferse::N,پونده,ка̄ннт
242,Knie::N,زنګون,boelve
243,Knie::N,زنګون,buolvva
244,Knie::N,زنګون,čibbi
245,Knie::N,زنګون,veaŋki
246,Knie::N,زنګون,iidâ
247,Knie::N,زنګون,puõlvv
248,Knie::N,زنګون,пуллв
249,Oberschenkel::N,پتون,ruaksja
250,Oberschenkel::N,پتون,tjibbe
251,Oberschenkel::N,پتون,gassaváhkká
252,Oberschenkel::N,پتون,badjeváhkáa
253,Oberschenkel::N,پتون,čuár'bpeeḷi
254,Oberschenkel::N,پتون,če´bb
255,Oberschenkel::N,پتون,чуаррбе̄лль
256,Bein::N,پښه,juelkie
257,Bein::N,پښه,juolgge
258,Bein::N,پښه,juolgi
259,Bein::N,پښه,jyel'gi
260,Bein::N,پښه,jue´lǧǧ
261,Bein::N,پښه,ю̄лльк
262,Körper::N,ځان,kråahpe
263,Körper::N,ځان,rumáj
264,Körper::N,ځان,rumaš
265,Körper::N,ځان,ruumâš
266,Körper::N,ځان,rå´pp
267,Körper::N,ځان,лышшьк
268,Körper::N,ځان,роаӈӈьк
269,Haut::N,پوټکی,njaltja
270,Haut::N,پوټکی,lijkke
271,Haut::N,پوټکی,tjuobma
272,Haut::N,پوټکی,liiki
273,Haut::N,پوټکی,liške
274,Haut::N,پوټکی,le´šǩǩ
275,Haut::N,پوټکی,лышшьк
276,Blut::N,وینه,vïrre
277,Blut::N,وینه,maelie
278,Blut::N,وینه,varra
279,Blut::N,وینه,varra
280,Blut::N,وینه,vorrâ
281,Blut::N,وینه,võrr
282,Blut::N,وینه,вэ̄рр
283,Ader::N,رګ,åerie
284,Ader::N,رګ,aajroe
285,Ader::N,رګ,suodna
286,Ader::N,رګ,varrasuotna
287,Ader::N,رګ,suoṇâ
288,Ader::N,رګ,suõnn
289,Ader::N,رګ,сӯнн
290,Sehne::N,پله,soene
291,Sehne::N,پله,gåårtenje
292,Sehne::N,پله,suodna
293,Sehne::N,پله,suotna
294,Sehne::N,پله,suoṇâ
295,Sehne::N,پله,suõnn
296,Sehne::N,پله,сӯнн
297,Knochen::N,هډوکی,måara
298,Knochen::N,هډوکی,måaroe
299,Knochen::N,هډوکی,dákte
300,Knochen::N,هډوکی,dákti
301,Knochen::N,هډوکی,tähti
302,Knochen::N,هډوکی,tä´htt
303,Knochen::N,هډوکی,та̄ххт
304,Knochen::N,هډوکی,та̄ффьт
305,Gehirn::N,ماغزه,aajla
306,Gehirn::N,ماغزه,vuojŋam
307,Gehirn::N,ماغزه,vuoigŋašat
308,Gehirn::N,ماغزه,vuoi'ŋâšeh
309,Gehirn::N,ماغزه,vuo'ivâšneh
310,Gehirn::N,ماغزه,vuõivâšn
311,Gehirn::N,ماغزه,вуэййвэшна
312,Herz::N,زړه,vaajmoe
313,Herz::N,زړه,tsåhke
314,Herz::N,زړه,váibmu
315,Herz::N,زړه,váimu
316,Herz::N,زړه,čââ´đ
317,Herz::N,زړه,кӯттҌк
318,Magen::N,معده,tjåejjie
319,Magen::N,معده,tjoajvve
320,Magen::N,معده,čoavji
321,Magen::N,معده,čuáv'ji
322,Magen::N,معده,čåu´jj
323,Magen::N,معده,чо̄ввьй
324,Leber::N,ينه,mueksie
325,Leber::N,ينه,librre
326,Leber::N,ينه,vuoivvas
327,Leber::N,ينه,vuoivâs
328,Leber::N,ينه,vuõivâs
329,Leber::N,ينه,вуйвас
330,Leber::N,ځیګر,mueksie
331,Leber::N,ځیګر,librre
332,Leber::N,ځیګر,vuoivvas
333,Leber::N,ځیګر,vuoivâs
334,Leber::N,ځیګر,vuõivâs
335,Leber::N,ځیګر,вуйвас
336,Atem::N,نفس,voejngehtasse
337,Atem::N,نفس,båssånis
338,Atem::N,نفس,vuojŋadahka
339,Atem::N,نفس,vuoiŋŋahat
340,Atem::N,نفس,vuo'iŋâstim
341,Atem::N,نفس,jiõg'g
342,Atem::N,نفس,вӯйнас
343,Atem::N,نفس,вӯййнмушш
344,Hunger::N,ولږه,nielkie
345,Hunger::N,ولږه,nielgge
346,Hunger::N,ولږه,nealgi
347,Hunger::N,ولږه,nelgi
348,Hunger::N,ولږه,neä´lǧǧ
349,Hunger::N,ولږه,не̄лльк
350,Träne::N,اوښکه,gïknjele
351,Träne::N,اوښکه,ganjál
352,Träne::N,اوښکه,ganjal
353,Träne::N,اوښکه,koonjâl
354,Träne::N,اوښکه,kõõnjâl
355,Träne::N,اوښکه,кэ̄нял
356,Geschmack::N,مزه,aelmie
357,Geschmack::N,مزه,muosse
358,Geschmack::N,مزه,smáhkka
359,Geschmack::N,مزه,máhku
360,Geschmack::N,مزه,smáhkka
361,Geschmack::N,مزه,mááhu
362,Geschmack::N,مزه,smakkâ
363,Geschmack::N,مزه,njõõd
364,Geschmack::N,مزه,smääkk
365,Geschmack::N,مزه,ня̄лльк
366,Geschmack::N,خوند,aelmie
367,Geschmack::N,خوند,muosse
368,Geschmack::N,خوند,smáhkka
369,Geschmack::N,خوند,máhku
370,Geschmack::N,خوند,smáhkka
371,Geschmack::N,خوند,mááhu
372,Geschmack::N,خوند,smakkâ
373,Geschmack::N,خوند,njõõd
374,Geschmack::N,خوند,smääkk
375,Geschmack::N,خوند,ня̄лльк
376,Geruch::N,بوی,haaje
377,Geruch::N,بوی,habjja
378,Geruch::N,بوی,hádja
379,Geruch::N,بوی,opsâ
380,Geruch::N,بوی,haajâ
381,Geruch::N,بوی,õpss
382,Geruch::N,بوی,haajj
383,Geruch::N,بوی,апс
384,Geruch::N,بوی,лэ̄гк
385,Schlaf::N,خوب,nahkerh
386,Schlaf::N,خوب,nager
387,Schlaf::N,خوب,oados
388,Schlaf::N,خوب,nagir
389,Schlaf::N,خوب,naṿer
390,Schlaf::N,خوب,nââ´er
391,Schlaf::N,خوب,нагерь
392,Traum::N,خوب,nahkere
393,Traum::N,خوب,niehko
394,Traum::N,خوب,niehku
395,Traum::N,خوب,naṿer
396,Traum::N,خوب,nââ´er
397,Traum::N,خوب,нагерь
398,Himmel::N,اسمان,elmie
399,Himmel::N,اسمان,almme
400,Himmel::N,اسمان,albmi
401,Himmel::N,اسمان,alme
402,Himmel::N,اسمان,â´lmm
403,Himmel::N,اسمان,алльм
404,Sonne::N,لمر,biejjie
405,Sonne::N,لمر,bæjvásj
406,Sonne::N,لمر,beaivváš
407,Sonne::N,لمر,peivi
408,Sonne::N,لمر,piäiváš
409,Sonne::N,لمر,pei´vv
410,Sonne::N,لمر,пе̄ййв
411,Mond::N,سپوږمۍ,aske
412,Mond::N,سپوږمۍ,mánno
413,Mond::N,سپوږمۍ,mánnu
414,Mond::N,سپوږمۍ,máánu
415,Mond::N,سپوږمۍ,mään
416,Mond::N,سپوږمۍ,ма̄нн
417,Stern::N,ستوری,daasta
418,Stern::N,ستوری,naestie
419,Stern::N,ستوری,násste
420,Stern::N,ستوری,násti
421,Stern::N,ستوری,täsni
422,Stern::N,ستوری,tä´snn
423,Stern::N,ستوری,та̄ссьт
424,Luft::N,هوا,elmie
425,Luft::N,هوا,ájmmo
426,Luft::N,هوا,áibmu
427,Luft::N,هوا,áimu
428,Luft::N,هوا,šõŋŋ
429,Luft::N,هوا,вӯйнас
430,Wind::N,ورښ,bïegke
431,Wind::N,ورښ,biegga
432,Wind::N,ورښ,biegga
433,Wind::N,ورښ,pieg'gâ
434,Wind::N,ورښ,piõg'g
435,Wind::N,ورښ,пӣӈӈк
436,Welle::N,موج,baaroe
437,Welle::N,موج,bárro
438,Welle::N,موج,bárru
439,Welle::N,موج,pááṛu
440,Welle::N,موج,päärr
441,Welle::N,موج,нэ̄ммп
442,Wasser::N,اوبه,tjaetsie
443,Wasser::N,اوبه,tjáhtje
444,Wasser::N,اوبه,čáhci
445,Wasser::N,اوبه,čääci
446,Wasser::N,اوبه,čää´cc
447,Wasser::N,اوبه,ча̄дзь
448,Stein::N,ډبره,gierkie
449,Stein::N,ډبره,giergge
450,Stein::N,ډبره,geađgi
451,Stein::N,ډبره,keđgi
452,Stein::N,ډبره,ǩeä´dǧǧ
453,Stein::N,ډبره,ке̄ддҌк
454,Boden::N,مځکه,betnie
455,Boden::N,مځکه,ednam
456,Boden::N,مځکه,bodni
457,Boden::N,مځکه,vuođđu
458,Boden::N,مځکه,ponne
459,Boden::N,مځکه,vuáđ̣u
460,Boden::N,مځکه,vuâđđ
461,Boden::N,مځکه,лаввьн
462,Boden::N,مځکه,е̄ммьне
463,Erde::N,خاوره,jåarta
464,Erde::N,خاوره,mueltie
465,Erde::N,خاوره,ednam
466,Erde::N,خاوره,mållde
467,Erde::N,خاوره,eana
468,Erde::N,خاوره,eennâm
469,Erde::N,خاوره,mädd
470,Erde::N,خاوره,jânnam
471,Erde::N,خاوره,е̄ммьне
472,Staub::N,ګرد,heblie
473,Staub::N,ګرد,tsumhtsie
474,Staub::N,ګرد,dubme
475,Staub::N,ګرد,dopmu
476,Staub::N,ګرد,kovjâ
477,Staub::N,ګرد,põõ´l
478,Staub::N,ګرد,кэ̄ббьй
479,Staub::N,خاوره,heblie
480,Staub::N,خاوره,tsumhtsie
481,Staub::N,خاوره,dubme
482,Staub::N,خاوره,dopmu
483,Staub::N,خاوره,kovjâ
484,Staub::N,خاوره,põõ´l
485,Staub::N,خاوره,кэ̄ббьй
486,Rauch::N,دود,soeve
487,Rauch::N,دود,suovva
488,Rauch::N,دود,suovva
489,Rauch::N,دود,suoṿâ
490,Rauch::N,دود,suõvv
491,Rauch::N,دود,сӯвв
492,Rauch::N,لوګی,soeve
493,Rauch::N,لوګی,suovva
494,Rauch::N,لوګی,suovva
495,Rauch::N,لوګی,suoṿâ
496,Rauch::N,لوګی,suõvv
497,Rauch::N,لوګی,сӯвв
498,Funke::N,سپرغۍ,naestie
499,Funke::N,سپرغۍ,tjuonam
500,Funke::N,سپرغۍ,čuotnan
501,Funke::N,سپرغۍ,čuođâlm
502,Funke::N,سپرغۍ,iiskâr
503,Funke::N,سپرغۍ,čuõzzâm
504,Funke::N,سپرغۍ,чӯссэм
505,Feuer::N,اور,dålle
506,Feuer::N,اور,dållå
507,Feuer::N,اور,dolla
508,Feuer::N,اور,tullâ
509,Feuer::N,اور,toll
510,Feuer::N,اور,то̄лл
511,Licht::N,رڼا,tjoevke
512,Licht::N,رڼا,tjuovgga
513,Licht::N,رڼا,čuovga
514,Licht::N,رڼا,čuovggas
515,Licht::N,رڼا,čuoṿâ
516,Licht::N,رڼا,toll
517,Licht::N,رڼا,čuõvv
518,Licht::N,رڼا,то̄лл
519,Schatten::N,سیوری,skugkie
520,Schatten::N,سیوری,soejvene
521,Schatten::N,سیوری,irkes
522,Schatten::N,سیوری,sieges
523,Schatten::N,سیوری,itku
524,Schatten::N,سیوری,suoivâ
525,Schatten::N,سیوری,õõtt
526,Schatten::N,سیوری,ǩeeu´niǩ
527,Schatten::N,سیوری,кывьнэхь
528,Wetter::N,هوا,vïerhtse
529,Wetter::N,هوا,dálkke
530,Wetter::N,هوا,dálki
531,Wetter::N,هوا,šoŋŋâ
532,Wetter::N,هوا,šõŋŋ
533,Wetter::N,هوا,шэ̄ӈӈ
534,Nebel::N,لړه,såavla
535,Nebel::N,لړه,mearhka
536,Nebel::N,لړه,murkko
537,Nebel::N,لړه,mierkká
538,Nebel::N,لړه,mierká
539,Nebel::N,لړه,miär'kká
540,Nebel::N,لړه,oṃo
541,Nebel::N,لړه,sue´lnn
542,Nebel::N,لړه,цӣгк
543,Nebel::N,لړه,сулльн
544,Wolke::N,ورېځ,balve
545,Wolke::N,ورېځ,balvva
546,Wolke::N,ورېځ,balva
547,Wolke::N,ورېځ,polvâ
548,Wolke::N,ورېځ,põlvv
549,Wolke::N,ورېځ,пэллв
550,Regen::N,وریا,ebrie
551,Regen::N,وریا,harvve
552,Regen::N,وریا,arvi
553,Regen::N,وریا,arve
554,Regen::N,وریا,â´brr
555,Regen::N,وریا,аббьр
556,Regen::N,باران,ebrie
557,Regen::N,باران,harvve
558,Regen::N,باران,arvi
559,Regen::N,باران,arve
560,Regen::N,باران,â´brr
561,Regen::N,باران,аббьр
562,Schnee::N,واوره,lopme
563,Schnee::N,واوره,moehtege
564,Schnee::N,واوره,muohta
565,Schnee::N,واوره,muohta
566,Schnee::N,واوره,muotâ
567,Schnee::N,واوره,muõtt
568,Schnee::N,واوره,вэ̄дз
569,Schnee::N,واوره,куэллт
570,Eis::N,یخ,jïenge
571,Eis::N,یخ,jiegŋa
572,Eis::N,یخ,jiekŋa
573,Eis::N,یخ,jieŋ̣â
574,Eis::N,یخ,jiõŋŋ
575,Eis::N,یخ,ӣӈӈ
576,Eis::N,کنګل,jïenge
577,Eis::N,کنګل,jiegŋa
578,Eis::N,کنګل,jiekŋa
579,Eis::N,کنګل,jieŋ̣â
580,Eis::N,کنګل,jiõŋŋ
581,Eis::N,کنګل,ӣӈӈ
582,Frost::N,یخ,baajkoe
583,Frost::N,یخ,tjoasskem
584,Frost::N,یخ,buolaš
585,Frost::N,یخ,puolâš
586,Frost::N,یخ,puõlâš
587,Frost::N,یخ,мӯнь
588,Kälte::N,ساړه,jueskie
589,Kälte::N,ساړه,tjåetskeme
590,Kälte::N,ساړه,tjoasskem
591,Kälte::N,ساړه,čoaskin
592,Kälte::N,ساړه,ko'lmâsvuotâ
593,Kälte::N,ساړه,ijss
594,Kälte::N,ساړه,čuä´cǩǩem
595,Kälte::N,ساړه,tuârggnjõs
596,Kälte::N,ساړه,кэ̄лмас
597,Hitze::N,تودوخي,baahke
598,Hitze::N,تودوخي,báhkka
599,Hitze::N,تودوخي,báhkka
600,Hitze::N,تودوخي,pakkâ
601,Hitze::N,تودوخي,kuṃe
602,Hitze::N,تودوخي,paašt
603,Hitze::N,تودوخي,жоарр
604,Raureif::N,سپینه پرخه,jyjse
605,Raureif::N,سپینه پرخه,ridne
606,Raureif::N,سپینه پرخه,goarre
607,Raureif::N,سپینه پرخه,ritni
608,Raureif::N,سپینه پرخه,suhči
609,Raureif::N,سپینه پرخه,riṇe
610,Raureif::N,سپینه پرخه,ай
611,Regenbogen::N,بوډۍ ټال,aatjan goengere
612,Regenbogen::N,بوډۍ ټال,aatjan joekse
613,Regenbogen::N,بوډۍ ټال,ádjájuoksa
614,Regenbogen::N,بوډۍ ټال,arvedávgi
615,Regenbogen::N,بوډۍ ټال,bajándávgi
616,Regenbogen::N,بوډۍ ټال,äijihtävgi
617,Regenbogen::N,بوډۍ ټال,teârmmazjohss
618,Regenbogen::N,بوډۍ ټال,тӣрмесью̄ккс
619,Regenbogen::N,سره زرغونه,aatjan goengere
620,Regenbogen::N,سره زرغونه,aatjan joekse
621,Regenbogen::N,سره زرغونه,ádjájuoksa
622,Regenbogen::N,سره زرغونه,arvedávgi
623,Regenbogen::N,سره زرغونه,bajándávgi
624,Regenbogen::N,سره زرغونه,äijihtävgi
625,Regenbogen::N,سره زرغونه,teârmmazjohss
626,Regenbogen::N,سره زرغونه,тӣрмесью̄ккс
627,Donner::N,تالنده,raejrie
628,Donner::N,تالنده,átjek
629,Donner::N,تالنده,átjárájdde
630,Donner::N,تالنده,áddjá
631,Donner::N,تالنده,baján
632,Donner::N,تالنده,juuṛâ
633,Donner::N,تالنده,tie´rmes
634,Donner::N,تالنده,тӣрмесь
635,Donner::N,تالنده,ча̄ркнэгк
636,Strömung::N,بهېدنه,njuvvie
637,Strömung::N,بهېدنه,ájggedáhpe
638,Strömung::N,بهېدنه,rávdnji
639,Strömung::N,بهېدنه,virde
640,Strömung::N,بهېدنه,ve´rdd
641,Strömung::N,بهېدنه,выррьт
642,Tropfen::N,قطره,gåajhkohts
643,Tropfen::N,قطره,gåjkudis
644,Tropfen::N,قطره,goaikkanas
645,Tropfen::N,قطره,čalme
646,Tropfen::N,قطره,čâ´lmm
647,Tropfen::N,قطره,ча̄лльм
648,Tropfen::N,څاڅکی,gåajhkohts
649,Tropfen::N,څاڅکی,gåjkudis
650,Tropfen::N,څاڅکی,goaikkanas
651,Tropfen::N,څاڅکی,čalme
652,Tropfen::N,څاڅکی,čâ´lmm
653,Tropfen::N,څاڅکی,ча̄лльм
654,Schaum::N,ځګ,sapte
655,Schaum::N,ځګ,såpptå
656,Schaum::N,ځګ,sokta
657,Schaum::N,ځګ,suptâ
658,Schaum::N,ځګ,soptt
659,Schaum::N,ځګ,со̄ппт
660,Schmutz::N,ناپاکي,haaskoe
661,Schmutz::N,ناپاکي,duolvva
662,Schmutz::N,ناپاکي,duolva
663,Schmutz::N,ناپاکي,durdi
664,Schmutz::N,ناپاکي,stänži
665,Schmutz::N,ناپاکي,sähss
666,Schmutz::N,ناپاکي,са̄ккьс
667,Schmutz::N,ناپاکي,не̄шшь
668,See::N,جهیل,jaevrie
669,See::N,جهیل,jávrre
670,See::N,جهیل,jávri
671,See::N,جهیل,jävri
672,See::N,جهیل,jâu´rr
673,See::N,جهیل,я̄ввьр
674,Sumpf::N,جبه,pluevie
675,Sumpf::N,جبه,áhpe
676,Sumpf::N,جبه,sæmssa
677,Sumpf::N,جبه,jeaggi
678,Sumpf::N,جبه,jeggi
679,Sumpf::N,جبه,jeä´ǧ'ǧ
680,Sumpf::N,جبه,ла̄ммьп
681,Moor::N,جبه,pluevie
682,Moor::N,جبه,jiegge
683,Moor::N,جبه,suotnju
684,Moor::N,جبه,karrii
685,Moor::N,جبه,kä´rev
686,Moor::N,جبه,veättaǩ
687,Moor::N,جبه,ла̄ммьп
688,Wiese::N,چمن,ïentje
689,Wiese::N,چمن,giedde
690,Wiese::N,چمن,gieddi
691,Wiese::N,چمن,nijtto
692,Wiese::N,چمن,пуэшенҍ
693,Wiese::N,شنېلی,ïentje
694,Wiese::N,شنېلی,giedde
695,Wiese::N,شنېلی,gieddi
696,Wiese::N,شنېلی,nijtto
697,Wiese::N,شنېلی,пуэшенҍ
698,Wald::N,ځنګل,skåake
699,Wald::N,ځنګل,skåajje
700,Wald::N,ځنګل,miehtsie
701,Wald::N,ځنګل,vuovdde
702,Wald::N,ځنګل,miehttse
703,Wald::N,ځنګل,vuovdi
704,Wald::N,ځنګل,meahcci
705,Wald::N,ځنګل,mecci
706,Wald::N,ځنګل,vyemi
