,Concept_ID,os,cv
119,Fluss::N,дон,юхан шыв
120,Fluss::N,цӕугӕдон,юхан шыв
121,Ufer::N,был,ҫыран
122,Küste::N,донбыл,тинӗс ҫыранӗ
123,Festland::N,сурзæхх,тип ҫӗр
124,Meer::N,денджыз,тинӗс
125,Bucht::N,донбакæлæн,тинӗс кукӑрӗ
126,Insel::N,сакъадах,утрав
127,Blume::N,дидинӕг,чечек
128,Gras::N,кӕрдӕг,курӑк
129,Wurzel::N,уидаг,тымар
130,Baum::N,бӕлас,йывӑҫ
131,Stamm::N,хӕтӕл,вулӑ
132,Rinde::N,цъар,хуйӑр
133,Ast::N,арх,турат
134,Zweig::N,къалиу,турат
135,Blatt::N,сыф,ҫулҫӑ
136,Birke::N,бæрз,хурӑн
137,Kiefer[Baum]::N,нӕзы,хыр
138,Weide[Baum]::N,хӕрис,хӑва
139,Tanne::N,наз,чӑрӑш
140,Horn::N,сыкъа,мӑйрака
141,Feder::N,сис,тӗк
142,Fell::N,царм,ҫӑм
143,Flügel::N,базыр,ҫунат
144,Klaue::N,ных,чӗрне
145,Kralle::N,дзӕмбы,ура
146,Schwanz::N,къӕдзил,хӳре
147,Ei::N,айк,ҫӑмарта
148,Nest::N,ахстон,йӑва
149,Bau::N,хуынкъ,йӗнӗ
150,Tier::N,сырд,выльӑх
151,Tier::N,цӕрӕгой,выльӑх
152,Herde::N,дзуг,кӗтӳ
153,Herde::N,рӕгъау,кӗтӳ
154,Kuh::N,хъуг,ӗне
155,Bulle::N,гал,вӑкӑр
156,Pferd::N,бӕх,лаша
157,Schaf::N,фыс,сурӑх
158,Schwein::N,хуы,сысна
159,Hund::N,куыдз,йытӑ
160,Katze::N,гӕды,кушак
161,Bär::N,арс,упа
162,Eichhörnchen::N,æхсæрæг,пакша
163,Elch::N,цæгатаг саг,пӑши
164,Fuchs::N,рувас,тилӗ
165,Hase::N,тæрхъус,куян
166,Hase::N,тæрхъус,мулкач
167,Maus::N,мыст,шӑши
168,Wolf::N,бирӕгъ,кашкӑр
169,Vogel::N,цъиу,кайӑк
170,Vogel::N,цъиу,вӗҫен кайӑк
171,Vogel::N,маргъ,кайӑк
172,Vogel::N,маргъ,вӗҫен кайӑк
173,Schwarm::N,бал,ушкӑн
174,Huhn::N,карк,чӑх
175,Huhn::N,карк,чӑхӑ
176,Hahn::N,уасӕг,автан
177,Gans::N,хъаз,хур
178,Adler::N,цӕргӕс,ӑмӑрт кайӑк
179,Ente::N,ацц,кӑвакал
180,Eule::N, уыг,тӑмана
181,Eule::N,сидахъ,тӑмана
182,Kranich::N,зырнæг,тӑрна
183,Kranich::N,хърихъупп,тӑрна
184,Krähe::N,халон,ула курак
185,Kuckuck::N,гаккук,куккук
186,Schwan::N,доныхъаз,акӑш
187,Fisch::N,кӕсаг,пулӑ
188,Barsch::N,окунь,уланкӑ
189,Hecht::N,хихор кӕсаг,ҫӑрттан
190,Schlange[Tier]::N,калм,ҫӗлен
191,Wurm::N,зулкъ,ӑман
192,Wurm::N,къуыдыргалм,ӑман
193,Spinne::N,хӕлуарӕг,эрешмен
194,Ameise::N,мæлдзыг,кӑткӑ
195,Laus::N,сыст,пыйтӑ
196,Mücke::N,къогъо,вӑрӑм туна
197,Fliege::N,бындз,шӑна
198,Schmetterling::N,гæлæбу,лӗпӗш
199,Beere::N,гагадыргъ,ҫырла
200,Apfel::N,фӕткъуы,улма
201,Apfel::N,фӕткъуы,пан улми
202,Pilz::N,зокъо,кӑмпа
203,Pilz::N,къозо,кӑмпа
204,Zwiebel::N,хъӕдындз,сухан
205,Saat::N,тауинаг,вӑрӑ
206,Saat::N,мыггаг,вӑрӑ
207,Korn::N,мыггаг,тӗшӗ
208,Korn::N,мыггаг,пӗрчӗ
209,Korn::N,тауинаг,тӗшӗ
210,Korn::N,тауинаг,пӗрчӗ
211,Heu::N,хос,утӑ
212,Schale::N,цъар,хупӑ
213,Grube::N,урм,шӑтӑк
214,Grube::N,къахт,шӑтӑк
215,Grube::N,дзыхъхъ,шӑтӑк
216,Falle::N,цъысым,тапӑ
217,Falle::N,цъысым,капкӑн
218,Falle::N,къӕппӕг,тапӑ
219,Falle::N,къӕппӕг,капкӑн
220,Schlinge::N,цасм,йӑлӑ
221,Spur::N,фæд,йӗр
222,Asche::N,фӕнык,кӗл
223,Asche::N,ӕртхутӕг,кӗл
224,Dreck::N,цъыф,пылчӑк
225,Eisen::N,ӕфсӕйнаг,тимӗр
226,Gold::N,сыгъзӕрин,ылтӑн
227,Silber::N,ӕвзист,кӗмӗл
228,Kohle::N,ӕвзалы,кӑмрӑк
229,Glas::N,авг,кӗленче
230,Lehm::N,ӕлыг,тӑм
231,Sand::N,змис,хӑйӑр
232,Mensch::N,лӕг,ҫын
233,Mensch::N,лӕг,этем
234,Mensch::N,адӕймаг,ҫын
235,Mensch::N,адӕймаг,этем
236,Mensch::N,удгоймаг,ҫын
237,Mensch::N,удгоймаг,этем
238,Mann::N,лӕг,ар
239,Mann::N,нӕлгоймаг,ар
240,Frau::N,сылгоймаг,хӗрарӑм
241,Kind::N,сывӕллон,ача
242,Junge::N,лӕппу,ача
243,Junge::N,лӕппу,ар ҫын ача
244,Mädchen::N,чызг,хӗр ача
245,Familie::N,бинонтæ,ҫемье
246,Familie::N,бинонтæ,кил-йыш
247,Großvater::N,фыдыфыд,кукаҫи
248,Großvater::N,мадыфыд,кукаҫи
249,Großmutter::N,фыды мад,кукамай
250,Großmutter::N,мады мад,кукамай
251,Eltern::N,ныййарджытæ,аҫа-ама
252,Vater::N,фыд,атте
253,Mutter::N,мад,анне
254,Sohn::N,фырт,ывӑл
255,Tochter::N,чызг,хӗр
256,Bruder::N,ӕфсымӕр,ар тӑван
257,Schwester::N,хо,аппа
258,Schwester::N,хо,йӑмӑк
259,Onkel::N,фыдыфсымӕр,мучи
260,Onkel::N,фыдыфсымӕр,пичче
261,Tante::N,мадыхо,аппа
262,Ehemann::N,мой,упӑшка
263,Ehefrau::N,ус,арӑм
264,Freude::N,цин,савӑнӑҫ
265,Freude::N,цин,хаваслӑх
266,Freude::N,циндзинад,савӑнӑҫ
267,Freude::N,циндзинад,хаваслӑх
268,Gelächter::N,худын,кулӑ
269,Gelächter::N,худт,кулӑ
270,Gelächter::N,худæг,кулӑ
271,Glück::N,амонд,телей
272,Glück::N,амонд,ӑраскал
273,Kummer::N,хъыг,хурлӑх
274,Wunsch::N,бӕллиц,ӗмӗт
275,Wunsch::N,бӕллиц,кӑмӑл
276,Lust::N,монц,кӑмӑл
277,Geist::N,уд,чун-чӗм
278,Geist::N,уд,ыр-усал
279,Geist::N,уд,чун хавалӗ
280,Gedanke::N,хъуыды,шухӑш
281,Gedächtnis::N,мысæн,ас
282,Gedächtnis::N,мысын,ас
283,Gedächtnis::N,зæрдылдарын,ас
284,Verstand::N,зонд,ӑс
285,Verstand::N,зонд,ӑс-тӑн
286,Verstand::N,зонд,ӑс-хакӑл
287,Sinn::N,нысаниуæг,тупсӑм
288,Sinn::N,нысаниуæг,пӗлтерӗш
289,Grund::N,ӕфсон,сӑлтав
290,Wahrheit::N,æцæг,чӑнлӑх
291,Gespräch::N,ныхас,калаҫу
292,Märchen::N,аргъау,юмах
293,Erzählung::N,радзырд,акалав
294,Erzählung::N,радзырд,каласа пани
295,Nachricht::N,уац,хыпар
296,Neuigkeit::N,хабар,ҫӗнӗ хыпар
297,Name::N,ном,ят
298,Rätsel::N,уыци-уыци,сутмалли юмах
299,Rätsel::N,базон-базон,сутмалли юмах
300,Rede::N,раныхас,сӑмах
301,Sprache::N,ӕвзаг,чӗлхе
302,Stimme::N,хъӕлӕс,сасӑ
303,Wort::N,дзырд,сӑмах
304,Zeichen::N,нысан,паллӑ
305,Ruf::N,сидт,йыхрав
306,Ruf::N,сидт,чӗнӳ
307,Lärm::N,уынæр,шав
308,Laut::N,зӕл,сасӑ
309,Laut::N,мыр,сасӑ
310,Ton::N,мыр,сасӑ
311,Lied::N,зарӕг,юрӑ
312,Ruhe::N,æнцой,канӑҫлӑх
313,Ruhe::N,æнцой,лӑпкӑлӑх
314,Leute::N,адӕм,ҫамрӑксем
315,Leute::N,адӕм,ҫамрӑк ҫынсем
316,Volk::N,адӕм,халӑх
317,Arbeit::N,фӕллой,ӗҫхӗл
318,Arbeit::N,фӕллой,ӗҫлев
319,Gast::N,уазӕг,хӑна
320,Geschenk::N,хуын,парне
321,Geschenk::N,хуын,кучченеҫ
322,Spiel::N,хъазт,вӑйӑ
323,Gesellschaft::N,дзыллæ,общество
324,Gesellschaft::N,æхсæнад,общество
325,Hilfe::N,æххуыс,пулӑшу
326,Hilfe::N,ахъаз,пулӑшу
327,Freund::N,лымӕн,тус
328,Kamerad::N,ӕмбал,юлташ
329,Kamerad::N,ӕмбал,тус
330,Angelegenheit::N,хъуыддаг,ӗҫ
331,Anzahl::N,бӕрц,йыш
332,Anzahl::N,бӕрц,хисеп
333,Art::N,хуыз,тӗс
334,Art::N,хуызад,тӗс
335,Stück::N,кæрдих,татӑк
336,Stück::N,комдзаг,татӑк
337,Teil::N,хай,пай
338,Hälfte::N,æрдæг,ҫурӑ
339,Hälfte::N,æмбис,ҫурӑ
340,Kreis::N,зиллакк,ункӑ
341,Kreis::N,зиллакк,ҫавракӑш
342,Kreuz::N,дзуар,хӗрес
343,Linie::N,хахх,йӗр
344,Strich::N,хахх,йӗр
345,Abstand::N,æхсæнуат,хушӑ
346,Entfernung::N,дæрддзæг,хушӑ
347,Entfernung::N,дардцæг,хушӑ
348,Gegend::N,ран,вырӑн
349,Platz::N,бууат,хутлӑх
350,Ort::N,ран,вырӑн
351,Ort::N,бынат,вырӑн
352,Seite::N,фахс,ен
353,Seite::N,фахс,аяк
354,Seite::N,фахс,айӑк
355,Mitte::N,астӕу,варӑ
356,Gegenstand::N,дзаума,япала
357,Sache::N,дзаума,япала
358,Rand::N,кӕрон,вӗҫ
359,Rand::N,кӕрон,хӗрӗ
360,Rand::N,кӕрон,хӗрри
361,Kante::N,фӕрск,хайкача
362,Kante::N,фӕрск,хысак
363,Ecke::N,тигъ,кӗтес
364,Ecke::N,фисын,кӗтес
365,Spitze::N,бырынкъ,вӗҫ
366,Ende::N,кӕрон,вӗҫ
367,Loch::N,хуынкъ,шӑтӑк
368,Winkel::N,къуым,кӗтес
369,Muster::N,нывæфтыд,эреш
370,Muster::N,кæдзист,эреш
371,Größe::N,ас,пысӑкӑш
372,Länge::N,дӕргъ,вӑрӑмӑш
373,Höhe::N,бæрзонд,ҫӳллӗш
374,Höhe::N,бæрзæнд,ҫӳллӗш
375,Höhe::N,бæрзонддзинад,ҫӳллӗш
376,Gewicht::N,уӕз,виҫе
377,Gewicht::N,уӕз,йывӑрӑш
378,Menge::N,бӕрц,йыш
379,Haufen::N,кӕри,купа
380,Reihe::N,рӕнхъ,рет
381,Boot::N,чема,кимӗ
382,Ruder::N,къохар,кӗсмен
383,Schlitten::N,дзоныгъ,ҫуна
384,Ski::N,къахдзоныгътæ,йӗлтӗр
385,Ski::N,лыжæтæ,йӗлтӗр
386,Lagerfeuer::N,арт,вут
387,Lagerfeuer::N,арт,кӑвайт
388,Last::N,уаргъ,сулмаклӑх
389,Last::N,уаргъ,йывӑр япала
390,Gang::N,цыд,куҫӑм
391,Schritt::N,санчъех,утӑм
392,Schritt::N,санчъех,пусӑм
393,Schritt::N,къахдзӕф,утӑм
394,Schritt::N,къахдзӕф,пусӑм
395,Norden::N,цæгат,ҫурҫӗр
396,Süden::N,хуссар,кӑнтӑр
397,Westen::N,ныгуылæн,анӑҫ
398,Westen::N,ныгуылæн,хӗвел анӑҫ
399,Osten::N,скæсæн,хӗвел тухӑҫ
400,Holz::N,хъӕдӕрмӕг,йывӑҫ
401,Brett::N,фæйнæг,хӑма
402,Platte::N,къӕй,плита
403,Stütze::N,быцæу,ура
404,Stange::N,хъил,шерте
405,Stock::N,лӕдзӕг,патак
406,Stab::N,хъил,шӑчӑ
407,Rohr::N,хӕтӕл,пӑрӑх
408,Haus::N,хӕдзар,ҫурт
409,Heim::N,къона,кил
410,Ofen::N,пец,кӑмака
411,Fußboden::N,астӕрд,урай
412,Tisch::N,стъол,сӗтел
413,Stuhl::N,бандон,пукан
414,Wiege::N,авдæн,сӑпка
415,Bett::N,сынтӕг,кравать
416,Regal::N,тӕрхӕг,ҫӳлӗк
417,Regal::N,тӕрхӕг,сентре
418,Regal::N,уӕлвӕйнӕг,ҫӳлӗк
419,Regal::N,уӕлвӕйнӕг,сентре
420,Kiste::N,асыкк,ещӗк
421,Kiste::N,асыкк,сунтӑх
422,Fenster::N,рудзынг,чӳрече
423,Fenster::N,фæрссаг,чӳрече
424,Tür::N,дуар,алӑк
425,Tor::N,кулдуар,хапха
426,Zaun::N,æмбонд,хӳме
427,Zaun::N,быру,хӳме
428,Zaun::N,гæрæн,хӳме
429,Dach::N,уӕлхӕдзар,тӑрӑ
430,Leiter::N,асин,пусма
431,Besen::N,уисой,шӑпӑр
432,Spaten::N,бел,кӗреҫе
433,Schaufel::N,æвгæнæн,кӗреҫе
434,Schaufel::N,кæфой,кӗреҫе
435,Gabel::N,вилкæ,вилка
436,Löffel::N,уидыг,кашӑк
437,Messer::N,кард,ҫӗҫӗ
438,Nagel::N,зӕгӕл,пӑта
439,Netz::N,хыз,тетел
440,Haken::N,хæдз,йӑрхах
441,Haken::N,хæдз,ҫекӗл
442,Haken::N,хæбырæгъ,йӑрхах
443,Haken::N,хæбырæгъ,ҫекӗл
444,Griff::N,фистон,хӑлӑп
445,Schloss::N,гуыдыр,ҫӑра
446,Bild::N,ныв,сӑн
447,Bild::N,ныв,сӑнлӑх
448,Bild::N,ныв,картина
449,Figur::N,кæрдгæныв,кӗлетке
450,Puppe::N,чындз,пукане
451,Beutel::N,дзӕкъул,михӗ
452,Bündel::N,баст,ҫыхӑ
453,Bündel::N,баст,тӗрке
454,Tasche::N,хызын,сумка
455,Tasche::N,дзæкъул,сумка
456,Eimer::N,къæрта,витре
457,Eimer::N,чъыбыла,витре
458,Eimer::N,ведра,витре
459,Deckel::N,сæр,хупӑ
460,Deckel::N,æмбæрзæн,хупӑ
461,Geschirr::N,мигæнæн,савӑт-сапа
462,Geschirr::N,мигæнæнтæ,савӑт-сапа
463,Sack::N,голлаг,михӗ
464,Tasse::N,пиала,курка
465,Tasse::N,къус,курка
466,Topf::N,аг,кастрюль
467,Topf::N,чысыл аг,кастрюль
468,Kessel::N,аг,хуран
469,Essen::N,хӕрд,апат
470,Nahrung::N,хойраг,апат-ҫимӗс
471,Speise::N,хӕринаг,апат
472,Speise::N,хӕринаг,ҫимӗҫ
473,Fleisch::N,дзидза,аш
474,Fleisch::N,дзидза,какай
475,Fleisch::N,фыдызгъӕл,аш
476,Fleisch::N,фыдызгъӕл,какай
477,Getreide::N,халсар,тырӑ
478,Brei::N,кас,пӑтӑ
479,Brot::N,дзул,ҫӑкӑр
480,Scheibe::N,къӕбӕр,чӗлӗ
481,Scheibe::N,къӕбӕр,касӑк
482,Fett::N,сой,ҫу
483,Butter::N,нӕлхӕ,ҫу
484,Öl::N,зети,ҫу
485,Salz::N,цӕхх,тӑвар
486,Suppe::N,бас,яшка
487,Honig::N,мыд,пыл
488,Milch::N,ӕхсыр,сӗт
489,Tee::N,цай,чей
490,Leder::N,мæскуы,сӑран
491,Wolle::N,фӕсмын,ҫӑм
492,Stoff::N,хъуымац,тӗртӗм
493,Nadel::N,судзин,йӗп
494,Faden::N,ӕндах,ҫип
495,Knopf::N,цӕппӕр,тӳме
496,Knoten::N,ӕлхынцъ,йӑлӑ
497,Farbe::N,ахорæн,сӑрӑ
498,Kleidung::N,дарӕс,тум
499,Kleidung::N,дарӕс,ҫипуҫ
500,Kleidung::N,дарӕс,тум-тир
501,Hemd::N,хӕдон,кӗпе
502,Kragen::N,æфцæггот,ҫуха
503,Ärmel::N,дыс,ҫанӑ
504,Hose::N,хæлаф,шӑлавар
505,Hose::N,æддаг хæлаф,шӑлавар
506,Hose::N,салбар,шӑлавар
507,Gürtel::N,рон,пиҫиххи
508,Mütze::N,худ,ҫӗлӗк
509,Schuh::N,басмахъ,пушмак
510,Schuh::N,басмахъ,ботинок
511,Stiefel::N,цырыхъхъ,атӑ
512,Ring::N,къухдарӕн,ҫӗрӗ
513,Band::N,лент,хаю
514,Band::N,лент,йӗсме
515,Kamm::N,сӕрвасӕн,тура
516,Spiegel::N,айдæн,тӗкӗр
517,Spiegel::N,айдæн,куҫ кӗски
518,Spiegel::N,кæсæн,тӗкӗр
519,Spiegel::N,кæсæн,куҫ кӗски
520,Riemen::N,гӕрз,чӗн
521,Schnur::N,бӕндӕн,кантра
522,Decke::N,хъӕццул,утиял
523,Kissen::N,баз,ҫытар
524,Kissen::N,баз,минтер
525,Tuch::N,кæлмæрзæн,тутӑр
526,Tuch::N,кæрдæн,тутӑр
527,Handtuch::N,хисæрфæн,ал шӑлли
528,Kraft::N,тых,вӑй
529,Kraft::N,тых,хӑват
530,Kraft::N,хъомыс,вӑй
531,Kraft::N,хъомыс,хӑват
532,Stärke::N,тых,хал
533,Stärke::N,тых,хӑват
534,Stärke::N,æхсар,хал
535,Stärke::N,æхсар,хӑват
536,Gesundheit::N,æнæниздзинад,хал
537,Gesundheit::N,æнæниздзинад,сывлӑх
538,Krankheit::N,низ,чир
539,Krankheit::N,рын,чир
540,Schmerz::N,рис,ырату
541,Wunde::N,цӕф,суран
542,Fieber::N,ризӕг,сив чир
543,Fieber::N,тӕфсӕг,сив чир
544,Arznei::N,хос,эмел
545,Brücke::N,хид,кӗпер
546,Brunnen::N,цъай,ҫӑл
547,Brunnen::N,цъай,пусӑ
548,Weide::N,хизæн,ҫаран
549,Weide::N,хизæнуат,ҫаран
550,Weide::N,сæрвæт,ҫаран
551,Pfad::N,къахвæндаг,йӗр
552,Pfad::N,къахвæндаг,сукмак
553,Pfad::N,къахвæд,йӗр
554,Pfad::N,къахвæд,сукмак
555,Weg::N,фӕндаг,ҫул
556,Weg::N,фӕндаг,ҫул-йӗр
557,Straße::N,фӕндаг,ҫӳрев
558,Straße::N,фӕндаг,ҫул ҫӳрени
559,Dorf::N,хъӕу,ял
560,Stadt::N,сахар,хула
561,Brief::N,фыстӕг,ҫыру
562,Buch::N,чиныг,кӗнеке
563,Buchstabe::N,дамгъӕ,сас палли
564,Zeitung::N,газет,хаҫат
565,Leben::N,цард,пурнӑҫ
566,Leben::N,цӕрӕнбон,пурнӑҫ
567,Tod::N,мæлæт,вилӗм
568,Tod::N,адзал,вилӗм
569,Grab::N,ингӕн,масар шӑтӑкӗ
570,Kirche::N,аргъуан,чиркӳ
571,Sünde::N,тæригъæд,ҫылӑх
572,Gott::N,хуыцау,турӑ
573,Arbeiter::N,кусæг,рабочи
574,Chef::N,ӕмцег,пуҫлӑх
575,Meister::N,мастер,ӑста
576,Meister::N,мастер,мастер
577,Meister::N,дæсны,ӑста
578,Meister::N,дæсны,мастер
579,Arzt::N,хосгæнæг,врач
580,Arzt::N,хосгæнæг,тухтӑр
581,Arzt::N,дохтыр,врач
582,Arzt::N,дохтыр,тухтӑр
583,Lehrer::N,ахуыргæнæг,учитель
584,Lehrer::N,ахуыргæнæг,вӗрентекен
585,Geld::N,ӕхца,укҫа
586,Geschäft::N,бизнес,бизнес
587,Geschäft::N,хъуыддаг,бизнес
588,Laden::N,дукани,магазин
589,Preis::N,аргъ,хак
590,Ware::N,базайраг,тавар
591,Nutzen::N,пайда,пайта
592,Reichtum::N,хъæздыгдзинад,мул
593,Reichtum::N,исбон,мул
594,Reichtum::N,мулк,мул
595,Welt::N,дуне,тӗнче
596,Land::N,бӕстӕ,ҫӗр-шыв
597,Staat::N,паддзахад,патшàлӑх
598,König::N,къарол,король
599,Macht::N,хицаудзинад,власть
600,Grenze::N,арӕн,чикӗ
601,Krieg::N,хӕст,вӑрҫӑ
602,Feind::N,знаг,тӑшман
603,Feind::N,фыдгул,тӑшман
604,Feind::N,фыдзæрдæ,тӑшман
605,Feind::N,сон,тӑшман
606,Gewalt::N,тыхми,ирӗксӗрлӳ
607,Gewalt::N,тыхдзинад,ирӗксӗрлӳ
608,Kampf::N,хæст,кӗрешӳ
609,Kampf::N,хъæбысæйхæст,кӗрешӳ
610,Kampf::N,тох,кӗрешӳ
611,Bogen[Waffe]::N,ӕрдын,ухӑ
612,Pfeil::N,фат,ҫӗмрен
613,Pfeil::N,фат,ухӑ йӗппи
614,Gewehr::N,топп,пӑшал
615,Fehler::N,рӕдыд,йӑнӑш
616,Lüge::N,мӕнг,суя
617,Lüge::N,мӕнг,ултав
618,Lüge::N,гӕдыдзинад,суя
619,Lüge::N,гӕдыдзинад,ултав
620,Schaden::N,зиан,сиен
621,Unglück::N,бæллæх,шар
622,Unglück::N,бæллæх,инкек
623,Schuld::N,азым,айӑп
624,Alter::N,кар,ҫул шучӗ
625,Schluss::N,кæрон,пӗтни
626,Schluss::N,кæрон,пӗтмӗш
627,Zeit::N,рӕстӕг,вӑхӑт
628,Tag::N,бон,кун
629,Morgen::N,райсом,ир
630,Mittag::N,æмбисбон,кӑнтӑрла
631,Abend::N,изӕр,каҫ
632,Nacht::N,ӕхсӕв,каҫ
633,Woche::N,къуыри,эрне
634,Monat::N,мӕй,уйӑх
635,Jahr::N,аз,ҫулталӑк
636,Jahr::N,афӕдз,ҫулталӑк
637,Frühling::N,уалдзæг,ҫур
638,Frühling::N,уалдзæг,ҫуркунне
639,Sommer::N,сӕрд,ҫу
640,Sommer::N,сӕрд,ҫулла
641,Herbst::N,фæззæг,кӗр
642,Herbst::N,фæззæг,кӗркунне
643,Winter::N,зымӕг,хӗл
644,Winter::N,зымӕг,хӗлле
645,Januar::N,январь,январь
646,Februar::N,февраль,февраль
647,Februar::N,февраль,кӗҫӗн кӑрлач
648,März::N,мартъи,март
649,März::N,мартъи,пуш уйӑхӗ
650,April::N,апрель,апрель
651,Mai::N,май,май
652,Juni::N,июнь,июнь
653,Juli::N,июль,июль
654,August::N,август,август
655,September::N,сентябрь,сентябрь
656,September::N,сентябрь,авӑн уйӑхӗ
657,Oktober::N,октябрь,октябрь
658,November::N,ноябрь,ноябрь
659,Dezember::N,декабрь,раштав
660,Dezember::N,декабрь,декабрь
661,Montag::N,къуырисæр,тунти кун
662,Dienstag::N,дыццæг,ытлари кун
663,Mittwoch::N,æртыццæг,юн кун
664,Donnerstag::N,цыппæрæм,кӗҫнерни кун
665,Freitag::N,майрæмбон,эрне кун
666,Samstag::N,сабат,шӑмат кун
667,Sonntag::N,хуыцаубон,вырсарни кун
668,groß::A,дынджыр,пысӑк
669,klein::A,гыццыл,пӗчӗк
670,lang::A,даргъ,вӑрӑм
671,kurz::A,цыбыр,кӗске
672,breit::A,фӕтӕн,сарлака
673,schmal::A,нарӕг,ансӑр
