,Concept_ID,ta,hu
54,Atem::N,மூச்சு,lélegzet
55,Hunger::N,பசி,éhség
56,Träne::N,கண்ணீர்,könny
57,Geschmack::N,நறுமணம்,íz
58,Geruch::N,துர்நாற்றம்,szag
59,Schlaf::N,தூக்கம்,álom
60,Schlaf::N,தூக்கம்,alvás
61,Traum::N,கனவு,álom
62,Himmel::N,வானம்,ég
63,Himmel::N,வானம்,menny
64,Sonne::N,சூரியன்,nap
65,Mond::N,சந்திரன்,hold
66,Stern::N,நட்சத்திரம்,csillag
67,Luft::N,காறறு,levegő
68,Wind::N,காற்று,szél
69,Welle::N,அலை,hullám
70,Wasser::N,நீர்,víz
71,Stein::N,கல்,kő
72,Boden::N,தரை,föld
73,Boden::N,தரை,talaj
74,Erde::N,மண்,föld
75,Staub::N,தூசி,por
76,Rauch::N,புகை,füst
77,Funke::N,தீப்பொறி,szikra
78,Feuer::N,தீ,tűz
79,Licht::N,வெளிச்சம்,fény
80,Schatten::N,நிழல்,árnyék
81,Wetter::N,வானிலை,idő
82,Wetter::N,வானிலை,időjárás
83,Nebel::N,பனிமூட்டம்,köd
84,Wolke::N,மேகம்,felhő
85,Regen::N,மழை,eső
86,Schnee::N,உறைபனி,hó
87,Eis::N,பனிக்கட்டி,jég
88,Frost::N,உறைபனி,fagy
89,Kälte::N,குளிர்ந்த,hideg
90,Hitze::N,சூடு,hő
91,Hitze::N,சூடு,hőség
92,Raureif::N,உறைபனி வெண்திரை,zúzmara
93,Regenbogen::N,வானவில்,szivárvány
94,Donner::N,இடி,dörgés
95,Donner::N,இடி,mennydörgés
96,Strömung::N,நீரோட்டம்,áramlat
97,Tropfen::N,துளி,csepp
98,Schaum::N,நுரை,hab
99,Schaum::N,நுரை,tajték
100,Schmutz::N,அழுக்கு,piszok
101,See::N,ஏரி,tó
102,Sumpf::N,சதுப்பு நிலம்,mocsár
103,Moor::N,முட்புதற்காடு,láp
104,Wiese::N,பசும் புல்தரை,rét
105,Wiese::N,பசும் புல்தரை,mező
106,Wald::N,காடு,erdő
107,Hügel::N,குன்று,domb
108,Anhöhe::N,பதுக்கை,magaslat
109,Berg::N,மலை,hegy
110,Gipfel::N,உச்சி மாநாடு,csúcs
111,Höhle::N,குகை,barlang
112,Abhang::N,சரிவு,lejtő
113,Quelle::N,மூலம்,forrás
114,Bach::N,ஓடை,patak
115,Fluss::N,ஆறு,folyó
116,Ufer::N,நீர்க்கரை,part
117,Küste::N,கடற்கரை,tengerpart
118,Festland::N,நிலம்,szárazföld
119,Meer::N,கடல்,tenger
120,Bucht::N,சிறுகுடா,öböl
121,Insel::N,தீவு,sziget
122,Blume::N,பூ,virág
123,Gras::N,புல்தரை,fű
124,Wurzel::N,வேர்,gyökér
125,Baum::N,மரம்,fa
126,Stamm::N,அடிமரம்,tő
127,Stamm::N,அடிமரம்,törzs
128,Rinde::N,பட்டை,kéreg
129,Rinde::N,மரப்பட்டை,kéreg
130,Ast::N,கினை,ág
131,Zweig::N,குச்சி,gally
132,Blatt::N,இலை,levél
133,Birke::N,பிர்ச் மரம்,nyír
134,Kiefer[Baum]::N,தேவதாரு மரம்,fenyő
135,Weide[Baum]::N,மர வகைகளுள் ஒன்று,fűz
136,Tanne::N,சாதிக்கய்,fenyő
137,Horn::N,கொம்பு,szarv
138,Feder::N,இறகு,toll
139,Fell::N,மென்முடி,szőr
140,Fell::N,மென்முடி,bunda
141,Flügel::N,இறக்கை,szárny
142,Klaue::N,நகம்,köröm
143,Kralle::N,நகம்,karom
144,Schwanz::N,வால்,farok
145,Ei::N,முட்டை,tojás
146,Nest::N,கூடு,fészek
147,Bau::N,குகை,odú
148,Tier::N,விலங்கு,állat
149,Herde::N,கூட்டம்,nyáj
150,Herde::N,கூட்டம்,csorda
151,Kuh::N,பசு,tehén
152,Bulle::N,காளை,bika
153,Pferd::N,குதிரை,ló
154,Schaf::N,செம்மறிஆடு,juh
155,Schaf::N,செம்மறிஆடு,birka
156,Schwein::N,பன்றி,sertés
157,Hund::N,நாய்,eb
158,Hund::N,நாய்,kutya
159,Katze::N,பூனை,macska
160,Bär::N,கரடி,medve
161,Eichhörnchen::N,அணில்,mókus
162,Elch::N,கடம்பை,jávorszarvas
163,Fuchs::N,நரி,róka
164,Hase::N,முயல்,nyúl
165,Maus::N,எலி,egér
166,Wolf::N,ஓநாய்,farkas
167,Vogel::N,பறவை,madár
168,Schwarm::N,தொகுதி,raj
169,Huhn::N,கோழிக்குஞசு,tyúk
170,Hahn::N,சேவல்,kakas
171,Gans::N,பெண் வாத்து,lúd
172,Gans::N,பெண் வாத்து,liba
173,Adler::N,பருநது,sas
174,Ente::N,வாத்து,kacsa
175,Eule::N,ஆந்தை,bagoly
176,Kranich::N,நாரை,daru
177,Krähe::N,காகம்,varjú
178,Kuckuck::N,குயில்,kakukk
179,Schwan::N,அன்னம்,hattyú
180,Fisch::N,மீன்,hal
181,Barsch::N,பேர்ச்,sügér
182,Hecht::N,கோலாச்சி மீன்,csuka
183,Schlange[Tier]::N,பாம்பு,kígyó
184,Wurm::N,புழு,kukac
185,Spinne::N,சிலந்தி,pók
186,Ameise::N,எறும்பு,hangya
187,Laus::N,பேன்,tetű
188,Mücke::N,கொசுவினப்பூச்சி,szúnyog
189,Fliege::N,ஈ,légy
190,Schmetterling::N,வண்ணத்துப்பூச்சி,lepke
191,Schmetterling::N,வண்ணத்துப்பூச்சி,pillangó
192,Beere::N,சதைப்பழம்,bogyó
193,Apfel::N,ஆப்பிள பழம்,alma
194,Pilz::N,காளான்,gomba
195,Zwiebel::N,வெங்காயம்,hagyma
196,Saat::N,விதை,vetőmag
197,Korn::N,தானியம்,mag
198,Korn::N,தானியம்,szem
199,Heu::N,வைக்கோல்,széna
200,Schale::N,தோல்,héj
201,Grube::N,குழி,verem
202,Falle::N,பொறி,csapda
203,Schlinge::N,கண்ணி,tőr
204,Spur::N,சுவடு,nyom
205,Asche::N,சாம்பல்,hamu
206,Dreck::N,அழுக்கு,sár
207,Dreck::N,அழுக்கு,piszok
208,Eisen::N,இரும்பு,vas
209,Gold::N,தங்கம்,arany
210,Silber::N,வெள்ளி,ezüst
211,Kohle::N,நிலக்கரி,szén
212,Glas::N,கண்ணாடி,üveg
213,Lehm::N,களிமண்,agyag
214,Lehm::N,களிமண்,vályog
215,Sand::N,மணல்,homok
216,Mensch::N,மனிதர்கள்,ember
217,Mann::N,மனிதன்,úr
218,Mann::N,மனிதன்,férfi
219,Frau::N,பெண்,nő
220,Frau::N,பெண்,asszony
221,Kind::N,குழந்தை,gyerek
222,Kind::N,குழந்தை,gyermek
223,Junge::N,பையன்,fiú
224,Mädchen::N,சிறுமி,lány
225,Familie::N,குடும்பம்,család
226,Großvater::N,தாத்தா,nagyapa
227,Großmutter::N,பாட்டி,nagyanya
228,Eltern::N,பெற்றோர்,szülők
229,Vater::N,தந்தை,apa
230,Vater::N,தந்தை,atya
231,Mutter::N,தாய்,anya
232,Sohn::N,மகன்,fiú
233,Tochter::N,மகள்,lány
234,Bruder::N,சகோதரன்,fivér
235,Bruder::N,சகோதரன்,testvér
236,Schwester::N,அக்கா,nővér
237,Schwester::N,அக்கா,lánytestvér
238,Onkel::N,தாய் மாமன்,nagybácsi
239,Tante::N,அத்தை,nagynéni
240,Ehemann::N,கணவன்,férj
241,Ehefrau::N,மனைவி,feleség
242,Freude::N,கொண்டாட்டம்,öröm
243,Gelächter::N,சிரிப்பு,nevetés
244,Gelächter::N,சிரிப்பு,hahotázás
245,Glück::N,மகிழ்ச்சி,boldogság
246,Kummer::N,துயரம்,bánat
247,Wunsch::N,விருப்பம்,óhaj
248,Lust::N,விருப்பம்,kedv
249,Geist::N,ஆன்மா,elme
250,Geist::N,ஆன்மா,szellem
251,Gedanke::N,எண்ணம்,gondolat
252,Gedächtnis::N,ஞாபகம்,emlékezet
253,Verstand::N,மனம்,ész
254,Verstand::N,மனம்,értelem
255,Sinn::N,அர்த்தம்,értelem
256,Grund::N,காரணம்,ok
257,Grund::N,காரணம்,alap
258,Wahrheit::N,உண்நை,igaz
259,Wahrheit::N,உண்நை,igazság
260,Gespräch::N,பெசு,beszélgetés
261,Märchen::N,நம்பத்தகாத கதை,mese
262,Erzählung::N,கதை,elbeszélés
263,Nachricht::N,செய்தி,hír
264,Nachricht::N,செய்தி,híradás
265,Neuigkeit::N,செய்தி,újság
266,Name::N,பெயர்,név
267,Rätsel::N,புதிர்,rejtvény
268,Rede::N,பேச்சு,beszéd
269,Rede::N,பேச்சு,szónoklat
270,Sprache::N,மொழி,nyelv
271,Stimme::N,குரல்,hang
272,Wort::N,வார்த்தை,szó
273,Zeichen::N,குறி,jel
274,Ruf::N,அழைப்பு,kiáltás
275,Lärm::N,சத்தம்,zaj
276,Laut::N,ஒலி,hang
277,Ton::N,குரல்,hang
278,Lied::N,பாட்டு,dal
279,Lied::N,பாட்டு,ének
280,Ruhe::N,அமைதி,csend
281,Ruhe::N,அமைதி,nyugalom
282,Leute::N,மக்கள்,emberek
283,Volk::N,மக்கள்,nép
284,Arbeit::N,வேலை,dolog
285,Gast::N,விருந்தாளி,vendég
286,Geschenk::N,பரிசுப் பொருள்,ajándék
287,Spiel::N,விளையாட்டு,játék
288,Gesellschaft::N,சமுதாயம்,társaság
289,Hilfe::N,உதவி,segítség
290,Freund::N,நண்பன்,barát
291,Kamerad::N,உடனிருப்பவன்,társ
292,Angelegenheit::N,செய்தி,ügy
293,Anzahl::N,எண்ணிக்கை,szám
294,Art::N,வகை,faj
295,Art::N,வகை,fajta
296,Stück::N,துண்டம்,darab
297,Teil::N,பகுதி,rész
298,Hälfte::N,பாதி,fél
299,Kreis::N,வட்டம்,kör
300,Kreuz::N,சிலுவை,kereszt
301,Linie::N,கோடு,vonal
302,Strich::N,வாத நோய்,vonás
303,Abstand::N,இடைவெளி,köz
304,Entfernung::N,தூரம்,távolság
305,Gegend::N,வட்டாரம்,táj
306,Gegend::N,வட்டாரம்,vidék
307,Platz::N,வெற்றிடம்,hely
308,Ort::N,இடம்,hely
309,Seite::N,பக்கம்,fél
310,Seite::N,பக்கம்,oldal
311,Mitte::N,இடைப்பகுதி,közép
312,Gegenstand::N,உருப்படி,tárgy
313,Sache::N,பொருள்,dolog
314,Rand::N,தொங்கு,szél
315,Rand::N,தொங்கு,perem
316,Rand::N,தொங்கு,szegély
317,Kante::N,விளிம்பு,él
318,Ecke::N,மூலை,sarok
319,Ecke::N,மூலை,szöglet
320,Spitze::N,முனை,csúcs
321,Ende::N,முடிவு,vég
322,Loch::N,துளை,lyuk
323,Winkel::N,கோணம்,szög
324,Muster::N,பாங்கு,minta
325,Größe::N,அளவு,nagyság
326,Länge::N,நீளம்,hossz
327,Länge::N,நீளம்,hosszúság
328,Höhe::N,உயரம்,magasság
329,Gewicht::N,எடை,súly
330,Menge::N,தொகை,sokaság
331,Menge::N,தொகை,mennyiség
332,Haufen::N,குவியல்,halom
333,Reihe::N,வரிசை,sor
334,Boot::N,படகு,csónak
335,Ruder::N,துடுப்பு,evező
336,Schlitten::N,சகடையிலா வண்டி,szánkó
337,Ski::N,பனிச் சறுக்கல்,sí
338,Lagerfeuer::N,மூட்டம்,tábortűz
339,Last::N,பாரம்,teher
340,Gang::N,நடை,járás
341,Schritt::N,காலடி,lépés
342,Norden::N,வடக்கு,észak
343,Süden::N,தெற்கு,dél
344,Westen::N,மேற்கு திசை,nyugat
345,Osten::N,கிழக்கு,kelet
346,Holz::N,மரக்கட்டை,fa
347,Brett::N,பலகை,deszka
348,Platte::N,பலகம்,lap
349,Platte::N,பலகம்,lemez
350,Stütze::N,அடைப்புகன்,támasz
351,Stütze::N,அடைப்புகன்,támaszték
352,Stange::N,கம்பம்,rúd
353,Stange::N,கம்பம்,pózna
354,Stock::N,குச்சி,pálca
355,Stab::N,கம்பு,bot
356,Rohr::N,குழாய்,cső
357,Haus::N,வீடு,ház
358,Heim::N,வீடு,otthon
359,Ofen::N,அடுப்பு,kályha
360,Fußboden::N,தரை,padló
361,Tisch::N,மேசை,asztal
362,Stuhl::N,நாற்காலி,szék
363,Wiege::N,தொட்டில்,bölcső
364,Bett::N,படுக்கை,ágy
365,Regal::N,அலமாரி,polc
366,Regal::N,அலமாரி,állvány
367,Kiste::N,பெட்டி,láda
368,Fenster::N,சாளரம்,ablak
369,Tür::N,கதவு,ajtó
370,Tor::N,வாசற்கதவு,kapu
371,Zaun::N,வேலி,kerítés
372,Dach::N,கூரை,tető
373,Leiter::N,ஏணி,létra
374,Besen::N,விளக்குமாறு,seprű
375,Spaten::N,மண்வெட்டி,ásó
376,Schaufel::N,அடிதண்டா,lapát
377,Gabel::N,முட்கரண்டி,villa
378,Löffel::N,கரண்டி,kanál
379,Messer::N,கத்தி,kés
380,Nagel::N,ஆணி,szeg
381,Netz::N,வலை,háló
382,Haken::N,கொக்கி,kampó
383,Griff::N,கைப்பிடி,nyél
384,Griff::N,கைப்பிடி,fogantyú
385,Schloss::N,பூட்டு,zár
386,Bild::N,படம்,kép
387,Figur::N,எண்ணிக்கை,alak
388,Puppe::N,பொம்மை,bábu
389,Beutel::N,பை,zacskó
390,Bündel::N,பொதி,köteg
391,Tasche::N,பை,táska
392,Eimer::N,வாளி,vödör
393,Deckel::N,உறை,fedő
394,Deckel::N,உறை,fedél
395,Geschirr::N,பாத்திரம்,edény
396,Sack::N,பை,zsák
397,Tasse::N,கிண்ணம்,csésze
398,Topf::N,பானை,fazék
399,Kessel::N,கெண்டி,üst
400,Kessel::N,கெண்டி,bogrács
401,Essen::N,உணவருந்துதல்,evés
402,Essen::N,உணவருந்துதல்,étkezés
403,Nahrung::N,உணவு,ennivaló
404,Speise::N,உணவு வகை,étel
405,Fleisch::N,இறைச்சி,hús
406,Getreide::N,மக்காச்சோளம்,gabona
407,Brei::N,கஞ்சி,pép
408,Brei::N,கஞ்சி,kása
409,Brot::N,ரொட்டி,kenyér
410,Scheibe::N,துண்டு,szelet
411,Fett::N,கொழுப்பு,háj
412,Fett::N,கொழுப்பு,zsír
413,Butter::N,வெண்ணெய்,vaj
414,Öl::N,எண்ணெய்,olaj
415,Salz::N,உப்பு,só
416,Suppe::N,ரசம்,leves
417,Honig::N,தேன்,méz
418,Milch::N,பால்,tej
419,Tee::N,தெனீர்,tea
420,Leder::N,பதம் செய்யப்பட்ட தோல்,bőr
421,Wolle::N,கம்பளி,gyapjú
422,Stoff::N,துணி,szövet
423,Nadel::N,ஊசி,tű
424,Faden::N,நூல்,fonál
425,Knopf::N,பொத்தான்,gomb
426,Knoten::N,முடிச்சு,csomó
427,Farbe::N,வண்ணக் குழம்பு,szín
428,Farbe::N,வண்ணக் குழம்பு,festék
429,Kleidung::N,ஆடைகள்,ruha
430,Kleidung::N,ஆடைகள்,ruházat
431,Hemd::N,சட்டை,ing
432,Kragen::N,கழுத்துப் பட்டை,gallér
433,Ärmel::N,சட்டைக்கை,ujj
434,Hose::N,கால்சட்டை,gatya
435,Hose::N,கால்சட்டை,nadrág
436,Gürtel::N,பெல்ட்,öv
437,Mütze::N,தொப்பி,sapka
438,Schuh::N,காலணி,cipő
439,Stiefel::N,காலணி,csizma
440,Ring::N,மோதிரம்,gyűrű
441,Band::N,நாடா,szalag
442,Kamm::N,கீப்பு,fésű
443,Spiegel::N,ஆடி,tükör
444,Spiegel::N,கண்ணாடி,tükör
445,Riemen::N,வார்,szíj
446,Schnur::N,கயிறு,zsinór
447,Leine::N,தோல்வார்,póráz
448,Decke::N,போர்வை,takaró
449,Kissen::N,தலையணை,párna
450,Tuch::N,துணி,kendő
451,Handtuch::N,தண்டு,törülköző
452,Kraft::N,நிர்பந்தம்,erő
453,Stärke::N,பலம்,erő
454,Stärke::N,பலம்,erősség
455,Gesundheit::N,ஆரோக்கியம்,egészség
456,Krankheit::N,நோய்,kór
457,Krankheit::N,நோய்,betegség
458,Schmerz::N,வலி,fájdalom
459,Wunde::N,காயம்,seb
460,Fieber::N,காய்ச்சல்,láz
461,Arznei::N,மருந்து,orvosság
462,Arznei::N,மருந்து,gyógyszer
463,Brücke::N,பாலம்,híd
464,Brunnen::N,கேணி,kút
465,Weide::N,மேய்ச்சல் நிலம்,legelő
466,Pfad::N,நடை வழி,ösvény
467,Weg::N,வழி,út
468,Straße::N,சாலை,út
469,Dorf::N,கிராமம்,falu
470,Stadt::N,நகரம்,város
471,Brief::N,கடிதம்,levél
472,Buch::N,புத்தகம்,könyv
473,Buchstabe::N,எழத்து,betű
474,Zeitung::N,செய்தித்தாள்,újság
475,Zeitung::N,செய்தித்தாள்,hírlap
476,Leben::N,வாழ்க்கை,élet
477,Tod::N,மரணம்,halál
478,Grab::N,சமாதி,sír
479,Kirche::N,தேவாலயம்,templom
480,Sünde::N,பாவம்,bűn
481,Sünde::N,பாவம்,vétek
482,Gott::N,கடவுள்,isten
483,Arbeiter::N,தொழிலாளி,munkás
484,Chef::N,மேலாளர்,főnök
485,Meister::N,தலைவன்,mester
486,Arzt::N,மருத்துவர்,orvos
487,Lehrer::N,ஆசிரியர்,tanár
488,Lehrer::N,ஆசிரியர்,tanító
489,Geld::N,பணம்,pénz
490,Geschäft::N,வாணிபம்,üzlet
491,Laden::N,கடை,bolt
492,Preis::N,விலை,ár
493,Ware::N,சாமன்கள்,áru
494,Nutzen::N,இலாபம்,haszon
495,Reichtum::N,சொத்து,gazdagság
496,Welt::N,உலகம்,világ
497,Land::N,நாடு,ország
498,Staat::N,நாடு,állam
499,König::N,அரசன்,király
500,Macht::N,அதிகாரம்,hatalom
501,Grenze::N,எல்லை,határ
502,Krieg::N,போர்,háború
503,Feind::N,எதிரி,ellenség
504,Gewalt::N,வன்முறை,erőszak
505,Kampf::N,போராட்டம்,harc
506,Bogen[Waffe]::N,வில்,íj
507,Pfeil::N,அம்பு,nyíl
508,Gewehr::N,துப்பாக்கி,puska
509,Gewehr::N,துப்பாக்கி,fegyver
510,Fehler::N,தவறு,hiba
511,Lüge::N,பொய்,hazugság
512,Schaden::N,சேதாரம்,kár
513,Unglück::N,இடையூறு,csapás
514,Unglück::N,இடையூறு,balszerencse
515,Schuld::N,குற்றம்,bűn
516,Alter::N,வயது,kor
517,Schluss::N,முடிவு,vég
518,Schluss::N,முடிவு,befejezés
519,Zeit::N,காலம்,idő
520,Tag::N,நாள்,nap
521,Morgen::N,காலை நேரம்,reggel
522,Mittag::N,மதியம்,dél
523,Abend::N,மாலைப் பொழுது,este
524,Nacht::N,இரவு,éj
525,Nacht::N,இரவு,éjszaka
526,Woche::N,வாரம்,hét
527,Monat::N,மாதம்,hó
528,Monat::N,மாதம்,hónap
529,Jahr::N,வருடம்,év
530,Frühling::N,வசந்தம்,tavasz
531,Sommer::N,கோடை,nyár
532,Herbst::N,இலையுதிர் காலம்,ősz
533,Winter::N,குளிர்காலம்,tél
534,Januar::N,ஜனவரி,január
535,Februar::N,பிபரவரி மாதம்,február
536,März::N,மார்ச் மாதம்,március
537,April::N,ஏப்ரல் மாதம்,április
538,Mai::N,மே மாதம்,május
539,Juni::N,ஜூன் மாதம்,június
540,Juli::N,ஜூலை மாதம்,július
541,August::N,ஆகஸ்ட் மாதம்,augusztus
542,September::N,செப்டம்பர் மாதம்,szeptember
543,Oktober::N,அக்டோபர் மாதம்,október
544,November::N,நவம்பர் மாதம்,november
545,Dezember::N,டிசம்பர்,december
546,Montag::N,திங்கட் கிழமை,hétfő
547,Dienstag::N,செவ்வாய்க்கிழமை,kedd
548,Mittwoch::N,புதன் கிழமை,szerda
549,Donnerstag::N,வியாழக் கிழமை,csütörtök
550,Freitag::N,வெள்ளிக்கிழமை,péntek
551,Samstag::N,சனிக்கிழமை,szombat
552,Sonntag::N,ஞாயிறுக் கிழமை,vasárnap
553,groß::A,பெரிய,nagy
554,klein::A,சிறிய,pici
555,klein::A,சிறிய,kicsi
556,lang::A,நீண்ட,hosszú
557,kurz::A,குட்டையான,rövid
558,breit::A,அகலமான,széles
559,schmal::A,குறுகலான,keskeny
560,dicht::A,அடர்த்தியான,sűrű
561,dick[Gegenstand]::A,தடித்த,vastag
562,dünn::A,சன்னமான,vékony
563,fein::A,மெல்லிய,vékony
564,fest::A,உறுதியாள,szilárd
565,flach::A,தட்டையான,sík
566,flach::A,தட்டையான,lapos
567,glatt::A,வழுவழுப்பான,sima
568,hart::A,கடினமான,kemény
569,weich::A,மென்மையான,puha
570,rund::A,உருண்டையான,kerek
571,spitz::A,திகந்தமாக,hegyes
572,scharf::A,கூரான,éles
573,stumpf::A,உளம் திறந்த,tompa
574,stumpf::A,உளம் திறந்த,életlen
575,schwer::A,கனமான,nehéz
576,schwer::A,கனமான,súlyos
577,schön::A,அழகான,szép
578,heiß::A,சூடான,forró
579,warm::A,இதமான,meleg
580,kalt::A,குளிர்ச்சியான,hideg
581,kühl::A,குளிர்ச்சியான,hűs
582,kühl::A,குளிர்ச்சியான,hűvös
583,frisch::A,சுத்தமான,üde
584,frisch::A,சுத்தமான,friss
585,feucht::A,ஈரமான,nedves
586,nass::A,ஈரமான,vizes
587,trocken::A,உலர்ந்த,száraz
588,voll::A,நிரம்பிய,telt
589,leer::A,காலியான,üres
590,offen::A,திறந்த,nyílt
591,offen::A,திறந்த,nyitott
592,geschlossen::A,மூடப்பட்ட,zárt
593,geschlossen::A,மூடப்பட்ட,csukott
594,sauber::A,சுத்தமான,tiszta
595,schmutzig::A,அழக்கான,piszkos
596,schmutzig::A,அழக்கான,szennyes
597,roh::A,கச்சா,nyers
598,reif::A,பழுத்த,érett
599,lecker::A,சுவைமிக்க,finom
600,süß::A,இனிப்பான,édes
601,bitter::A,கசப்பான,keserű
602,sauer::A,புளிப்பாக,savanyú
603,hell::A,பளபளப்பான,világos
604,dunkel::A,கருமையான,sötét
605,schwarz::A,கருப்பு வண்ண,fekete
606,weiß::A,வெண்மையன,fehér
607,rot::A,சிவப்பு,vörös
608,gelb::A,மஞ்சள் வண்ணம்,sárga
609,blau::A,நீல வண்ண,kék
610,grün::A,பச்சை வண்ண,zöld
611,grau::A,சாம்பல் நிற,ősz
612,grau::A,சாம்பல் நிற,szürke
613,bunt::A,வண்ண மயமான,tarka
614,bunt::A,வண்ண மயமான,színes
615,billig::A,மலிவான,olcsó
616,teuer::A,விலை அதிகமான,drága
617,wertvoll::A,மதிப்புள்ள,értékes
618,blind::A,பார்வையற்ற,vak
619,taub::A,செவிடான,süket
620,kräftig::A,வலிமையான,erős
621,stark::A,பலமான,erős
622,schwach::A,பலவீனமான,gyenge
623,schwach::A,பலவீனமான,erőtlen
624,fett::A,பருமனாக,hájas
625,schlank::A,ஒல்லியான,karcsú
626,hübsch::A,அழகிய,csinos
627,böse::A,கேடு விளைவிக்கும்,rossz
628,böse::A,கேடு விளைவிக்கும்,gonosz
629,dumm::A,முட்டாள்தனமான,buta
630,dumm::A,முட்டாள்தனமான,ostoba
631,faul::A,சோம்பலான,lusta
632,fleißig::A,ஊக்கந்தளராத,szorgalmas
633,geizig::A,கஞேசத்தனமான,fukar
634,geizig::A,கஞேசத்தனமான,fösvény
635,klug::A,சாதுரியமான,okos
636,klug::A,சாதுரியமான,eszes
637,geschickt::A,திறமையள்ள,ügyes
638,lieb::A,அன்புக்குரிய,drága
639,lieb::A,அன்புக்குரிய,kedves
640,lustig::A,களிப்புமிக்க,víg
641,lustig::A,களிப்புமிக்க,vidám
642,sanft::A,சாதுவான,enyhe
643,hungrig::A,பசியுடன்,éhes
644,krank::A,நோயுற்று,beteg
645,nackt::A,ஆடையற்ற,csupasz
646,nackt::A,ஆடையற்ற,meztelen
647,traurig::A,சோகமான,bús
648,traurig::A,சோகமான,szomorú
649,lebendig::A,பிழைப்பு,élő
650,gut::A,நல்ல,jó
651,schlecht::A,கெட்ட,rossz
652,richtig::A,சரியான,helyes
653,schlimm::A,அருவருப்பான,rossz
654,wahr::A,உண்மையான,igaz
655,alt::A,பழைய,ó
656,alt::A,பழைய,régi
657,neu::A,புதிய,új
658,ehemalig::A,முன்நாள்,volt
659,ehemalig::A,முன்நாள்,egykori
660,alt[Lebewesen]::A,வயதான,öreg
661,jung::A,இளமையான,fiatal
662,arm::A,ஏழ்மையான,szegény
663,reich::A,செல்வம் படைத்த,gazdag
664,bekannt::A,பழக்கப்பட்ட,ismert
665,bekannt::A,பழக்கப்பட்ட,ismeretes
666,berühmt::A,புகழ்பெற்ற,híres
667,fremd::A,அயல் நாட்டு,idegen
668,verschieden::A,வித்தியாசமான,különböző
669,nah::A,பக்கத்தில் உள்ள,közeli
670,fern::A,தொலை தூரத்தில்,távoli
671,linker::A,மீந்திருக்கும்,bal
672,rechter::A,வலதுபக்கம்,jobb
673,anderer::A,மற்ற,más
674,anderer::A,மற்ற,másik
675,erster::A,முதனமையான,első
676,zweiter::A,இரண்டாவது,második
677,dritter::A,மூன்றாவது,harmadik
678,letzter::A,கடைசி,utolsó
679,allein::ADV,தனியாக,egyedül
680,auf einmal::ADV,தடீரென்று,egyszerre
681,zusammen::ADV,சேர்ந்து,együtt
682,zusammen::ADV,சேர்ந்து,összesen
683,lange::ADV,அதிக நோம்,sokáig
684,lange::ADV,அதிக நோம்,hosszan
685,plötzlich::ADV,தடீரென்று,hirtelen
686,plötzlich::ADV,தடீரென்று,egyszerre
687,sofort::ADV,உடனடியாக,rögtön
688,sofort::ADV,உடனடியாக,tüstént
689,später::ADV,பிறகு,későn
690,jetzt::ADV,இப்பொழது,most
691,heute::ADV,இன்று,ma
692,morgen::ADV,நாளைக்கு,holnap
693,bald::ADV,சீக்கிரம்,majd
694,bald::ADV,சீக்கிரம்,nemsokára
695,dann::ADV,அப்பொழுது,akkor
696,gestern::ADV,நேற்று,tegnap
697,einst::ADV,ஒரே முறை,hajdan
698,damals::ADV,அப்பொழுது,akkor
