,Concept_ID,ml,ml
985,sich versammeln::V,സംയോജിപ്പിക്കുക,സംയോജിപ്പിക്കുക
986,spielen::V,കളിക്കുക,കളിക്കുക
987,singen::V,പാടുക,പാടുക
988,tanzen::V,നൃത്തം ചെയ്യുക,നൃത്തം ചെയ്യുക
989,sich trennen::V,നേർപെടുത്തുക,നേർപെടുത്തുക
990,verlassen::V,പിൻവാങ്ങുക,പിൻവാങ്ങുക
991,retten::V,രക്ഷിക്കുക,രക്ഷിക്കുക
992,bewachen::V,കാവൽനിൽക്കുക,കാവൽനിൽക്കുക
993,schützen::V,പരിരക്ഷിക്കുക,പരിരക്ഷിക്കുക
994,verteidigen::V,പ്രതിരോധിക്കുക,പ്രതിരോധിക്കുക
995,sich schlagen::V,കലഹിക്കുക,കലഹിക്കുക
996,schießen::V,വെടിവെക്കുക,വെടിവെക്കുക
997,siegen::V,വിജയിക്കുക,വിജയിക്കുക
998,ärgern::V,വിഷമിപ്പിക്കുക,വിഷമിപ്പിക്കുക
999,schlagen::V,അടിക്കുക,അടിക്കുക
1000,treten::V,തൊഴിക്കുക,തൊഴിക്കുക
1001,stechen::V,കുത്തുക,കുത്തുക
1002,stoßen::V,തള്ളുക,തള്ളുക
1003,stehlen::V,മോഷ്ടിക്കുക,മോഷ്ടിക്കുക
1004,stören::V,ശല്യപ്പെടുത്തുക,ശല്യപ്പെടുത്തുക
1005,belästigen::V,മെനക്കെടുക,മെനക്കെടുക
1006,verbergen::V,മറയ്ക്കുക,മറയ്ക്കുക
1007,verbergen::V,മറയ്ക്കുക,ഒളിക്കുക
1008,verbergen::V,ഒളിക്കുക,മറയ്ക്കുക
1009,verbergen::V,ഒളിക്കുക,ഒളിക്കുക
1010,täuschen::V,കബളിപ്പിക്കുക,കബളിപ്പിക്കുക
1011,betrügen::V,ചതിക്കുക,ചതിക്കുക
1012,töten::V,കൊല്ലുക,കൊല്ലുക
1013,wohnen::V,താമസിക്കുക,താമസിക്കുക
1014,arbeiten::V,ജോലിചെയ്യുക,ജോലിചെയ്യുക
1015,sammeln::V,സഞ്ചയിക്കുക,സഞ്ചയിക്കുക
1016,pflücken::V,പറിച്ചെടുക്കുക,പറിച്ചെടുക്കുക
1017,jagen::V,വേട്ടയാടുക,വേട്ടയാടുക
1018,fischen::V,മീൻ പിടിക്കുക,മീൻ പിടിക്കുക
1019,fassen::V,പിടിക്കുക,പിടിക്കുക
1020,hüten::V,ചേർക്കുക,ചേർക്കുക
1021,treiben::V,വാഹനം_ഓടിക്കുക,വാഹനം_ഓടിക്കുക
1022,anbinden::V,കെട്ടിയിടുക,കെട്ടിയിടുക
1023,füttern::V,തീറ്റുക,തീറ്റുക
1024,melken::V,പാലുകറക്കുക,പാലുകറക്കുക
1025,hacken::V,വെട്ടിമുറിക്കുക,വെട്ടിമുറിക്കുക
1026,gießen::V,നനയ്ക്കുക,നനയ്ക്കുക
1027,reifen::V,പാകമാകുക,പാകമാകുക
1028,zubereiten::V,പാചകം_ചെയ്യുക,പാചകം_ചെയ്യുക
1029,kochen::V,വേവിക്കുക,വേവിക്കുക
1030,backen::V,ബേക്ക് ചെയ്യുക,ബേക്ക് ചെയ്യുക
1031,braten::V,പോരിക്കുക,പോരിക്കുക
1032,umrühren::V,ഇളക്കുക,ഇളക്കുക
1033,stricken::V,മെടയുക,മെടയുക
1034,nähen::V,തുന്നുക,തുന്നുക
1035,färben::V,ചായം പൂശുക,ചായം പൂശുക
1036,reinigen::V,വൃത്തിയാക്കുക,വൃത്തിയാക്കുക
1037,waschen::V,കഴുകുക,കഴുകുക
1038,abwischen::V,തുടയ്ക്കുക,തുടയ്ക്കുക
1039,spülen::V,കഴുകുക,കഴുകുക
1040,fegen::V,അടിച്ചുവാരുക,അടിച്ചുവാരുക
1041,kehren::V,അടിച്ചുവാരുക,അടിച്ചുവാരുക
1042,baden::V,നീന്തിത്തുടിക്കുക,നീന്തിത്തുടിക്കുക
1043,sich waschen::V,കഴുകുക,കഴുകുക
1044,ausziehen::V,ഇഴുക്കുക,ഇഴുക്കുക
1045,anziehen::V,ഉടുക്കുക,ഉടുക്കുക
1046,sich anziehen::V,ധരിച്ച നേടുകയുക,ധരിച്ച നേടുകയുക
1047,kämmen::V,മുടിചീകുക,മുടിചീകുക
1048,schmücken::V,അലങ്കരിക്കുക,അലങ്കരിക്കുക
1049,sagen::V,പറയുക,പറയുക
1050,sprechen::V,സംസാരിക്കുക,സംസാരിക്കുക
1051,reden::V,സംസാരിക്കുക,സംസാരിക്കുക
1052,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,നർമ്മസല്ലാപം നടത്തുക
1053,fragen::V,ചോദിക്കുക,ചോദിക്കുക
1054,bitten::V,അപേക്ഷിക്കുക,അപേക്ഷിക്കുക
1055,erzählen::V,പറയുക,പറയുക
1056,mitteilen::V,അറിയിക്കുക,അറിയിക്കുക
1057,nennen::V,പേരിടുക,പേരിടുക
1058,rufen::V,വിളിക്കുക,വിളിക്കുക
1059,prahlen::V,പൊങ്ങച്ചം പറയുക,പൊങ്ങച്ചം പറയുക
1060,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,പരിഭാഷപ്പെടുത്തുക
1061,denken::V,ചിന്തിക്കുക,ചിന്തിക്കുക
1062,glauben::V,വിശ്വസിക്കുക,വിശ്വസിക്കുക
1063,bemerken::V,ശ്രദ്ധിക്കുക,ശ്രദ്ധിക്കുക
1064,erkennen::V,തിരിചറിയുക,തിരിചറിയുക
1065,begreifen::V,കൈപ്പിടിയിലാക്കുക,കൈപ്പിടിയിലാക്കുക
1066,verstehen::V,മനസ്സിലാക്കുക,മനസ്സിലാക്കുക
1067,lernen::V,പഠിക്കുക,പഠിക്കുക
1068,wissen::V,അറിയുക,അറിയുക
1069,sich erinnern an::V,ഓർമിക്കുക,ഓർമിക്കുക
1070,vergessen::V,മറക്കുക,മറക്കുക
1071,messen::V,അളക്കുക,അളക്കുക
1072,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1073,rechnen::V,ഗണിക്കുക,ഗണിക്കുക
1074,lesen::V,വായിക്കുക,വായിക്കുക
1075,malen::V,ചിത്രം വരയ്ക്കുക,ചിത്രം വരയ്ക്കുക
1076,zeichnen::V,വരയ്ക്കുക,വരയ്ക്കുക
1077,schreiben::V,എഴുതുക,എഴുതുക
1078,besitzen::V,സ്വന്തമാക്കുക,സ്വന്തമാക്കുക
1079,kaufen::V,വാങ്ങുക,വാങ്ങുക
1080,verkaufen::V,വിൽക്കുക,വിൽക്കുക
1081,bezahlen::V,പരിഹാരം ചെയ്യുക,പരിഹാരം ചെയ്യുക
1082,zahlen::V,പണം അടയ്ക്കുക,പണം അടയ്ക്കുക
1083,beherrschen::V,ഭരിക്കുക,ഭരിക്കുക
1084,ertragen::V,താങ്ങുക,താങ്ങുക
