,Concept_ID,kv,mdf
255,Glück::N,мичлун,паваз
256,Kummer::N,шог,ризф
257,Kummer::N,шог,пичефкс
258,Wunsch::N,мӧдӧм,мяль
259,Wunsch::N,мӧдӧм,таколдома
260,Wunsch::N,охотитӧм,мяль
261,Wunsch::N,охотитӧм,таколдома
262,Lust::N,охота,таколдома
263,Geist::N,лов,вайме
264,Gedanke::N,дума,мяль
265,Gedächtnis::N,тӧдвыв,прявий
266,Verstand::N,вежӧр,прявий
267,Sinn::N,ылӧс,ён
268,Grund::N,мог,туфта́л
269,Wahrheit::N,правда,ви́де
270,Wahrheit::N,правда,видеши́
271,Gespräch::N,сёрни,корхтама
272,Märchen::N,сказка,ёфкс
273,Erzählung::N,висьт,азкс
274,Nachricht::N,юӧр,куля́
275,Nachricht::N,висьталӧм,куля́
276,Neuigkeit::N,новость,куля́
277,Name::N,ним,лем
278,Rätsel::N,загадка,со́дама ёфкс
279,Rede::N,сёрни,вал
280,Rede::N,сёрни,корхтама
281,Sprache::N,кыв,кяль
282,Stimme::N,голос,вайгяль
283,Wort::N,кыв,вал
284,Zeichen::N,пас,тя́ште
285,Zeichen::N,пас,тя́штькс
286,Ruf::N,чуксӧм,тердема
287,Ruf::N,чукӧстӧм,тердема
288,Lärm::N,шум,гайф
289,Lärm::N,шум,жалакодома
290,Laut::N,шы,вайгяль
291,Ton::N,гор,вайгяль
292,Lied::N,сьыланкыв,мора
293,Ruhe::N,спокой,сетьме
294,Leute::N,йӧз,ломатть
295,Volk::N,йӧз,наро́д
296,Volk::N,народ,наро́д
297,Arbeit::N,удж,тев
298,Gast::N,гӧсь,и́нжи
299,Gast::N,гӧсь,ко́нак
300,Geschenk::N,гӧснеч,казне
301,Geschenk::N,подарок,казне
302,Spiel::N,орсӧм,налхкома
303,Spiel::N,орсӧм,налхксема
304,Gesellschaft::N,компания,кружок
305,Hilfe::N,отсӧт,лездома
306,Freund::N,модз,я́лга
307,Freund::N,дружок,я́лга
308,Kamerad::N,тӧдса,я́лга
309,Angelegenheit::N,дело,тев
310,Anzahl::N,лыд,лувкс
311,Art::N,пӧлӧс,вид
312,Stück::N,тор,пакш
313,Teil::N,юкӧм,часть
314,Teil::N,юкӧм,пялькс
315,Hälfte::N,джын,пяле
316,Kreis::N,круг,шаркс
317,Kreuz::N,перна,крёз
318,Linie::N,визь,межа
319,Linie::N,визь,китькс
320,Strich::N,кырӧв,межа
321,Abstand::N,колас,ётка
322,Entfernung::N,ылына,ётка
323,Gegend::N,места,ва́ста
324,Gegend::N,места,перьфпя́ль
325,Platz::N,места,ва́ста
326,Ort::N,места,ва́ста
327,Seite::N,ладор,пяле
328,Mitte::N,шӧр,кучка́
329,Gegenstand::N,тор,веща
330,Sache::N,тор,тев
331,Sache::N,тор,веща
332,Rand::N,дор,пе
333,Kante::N,ордлы,и́рдез
334,Ecke::N,пельӧс,ужа
335,Spitze::N,йыв,пря
336,Ende::N,йыв,пе
337,Loch::N,осьта,варя
338,Winkel::N,пельӧс,ужа
339,Muster::N,сер,сёрма
340,Größe::N,ыжда,серь
341,Länge::N,кузя,кува́лма
342,Höhe::N,сувда,серь
343,Höhe::N,вылына,серь
344,Gewicht::N,сьӧкта,сталма
345,Haufen::N,куча,мар
346,Reihe::N,лёдз,ряд
347,Boot::N,пыж,венеж
348,Ruder::N,пелыс,миле
349,Schlitten::N,додь,ну́рда
350,Ski::N,лямпа,сокс
351,Lagerfeuer::N,бипур,то́лмар
352,Last::N,тягота,канкс
353,Last::N,тягота,сталма
354,Gang::N,мунӧм,молема
355,Schritt::N,вожмӧв,аськолкс
356,Norden::N,ой,якшама шире
357,Süden::N,лун,ля́мбе ши́ре
358,Westen::N,рытвыв,ши валгома шире
359,Osten::N,асыв,шинь стяма шире
360,Holz::N,пу,вирь
361,Holz::N,пу,шуфта
362,Brett::N,пӧв,лавця
363,Platte::N,плита,плита́
364,Stütze::N,пика,неже
365,Stange::N,зор,олга
366,Stange::N,потш,олга
367,Stock::N,бедь,байдек
368,Stab::N,шест,олгоня
369,Rohr::N,труба,турама
370,Haus::N,керку,куд
371,Heim::N,керку,куд
372,Ofen::N,пӧжавны,пянакуд
373,Fußboden::N,джодж,кия́кс
374,Tisch::N,пызан,шра
375,Tisch::N,пызан,моркш
376,Stuhl::N,стул,стул
377,Wiege::N,зыбка,нюря́м
378,Bett::N,кровать,ацам
379,Regal::N,джадж,лавцяланга
380,Kiste::N,ящик,парга
381,Fenster::N,ӧшын,валмья
382,Tür::N,ыбӧс,кенкш
383,Tor::N,ворота,ортат
384,Zaun::N,забор,перяфкс
385,Dach::N,крыша,кудпря
386,Leiter::N,лиснич,куцема
387,Besen::N,рос,тяльме
388,Spaten::N,зыр,ка́йме
389,Schaufel::N,зыр,ко́поня
390,Schaufel::N,зыр,ця́рдом
391,Gabel::N,вила,ця́нгоня
392,Löffel::N,пань,куцю
393,Messer::N,пурт,пеель
394,Nagel::N,кӧрттув,эска
395,Netz::N,кыйӧт,
396,Haken::N,ем,кя́чказ
397,Griff::N,пу,недь
398,Griff::N,пу,кунда́мка
399,Schloss::N,замок,замо́к
400,Bild::N,картина,карти́на
401,Figur::N,мыгӧр,ронга-понда
402,Puppe::N,акань,ня́ка
403,Beutel::N,мешӧк,кяскав
404,Bündel::N,нин,кярьме
405,Tasche::N,сумка,кошяльня
406,Eimer::N,ведра,ве́дарка
407,Deckel::N,вевт,тавадкс
408,Deckel::N,вевт,вельхкс
409,Geschirr::N,доз,кядьге
410,Geschirr::N,бекӧрпань,кядьге
411,Sack::N,мешӧк,кяскав
412,Tasse::N,бекӧр,ша́ваня
413,Topf::N,кастрюля,кавозь
414,Kessel::N,пӧрт,сргавозь
415,Essen::N,сёйӧм,ярхцама
416,Nahrung::N,вердан,ярхцампяль
417,Speise::N,сёян,ярхцама
418,Fleisch::N,яй,пал
419,Fleisch::N,яй,сиволь
420,Getreide::N,сю,сёра
421,Brei::N,каша,ям
422,Brot::N,нянь,кши
423,Scheibe::N,шӧрӧм,кочам
424,Fett::N,гос,куя́
425,Butter::N,ви,вай
426,Öl::N,ви,вай
427,Salz::N,сов,сал
428,Suppe::N,шыд,шонгарям
429,Suppe::N,шыд,коршампяль
430,Honig::N,ма,медь
431,Milch::N,йӧв,лофца
432,Tee::N,чай,чай
433,Leder::N,кучик,кедь
434,Wolle::N,гӧн,пона
435,Stoff::N,дӧра,котф
436,Nadel::N,ем,салмокс
437,Faden::N,сунис,сюре
438,Knopf::N,кизь,пуня
439,Knoten::N,узӧв,сюлма
440,Knoten::N,гӧрӧд,сюлма
441,Farbe::N,краска,архтомбяль
442,Kleidung::N,паськӧм,щам
443,Hemd::N,йӧрнӧс,па́нар
444,Kragen::N,воротник,сиве
445,Ärmel::N,сос,ожа
446,Hose::N,вешьян,понкст
447,Gürtel::N,йи,каркс
448,Mütze::N,шапка,вазь
449,Schuh::N,ботинки,башма́к
450,Stiefel::N,сапог,кя́ме
451,Ring::N,чунькытш,суркс
452,Band::N,ленточка,керькс
453,Band::N,ленточка,лента
454,Kamm::N,сынан,сюрьхцем
455,Spiegel::N,зеркало,ванома
456,Riemen::N,ремень,шнань каркс
457,Schnur::N,гез,пикс
458,Schnur::N,гез,карькскя
459,Leine::N,повод,вядьме
460,Decke::N,одеяло,вельхкс
461,Kissen::N,подушка,тоду
462,Tuch::N,чышьян,руця́
463,Handtuch::N,чышкӧт,на́рдама
464,Kraft::N,прак,вий
465,Stärke::N,вын,вииши
466,Gesundheit::N,здоровье,шумбраши́
467,Krankheit::N,шог,урма́
468,Krankheit::N,шог,сярядема
469,Schmerz::N,зубыт,маряма
470,Wunde::N,рана,керф
471,Fieber::N,лёк тресся,маштыкс
472,Fieber::N,кынтан шогӧт,маштыкс
473,Arznei::N,лекарство,надо́бья
474,Arznei::N,лекарство,пъчка́фтома
475,Brücke::N,пос,седь
476,Brunnen::N,колодец ,эши
477,Weide::N,пода йирсян,ванома васта
478,Pfad::N,туй,ян
479,Pfad::N,туй,киня́
480,Weg::N,туй,ки
481,Straße::N,туй,ки
482,Dorf::N,деревня,веле
483,Stadt::N,город,ош
484,Brief::N,гижӧт,сёрма
485,Buch::N,книга,книга
486,Buchstabe::N,буква,бу́ква
487,Zeitung::N,газета,газе́та
488,Leben::N,олан,эряф
489,Leben::N,олан,эряма
490,Tod::N,кулӧм,кулома́
491,Grab::N,гу,калма
492,Kirche::N,вичку,це́рькав
493,Sünde::N,грек,пежеть
494,Sünde::N,грек,муворкс
495,Gott::N,ен,шкай
496,Arbeiter::N,уджалiсь,трудендай
497,Arbeiter::N,уджалiсь,работник
498,Chef::N,начальник,азор
499,Chef::N,начальник,оцюня
500,Meister::N,мастер,мастяр
501,Arzt::N,врач,врач
502,Arzt::N,врач,доктор
503,Lehrer::N,велӧтісь,учи́тель
504,Geld::N,деньга,ярмакт
505,Geschäft::N,удж,ладяфкс
506,Geschäft::N,удж,ладяф тев
507,Laden::N,магазин,ла́вка
508,Preis::N,дон,питне
509,Ware::N,товар,миф
510,Ware::N,товар,ра́маф
511,Nutzen::N,путь,пара
512,Nutzen::N,путь,лезкс
513,Reichtum::N,богатство,ко́зяши
514,Welt::N,му,свет
515,Land::N,страна,мастор
516,Staat::N,государство,государства
517,König::N,кан,король
518,Macht::N,власть,азорондама
519,Macht::N,власть,азорксши
520,Grenze::N,граница,ёткаян
521,Krieg::N,война,война́
522,Feind::N,враг,душман
523,Feind::N,враг,каршек тюри
524,Kampf::N,нярасьӧм,тюрема́
525,Kampf::N,вермасьӧм,тюрема́
526,Bogen[Waffe]::N,лук,нал
527,Pfeil::N,ньӧв,нал
528,Gewehr::N,ружьё,винто́вка
529,Fehler::N,ошибка,эльбядькс
530,Lüge::N,ылӧтӧм,васькафнема
531,Lüge::N,пӧрьялӧм,васькафнема
532,Schaden::N,лёк,зия́н
533,Unglück::N,пик,зия́н
534,Unglück::N,оказзё,зия́н
535,Schuld::N,вина,муворши
536,Schluss::N,ком,пе
537,Zeit::N,кад,пинге
538,Tag::N,лун,ши
539,Morgen::N,асыв,шобдава
540,Mittag::N,луншӧр кад,шикучка
541,Abend::N,рыт,иля́дь
542,Nacht::N,ой,ве
543,Woche::N,неделя,недя́ля
544,Monat::N,тӧлicь,ков
545,Jahr::N,год,киза
546,Frühling::N,тулыс,тунда́
547,Sommer::N,гожум,киза
548,Herbst::N,ар,сёксе
549,Winter::N,тӧв,тяла
550,Januar::N,январ,кельмеков
551,Februar::N,февраль,уфайков
552,März::N,март,марайков
553,April::N,апрель,шудиков
554,Mai::N,май,панжиков
555,Juni::N,юнь,лямбеков
556,Juli::N,юль,псиков
557,August::N,август,сёроньков
558,September::N,сентяб,тюжягов
559,Oktober::N,октяб,кельмазаков
560,November::N,нояб,эйндамков
561,Dezember::N,декаб,кучкаков
562,Montag::N,вильлун,одговши
563,Dienstag::N,мӧдӧдзлун,ша́вши
564,Mittwoch::N,шӧрлун,вержи
565,Donnerstag::N,нёльӧдзлун,шува́ланя
566,Freitag::N,витӧдзлун,пя́денця
567,Samstag::N,пывсянлун,ёткши
568,Sonntag::N,кресення,таргоши
569,groß::A,ыджыт,оцю
570,klein::A,учӧтик,ёмла
571,lang::A,кузь,кува́ка
572,kurz::A,дженыт,нюрьхкя́ня
573,breit::A,ота,кели
574,schmal::A,векнит,тяйня
575,dicht::A,тшӧк,сиде
576,dicht::A,тшӧк,туста
577,dick[Gegenstand]::A,кыз,эчке
578,dünn::A,вӧснит,шува́ня
579,fein::A,вӧснит,шува́ня
580,fest::A,крепыт,кеме
581,flach::A,лапкӧса,лапш
582,glatt::A,волькыт,вадяв
583,glatt::A,волькыт,такор
584,hart::A,чӧрыт,калгода
585,weich::A,небыт,ляпе
586,rund::A,гӧгрӧса,кру́глай
587,spitz::A,ёся,ботаз
588,spitz::A,ёся,оржа
589,scharf::A,лэчыт,оржа
590,stumpf::A,ныж,ношка
591,schwer::A,сьӧкыт,стака
592,schön::A,басӧк,мазы
593,heiß::A,жар,пси
594,warm::A,шоныт,лямбе
595,kalt::A,кӧдзыт,кельме
596,kühl::A,сайкыт,эше
597,frisch::A,виль,свежай
598,feucht::A,вакодь,летьке
599,nass::A,ва,начка
600,trocken::A,кӧс,коське
601,voll::A,тыра,пяшксе
602,leer::A,тыртӧм,шава
603,offen::A,оссьӧм,панжада
604,offen::A,оссьӧм,виде
605,geschlossen::A,игана,пякстаф
606,geschlossen::A,игана,сёлгф
607,geschlossen::A,пӧдана,пякстаф
608,geschlossen::A,пӧдана,сёлгф
609,sauber::A,сӧдз,ару
610,sauber::A,сӧстӧм,ару
611,schmutzig::A,нятьӧсь,рда́зу
612,schmutzig::A,нятьӧсь,пя́ндра
613,roh::A,путӧм,верок
614,reif::A,кисьмалӧм,ке́нерьф
615,lecker::A,кӧра ,танцти
616,süß::A,чӧскыт,ламбама
617,bitter::A,курыт,сяпи
618,sauer::A,шӧма ,шапама
619,hell::A,югыт,валда
620,dunkel::A,пемыт,шобда
621,schwarz::A,сьӧд,равжа
622,weiß::A,чочком,акша
623,rot::A,гӧрд,якстерь
624,gelb::A,веж,тюжя́
625,blau::A,лӧз,сенем
626,grün::A,веж,пиже
627,grün::A,веж,сянгяря
628,grau::A,руд,уле
629,grau::A,бусӧй,уле
630,bunt::A,быдрӧма,сёрмав
631,billig::A,донтӧм,у́цез
632,billig::A,донтӧм,аф пи́тни
633,teuer::A,дона,пи́тни
634,wertvoll::A,дона,питни
635,blind::A,синтӧм,сокор
636,taub::A,пельтӧм,пярав
637,kräftig::A,вына,пяк вии
638,stark::A,вына,вии
639,schwach::A,некодя,лафча
640,fett::A,госа,куя́
641,schlank::A,статя,виде ронга
642,hübsch::A,басӧк,мазы
643,böse::A,лёк,кяжи
644,dumm::A,бӧбӧв,аф ёню
645,dumm::A,бӧбӧв,шава пря
646,dumm::A,вежӧртӧм,аф ёню
647,dumm::A,вежӧртӧм,шава пря
648,faul::A,дыш,нола
649,fleißig::A,уджалicь,ку́лхцонды
650,geizig::A,жикмӧра,кирьжя
651,geizig::A,жикмӧра,жаднай
652,geizig::A,горшаліcь,кирьжя
653,geizig::A,горшаліcь,жаднай
654,klug::A,авья,ёню
655,klug::A,авья,пря́ви
656,klug::A,вежӧра,ёню
657,klug::A,вежӧра,пря́ви
658,geschickt::A,кипода,маштозь тиф
659,lieb::A,муса,цебярь
660,lieb::A,дзулиньӧй,цебярь
661,lustig::A,гажа,ра́хси
662,sanft::A,лебезнӧй,сетьме
663,hungrig::A,тшыг,вача
664,hungrig::A,тшыг,вачеда
665,krank::A,шогалiсь,сяряди
666,nackt::A,куш,штада
667,nackt::A,куш,кърхтапа
668,traurig::A,жугыль,ла́жнай
669,lebendig::A,ловья,эряй
670,gut::A,бур,пара
671,gut::A,бур,цебярь
672,schlecht::A,умӧль,кальдяв
673,schlimm::A,нештӧм,кальдяв
674,alt::A,важ,ташта
675,neu::A,виль,од
676,ehemalig::A,вӧвлӧм,и́нгольдень
677,alt[Lebewesen]::A,года,сире
678,alt[Lebewesen]::A,годдэза,сире
679,jung::A,том,од
680,arm::A,гов,а́шу
681,arm::A,беднӧй,а́шу
682,reich::A,эма,козя
683,bekannt::A,тӧдса,содаф
684,fremd::A,чужӧй,лия
685,fremd::A,чужӧй,аф содаф
686,verschieden::A,быдкодь,аф фкя ла́цонь
687,nah::A,матiсь,мала
688,nah::A,матiсь,аф ичкоздень
689,fern::A,ылicь,и́чкоздень
690,fern::A,ылicь,куна́рдонь
691,linker::A,шульга,кержи
692,rechter::A,веськытланись,види
693,anderer::A,мукӧд,лия
694,erster::A,медодзза,васенце
695,zweiter::A,кыкӧт,омбоце
696,dritter::A,куимӧт,колмоце
697,dritter::A,куимӧдз,колмоце
698,letzter::A,бӧрья,ме́кольце
699,letzter::A,мёдбӧрья,ме́кольце
700,auf einmal::ADV,тшӧтш,вихцок
701,zusammen::ADV,ӧтлаын,марс
702,zusammen::ADV,ӧтлаын,ма́рса
703,lange::ADV,дыр,кува́тьс
704,plötzlich::ADV,друг,а́пак учт
705,sofort::ADV,тшӧтш,тяникиге
706,später::ADV,медбӧрын,ме́ле
707,jetzt::ADV,ӧні,тяни
708,heute::ADV,талун,тячи
709,morgen::ADV,ашын,ва́нды
710,bald::ADV,чожа,курок
711,dann::ADV,сыбӧрын,меле
712,dann::ADV,сыбӧрын,сяда меле
713,gestern::ADV,тӧн,ися́к
714,einst::ADV,ӧтпыр,весть
715,einst::ADV,ӧтпыр,мзя́рда-бди
716,damals::ADV,сэк,эста
717,damals::ADV,сэки,эста
718,danach::ADV,сэсся,меле
719,vorher::ADV,одзжык,инголи
720,zuerst::ADV,наперво,ва́сенда
721,einmal::ADV,ӧтпыр,весть
722,manchmal::ADV,мукӧдпыр,лия́ста
723,manchmal::ADV,мукӧдпыр,ко́ста-ко́ста
724,oft::ADV,-лы-,си́деста
725,immer::ADV,быдпыр,фалу
726,immer::ADV,быдпыр,най
727,immer::ADV,быдпырся,фалу
728,immer::ADV,быдпырся,най
729,niemals::ADV,некӧр,аф мзя́рдонга
730,hier::ADV,татӧн,тяса
731,hierhin::ADV,татчӧ,сей
732,hierhin::ADV,татчӧ,тяза
733,von hier::ADV,тасянь,тя́ста
734,dort::ADV,сэтӧн,тоса
735,dorthin::ADV,сэтчин,тов
736,dorthin::ADV,сэтчин,тоза
737,geradeaus::ADV,веськыта,ви́деста
738,vorwärts::ADV,одзӧ,и́нголи
739,rückwärts::ADV,бӧр,ме́ки
740,zurück::ADV,бӧр,ме́ки
741,unten::ADV,увтын,ала
742,hinab::ADV,увтас,алу
743,oben::ADV,вевдӧрас,вяре
744,hinauf::ADV,вывлань,вяри
745,hinauf::ADV,вывланьӧ,вяри
746,überall::ADV,быдлан,се́мбе ва́стова
747,nicht::ADV,ог,аф
748,ein wenig::ADV,-ышт,аф лама
749,ein wenig::ADV,невна,аф лама
750,kaum::ADV,ӧдва,а́ньцек
751,sehr::ADV,вывтi,пяк
752,so::ADV,сiдз,ста́не
753,noch::ADV,эшӧ,нинге
754,nur::ADV,только,аньцек
755,schon::ADV,ни,ни
756,wieder::ADV,бӧра,та́га
757,vergebens::ADV,весись,стак
758,vor::PRP,одзас,инголе
759,hinter::PRP,бӧрӧ,фтала
760,hinter::PRP,бӧрӧ,мельге
761,unter::PRP,увтын,ала
762,durch::PRP,пыр,пачк
763,neben::PRP,бокам,ваксса
764,neben::PRP,боксиным,ваксса
765,zwischen::PRP,коласас,ёткса
766,wegen::PRP,понда,сюнеда
767,dies::PRN,эта,тя
768,das::PRN,сiя,ся
769,das::PRN,сiя,тона
770,alles::PRN,быдӧс,сембе
771,ich::PRN,ме,мон
772,du::PRN,тэ,тон
773,er::PRN,сiя,сон
774,wir::PRN,мийӧ,минь
775,ihr::PRN,ті,тинь
776,sie::PRN,нія,синь
777,was::FPRN,мый,мезе
