,Concept_ID,uk,fi
78,Funke::N,іскра,kipinä
79,Feuer::N,вогонь,tuli
80,Licht::N,світло,valo
81,Schatten::N,тінь,varjo
82,Wetter::N,погода,sää
83,Nebel::N,туман,sumu
84,Wolke::N,хмара,pilvi
85,Regen::N,дощ,sade
86,Schnee::N,сніг,lumi
87,Eis::N,лід,jää
88,Frost::N,мороз,halla
89,Frost::N,мороз,pakkanen
90,Kälte::N,холод,vilu
91,Kälte::N,холод,kylmyys
92,Hitze::N,жар,helle
93,Hitze::N,жар,kuumuus
94,Raureif::N,іній,huurre
95,Regenbogen::N,райдуга,sateenkaari
96,Donner::N,грім,jyrinä
97,Strömung::N,струмина,virtaus
98,Tropfen::N,крапля,tippa
99,Tropfen::N,крапля,pisara
100,Schaum::N,піна,vaahto
101,Schmutz::N,бруд,loka
102,See::N,озеро,järvi
103,Sumpf::N,драговина,suo
104,Moor::N,болото,räme
105,Wiese::N,луг,niitty
106,Wiese::N,лука,niitty
107,Wald::N,ліс,metsä
108,Hügel::N,горб,mäki
109,Hügel::N,горб,kumpu
110,Hügel::N,горб,kukkula
111,Anhöhe::N,височина,mäki
112,Anhöhe::N,височина,kumpare
113,Berg::N,гора,mäki
114,Berg::N,гора,vuori
115,Gipfel::N,вершина,laki
116,Gipfel::N,вершина,huippu
117,Höhle::N,печера,luola
118,Abhang::N,схил,rinne
119,Quelle::N,джерело,lähde
120,Bach::N,струмок,puro
121,Fluss::N,річка,joki
122,Ufer::N,берег,ranta
123,Küste::N,узбережжя,rannikko
124,Festland::N,суша,manner
125,Meer::N,море,meri
126,Bucht::N,бухта,lahti
127,Bucht::N,затока,lahti
128,Insel::N,острів,saari
129,Blume::N,квітка,kukka
130,Gras::N,трава,ruoho
131,Wurzel::N,корінь,juuri
132,Baum::N,дерево,puu
133,Stamm::N,стовбур,runko
134,Rinde::N,кора,kuori
135,Rinde::N,кора,parkki
136,Ast::N,гілка,oksa
137,Zweig::N,галузь,haara
138,Blatt::N,лист,lehti
139,Birke::N,береза,koivu
140,Kiefer[Baum]::N,сосна,mänty
141,Kiefer[Baum]::N,сосна,petäjä
142,Weide[Baum]::N,верба,paju
143,Tanne::N,ялиця,kuusi
144,Horn::N,ріг,sarvi
145,Feder::N,перо,sulka
146,Feder::N,перо,höyhen
147,Fell::N,хутро,talja
148,Flügel::N,крило,siipi
149,Klaue::N,кіготь,kynsi
150,Kralle::N,лапа,kynsi
151,Schwanz::N,хвіст,häntä
152,Schwanz::N,хвіст,pyrstö
153,Ei::N,яйце,muna
154,Nest::N,гніздо,pesä
155,Bau::N,лігво,pesä
156,Tier::N,тварина,eläin
157,Herde::N,стадо,lauma
158,Kuh::N,корова,lehmä
159,Bulle::N,бик,sonni
160,Bulle::N,бугай,sonni
161,Pferd::N,кінь,hevonen
162,Schaf::N,вівця,lammas
163,Schwein::N,свиня,sika
164,Hund::N,собака,koira
165,Katze::N,кішка,kissa
166,Bär::N,ведмідь,karhu
167,Eichhörnchen::N,білка,orava
168,Elch::N,лось,hirvi
169,Fuchs::N,лисиця,kettu
170,Hase::N,заєць,jänis
171,Maus::N,миша,hiiri
172,Wolf::N,вовк,susi
173,Vogel::N,птах,lintu
174,Schwarm::N,зграя,parvi
175,Huhn::N,курка,kana
176,Hahn::N,півень,kukko
177,Gans::N,гуска,hanhi
178,Adler::N,орел,kotka
179,Ente::N,качка,ankka
180,Eule::N,сова,pöllö
181,Kranich::N,журавель,kurki
182,Krähe::N,ворона,varis
183,Kuckuck::N,зозуля,käki
184,Schwan::N,лебідь,joutsen
185,Fisch::N,риба,kala
186,Barsch::N,окунь,ahven
187,Hecht::N,щука,hauki
188,Schlange[Tier]::N,змія,käärme
189,Wurm::N,черв’як,mato
190,Spinne::N,павук,hämähäkki
191,Ameise::N,мурашка,muurahainen
192,Laus::N,воша,täi
193,Mücke::N,комар,sääski
194,Mücke::N,комар,hyttynen
195,Fliege::N,муха,kärpänen
196,Schmetterling::N,метелик,perhonen
197,Beere::N,ягода,marja
198,Apfel::N,яблуко,omena
199,Pilz::N,гриб,sieni
200,Zwiebel::N,цибуля,sipuli
201,Saat::N,сім’я,siemenet
202,Korn::N,зерно,jyvä
203,Korn::N,зерно,vilja
204,Heu::N,сіно,heinä
205,Schale::N,шкірка,kuori
206,Grube::N,яма,kuoppa
207,Falle::N,пастка,loukku
208,Schlinge::N,петля,ansa
209,Spur::N,слід,jälki
210,Asche::N,зола,tuhka
211,Asche::N,попіл,tuhka
212,Dreck::N,бруд,lika
213,Eisen::N,залізо,rauta
214,Gold::N,золото,kulta
215,Silber::N,срібло,hopea
216,Kohle::N,вугілля,hiili
217,Glas::N,скло,lasi
218,Lehm::N,глина,savi
219,Sand::N,пісок,hiekka
220,Mensch::N,людина,ihminen
221,Mann::N,чоловік,mies
222,Frau::N,жінка,nainen
223,Kind::N,дитина,lapsi
224,Junge::N,хлопець,poika
225,Mädchen::N,дівчина,tyttö
226,Familie::N,сім’я,perhe
227,Familie::N,родина,perhe
228,Großvater::N,дідусь,isoisä
229,Großmutter::N,бабуся,isoäiti
230,Eltern::N,батьки,vanhemmat
231,Vater::N,батько,isä
232,Mutter::N,мати,äiti
233,Sohn::N,син,poika
234,Tochter::N,дочка,tytär
235,Bruder::N,брат,veli
236,Schwester::N,сестра,sisko
237,Onkel::N,дядько,eno
238,Onkel::N,дядько,setä
239,Tante::N,тітка,täti
240,Ehemann::N,чоловік,mies
241,Ehemann::N,чоловік,aviomies
242,Ehefrau::N,жінка,vaimo
243,Ehefrau::N,жінка,aviovaimo
244,Ehefrau::N,дружина,vaimo
245,Ehefrau::N,дружина,aviovaimo
246,Freude::N,радощі,ilo
247,Freude::N,радощі,riemu
248,Gelächter::N,сміх,nauru
249,Glück::N,щастя,onni
250,Kummer::N,горе,suru
251,Kummer::N,горе,murhe
252,Wunsch::N,бажання,toive
253,Wunsch::N,бажання,toivomus
254,Lust::N,бажання,himo
255,Geist::N,дух,henki
256,Gedanke::N,думка,aate
257,Gedanke::N,думка,ajatus
258,Gedächtnis::N,пам’ять,muisti
259,Verstand::N,розум,äly
260,Verstand::N,розум,järki
261,Verstand::N,розум,ymmärrys
262,Sinn::N,зміст,merkitys
263,Sinn::N,значення,merkitys
264,Grund::N,причина,syy
265,Grund::N,причина,peruste
266,Wahrheit::N,правда,tosi
267,Wahrheit::N,правда,totuus
268,Gespräch::N,розмова,puhelu
269,Gespräch::N,розмова,keskustelu
270,Märchen::N,байка,satu
271,Erzählung::N,повість,tarina
272,Erzählung::N,повість,kertomus
273,Erzählung::N,оповідання,tarina
274,Erzählung::N,оповідання,kertomus
275,Nachricht::N,повідомлення,tieto
276,Nachricht::N,повідомлення,ilmoitus
277,Neuigkeit::N,новина,uutinen
278,Name::N,ім’я,nimi
279,Rätsel::N,загадка,arvoitus
280,Rede::N,промова,puhe
281,Sprache::N,мова,kieli
282,Stimme::N,голос,ääni
283,Wort::N,слово,sana
284,Zeichen::N,знак,merkki
285,Ruf::N,оклик,kutsu
286,Lärm::N,шум,melu
287,Lärm::N,шум,hälinä
288,Laut::N,звук,ääni
289,Ton::N,тон,sävel
290,Lied::N,пісня,laulu
291,Ruhe::N,спокій,lepo
292,Ruhe::N,спокій,rauha
293,Leute::N,люди,väki
294,Leute::N,люди,ihmiset
295,Volk::N,народ,kansa
296,Arbeit::N,робота,työ
297,Gast::N,гість,vieras
298,Geschenk::N,подарунок,lahja
299,Spiel::N,гра,peli
300,Spiel::N,гра,leikki
301,Gesellschaft::N,товариство,seura
302,Hilfe::N,допомога,apu
303,Freund::N,друг,ystävä
304,Freund::N,приятель,ystävä
305,Kamerad::N,товариш,toveri
306,Angelegenheit::N,справа,asia
307,Anzahl::N,число,lukumäärä
308,Art::N,рід,laji
309,Stück::N,кусок,pala
310,Stück::N,кусок,kappale
311,Teil::N,частина,osa
312,Hälfte::N,половина,puoli
313,Kreis::N,круг,ympyrä
314,Kreis::N,коло,ympyrä
315,Kreuz::N,хрест,risti
316,Linie::N,лінія,viiva
317,Strich::N,штрих,piirto
318,Abstand::N,проміжок,väli
319,Abstand::N,проміжок,väljyys
320,Entfernung::N,відстань,etäisyys
321,Gegend::N,місцевість,seutu
322,Platz::N,площа,tila
323,Ort::N,місце,kohta
324,Ort::N,місце,paikka
325,Seite::N,сторона,sivu
326,Seite::N,сторона,kylki
327,Mitte::N,середина,keskus
328,Mitte::N,середина,puoliväli
329,Gegenstand::N,предмет,kalu
330,Gegenstand::N,предмет,esine
331,Sache::N,річ,asia
332,Rand::N,край,ääri
333,Rand::N,край,syrjä
334,Kante::N,ребро,särmä
335,Ecke::N,ріг,nurkka
336,Spitze::N,кінчик,terä
337,Spitze::N,кінчик,kärki
338,Ende::N,кінець,pää
339,Ende::N,кінець,perä
340,Loch::N,діра,kolo
341,Loch::N,діра,reikä
342,Winkel::N,куток,kulma
343,Muster::N,узор,kuvio
344,Größe::N,розмір,koko
345,Größe::N,розмір,suuruus
346,Länge::N,довжина,pituus
347,Höhe::N,висота,korkeus
348,Gewicht::N,вага,paino
349,Menge::N,кількість,määrä
350,Haufen::N,купа,kasa
351,Reihe::N,ряд,rivi
352,Boot::N,човен,vene
353,Ruder::N,весло,airo
354,Schlitten::N,сани,reki
355,Schlitten::N,сани,kelkka
356,Ski::N,лижа,suksi
357,Lagerfeuer::N,вогнище,nuotio
358,Last::N,тягар,kuorma
359,Last::N,вантаж,kuorma
360,Gang::N,хід,kulku
361,Gang::N,хід,käynti
362,Schritt::N,крок,askel
363,Norden::N,північ,pohjoinen
364,Süden::N,південь,etelä
365,Westen::N,захід,länsi
366,Osten::N,схід,itä
367,Holz::N,дрова,puu
368,Brett::N,дошка,lauta
369,Platte::N,плита,levy
370,Stütze::N,підпірка,noja
371,Stange::N,жердина,tanko
372,Stock::N,палиця,keppi
373,Stab::N,палиця,sauva
374,Stab::N,палиця,seiväs
375,Rohr::N,труба,putki
376,Haus::N,дім,talo
377,Haus::N,хата,talo
378,Heim::N,житло,koti
379,Ofen::N,піч,uuni
380,Fußboden::N,підлога,lattia
381,Tisch::N,стіл,pöytä
382,Stuhl::N,стілець,tuoli
383,Wiege::N,колиска,kehto
384,Bett::N,ліжко,sänky
385,Bett::N,постіль,sänky
386,Regal::N,полиця,hylly
387,Kiste::N,ящик,arkku
388,Kiste::N,ящик,kirstu
389,Kiste::N,ящик,laatikko
390,Fenster::N,вікно,ikkuna
391,Tür::N,двері,ovi
392,Tor::N,ворота,portti
393,Zaun::N,паркан,aita
394,Zaun::N,огорожа,aita
395,Dach::N,дах,katto
396,Leiter::N,драбина,tikkaat
397,Leiter::N,драбина,tikapuut
398,Besen::N,мітла,luuta
399,Spaten::N,заступ,lapio
400,Schaufel::N,совок,lapio
401,Schaufel::N,лопата,lapio
402,Gabel::N,виделка,haarukka
403,Löffel::N,ложка,lusikka
404,Messer::N,ніж,veitsi
405,Nagel::N,цвях,naula
406,Netz::N,сіть,verkko
407,Haken::N,крюк,haka
408,Haken::N,крюк,koukku
409,Griff::N,ручка,ripa
410,Griff::N,ручка,kahva
411,Griff::N,держак,ripa
412,Griff::N,держак,kahva
413,Schloss::N,замок,lukko
414,Bild::N,картина,kuva
415,Figur::N,фігура,kuvio
416,Puppe::N,лялька,nukke
417,Beutel::N,мішечок,pussi
418,Beutel::N,торбинка,pussi
419,Bündel::N,в’язка,nippu
420,Bündel::N,в’язка,kimppu
421,Tasche::N,сумка,laukku
422,Eimer::N,відро,sanko
423,Eimer::N,відро,ämpäri
424,Deckel::N,кришка,kansi
425,Geschirr::N,посуд,astia
426,Sack::N,мішок,säkki
427,Tasse::N,чашка,kuppi
428,Topf::N,горщик,pata
429,Kessel::N,котел,kattila
430,Essen::N,їжа,syönti
431,Nahrung::N,харч,ruoka
432,Nahrung::N,харч,ravinto
433,Speise::N,страва,ruoka
434,Fleisch::N,м’ясо,liha
435,Getreide::N,хліб,vilja
436,Getreide::N,збіжжя,vilja
437,Brei::N,каша,puuro
438,Brot::N,хліб,leipä
439,Scheibe::N,скибочка,viipale
440,Fett::N,жир,rasva
441,Butter::N,масло,voi
442,Öl::N,олія,öljy
443,Salz::N,сіль,suola
444,Suppe::N,суп,keitto
445,Honig::N,мед,hunaja
446,Milch::N,молоко,maito
447,Tee::N,чай,tee
448,Leder::N,шкіра,nahka
449,Wolle::N,шерсть,villa
450,Stoff::N,тканина,kangas
451,Nadel::N,голка,neula
452,Faden::N,нитка,lanka
453,Knopf::N,ґудзик,nappi
454,Knoten::N,вузол,solmu
455,Farbe::N,фарба,maali
456,Kleidung::N,одяг,vaatteet
457,Kleidung::N,убрання,vaatteet
458,Hemd::N,сорочка,paita
459,Kragen::N,комір,kaulus
460,Ärmel::N,рукав,hiha
461,Hose::N,брюки,housut
462,Gürtel::N,пояс,vyö
463,Mütze::N,шапка,lakki
464,Schuh::N,ботинок,kenkä
465,Stiefel::N,чобіт,saapas
466,Ring::N,кільце,sormus
467,Band::N,стрічка,nauha
468,Kamm::N,гребінець,kampa
469,Spiegel::N,дзеркало,peili
470,Riemen::N,ремінь,hihna
471,Schnur::N,вірьовка,naru
472,Schnur::N,вірьовка,nuora
473,Leine::N,шворка,talutushihna
474,Decke::N,ковдра,peite
475,Kissen::N,подушка,tyyny
476,Kissen::N,подушка,pielus
477,Tuch::N,хустка,huivi
478,Handtuch::N,рушник,pyyheliina
479,Kraft::N,сила,väki
480,Kraft::N,сила,voima
481,Stärke::N,сила,vahvuus
482,Gesundheit::N,здоров’я,terveys
483,Krankheit::N,хвороба,tauti
484,Krankheit::N,хвороба,sairaus
485,Schmerz::N,біль,kipu
486,Schmerz::N,біль,särky
487,Wunde::N,рана,haava
488,Fieber::N,гарячка,kuume
489,Arznei::N,ліки,lääke
490,Brücke::N,міст,silta
491,Brunnen::N,колодязь,kaivo
492,Weide::N,пасовище,laidun
493,Pfad::N,стежка,polku
494,Weg::N,шлях,tie
495,Weg::N,дорога,tie
496,Straße::N,вулиця,katu
497,Dorf::N,село,kylä
498,Stadt::N,місто,kaupunki
499,Brief::N,лист,kirje
500,Buch::N,книга,kirja
501,Buch::N,книжка,kirja
502,Buchstabe::N,буква,kirjain
503,Buchstabe::N,літера,kirjain
504,Zeitung::N,газета,lehti
505,Zeitung::N,газета,sanomalehti
506,Leben::N,життя,elo
507,Leben::N,життя,elämä
508,Tod::N,смерть,kuolema
509,Grab::N,могила,hauta
510,Kirche::N,церква,kirkko
511,Sünde::N,гріх,synti
512,Gott::N,бог,jumala
513,Arbeiter::N,робітник,työläinen
514,Chef::N,хазяїн,päällikkö
515,Meister::N,умілець,mestari
516,Arzt::N,лікар,lääkäri
517,Lehrer::N,вчитель,opettaja
518,Geld::N,гроші,raha
519,Geschäft::N,заняття,liike
520,Laden::N,магазин,puoti
521,Laden::N,магазин,kauppa
522,Laden::N,крамниця,puoti
523,Laden::N,крамниця,kauppa
524,Preis::N,ціна,hinta
525,Ware::N,товар,tavara
526,Nutzen::N,вигода,hyöty
527,Nutzen::N,користь,hyöty
528,Reichtum::N,багатство,rikkaus
529,Welt::N,світ,maailma
530,Land::N,країна,maa
531,Staat::N,держава,valtio
532,König::N,король,kuningas
533,Macht::N,влада,mahti
534,Grenze::N,кордон,raja
535,Krieg::N,війна,sota
536,Feind::N,ворог,vihollinen
537,Gewalt::N,насильство,väkivalta
538,Kampf::N,бій,taistelu
539,Kampf::N,боротьба,taistelu
540,Bogen[Waffe]::N,лук,jousi
541,Pfeil::N,стріла,nuoli
542,Gewehr::N,рушниця,kivääri
543,Gewehr::N,гвинтівка,kivääri
544,Fehler::N,помилка,vika
545,Fehler::N,помилка,virhe
546,Lüge::N,брехня,valhe
547,Schaden::N,шкода,vaurio
548,Schaden::N,шкода,vahinko
549,Schaden::N,збиток,vaurio
550,Schaden::N,збиток,vahinko
551,Unglück::N,нещастя,vahinko
552,Unglück::N,нещастя,onnettomuus
553,Schuld::N,провина,syy
554,Alter::N,вік,ikä
555,Alter::N,літа,ikä
556,Schluss::N,кінець,loppu
557,Zeit::N,час,aika
558,Tag::N,день,päivä
559,Morgen::N,ранок,aamu
560,Morgen::N,ранок,huomen
561,Mittag::N,південь,keskipäivä
562,Abend::N,вечір,ilta
563,Nacht::N,ніч,yö
564,Woche::N,тиждень,viikko
565,Monat::N,місяць,kuukausi
566,Jahr::N,рік,vuosi
567,Frühling::N,весна,kevät
568,Sommer::N,літо,kesä
569,Herbst::N,осінь,syksy
570,Winter::N,зима,talvi
571,Januar::N,січень,tammikuu
572,Februar::N,лютий,helmikuu
573,März::N,березень,maaliskuu
574,April::N,квітень,huhtikuu
575,Mai::N,травень,toukokuu
576,Juni::N,червень,kesäkuu
577,Juli::N,липень,heinäkuu
578,August::N,серпень,elokuu
579,September::N,вересень,syyskuu
580,Oktober::N,жовтень,lokakuu
581,November::N,листопад,marraskuu
582,Dezember::N,грудень,joulukuu
583,Montag::N,понеділок,maanantai
584,Dienstag::N,вівторок,tiistai
585,Mittwoch::N,середа,keskiviikko
586,Donnerstag::N,четвер,torstai
587,Freitag::N,п’ятниця,perjantai
588,Samstag::N,субота,lauantai
589,Sonntag::N,неділя,sunnuntai
590,groß::A,великий,iso
591,groß::A,великий,suuri
592,klein::A,малий,pieni
593,klein::A,маленький,pieni
594,lang::A,довгий,pitkä
595,kurz::A,короткий,lyhyt
596,breit::A,широкий,leveä
597,schmal::A,вузький,kapea
598,dicht::A,густий,taaja
599,dick[Gegenstand]::A,товстий,paksu
600,dünn::A,тонкий,ohut
601,fein::A,дрібний,hieno
602,fest::A,міцний,luja
603,flach::A,плоский,litteä
604,flach::A,плоский,tasainen
605,glatt::A,рівний,sileä
606,glatt::A,рівний,siloinen
607,glatt::A,гладенький,sileä
608,glatt::A,гладенький,siloinen
609,hart::A,твердий,kova
610,weich::A,м’який,pehmeä
611,rund::A,круглий,pyöreä
612,spitz::A,гострокінцевий,terävä
613,scharf::A,гострий,terävä
614,stumpf::A,тупий,tylsä
615,schwer::A,важкий,raskas
616,schwer::A,важкий,painava
617,schön::A,вродливий,kaunis
618,heiß::A,жаркий,kuuma
619,heiß::A,гарячий,kuuma
620,warm::A,теплий,lämmin
621,kalt::A,холодний,kylmä
622,kalt::A,холодний,viluinen
623,kühl::A,прохолодний,viileä
624,frisch::A,свіжий,tuore
625,feucht::A,вогкий,kostea
626,nass::A,мокрий,märkä
627,trocken::A,сухий,kuiva
628,voll::A,повний,täysi
629,leer::A,пустий,tyhjä
630,offen::A,відкритий,avonainen
631,geschlossen::A,закритий,suljettu
632,geschlossen::A,зачинений,suljettu
633,sauber::A,чистий,puhdas
634,sauber::A,охайний,puhdas
635,schmutzig::A,брудний,likainen
636,roh::A,сирий,raaka
637,reif::A,зрілий,kypsä
638,lecker::A,смачний,herkullinen
639,süß::A,солодкий,makea
640,bitter::A,гіркий,karvas
641,bitter::A,гіркий,kitkerä
642,sauer::A,кислий,hapan
643,hell::A,світлий,kirkas
644,hell::A,світлий,valoisa
645,dunkel::A,темний,pimeä
646,schwarz::A,чорний,musta
647,weiß::A,сивий,valkea
648,rot::A,червоний,punainen
649,gelb::A,жовтий,keltainen
650,blau::A,синій,sininen
651,grün::A,зелений,vihreä
652,grau::A,сірий,harmaa
653,bunt::A,барвистий,kirjava
654,billig::A,дешевий,halpa
655,billig::A,дешевий,huokea
656,teuer::A,дорогий,kallis
657,wertvoll::A,цінний,arvokas
658,blind::A,сліпий,sokea
659,taub::A,глухий,kuuro
660,kräftig::A,могутній,väkevä
661,kräftig::A,могутній,voimakas
662,stark::A,сильний,vahva
663,schwach::A,слабкий,heikko
664,fett::A,жирний,lihava
665,fett::A,товстий,lihava
666,schlank::A,тонкий,hoikka
667,schlank::A,тонкий,solakka
668,schlank::A,стрункий,hoikka
669,schlank::A,стрункий,solakka
670,hübsch::A,чарівний,soma
671,hübsch::A,чарівний,sievä
672,böse::A,злий,paha
673,böse::A,злий,häijy
674,böse::A,лихий,paha
675,böse::A,лихий,häijy
676,dumm::A,дурний,tyhmä
677,dumm::A,дурний,typerä
678,faul::A,ледачий,laiska
679,fleißig::A,старанний,ahkera
680,geizig::A,скупий,saita
681,klug::A,мудрий,älykäs
682,klug::A,розумний,älykäs
683,geschickt::A,умілий,taitava
684,lieb::A,милий,rakas
685,lustig::A,веселий,hauska
686,lustig::A,веселий,iloinen
687,sanft::A,лагідний,lauha
688,sanft::A,лагідний,lempeä
689,hungrig::A,голодний,nälkäinen
690,krank::A,слабий,sairas
691,nackt::A,голий,alaston
692,traurig::A,сумний,surullinen
693,traurig::A,сумний,murheellinen
694,lebendig::A,живий,elävä
695,gut::A,добрий,hyvä
696,schlecht::A,поганий,paha
697,schlecht::A,поганий,huono
698,schlecht::A,кепський,paha
699,schlecht::A,кепський,huono
700,richtig::A,правильний,oikea
701,schlimm::A,бридкий,paha
702,wahr::A,справжній,tosi
703,alt::A,старий,vanha
704,neu::A,новий,uusi
705,ehemalig::A,колишній,entinen
706,ehemalig::A,колишній,muinainen
707,alt[Lebewesen]::A,старий,vanha
708,jung::A,молодий,nuori
709,arm::A,бідний,köyhä
710,reich::A,багатий,rikas
711,bekannt::A,знайомий,tuttu
712,bekannt::A,знайомий,tunnettu
713,berühmt::A,славетний,kuuluisa
714,fremd::A,чужий,vieras
715,verschieden::A,різний,eri
716,verschieden::A,різний,erilainen
717,nah::A,близький,läheinen
718,fern::A,далекий,etäinen
719,linker::A,лівий,vasen
720,rechter::A,правий,oikea
721,anderer::A,інакший,muu
722,anderer::A,інакший,toinen
723,erster::A,перший,ensimmäinen
724,zweiter::A,другий,toinen
725,dritter::A,третій,kolmas
726,letzter::A,останній,viimeinen
727,allein::ADV,сам,yksin
728,allein::ADV,один,yksin
729,auf einmal::ADV,відразу,yhdellä kertaa
730,zusammen::ADV,разом,yhdessä
731,zusammen::ADV,спільно,yhdessä
732,lange::ADV,довго,kauan
733,lange::ADV,довго,pitkään
734,plötzlich::ADV,раптом,äkkiä
735,sofort::ADV,зараз,heti
736,später::ADV,пізніше,myöhemmin
737,jetzt::ADV,тепер,nyt
738,heute::ADV,сьогодні,tänään
739,morgen::ADV,завтра,huomenna
740,bald::ADV,незабаром,pian
741,dann::ADV,потім,sitten
742,gestern::ADV,вчора,eilen
743,einst::ADV,колись,aikanaan
744,damals::ADV,тоді,silloin
745,damals::ADV,тоді,siihen aikaan
746,danach::ADV,згодом,sen jälkeen
747,vorher::ADV,раніше,ennen
748,zuerst::ADV,спершу,ensin
749,zuerst::ADV,спершу,ensiksi
750,zuerst::ADV,спочатку,ensin
751,zuerst::ADV,спочатку,ensiksi
752,einmal::ADV,один раз,kerran
753,manchmal::ADV,іноді,joskus
754,manchmal::ADV,інколи,joskus
755,oft::ADV,часто,usein
756,immer::ADV,завжди,aina
757,niemals::ADV,ніколи,ei koskaan
758,hier::ADV,тут,tässä
759,hier::ADV,тут,täällä
760,hierhin::ADV,сюди,tähän
761,von hier::ADV,звідси,tästä
762,von hier::ADV,звідси,täältä
763,dort::ADV,там,siinä
764,dort::ADV,там,siellä
765,dorthin::ADV,туди,sinne
766,dorthin::ADV,туди,tuonne
767,geradeaus::ADV,прямо,suoraan
768,vorwärts::ADV,вперед,eteenpäin
769,rückwärts::ADV,назад,taaksepäin
770,zurück::ADV,назад,takaisin
771,unten::ADV,внизу,alhaalla
772,hinab::ADV,вниз,alas
773,oben::ADV,вгорі,ylhäällä
774,hinauf::ADV,вгору,ylös
775,überall::ADV,скрізь,kaikkialla
776,nicht::ADV,не,ei
777,ein wenig::ADV,трохи,vähän
778,ein wenig::ADV,небагато,vähän
779,kaum::ADV,ледве,tuskin
780,sehr::ADV,дуже,kovin
781,sehr::ADV,дуже,oikein
782,so::ADV,так,näin
783,noch::ADV,ще,vielä
784,nur::ADV,лише,vain
785,nur::ADV,лише,ainoastaan
786,nur::ADV,тільки,vain
787,nur::ADV,тільки,ainoastaan
788,schon::ADV,вже,jo
789,wieder::ADV,знову,taas
790,wieder::ADV,знову,jälleen
791,vergebens::ADV,дарма,turhaan
792,vor::PRP,перед,edessä
793,hinter::PRP,ззаду,takana
794,hinter::PRP,позаду,takana
795,unter::PRP,під,alla
796,durch::PRP,крізь,läpi
797,durch::PRP,крізь,kautta
798,neben::PRP,біля,vieressä
799,zwischen::PRP,між,välillä
800,wegen::PRP,з-за,takia
801,wegen::PRP,з-за,vuoksi
802,wegen::PRP,через,takia
803,wegen::PRP,через,vuoksi
804,dies::PRN,це,tämä
805,das::PRN,то,se
806,alles::PRN,все,kaikki
807,ich::PRN,я,minä
808,du::PRN,ти,sinä
809,er::PRN,він,hän
810,wir::PRN,ми,me
811,ihr::PRN,ви,te
812,sie::PRN,вони,he
813,was::FPRN,що,mikä
814,wer::FPRN,хто,ken
815,wer::FPRN,хто,kuka
816,wo::FADV,де,missä
817,wohin::FADV,куди,mihin
818,wie::FADV,як,miten
819,wie::FADV,як,kuinka
820,warum::FADV,чому,miksi
821,wieviel::FNUM,скільки,paljonko
822,wieviel::FNUM,скільки,kuinka paljon
823,eins::NUM,один,yksi
824,zwei::NUM,два,kaksi
825,drei::NUM,три,kolme
826,vier::NUM,чотири,neljä
