,Concept_ID,ps,tr
124,Quelle::N,چینه,pınar
125,Quelle::N,چینه,kaynak
126,Bach::N,واله,çay
127,Bach::N,واله,dere
128,Fluss::N,سیند,nehir
129,Ufer::N,غاړه,kıyı
130,Ufer::N,غاړه,sahil
131,Küste::N,ساحل,kıyı
132,Küste::N,ساحل,sahil
133,Festland::N,وچه,kara
134,Meer::N,بحر,deniz
135,Meer::N,سمندر,deniz
136,Bucht::N,کارۍ,koy
137,Bucht::N,کارۍ,körfez
138,Insel::N,ټاپو,ada
139,Insel::N,جزيره,ada
140,Blume::N,ګل,çiçek
141,Gras::N,واښه,ot
142,Gras::N,واښه,çim
143,Wurzel::N,ریښه,kök
144,Baum::N,ونه,ağaç
145,Stamm::N,ډډ,gövde
146,Rinde::N,پوستکی,kabuk
147,Ast::N,ښاخ,dal
148,Ast::N,ښاخ,budak
149,Zweig::N,څانګه,dal
150,Blatt::N,پاڼه,yaprak
151,Birke::N,توس,huş
152,Kiefer[Baum]::N,نښتر,çam
153,Weide[Baum]::N,وله,söğüt
154,Tanne::N,ناجو,çam
155,Tanne::N,ناجو,köknar
156,Horn::N,ښکر,boynuz
157,Feder::N,بڼکه,tüy
158,Fell::N,پوستکی,post
159,Flügel::N,وزر,kanat
160,Klaue::N,پنجه,pençe
161,Klaue::N,منګول,pençe
162,Kralle::N,پنجه,tırnak
163,Kralle::N,منګول,tırnak
164,Schwanz::N,لکۍ,kuyruk
165,Ei::N,وۍ,yumurta
166,Ei::N,هګۍ,yumurta
167,Nest::N,جاله,yuva
168,Bau::N,کاز,in
169,Tier::N,ژوی,hayvan
170,Tier::N,حیوان,hayvan
171,Herde::N,رمه,sürü
172,Herde::N,غېله,sürü
173,Kuh::N,غوا,inek
174,Bulle::N,غوئی,boğa
175,Pferd::N,آس,at
176,Pferd::N,آس,beygir
177,Schaf::N,پسه,koyun
178,Schwein::N,سرکوزی,domuz
179,Hund::N,سپی,it
180,Hund::N,سپی,köpek
181,Katze::N,پشه,kedi
182,Bär::N,خرس,ayı
183,Eichhörnchen::N,خړ لمی,sincap
184,Elch::N,ګوزن,büyük kuzey geyiği
185,Fuchs::N,سپلم,tilki
186,Hase::N,سوی,tavşan
187,Maus::N,مږک,fare
188,Maus::N,مږک,sıçan
189,Wolf::N,لېوه,kurt
190,Vogel::N,مرغه,kuş
191,Schwarm::N,سېل,sürü
192,Huhn::N,چرګه,tavuk
193,Hahn::N,چرګ,horoz
194,Gans::N,بته,kaz
195,Adler::N,عقاب,kartal
196,Adler::N,عقاب,karakuş
197,Ente::N,ایلۍ,ördek
198,Eule::N,ګونګی,baykuş
199,Kranich::N,کلنګ,turna
200,Krähe::N,کارغه,karga
201,Kuckuck::N,فاخته,guguk
202,Schwan::N,قو,kuğu
203,Fisch::N,کب,balık
204,Fisch::N,ماهی,balık
205,Schlange[Tier]::N,مار,yılan
206,Wurm::N,چینجی,kurt
207,Wurm::N,چینجی,solucan
208,Spinne::N,غڼه,örümcek
209,Spinne::N,تارکښ,örümcek
210,Ameise::N,مېږی,karınca
211,Laus::N,سپږه,bit
212,Mücke::N,ماشی,sivrisinek
213,Fliege::N,مچ,sinek
214,Schmetterling::N,پتنګ,kelebek
215,Beere::N,مېوۍ,tane
216,Apfel::N,مڼه,elma
217,Pilz::N,خرېړی,mantar
218,Zwiebel::N,پیاز,soğan
219,Saat::N,تخم,ekin
220,Korn::N,تخم,tane
221,Korn::N,دانه,tane
222,Heu::N,بوس,kuru ot
223,Heu::N,پروړه,kuru ot
224,Schale::N,پوستکی,kabuk
225,Grube::N,کنده,çukur
226,Falle::N,دام,tuzak
227,Falle::N,لومه,tuzak
228,Schlinge::N,کړۍ,ilmik
229,Spur::N,نښه,iz
230,Asche::N,آس,kül
231,Asche::N,ایره,kül
232,Dreck::N,ناپاکي,pislik
233,Eisen::N,اوسپنه,demir
234,Gold::N,سره زر,altın
235,Silber::N,نقره,gümüş
236,Silber::N,سپین زر,gümüş
237,Kohle::N,سکور,kömür
238,Kohle::N,سکاره,kömür
239,Glas::N,ښيښه,cam
240,Lehm::N,خټه,balçık
241,Sand::N,شګه,kum
242,Mensch::N,انسان,insan
243,Mann::N,سړی,adam
244,Mann::N,سړی,erkek
245,Mann::N,نارینه,adam
246,Mann::N,نارینه,erkek
247,Frau::N,ښځه,bayan
248,Kind::N,بچی,çocuk
249,Kind::N,ماشوم,çocuk
250,Junge::N,هلک,erkek çocuk
251,Mädchen::N,نجلۍ,kız
252,Familie::N,کورنۍ,aile
253,Großvater::N,بابا,dede
254,Großvater::N,بابا,büyükbaba
255,Großmutter::N,انا,nine
256,Großmutter::N,انا,büyükanne
257,Eltern::N,مور او پلار,ebeveyn
258,Eltern::N,مور او پلار,ana baba
259,Vater::N,پلار,ata
260,Vater::N,پلار,baba
261,Mutter::N,مور,ana
262,Mutter::N,مور,anne
263,Sohn::N,زوی,oğul
264,Tochter::N,لور,kız
265,Tochter::N,لور,kız evlât
266,Bruder::N,ورور,abi
267,Bruder::N,ورور,erkek kardeş
268,Schwester::N,خور,abla
269,Schwester::N,خور,kız kardeş
270,Onkel::N,تره,dayı
271,Onkel::N,ماما,dayı
272,Tante::N,خاله,hala
273,Tante::N,خاله,teyze
274,Ehemann::N,مېړه,koca
275,Ehefrau::N,مېرمن,karı
276,Freude::N,خوشحالي,neşe
277,Freude::N,خوشحالي,sevinç
278,Gelächter::N,خندا,gülme
279,Gelächter::N,خندا,kahkaha
280,Glück::N,بخت,mutluluk
281,Kummer::N,غم,dert
282,Kummer::N,غم,keder
283,Wunsch::N,هيله,arzu
284,Wunsch::N,هيله,istek
285,Wunsch::N,غوښتنه,arzu
286,Wunsch::N,غوښتنه,istek
287,Lust::N,شوق,arzu
288,Lust::N,شوق,heves
289,Lust::N,مینه,arzu
290,Lust::N,مینه,heves
291,Geist::N,روح,tin
292,Gedanke::N,فکر,fikir
293,Gedanke::N,فکر,düşünce
294,Gedächtnis::N,یاد,bellek
295,Gedächtnis::N,حافظه,bellek
296,Verstand::N,عقل,zekâ
297,Verstand::N,شعور,zekâ
298,Sinn::N,معنی,anlam
299,Grund::N,علت,sebep
300,Grund::N,اساس,sebep
301,Wahrheit::N,حقیقت,doğruluk
302,Wahrheit::N,حقیقت,gerçeklik
303,Gespräch::N,مرکه,görüşme
304,Gespräch::N,خبرې اترې,görüşme
305,Märchen::N,افسانه,masal
306,Erzählung::N,قصه,öykü
307,Erzählung::N,قصه,hikâye
308,Erzählung::N,کیسه,öykü
309,Erzählung::N,کیسه,hikâye
310,Nachricht::N,خبر,haber
311,Neuigkeit::N,نوی خبر,haber
312,Name::N,نوم,ad
313,Name::N,نوم,isim
314,Rätsel::N,کیسۍ,bilmece
315,Rätsel::N,چیستان,bilmece
316,Rede::N,وینا,söylev
317,Rede::N,وینا,konuşma
318,Sprache::N,ژبه,dil
319,Sprache::N,ژبه,lisan
320,Stimme::N,غږ,ses
321,Stimme::N,اواز,ses
322,Wort::N,لغت,kelime
323,Wort::N,کلمه,kelime
324,Zeichen::N,نښه,işaret
325,Zeichen::N,اشاره,işaret
326,Ruf::N,ږغ,çağırma
327,Ruf::N,بلنه,çağırma
328,Lärm::N,غالمغال,şamata
329,Lärm::N,غالمغال,gürültü
330,Laut::N,ږغ,ses
331,Ton::N,اواز,ses
332,Lied::N,غزله,türkü
333,Lied::N,سندره,türkü
334,Ruhe::N,ارامي,sakinlik
335,Leute::N,خلک,halk
336,Leute::N,خلک,insanlar
337,Volk::N,ولس,ulus
338,Volk::N,ولس,millet
339,Arbeit::N,کار,iş
340,Arbeit::N,کار,çalışma
341,Gast::N,مېلمه,konuk
342,Gast::N,مېلمه,misafir
343,Geschenk::N,تحفه,hediye
344,Geschenk::N,تحفه,armağan
345,Geschenk::N,سوغات,hediye
346,Geschenk::N,سوغات,armağan
347,Spiel::N,لوبه,oyun
348,Gesellschaft::N,ډله,çevre
349,Gesellschaft::N,ډله,arkadaşlık
350,Hilfe::N,کومک,yardım
351,Hilfe::N,مرسته,yardım
352,Freund::N,ملګری,dost
353,Freund::N,ملګری,arkadaş
354,Kamerad::N,انډيوال,arkadaş
355,Angelegenheit::N,موضوع,iş
356,Angelegenheit::N,موضوع,husus
357,Anzahl::N,شمېر,sayı
358,Anzahl::N,تعداد,sayı
359,Art::N,ډول,çeşit
360,Stück::N,ټوټه,tane
361,Stück::N,ټوټه,parça
362,Teil::N,برخه,kısım
363,Hälfte::N,نیم,yarı
364,Kreis::N,دایره,daire
365,Kreuz::N,صلیب,haç
366,Linie::N,خط,hat
367,Linie::N,خط,çizgi
368,Linie::N,لیکه,hat
369,Linie::N,لیکه,çizgi
370,Strich::N,کرښه,çizgi
371,Abstand::N,فاصله,aralık
372,Entfernung::N,واټن,mesafe
373,Entfernung::N,واټن,uzaklık
374,Gegend::N,سیمه,yöre
375,Gegend::N,منطقه,yöre
376,Platz::N,ځای,yer
377,Ort::N,ځای,yer
378,Seite::N,مخ,yan
379,Seite::N,مخ,taraf
380,Seite::N,اړخ,yan
381,Seite::N,اړخ,taraf
382,Mitte::N,وسط,orta
383,Mitte::N,وسط,merkez
384,Mitte::N,مینځ,orta
385,Mitte::N,مینځ,merkez
386,Gegenstand::N,شی,şey
387,Sache::N,شی,iş
388,Sache::N,شی,şey
389,Sache::N,څيز,iş
390,Sache::N,څيز,şey
391,Rand::N,څنډه,kenar
392,Rand::N,کناره,kenar
393,Kante::N,اړخ,kenar
394,Ecke::N,ګوټ,köşe
395,Spitze::N,څوکه,uç
396,Spitze::N,څوکه,baş
397,Ende::N,څوکه,uç
398,Loch::N,سوری,oyuk
399,Loch::N,سوری,delik
400,Winkel::N,کنج,köşe
401,Winkel::N,کوتی,köşe
402,Muster::N,نمونه,örnek
403,Größe::N,قد,büyüklük
404,Größe::N,لويوالی,büyüklük
405,Länge::N,طول,uzunluk
406,Länge::N,اوږد والی,uzunluk
407,Höhe::N,جګوالی,yükseklik
408,Gewicht::N,وزن,ağırlık
409,Menge::N,اندازه,miktar
410,Haufen::N,کوټه,küme
411,Haufen::N,کوټه,yığın
412,Reihe::N,صف,sıra
413,Reihe::N,کتار,sıra
414,Boot::N,قايق,kayık
415,Boot::N,قايق,sandal
416,Ruder::N,چپه,kürek
417,Schlitten::N,ښویېدونی,kızak
418,Ski::N,سکي,kayak
419,Lagerfeuer::N,اور,kamp ateşi
420,Last::N,بار,yük
421,Last::N,پېټی,yük
422,Gang::N,تګ,gidiş
423,Gang::N,تګ,yürüyüş
424,Schritt::N,ګام,adım
425,Norden::N,شمال,kuzey
426,Süden::N,سوېل,güney
427,Westen::N,لوېدېځ,batı
428,Osten::N,شرق,doğu
429,Osten::N,ختیځ,doğu
430,Holz::N,لرګی,ağaç
431,Holz::N,لرګی,tahta
432,Brett::N,تخته,tahta
433,Platte::N,تخته,levha
434,Stütze::N,تکیوان,dayak
435,Stütze::N,تکیوان,destek
436,Stange::N,ډاګه,çubuk
437,Stock::N,لرګی,sopa
438,Stock::N,لرګی,değnek
439,Stab::N,چيخله,sırık
440,Stab::N,چيخله,baston
441,Rohr::N,نل,boru
442,Haus::N,کور,ev
443,Heim::N,کور,ev
444,Heim::N,کور,yurt
445,Ofen::N,تودنۍ,soba
446,Fußboden::N,غولی,taban
447,Fußboden::N,غولی,döşeme
448,Tisch::N,مېز,masa
449,Stuhl::N,چوکۍ,iskemle
450,Stuhl::N,چوکۍ,sandalye
451,Wiege::N,زانګو,beşik
452,Bett::N,کټ,yatak
453,Bett::N,چپرکټ,yatak
454,Regal::N,تاخچۍ,raf
455,Kiste::N,صندوق,sandık
456,Fenster::N,کړکۍ,pencere
457,Tür::N,دروازه,kapı
458,Tor::N,دروازه,kapı
459,Zaun::N,کټاره,çit
460,Dach::N,بام,dam
461,Dach::N,بام,çatı
462,Leiter::N,زينه,merdiven
463,Besen::N,جارو,süpürge
464,Spaten::N,یوم,bel
465,Schaufel::N,بېلچه,kürek
466,Gabel::N,پنجه,çatal
467,Löffel::N,کاشوغه,kaşık
468,Messer::N,چاقو,bıçak
469,Nagel::N,ميخ,çivi
470,Netz::N,جال,ağ
471,Haken::N,څنګک,çengel
472,Griff::N,لاستی,kulp
473,Griff::N,لاستی,tutamak
474,Schloss::N,کلپ,kilit
475,Bild::N,رسم,imaj
476,Bild::N,رسم,resim
477,Figur::N,قدوقامت,şekil
478,Figur::N,قدوقامت,heykel
479,Puppe::N,ګوډۍ,kukla
480,Beutel::N,کڅوړه,kese
481,Beutel::N,کڅوړه,torba
482,Bündel::N,دسته,deste
483,Tasche::N,بکس,çanta
484,Tasche::N,توبره,çanta
485,Eimer::N,سطل,kova
486,Deckel::N,سرپوښ,kapak
487,Geschirr::N,لوښی,kap kacak
488,Sack::N,جوال,torba
489,Tasse::N,پیاله,fincan
490,Topf::N,دېګی,tencere
491,Kessel::N,دېګ,kazan
492,Essen::N,خوراک,yemek
493,Nahrung::N,خوراک,gıda
494,Nahrung::N,خوراک,besin
495,Speise::N,خواړه,yemek
496,Fleisch::N,غوښه,et
497,Getreide::N,غله,tahıl
498,Getreide::N,غله,hububat
499,Brei::N,اوګره,ezme
500,Brot::N,ډوډۍ,ekmek
501,Scheibe::N,مړۍ,dilim
502,Fett::N,غوړي,yağ
503,Butter::N,کوچ,tereyağı
504,Öl::N,تېل,yağ
505,Öl::N,تېل,akar yağ
506,Salz::N,مالګه,tuz
507,Suppe::N,شوربا,çorba
508,Honig::N,شات,bal
509,Milch::N,شوده,süt
510,Tee::N,چای,çay
511,Leder::N,څرمن,deri
512,Leder::N,څرمن,meşin
513,Wolle::N,پشم,yün
514,Stoff::N,ټوټه,kumaş
515,Nadel::N,ستن,iğne
516,Faden::N,تار,tire
517,Faden::N,تار,iplik
518,Knopf::N,تڼۍ,düğme
519,Knopf::N,تکمه,düğme
520,Knoten::N,غوټه,düğüm
521,Farbe::N,رنګ,boya
522,Kleidung::N,کالي,giyim
523,Hemd::N,کميس,gömlek
524,Kragen::N,غاړه,yaka
525,Ärmel::N,لستوڼی,yen
526,Ärmel::N,لستوڼی,elbise kolu
527,Hose::N,پطلون,pantolon
528,Gürtel::N,کمربند,kuşak
529,Mütze::N,خولۍ,bere
530,Mütze::N,خولۍ,kasket
531,Schuh::N,بوټ,kundura
532,Schuh::N,بوټ,ayakkabı
533,Stiefel::N,موزه,çizme
534,Ring::N,ګوته,yüzük
535,Band::N,فيته,bağ
536,Band::N,فيته,şerit
537,Kamm::N,ګمنځ,tarak
538,Spiegel::N,ایینه,ayna
539,Spiegel::N,هنداره,ayna
540,Riemen::N,تسمه,kayış
541,Schnur::N,مزی,ip
542,Schnur::N,مزی,sicim
543,Leine::N,رسۍ,kayış
544,Decke::N,بړستن,örtü
545,Decke::N,بړستن,yorgan
546,Kissen::N,بالښت,yastık
547,Tuch::N,ټیکری,bez
548,Handtuch::N,دسمال,havlu
549,Kraft::N,زور,güç
550,Kraft::N,زور,kuvvet
551,Kraft::N,توان,güç
552,Kraft::N,توان,kuvvet
553,Stärke::N,قوت,kuvvet
554,Gesundheit::N,صحت,sağlık
555,Gesundheit::N,روغتیا,sağlık
556,Krankheit::N,مرض,hastalık
557,Krankheit::N,ناروغي,hastalık
558,Schmerz::N,درد,ağrı
559,Schmerz::N,درد,sancı
560,Wunde::N,ټپ,yara
561,Wunde::N,زخم,yara
562,Fieber::N,تبه,ateş
563,Arznei::N,دوا,ilâç
564,Arznei::N,دارو,ilâç
565,Brücke::N,پول,köprü
566,Brunnen::N,څاه,kuyu
567,Brunnen::N,څاه,çeşme
568,Brunnen::N,کوهی,kuyu
569,Brunnen::N,کوهی,çeşme
570,Weide::N,وله,otlak
571,Pfad::N,تړه,patika
572,Pfad::N,تړه,keçiyolu
573,Weg::N,لیار,yol
574,Straße::N,سړک,yol
575,Straße::N,سړک,cadde
576,Dorf::N,کلی,köy
577,Stadt::N,ښار,kent
578,Stadt::N,ښار,şehir
579,Brief::N,لیک,mektup
580,Brief::N,مکتوب,mektup
581,Buch::N,کتاب,kitap
582,Buchstabe::N,حرف,harf
583,Buchstabe::N,توری,harf
584,Zeitung::N,اخبار,gazete
585,Leben::N,ژوند,hayat
586,Tod::N,مرګ,ölüm
587,Tod::N,مړینه,ölüm
588,Grab::N,قبر,kabir
589,Grab::N,ډورۍ,kabir
590,Kirche::N,کلیسا,kilise
591,Sünde::N,ګناه,günah
592,Gott::N,خدای,tanrı
593,Arbeiter::N,کاریګر,işçi
594,Chef::N,آمر,şef
595,Chef::N,آمر,müdür
596,Meister::N,استاد,usta
597,Arzt::N,طبیب,hekim
598,Arzt::N,طبیب,doktor
599,Arzt::N,ډاکټر,hekim
600,Arzt::N,ډاکټر,doktor
601,Lehrer::N,معلم,hoca
602,Lehrer::N,معلم,öğretmen
603,Lehrer::N,ښوونکی,hoca
604,Lehrer::N,ښوونکی,öğretmen
605,Geld::N,پیسې,para
606,Geschäft::N,سوداګري,ticaret
607,Laden::N,دکان,dükkân
608,Laden::N,مغازه,dükkân
609,Preis::N,بیه,fiyat
610,Ware::N,مال,mal
611,Nutzen::N,ګټه,fayda
612,Reichtum::N,شتمني,servet
613,Reichtum::N,شتمني,zenginlik
614,Welt::N,نړۍ,dünya
615,Welt::N,دنیا,dünya
616,Land::N,هېواد,ülke
617,Staat::N,دولت,devlet
618,König::N,باچا,kral
619,König::N,پادشاه,kral
620,Macht::N,قدرت,kudret
621,Macht::N,قدرت,iktidar
622,Grenze::N,حد,had
623,Grenze::N,حد,sınır
624,Grenze::N,سرحد,had
625,Grenze::N,سرحد,sınır
626,Krieg::N,جګړه,savaş
627,Feind::N,دښمن,düşman
628,Gewalt::N,زور,zor
629,Gewalt::N,زور,cebir
630,Gewalt::N,تشدد,zor
631,Gewalt::N,تشدد,cebir
632,Kampf::N,جنګ,savaş
633,Kampf::N,مبارزه,savaş
634,Bogen[Waffe]::N,لیندۍ,yay
635,Pfeil::N,غشی,ok
636,Gewehr::N,ټوپک,tüfek
637,Fehler::N,خطا,hata
638,Fehler::N,خطا,yanlış
639,Fehler::N,غلطي,hata
640,Fehler::N,غلطي,yanlış
641,Lüge::N,دروغ,yalan
642,Schaden::N,زیان,zarar
643,Schaden::N,تاوان,zarar
644,Unglück::N,بدبختي,felâket
645,Unglück::N,بدبختي,talihsizlik
646,Schuld::N,ګناه,suç
647,Schuld::N,ګناه,kabahat
648,Alter::N,منګ,yaş
649,Schluss::N,اخر,son
650,Zeit::N,وخت,zaman
651,Tag::N,ورځ,gün
652,Morgen::N,سبا,sabah
653,Morgen::N,سهار,sabah
654,Mittag::N,غرمه,öğle
655,Abend::N,ماښام,akşam
656,Nacht::N,شپه,gece
657,Woche::N,اونۍ,hafta
658,Monat::N,مياشت,ay
659,Jahr::N,کال,yıl
660,Jahr::N,کال,sene
661,Frühling::N,پسرلی,ilkbahar
662,Sommer::N,دوبی,yaz
663,Herbst::N,منی,güz
664,Herbst::N,منی,sonbahar
665,Herbst::N,خزان,güz
666,Herbst::N,خزان,sonbahar
667,Winter::N,ژمی,kış
668,Januar::N,جنوري,ocak
669,Februar::N,فبروري,şubat
670,März::N,مارچ,mart
671,April::N,اپریل,nisan
672,Mai::N,مې,mayıs
673,Juni::N,جون,haziran
674,Juli::N,جولای,temmuz
675,August::N,اګست,ağustos
676,September::N,سپټامبر,eylül
677,Oktober::N,اکتوبر,ekim
678,November::N,نومبر,kasım
679,Dezember::N,دسمبر,aralık
680,Montag::N,دوشنبه,pazartesi
681,Dienstag::N,سه شنبه,salı
682,Mittwoch::N,چارشنبه,çarşamba
683,Donnerstag::N,پنجشنبه,perşembe
684,Freitag::N,جمعه,cuma
685,Samstag::N,خالي,cumartesi
686,Sonntag::N,یکشنبه,pazar
687,groß::A,لوی,büyük
688,klein::A,وړوکی,ufak
689,klein::A,وړوکی,küçük
690,lang::A,اوړد,uzun
691,kurz::A,لنډ,kısa
692,breit::A,پراخه,enli
693,breit::A,پراخه,geniş
694,schmal::A,تنګ,dar
695,dicht::A,ګڼ,sık
696,dicht::A,ګڼ,yoğun
697,dick[Gegenstand]::A,پنډ,kalın
698,dick[Gegenstand]::A,پنډ,iri
699,dünn::A,نری,ince
700,fein::A,نازک,ince
701,fein::A,نازک,narin
702,fest::A,کلک,sabit
703,fest::A,کلک,sağlam
704,fest::A,ټینګ,sabit
705,fest::A,ټینګ,sağlam
706,flach::A,هوار,düz
707,flach::A,هوار,yassı
708,glatt::A,ښوی,düz
709,hart::A,کلک,katı
710,weich::A,نرم,yumuşak
711,weich::A,پوست,yumuşak
712,rund::A,ګرد,yuvarlak
713,spitz::A,تېره,sivri
714,scharf::A,تېز,keskin
715,scharf::A,تېره,keskin
716,stumpf::A,پڅ,kör
717,schwer::A,دروند,ağır
718,schön::A,ښکلی,güzel
719,heiß::A,تود,kızgın
720,warm::A,تود,sıcak
721,kalt::A,ېخ,soğuk
722,kalt::A,سوړ,soğuk
723,kühl::A,ېخ,serin
724,kühl::A,سوړ,serin
725,frisch::A,تازه,taze
726,feucht::A,مرطوب,nemli
727,feucht::A,مرطوب,rutubetli
728,nass::A,لوند,yaş
729,nass::A,لوند,ıslak
730,trocken::A,وچ,kuru
731,voll::A,ډک,dolu
732,voll::A,ډک,dolmuş
733,leer::A,خالی,boş
734,offen::A,خلاص,açık
735,offen::A,پرانیستی,açık
736,geschlossen::A,تړلی,kapalı
737,sauber::A,پاک,pak
738,sauber::A,پاک,temiz
739,schmutzig::A,چټل,pis
740,schmutzig::A,چټل,kirli
741,roh::A,خام,çiğ
742,reif::A,پوخ,olgun
743,reif::A,رسېدلی,olgun
744,lecker::A,خوندور,lezzetli
745,lecker::A,مزه دار,lezzetli
746,süß::A,خوږ,tatlı
747,süß::A,خوږ,şekerli
748,süß::A,شیرین,tatlı
749,süß::A,شیرین,şekerli
750,bitter::A,تریخ,acı
751,sauer::A,ټاک,ekşi
752,sauer::A,تريو,ekşi
753,hell::A,روڼ,aydınlık
754,hell::A,روښان,aydınlık
755,dunkel::A,تیاره,karanlık
756,schwarz::A,تور,kara
757,schwarz::A,تور,siyah
758,weiß::A,سپين,ak
759,weiß::A,سپين,beyaz
760,rot::A,سور,kırmızı
761,gelb::A,زېړ,sarı
762,blau::A,شین,mavi
763,blau::A,اسماني رنګه,mavi
764,grün::A,زرغون,yeşil
765,grau::A,خړ,boz
766,bunt::A,رنګارنګ,renkli
767,billig::A,ارزان,ucuz
768,teuer::A,ګران,pahalı
769,wertvoll::A,قیمتي,değerli
770,blind::A,ړوند,kör
771,taub::A,کوڼ,sağır
772,kräftig::A,قوی,dinç
773,kräftig::A,قوی,kuvvetli
774,stark::A,قوی,güçlü
775,stark::A,قوی,kuvvetli
776,stark::A,تکړه,güçlü
777,stark::A,تکړه,kuvvetli
778,schwach::A,ضعیف,zayıf
779,schwach::A,ضعیف,güçsüz
780,schwach::A,کمزوری,zayıf
781,schwach::A,کمزوری,güçsüz
782,fett::A,چاغ,şişman
783,schlank::A,خوش اندام,narin
784,hübsch::A,ښکلی,güzel
785,hübsch::A,ښکلی,sevimli
786,hübsch::A,ښایسته,güzel
787,hübsch::A,ښایسته,sevimli
788,böse::A,شریر,kötü
789,böse::A,قهرناک,kötü
790,dumm::A,احمق,aptal
791,faul::A,لټ,tembel
792,faul::A,تنبل,tembel
793,fleißig::A,زحمت کښ,çalışkan
794,geizig::A,بخیل,cimri
